1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1953:Q1,28445,41776,29775,8415,5181,15206,973,0,12001,11813,21,27,-1540,1918,0,9,906,17,24,43,973,-151,181,533,540,-892,15,160,359,359,137,774,4022,2311,1870,284,-188,-1131,0,0,3,-963,39,-3428,102,1564,760,3227,-8,737,2119,379,18,8,-569,-1374,-1481,943,518,68,357,-13332
1953:Q2,28895,39845,30482,8375,5172,16041,894,0,9363,9392,-72,-28,-3107,2711,0,-256,2292,-18,1071,6,966,267,901,-12,437,476,16,295,407,-428,83,760,4168,-925,2372,203,29,-108,0,0,13,2043,-73,390,-445,1158,1013,4907,-57,325,2868,1771,6,18,357,-806,-6646,137,545,20,-428,-10950
1953:Q3,29035,37993,30373,8269,5035,16486,583,0,7620,21998,55,11,4921,1536,0,815,2369,20,1715,53,946,-365,761,606,243,-88,14,-15,352,219,77,738,4175,1619,3781,570,14378,13782,0,0,7,8575,50,6437,142,1416,530,3531,202,146,2501,682,17,25,1255,2198,-1826,596,315,65,216,-8958
1953:Q4,25869,10006,28393,8056,5052,15787,-502,0,-18387,10744,-90,29,-394,2390,0,-640,639,-10,38,-33,405,239,1472,326,256,890,-19,-69,-466,2688,86,710,4226,-3488,2600,1070,29132,26130,0,0,11,6108,55,1796,1828,1217,1212,2447,-1148,-7,2342,1260,-9,23,-532,587,17495,3001,388,-73,2686,15863
1954:Q1,26866,23803,27714,7958,4925,15323,-492,0,-3911,4503,-42,1,-2148,2380,0,-391,-748,108,-1185,35,562,-268,-923,113,161,-1197,12,-41,284,-480,100,692,4020,1387,237,163,8414,8094,0,0,22,-1552,123,-4614,658,1504,777,256,-131,296,1961,-1870,14,-13,-962,-3646,13975,320,737,56,-473,3064
1954:Q2,27325,13789,28250,8136,5227,15732,-845,0,-14462,6083,10,13,1192,3034,0,216,-3466,26,-3714,11,308,-97,624,-196,338,482,16,115,393,-1105,53,679,4072,-431,637,31,20544,21035,0,0,10,1050,-41,-285,-909,1350,935,4214,-479,386,3045,1262,20,-59,212,-3016,18604,-490,522,73,-1085,13536
1954:Q3,27548,10632,29023,8036,5645,15865,-523,0,-18391,16126,-175,22,2777,1773,0,1006,677,-38,152,42,670,-149,498,170,450,-122,9,-114,200,-739,114,669,3923,2748,2349,389,34517,34958,0,0,2,4550,100,3130,-1465,1510,1275,4167,164,376,3391,236,17,-100,2238,1839,22245,-441,228,72,-741,16916
1954:Q4,28610,22069,29888,8478,6016,15474,-79,0,-7820,16734,38,8,2495,2799,0,-834,1042,-9,931,49,692,-621,2056,426,447,1183,-13,-298,-302,1229,154,662,3992,28,2791,887,24554,23455,0,0,2,7070,-53,3487,1801,1287,548,6821,214,1063,3823,1721,-42,-127,2714,1604,5413,1099,96,-131,1134,6541
1955:Q1,30291,35254,31521,9150,6352,15068,951,0,3733,14069,-81,-11,-1803,2029,0,230,2174,-10,1563,121,602,-102,-320,409,425,-1154,12,317,283,-167,142,682,4101,3216,2889,376,10337,9896,0,0,3,-2333,-31,-4559,257,1492,508,4455,477,563,3676,-261,19,-99,232,-1831,9450,440,531,78,-169,-4963
1955:Q2,33268,11106,33689,9691,6431,16412,1155,0,-22583,13516,14,-20,498,2640,0,-402,1148,71,96,161,1018,-198,1140,57,405,678,18,-280,488,-1501,121,709,4296,1051,3266,330,36099,37356,0,0,-1,-305,-120,-976,-1045,1112,724,10190,1970,767,4400,3053,24,-52,2143,-910,26267,-1257,160,86,-1503,22162
1955:Q3,33988,20628,34845,10099,6430,17243,1074,0,-14217,22569,-37,-4,2425,1312,0,1136,4255,-107,3080,144,1009,129,465,132,264,69,14,-69,349,-644,169,758,4260,4520,3173,487,36786,37087,0,0,0,3418,-9,2194,-642,1401,474,7784,1386,370,4240,1788,18,1,4714,3222,17930,-301,278,69,-648,13360
1955:Q4,34131,26217,35328,9859,6228,17432,1808,0,-9110,20099,-30,6,1035,2444,0,-415,4133,-28,2659,368,840,294,1685,10,478,1197,-15,-50,-406,1173,140,756,4271,863,3177,1332,29210,27410,0,0,0,6032,-9,2998,703,1029,1311,9193,2268,592,3927,2406,-31,-15,4026,3182,5023,1799,750,-118,1167,7913
1956:Q1,34632,26645,34392,9393,6059,17341,1600,0,-7747,10876,-41,-34,-1185,2309,0,-158,229,-46,-678,75,686,192,-467,194,495,-1156,22,-38,544,147,314,850,4469,2088,1204,623,18623,17873,0,0,2,-2802,0,-4465,6,1235,422,4453,1111,605,3435,-698,23,58,-629,-3297,20065,750,522,86,142,7987
1956:Q2,35616,48563,34960,9427,6098,18539,896,0,13603,10043,-51,46,-549,2960,0,-563,-1502,154,-3092,274,714,448,1025,21,499,505,25,-555,650,-988,35,909,4648,1583,2202,168,-3560,-2881,0,0,3,-3880,-73,-5222,-466,921,960,8361,1903,361,4067,2030,20,90,2202,-2958,-6719,-679,234,78,-991,-12947
1956:Q3,36785,45832,35917,9395,6047,19582,892,0,9916,19979,155,-22,1105,1428,0,1878,1964,46,687,231,830,170,366,-18,319,65,33,-50,805,-302,323,891,4651,4056,2193,505,10063,9765,0,0,5,3104,112,974,-234,1185,1067,5387,558,353,3779,697,16,86,2481,2084,-3398,298,573,69,-344,-9047
1956:Q4,36781,11846,35937,9824,6007,19545,561,0,-24091,18543,545,19,1530,2767,0,-586,1873,-66,1048,-55,620,326,1889,322,398,1169,-8,143,-211,1124,114,820,4796,-561,2812,1477,42634,40687,0,0,9,5428,-23,3161,439,824,1027,6818,1437,436,3343,1602,-9,69,2153,2495,23724,1947,921,-92,1118,24935
1957:Q1,37280,61660,35801,10002,5884,19375,541,0,25859,14949,-58,60,-381,3426,0,-174,2297,50,663,142,699,743,-1400,-631,640,-1409,24,-157,588,314,231,744,5269,2156,1466,544,-10910,-11935,0,0,7,1380,-25,-1150,22,1063,1470,2075,391,179,2843,-1338,8,46,-569,-2536,-12346,1025,760,35,230,-24380
1957:Q2,37779,21669,36444,9902,5713,20165,664,0,-14775,9183,73,-22,-2065,3648,0,-1118,-841,-6,-1623,333,268,187,510,-710,561,659,47,73,1198,-420,224,667,5633,-459,1799,236,23958,23433,0,0,11,-3539,-33,-5430,-452,911,1465,7281,2081,263,2956,1981,11,22,-171,-2261,22079,525,903,47,-425,16110
1957:Q3,37666,69830,37418,9833,5767,21116,702,0,32412,22145,254,-23,2786,1920,0,2242,2976,-4,1802,6,861,311,210,-319,648,-119,18,-622,427,46,193,649,5764,1767,2904,634,-10267,-10615,0,0,8,7303,44,4612,-222,1356,1513,3419,-486,-199,3356,748,2,12,1367,1554,-24280,348,299,9,40,-32164
1957:Q4,34917,29729,34851,9737,5812,20431,-1130,0,-5122,12655,35,-22,-1013,3297,0,-422,1534,90,842,408,370,-176,1665,124,608,933,2,-558,33,459,187,678,5947,-2488,2549,772,17777,16841,0,0,10,4968,58,1174,975,1177,1584,4266,78,-97,3039,1246,19,7,2297,1110,4164,936,479,6,451,5188
1958:Q1,32716,28291,32637,9142,5521,18976,-1002,0,-4345,10888,94,29,-1482,4707,0,-62,-1051,311,-2157,-357,345,807,-709,334,591,-1634,10,-540,309,689,325,721,5427,2085,175,161,15234,14260,0,0,16,2432,294,-1783,596,1460,1865,-494,-2092,1345,2695,-2442,18,7,-2661,-3126,18068,973,221,69,683,4424
1958:Q2,32523,15636,33011,8966,5519,19585,-1059,0,-17376,12528,13,-28,3158,5365,0,-1758,-3764,-291,-1592,-638,-561,-682,1440,25,901,514,25,-445,601,32,467,775,5437,-52,866,396,29904,28933,0,0,12,4539,75,3294,-1053,1143,1080,5015,-61,574,3573,929,20,11,1662,-2504,20178,971,858,77,36,16887
1958:Q3,34844,7658,35476,9142,5999,19949,387,0,-27819,21889,-9,40,206,2420,0,2093,-470,-231,-1466,-24,792,459,1118,256,739,123,15,-207,353,859,339,794,5467,5142,3215,514,49707,48297,0,0,3,3620,4,560,69,1541,1446,4440,-14,-89,4307,236,19,16,3842,1331,35026,1411,485,72,854,27186
1958:Q4,36722,18562,37515,9443,6670,20093,1309,0,-18952,23954,-137,-23,3575,3339,0,-676,4226,-14,3224,37,815,164,2431,273,1010,1148,-10,-930,-218,1218,277,783,5391,-49,3732,1025,42906,41423,0,0,7,9910,-137,7182,307,1306,1252,9233,2073,753,4857,1550,-47,22,3523,1704,17071,1483,404,-134,1213,18159
1959:Q1,38132,34271,38701,10155,7300,20278,969,0,-4430,11989,-170,-6,-2653,2068,0,-1213,4682,292,3046,148,853,343,85,169,959,-1043,21,-477,515,-783,428,796,5841,2402,-429,883,16419,16599,0,0,6,1902,-6,22,-284,1578,592,3916,-644,903,4156,-499,27,27,996,-344,10069,-179,511,102,-792,3862
1959:Q2,40578,25419,41634,10577,7619,21616,1822,0,-16216,16988,315,-6,898,3728,0,-204,2548,120,1054,821,661,-108,1606,-216,1128,694,31,-662,740,-2362,301,802,6185,1663,753,652,33204,34712,0,0,15,2566,-194,928,-288,1258,862,11790,2774,952,5177,2887,32,31,1967,909,17402,-1508,738,124,-2370,15159
1959:Q3,38807,49725,40893,10780,7517,22501,96,0,8832,20908,160,8,3936,1422,0,998,5634,-382,3952,602,1427,35,223,-473,794,-98,19,-1177,480,-1621,355,861,6438,2078,869,225,12076,13352,0,0,5,6991,69,4502,-87,1939,568,7987,1140,-417,5224,2040,24,28,921,684,-3288,-1276,260,94,-1630,-10918
1959:Q4,39738,9546,40260,10260,7155,21815,1030,0,-30713,14264,-236,-13,91,2458,0,-422,5096,502,3496,411,619,68,735,-2004,672,2067,-22,-1172,-521,246,335,962,6259,-1365,904,930,44978,44334,0,0,13,5522,-212,3600,10,1067,1057,9866,1593,300,4678,3295,-34,23,2353,875,25716,644,569,-159,234,30192
1960:Q1,42071,70999,42453,10606,7406,21641,2800,0,28546,10932,-117,-11,-4471,1929,0,-422,4733,-2,2776,-602,1239,1322,-2099,-256,518,-2361,22,-720,538,-124,311,939,5896,4269,-1362,1621,-17614,-17903,0,0,13,-1547,112,-3697,29,1587,422,3623,143,1115,3821,-1456,19,21,1455,-1333,-20154,289,351,74,-136,-28928
1960:Q2,41210,30043,41115,10835,6885,22589,806,0,-11072,10666,-65,19,1930,3863,0,-154,-699,17,-2480,477,816,471,1560,-160,856,864,13,-1049,316,-818,333,877,6221,-218,-1254,-209,21738,22229,0,0,9,-35,120,-2126,-25,1105,891,10843,1929,1703,4346,2865,10,18,713,-914,11585,-491,369,46,-906,11167
1960:Q3,41631,70538,41470,10715,6687,22988,1080,0,29069,16986,-77,51,3631,3662,0,155,-1904,-109,-2077,-609,814,77,941,454,853,-366,12,-1010,323,-118,268,767,5754,3170,553,809,-12082,-12406,0,0,12,3932,235,1905,-561,1571,782,5468,-328,20,4808,968,19,17,1535,-108,-23281,324,400,63,-139,-28908
1960:Q4,39833,-12196,38056,10428,6665,22417,-1453,0,-50253,12444,-158,-56,284,5337,0,-331,-1184,140,-2201,-45,397,525,2871,789,937,1145,62,-1195,1534,288,137,645,5801,-1569,591,-613,62697,62238,0,0,13,4777,-13,2120,296,1047,1327,8614,1681,969,4306,1658,2,20,1200,765,46847,459,245,12,202,52029
1961:Q1,39158,-5484,38019,9839,6683,22134,-637,0,-43504,3674,-47,41,-6239,5876,0,255,-1762,-226,-1164,-618,219,27,-1006,261,998,-2265,29,-442,694,-1398,418,688,5776,2078,-1933,645,47178,47852,0,0,5,-752,-146,-2662,246,1449,361,2858,-225,1148,3844,-1909,15,21,-339,-1639,47683,-674,670,62,-1406,44642
1961:Q2,40414,43182,40643,10090,6795,23310,448,0,2539,19570,129,24,1707,6357,0,-79,64,51,-1658,-32,861,842,2210,470,991,749,26,-828,660,-228,288,793,6278,2336,-872,706,17030,16014,0,0,16,2914,103,306,-278,830,1953,8956,1007,1788,4903,1258,23,22,1213,-337,3207,1017,1168,83,-234,-2769
1961:Q3,43451,33185,43254,10384,7141,24066,1664,0,-10069,22098,408,25,4844,3368,0,556,-616,-368,-172,417,-38,-455,1243,204,961,78,30,-1265,737,261,411,923,5836,3955,1430,-47,32167,31484,0,0,16,7593,291,5047,-220,1768,707,6244,-161,285,5635,485,11,24,2031,973,14592,684,383,45,256,10266
1961:Q4,44797,23558,43795,10874,7387,24036,1499,0,-20238,20170,-330,-2,2534,4813,0,-611,2084,844,548,392,486,-186,2687,293,1034,1360,14,-2233,329,1698,554,1043,5851,166,1908,-335,40408,38930,0,0,17,6506,77,3165,559,1331,1374,11517,1784,1202,6178,2353,-25,26,3302,1624,15963,1478,-100,59,1519,21240
1962:Q1,44639,47434,44795,11125,7472,23846,2352,-0,2639,11669,-201,-2,-5021,8282,0,96,480,-527,999,-18,-107,133,-256,519,664,-1439,17,-1559,450,260,353,1032,5916,1905,-1214,1131,9030,8681,0,0,8,2946,37,96,299,1688,826,3397,-130,591,4333,-1397,8,29,-561,-358,3212,349,61,37,251,-2795
1962:Q2,45988,45490,45719,11439,7763,25156,1361,-0,-229,17645,175,32,2635,7299,0,-41,-1152,345,-895,-158,-425,-19,3030,1248,664,1118,27,-2206,644,-629,358,988,6269,670,-775,321,17873,18297,0,0,9,2431,-39,-293,53,1166,1544,12525,1796,1202,6130,3397,19,31,797,85,2400,-423,144,69,-636,498
1962:Q3,46150,47901,46950,11560,7791,26052,1547,-0,951,20149,-464,-19,1785,4436,0,912,440,172,523,88,418,-761,931,405,499,27,24,-1366,584,229,105,912,5720,4265,1149,505,19197,18865,0,0,-8,2490,271,892,-599,1349,577,8821,931,340,6359,1191,12,33,3127,995,3395,332,64,45,223,-1752
1962:Q4,47283,39512,46051,12022,7662,25527,841,-0,-6540,19838,-123,-136,4761,7836,0,-446,109,225,-11,70,-193,18,2080,139,689,1252,37,-1625,915,760,230,835,5905,-2211,1365,-455,26377,25579,0,0,11,7811,-165,4853,790,1248,1085,13317,2616,1336,6647,2718,49,32,1069,359,2931,798,100,68,630,7772
1963:Q1,47711,46496,46571,12190,7838,24827,1717,0,-74,11579,53,38,-5189,8131,0,-467,1023,-212,1481,-858,167,445,-554,510,325,-1389,35,-1240,857,419,215,957,6309,2852,-1365,-495,11653,11197,0,0,9,2402,16,73,201,1176,936,5541,-717,1662,5005,-409,13,33,149,-759,3809,456,-5,49,412,1215
1963:Q2,49947,49676,48647,12489,8406,26542,1209,0,1029,22585,69,121,4322,7232,0,1,-938,-84,-1384,479,318,-267,2981,1566,474,941,33,-1954,859,-322,139,1023,7042,1557,-349,769,21556,21790,0,0,10,1654,-227,-733,-250,1748,1116,15686,2211,2990,7203,3282,29,34,1287,147,2943,-234,-11,107,-330,271
1963:Q3,49723,51041,50440,12679,8496,27836,1429,0,601,20211,-136,-65,246,4661,0,1004,365,-563,1305,-108,243,-512,607,173,211,223,25,-1465,581,720,370,1095,6743,3225,1755,480,19610,18700,0,0,9,1515,124,239,-553,1175,530,10040,-23,500,7418,2145,24,33,2496,970,3613,910,96,100,714,-1318
