1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q4,52248,43558,50166,12920,8718,27262,1266,0,-6608,24217,50,-303,4661,8405,0,-1749,2364,524,295,1149,130,266,2582,848,316,1418,35,-2597,886,1293,263,1162,7010,-878,1760,-728,30825,30020,0,0,18,5496,-143,2878,431,1141,1189,15976,3454,1822,7192,3508,-36,31,3825,1031,3679,805,-421,-53,1279,8690
1964:Q1,52041,55353,50754,13429,9150,26894,1281,0,4599,15013,-15,136,-5589,7114,0,-130,2734,372,2590,-411,365,-182,946,1654,425,-1133,29,-626,711,518,25,1084,7376,1696,-1405,409,10414,9181,0,0,19,1972,-20,309,-131,1137,677,6543,-640,1391,5621,171,18,28,-2322,-635,3558,1233,637,70,526,-3312
1964:Q2,53972,52730,52594,13772,8913,28796,1114,0,136,22853,-175,92,4393,7287,0,1044,-235,-283,-939,326,1113,-452,666,-294,288,672,38,-1373,915,-385,326,1087,8150,1695,-994,322,22717,22287,0,0,16,1396,-59,-1715,128,1771,1271,16371,2939,2335,7326,3771,23,24,1561,-434,3330,430,782,86,-438,1242
1964:Q3,54071,59118,54219,14212,8879,29955,1173,0,4899,29881,-96,56,4314,5626,0,310,520,671,-697,-34,461,119,2489,1791,517,181,34,-1564,876,462,261,1107,7921,5924,1382,258,24982,24266,0,0,14,5209,192,2696,-187,1812,696,10579,240,439,7570,2330,12,24,3514,663,4251,715,187,43,485,-5047
1964:Q4,56249,44510,53293,13749,8799,29491,1254,0,-8783,25164,123,-181,4622,8793,0,-1928,985,-35,-514,269,603,662,2101,117,542,1442,38,-3449,924,1775,369,1138,8154,148,1270,283,33947,32637,0,0,-25,7105,44,3266,1045,1400,1350,15629,4366,792,7261,3210,-11,28,5252,873,3786,1310,-461,58,1713,11739
1965:Q1,58446,60347,56371,15089,8795,29601,2886,0,3976,21057,-44,-64,-4581,9409,0,881,1676,-699,2502,-74,124,-177,148,1211,95,-1158,61,-2006,1471,621,547,1098,8600,3416,-1180,1004,17081,16388,0,0,34,1650,-278,-593,86,1501,934,9678,1863,1825,5697,293,37,31,841,-320,4437,693,-56,138,611,-1901
1965:Q2,59702,58507,57964,15067,8946,31809,2142,0,543,25616,532,-211,3966,7287,0,766,-1340,-317,-1817,665,573,-444,1930,891,240,799,54,-2608,1360,-47,274,1233,9236,3142,-1296,1339,25073,24805,0,0,37,132,-120,-3202,-342,2197,1599,17937,3620,2440,7279,4598,1,34,2843,-575,4396,269,330,4,-65,1195
1965:Q3,59127,63734,60590,15504,9044,33719,2323,0,3144,28351,-169,70,309,6641,0,677,1700,215,-116,469,836,296,822,821,-13,14,36,-2096,913,1110,741,1274,8999,6207,1639,-522,25207,23963,0,0,48,2721,199,-1520,302,2047,1693,10774,1032,209,7385,2148,33,35,4100,1013,5239,1244,13,132,1099,-4607
1965:Q4,61180,56529,60991,16068,9040,33987,1896,0,-4462,36505,-58,-107,5309,8810,0,-990,764,477,-23,266,1008,-964,3335,1419,365,1551,44,-3782,854,2028,562,1220,9432,1480,2145,5460,40967,39160,0,0,115,7964,-129,5573,402,1492,626,17912,5504,2195,7115,3098,21,34,5981,1965,5168,1808,-315,105,2018,4652
1966:Q1,63021,70308,63838,16851,9114,34405,3468,0,6470,24349,-204,103,-6089,6546,0,362,7753,1005,4734,709,577,728,-680,809,-96,-1393,38,-2303,927,142,1027,1173,10035,4172,-751,2098,17879,17830,0,0,178,4806,23,-65,440,1445,2963,8686,439,2241,6399,-393,27,29,-592,-162,4858,49,-132,111,70,-7287
1966:Q2,64257,65222,64513,16247,8740,36446,3079,0,709,28058,53,33,6133,5654,0,192,-30,98,-4281,3073,1082,-2,3323,1482,1093,748,57,-1959,1428,-72,608,1141,10831,4229,-3728,166,27349,25894,0,0,301,-123,41,-6549,1519,2299,2567,20679,7164,3241,7165,3109,21,28,2193,-2538,5333,1455,1508,79,-132,-965
1966:Q3,62925,69797,66330,16854,8516,37996,2963,0,3467,28959,-128,15,-3525,2176,0,1750,4703,-521,2269,688,719,1548,1715,1252,907,-444,46,-1506,1089,1662,207,1157,10473,6700,1460,965,25492,23628,0,0,197,5884,605,2170,-707,1383,2433,6706,619,-345,5648,784,-6,26,4117,968,5736,1864,267,-29,1626,-6872
1966:Q4,66246,54385,66491,16924,7744,37697,4126,0,-12105,23318,24,-47,4807,5101,0,-489,2078,900,-515,608,1239,-154,2961,763,990,1208,61,-4048,1527,1715,505,1221,10940,-274,1593,-4356,35423,33898,0,0,223,9176,156,5557,103,1109,2251,12583,3273,2412,4465,2433,67,24,4865,852,6108,1526,-384,99,1811,11861
1967:Q1,63758,69216,64444,16541,7516,36531,3856,-0,4772,20232,-469,66,-2495,12785,0,-1112,-1733,643,-1466,-120,-1759,969,1181,1845,673,-1337,51,-2802,1271,1453,542,1265,10877,1516,-1025,-1141,15460,13644,0,0,213,8357,1055,1463,1464,1232,3143,2644,-255,1537,3436,-2074,40,24,-3707,-684,6757,1816,252,158,1406,-5458
1967:Q2,64364,62748,65271,17328,8451,37907,1585,-0,-2523,14347,203,-108,3754,10762,0,79,-7219,-77,-5647,-208,-1377,90,2289,1206,508,575,32,-4214,796,-733,267,1237,11842,2342,-7544,561,16869,16991,0,0,218,-1505,565,-9621,1611,2321,3619,14794,4466,1960,5585,2783,45,24,2225,-5434,6624,-122,480,174,-776,1616
1967:Q3,65603,70471,67649,17378,8935,39021,2316,-0,2822,37299,247,-16,4859,7710,0,897,3700,498,1683,-305,707,1117,2230,1660,871,-301,46,-3621,1126,303,345,1242,11574,5245,1468,-56,34477,33422,0,0,166,14784,22,8310,-181,2124,4509,7490,-2365,1124,7318,1413,30,20,3676,570,6686,1055,736,112,207,-4868
1967:Q4,68683,50725,68047,17597,9579,38763,2108,-0,-17322,42336,635,142,8054,7308,0,-638,4870,36,2554,1328,-862,1814,3590,1248,1111,1231,48,-2914,1174,21,-101,1221,11912,1804,2089,3122,59657,58648,0,0,86,14501,-230,8609,1261,1474,3387,27216,14095,2808,7290,3023,12,12,6604,1359,8858,1010,929,119,-38,17957
1968:Q1,67919,83080,69259,18922,9778,38450,2110,0,13822,32439,387,302,-6601,9020,0,1046,5895,-133,5317,659,-121,173,590,691,1236,-1337,42,-2838,1068,2446,957,1202,12413,1828,2607,2075,18617,15584,0,0,224,10107,448,5215,357,1485,2602,-2178,-8396,1547,5966,-1295,74,2,-2861,4442,5774,3033,365,281,2387,-15161
1968:Q2,71118,67653,73239,19442,10145,40132,3521,0,-5586,27061,392,392,4469,4605,0,-705,1686,784,-2861,1997,543,1223,4689,3214,974,501,51,-4361,1235,-70,478,1184,13537,5597,-3947,-2170,32648,32175,0,0,60,1696,-82,-4820,921,2149,3528,22959,6001,5286,7540,4132,29,-8,5148,-4636,6927,473,530,108,-165,3465
1968:Q3,71808,71623,73986,20486,10346,41234,1920,0,-2363,38473,335,83,5498,9119,0,1123,992,468,816,439,-980,249,3231,2496,1336,-601,62,-5367,1537,370,582,1189,13151,7748,543,-1724,40836,40713,0,0,46,14539,1528,6695,1019,1996,3301,10506,-235,316,7669,2756,24,-8,7175,-101,8532,122,-476,98,500,185
1968:Q4,75236,60568,74156,20552,10917,41185,1502,0,-13589,35806,785,-245,5503,10117,0,-2542,1072,28,-447,729,-528,1290,3065,639,894,1532,42,-7246,941,233,366,1213,14085,3507,1816,3095,49395,49542,0,0,86,8149,-679,1690,863,2813,3462,24275,7860,2957,8294,5164,20,0,7325,1400,8287,-147,-578,141,290,14668
1969:Q1,75662,82046,76865,20849,11516,41628,2872,0,5181,33410,10,269,-7652,2791,0,2194,14070,1108,8336,947,3387,292,-3276,-2538,578,-1316,61,-2880,1476,1132,945,1237,14758,6129,1579,567,28229,26557,0,0,46,7824,631,-127,212,3671,3437,7008,154,659,6635,-440,64,11,523,1187,9894,1672,337,249,1086,-6384
1969:Q2,77018,71207,78122,20950,11637,43230,2306,0,-6915,24055,423,-47,6850,93,0,1204,-2971,599,-7550,1605,1988,387,3376,2517,458,401,70,-4359,1764,-1151,638,1253,16007,7039,-6514,380,30970,31621,0,0,58,-5594,34,-11956,-509,3540,3297,24773,6629,5196,8157,4791,46,20,6114,-3297,9501,-651,421,176,-1248,5811
1969:Q3,77707,76713,79913,20992,11590,44784,2549,0,-3200,38687,462,-191,-822,-5704,0,4480,13356,400,7260,1075,2789,1832,-1457,-2208,949,-198,64,-1391,1566,-119,768,1269,16163,9258,819,166,41887,40901,0,0,32,10926,864,6241,-1664,2711,2774,12345,-775,3159,7823,2138,51,22,7242,287,9996,986,990,197,-201,994
1969:Q4,78271,68417,76737,21042,10930,43319,1447,0,-8320,44061,699,-445,9002,63,0,-1816,8182,422,3170,1854,1673,1063,7109,3651,2254,1204,27,-5050,546,427,370,1279,16686,3010,924,3048,52381,50097,0,0,136,8130,-422,4889,-343,1464,2542,22032,6877,3720,8017,3418,128,13,8892,121,10645,2284,1658,291,335,9853
1970:Q1,75040,84833,75183,20814,10950,42962,456,0,9650,33893,-200,-1,-5595,3608,0,-138,8954,528,6075,2253,682,-584,-2098,-708,-70,-1320,82,1418,2039,3091,356,1341,14291,4034,973,1737,24243,19216,867,400,63,9350,1688,2741,-452,2140,3233,869,-4680,3614,4503,-2568,124,69,-1695,218,8951,5026,1317,473,3236,-9792
1970:Q2,76539,76069,77703,21138,10735,44559,1270,0,-1634,31286,-606,48,7377,11720,0,-4513,-5814,276,-8318,372,609,1247,2226,491,1381,354,99,284,2404,-1459,-19,1275,15317,2259,-6074,6762,32920,33071,0,0,24,2819,-149,-5691,-486,3340,5805,19760,4579,4808,7615,2758,47,12,3178,-2792,10023,-151,1195,182,-1528,471
1970:Q3,76171,82718,79410,21372,11010,45757,1271,0,3308,44136,-548,-79,3346,21193,0,-123,459,1,-2425,-48,-808,3739,3550,1199,1865,486,61,-276,1573,-1477,599,1316,14927,2456,1344,-4186,40827,40949,0,0,71,15731,466,7420,-99,2584,5360,10969,1749,-2003,9220,2003,75,11,2516,105,11471,-122,1114,296,-1532,-6547
1970:Q4,75163,65107,75629,20283,12168,44174,-996,0,-10522,40409,-401,-343,6056,19016,0,-2318,-2447,956,-4850,-835,-1060,3342,4481,2684,565,1232,39,-1535,824,-605,102,1408,15467,-1948,1146,1467,50931,49374,0,0,64,17990,-228,8463,79,3919,5757,15294,4816,-507,8749,2236,53,14,4980,-163,11142,1557,2083,174,-700,10057
1971:Q1,79088,88174,81997,22763,13143,43027,3064,0,6177,44885,59,284,-6726,29230,0,681,-5788,565,-5482,-2295,-818,2242,1652,1083,-64,633,-55,-2425,-1401,1362,282,1499,15656,3203,3249,4122,38708,35242,717,0,98,11932,1200,1637,-707,4245,5557,8553,-3563,3884,7820,412,42,17,490,1702,11691,3466,1990,167,1309,-9086
1971:Q2,81522,81146,85970,23445,14688,45118,2719,0,-4824,48769,-493,20,10921,17338,0,507,-2063,-163,-2469,-2698,496,2771,1713,726,390,597,88,-313,2181,-536,-13,1584,16835,2442,-3645,2203,53593,50755,0,0,143,10051,-1477,1916,-235,4240,5607,28489,5708,4991,12950,4840,33,18,1889,-588,10720,2837,3321,122,-606,375
1971:Q3,83533,85918,88586,24015,15595,46428,2547,0,-2668,57006,-1135,137,2469,14719,0,2958,4923,719,698,647,393,2466,325,415,-289,199,86,-423,2153,1337,-343,1630,16420,5744,1634,4372,59674,54849,0,0,114,16341,578,8745,-441,3942,3517,21361,1209,1513,14086,4553,-66,19,3953,1695,11432,4825,3839,-246,1232,-2385
1971:Q4,86155,75057,87397,24911,16402,46158,-74,0,-12339,57966,13,-5,9823,19266,0,-2750,-242,765,-1231,566,-497,155,4295,3259,-70,1106,21,-2759,278,-195,354,1638,16912,1748,1443,8126,70305,68076,0,0,135,18760,-1187,11435,333,3724,4455,25816,3908,2101,14029,5778,9,17,9644,1318,12377,2229,2296,230,-297,11098
1972:Q1,87270,103046,90849,25448,17642,46951,807,0,12197,58721,674,187,-7458,24315,0,2288,1320,1113,792,-1662,711,366,-201,9,1398,-1608,-118,-645,-2903,978,-84,1669,18419,6957,3744,9579,46524,43522,710,0,173,11623,1291,3209,86,4155,2882,18119,-254,5075,13694,-396,-46,30,-432,1675,11670,3002,2259,-181,924,-15776
1972:Q2,89392,92896,96801,26221,18121,49460,3000,0,-3905,46970,-65,205,2346,20288,0,609,-2645,831,-4034,-217,320,455,3336,1196,1546,594,62,-1999,1507,-2990,-569,1706,20471,5732,-5998,4974,50875,50355,0,0,153,1232,588,-6805,-15,3551,3913,38584,7577,5008,18624,7375,50,39,3664,-1778,8411,520,3422,193,-3095,-3504
1972:Q3,93791,104798,99343,27031,18433,50450,3429,0,5456,66543,-37,194,5906,19142,0,1306,2509,294,731,130,735,619,1464,-11,1159,316,77,-351,1929,-58,-203,1735,20301,8339,1629,2661,61087,58298,0,0,111,10512,-365,3754,462,3584,3077,26613,481,1652,19173,5307,79,42,10235,1930,8776,2789,2604,298,-113,-11008
1972:Q4,101494,104970,102049,28371,19654,52152,1873,0,2921,89746,-22,352,15081,20393,0,-2681,3395,722,2853,-554,647,-273,5352,3536,516,1300,69,-2174,782,-2823,-555,1764,20249,6660,2051,21852,86824,86622,0,0,96,15937,-793,10878,366,2876,2610,42102,9566,4888,20420,7228,52,41,14394,2060,11940,202,2739,445,-2982,-3476
1973:Q1,104638,123357,107531,30549,20574,53771,2638,0,15826,79036,-98,550,-5842,30437,0,4432,5153,-977,2300,1071,2502,257,-1066,797,1212,-3075,-618,2287,-15271,-1963,-658,1804,19869,12791,4349,22880,63210,63050,0,0,88,11358,-1097,7075,261,3548,1571,35594,13392,4788,16407,1007,199,43,2417,2477,10874,160,1727,772,-2339,-18718
1973:Q2,107417,106624,111944,30429,20093,56871,4552,0,-5320,65025,-1,283,5030,18193,0,177,2668,179,-665,1805,1534,-185,4061,2466,559,1036,105,1672,2594,75,-536,1854,20522,12610,-6021,1739,70344,67581,0,0,193,-549,161,-7147,-417,3667,3187,47715,11690,4496,22659,8870,244,47,13096,-1505,8340,2763,2143,935,-315,793
1973:Q3,112703,112167,111090,30314,19834,58502,2440,0,1077,74082,5,-276,-4436,15524,0,4862,9796,196,2252,3196,2187,1965,2342,661,1684,-3,71,4624,1775,5132,-66,1863,19901,13891,1997,-2923,73004,66548,0,0,64,5547,303,-1955,442,4059,2698,37751,7402,2994,21058,6297,103,46,10521,2182,10334,6456,1314,398,4744,536
1973:Q4,117052,113599,113877,29712,19270,58647,6248,0,-278,92798,29,600,17569,10763,0,552,5035,1243,1426,992,425,949,5657,4050,364,1243,109,-3030,2207,7274,-726,1826,20559,6999,2803,14572,93076,83435,0,0,77,14983,2047,5949,144,4705,2138,32656,6536,2300,17535,6285,-32,39,19667,2126,13919,9641,2643,73,6925,3452
1974:Q1,112461,118130,110390,29411,18470,59379,3130,0,7739,61849,234,400,-11447,26290,263,3461,9814,1336,5270,-662,2006,1864,-2805,-3216,1748,-1337,-43,3720,-1067,-4759,-310,1782,20808,14551,2912,-1955,54109,56169,0,0,100,11758,853,2232,357,4509,3807,21772,5809,3613,14870,-2520,380,33,2851,3454,15821,-2060,1551,1465,-5076,-5669
1974:Q2,112094,96163,116258,30324,18242,63338,4354,0,-20095,52336,312,-200,3032,18964,307,-5174,558,-1081,-5712,2742,1763,2846,6982,3524,2216,1242,72,1187,1783,-7475,-313,1732,22526,17491,-6019,-3429,72431,78711,0,0,97,3999,732,-6729,-29,4633,5392,50182,16880,7644,19341,6317,113,27,13720,-600,11173,-6281,1208,435,-7924,15931
1974:Q3,117693,121419,116960,31657,18119,65790,1395,0,4459,76448,920,-400,1117,6605,816,1915,20271,1802,4757,6656,4617,2439,4142,1914,1968,260,162,-1863,4008,-8025,-751,1754,22401,9068,2988,11321,71990,79081,0,0,103,16099,2602,5371,-208,4169,4165,29817,7195,2338,15820,4464,333,26,11513,4508,16682,-7091,-32,1287,-8346,-3726
1974:Q4,112834,97167,116465,29526,16248,65580,5112,0,-19299,46125,-94,0,9408,14973,993,-7735,11699,2069,1464,1664,-118,6620,7837,3929,3307,601,117,705,2890,-6347,283,1851,22972,-6690,1782,-8519,65424,70390,0,0,145,18234,-56,10114,-250,1995,6431,27624,8953,5834,12152,685,174,29,5328,1555,17301,-4966,1289,538,-6793,15667
1975:Q1,105929,119072,106333,30534,15822,62485,-2507,0,12740,56285,300,19,-8742,26218,1241,2707,6188,1668,-216,-811,1990,3557,3351,3528,1611,-1788,148,1257,3636,-3199,396,3047,23510,13485,494,-17771,43545,45026,0,0,167,28953,1496,16348,-293,2168,9234,-1112,-8895,5229,8568,-6014,23,1144,-13260,-1313,30424,-1481,1949,86,-3516,-13143
1975:Q2,109364,108504,109447,31670,16584,64681,-3489,0,-943,67171,21,-431,15432,20304,41,-1612,2200,430,3869,-1921,1429,-1607,7980,3120,4069,791,152,2275,3776,-4909,-26,2349,25240,7568,-7719,-5470,68114,69433,0,100,211,26282,-2351,16527,-49,4081,8074,26408,-376,8267,15796,2721,158,379,2421,-4032,17506,-1319,3229,606,-5154,860
1975:Q3,124355,120325,120793,34009,17737,69393,-347,0,-468,82362,241,21,1868,16780,47,1965,17055,582,11239,-263,972,4525,2973,-1175,3895,253,44,1343,1086,-2354,-865,2059,24958,17286,3188,-5332,82830,83837,0,0,199,30548,122,24286,-9,2669,3480,18551,-3248,176,16373,5250,-3,39,12595,2584,19324,-1007,1693,-17,-2683,4030
1975:Q4,124513,119820,124192,35539,18792,69773,87,0,-4371,81698,123,862,7062,22287,-63,-3650,18140,1104,10832,-617,2829,3992,9571,5486,2820,1265,153,-472,3826,-1263,-250,2770,24554,-12436,3697,6789,86070,83704,0,0,260,34208,-2164,24708,-2,6039,5627,29997,4202,4290,15692,5813,271,719,14207,1594,2448,2366,3045,1053,-1732,4693
1976:Q1,127332,132579,130469,37597,20709,68489,3673,0,2111,89986,536,560,-8003,30955,-88,2483,6344,953,6073,-1090,3348,-2940,4877,5023,1089,-1235,142,2811,3480,-5262,-838,1988,25189,18493,6540,-221,87876,88811,0,0,148,33978,1310,22104,56,4135,6373,16607,-8237,10469,16463,-2088,281,-99,-4874,3583,39187,-936,3164,1082,-5182,-5247
1976:Q2,132341,141551,137928,38197,21837,72282,5612,0,3623,98816,1196,116,15624,22121,-216,-263,5369,-251,-2130,902,4376,2472,1776,642,82,1052,74,2849,1816,-3924,-888,2460,25715,16105,-5816,14702,95192,95355,0,0,339,22866,892,7249,42,9707,4976,47692,5982,12555,20915,8240,184,334,11142,-2375,15173,-162,3507,705,-4374,-9210
1976:Q3,139524,131863,142156,39105,21766,76084,5202,0,-10293,96353,568,-589,3490,20520,-19,1204,6154,413,-652,414,1946,4033,6977,4473,2161,343,111,1396,2754,-2047,-892,2221,26824,13977,3474,10230,106646,106541,0,300,-101,25584,-929,16266,285,4286,5676,35703,-1451,5190,24424,7540,166,53,10114,3384,31338,105,1836,636,-2367,7661
1976:Q4,136360,137433,143761,40397,24736,75998,2630,0,-6328,86805,125,730,9276,33539,-223,-2949,6501,1025,-1662,3924,-1866,5080,12591,9929,721,1941,214,2013,1583,-1088,-318,2526,28355,-14089,3533,4488,93133,92359,0,400,103,22150,160,13941,-404,2792,5661,48450,5539,11886,22752,8273,193,311,14673,2089,3990,775,2048,331,-1604,-1073
1977:Q1,137669,145681,149065,42424,26120,76816,3706,0,-3385,91046,399,458,-8483,38109,-129,763,6110,-17,5472,-681,127,1209,-2151,-1474,1922,-2599,59,-210,1476,-6846,-888,2300,29580,23219,3520,3761,94431,100949,0,0,-11,25290,1034,14566,-154,4468,5376,35433,4129,9565,21686,53,160,52,5391,1687,32947,-6518,-157,611,-6972,-8012
1977:Q2,151295,143879,161147,43644,29833,82803,4867,0,-17269,77424,105,847,14711,21486,121,1501,-5107,-1052,-9439,862,4735,-213,7156,3651,2696,809,135,-1276,3317,-3549,518,2432,29128,14307,-10681,2274,94693,97563,0,0,117,12520,711,-4352,-78,12570,3669,65124,8471,9747,34013,12893,168,167,11192,-5443,13718,-2870,434,651,-3955,7417
1977:Q3,161688,165314,169928,44744,30697,86766,7721,0,-4614,125356,-93,170,10137,29249,-5,1034,8226,-458,6507,1590,-44,631,7957,4261,3476,220,82,60,2007,-383,748,2435,30484,19129,3634,10486,129970,128765,0,0,99,29180,261,16419,-498,6889,6109,63469,2710,12931,36923,10905,182,99,8289,3602,23845,1206,1107,695,-596,-3626
1977:Q4,161299,151412,171387,46293,31126,87938,6030,0,-19975,118307,-76,772,5665,29711,311,-2737,7858,406,2469,1028,1861,2094,16287,11229,3111,1947,73,-1371,2404,3102,-91,2814,28862,-6989,4181,27531,138282,133614,0,50,45,29482,-367,16421,-43,5817,7654,68098,7295,13144,35720,11939,212,353,18365,2584,14425,4668,1355,395,2918,9887
1978:Q1,161446,167175,171330,46029,32388,86550,6363,0,-4155,122214,-250,1411,-14145,33546,1592,849,11656,942,4557,2127,5795,-1765,7641,5515,3926,-1800,156,-4015,4252,-2609,238,2656,32561,22904,4501,19269,126369,130113,0,0,136,30247,911,15577,-323,9722,4360,53518,9564,13704,28171,2079,260,53,1612,3096,41191,-3744,-1610,1000,-3134,-5730
1978:Q2,175889,160392,189197,50214,35056,97863,6064,0,-28805,102951,-284,353,22406,19852,1329,1278,8996,-1002,-2114,4974,7971,-833,10890,5347,5047,496,136,-2925,3324,-5966,-677,3068,31553,26092,-9891,-6584,131756,135686,0,0,97,23373,700,1071,-97,15297,6402,81624,12357,11628,40084,17555,436,306,14744,-4896,20002,-3931,695,1681,-6307,15497
1978:Q3,187571,188113,197904,50343,36426,104894,6242,0,-9791,139618,-136,-993,12784,26571,1246,245,11077,-269,7988,1010,5934,-3586,16321,9587,6270,464,-245,-3055,1879,-2962,-30,2864,32556,28110,3420,9965,149409,150667,0,50,129,29732,573,11732,-552,12803,5176,76337,3169,16608,43064,13496,503,67,9877,3861,30111,-1259,208,1932,-3399,-542
1978:Q4,191059,182155,203732,51634,37184,107792,7122,0,-21577,146522,-2464,1860,9721,25004,1974,2150,7405,451,-6336,5515,6710,1065,26223,19699,4086,2438,191,-1682,4003,-2286,55,2970,34504,-4153,6071,34976,168099,168984,0,0,112,22470,507,3869,-363,13434,5023,82986,11392,17623,40688,13283,384,264,28019,3940,30809,-885,602,1023,-2510,8904
1979:Q1,192434,183765,201751,52019,37039,106730,5963,0,-17986,125378,2399,4207,-19580,25567,7183,2550,19806,-616,11135,5539,4645,-897,1536,-3625,7073,-1912,440,-4384,5146,-1208,-806,2632,33569,32844,6806,6671,143364,145591,1139,0,276,24730,2166,9593,-628,9251,4348,52223,8626,6460,34623,2514,253,-18,7547,5451,53990,-2227,-1670,974,-1531,8669
1979:Q2,194670,196333,209523,51745,37782,113146,6850,0,-13191,120031,-113,-1251,22747,7761,7541,3732,19754,-292,10135,3253,7119,-461,12044,3523,7932,589,520,-5109,6562,-11724,-24,2893,35532,24177,-12065,7055,133222,146389,0,500,323,18170,2899,-151,-447,10559,5310,84687,14102,11784,45301,13500,568,263,18608,-4245,27515,-13167,-3102,2188,-12253,-1663
1979:Q3,205627,202037,217556,53803,38590,122131,3033,0,-15519,162303,-1269,-1496,19420,26260,7806,2264,3621,-872,2778,3920,3727,-5932,14773,6274,7861,638,742,-6697,5818,-7479,-625,2596,34009,33681,3333,25546,177822,185380,0,0,280,29208,3264,11169,-76,11071,3780,88101,12338,14040,47514,14209,575,2,21099,5385,40730,-7558,-1881,2210,-7887,3590
1979:Q4,201053,201303,215862,53364,37845,122515,2138,0,-14559,145804,393,303,5235,15221,10391,1684,40212,1854,23449,7408,3163,4338,16395,8853,5632,1910,837,-6518,4330,-7461,-418,2810,36236,-7900,4405,29651,160364,167395,0,0,231,30181,690,17354,-132,8425,3844,70536,9762,10604,37082,13088,710,271,24840,3184,37442,-7031,-1145,2110,-7996,-250
1980:Q1,195619,171840,214660,53916,35967,122303,2475,0,-42821,106226,2228,-906,-20173,25147,15823,1450,16112,590,10320,9051,3839,-7688,-5697,-8224,6385,-3858,960,-2298,4966,-13379,-1643,2458,45502,34326,7874,-6524,149047,158363,1152,1168,216,44085,6994,24515,-64,6682,5958,35526,7347,2161,30972,-4954,540,-32,5313,6113,64282,-9316,1368,2075,-12759,23779
1980:Q2,193962,192823,205337,49237,30233,123929,1938,0,-12514,74812,-255,-610,9879,13686,16078,4176,-1905,-419,-2372,-2909,3089,706,10546,1230,8654,662,976,-4259,1994,-15641,470,2688,50569,77,-16484,2827,87326,98819,0,50,140,39479,5282,13212,-189,9945,11229,15477,-9924,3344,26082,-4025,1041,244,-3017,-5534,50939,-11493,884,4011,-16388,1139
1980:Q3,209512,229637,204924,52361,31925,129102,-8464,0,24712,207931,844,106,27169,31597,1032,3173,13342,-493,13508,-1839,1640,526,19061,7350,10658,1053,1105,-1227,2677,-12999,427,2417,54134,22295,1374,41404,183219,191159,0,250,76,41628,-4145,28548,-112,10051,7286,64799,10729,11665,37706,4699,753,18,10930,3219,69486,-7940,2542,2886,-13368,-20125
1980:Q4,215258,214311,219910,54886,35451,131853,-2280,0,-5599,175195,2144,1026,-4401,59278,-4033,-2812,18798,-132,18960,2626,2967,-5623,18242,8045,7684,2513,1376,-2600,5945,-2135,429,2685,57231,1870,5481,16671,180794,175680,0,-750,132,34796,-4163,27300,-128,8580,3207,78980,23121,11766,36385,7708,677,335,30943,1613,28954,5114,5634,2171,-2691,947
1981:Q1,223259,222869,235593,57190,35223,133491,9689,0,-12724,233310,3231,-312,-2606,10131,36600,-290,15,-333,-2424,-3501,8376,-2103,4028,-3728,9474,-1718,977,-5475,1533,127,967,2292,48021,45124,5669,83278,246034,242978,1093,300,110,55246,3811,36620,-54,8786,6083,26318,-1704,5307,26857,-4142,674,-32,22730,2802,133737,3056,821,2592,-357,390
1981:Q2,227655,243609,235934,56002,34703,142300,2928,0,7675,123823,853,27,2723,17791,13520,-1368,17215,-636,7318,3668,6031,834,17388,2199,14197,992,907,-10065,4561,67,1069,2649,48028,18845,-17757,7370,116148,114528,0,250,99,23375,5982,-43,-159,9993,7602,76700,16905,13233,38854,7708,912,334,11239,-5803,7422,1619,-1335,3517,-563,-15954
1981:Q3,253460,274776,251914,58557,32538,149830,10990,0,22862,190928,435,1084,11725,24694,32207,-397,32010,-142,20586,3513,9333,-1280,10292,-649,10793,148,1807,-14433,-308,5013,1064,2206,48714,16706,-872,18980,168065,166330,0,250,108,46207,6262,21868,-62,13628,4511,73301,16291,15117,31575,10318,956,-24,-737,2083,44186,1735,-6698,3672,4761,-21317
