date,FU893170005.Q,FU163170005.Q,FU103170005.Q,FU113170005.Q,FU313170005.Q,FU213170003.Q,FU513170005.Q,FU543170005.Q,FU663170003.Q,FU263170005.Q,FU893070005.Q,FU163070005.Q,FU103070005.Q,FU113070003.Q,FU313070000.Q,FU213070003.Q,FU513070005.Q,FU543070005.Q,FU673070003.Q,FU263070005.Q,FU903070005.Q
1952:Q3,2998,26,2526,193,100,120,0,0,40,-7,4537,0,3747,406,200,128,24,0,0,32,-1539
1952:Q4,2465,23,2324,-346,275,123,0,0,10,56,-53,0,-135,-107,51,107,23,0,0,8,2518
1953:Q1,-584,21,-1989,1163,108,128,0,0,10,-25,2327,0,962,1053,326,-30,19,0,0,-3,-2911
1953:Q2,403,19,319,98,-204,125,0,0,10,36,-935,0,-702,-148,-87,12,16,0,0,-26,1338
1953:Q3,1254,19,815,302,-12,131,0,0,10,-11,1633,0,1435,107,24,53,13,0,0,1,-379
1953:Q4,-551,20,578,-1197,-67,134,0,0,0,-19,-3506,0,-2540,-617,-300,-31,10,0,0,-28,2955
1954:Q1,-954,21,-2646,1360,163,140,0,0,10,-2,1397,0,258,864,313,-48,11,0,0,-1,-2351
1954:Q2,235,22,43,355,-351,143,0,0,0,23,-443,0,-6,-320,-111,6,13,0,0,-25,678
1954:Q3,2277,22,1322,850,-104,148,0,0,10,29,2759,0,2319,139,192,98,15,0,0,-4,-482
1954:Q4,2763,21,3313,-827,58,149,0,0,0,49,64,0,814,-742,-163,119,19,0,0,17,2699
1955:Q1,256,20,-739,939,-146,158,0,0,0,24,3271,0,2400,781,27,8,20,0,0,35,-3015
1955:Q2,2164,18,1610,429,-75,161,0,0,0,21,1049,0,1577,-479,-139,92,22,0,0,-24,1115
1955:Q3,4698,20,3970,540,21,163,0,0,0,-16,4576,0,4371,45,-104,208,24,0,0,32,122
1955:Q4,4061,25,4201,-481,117,164,0,0,10,25,874,0,1255,-614,45,177,26,0,0,-15,3187
1956:Q1,-557,32,-1883,1047,6,169,0,0,10,62,2125,0,1122,1005,-8,-31,29,0,0,8,-2682
1956:Q2,2229,39,1729,248,13,173,0,0,10,17,1654,0,1156,81,250,96,32,0,0,39,575
1956:Q3,2507,41,1700,501,65,174,0,0,0,26,4129,0,3491,481,-23,107,35,0,0,38,-1622
1956:Q4,2184,37,2572,-873,241,176,0,0,0,31,-498,0,-87,-423,-143,92,39,0,0,24,2682
1957:Q1,-580,33,-1672,958,-74,186,0,0,10,-21,2214,0,1207,876,105,-32,39,0,0,19,-2794
1957:Q2,-131,31,-8,-328,-55,189,0,0,0,40,-360,0,138,-768,183,-12,40,0,0,59,229
1957:Q3,1373,31,1116,81,-52,191,0,0,0,6,1821,0,1944,-162,-70,55,40,0,0,14,-448
1957:Q4,2370,33,2150,-425,342,197,0,0,10,63,-2448,0,-1662,-619,-307,100,41,0,0,-1,4818
1958:Q1,-2712,36,-4061,1263,-102,203,0,0,0,-51,2094,0,1114,1239,-138,-130,39,0,0,-30,-4806
1958:Q2,1700,37,1354,125,-61,207,0,0,0,38,-13,0,156,-101,-177,70,37,0,0,2,1713
1958:Q3,3849,38,3232,289,68,215,0,0,10,-3,5191,0,4747,358,-130,167,36,0,0,13,-1342
1958:Q4,3534,40,3707,-603,158,221,0,0,0,11,-37,0,387,-497,-93,154,36,0,0,-24,3571
1959:Q1,975,250,-125,674,-30,227,0,0,10,-31,2496,0,1661,702,-31,70,40,0,0,54,-1521
1959:Q2,2037,40,1817,6,-123,227,0,0,0,70,1768,0,2074,-523,-5,117,44,0,0,61,269
1959:Q3,935,50,340,317,-10,224,0,0,10,4,2140,0,1909,92,15,62,48,0,0,14,-1205
1959:Q4,2403,50,3258,-1407,234,218,0,0,0,50,-1291,0,-98,-1414,20,127,51,0,0,23,3694
1960:Q1,1465,40,-565,1553,205,222,0,0,10,0,4491,0,2562,1521,100,86,48,0,0,174,-3026
1960:Q2,849,50,903,-359,-111,230,0,0,0,136,-274,0,517,-745,-51,61,42,0,0,-98,1123
1960:Q3,1549,-20,988,253,81,233,0,0,0,14,3199,0,2854,236,-10,90,35,0,0,-6,-1650
1960:Q4,1811,40,1509,-865,281,235,0,0,0,611,-1484,0,-1008,-692,29,102,27,0,0,58,3295
1961:Q1,-589,0,-1665,993,85,248,0,0,10,-260,2168,0,902,1177,2,-3,20,0,0,70,-2757
1961:Q2,1396,100,1464,-361,-233,243,0,0,0,183,2382,0,2607,-310,-43,82,15,0,0,31,-986
1961:Q3,2183,30,1642,-40,154,245,0,0,0,152,3985,0,3552,234,49,120,12,0,0,18,-1802
1961:Q4,3333,60,3798,-1068,253,259,0,0,0,31,345,0,831,-751,-22,108,12,0,0,167,2988
1962:Q1,-297,50,-1361,700,-208,258,0,0,10,254,1957,0,1073,820,4,8,42,0,0,10,-2254
1962:Q2,751,30,726,-272,55,258,0,0,0,-46,563,0,1227,-656,41,58,58,0,0,-165,188
1962:Q3,3357,20,2499,175,169,264,0,0,10,220,4373,0,3936,85,65,179,60,0,0,48,-1016
1962:Q4,1114,30,1071,-716,417,267,0,0,0,45,-2051,0,-1717,-691,119,78,48,0,0,112,3165
1963:Q1,90,50,-586,495,-87,277,0,0,5,-64,2887,0,1843,687,287,35,38,0,0,-3,-2797
1963:Q2,915,80,1594,-460,-206,279,0,0,0,-372,1642,0,1680,-447,253,71,31,0,0,54,-727
1963:Q3,2549,90,2292,-343,167,290,0,0,5,48,3383,0,3125,-5,-45,150,29,0,0,129,-834
1963:Q4,3858,90,4065,-1082,456,296,0,0,0,33,-636,0,-340,-736,-10,208,33,0,0,209,4494
1964:Q1,-2203,129,-3161,522,-113,301,0,0,10,109,1892,0,1087,613,63,-67,36,0,0,160,-4095
1964:Q2,1592,50,1573,-20,-354,312,0,0,0,31,1709,0,1686,-120,20,109,38,0,0,-24,-117
1964:Q3,3768,50,2983,-9,174,316,0,0,10,244,5978,0,5411,207,102,204,39,0,0,15,-2210
1964:Q4,5616,30,5564,-1049,388,319,0,0,0,364,414,0,358,-555,59,286,39,0,0,227,5202
1965:Q1,672,70,-143,582,7,325,0,0,10,-179,3514,0,2796,521,36,63,39,0,0,59,-2842
1965:Q2,2868,110,2480,-133,48,338,0,0,0,25,3380,0,3208,-361,128,167,38,0,0,200,-512
1965:Q3,4064,110,3275,101,259,355,0,0,10,-46,6254,0,5567,221,198,221,41,0,0,6,-2190
1965:Q4,6153,129,6109,-878,258,363,0,0,0,172,1545,0,1699,-557,26,312,47,0,0,18,4608
1966:Q1,-494,110,-1220,161,-13,370,0,0,10,88,4272,0,3254,697,208,13,55,0,0,45,-4766
1966:Q2,2252,90,2298,-668,95,378,0,0,10,49,4382,0,4299,-367,163,134,62,0,0,91,-2130
1966:Q3,4210,70,3253,138,271,385,0,0,10,83,7007,0,5349,655,471,225,66,0,0,241,-2797
1966:Q4,4997,80,4787,-834,430,402,0,0,10,122,18,0,-526,-424,407,269,66,0,0,226,4979
1967:Q1,-3466,100,-4061,-55,-108,417,0,0,10,231,1889,0,492,659,497,-132,66,0,0,307,-5355
1967:Q2,2371,169,1238,-19,418,419,0,0,10,136,2720,0,1799,-168,567,144,67,0,0,311,-349
1967:Q3,3737,179,2671,396,11,419,0,0,10,51,5448,0,4291,440,311,203,69,0,0,134,-1711
1967:Q4,6881,179,6075,-413,331,432,0,0,10,267,1928,0,1748,-400,93,363,76,0,0,48,4953
1968:Q1,-2892,139,-894,-2270,-283,447,0,0,10,-41,2124,0,2810,-1129,227,-80,71,0,0,225,-5016
1968:Q2,5418,60,4616,161,-154,465,0,0,20,250,6184,0,5289,-157,182,283,70,0,0,517,-766
1968:Q3,7255,189,5871,592,49,474,0,0,20,60,8061,0,6797,527,61,363,74,0,0,239,-806
1968:Q4,7675,159,6897,-588,372,485,0,0,10,340,4393,0,3629,-608,105,381,85,0,0,801,3282
1969:Q1,518,139,6,225,-343,496,0,0,10,-15,6146,0,5018,602,436,73,96,0,0,-79,-5628
1969:Q2,6273,169,5043,428,-34,508,0,0,20,139,7344,0,6267,88,353,331,108,0,0,197,-1071
1969:Q3,7217,159,6207,526,-161,511,0,0,20,-45,9470,0,8265,360,263,370,112,0,0,100,-2253
1969:Q4,9424,199,8261,-537,460,509,0,0,20,512,3737,0,3273,-595,-133,465,106,0,0,621,5687
1970:Q1,-1282,159,-2232,21,-165,522,0,0,10,403,4230,0,3998,221,-168,-17,113,0,0,83,-5512
1970:Q2,3334,119,2865,195,-532,531,0,0,10,146,2577,0,2731,-471,-194,193,116,0,0,202,757
1970:Q3,2648,199,1916,-40,-120,561,0,0,0,132,2974,0,2893,-442,-162,167,119,0,0,399,-326
1970:Q4,5273,159,5323,-854,-221,573,0,0,10,283,-1035,0,-1179,-795,-253,279,124,0,0,789,6308
1971:Q1,639,189,-1931,1652,-2,582,0,0,10,139,3253,0,1858,1710,-436,71,73,0,0,-23,-2614
1971:Q2,2058,149,2048,-511,-393,596,0,0,10,159,2252,0,3345,-181,-860,138,28,0,0,-218,-194
1971:Q3,4078,319,3279,-165,-79,599,0,0,20,105,5470,0,5379,378,-236,223,50,0,0,-324,-1392
1971:Q4,9822,219,10230,-773,-649,617,0,0,20,158,2272,0,1830,-407,-172,497,140,0,0,384,7550
1972:Q1,-390,159,-1159,225,-283,626,0,0,20,22,7083,0,6417,513,4,23,234,0,0,-108,-7473
1972:Q2,3665,169,2773,534,-433,621,0,0,20,-19,6334,0,5331,188,10,203,334,0,0,268,-2669
1972:Q3,10273,179,8481,701,242,632,0,0,20,18,8868,0,7444,562,-173,506,345,0,0,184,1405
1972:Q4,14951,329,13050,-316,675,656,0,0,20,537,7636,0,7214,-616,-660,722,268,0,0,708,7315
1973:Q1,2540,40,1495,458,-246,670,0,0,10,113,13355,0,11927,470,110,284,208,0,0,356,-10815
1973:Q2,13170,299,11154,898,67,678,0,0,10,64,13226,0,11003,513,333,761,168,0,0,448,-56
1973:Q3,11082,179,8469,936,241,696,0,0,10,551,14593,0,12698,623,-98,668,141,0,0,561,-3511
1973:Q4,20652,209,16937,1066,728,727,0,0,10,975,7699,0,5246,710,-71,1114,126,0,0,574,12953
1974:Q1,4469,259,-142,2264,-301,771,0,0,20,1598,15119,0,12612,1454,209,276,154,0,0,414,-10650
1974:Q2,14341,428,10709,1638,121,824,0,0,20,601,17924,0,15445,1092,224,730,125,0,0,308,-3583
1974:Q3,11847,179,9799,154,528,853,0,0,20,314,9703,0,7911,189,357,611,121,0,0,514,2144
1974:Q4,5883,279,6030,-951,-904,874,0,0,20,535,-5685,0,-2710,-533,208,-3655,135,0,0,870,11568
1975:Q1,-13428,47,-13732,367,-877,935,0,0,20,-188,14457,0,13204,405,97,-221,162,0,0,810,-27885
1975:Q2,2664,103,357,442,597,922,0,0,20,223,8191,0,6486,369,522,191,177,0,0,446,-5527
1975:Q3,13109,180,10203,381,879,952,0,0,20,494,17499,0,15941,279,391,675,167,0,0,46,-4390
1975:Q4,14489,163,12753,122,175,994,0,0,20,262,-11688,0,-13570,210,180,744,142,0,0,606,26177
1976:Q1,-4984,137,-8410,617,1758,1024,0,0,20,-130,20327,0,18634,-9,4,-136,257,0,0,1577,-25311
1976:Q2,11345,-58,8248,944,1010,998,0,0,20,183,16458,0,15005,124,383,593,307,0,0,46,-5113
1976:Q3,9727,88,6415,745,1879,987,0,0,20,-407,15758,0,12908,457,102,510,327,0,0,1454,-6031
1976:Q4,15045,-6,12555,696,443,985,0,0,20,352,-13162,0,-15539,726,-35,759,319,0,0,608,28207
1977:Q1,5262,107,1388,1556,1319,1021,0,0,20,-149,23781,0,23036,29,-181,335,315,0,0,247,-18519
1977:Q2,11005,40,7962,1225,914,1051,0,0,20,-207,14801,0,12951,948,-185,593,317,0,0,177,-3796
1977:Q3,7753,38,5531,673,993,1054,0,0,20,-556,20444,0,16847,1395,454,433,326,0,0,989,-12691
1977:Q4,18318,189,16986,145,-21,1066,0,0,10,-57,-6189,0,-8877,1755,-850,983,340,0,0,460,24507
1978:Q1,1582,213,-1316,534,1110,1071,0,0,20,-50,24309,0,19726,1583,1189,406,354,0,0,1051,-22727
1978:Q2,14714,263,11793,902,616,1170,0,0,20,-50,26680,0,23206,1554,460,872,367,0,0,221,-11966
1978:Q3,9847,153,6302,1110,1102,1210,0,0,20,-50,29814,0,25764,1481,241,624,377,0,0,1327,-19967
1978:Q4,28006,154,24009,1039,1571,1246,0,0,30,-43,-2254,0,-7821,1424,835,1409,382,0,0,1517,30260
1979:Q1,7329,239,3329,1920,837,1222,0,0,50,-268,33155,0,30753,1403,239,449,451,0,0,-140,-25826
1979:Q2,19128,142,13985,2167,1017,1297,0,0,30,490,26041,0,21175,1255,741,1006,498,0,0,1366,-6913
1979:Q3,22100,36,16247,2160,1298,1358,0,0,30,971,34622,0,31331,887,332,1131,508,0,0,433,-12522
1979:Q4,25231,328,21994,2015,-909,1412,0,0,40,351,-7794,0,-10885,591,1089,1305,478,0,0,-372,33025
1980:Q1,5953,257,1029,1718,842,1467,0,0,60,580,34834,0,31898,488,1525,415,490,0,0,18,-28881
1980:Q2,-2031,172,-6806,1515,638,1464,0,0,100,886,8019,0,-949,526,478,22,500,0,0,7442,-10050
1980:Q3,13234,344,7118,1419,585,1464,0,0,100,2204,23055,0,19832,623,1127,713,499,0,0,261,-9821
1980:Q4,29192,401,27801,1044,201,1496,0,0,100,-1851,3452,0,-1083,701,648,1604,495,0,0,1087,25740
1981:Q1,24791,162,18048,1506,1429,1585,0,0,100,1961,44843,0,42678,539,642,1265,614,0,0,-895,-20052
1981:Q2,9790,291,7112,2256,22,1558,0,0,100,-1549,19261,0,16771,777,762,535,690,0,0,-274,-9471
1981:Q3,-1003,168,-3628,1432,-275,1566,0,0,100,-366,16378,0,14644,1372,638,52,704,0,0,-1032,-17381
1981:Q4,7921,345,5371,852,-637,1613,0,0,100,277,-25739,0,-29323,1848,500,482,534,0,0,220,33660
1982:Q1,-11060,150,-11376,664,1052,1619,0,0,100,-3269,8320,0,6690,1693,1079,-361,557,0,0,-1338,-19380
1982:Q2,8601,158,2863,2436,1860,1652,0,0,100,-468,11041,0,6192,1870,1256,497,532,0,0,694,-2440
1982:Q3,6641,220,2285,1368,1485,1684,0,0,150,-551,13259,0,11445,2112,-116,404,519,0,0,-1105,-6618
1982:Q4,19745,299,16968,-40,356,1726,0,0,150,286,-20793,0,-29335,2306,2573,808,517,0,0,2338,40538
1983:Q1,-16638,577,-17404,-1705,221,1740,0,0,92,-159,12394,0,12406,1956,1273,-668,511,0,0,-3084,-29032
1983:Q2,7849,532,3337,915,1926,1750,0,0,529,-1140,24582,0,21208,1913,1082,457,501,0,220,-799,-16733
1983:Q3,1213,601,-3193,450,1697,1805,0,0,-138,-9,33254,0,27322,1805,291,178,497,0,220,2941,-32041
1983:Q4,32466,721,25091,267,1167,1819,0,0,2003,1398,1419,0,-3534,1721,1120,1532,488,0,220,-128,31047
1984:Q1,13201,678,8685,-69,2590,1880,0,0,-1059,496,41446,0,35898,1990,1319,692,632,0,220,695,-28245
1984:Q2,26105,819,18401,1856,2609,1932,0,0,106,382,38051,0,30685,1883,2285,1325,732,0,220,921,-11946
1984:Q3,4619,736,-877,1738,1756,1993,0,0,594,-1321,28077,0,24699,1615,1262,350,718,0,220,-787,-23458
1984:Q4,13608,897,8473,1320,188,2033,0,0,738,-41,-20436,0,-23679,1401,216,743,679,0,220,-16,34044
1985:Q1,861,618,-2802,87,3017,2090,0,0,-1266,-883,34329,0,30555,1364,2079,175,644,0,220,-708,-33468
1985:Q2,12870,861,3748,2071,2877,2173,0,0,1081,59,15186,0,11494,1269,1731,741,609,0,220,-878,-2316
1985:Q3,3609,1065,-3015,933,2807,2221,0,0,419,-821,13970,0,10157,1031,1040,301,506,0,220,715,-10361
1985:Q4,48739,569,45046,-4362,1939,2265,0,0,2299,983,-3014,0,-6984,841,-1171,2558,431,0,220,1091,51753
1986:Q1,-32765,717,-35094,640,2059,2338,0,0,-1253,-2172,-13705,0,-14437,2248,-497,-2031,1267,0,220,-475,-19060
1986:Q2,-580,567,-5326,-3519,4973,2363,0,0,549,-187,20192,0,14607,2257,706,276,1092,0,220,1034,-20772
1986:Q3,14860,373,6249,-1052,5912,2404,0,0,-217,1191,24137,0,19689,2061,-948,858,1456,0,220,801,-9277
1986:Q4,40726,605,32489,1819,1674,2409,0,0,555,1175,-14669,0,-17715,1458,-1583,1830,1057,0,220,64,55395
1987:Q1,13929,2811,-237,3479,2311,2464,0,0,1155,1946,38499,0,30754,691,5275,591,1035,0,376,-223,-24570
1987:Q2,-692,617,-4365,-1113,1299,2493,0,0,-363,740,18734,0,16745,-239,1484,230,745,0,420,-651,-19426
1987:Q3,16919,104,9623,803,2447,2546,0,0,468,928,25893,0,22179,-107,1080,927,765,0,468,581,-8974
1987:Q4,41322,1131,39364,1891,1420,2586,0,0,-2064,-3006,-619,0,-5818,1085,139,2019,1044,0,520,392,41941
1988:Q1,15030,636,2430,3786,2669,2614,0,0,1472,1423,42403,694,36030,2264,1151,660,1486,0,383,-265,-27373
1988:Q2,12895,664,9741,-2296,2545,2692,0,0,1113,-1564,43214,718,35634,3423,116,871,1931,0,412,109,-30319
1988:Q3,3112,664,-3298,-444,1111,2721,0,0,-401,2759,19658,730,13071,3590,-1325,290,1928,0,442,932,-16546
1988:Q4,54414,640,44867,6003,1641,2780,0,0,-464,-1053,15679,730,5835,2765,132,2953,1464,0,476,1324,38735
1989:Q1,14539,4072,1216,1245,2638,2847,0,0,-85,2606,39532,1492,31126,2170,1708,731,1029,0,300,976,-24993
1989:Q2,15460,4052,4609,-231,3477,2929,0,0,69,555,35450,1516,28221,1804,1392,961,682,0,300,574,-19990
1989:Q3,6070,4048,-4350,1422,1598,2967,0,0,-316,701,12936,1504,9413,1513,181,417,530,0,300,-922,-6866
1989:Q4,26099,4063,20330,107,906,3055,0,0,-211,-2151,-19058,1464,-26684,1299,-87,1376,575,0,1025,1974,45157
1990:Q1,-11314,2815,-9593,1359,-2625,3159,0,0,-1910,-4519,12658,1491,5714,1060,2204,-447,559,0,1648,429,-23972
1990:Q2,12147,2818,5189,-558,1407,3163,0,0,-229,357,42224,1443,35336,801,1008,738,482,0,1959,457,-30077
1990:Q3,27107,2826,22824,-1992,-521,3225,0,0,-146,891,43176,1441,33903,554,-998,1442,452,0,2329,4053,-16069
1990:Q4,18522,2838,9989,1139,-4058,3361,0,0,383,4870,-42586,1485,-45767,322,-3949,716,469,0,2769,1369,61108
1991:Q1,-33689,2251,-38606,1116,-2758,3359,0,0,-329,1278,-17361,1008,-16273,-101,-860,-1530,496,0,937,-1038,-16328
1991:Q2,17383,2268,12946,-2892,593,3380,0,0,695,393,31483,1044,29705,-216,-918,1040,556,0,988,-716,-14100
1991:Q3,19582,2271,15529,-1367,324,3442,0,0,-267,-350,17404,1052,15267,-1080,-566,1070,496,0,1041,124,2178
1991:Q4,38595,2255,33236,2122,-3683,3498,0,0,583,584,-32352,1036,-34497,304,-2289,1820,316,0,1097,-139,70947
1992:Q1,-16070,1166,-21795,3087,-873,3571,0,0,-783,-443,19212,617,16193,1184,668,-705,108,0,876,271,-35282
1992:Q2,24738,1166,19191,-1052,1402,3581,0,0,430,20,44178,617,41921,2053,-2574,1409,-125,0,-83,960,-19440
1992:Q3,14315,1166,8568,587,-697,3587,0,0,122,982,13714,619,11918,2707,-3251,802,-132,0,849,202,601
1992:Q4,34729,1166,27438,3691,-2633,3607,0,0,835,625,-37656,619,-42470,1144,-1520,1604,87,0,2643,237,72385
1993:Q1,-3580,1938,-16379,3318,1130,3663,0,0,712,2038,44988,1067,41627,2460,-281,-243,287,0,235,-164,-48568
1993:Q2,9149,1939,2427,-2148,1550,3748,0,0,1830,-197,32846,1069,31393,769,-1629,680,463,0,542,-441,-23697
1993:Q3,15381,1938,9183,-1138,2016,3775,0,0,506,-899,28309,1067,25161,535,182,878,501,0,-1327,1312,-12928
1993:Q4,48190,1939,41210,1449,-1745,3823,0,0,-368,1882,-39812,1069,-47503,1155,-660,2286,402,0,3132,307,88002
1994:Q1,-6302,1152,-18117,3780,513,3867,0,0,2187,316,35470,1147,29494,3979,-707,-286,560,0,598,685,-41772
1994:Q2,31879,1152,26924,-1458,1051,3944,0,0,-2267,2533,53036,1145,46974,3839,-770,1805,559,0,-1051,535,-21157
1994:Q3,20164,1153,14892,789,-508,4069,0,0,268,-499,23408,1147,13506,4633,-406,1118,560,0,3313,-463,-3244
1994:Q4,61031,1151,53573,4306,-1276,4132,0,0,-1108,253,-6840,1147,-18041,3842,-1896,2805,559,0,3953,791,67871
1995:Q1,1146,2479,-10079,5968,-1542,4214,0,0,-128,234,34646,977,24884,5800,394,22,1092,0,2982,-1505,-33500
1995:Q2,22442,2479,12937,-459,-741,4312,0,0,309,3605,32482,977,24337,2616,-1225,1296,1092,0,3056,333,-10040
1995:Q3,41681,2479,33534,2206,-378,4325,0,0,667,-1152,58007,979,49612,4207,-1272,2073,1091,0,1076,241,-16326
1995:Q4,54368,2478,44576,6048,-1802,4371,0,0,264,-1567,-2599,977,-20869,2673,512,2675,1092,0,8663,1678,56967
1996:Q1,1566,2333,-13682,9564,341,4405,0,0,1352,-2747,49661,1734,37360,6081,806,68,1092,0,1944,576,-48095
1996:Q2,41067,2333,25623,6961,1439,4500,0,0,1413,-1202,60632,1734,46877,9702,-1182,2212,1084,0,-539,744,-19565
1996:Q3,1505,2333,-12766,5118,745,4590,0,0,1435,50,40388,1734,26434,6593,594,195,135,0,2543,2160,-38883
1996:Q4,73128,2333,50338,10154,-1424,4744,0,0,-179,7162,-5006,1734,-22549,7145,701,3117,-2417,0,5199,2064,78134
1997:Q1,-2466,2406,-22008,9212,-1583,4768,0,0,3381,1358,53337,1876,38085,7394,786,-25,4117,0,958,146,-55803
1997:Q2,27296,2406,12930,9376,-978,4817,0,0,-1307,52,66769,1876,54325,10792,625,1449,581,0,-1797,-1082,-39473
1997:Q3,41151,2406,20263,7121,-2616,4898,0,0,7273,1806,42031,1876,23156,5609,-3485,2002,81,0,12162,630,-880
1997:Q4,60293,2406,53893,6207,-3100,4999,0,0,-3691,-421,-3744,1876,-27523,11289,-1166,2917,-1888,0,9554,1197,64037
1998:Q1,23020,1881,11893,6481,-1665,5039,0,0,-406,-203,50681,2465,34264,7404,1704,1204,2705,0,2404,-1469,-27661
1998:Q2,6325,1881,-3373,5643,-1370,5179,0,0,1337,-2972,43470,2465,37460,4455,-177,430,804,0,-328,-1639,-37145
1998:Q3,41528,1881,22212,11518,-571,5318,0,0,913,257,66190,2465,47640,11134,2026,1003,678,0,688,556,-24662
1998:Q4,36944,1881,26875,6668,-3965,5384,0,0,-2850,2951,-27217,2465,-32038,5224,-2051,4373,-2462,0,1236,-3964,64161
1999:Q1,17020,1475,2669,6765,473,5508,0,0,497,-367,58701,721,53495,7949,1593,2089,2239,0,-4990,-4395,-41681
1999:Q2,73838,1475,41661,9444,2436,5625,0,0,12110,1087,89851,721,80851,10328,673,1592,1860,0,-4939,-1235,-16013
1999:Q3,87718,1475,69221,9560,1457,5762,0,0,-1517,1760,88039,721,76710,11908,1148,1590,766,0,-4031,-773,-321
1999:Q4,80465,1475,64923,8700,-4167,5950,0,0,837,2747,8240,721,-1896,9229,1191,3416,-2469,0,-3829,1877,72225
2000:Q1,79628,1512,48345,10068,6129,6125,3299,656,2907,587,115808,2528,82655,16170,2570,1742,5053,295,3336,1459,-36180
2000:Q2,115355,1512,83026,13215,1333,6152,3304,657,5639,517,143096,2528,110771,21401,1460,865,3706,296,-822,2891,-27741
2000:Q3,108646,1512,88113,10261,1420,6254,3298,654,-3493,627,116419,2528,81400,17050,778,1640,4120,293,4483,4127,-7773
2000:Q4,111585,1512,93768,7968,-3219,6418,3299,653,3,1183,42515,2528,6815,14971,479,678,-1507,292,9132,9127,69070
