date,FU893193005.Q,FU103193005.Q,FU113193003.Q,FU313193005.Q,FU713193005.Q,FU763193005.Q,FU753193005.Q,FU743193005.Q,FU473193005.Q,FU513193005.Q,FU543193005.Q,FU403193005.Q,FU613193005.Q,FU643193075.Q,FU663193005.Q,FU733193005.Q,FU503193005.Q,FU893093005.Q,FU103093005.Q,FU113093005.Q,FU213093003.Q,FU713093005.Q,FU763093005.Q,FU753093005.Q,FU743093005.Q,FU473093005.Q,FU513093005.Q,FU543093005.Q,FU573093005.Q,FU223093005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU613093005.Q,FU643093075.Q,FU663093005.Q,FU733093005.Q,FU503093023.Q,FU903090005.Q
2004:Q2,104340,69319,17192,429,98,-17387,-12568,2323,1381,-1211,-2273,-23405,-9703,-2613,42259,489,40010,39598,29641,47085,-6424,-797,65097,4689,-762,-319,-2005,-3981,5913,8503,3641,-80173,0,-1563,-8278,-2395,-20073,1799,0,64742
2004:Q3,105734,24329,17192,-473,2425,4822,10167,3157,-131,11428,770,11177,-2240,1461,17517,182,3952,204037,57826,46955,18348,-6,69843,-514,2506,-3449,1312,-2083,-2755,-6888,-3104,4261,0,6670,9944,1845,5404,-2079,0,-98302
2004:Q4,216129,83442,17192,681,-1915,49887,-391,2448,81,8830,-24871,-12451,-4463,797,28343,-3001,71519,320739,137760,48250,-26689,2482,85552,-1389,-1145,412,14211,1604,637,8124,6967,21220,1353,4458,7960,944,6422,1565,41,-104610
2005:Q1,130725,126148,35674,-1809,65,38727,14206,351,-584,-5099,18322,10460,-34070,-1903,-92041,346,21932,79933,-72,51869,3561,-1926,-11006,-555,294,7289,2051,7098,-1283,-321,-16367,2857,1240,21346,-3825,-433,16582,1490,44,50792
2005:Q2,54074,106784,35675,3652,361,-23394,-1614,-805,3314,4743,-6533,-309,12437,1419,27364,1663,-110683,174989,143886,51979,8550,-734,-1174,3212,-383,-3739,1842,-4399,-2097,4421,-5948,-15982,29,-10591,10981,1881,-8563,1854,-36,-120914
2005:Q3,96527,51926,35674,-804,677,-16058,22856,-194,2125,15964,9688,-1545,34294,194,-671,2237,-59836,224528,125317,50222,14386,-801,11145,2258,225,-1794,1142,8871,-2473,-509,11916,-9393,503,-48621,44970,187,13336,3614,27,-128001
2005:Q4,86367,48435,35674,4010,21,7296,-24847,327,-2237,-7306,-35337,-11282,-1301,3797,8738,1071,59308,425880,246333,51876,-1240,280,43600,-1491,-48,-1510,4547,-4316,-530,1729,-853,23389,1087,41844,4132,2977,11030,3081,-37,-339513
2006:Q1,163598,42186,36152,-2824,737,47936,15085,-600,-2041,345,14569,10233,-12023,-3417,3733,1240,12287,216307,100548,78155,-17344,-357,25893,4029,817,4070,-17779,1841,6736,39548,-7055,-2941,2343,-8399,-19917,-3225,27236,2054,53,-52709
2006:Q2,-44783,22116,36152,4186,139,-19690,25131,181,-111,-2632,3200,12157,-8447,640,24210,904,-142918,308707,215170,77714,11290,985,11121,2241,2338,-5711,4346,3484,6736,-5162,18859,-25104,2405,4617,-12050,-426,-6189,2119,-76,-353489
2006:Q3,62689,54092,36152,1211,738,15527,-14350,-2764,2812,2357,11617,-13395,5717,2002,39015,162,-78204,279782,107432,77719,4643,-215,46496,1249,-2333,2304,1244,18912,6736,1804,346,173,1070,8780,-16143,3103,18840,-2419,41,-217093
2006:Q4,-148099,-37710,36152,2987,-148,-123584,-7227,-1230,-3389,3040,-6099,3050,15659,4298,-2568,5414,-36745,148096,203887,78510,1365,-344,-112693,-4174,-183,4521,-11419,12565,6735,4843,2545,-18654,2657,-8177,17896,3897,-39358,3705,-28,-296195
2007:Q1,182503,159713,23472,-3346,394,-28928,18780,-913,1236,8547,19221,-5778,7908,-2402,108763,-2952,-121212,290788,166244,69208,11307,12,-43003,3691,436,7329,7982,4103,8052,-1420,5102,-14851,2014,8880,-3883,-4020,54919,8670,17,-108285
2007:Q2,293278,65949,23472,5704,-281,93891,6525,-323,-2148,3466,-2661,8999,-1084,-1988,79021,2076,12660,211483,88188,69185,-17851,392,-2529,3480,2286,690,-5097,11446,8051,4387,-3241,-37396,302,16804,3798,-1477,70050,27,-11,81794
2007:Q3,58015,78148,23471,-754,273,45149,3992,-1899,-4776,7601,16288,1297,6873,2991,-71771,2152,-51020,265499,111937,69281,10385,590,60728,8291,-95,-1689,-1393,5003,8051,6323,20889,-6448,3752,-4869,7900,1824,-28730,-6196,-34,-207484
2007:Q4,36642,46730,23472,-2198,-2394,-49042,-4470,-8444,73,-12118,-8077,2825,8396,1687,-37799,-115,78116,342493,261635,70240,5857,421,-1784,-7113,3490,-1556,203,26688,8051,-2241,2402,48949,2992,6229,6021,-589,-85307,-2153,58,-305851
2008:Q1,-23820,-20824,28572,-4823,-1012,7288,16716,643,4000,3677,15448,14519,8376,1042,-4690,-4274,-88478,-109737,-234328,8103,11277,1950,25717,15757,691,6212,39455,11608,94,-4054,-28842,18251,3733,-14311,7236,1629,10481,9492,113,85917
2008:Q2,-124359,7622,28572,3510,-577,-82915,-26006,501,-4400,-10825,9154,-6087,1246,-270,-80650,7900,28866,-389745,-246569,8808,-1389,-1602,-24229,-18961,766,-1967,1836,-8948,94,-835,-434,-18239,3284,991,11391,437,-99224,5116,-71,265385
2008:Q3,19657,-3233,28572,-3558,1445,14624,11302,-3747,-1300,9081,-58119,17227,14367,2339,-106494,-5133,102284,-34516,-127896,7950,6574,-1929,55349,10970,-677,-6660,39257,16893,94,-8342,-1007,2002,1984,-20632,15408,89,-14096,-9922,75,54172
2008:Q4,170079,241270,28571,4543,-1888,-87465,42555,-1859,2800,-17974,17198,22023,1724,-303,-73890,4298,-11525,-4382,64292,10219,15934,2523,-52502,-4727,-1767,864,3498,60478,94,-15611,1541,130801,1567,-8630,-1108,2375,-217986,3885,-121,174460
2009:Q1,86347,-11407,8162,-5626,645,-42044,-27489,128,16042,15532,-19772,31646,-6557,158,32690,-5412,99651,-58181,-75465,-11820,-536,6526,-5912,1020,-1065,5256,26783,4043,6960,-8802,6017,-34791,14588,10538,2102,-4092,1524,-1087,32,144528
2009:Q2,5477,11563,8162,4713,2078,46368,-38513,-995,164,-9123,-20380,1246,-29586,2394,13309,2572,11504,-78333,-62409,-12871,2691,22872,27972,-467,-946,-3008,-33202,-22331,6961,254,-17961,-31781,5022,17571,-11144,-1632,35486,604,-14,83810
2009:Q3,155165,67627,8162,-1569,-404,-5324,7303,5911,-160,5788,16185,19957,-16890,-3667,71417,-4058,-15114,-154344,-109176,-13142,-7977,11651,-12277,-7734,-1053,-1318,-27010,3664,6961,706,527,-38468,1839,-22564,4859,934,57469,-2252,17,309509
2009:Q4,144192,32989,8162,5415,-6232,131627,-26609,-1753,-1383,-10447,-32812,9018,-48853,-416,29359,12749,43378,230925,113793,-13276,22343,7466,53385,2734,-1481,177,-17582,-23547,6960,9857,13514,6415,6961,-4345,-7600,-648,40479,15288,32,-86733
2010:Q1,-30290,71988,-17547,-4197,-991,-75300,13608,-2792,-7999,17301,12836,-55590,-9672,3579,10717,-4368,18137,-91120,-40575,17623,-26198,2129,-39905,-306,933,333,36808,11125,3539,2738,-14286,-49372,-2163,10140,-16456,1203,16355,-4812,27,60830
2010:Q2,143053,101486,-12261,5190,-478,-47735,12860,3912,599,-19657,37695,-8895,-1971,-2099,-23905,-1198,99510,92377,92879,16685,5289,-1554,-23338,-631,5815,-1431,13804,9483,3539,1730,2651,-27583,7694,-9361,10076,591,-12233,-1718,-10,50676
2010:Q3,91268,68488,-12261,-1357,-2561,-1358,11257,-4553,420,9336,-15748,717,-1342,8555,2977,6202,22496,-15589,4917,17035,-2411,1127,-26555,-681,-1186,2125,-11974,-12688,3538,2345,8417,-23583,-69,26349,-17709,3955,14342,-2878,-4,106857
2010:Q4,-62492,-76717,-12261,2756,29979,-11574,-36716,-1564,-1291,649,322,25836,-54454,-5446,28386,-3771,53374,90786,94656,18092,-4373,15812,-1628,-13701,-1076,40453,28453,-23171,3539,8422,-18948,-3068,2189,2191,-64814,-4621,9354,2985,41,-153278
2011:Q1,4366,84081,-5262,-2267,-28524,-38449,561,-1226,526,6724,3540,-40306,-2205,3331,-15192,5135,33899,77716,-13490,14852,-11114,10232,28281,13505,-140,8985,-6430,13907,10851,8451,-8491,37383,1041,-39810,-7243,942,6343,9647,14,-73351
2011:Q2,74593,-1442,-5262,6185,-4367,-9352,12690,-1603,567,1756,8251,2539,-10530,206,66913,2564,5478,45726,-113808,12895,-6735,12748,-11057,5225,1073,-10092,16195,10315,11071,3568,40967,65600,-1022,368,-8527,3872,8185,4892,-8,28867
2011:Q3,85050,9678,-5263,161,10570,-9797,29395,2998,-731,313,35727,1640,21115,1957,-10421,678,-2970,537993,209683,13404,16834,-1619,-51760,-2984,4739,-7636,34278,60621,11067,1914,-35828,217417,2284,44794,25737,5391,-1348,-9001,6,-452943
2011:Q4,170534,179610,-5262,9513,2617,-31861,1257,-5341,992,-7427,-11522,-5266,2106,-2961,-20679,3411,61347,-346035,-219351,13105,630,21315,-24445,-720,-4879,-4179,-21848,-7838,11063,608,32569,-174530,321,-5492,-5010,-2663,48098,-2826,38,516568
2012:Q1,132752,131685,12941,-3603,2448,-15080,-9393,19978,770,-4582,-21825,-1787,4955,14627,-17520,-19891,39028,-79250,6347,37858,-15974,-1318,-4335,5691,20594,8471,-7901,-8860,8528,-7823,-39427,-93421,2867,1567,-3164,4027,27455,-20421,-11,212002
2012:Q2,127796,132927,12940,3717,-3607,36542,-5147,1014,-136,1602,7676,1235,-6406,-4008,-641,-7844,-42068,256484,222710,36641,4119,645,-897,-4322,6396,-6264,10094,9155,8518,5109,920,15964,-564,-14110,-14435,5069,4966,-33242,12,-128688
2012:Q3,-13689,43041,12941,-3733,6779,-1833,13502,-109,1340,23834,27214,-2920,-3807,19724,-110593,-90687,51618,-354315,-88324,36822,1781,-442,-27467,8700,-3553,-567,-14706,4654,8512,2746,-1203,-31300,3559,3680,-6202,7675,-130187,-128495,1,340627
2012:Q4,-24860,43055,12941,-4683,-573,-43357,-22446,-577,-1694,-14670,19992,-1915,6119,-9476,-86268,-3400,82092,-166524,-198265,35882,-3948,-883,-6119,-10369,-1206,-870,4978,14407,8505,-2814,22278,20084,2594,12946,-7054,5387,-60270,-1911,124,141664
2013:Q1,35335,89877,10451,4020,819,11221,-1033,583,2557,12721,968,-2946,3892,-5135,-31128,-6198,-55334,-62088,-50943,54296,-1726,245,-11914,8919,1501,8133,-8804,11685,7498,992,-20549,-23866,-5726,15322,-10225,425,-36802,-549,0,97423
2013:Q2,-65081,-20877,10451,1757,-3332,70301,-7080,120,264,777,13911,3055,-3119,581,-61737,1292,-71445,-69693,-110857,52838,-2502,1371,30140,14474,1355,788,-820,8239,7511,-245,10099,-26138,-13310,-189,-2181,-9799,-29001,-1399,-67,4612
2013:Q3,98433,70576,10452,-7995,4414,-12126,-11523,-1414,-116,4488,-7821,-571,6216,-16008,59267,4874,-4281,19769,67116,53315,-5906,58,-25981,-3727,2645,-9963,-9851,-4779,7524,186,-19577,-20152,-1881,-874,-3642,-14427,-8801,18476,10,78664
2013:Q4,87700,31877,10451,3480,-3419,-15767,-11441,-826,-1221,845,1524,-6286,-5635,-4087,75936,-96,12366,143919,50873,53811,-3195,1565,-7335,1436,-926,9,-5449,-1495,7536,-1109,15921,8499,-6712,-1207,-2044,412,33071,368,-110,-56218
2014:Q1,10770,13999,19477,-3193,526,5747,-1228,1797,-417,30663,17241,-2161,11582,4619,14937,-5300,-97518,287886,34010,63047,1435,813,-601,5779,-1010,11133,25180,28099,6956,1549,6227,91278,-32,-13518,2053,6791,23487,-4790,0,-277115
2014:Q2,117032,52613,19477,3994,674,7394,-2416,-4771,2349,-16121,-1718,-306,-117,125,-18514,5347,69023,-43073,-73841,62017,-9811,1472,-2322,795,174,-4148,-22890,1782,6941,842,3516,-11542,-929,-679,-1565,2935,5488,-1308,0,160106
2014:Q3,165002,56205,19477,-3124,-15,37323,9881,-2385,715,9997,146,1094,4979,-2078,-13552,-3971,50310,230047,107988,62173,-5836,-2181,-508,2163,-1647,-3552,13404,13299,6929,-4149,-3919,26456,174,-2156,20521,123,20410,-19645,0,-65045
2014:Q4,383522,339132,19477,5336,-3400,13133,-2240,118,-1454,-8931,14104,-1984,2663,-1661,24804,4429,-20003,158687,6293,63243,3051,-94,-11760,-3080,11845,1334,-14465,40811,6915,2841,-14257,40228,-353,5386,1062,169,26170,-6662,9,224836
2015:Q1,133585,94768,5171,-4520,3633,494,14325,-767,494,8072,22580,-1064,11715,-1502,17228,-7263,-29779,422185,269465,73084,6687,-3168,9833,5125,-1175,8800,3195,41561,-2894,1695,-7498,-3985,4412,10046,12988,974,-1143,-5818,0,-288600
2015:Q2,142975,200408,5170,3335,-151,-30212,-24343,2211,780,-909,-30190,-5209,4170,-485,-51960,2357,68003,270652,307485,71896,264,934,10661,-5758,7492,-3883,16834,-16037,-2881,-3323,20546,-77384,-2190,1549,-25580,-2454,-14420,-13099,0,-127677
2015:Q3,304791,277976,5171,-2375,-1085,-14821,7323,-6482,-949,-3954,19960,2655,4597,7590,38233,-9593,-19456,430921,339329,71780,14407,-607,-2474,-8840,-6424,-82,20660,-9821,-2871,-1037,-794,26338,-383,-12094,-9927,1511,19661,-7410,-1,-126130
2015:Q4,59912,81772,5171,7102,-870,-41029,-4103,19352,222,-13049,-38137,-1711,-5860,-11133,-16115,-141,78441,-44250,-139055,72883,1964,512,11819,-8897,18319,848,-10890,-53234,-2857,2148,17259,49141,585,-6005,20061,-3608,-8080,-7501,338,104162
2016:Q1,117916,-43130,50341,-4471,599,26648,19272,6300,5032,12330,36072,235,23989,6209,-35464,-10690,24644,280144,68980,58571,1615,234,12230,11755,12453,7666,16964,32923,7770,-2729,-16023,23275,9249,7971,21318,4931,-1713,2703,1,-162227
2016:Q2,459607,215489,50341,1783,-97,12448,13679,-1470,-3845,-805,25794,-2433,-18244,1739,34661,3954,126613,320677,197127,57852,-1253,639,21891,6596,-4596,5702,6256,19082,7757,13608,-3212,-39106,6599,7898,-11265,3727,26913,-1623,85,138931
2016:Q3,32569,130285,50342,-1555,2,-2452,-28100,-21604,-591,9175,-4381,259,6216,-5121,-98520,-110372,108986,5351,11387,57436,1197,-746,-6663,-6650,-22082,-10401,-3424,-6789,7744,11399,34429,-68894,1966,7518,-20084,1709,14063,2272,-36,27218
2016:Q4,336394,270872,50341,10021,145,6903,-15860,-2387,688,-6214,-51572,3318,-3622,3649,4586,5597,59929,36121,107714,59077,-981,14,11593,-1040,3237,1983,-17466,-13984,7730,10473,-12891,-68553,-6674,-20829,-10940,8547,-16464,-4295,-130,300273
2017:Q1,6247,-86622,26097,-11097,-271,43715,-1410,431,-1505,26261,881,-8613,-710,-778,43555,-9845,-13842,121688,25245,104535,-4191,-1990,1304,-7799,149,6536,18698,-976,18540,16402,-14896,-17414,566,-26295,-9871,-10917,24447,-439,54,-115441
2017:Q2,40251,-41012,26097,5974,395,16310,3615,-2005,846,11467,16193,-1038,1446,-205,25256,1758,-24847,85550,-32325,102040,-4703,1366,-24993,10605,-2743,-3720,-3356,-4916,18557,14023,-2596,-12104,2018,7817,-5661,2208,20321,3706,6,-45299
2017:Q3,192446,213994,26097,3081,-773,-45685,2944,2343,1113,7825,-5708,5703,-22217,6608,-28387,-1788,27296,182505,121868,97825,-5159,170,4018,6768,-5434,-2687,143,6053,18574,7966,18318,-86553,489,2401,-8198,1430,-6638,11164,-12,9940
2017:Q4,-449231,-428432,26098,5285,623,36185,8695,-1495,580,-13653,-9449,393,6757,-6885,-63331,3102,-13703,14515,-83556,105346,-935,1395,-10512,24080,-1388,678,-26564,-21734,18591,5440,-8013,106315,-1717,-23675,1659,-2105,-43470,-25435,115,-463746
2018:Q1,260387,170973,23404,-2027,-1068,-14910,2963,-1152,219,5604,-311,-1420,-18322,2555,9168,2730,81980,253028,312336,49300,-2919,-645,-8515,-69,-651,8510,6195,12009,-2362,8472,-16207,-82047,3194,-6372,-7273,5798,-13619,-12258,151,7359
2018:Q2,264380,181146,23405,6613,417,49336,-10415,-140,439,3480,-12000,1017,-18941,5560,33006,2230,-773,88407,71222,47722,231,-288,-28844,2824,1050,-3344,-959,14804,-2349,9616,8950,-69246,-163,2382,6579,-121,23202,5264,-126,175974
2018:Q3,241107,174048,23404,-2125,903,44849,3080,3619,508,5529,-4969,1062,-21494,3494,373,6543,2283,-73220,-84167,47246,-6487,-1896,16196,-9125,3632,-403,548,15485,-2339,-5189,916,-51218,-2734,-6000,-4752,7783,10960,-1651,-25,314327
2018:Q4,129020,135894,23405,-898,819,-26427,-11988,-3713,-1180,-17478,-12333,-106,3774,3476,-2966,402,38340,314836,242025,49324,27455,-126,-64998,-14027,-3147,2798,7918,4648,-2325,-11108,-67986,119476,1526,-5718,31166,7714,-8451,-1322,-6,-185816
2019:Q1,504206,395084,25996,6090,-707,89752,-3854,262,1320,12512,2316,2093,5735,1884,-14288,-2419,-17571,498176,290659,38668,-13511,-1353,46886,17023,-3279,7397,-8888,-10270,29292,-2220,15126,68624,246,7686,-9548,9535,16606,-528,26,6029
2019:Q2,332306,286565,25996,6650,984,10887,6906,4146,1120,11914,23582,-533,9530,-15691,-7268,2492,-34974,441393,265538,37389,-11507,1062,6537,1679,-865,-1316,2427,14794,29318,170085,32850,-116864,-153,12560,1252,-7716,14914,-10587,-4,-109087
2019:Q3,252555,277000,25997,-11721,-668,-57525,-5796,1924,-1179,12365,37888,3940,-9394,1968,14957,9980,-47181,319507,370296,37881,-17699,-2823,-19614,-9045,3645,1655,6751,28345,29346,-117815,-36268,39467,8816,19847,-335,-25,-10443,-12452,-23,-66952
2019:Q4,457431,433195,25996,2884,889,-39511,-32633,1386,-73,-1545,-20289,-2281,4623,922,18486,13304,52078,792874,539506,37497,-15944,1390,7312,-2161,-3066,-2025,17441,1009,29373,85286,42097,57479,-1306,-8014,4370,2762,10276,-10525,117,-335443
2020:Q1,138059,-235163,124160,-3172,10124,41627,37775,6114,498,-7856,105260,3306,10775,-3316,-126357,-13451,187735,588714,148417,106094,-14059,2850,37454,22209,2123,13498,-14686,108785,14560,-26908,-19741,106461,11183,22836,8937,7224,55174,-3754,57,-450654
2020:Q2,-145083,-267095,87730,96,-8840,-77425,-7337,2010,4111,21579,-6977,-1958,8392,1422,72594,10261,16354,-543023,-613284,104262,16075,6112,9891,-18953,-966,17187,-13884,-28944,14523,64778,-31469,-95876,22382,19865,1610,-8876,-10596,3171,-32,397940
2020:Q3,-8706,-76761,94080,-2451,300,-70195,-7024,-6959,-702,16992,-27230,806,4003,4647,12900,-6015,54903,-73826,-90001,103497,12715,132,73193,-5162,-6341,-2739,14034,-14161,14485,-113213,-30665,-58114,13005,16439,-7975,-3129,14801,-4616,-11,65120
2020:Q4,99912,10865,108270,1701,1202,-34218,-7018,-2329,-98,-7011,17558,5628,-595,2239,-1044,-1413,6175,331754,42359,106702,3380,1751,28008,-4220,-1310,4726,27780,40071,14448,-34240,73252,-10815,-5477,3209,8595,3462,28208,1850,16,-231843
2021:Q1,290022,-25701,87300,-5409,-800,47210,3723,-3477,-664,17125,-10254,-7868,6795,5698,27990,-3729,152083,63411,45863,132780,24014,-2159,46453,5575,5876,-8510,-37652,11925,10450,20960,-44662,-134328,-4192,9580,-20003,8024,-8343,1730,31,226610
2021:Q2,188739,104680,137300,2641,524,18632,643,188,2588,14124,-7134,-4577,-6203,-7809,-22535,-5528,-38795,94214,-83962,132320,20000,633,22434,9956,917,14152,-1400,27416,10512,-18588,-23395,-17691,4609,-24634,-5521,-7018,31528,1964,-18,94525
2021:Q3,-69302,-133677,127300,-496,-1622,20323,-1000,-846,2192,14360,-5348,4159,-26461,-4731,-39981,10756,-34230,408911,319508,130363,9289,437,35395,-7118,-11733,5342,-28642,9466,10577,-221,102253,-81801,-4090,-1095,-18571,-3347,-55121,-1935,-45,-478213
2021:Q4,216065,18647,99800,976,2177,-35332,3533,-1030,884,-12375,17135,3837,1396,-2432,2098,-3012,119763,449276,135930,134950,11793,322,22668,-9072,-4126,-5394,-18201,25733,10641,60871,-44238,86194,34,-14351,-4303,-158,63063,-3187,108,-233211
2022:Q1,294847,296511,18978,-1039,-2355,56498,10696,1309,1298,32884,-1547,2111,6849,5745,-61305,-1223,-70563,583251,569650,41528,-371,-1399,74547,7868,2206,12084,39752,19163,7080,9554,25673,-131010,17296,-13726,-12843,-1851,-86032,4054,27,-288404
2022:Q2,307323,251651,12634,-181,-1724,-33050,27375,-33,3520,-10454,8040,1670,34069,-2099,5352,10592,-40,620591,579029,51518,2261,40,40339,14183,-2064,-10911,42099,21663,4887,58652,607,-17412,-2653,-24575,3508,-6728,-131890,-1928,-34,-313269
2022:Q3,874132,654240,4780,3140,-1051,87095,28096,1410,-2437,5082,21065,8912,-4088,12340,10732,13138,31678,679342,683059,56516,5498,-1230,1428,15537,8610,-11347,41709,41635,1064,-10717,-7304,-74484,-10842,-7301,3993,-1171,-59169,3854,3,194790
2022:Q4,554402,558356,13547,20397,-18049,-82979,20985,285,2092,-23844,-49254,5220,17922,-13326,27191,21097,54761,392125,309372,45355,-6494,4459,5176,23538,-3457,-3174,-39801,-5028,2986,7522,16945,55721,-5641,8152,14521,-6042,-25567,-6491,73,162277
2023:Q1,92372,117701,21729,-4469,-23513,-6215,-48698,-64,9682,25972,-9630,-5818,-5502,1737,19233,-5465,5692,-102017,-93380,22914,-4580,-2015,-48641,-34083,2734,-4831,19420,26822,-7557,-1598,-11528,-13683,-7,-3179,809,4751,47524,-1882,-28,194389
2023:Q2,358724,261022,27098,3616,-33804,20002,15498,524,20558,4585,8889,7216,20589,2129,-7765,1041,7526,18654,37069,19539,-9349,3031,-17552,1597,-1831,-1294,-21021,48468,1991,44392,587,-97615,-863,-289,9994,-1428,5215,-1966,-21,340070
2023:Q3,230675,79880,13363,17435,-26416,123999,11981,22433,9513,5470,19843,11855,14911,-2216,-78122,7133,-387,-93698,-110960,9317,-3939,2057,45101,13368,4756,-781,-10338,45928,10632,-34601,-12761,-46677,-6558,6708,16642,856,-28270,5725,98,324372
2023:Q4,395826,164296,5288,9276,-30835,71457,-11212,7822,13151,13085,16668,-5243,40481,5062,32809,2811,60909,193940,50147,3072,401,-1511,3908,-9501,1468,1211,-40588,19575,4961,27060,-26951,52319,-693,1202,18999,11374,84828,-7243,-98,201885
2024:Q1,272827,266077,23812,7833,-22618,24920,5673,2334,-4269,-5360,12209,422,-2907,1130,979,-1730,-35679,-42267,-16278,16657,4752,-2807,4512,931,-9038,7254,-20137,8053,14829,22556,-8484,-27309,-3863,-13166,20684,-2975,-42585,4131,15,315094
