1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019:Q3,1590482,533126,389013,71847,6689,333754,49217,210057,-3222,1934660,745673,782404,164381,221902,20300,-344178,150214,-585,-2325,-191055,-145165,212592,3958,-361715,141601,1848,118092,4636,2317,203,-1153,96,-3093,3183,-139,-1200,41923,3170,32640,6113,-850,18,300,4115,-12149,-17699,503316,0,0,-540,415834,419404,-542,-3028,144610,0,144610,408,4941,-61937,-45889,138629,500344
2019:Q4,1646936,569367,389447,71687,6712,354512,51656,205435,-1881,1967573,777801,785122,166246,217729,20675,-320638,151042,-929,10122,-178788,-198162,194371,4169,-396702,85291,211,31913,12667,2073,903,20510,428,13898,5353,117,714,37595,1800,8258,27537,-850,0,300,-866,-3222,-15943,481993,0,0,0,360236,325217,-244,35263,98967,0,98967,83,17066,5641,19374,47058,443760
2020:Q1,1680762,579897,389711,59224,7111,381060,53934,210164,-339,1979176,774086,800340,173606,210983,20161,-298414,152212,-820,-652,-144730,-258929,181221,4220,-444370,182840,-260,114808,6799,7195,-2180,12714,-1033,2929,3076,24,7718,32665,-1879,31353,3191,-850,1298,300,-11583,35993,-14059,627210,0,0,0,493382,486922,-27,6487,12924,0,12924,-147,33816,87235,114199,173128,617498
2020:Q2,1759962,509639,354458,69259,6570,366857,51454,401993,-268,3001202,814607,1377159,362955,202376,244105,-1241240,153330,-1190,-2888,-1083832,-1268144,208175,4333,-1480652,1682781,4941,1231622,-483,4564,12878,129915,-1392,174275,-49956,981,6007,129097,4623,5176,119298,-850,114010,300,-8608,49320,16075,3163433,0,0,0,2773351,2751206,-165,22310,101196,0,101196,-10,24139,264757,184312,1502522,2983174
2020:Q3,1640408,541600,384901,82991,6735,334284,55704,235490,-1298,2546508,773374,1098605,197280,200000,277249,-906101,155165,-986,-3147,-746802,-525369,220385,1574,-747328,133396,1807,70974,3919,345,2500,-7912,1000,15490,-12176,340,-12566,109278,2255,23637,83386,-850,215,300,11289,-71183,12715,880724,0,0,-40,508365,473146,-868,36087,57060,0,57060,339,19493,295507,-221433,99760,847088
2020:Q4,1772105,625344,391445,83154,7239,372379,52266,240200,78,2272652,816219,940648,198501,201943,115341,-500547,157137,-617,-3656,-339137,-473719,206689,4448,-684856,71657,2447,-290,-21108,1567,2500,47014,1000,60598,-12349,134,-2369,26062,3354,1577,21131,-850,324,300,7429,2882,3380,756513,0,0,0,634019,605977,56,27986,94734,0,94734,8,10983,16769,134582,1460,686316
2021:Q1,1812547,646478,394449,83090,7564,379364,50478,252946,-1822,2839472,816382,1509122,210473,206488,97007,-1026926,159609,127,53700,-921144,-752242,186091,-159,-938174,-526270,-2123,-597148,1484,4070,2500,1387,1000,37416,-21150,1034,-16913,45231,3003,29122,13106,-860,-61053,300,12417,43511,24014,411904,0,0,0,425332,401207,-380,24505,-58914,0,-58914,284,47258,-2056,-168902,-570782,367392
2021:Q2,2114700,658849,417827,99835,7574,404427,56858,471543,-2213,2752225,849652,1086029,428872,212345,175327,-637525,163059,-952,-5282,-468233,-290193,210835,4563,-505590,-80204,458,-213517,-22764,3047,2500,195001,1000,202434,-2610,527,-6350,17493,3147,3815,10531,-850,-11500,300,19625,-89997,20000,425386,0,0,0,369975,351678,-1,18298,6874,0,6874,-848,34161,15224,-178040,-284237,221353
2021:Q3,1962990,676475,422565,101585,7831,368288,61947,325502,-1203,2490849,828108,1020022,288810,216970,136939,-527860,166189,256,-4855,-357072,-421950,222145,159,-644254,-367406,112734,-614989,-6665,2827,2500,79649,1000,82661,-8508,1188,3308,82940,3963,22485,56492,-850,-13382,300,10395,-32154,9288,276847,112834,0,-120,163955,147092,-325,17188,-18221,0,-18221,935,19348,-1884,64877,-455484,188769
2021:Q4,2076332,761458,437080,106308,8110,411258,64412,287418,288,2380576,872128,971502,243824,219654,73468,-304245,170144,-609,-5293,-128199,-174220,207713,4681,-386614,319823,3010,217897,-1694,5361,2500,62409,1000,67462,-7560,1063,444,33835,3540,-55,30350,-860,-5601,300,14142,-23268,11793,706437,0,0,0,720179,711401,286,8492,143192,0,143192,-94,14524,-171364,46021,268279,654893
2022:Q1,2172523,801888,444795,129289,8527,425700,66640,293686,1997,2341217,856868,973185,251832,221326,38006,-168695,174488,-423,-5676,11893,-177391,192379,-76365,-293406,456088,926,250555,-7091,639,2500,57856,1001,51505,10459,1384,-6493,78163,3717,18599,55847,-850,299,300,11570,61593,-371,749494,0,0,0,664660,688572,-390,-23522,43327,0,43327,221,19893,21393,189284,394530,687936
2022:Q2,2185552,775528,452272,128993,8553,446589,61520,310199,1898,2409110,901253,979699,264104,231525,32529,-223558,179359,-872,-30494,-12833,391778,218658,438,172682,254755,1152,141897,-22322,1765,2500,186526,1001,173381,12173,1498,-1527,29982,5167,2145,22670,-850,-1747,300,11419,-98128,2261,82073,0,0,0,11177,7260,324,3593,27016,0,27016,-74,11083,32871,-404612,89828,-82854
2022:Q3,2128602,775288,457505,132926,8349,411881,45233,296296,1124,2411150,890209,978130,263728,249481,29602,-282548,182952,-858,6111,-104849,-283833,237663,-17860,-503636,-71639,816,-154755,-959,2584,2500,59063,1001,46354,11829,1678,-1799,34899,6802,22034,6063,-850,335,300,4900,-25971,5498,431997,0,0,-420,353734,363342,-369,-9239,54880,0,54880,246,2624,20933,178984,-120839,382797
2022:Q4,2152063,785610,455652,136328,8321,423268,39005,304462,-583,2479114,921747,1000712,258003,271341,27311,-327051,185521,-482,-15888,-125160,-195397,228058,4730,-428186,-108664,2891,-180400,17019,4773,2501,42666,1001,38656,1790,1862,-642,9808,5345,8180,-3717,-850,-2375,300,3077,-1581,-6494,319521,0,0,0,206443,228268,447,-22272,134936,0,134936,-23,19852,-41686,70237,-140212,287973
2023:Q1,2122287,716747,456950,137950,8630,459466,35710,308610,-1775,2504427,910001,1008602,272376,288099,25350,-382140,188524,18,-939,-192695,-463392,213434,4936,-681762,-143792,768,-270942,-8164,4288,2501,53121,1002,45801,3430,2016,872,14280,3653,12338,-1711,-850,266,300,-3701,68921,-4581,537970,0,0,0,440953,437064,-56,3945,-39886,0,-39886,512,20131,116260,270697,-190152,491610
2023:Q2,2087389,660059,454920,141878,8714,477301,35612,311415,-2510,2554777,942697,1012314,274280,300520,24967,-467389,189922,-233,1658,-278892,-202893,248176,4984,-456052,138818,224,219681,7652,862,2501,34468,1002,28249,1566,2202,1449,-51436,3038,-9543,-44931,-850,-418,300,2544,-67361,-9349,594870,0,0,0,499640,490331,-1752,11061,29398,0,29398,-50,22059,43823,-75999,115860,571912
2023:Q3,2020762,666081,458831,144361,8600,423549,36835,285308,-2803,2527148,930947,1005104,245367,319956,25775,-506386,191734,-794,108136,-421994,-450603,270862,4083,-725548,247978,314,252051,-4546,1044,2502,12118,1003,16041,-736,-2136,-2054,-28523,4947,-27041,-6429,-850,736,300,11326,5447,-3939,973527,0,0,0,852097,857794,1576,-7273,43406,0,43406,717,26432,50875,28610,230253,955801
2023:Q4,2116743,713441,461935,145072,8814,448439,41025,300589,-2572,2575132,968939,1002308,248321,330577,24988,-458390,193556,-327,9475,-273982,-387322,260034,5035,-652391,74842,-1437,135544,9003,566,2502,-720,1003,4207,-1231,-2459,-2240,-19983,4446,-877,-23552,-850,-6736,300,-4477,-39272,402,727233,0,0,0,609955,596402,610,12943,206532,0,206532,136,13303,-102693,113340,75341,727732
2024:Q1,2216738,745531,462623,161833,8982,485824,41081,313341,-2476,2613783,957506,1043443,252113,336417,24304,-397045,195619,-366,7856,-208916,-313888,238777,5053,-557718,138949,-1308,8887,-650,834,2503,6628,1004,4948,-594,1898,-628,27129,4352,26435,-3658,-850,-693,300,292,91123,4752,696666,0,0,0,598817,582039,-231,17009,-14108,0,-14108,915,20201,90841,104972,131902,689620
