1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,572932,202987,260190,110246,17573,80747,11926,-491,572932,77568,269233,75617,83607,43147,23761,108,8775,7928,548,21,278,1554,1368,23,9,81,0,2960,2736,6147,224550
1984:Q1,582246,204155,262487,115915,19465,83910,12540,-311,582246,78932,272886,76263,86098,43538,24528,102,8536,7727,516,18,275,1562,1376,22,10,115,0,3512,3137,6156,229791
1984:Q2,591493,206922,267148,117734,19861,85141,12732,-311,591493,80251,276980,76997,87912,44035,25316,106,8786,7949,534,19,284,1615,1422,22,10,118,0,3630,3243,6364,233828
1984:Q3,603176,210115,272473,120899,20404,87557,12938,-311,603176,81526,281499,77818,91630,44561,26144,108,9034,8168,552,20,294,1672,1472,25,12,123,0,3757,3356,6585,239458
1984:Q4,616669,213631,278175,125172,21077,90937,13158,-309,616669,82756,286443,78728,96692,45049,27004,112,9279,8380,573,21,305,1731,1525,25,12,128,0,3893,3477,6822,243903
1985:Q1,623649,215130,279896,128728,23096,91779,13853,-105,623649,83941,291765,79729,94516,45759,27942,111,9190,8312,560,20,298,1770,1563,24,11,199,0,4403,3837,6834,252921
1985:Q2,634562,218597,284620,131449,23664,93685,14100,-104,634562,85301,297005,80728,96216,46378,28937,116,9500,8591,581,20,308,1835,1621,25,11,207,0,4563,3977,7082,258956
1985:Q3,645165,222116,289336,133817,24185,95282,14350,-104,645165,86835,302120,81720,97405,47052,30032,118,9904,8964,600,21,319,1901,1678,26,12,213,0,4725,4119,7336,264267
1985:Q4,657179,225893,294688,136703,24748,97350,14605,-105,657179,88543,307109,82703,99747,47837,31238,123,10401,9429,621,21,330,1967,1737,27,12,221,0,4893,4264,7593,269348
1986:Q1,668189,228213,298752,141031,26332,99415,15284,193,668189,90424,311922,83674,100937,48625,32605,122,10775,9809,611,22,333,1998,1764,29,13,241,0,5564,4596,7503,278340
1986:Q2,679916,232034,303938,143753,26903,101306,15544,191,679916,92381,316466,84967,102870,49628,33606,127,11019,10018,633,23,345,2067,1825,29,13,249,0,5757,4756,7764,283483
1986:Q3,690952,235732,308798,146231,27450,102985,15796,191,690952,94413,320694,86606,104397,50588,34253,129,10890,9854,654,24,358,2138,1888,30,14,257,0,5956,4920,8031,290315
1986:Q4,702122,239509,313600,148820,28018,104762,16040,193,702122,96521,324609,88617,106147,51700,34524,134,10361,9291,677,24,369,2211,1953,30,14,266,0,6159,5090,8306,299690
1987:Q1,712600,240875,317517,154205,30067,107423,16715,3,712600,98703,328196,91026,107701,52559,34412,130,9222,8130,670,31,391,2241,1985,31,14,221,0,6707,5614,8247,304397
1987:Q2,723770,244655,322385,156727,30656,109089,16982,3,723770,100823,332480,91882,109095,53522,35965,134,9917,8787,693,32,405,2317,2053,32,14,228,0,6936,5806,8528,310782
1987:Q3,736076,248651,327765,159657,31304,111082,17271,3,736076,102881,337452,91071,110871,54492,39311,139,12372,11204,716,33,419,2397,2122,35,17,237,0,7171,6004,8817,317659
1987:Q4,749086,252718,333527,162841,31989,113269,17583,0,749086,104877,343108,88466,112760,55304,44572,144,16722,15513,742,35,432,2477,2194,36,17,244,0,7415,6206,9117,325009
1988:Q1,763802,256936,336798,169966,34297,117607,18062,102,763802,106165,349769,100340,115647,56293,35586,139,6616,5309,804,38,465,2535,2261,34,18,198,0,7781,6879,9125,327936
1988:Q2,777679,261213,342855,173510,35058,120062,18390,101,777679,107716,356086,95828,117896,57164,42989,144,13085,11736,830,39,480,2617,2335,35,19,204,0,8032,7100,9418,333433
1988:Q3,791372,265504,348964,176804,35824,122264,18716,100,791372,109531,362033,94149,119942,58137,47581,148,16724,15331,857,40,496,2701,2409,37,20,211,0,8287,7326,9718,341161
1988:Q4,805134,269754,355246,180032,36612,124381,19039,102,805134,111608,367609,95514,122172,59080,49152,153,17320,15882,884,42,512,2786,2484,37,20,218,0,8549,7559,10026,348966
1989:Q1,818429,272814,359127,186453,39203,127388,19862,35,818429,113948,372772,98841,123986,60055,48824,152,15815,14277,940,38,560,2909,2620,38,20,180,0,9074,8003,10013,353884
1989:Q2,831682,277023,365141,189483,39999,129300,20184,35,831682,116113,378095,101780,125804,61196,48693,157,14697,13113,968,39,577,2996,2699,39,20,185,0,9344,8243,10313,360981
1989:Q3,844889,281192,371111,192551,40833,131218,20500,35,844889,118104,383540,103849,127781,62341,49275,159,14309,12679,996,40,594,3081,2776,41,22,190,0,9611,8478,10608,366578
1989:Q4,858033,285320,377023,195654,41708,133137,20809,36,858033,119920,389100,105307,129913,63480,50316,164,14390,12715,1023,42,610,3166,2852,42,22,196,0,9875,8710,10899,372985
1990:Q1,870022,286993,379852,203154,45676,135797,21681,23,870022,121562,394745,105859,131023,64696,52133,168,15121,13882,763,31,445,3366,3064,39,24,177,0,10516,8812,10846,377289
1990:Q2,882229,290992,385334,205877,46547,137344,21986,26,882229,123122,400472,106340,132418,66006,53869,173,15945,14675,783,32,455,3449,3141,39,24,181,244,10530,9029,11114,385397
1990:Q3,895013,295015,391025,208951,47485,139179,22287,22,895013,124601,406246,107065,134441,67424,55238,175,16433,15132,801,33,467,3529,3214,41,26,186,258,10767,9239,11370,390421
1990:Q4,906865,298636,396434,211770,48392,140796,22582,25,906865,125999,412066,107973,136097,68436,56295,180,16644,15315,819,34,476,3606,3283,41,26,191,272,10994,9440,11618,395129
1991:Q1,918970,299153,397719,222063,52900,145290,23873,35,918970,127315,417910,109050,138201,69414,57085,187,16448,14991,903,42,512,3883,3597,40,29,216,301,11514,9307,11563,400225
1991:Q2,928945,302202,402241,224468,53754,146584,24130,34,928945,128581,422832,109482,139452,70488,58110,191,16812,15333,917,42,520,3947,3655,40,29,220,372,11636,9457,11751,405882
1991:Q3,937781,304783,406201,226762,54460,147962,24340,35,937781,129796,426809,109954,141114,71386,58719,192,16913,15417,927,43,526,3994,3701,40,29,222,412,11745,9575,11896,409057
1991:Q4,943873,306751,409006,228081,54889,148687,24505,35,943873,130960,429838,109769,141617,72074,59614,195,17449,15938,936,43,532,4029,3733,40,29,224,382,11879,9656,11998,412980
1992:Q1,948169,305533,408959,233667,55773,152822,25072,10,948169,132074,431900,110011,141807,72652,59725,203,18020,16222,1132,48,618,4455,4198,33,30,272,348,11800,8263,12103,414514
1992:Q2,955180,307785,412071,235313,56268,153800,25245,11,955180,133564,434793,110439,142709,73681,59993,206,17970,16159,1140,48,623,4489,4230,33,30,273,381,11858,8327,12196,417674
1992:Q3,963351,310508,415701,237129,56909,154748,25472,13,963351,135432,438494,111063,143412,74515,60430,207,17976,16148,1151,48,629,4535,4271,35,32,275,328,12037,8413,12321,422035
1992:Q4,974276,314044,420388,239833,57820,156261,25752,11,974276,137678,443004,111853,145144,75521,61079,211,18074,16222,1166,49,637,4594,4327,36,32,280,364,12160,8521,12480,425913
1993:Q1,986166,319412,419981,246540,62069,158212,26259,233,986166,140300,448305,112571,146065,76750,62176,269,18598,16281,1460,71,786,5028,4792,32,34,296,351,12801,7316,12659,435799
1993:Q2,997536,323481,424899,248922,63026,159299,26597,234,997536,142835,453777,113593,146464,77881,62989,274,18747,16394,1483,71,799,5105,4866,33,34,299,339,13014,7427,12851,438680
1993:Q3,1008695,327371,429961,251130,63833,160358,26939,233,1008695,145281,459404,114452,146864,78700,63992,276,19091,16702,1504,74,811,5181,4939,33,34,305,281,13271,7538,13043,444801
1993:Q4,1021600,331526,435847,253996,64626,162085,27285,231,1021600,147640,465186,115266,148717,79712,65083,281,19511,17085,1528,75,823,5259,5013,33,35,309,354,13400,7651,13237,450881
1994:Q1,1033285,335241,440247,257707,66428,163339,27940,90,1033285,149910,471115,116453,149004,80970,65832,378,18590,15919,1667,94,910,5491,5286,39,30,272,330,15382,7048,12986,457737
1994:Q2,1046969,339912,446541,260425,67265,164812,28348,91,1046969,152241,478329,117507,149888,82037,66965,384,18973,16262,1692,96,923,5577,5369,39,30,278,325,15637,7160,13193,462742
1994:Q3,1062271,345345,453153,263683,68242,166629,28812,90,1062271,154635,486819,118815,150490,83408,68103,390,19299,16540,1722,97,940,5671,5460,41,32,281,339,15893,7281,13416,469604
1994:Q4,1079907,351397,460361,268059,69422,169306,29331,90,1079907,157090,496588,120201,151938,84674,69417,396,19736,16926,1753,99,958,5774,5559,41,32,287,413,16111,7412,13656,477136
1995:Q1,1099151,354793,468283,275994,72105,173880,30009,81,1099151,159607,507649,121908,153124,86215,70650,543,18868,15966,1805,96,1001,6273,6066,43,32,252,414,17851,6857,13451,482282
1995:Q2,1115753,360746,475094,279832,73228,176072,30532,81,1115753,161924,517720,123424,153416,87552,71716,551,19125,16181,1832,97,1015,6371,6161,43,33,257,499,18050,6965,13661,489842
1995:Q3,1130762,366147,481376,283158,74205,177953,31000,81,1130762,164042,526813,124766,153797,88750,72593,558,19345,16362,1856,98,1029,6451,6238,43,33,259,523,18259,7052,13832,494886
1995:Q4,1143859,371063,487002,285713,75005,179293,31415,81,1143859,165960,534934,125907,153775,89983,73304,564,19548,16536,1874,99,1039,6511,6297,44,33,262,694,18267,7120,13964,499358
1996:Q1,1155575,372876,491248,291433,77742,181293,32398,18,1155575,167679,542126,126788,154018,91113,73848,690,18842,15843,1841,105,1053,6619,6438,45,34,295,698,19811,6619,13757,503337
1996:Q2,1167561,377363,496483,293698,78488,182399,32811,17,1167561,169540,550210,127799,153593,91919,74495,696,19065,16043,1856,105,1061,6669,6487,45,34,298,1626,19041,6671,13863,510431
1996:Q3,1181880,382576,502365,296921,79446,184207,33268,18,1181880,171542,559235,129375,153936,93030,74762,701,18837,15789,1872,106,1070,6729,6546,46,35,301,1550,19300,6730,13987,514274
1996:Q4,1196211,388093,508075,300025,80442,185812,33771,18,1196211,173687,569200,130466,153117,94052,75689,709,19206,16128,1890,108,1080,6796,6611,47,35,304,1800,19258,6797,14126,520054
1997:Q1,1213302,392476,509701,310847,85940,190654,34253,278,1213302,175973,580192,131712,153552,95320,76550,807,19032,15849,1942,112,1129,6568,6457,48,35,272,1825,20957,6484,14065,523177
1997:Q2,1231224,398837,516708,315401,87268,193330,34803,278,1231224,178449,590788,133161,154572,96737,77516,818,19288,16064,1966,113,1145,6649,6537,48,35,275,2007,21056,6563,14240,529731
1997:Q3,1247805,404828,523514,319184,88537,195291,35356,279,1247805,181115,601073,134916,154530,97779,78399,828,19375,16105,1995,115,1160,6739,6626,51,38,279,2176,21200,6654,14433,532580
1997:Q4,1264973,411040,530748,322908,89900,197095,35913,277,1264973,183971,611046,136411,154565,99233,79748,840,19850,16533,2022,117,1178,6841,6725,51,38,282,2364,21359,6752,14646,537959
1998:Q1,1281346,417536,529829,333920,98468,199757,35695,61,1281346,187017,620828,138139,154217,100179,80963,885,19752,16333,2055,123,1241,6947,6763,54,38,234,2347,22624,6819,14500,545001
1998:Q2,1300033,423858,537578,338536,100070,202202,36264,61,1300033,190256,630549,139933,155463,101224,82611,904,20186,16698,2095,127,1266,7086,6897,55,38,239,2380,23086,6954,14786,550436
1998:Q3,1318768,430601,545249,342857,101747,204254,36856,61,1318768,193687,640326,141834,155570,102835,84514,924,20636,17068,2143,129,1296,7250,7057,57,40,245,3124,22935,7115,15131,556944
1998:Q4,1338797,437572,553337,347826,103620,206737,37469,62,1338797,197311,650162,143954,156388,104408,86575,949,20999,17336,2201,132,1330,7444,7245,58,41,250,2701,24051,7304,15533,563719
1999:Q1,1358687,439804,553755,365149,116703,210136,38310,-21,1358687,201127,660140,146214,156568,105860,88779,994,20485,16718,2241,125,1401,7963,7512,57,45,181,2646,25690,7780,15426,568763
1999:Q2,1383208,448220,563589,371420,119145,213208,39067,-21,1383208,205479,672322,148491,157534,107730,91647,1023,21230,17347,2310,129,1444,8211,7746,59,46,186,2438,26779,8023,15906,575354
1999:Q3,1410656,457512,574799,378366,121819,216602,39945,-21,1410656,210366,686793,150713,158290,109313,95181,1056,22475,18468,2384,133,1490,8478,7998,61,48,192,2229,27937,8283,16424,585052
1999:Q4,1443194,468307,588059,386851,124905,221004,40942,-23,1443194,215788,703552,153335,160218,111388,98911,1094,23761,19620,2463,137,1541,8764,8267,62,49,198,2017,29162,8561,16976,595191
2000:Q1,1478970,474790,594506,409311,139985,227755,41571,363,1478970,221746,722661,156425,162048,113373,102717,1108,23892,19547,2560,135,1650,9590,8772,54,60,240,1866,30650,9586,16899,605150
2000:Q2,1506133,484075,605320,416375,142832,231144,42399,363,1506133,226214,736948,159346,162838,115776,105009,1136,24208,19753,2625,138,1692,9830,8992,55,61,246,1635,31698,9825,17323,617412
2000:Q3,1524963,490632,612626,421342,144837,233554,42951,363,1524963,229193,746474,162065,163736,117728,105765,1153,23642,19116,2667,141,1718,9991,9139,57,64,250,1458,32418,9987,17606,629667
2000:Q4,1534845,494546,616187,423749,145929,234593,43227,363,1534845,230683,751237,164681,163858,119497,104886,1163,22104,17544,2688,141,1731,10071,9212,58,64,252,1311,32837,10066,17748,639315
2001:Q1,1566444,513107,616942,436680,155353,237531,43796,-285,1566444,237925,768105,167335,163975,121248,107857,1056,22753,18085,2698,146,1824,10952,9718,63,61,274,1330,33517,10585,17548,642655
2001:Q2,1594019,522724,627822,443758,158286,240792,44680,-285,1594019,244745,781704,169865,164276,122650,110779,1075,24056,19299,2750,148,1859,11159,9903,65,62,280,1520,33990,10787,17882,652789
2001:Q3,1611579,528990,634560,448313,160086,243009,45218,-284,1611579,250644,788660,171896,164750,123991,111639,1080,24558,19783,2761,148,1866,11205,9943,65,62,281,1380,34277,10832,17956,660416
2001:Q4,1625991,534381,640008,451886,161429,244800,45657,-284,1625991,253854,795595,173697,164790,125525,112533,1090,24700,19882,2785,150,1883,11303,10029,65,63,284,1328,34635,10925,18111,668144
2002:Q1,1637530,549356,632362,455904,163428,246622,45854,-92,1637530,256082,800148,175204,165476,127090,113528,951,24118,19231,2753,152,1982,12006,10336,60,61,357,1266,35127,10802,18444,671931
2002:Q2,1649251,553820,636543,458981,164501,248305,46175,-93,1649251,260334,802609,177269,166171,128723,114142,958,24162,19241,2773,154,1994,12082,10401,60,62,358,1197,35428,10871,18563,679984
2002:Q3,1664402,559252,642111,463132,165848,250677,46607,-93,1664402,264611,807049,179445,167225,130149,115923,972,24514,19516,2815,156,2027,12273,10566,63,64,364,1143,36063,11043,18858,690099
2002:Q4,1680740,564956,648171,467705,167232,253392,47081,-92,1680740,271001,810288,181986,168393,131414,117658,988,24833,19758,2860,158,2057,12463,10730,64,65,370,1091,36690,11214,19150,700811
2003:Q1,1695027,585863,637583,471633,165438,258073,48122,-52,1695027,278379,811539,184257,169697,133034,118122,863,24677,19540,2817,156,2164,13378,10743,58,63,447,1178,36362,10782,19571,703389
2003:Q2,1708795,590745,642455,475647,166533,260607,48507,-52,1708795,282905,815283,185650,171157,134215,119587,873,25009,19808,2851,159,2191,13540,10873,59,64,453,1134,36861,10912,19809,709578
2003:Q3,1725712,596758,648501,480506,167929,263595,48982,-53,1725712,288629,820008,187620,173046,135479,120931,883,25390,20137,2880,160,2213,13677,10983,60,65,457,1089,37293,11024,20010,718277
2003:Q4,1746857,604346,656163,486399,169732,267070,49597,-51,1746857,296331,825934,190355,175097,136806,122336,893,25634,20319,2914,162,2239,13843,11117,61,66,463,1046,37803,11157,20253,728572
2004:Q1,1773987,634412,651482,487849,168067,269964,49818,244,1773987,304739,835292,193814,177340,138549,124252,825,26003,20444,2949,163,2447,14789,11278,60,66,501,1010,38424,11016,20280,738446
2004:Q2,1803609,645862,661927,495575,170579,274347,50649,245,1803609,313410,845237,197462,179387,141790,126319,838,26454,20806,2997,164,2487,15032,11464,61,66,509,969,39113,11199,20614,751435
2004:Q3,1835145,658669,672734,503497,173269,278715,51513,245,1835145,322922,855288,201288,181235,146200,128217,849,26954,21225,3039,168,2522,15242,11625,65,70,515,931,39710,11355,20901,763876
2004:Q4,1874613,674386,686340,513642,176759,284259,52624,245,1874613,332070,871997,205771,183979,150387,130409,865,27354,21525,3093,170,2566,15512,11831,65,71,525,894,40467,11554,21271,771532
2005:Q1,1911601,714377,682772,514328,177412,284961,51955,124,1911601,340625,888558,210380,186709,152477,132850,803,27627,21695,3061,177,2694,15568,12011,62,80,507,868,42645,11564,21115,781788
2005:Q2,1948969,729807,695313,523726,180656,290076,52994,123,1948969,349554,904891,214892,189111,155986,134535,813,27916,21907,3102,179,2728,15775,12170,62,81,514,830,43260,11718,21396,794196
2005:Q3,1989676,746569,709094,533889,184254,295516,54119,124,1989676,362074,920027,220115,191665,160099,135699,821,28196,22135,3128,181,2752,15905,12271,65,84,517,798,43657,11814,21571,807829
2005:Q4,2033961,764165,724477,545195,188296,301511,55388,124,2033961,372439,940963,225367,194654,162983,137555,832,28609,22468,3170,183,2788,16118,12436,65,85,525,764,44287,11973,21861,816858
2006:Q1,2070428,799018,722514,548708,191055,302730,54923,188,2070428,380649,958098,229978,197403,164924,139376,782,28794,22746,2934,188,2926,15712,12384,52,103,600,740,46414,12281,21514,824024
2006:Q2,2107095,814698,734520,557688,194310,307501,55877,189,2107095,387116,975425,234173,199969,169332,141082,793,29118,22995,2970,190,2963,15908,12539,53,104,607,708,47035,12434,21783,836044
2006:Q3,2141108,828801,745801,566317,197306,312229,56782,189,2141108,392219,992598,238077,202659,172530,143028,803,29446,23236,3012,193,3005,16139,12719,55,108,616,676,47756,12613,22097,846871
2006:Q4,2178030,844397,757948,575496,200482,317280,57734,189,2178030,396924,1011658,242278,205111,177368,144693,814,29677,23390,3050,195,3042,16342,12879,56,109,624,647,48396,12773,22376,857821
2007:Q1,2214675,855904,770602,587275,204555,324905,57815,894,2214675,402142,1028654,245975,208395,182563,146941,791,29268,23048,3205,68,2947,16045,12749,46,123,1011,623,49813,13931,22541,864408
2007:Q2,2240927,866769,779070,594195,206763,328979,58453,893,2240927,404700,1041754,248537,211245,185852,148834,801,29796,23503,3241,70,2982,16231,12897,46,124,1022,604,50417,14093,22803,874987
2007:Q3,2265601,876807,787175,600727,208880,332809,59038,892,2265601,407427,1053457,251000,214310,189011,150395,809,30223,23870,3273,70,3010,16386,13019,49,127,1032,586,50920,14225,23019,885686
2007:Q4,2289796,886689,795253,606963,211005,336360,59598,891,2289796,409095,1065011,253746,217266,192586,152090,818,30641,24222,3307,71,3041,16560,13158,49,128,1043,570,51483,14377,23263,894304
2008:Q1,2319795,886497,806184,627056,221196,346782,59078,58,2319795,409312,1083350,256324,221010,195962,153837,785,29993,24510,2263,151,3069,16789,13217,63,134,1861,495,50330,15326,24844,898356
2008:Q2,2347199,897195,815514,634432,223724,350979,59729,58,2347199,408914,1100339,258710,224461,198949,155826,796,30419,24869,2292,151,3107,17002,13385,64,135,1885,518,50947,15517,25158,908983
2008:Q3,2376040,908442,825651,641889,226378,355102,60409,58,2376040,406500,1120180,261294,227710,202634,157722,806,30823,25207,2319,153,3144,17205,13544,64,137,1908,525,51551,15703,25456,915046
2008:Q4,2392815,915201,831702,645854,227813,357329,60712,58,2392815,403137,1131129,262561,230255,207098,158633,809,31025,25376,2332,155,3162,17300,13619,65,137,1918,520,51849,15791,25600,921823
2009:Q1,2387440,892690,834541,660195,237413,361612,61170,14,2387440,400172,1126110,261611,231330,209304,158912,807,31015,25399,2363,144,3109,17703,13707,83,164,2615,460,47419,17018,27921,922341
2009:Q2,2369055,885082,828600,655359,235443,359353,60563,14,2369055,397111,1113431,258713,232533,209023,158244,803,30992,25404,2350,144,3094,17613,13639,83,163,2602,448,47188,16932,27781,920949
2009:Q3,2358981,880478,825381,653110,234260,358637,60213,12,2358981,394984,1107523,256532,233973,208653,157315,798,30933,25383,2335,143,3072,17494,13546,80,160,2585,439,46873,16816,27591,921651
2009:Q4,2369630,883616,829167,656834,235081,361319,60434,13,2369630,397709,1111441,256867,236725,209528,157359,797,31083,25537,2333,143,3070,17479,13535,80,159,2583,438,46833,16803,27569,919658
2010:Q1,2374552,875327,827445,671732,237742,373115,60875,48,2374552,397499,1113596,256439,239315,210991,156712,797,30770,25303,2346,108,3013,17283,13291,110,189,4068,381,43043,17972,28808,916232
2010:Q2,2382724,877692,830128,674858,238254,375626,60978,46,2382724,395316,1119899,255980,242530,212717,156283,796,30736,25284,2340,108,3004,17228,13249,108,187,4056,377,42910,17916,28720,916125
2010:Q3,2391773,880828,833113,677785,238980,377662,61143,47,2391773,395754,1124383,256393,244903,214172,156166,794,30681,25234,2337,108,3002,17220,13243,108,187,4053,371,42896,17907,28706,913959
2010:Q4,2412516,888407,840229,683833,241024,381165,61644,47,2412516,398194,1136102,257629,248211,215771,156606,797,30651,25184,2346,108,3013,17284,13292,110,189,4069,0,43429,17973,28812,913616
2011:Q1,2437233,885823,851910,699393,248145,390098,61150,107,2437233,399761,1151062,259021,251829,217868,157689,773,29716,23576,2970,105,3065,17110,13109,154,235,2995,0,45250,18294,30053,920179
2011:Q2,2463586,896004,860897,706576,250793,393978,61805,109,2463586,401350,1167136,260493,254243,220735,159626,782,30252,24045,3002,107,3098,17298,13253,155,238,3027,0,45746,18493,30382,927488
2011:Q3,2487575,905442,868955,713072,253201,397482,62389,106,2487575,402870,1181274,261335,256382,223787,161924,789,31231,24961,3033,107,3130,17474,13387,158,241,3059,0,46211,18682,30692,936399
2011:Q4,2509057,914135,876155,718660,255403,400312,62945,107,2509057,404822,1194378,261519,257296,226477,164565,796,32665,26337,3061,108,3159,17635,13512,159,243,3087,0,46638,18855,30975,941478
2012:Q1,2538270,917105,888053,732980,264202,406321,62457,132,2538270,406086,1214021,261573,259699,228899,167992,773,33787,27130,3266,113,3278,17886,13621,238,328,2616,0,48009,18317,32417,942140
2012:Q2,2563893,926976,896826,739957,266913,409928,63116,134,2563893,409221,1229350,263784,261217,231364,168958,779,33703,26994,3292,113,3304,18025,13727,240,330,2637,0,48385,18461,32671,950310
2012:Q3,2590148,936871,905752,747393,269954,413622,63817,132,2590148,413989,1243286,268489,262603,233243,168536,787,31686,24898,3331,114,3343,18238,13888,243,335,2669,0,48956,18678,33056,953695
2012:Q4,2609909,944417,912236,753123,272566,416187,64370,133,2609909,418743,1252577,275284,263031,234415,165856,796,27519,20659,3366,116,3378,18437,14040,245,338,2697,0,49488,18880,33416,957395
2013:Q1,2633212,951416,918690,763032,282502,417248,63282,74,2633212,426504,1260934,268793,263302,235953,177725,770,35998,29534,2726,118,3620,19029,14530,279,378,2853,0,51672,18322,33894,960348
2013:Q2,2664353,962853,929197,772229,286405,421729,64095,74,2664353,434489,1274798,276140,265177,237794,175951,780,32360,25814,2761,120,3665,19279,14721,283,383,2891,0,52351,18563,34340,967203
2013:Q3,2694774,974066,939325,781310,290334,426085,64891,73,2694774,442807,1288379,281683,266785,239751,175370,788,30350,23735,2790,121,3704,19471,14867,286,387,2919,0,52872,18749,34681,969734
2013:Q4,2734075,988359,952508,793133,295353,431864,65916,75,2734075,452602,1307069,286267,269059,242220,176859,795,30452,23776,2816,122,3738,19656,15010,289,391,2948,0,53377,18928,35013,973431
2014:Q1,2774727,1012762,956000,805908,302658,438169,65081,57,2774727,463154,1326901,289563,270668,244358,180084,768,31028,24054,2994,116,3864,19868,15389,260,363,2378,0,56770,18927,34333,974446
2014:Q2,2801796,1023153,964723,813863,306373,441687,65803,57,2801796,466873,1343629,291455,270825,246210,182800,776,32321,25281,3021,119,3900,20059,15536,263,367,2400,0,57313,19106,34659,976821
2014:Q3,2838027,1036717,976897,824355,311140,446450,66765,58,2838027,475033,1362140,295152,271666,248216,185819,785,33545,26423,3057,119,3946,20298,15720,266,372,2429,0,57995,19335,35074,982501
2014:Q4,2864190,1046555,985735,831842,314802,449565,67475,58,2864190,478739,1378050,298230,271957,249441,187776,794,33926,26728,3089,121,3988,20508,15884,270,376,2453,0,58595,19535,35435,991636
2015:Q1,2891206,1049918,993273,847935,322793,457332,67810,80,2891206,483581,1393703,301833,272865,250198,189028,775,34074,26889,2647,121,4417,20424,15986,272,370,1624,0,61962,19651,33890,993458
2015:Q2,2912863,1058488,1000351,853945,325936,459622,68387,79,2912863,487922,1405003,304508,272471,252095,190868,784,34301,27042,2674,122,4463,20636,16153,276,374,1641,0,62606,19854,34243,999260
2015:Q3,2936824,1067580,1008320,860846,329417,462403,69026,78,2936824,494561,1415177,307191,272526,253703,193668,795,34856,27493,2713,123,4527,20934,16384,278,378,1665,0,63504,20140,34734,1013449
2015:Q4,2950861,1072964,1012866,864953,331830,463702,69421,78,2950861,500190,1419170,308849,271876,254562,196216,806,35417,27961,2747,125,4584,21194,16589,283,384,1685,0,64298,20391,35169,1020849
2016:Q1,2961432,1069122,1014087,878265,343250,464547,70468,-42,2961432,504968,1421158,309627,271498,255142,199040,783,37733,29852,2618,135,5128,21283,16748,320,403,1188,0,66340,20817,33425,1012280
2016:Q2,2994919,1081571,1025139,888251,347935,469016,71300,-42,2994919,513384,1435660,312605,273107,258254,201911,795,38254,30258,2656,137,5203,21592,16992,324,408,1206,0,67307,21121,33912,1023173
2016:Q3,3020246,1090697,1033451,896140,351759,472422,71959,-42,3020246,521924,1445013,314848,274165,259753,204543,804,38706,30602,2692,139,5273,21881,17218,328,413,1221,0,68205,21403,34364,1035618
2016:Q4,3055839,1103592,1045128,907161,356821,477475,72865,-42,3055839,529973,1462245,318045,276011,262184,207383,817,39016,30789,2732,140,5355,22214,17482,334,420,1240,0,69244,21728,34888,1041157
2017:Q1,3089409,1111635,1041488,936339,370647,492533,73159,-53,3089409,535849,1480070,321332,277232,265130,209795,822,41872,31975,4238,134,5525,22183,17632,378,444,952,0,68648,22988,33876,1059587
2017:Q2,3128974,1125992,1054326,948709,376309,498238,74162,-53,3128974,544764,1499213,325159,279083,267906,212852,835,42326,32274,4304,137,5611,22526,17906,383,450,967,0,69712,23345,34402,1071352
2017:Q3,3170459,1141295,1067677,961540,382169,504172,75199,-53,3170459,553541,1520165,328532,281006,271390,215826,843,43317,33148,4354,138,5677,22788,18114,389,457,978,0,70523,23616,34801,1077597
2017:Q4,3206971,1154622,1079306,973097,387421,509584,76092,-54,3206971,560261,1538203,331420,283373,274432,219281,855,44387,34078,4414,140,5755,23104,18365,393,462,991,0,71497,23943,35284,1081688
2018:Q1,3249473,1157842,1086499,1005149,402635,526220,76294,-17,3249473,573435,1553907,336164,286329,278571,221070,843,47601,36596,4415,149,6441,23018,18498,359,411,787,0,70070,25187,34296,1095361
2018:Q2,3295192,1174813,1100875,1019518,409091,533061,77366,-14,3295192,583623,1573448,340796,289241,283666,224418,856,48033,36842,4490,152,6549,23404,18808,365,418,800,0,71248,25612,34874,1109494
2018:Q3,3334439,1189111,1113454,1031890,414851,538721,78318,-16,3334439,591235,1591813,344807,291531,287119,227933,872,48470,37083,4569,154,6664,23814,19136,371,425,813,0,72491,26059,35482,1121761
2018:Q4,3371311,1202910,1125232,1043183,420315,543675,79193,-14,3371311,597605,1609419,348463,293499,291254,231067,885,48813,37251,4639,157,6766,24183,19435,377,432,826,0,73618,26463,36035,1130956
2019:Q1,3419479,1212968,1130851,1075544,440275,556015,79254,116,3419479,603988,1636291,352420,296891,293934,235957,847,54328,42605,5530,168,6025,24601,19944,267,370,744,0,72247,27545,35064,1142780
2019:Q2,3465557,1230075,1145738,1089627,447116,562120,80391,117,3465557,610644,1660830,356420,298162,298156,241346,867,55802,43828,5649,171,6154,25131,20373,273,378,760,0,73804,28138,35820,1158370
2019:Q3,3503177,1243281,1158051,1101730,452762,567650,81318,115,3503177,618793,1677687,359958,300036,300821,245884,880,57073,44888,5748,174,6263,25574,20732,279,385,773,0,75103,28634,36451,1169890
2019:Q4,3531149,1252620,1167269,1111143,456993,572141,82009,117,3531149,625483,1689838,362903,301602,302568,248754,891,57900,45582,5812,176,6330,25851,20956,281,389,781,0,75916,28944,36845,1180123
