1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q1,-21281,-19469,14739,957,10082,-2101,-7161,137,-17507,-21281,-31170,5337,-21120,-11972,-3295,-120,15912,5034,-1,0,33,0,-2407,-10,13263,0,-6023,-21281,1940,20201,-8978,-1660,-5762,-1861,-23227,0,-25674,-13818,205,500,-301,-1530,108,-7385,-808,0,10493,27749,9683,-28509,152,6301,-392,0,6
1993:Q2,96183,11041,31268,42473,54286,-2831,-9120,138,11400,96183,69271,65088,-15542,-457,20319,-137,28994,6626,79,0,148,0,5861,-1,16281,0,-2083,96183,9540,18939,-799,-519,-6266,-1815,91416,0,33790,-1329,172,4500,-396,-1160,-324,10294,-1139,0,25318,1504,11920,8256,267,-727,470,0,-4773
1993:Q3,83903,-4110,18559,45448,52414,-1280,-5824,139,24006,83903,77346,85033,-16827,-4889,14204,-175,9968,6388,84,0,-35,0,5112,-4,-1577,0,-3411,83903,-11301,-2192,75,-361,-4340,-4482,98885,0,23598,-7924,162,3800,-400,-2747,494,15502,549,0,17801,29255,14420,-3763,272,8328,-462,0,-3681
1993:Q4,115471,11410,33152,27408,39853,1654,-14239,140,43501,115471,102859,90577,-10073,-2639,25274,-280,12390,3877,26,0,99,0,2497,2,5889,0,222,115471,2716,5213,8611,-779,-9236,-1093,120078,0,34544,-603,187,3300,-320,-7093,-1840,21324,-526,0,14129,26211,20286,3099,115,8747,-1481,0,-7324
1994:Q1,31800,3613,7417,23064,31519,-126,-8693,364,-2293,31800,42963,30926,22329,-1209,-9079,-4,-7731,-2598,24,0,9,-4790,-6511,45,6090,0,-3432,31800,-13917,6018,-3940,-1021,-10623,-4351,35805,0,-10973,-3072,315,1500,-169,-1741,-437,-7472,108,0,4880,42531,12551,-4000,1068,910,-193,0,9912
1994:Q2,112017,10028,18573,48713,47557,1187,-401,369,34704,112017,117233,83743,17368,7176,8860,86,-5039,7413,41,0,6,0,-5796,49,-6752,0,-177,112017,-475,-1888,3003,1806,-1479,-1917,114873,0,48577,-3891,427,7800,-169,610,16,10168,304,0,8702,33121,6769,1684,1211,-930,474,0,-2380
1994:Q3,124873,12154,20360,50986,50741,-120,-7,373,41373,124873,122060,88015,16600,6099,10903,443,4085,8084,117,0,9,0,-796,56,-3385,0,-1272,124873,1086,715,2784,256,1889,-4559,123513,0,54449,3439,756,7800,-170,-151,-2,15601,83,0,8459,22516,9195,4135,1093,-3535,-155,0,274
1994:Q4,185555,27852,54701,41788,47673,-190,-6068,373,61215,185555,170275,118841,27807,3275,20482,-129,13669,9160,41,0,332,0,1804,23,2309,0,1611,185555,23352,2046,12795,909,10852,-3250,168426,0,69257,9390,1735,7000,-169,977,-4766,22550,175,0,8694,17114,11473,22550,158,2483,-196,0,-6222
1995:Q1,65066,29707,-1345,33327,28134,-580,5327,446,3377,65066,69655,27732,49118,8939,-16243,109,-5642,-6050,-78,0,-8,0,-1807,-23,2324,0,1053,65066,-11785,5100,-6590,-778,-1193,-8324,72259,0,50724,5294,409,2700,-245,1521,196,-7313,198,0,-5153,7841,10918,9175,548,-5201,647,0,4592
1995:Q2,157239,41705,21905,55050,49927,2250,2421,452,38580,157239,141782,89704,29114,12877,10124,-37,12407,323,-33,0,39,0,5207,-54,6925,0,3050,157239,-2050,2384,1163,-353,-4896,-348,160301,0,67261,12417,813,5400,-244,2187,197,10840,161,0,2885,19152,18510,21674,433,-1108,-277,0,-1012
1995:Q3,148444,17078,23720,61175,56804,1175,2740,456,46472,148444,144114,112386,10175,13390,7573,589,5333,1212,23,0,-13,0,933,-31,3209,0,-1003,148444,-10079,1434,-1914,-565,-1433,-7601,156906,0,51570,3426,508,4900,-256,4683,196,15276,188,0,7679,27632,26345,5927,529,8610,-307,0,1617
1995:Q4,148042,21260,30807,37414,33024,3618,315,457,58561,148042,122128,93086,20930,11151,-2515,-523,24125,8104,5,0,-99,0,-1592,38,17669,0,1789,148042,5795,20565,6872,-357,-13345,-7941,147434,0,30580,4254,987,3700,-234,848,197,5201,192,199,12054,43701,34085,9762,-244,1583,351,218,-5187
1996:Q1,108734,18780,37747,58160,49516,871,7102,671,-5952,108734,87932,54675,22116,13341,-2333,133,19462,-1989,-22,0,648,0,8848,38,11939,0,1340,108734,145,10623,-9692,-398,7022,-7410,104147,0,19253,2579,881,1101,-245,1387,195,4999,188,199,-5464,29364,21891,17096,-126,10859,-376,366,4442
1996:Q2,166008,24459,34302,72876,59560,3247,9398,671,34372,166008,154737,96964,23585,21790,11839,559,7877,13150,-56,0,72,0,-500,53,-4842,0,3394,166008,-8593,-5490,-5829,-560,1400,1886,174524,0,50562,7769,591,7900,-4,1106,195,12466,198,199,13137,43610,32593,2933,-269,1083,89,366,77
1996:Q3,156558,30342,24728,68221,64894,2405,243,679,33267,156558,151714,95424,24166,20636,11235,253,4539,8357,74,0,-104,0,-1659,64,-2193,0,305,156558,-7598,-1705,-4625,-189,-10,-1069,150889,0,61816,10596,458,6623,-28,-1580,198,13514,202,199,6045,35659,19930,-540,-150,-2573,152,368,13267
1996:Q4,210967,20584,78802,67550,49281,5809,11782,678,44031,210967,152223,96007,12040,17295,32669,-5788,56233,7238,72,0,501,0,5786,36,42600,0,2510,210967,51426,38623,8520,-214,-2897,7394,173438,0,46888,8245,72,6049,-145,-2007,128,26377,208,199,8728,32344,30388,7606,1010,7816,343,-812,-13897
1997:Q1,73051,39482,-786,54057,45686,244,7118,1009,-19702,73051,88179,38920,30479,20841,-7452,5391,-15811,-5171,-43,0,191,0,-3386,47,-7449,0,683,73051,-3087,-10626,-1097,-698,5056,4278,71463,0,26100,5157,95,1251,78,19,263,-9633,212,858,-9559,28651,11546,7864,885,7813,-403,266,4675
1997:Q2,196668,39748,56882,76176,54537,4043,16576,1020,23862,196668,156418,91460,26004,27825,11353,-224,35741,15676,49,0,33,0,1622,179,18182,0,4508,196668,24972,15250,4949,-272,781,4264,170028,0,77100,9340,381,6868,-117,2659,275,10304,214,858,13076,22162,20006,-5120,1858,9906,-9,266,1668
1997:Q3,211212,8154,62991,112300,92633,2212,16424,1031,27767,211212,194763,118366,30327,26686,18863,521,17562,9295,42,0,46,0,4140,48,3991,0,-1113,211212,20565,1973,7524,-379,6477,4970,187211,0,47471,-8681,522,6245,-8,-1087,305,15481,222,859,8050,28567,37769,32230,1340,17927,-266,265,3436
1997:Q4,264800,47077,109319,70044,41905,5441,21666,1032,38360,264800,230536,92282,69776,29194,39832,-548,30214,15435,84,0,-86,0,-3939,416,18304,0,4050,264800,55665,18896,23014,-294,719,13330,201653,0,57371,7917,436,4001,-138,618,-46,25863,225,858,14921,35206,66777,-21022,3154,4595,652,265,7482
1998:Q1,154881,22618,63090,89295,68550,6614,13000,1131,-20122,154881,119001,50966,23725,40357,3969,-15,35472,8050,122,0,1,0,-1466,372,28393,0,408,154881,37356,24080,-8548,1889,3805,16130,111962,0,34452,-6000,319,-12,-27,166,31,-11022,1066,566,8382,21261,44380,7238,2063,8742,178,179,5563
1998:Q2,288229,48910,77384,118233,90766,7328,18996,1143,43701,288229,247622,134359,34694,51857,26604,108,40824,19090,61,0,-155,0,5879,232,15717,0,-218,288229,30183,12470,-4070,1889,2795,17099,260674,0,51572,308,967,5804,-43,3231,45,11557,2008,909,17164,61834,75567,15628,2862,11222,-255,293,-2628
1998:Q3,272307,30576,85668,123089,91656,8532,21745,1156,32974,272307,224209,114321,41751,44559,23314,264,48023,19890,262,0,418,0,-6223,507,33169,0,75,272307,45923,37014,-4072,1890,1700,9391,226096,0,51044,2407,651,4544,-257,713,142,14812,818,585,23653,66858,45967,16443,129,-2609,12,184,288
1998:Q4,335480,32917,104478,157531,107382,13394,35599,1156,40554,335480,300998,144066,82543,45917,28701,-229,33743,41922,108,0,453,0,-1211,9,-7538,0,739,335480,3496,-4495,269,1888,-2349,8183,336202,0,104812,-10025,407,3509,51,5929,-425,28050,911,605,50694,42722,61147,45580,-3304,3553,1795,191,-4218
1999:Q1,168889,7555,36262,123945,89983,9494,23455,1013,1127,168889,170576,83684,50466,45384,-8958,0,-873,9181,382,0,831,0,-4242,-342,-6683,0,-814,168889,-5407,-1330,-10139,-436,3183,3315,153315,0,17321,-18888,-647,2195,-48,-613,453,-10409,383,389,7735,94041,35441,19552,-1258,7898,-526,296,20981
1999:Q2,242132,16872,57027,139050,108572,6468,22987,1023,29183,242132,209010,152111,2828,40504,13485,82,35517,28380,339,0,765,0,1997,-23,4059,0,-2395,242132,2099,1762,-6971,-592,2308,5592,262659,0,53691,-16787,1371,7405,27,5275,454,11174,1175,1036,31108,70632,46659,25054,-392,23213,616,948,-22626
1999:Q3,306288,27503,70245,168226,132024,10621,24546,1035,40314,306288,249739,157613,28870,52826,10466,-36,54714,35817,694,0,283,0,2867,-79,15132,0,1835,306288,14869,22423,-7675,-592,4849,-4136,297115,0,98854,2771,615,9500,52,2138,453,15286,-113,826,41468,63575,41540,20069,6,2038,-2699,736,-5696
1999:Q4,377052,46422,147631,141272,94810,13893,31534,1035,41727,377052,289795,167737,39088,58553,26092,-1675,87453,30769,824,0,-1139,0,9959,-77,47117,0,-196,377052,36808,46910,-4086,-592,-5783,359,355627,0,138420,4671,945,7555,-70,4900,453,27750,1832,619,28314,46314,9529,42205,-1485,42109,1041,525,-15383
2000:Q1,271785,20258,147550,103833,71194,6773,26483,-617,143,271785,210972,127215,58676,44002,-18958,37,63366,9510,-734,0,-192,0,-5773,-879,61383,51,-2554,271785,52855,56825,-3775,-163,3427,-3459,217675,0,82076,-3569,1412,4378,632,-1784,213,-11190,-1387,1248,8389,29968,15707,35785,-3811,58992,-716,1331,1255
2000:Q2,286951,47080,29787,162078,124187,8419,30089,-617,48006,286951,264877,141545,51937,63519,7817,59,20795,32546,227,0,-277,0,7358,-808,-18251,0,1279,286951,-15144,-16411,2731,-164,991,-2291,300878,0,143047,2468,1064,11789,-696,4444,89,11035,441,1244,41558,33133,21371,42472,-203,-17021,2136,2507,1217
2000:Q3,231474,11946,13563,151764,125327,5319,21742,-624,54202,231474,212958,173684,-3797,37684,5153,234,17436,-6886,277,0,-89,0,3045,89,21000,0,1081,231474,13062,16208,702,-163,3232,-6917,224804,0,80410,1077,1060,8913,-168,3812,44,14700,-2960,971,-4708,59263,30773,29111,-222,6311,-2248,-1335,-6392
2000:Q4,305446,30460,60540,140252,104256,8773,27847,-624,74194,305446,244037,134471,50532,50701,8284,49,57043,8005,257,0,-183,0,-981,1080,46649,2216,4366,305446,62972,59343,6589,-163,507,-3304,249993,0,47819,17466,-568,5279,-38,2152,-112,8320,341,861,18318,77350,79491,29124,-340,-38604,-118,3252,-7519
2001:Q1,61372,-9670,-21234,83819,96851,4781,-18754,941,8457,61372,65658,54921,-38882,36567,12978,74,-20,7761,-152,0,-610,0,6498,-798,-13472,753,-4266,61372,-21306,-19724,-5546,842,1895,1227,66031,0,27367,-526,741,153,10,325,-1689,9914,-260,-2194,11326,42579,4926,10378,134,-38635,1076,406,16647
2001:Q2,272325,-22272,53485,206588,172071,11327,22238,952,34525,272325,258599,199445,-997,46566,13555,30,15250,928,212,0,23,0,6451,121,7018,497,-1523,272325,8373,7203,-1979,839,711,1599,251850,0,42375,-14158,1391,8456,33,2428,-163,12983,-1359,-2648,12772,101566,40632,46826,-344,2232,-73,-1098,12102
2001:Q3,390983,-8449,162254,207076,159640,9348,37126,962,30102,390983,290149,251806,-1086,36640,2868,-79,101962,8104,379,0,886,0,-693,135,93947,-796,-1128,390983,85550,93677,-2769,841,2977,-9176,292291,0,11352,-1347,509,8580,44,3133,-133,14654,441,-1424,16861,123067,61911,-7624,757,66923,-21,-5392,13142
2001:Q4,141006,-35424,-86867,185822,124486,16152,44222,962,77475,141006,173720,123273,-23982,44003,30350,75,-31325,6471,1100,0,354,0,8285,726,-50918,2657,-1389,141006,-36838,-41100,4387,841,-1685,719,195107,0,40219,-3971,5157,4351,168,3711,-199,29419,40,-1039,22958,71327,81834,272,425,-64344,-691,5470,-17263
2002:Q1,107812,-12092,-41504,169719,147469,6227,14326,1697,-8311,107812,130310,128209,-19539,35691,-14321,270,-23248,-9025,598,0,616,0,-1504,68,-14151,150,750,107812,-14803,-6745,-4448,-158,3303,-6755,129436,0,-30629,10056,-68,2882,2,1239,596,-10289,-59,105,-385,124636,37215,-1343,73,-13996,138,9263,-6821
2002:Q2,208880,-33473,-19461,227686,187893,10335,27742,1716,34128,208880,224696,182523,-12204,42843,11449,85,-16919,2927,500,0,317,0,11406,314,-33274,891,1103,208880,-25260,-27078,1253,-157,666,56,228242,0,48695,-11178,486,9560,23,1854,-26,10033,-140,127,18141,86192,50762,32498,2375,-18317,3,-2846,5898
2002:Q3,278242,-20230,19075,245433,209013,7093,27593,1734,33964,278242,278049,216529,7036,38599,15712,173,1872,10253,785,0,505,0,1045,98,-10780,-34,-1679,278242,5281,1243,1536,-156,3449,-791,255582,0,129909,-12368,994,8019,3,1264,66,14459,673,87,27946,42585,20552,39340,3404,-17615,38,-3774,17379
2002:Q4,327752,-19829,36161,266021,211946,16633,35707,1735,45399,327752,327879,238200,21526,40221,27829,103,367,-1459,91,0,642,0,5859,565,-8107,2776,-494,327752,9056,-6069,5605,-159,568,9111,320525,0,108836,-4971,-4090,3889,84,5140,-49,18515,405,193,20347,73406,59447,33168,5049,-2878,745,3289,-1829
2003:Q1,178436,-23905,8910,201317,170856,10652,22826,-3017,-7885,178436,162022,182542,-15701,16434,-21305,52,19016,4023,693,0,1137,0,-4356,200,17332,-13,-2601,178436,9559,16022,-2071,29,217,-4638,176009,0,51236,-9814,842,1127,6,793,-70,-19825,-1633,-250,28709,71872,46347,-2851,-1353,11594,-262,-458,-7132
2003:Q2,519355,-10118,207144,289521,241925,17591,33056,-3051,32808,519355,391732,382292,-14891,19620,4738,-27,129364,8914,398,0,379,0,14401,-1145,106263,154,-1741,519355,92491,100324,506,30,-1334,-7035,415425,0,123017,-8431,1027,10692,-57,3838,-170,11435,2566,-243,39336,62486,19652,50201,7110,81279,4053,7634,11439
2003:Q3,281328,-22747,-14821,281150,229452,18768,36014,-3084,37745,281328,294882,252587,-10397,17470,35136,86,-13022,2609,831,0,809,0,366,971,-18667,59,-532,281328,13423,1228,1483,30,-301,10983,269337,0,89767,-15671,1163,12875,-7,2706,35,10521,2108,-235,34983,82200,19470,43457,6737,-10892,183,-10063,-1432
2003:Q4,280526,12542,1718,223009,174082,24368,27643,-3084,43257,280526,292874,236220,2976,21280,32431,-33,-13841,10516,245,0,646,0,-4599,-58,-19450,-1141,1493,280526,-9942,-3702,-12948,28,-823,7503,293976,0,59080,8724,1416,8640,171,4461,117,26847,-7242,-382,13587,118814,65436,32095,7725,-45759,1010,-764,-3508
2004:Q1,288334,-17262,46844,265212,205806,11183,45124,3099,-6460,288334,231474,178235,14977,65396,-27203,69,61064,15714,-668,0,-100,0,3681,17,42443,-23,-4204,288334,42434,22999,502,1138,6340,11455,268631,0,105790,-3222,1451,4580,60,1265,-67,-13162,-3019,1485,14352,3137,81320,48340,7069,21455,242,-2445,-22731
2004:Q2,488640,18583,103978,348012,291414,15061,38437,3100,18067,488640,417303,306150,32897,62482,15715,59,71534,39523,1219,0,696,0,8569,1151,21157,-781,-197,488640,36907,33565,3911,1139,-4050,2342,452193,0,175308,-4256,2338,15082,76,2920,-45,10204,3112,2848,28007,20144,106897,63015,10871,14704,-711,1679,-460
2004:Q3,375714,11199,-4263,318443,252122,15440,47748,3133,50335,375714,379165,259974,44218,61930,12988,55,-1760,-4058,231,0,26,0,12000,-367,-9159,-433,-1691,375714,9043,-4700,1865,1137,1431,9310,365206,0,150203,-3263,1880,13009,115,5131,67,17546,-2976,2485,-5267,14233,143296,35374,-1204,-3172,411,-2662,1465
2004:Q4,618152,36846,190504,335558,267545,7987,56892,3134,55244,618152,529918,347810,81958,64156,35859,135,92476,17539,1519,0,2493,0,5775,4143,61323,-316,-4242,618152,64109,63192,9278,1138,-1292,-8207,554726,0,175176,15077,2607,7432,81,6731,-174,32857,-541,2802,23403,3253,127594,68175,37416,53414,-2429,1852,-683
2005:Q1,309655,13704,17462,293634,244923,9792,36671,2248,-15145,309655,328635,202488,40207,75320,10541,79,-17502,2855,384,1,-489,0,-7676,-1343,-11535,301,-1478,309655,2855,-9926,-3711,1336,-4077,19233,291660,0,76961,18436,2414,5627,49,1648,-87,-9335,-2350,2248,-3436,23163,161659,3162,7934,5454,-1214,-673,15140
2005:Q2,593042,57912,110954,396761,311553,19001,63935,2272,27415,593042,548916,328761,96217,86908,36916,114,46078,31954,786,2,569,0,617,1092,11176,-118,-1952,593042,45263,6278,1869,1337,-993,36772,527402,0,190974,12583,2333,15957,67,5037,-21,11461,-235,2705,24500,35169,197339,18718,11247,-10608,-667,10843,20377
2005:Q3,510113,23871,45132,395114,318085,16670,58061,2298,45996,510113,506612,352620,33246,86341,34165,241,4766,2426,75,9,88,0,4934,2627,-5490,97,-1265,510113,38270,-2247,2129,1337,2996,34055,461810,0,167492,17092,1569,16703,132,2875,-28,15947,-2074,2178,-7463,42601,174366,23489,9714,1650,280,-4713,10033
2005:Q4,571038,70586,78286,379996,281814,19428,76457,2297,42170,571038,543754,293281,117765,89977,42539,192,17117,3517,2037,18,119,0,7280,666,1313,2167,10167,571038,15270,293,2537,1336,-881,11985,551894,0,120746,25981,2949,7239,78,6722,-81,29688,1743,3414,-1415,63532,236201,71852,-1382,-18433,4350,-1290,3874
2006:Q1,476503,53166,45469,406344,324778,9000,71757,809,-28476,476503,450652,308865,55065,98940,-12292,74,27078,-3965,-59,5,719,0,-4682,-92,35165,-13,-1227,476503,8273,16924,-2970,-385,2783,-8079,460723,0,125355,25875,1128,3862,13,5197,5532,-12693,783,1832,3124,78735,183442,7659,9964,19622,-441,1734,7507
2006:Q2,631987,49725,148702,402834,330729,8909,62378,818,30726,631987,557581,364738,69600,107219,15796,228,68362,22575,1711,-7,345,0,-482,2713,41554,-47,6044,631987,38983,28498,-4998,-386,1587,14282,554754,0,186206,14496,-197,14895,108,10910,5532,9194,1149,2456,31908,64594,182850,31591,2179,7091,-3255,-6953,38250
2006:Q3,475200,43520,26285,343566,260229,10057,72454,826,61829,475200,468702,324017,30001,102361,12178,145,7339,1081,488,-19,639,0,-5452,1311,9242,49,-841,475200,164,-2950,-3615,-387,1534,5582,484438,0,106425,26239,570,12522,55,7927,5532,16558,2181,1858,7652,76913,166238,38426,115,13303,89,1835,-9402
2006:Q4,521689,48744,150286,266631,167127,15445,83232,827,56028,521689,523817,268175,100418,105787,49289,148,-4819,-5490,2089,-38,1145,0,-2247,-5558,2453,2827,2691,521689,29971,3921,-1829,-386,57,28208,494187,0,108746,14610,2349,5646,541,6291,5531,31036,-1007,3655,8816,72394,195521,12815,-23190,41405,965,8063,-2469
2007:Q1,398579,36519,92442,286161,222407,18943,43668,1143,-16543,398579,355337,183175,46127,114746,11077,212,40496,-15580,-2636,-6,1260,0,8892,5749,42429,388,2746,398579,61688,22881,-3592,1861,4736,35802,301176,0,17677,24165,-1100,564,114,5970,555,-11731,1413,10827,-10423,115659,153542,-7769,10948,-10153,-1659,2577,35715
2007:Q2,617235,59138,218783,302521,211807,13158,76401,1155,36793,617235,518361,289853,103495,116435,8402,176,96000,11651,2648,2,3227,0,15321,-1316,64451,16,2874,617235,65906,54233,-4100,1860,638,13275,531671,0,139850,16046,22,11512,506,10536,554,-9510,1676,11512,25992,121712,148987,103,-8414,64890,219,-4522,19658
2007:Q3,764955,137601,240866,310448,198146,25243,85891,1168,76040,764955,557590,240795,187254,115793,13595,153,203372,163402,9476,752,6172,0,23283,-4041,4640,-312,3993,764955,34817,27846,-3217,1861,2108,6219,712148,0,195970,52191,1636,12772,255,8671,554,20195,1794,7109,193902,175797,66330,15867,-7694,-35247,439,1607,17990
2007:Q4,661178,98095,291773,217386,121468,35855,58895,1168,53924,661178,486643,193768,132150,119040,41560,125,167251,38089,3927,-13,3385,0,5270,-2115,108851,9857,7284,661178,109214,114319,-4205,1861,-843,-1918,547722,0,179988,29415,-3226,8217,479,11187,554,45484,7807,6620,64148,212848,-46668,-2077,-10107,27743,1704,13606,4242
2008:Q1,450222,116339,186985,154367,91500,13531,43870,5466,-7469,450222,270386,130062,68455,84907,-13148,110,178077,29480,-3800,29,2984,0,1382,-695,147924,773,1759,450222,92720,100738,-4509,-744,5671,-8436,358521,39743,116479,13348,715,2213,100,10161,-2003,-7025,-1519,3179,52276,139591,-43832,17311,-14843,33068,-395,-46,-1019
2008:Q2,64099,8632,-26030,63052,5076,13173,39337,5466,18445,64099,81640,-29321,28059,89087,-6389,204,-16439,2323,6900,105,1315,0,14197,-1165,-68303,28189,-1102,64099,-10394,-130,-405,-741,3728,-12846,82224,-9460,33996,-6206,-275,14511,158,9836,-2001,8984,-8485,2597,29184,160212,-62190,-20404,-6300,-64693,1164,1596,-7731
2008:Q3,598664,347965,203745,23593,-12386,5713,24739,5527,23361,598664,254671,145122,26876,73517,8881,275,344312,79334,8100,701,8814,0,-16712,633,195685,67757,-319,598664,-19183,-5288,-1780,-743,8217,-19589,634496,259522,62512,20437,135,14296,-338,13033,-2002,25894,-1613,6191,87179,135780,-65203,-21432,-5736,78849,-686,27678,-16649
2008:Q4,-275724,208463,-461909,-22254,-55579,5322,22444,5559,-24,-275724,-144699,-219566,-52667,77703,49585,246,-138962,-111627,-2900,535,11029,0,-5949,-1578,-415474,387002,7937,-275724,-229465,-219966,-1297,-744,11931,-19389,-47944,200606,3063,27962,-450,5624,307,4213,-2003,59760,-2320,436,-68321,71841,-91455,-56440,-21878,-175788,1882,-4983,1685
2009:Q1,-564594,-207124,-329408,37585,37768,1037,-4006,2786,-65647,-564594,-253056,-59298,-154901,-13003,-26004,150,-311763,-97164,-10300,-503,439,0,-6559,-2136,-107026,-88514,225,-564594,-62377,-73460,-523,-301,28183,-16276,-468436,-101648,-98004,-29100,76,508,31,-9160,-612,-17658,-465,585,-87129,85488,-82298,-55806,-25237,-52333,-1417,5743,-33781
2009:Q2,-321004,-230531,-69421,14017,16094,9838,-14733,2818,-35069,-321004,-113565,18023,-102696,-27486,-1600,194,-205091,-68590,-1800,42,-2041,0,10469,-243,-7987,-134941,-2348,-321004,47815,8828,-1855,-302,32580,8564,-374877,-134829,-116074,-37153,-1040,5168,31,-7398,-612,6749,-752,449,-84920,136177,-101677,-47126,-1450,3750,-771,6601,6058
2009:Q3,-275697,-195012,-61152,-29372,-11409,3167,-23978,2848,9839,-275697,-124144,47924,-139677,-29283,-3289,181,-147393,-58643,-200,-319,-2716,0,-17149,-77,17904,-86193,-4160,-275697,61877,17512,-1140,-302,53989,-8182,-327135,-70014,-193092,-37567,1223,3997,-248,-6957,-612,16324,24,353,-66743,141005,-85338,-40563,-5176,24640,284,-8675,-10439
2009:Q4,-142052,-124068,11867,-26156,7943,-4134,-32813,2848,-3695,-142052,-19903,45823,-99177,-27782,60938,295,-118838,-41755,-1800,230,556,0,-17184,-384,1273,-59774,-3311,-142052,55652,-1860,-256,-302,55791,2279,-194386,-41088,-115332,-26913,-887,-2108,-349,-5285,-611,65235,-715,-78,-43635,95659,-54923,-74115,-2344,32665,-1590,-17972,-3318
2010:Q1,-371012,-62283,-138694,-104475,-78665,-3708,-24099,1997,-65560,-371012,-297281,-122614,-141140,-13414,-21310,1197,-82494,-55956,-1100,-1664,-488,0,-18511,-51,-1125,-3599,8763,-371012,22946,4055,-2716,1043,20133,431,-396775,-5406,-163428,1902,-1698,-7860,-183,-5789,693,-15256,311,-1714,-80297,35217,-87873,-56128,5753,-21559,2394,4146,2817
2010:Q2,-158812,-36349,-40910,-66949,-17394,-5033,-46542,2020,-14604,-158812,-126183,-11875,-113129,-5123,4033,-89,-37579,-33689,-400,699,-1257,0,-5401,-103,2311,261,4950,-158812,16340,8731,-751,1041,16458,-9139,-153230,-9975,-61703,-23012,-7753,1778,-9,-3537,694,9788,203,654,-44307,66276,-64936,-34443,-5438,21536,1408,-454,-21922
2010:Q3,-74659,-20043,-19549,-60339,-28245,4526,-38661,2041,25272,-74659,-49019,-17098,-40374,-855,8941,367,-62772,-42871,200,47,-231,0,-25065,9,14305,-9166,37132,-74659,70599,10565,-695,1041,60334,-646,-120636,-21453,-41276,-3013,-275,1793,-38,1319,694,20123,292,1539,-74019,49438,-58868,-10051,-1199,10863,78,3417,-24622
2010:Q4,75878,22286,62689,-35835,-11689,2930,-29118,2042,26738,75878,85980,27530,-6008,59,63614,785,-22298,-16406,905,-495,-113,0,-14997,139,14681,-6012,12196,75878,67761,14680,405,1043,43771,7862,49811,-7941,-770,7605,-73,-1952,-98,-447,694,62616,-663,-1311,-17047,43301,-65533,-8647,-793,44647,836,-4613,-41694
2011:Q1,-98430,-12893,-18358,-48677,-22808,-3925,-25174,3230,-18502,-98430,-61531,6290,-28867,-17716,-22365,1127,-47861,-28834,-2412,3,844,0,1886,-1235,6331,-24444,10962,-98430,36392,-3942,-1489,-1452,56066,-12791,-139225,-28937,-141718,11694,-999,-6888,-42,-164,-1153,-10140,-310,12176,14959,47473,-66181,-20449,12300,33464,8013,-2323,4403
2011:Q2,-40472,23589,-29933,-58896,-27524,-3032,-31606,3266,24768,-40472,-90607,-14777,30667,-16335,-93737,3575,34433,-17849,-878,89,50,0,1509,-332,56304,-4460,15702,-40472,50262,41650,4298,-1451,25734,-19969,-109662,-13856,18763,6727,-1003,4830,266,7374,-1153,-81789,141,12993,-48672,48950,-34462,-26685,-1910,470,-2686,2040,18928
2011:Q3,163148,66901,92304,-45155,-20947,556,-28066,3302,49098,163148,152370,25380,41395,-16517,97984,4128,15149,-17579,931,65,315,0,8906,40,26785,-4314,-4371,163148,35150,-3775,-583,-1452,58291,-17331,69991,-12929,59714,22725,127,4431,270,9938,-1153,114720,2223,-4467,-66262,41262,-41836,-8551,-1190,-50572,607,934,58007
2011:Q4,112673,70736,4901,-17014,-15474,6748,-11590,3302,54050,112673,165895,26337,76993,-7662,72276,-2049,-65173,3519,408,-52,330,0,3973,46,-58751,-14646,11951,112673,-23218,-53154,718,-1451,21113,9556,158279,-11845,121720,4322,514,5273,335,6355,-1153,72744,-792,-1790,-24733,27385,-32791,10381,-389,-7775,-2355,-7127,-22388
2012:Q1,-69122,14643,-29026,-43556,-28453,2095,-18740,1542,-11183,-69122,-46181,-28033,-41820,37856,-17917,3733,-34616,-23060,-1270,402,1264,0,-4488,-159,6687,-13992,11675,-69122,64901,17115,-2478,-603,52579,-1712,-86017,-11528,-34951,-1994,-690,142,257,2633,298,-18023,-1535,719,-12447,24925,-35781,-12213,14,4217,19792,-9852,-48006
