1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q1,243953,39233,119688,8135,3498,16728,54081,2590,263833,178937,55090,0,29727,79,-19880,21554,-8196,9871,24118,31535,1640,-9057,-4275,-2811,4979,70,-8825,13197,1764,-9699,19610,-160,1682,-8324,1386,-9710,-555,-147,22,1075,-2956,4782,-14813,3597,-18410,109,4214,15272,-14248
1995:Q2,243076,38108,119467,7822,3437,17070,54390,2782,269054,183595,55174,0,30207,78,-25978,21888,-8269,4179,21881,40453,1657,-20230,-2073,2655,-2186,195,-8492,-35562,2243,-34839,-5139,-122,2295,-348,1412,-1760,-411,-532,1296,-198,41510,18157,-8699,-4117,-4582,-37,4312,22581,-17702
1995:Q3,244587,40167,120878,7972,3367,17420,51819,2964,254016,168351,55178,0,30410,77,-9429,22187,-7885,20643,46009,46432,1652,-2075,-480,-1133,2106,43,4761,-20513,8839,-1520,-28311,-1116,1595,-7601,179,-7780,7719,-1917,2073,-351,14333,1595,-25849,-62,-25787,589,4325,22530,-25366
1995:Q4,248942,40602,122317,7727,3298,17722,54154,3122,264494,181886,52194,0,30337,77,-15552,22496,-8000,14944,29308,41559,1625,-13875,-3256,2114,3722,125,10213,-21775,4564,-5344,-20672,-2091,1768,-7941,969,-8910,5631,-800,2675,353,2427,10619,-11542,1812,-13354,-523,4371,18313,-14364
1996:Q1,253476,41335,124443,7983,3253,17961,55230,3272,269482,184857,54562,0,29986,77,-16006,22778,-8625,15397,6545,33626,1574,-28654,-1620,-4121,5138,51,20232,6281,2458,1915,-831,-1069,3808,-7410,570,-7980,2969,-994,68,1029,-24863,27034,-4750,1435,-6185,133,4405,27246,8852
1996:Q2,259042,41481,126627,8382,3165,18230,57798,3360,278692,190774,58048,0,29790,80,-19650,22980,-8357,11687,22924,42682,1526,-21284,8124,1384,-279,-7,8287,9725,8766,-1754,-1218,745,3186,1886,536,1350,4699,1986,2212,430,-22199,29408,1222,-1655,2877,559,4500,23127,-11237
1996:Q3,257235,42331,127513,8321,3070,18546,54092,3363,261768,175731,56208,0,29745,84,-4533,23258,-8205,26930,43849,49229,1481,-6861,5526,-1840,1792,16,394,-23435,3727,-17560,-11755,-236,2389,-1069,1091,-2160,3732,506,195,307,24928,12387,-19271,3338,-22609,253,4590,26815,-16919
1996:Q4,263506,43527,129316,8338,2965,18795,57267,3299,277549,192167,55437,0,29854,91,-14043,23513,-8654,18124,32089,44622,1440,-13972,17188,2289,1777,63,3761,-26938,5678,-12407,-21794,83,1502,7394,1794,5600,3379,-2017,3117,572,23791,31160,7099,3134,3965,-5788,4744,25105,-13966
1997:Q1,266749,44446,130937,8277,2822,19078,58052,3137,279929,193201,56511,0,30115,102,-13180,23830,-8624,19274,28758,36733,1401,-9375,22203,-2581,3228,97,4074,-16475,5825,-12400,-7293,-208,-2399,4278,778,3500,2643,-539,-25,1448,26055,31578,2786,1009,1777,5391,4768,18633,-9485
1997:Q2,268580,44234,132671,8390,2727,19374,58227,2957,286031,199850,55930,0,30143,108,-17451,24184,-8830,15563,35330,45685,1409,-11764,22224,2578,-1287,54,-2268,9177,1716,-8038,12861,112,2526,4264,1114,3150,2619,-8391,1449,842,13187,33988,12751,-2395,15146,-224,4817,16644,-19767
1997:Q3,271428,46019,134158,8887,2660,19591,57322,2791,272243,185179,57009,0,29943,112,-815,24445,-8900,32530,44023,53109,1465,-10551,20308,19,2916,94,3356,-19529,4297,-12147,-11424,-544,289,4970,1030,3940,4865,-6567,2002,649,27533,30859,8216,5270,2946,521,4898,17224,-11494
1997:Q4,279472,47300,136011,8592,2614,19828,62507,2620,290462,202729,58108,0,29510,115,-10990,24808,-8868,22685,27313,47357,1569,-21613,31998,2217,1073,79,-1170,1011,2856,-8153,5358,-99,1049,13330,1110,12220,7290,-2725,2917,1306,6670,53611,21864,4430,17434,-548,4999,27296,-4628
1998:Q1,282163,48890,137393,8672,2620,19996,62373,2220,290162,203166,58036,0,28846,114,-7998,25045,-8490,25536,40231,39029,1720,-518,48280,-3568,5628,77,8796,-15248,5368,-16475,-5270,-406,1535,16130,1070,15060,2195,-6519,1204,1824,37761,48798,19826,901,18925,-15,5039,23948,-14695
1998:Q2,284914,50361,138852,8636,2615,20169,61981,2301,298937,211583,58829,0,28412,113,-14023,25306,-8612,19895,34059,48953,1851,-16745,42286,2622,1032,220,-5797,29975,-1291,4773,22889,-502,4106,17099,1269,15830,5250,2020,430,-747,-9818,59031,24097,-5449,29546,108,5179,29647,-14164
1998:Q3,285582,50399,140391,8920,2584,20321,60598,2370,283911,197107,58482,0,28211,111,1671,25709,-9110,36490,60368,57532,1962,874,39659,-1990,2109,157,-1732,17602,3065,4145,8359,45,1988,9391,-69,9460,1917,-2407,1003,2473,11136,38785,4013,-3651,7664,264,5318,29190,-23878
1998:Q4,296332,51572,142138,8707,2532,20407,68544,2433,306704,217913,60432,0,28250,109,-10371,26102,-9704,25434,24972,50811,2054,-27893,19283,3693,5608,2340,7186,42496,8204,10914,17471,232,5675,8183,7323,860,-15196,-5392,4373,1427,-35435,47175,18743,1931,16812,-229,5384,23277,462
1999:Q1,299155,52042,144060,9064,2469,20569,68460,2491,307260,216683,61960,0,28512,105,-8105,26465,-8908,27267,17325,43297,2126,-28097,27144,-3277,3523,97,-515,23851,4316,5742,10854,81,2858,3315,1155,2160,-3356,-1333,2089,1000,1750,55241,19032,921,18111,0,5508,30701,9942
1999:Q2,301473,52350,146357,8866,2425,20856,68134,2485,318838,228578,61594,0,28561,105,-17365,26932,-10046,19613,23535,52966,2167,-31598,19207,1565,2324,76,-1443,22231,3962,5272,10338,64,2595,5592,452,5140,-7974,-2925,1592,5601,-7432,50805,12389,-2146,14535,82,5625,32709,-3922
1999:Q3,305982,54106,148809,8896,2416,21389,67952,2414,307028,214781,63757,0,28383,107,-1047,27328,-10568,36849,51346,61198,2178,-12030,27891,28,3402,75,-1621,22633,4024,5354,10560,65,2630,-4136,364,-4500,6077,1900,1590,425,-2482,39921,1510,1471,39,-36,5762,32685,-14497
1999:Q4,315514,55990,150926,8971,2442,22099,72852,2235,328653,235521,65038,0,27982,112,-13139,27847,-10505,25213,36690,56160,2158,-21628,22471,4847,4441,156,1043,32666,6023,8012,14461,130,4040,359,2719,-2360,-16379,-5783,3416,2893,-5188,44099,5954,2317,3637,-1675,5950,33870,-11477
2000:Q1,320948,58039,153107,9297,2506,22939,73072,1988,330342,237831,65021,0,27369,121,-9394,28343,-10807,29756,33159,48813,2107,-17761,20821,-3145,3977,83,-1762,24715,4395,5847,11529,71,2873,-3459,401,-3860,-4182,-1622,1742,6365,-1891,38582,3303,1661,1642,37,6125,29117,-3403
2000:Q2,327078,60828,154734,9137,2610,23470,74605,1694,338897,244136,67350,0,27282,129,-11819,28944,-10889,28014,45295,58020,2103,-14828,20332,1189,2677,44,-3164,20547,3546,4718,9978,40,2265,-2291,-771,-1520,2951,785,865,2676,-5947,35160,6893,-1247,8140,59,6152,22056,-17282
2000:Q3,324888,59148,155930,8370,2757,23642,73649,1393,327465,230307,69293,0,27727,138,-2577,29432,-10799,37655,99623,65794,2146,31684,17349,-1800,4907,79,-2197,25069,4431,5897,11788,68,2885,-6917,143,-7060,-997,-555,1640,-2456,576,-14335,-6061,-1931,-4130,234,6254,-14762,-61969
2000:Q4,330571,58695,157534,8427,2949,23539,78366,1061,348255,249633,69770,0,28705,147,-17684,29874,-11694,23884,10297,58834,2234,-50771,17264,4615,-1037,36,-3573,20388,3491,4645,9999,36,2217,-3304,-1044,-2260,8194,2501,678,3994,-15228,68035,12369,2874,9495,49,6418,49199,13587
2001:Q1,338324,62729,159277,7529,3172,23229,81694,694,361294,257238,71818,0,30227,2011,-22970,30312,-11995,19336,33753,50927,2369,-19543,33922,-3996,2450,56,-3168,22787,3955,5261,10986,48,2537,1227,-633,1860,10136,3116,1102,-609,821,53465,27203,6191,21012,74,6609,19579,-14417
2001:Q2,343762,64974,159452,7596,3365,22667,85256,452,376643,263819,77635,0,31594,3595,-32881,30663,-12691,10472,46734,64828,2488,-20582,35425,3800,4620,123,-1323,32435,5831,7757,14902,104,3841,1599,1169,430,-6982,-2541,2633,-939,2000,56007,34186,2279,31907,30,6812,14979,-36261
2001:Q3,331889,57978,160425,7078,3519,22084,79159,1646,353832,245876,73918,0,32830,1208,-21943,30998,-14340,23395,48175,68411,2589,-22825,12532,-801,1030,0,-4962,16086,2618,3484,8383,6,1595,-9176,-2216,-6960,12028,3659,-161,2216,-7387,35357,5958,10396,-4438,-79,6679,22799,-24780
2001:Q4,339334,57336,163253,6650,3635,21362,87030,68,381327,264849,81699,0,33941,838,-41994,31381,-12696,2083,-11787,63874,2673,-78334,20544,6489,4121,114,-1867,32639,5833,7761,15120,98,3827,719,829,-110,-11345,-3932,2421,2353,-11168,98878,38011,4982,33029,75,6854,53938,13870
2002:Q1,341853,56840,164837,7075,3726,20592,88659,124,384388,268533,80477,0,34920,458,-42535,31773,-14564,3802,16104,54907,2741,-41544,3016,-746,2887,27,-4366,20488,3459,4602,10227,27,2173,-6755,-1555,-5200,-2884,-1202,460,629,-5522,44560,21771,1109,20662,270,6981,15538,-12302
2002:Q2,345049,53584,165995,7539,3844,19941,93915,231,397132,277577,82971,0,36437,147,-52083,32181,-13221,-6682,-20947,65909,2792,-89648,20466,2593,1770,24,-4488,20268,3412,4539,10155,26,2136,56,-1644,1700,8626,2441,379,-406,-10797,110114,50049,5124,44925,85,7027,52953,14265
2002:Q3,344915,54706,170117,7867,4018,19392,88550,265,381635,259398,83321,0,38496,420,-36720,32537,-12152,7969,114035,74551,2825,36659,19646,-435,829,-2,-5167,16377,2659,3538,8561,4,1615,-791,-2331,1540,11451,3290,-194,-339,-5373,-17013,23209,8406,14803,173,7087,-47482,-106066
2002:Q4,354342,54715,172258,8383,4238,18849,95758,141,406614,279365,86257,0,41099,-107,-52272,32854,-12957,-6461,-89670,66158,2841,-158669,33947,5229,3278,93,-2999,31172,5494,7309,14720,81,3568,9111,1,9110,-7285,-2572,1926,1645,-5651,192616,48890,10582,38308,103,7163,136460,83209
2003:Q1,355745,54464,174629,8629,4510,18424,95181,-91,410022,280228,85528,0,44244,22,-54277,33258,-12473,-8546,81579,56172,2843,22564,300,-2025,6582,-3,-62,-431,-82,-110,-179,-3,-57,-4638,-68,-4570,2731,835,-76,1044,-3657,-22264,26815,1681,25134,52,7232,-56363,-90125
2003:Q2,365280,51972,177487,7933,4803,18080,105271,-266,420385,285115,88994,0,46190,86,-55105,33554,-13795,-7756,-227004,67595,2849,-297447,-9157,1988,624,163,1201,-1775,1573,-224,-516,-32,-2576,-7035,1295,-8330,-850,300,-1414,233,-2592,288290,54848,-218,55066,-27,7103,226366,219248
2003:Q3,368491,58541,180853,8390,5131,17954,98080,-458,400913,264466,89759,0,46938,-250,-32422,33870,-13171,14619,64908,77544,2859,-15495,47158,-63,4062,192,1313,31301,276,12012,14291,318,4404,10983,3113,7870,-850,300,-792,717,-5,62653,8830,2722,6108,86,7199,46538,-50289
2003:Q4,380699,59929,182440,9045,5488,18010,106481,-694,420925,284963,89244,0,46492,226,-40226,34201,-12891,6866,34628,67747,2873,-35992,75532,7888,8190,426,4487,50743,4299,17242,22106,326,6770,7503,6683,820,-850,300,320,716,-4191,111524,29964,6190,23774,-33,7224,74369,-27762
2004:Q1,384903,59756,188295,9457,5853,18170,104276,-903,423234,285762,92528,0,44851,93,-38331,34637,-13377,9683,6674,57587,2904,-53816,49601,-1155,8562,322,2779,19216,1991,6690,8223,282,2030,11455,4935,6520,-850,300,3026,2933,3013,103417,41188,2742,38446,69,7324,54836,3008
2004:Q2,393244,58587,191281,10199,6131,18547,109634,-1134,439388,296492,99084,0,43720,92,-46144,35448,-12499,1802,49163,70989,2889,-24715,-8145,-4733,-5423,-52,-4691,7718,-7527,7011,5025,259,2950,2342,-3418,5760,-850,300,736,2932,-6424,16570,63461,4810,58651,59,7434,-54384,-47360
2004:Q3,390028,61926,193854,10972,6303,19061,99231,-1318,417950,279337,95429,0,43092,92,-27922,36550,-9559,18186,10623,79170,2829,-71376,108465,-1918,5481,675,9329,61996,10066,18342,25855,454,7279,9310,12570,-3260,-850,300,2240,3554,18348,179841,33937,11096,22841,55,7519,138330,7564
2004:Q4,410209,65456,199405,11080,6367,19895,109419,-1412,447615,306624,97926,0,42973,92,-37406,37597,-12636,12826,12682,70039,2724,-60082,-99264,3493,3521,-375,-10933,-65543,-15239,-13758,-28020,-299,-8227,-8207,-10677,2470,-850,300,2464,3555,-26689,-39183,43435,3592,39843,135,7682,-90435,145
2005:Q1,419876,67344,204465,13825,6337,20440,108738,-1273,442229,300692,98075,0,43370,92,-22353,38119,-13870,29635,33946,59541,2577,-28173,51478,7912,-1500,141,-851,16150,-2659,7564,7471,246,3528,19233,903,18330,-850,300,3747,3635,3561,79651,53689,1265,52424,79,7764,18119,-4310
2005:Q2,429087,67611,208972,13244,6247,21344,112966,-1296,463238,314227,105025,0,43893,93,-34151,38997,-14161,19007,20134,74427,2489,-56783,98383,354,-679,529,5959,39353,5570,11220,15853,462,6248,36772,9042,27730,-850,300,4460,3635,8550,155166,47465,-9757,57222,114,7879,99708,-1126
2005:Q3,425403,68988,212939,13327,6109,22387,103058,-1405,445127,299361,101126,0,44547,93,-19724,40025,-14606,34906,95202,83694,2458,9050,175574,-7714,6644,846,11122,108070,11552,34582,47205,853,13878,34055,15515,18540,-850,300,5350,3365,14386,166524,26291,-2068,28359,241,8039,131953,-60295
