date,FA656006403.Q,FA654090000.Q,FA653034003.Q,FA652051003.Q,FA654022005.Q,FA653069100.Q,FA653061105.Q,FA653061703.Q,FA653062003.Q,FA653063005.Q,FA653069803.Q,FA653064100.Q,FA653093005.Q,FA653164205.Q,FA657005005.Q,FA654090500.Q,FA654091600.Q,FA654092603.Q,FA654091403.Q,FA654091303.Q,FA654091203.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1952:Q3,0,524,0,-24,24,-24,12,0,0,36,0,524,0,524,0,0,ND,ND,ND,ND,ND
1952:Q4,-188,460,0,28,92,28,-56,0,0,120,0,340,0,460,-188,0,ND,ND,ND,ND,ND
1953:Q1,24,492,0,12,12,12,40,0,0,-40,0,468,0,492,24,0,ND,ND,ND,ND,ND
1953:Q2,-36,332,0,-36,-88,-36,-24,0,0,-28,0,456,0,332,-36,0,ND,ND,ND,ND,ND
1953:Q3,-56,336,0,-8,16,-8,28,0,0,-4,0,328,0,336,-56,0,ND,ND,ND,ND,ND
1953:Q4,-28,372,0,76,92,76,-48,0,0,64,0,204,0,372,-28,0,ND,ND,ND,ND,ND
1954:Q1,0,340,0,-16,192,-16,76,0,0,132,0,164,0,340,0,0,ND,ND,ND,ND,ND
1954:Q2,0,200,0,-20,52,-20,-44,0,0,116,0,168,0,200,0,0,ND,ND,ND,ND,ND
1954:Q3,-32,496,0,12,160,12,24,0,0,124,0,324,0,496,-32,0,ND,ND,ND,ND,ND
1954:Q4,-376,648,0,24,92,24,44,0,0,24,0,532,0,648,-376,0,ND,ND,ND,ND,ND
1955:Q1,-100,508,0,68,24,68,-8,0,0,-36,0,416,0,508,-100,0,ND,ND,ND,ND,ND
1955:Q2,-32,464,0,-12,204,-12,108,0,0,108,0,272,0,464,-32,0,ND,ND,ND,ND,ND
1955:Q3,-104,728,0,48,268,48,216,0,0,4,0,412,0,728,-104,0,ND,ND,ND,ND,ND
1955:Q4,-596,588,0,-48,100,-48,88,0,0,60,0,536,0,588,-596,0,ND,ND,ND,ND,ND
1956:Q1,-216,1204,0,172,384,172,-68,0,0,280,0,648,0,1204,-216,0,ND,ND,ND,ND,ND
1956:Q2,-40,108,0,-144,-360,-144,-68,0,0,-148,0,612,0,108,-40,0,ND,ND,ND,ND,ND
1956:Q3,-92,1364,0,84,796,84,176,0,0,536,0,484,0,1364,-92,0,ND,ND,ND,ND,ND
1956:Q4,-700,468,0,-48,104,-48,44,0,0,108,0,412,0,468,-700,0,ND,ND,ND,ND,ND
1957:Q1,-304,892,0,52,172,52,16,0,0,104,0,668,0,892,-304,0,ND,ND,ND,ND,ND
1957:Q2,-36,860,0,20,388,20,48,0,0,320,0,452,0,860,-36,0,ND,ND,ND,ND,ND
1957:Q3,-32,860,0,-28,-100,-28,-4,0,0,-68,0,988,0,860,-32,0,ND,ND,ND,ND,ND
1957:Q4,-568,728,0,16,56,16,-56,0,0,96,0,656,0,728,-568,0,ND,ND,ND,ND,ND
1958:Q1,-276,1304,0,120,472,120,148,0,0,204,0,712,0,1304,-276,0,ND,ND,ND,ND,ND
1958:Q2,80,1812,0,120,720,120,348,0,0,252,0,972,0,1812,80,0,ND,ND,ND,ND,ND
1958:Q3,48,1488,0,-44,-4,-44,-180,0,0,220,0,1536,0,1488,48,0,ND,ND,ND,ND,ND
1958:Q4,-608,1028,0,-220,-96,-220,180,0,0,-56,0,1344,0,1028,-608,0,ND,ND,ND,ND,ND
1959:Q1,120,1724,0,128,300,128,124,0,0,48,0,1296,0,1724,120,0,ND,ND,ND,ND,ND
1959:Q2,108,1224,0,8,136,8,0,0,0,128,0,1080,0,1224,108,0,ND,ND,ND,ND,ND
1959:Q3,132,1484,0,144,548,144,340,0,0,64,0,792,0,1484,132,0,ND,ND,ND,ND,ND
1959:Q4,188,1244,0,-140,400,-140,156,0,0,384,0,984,0,1244,188,0,ND,ND,ND,ND,ND
1960:Q1,148,1272,0,112,196,112,196,0,0,-112,0,964,0,1272,148,0,ND,ND,ND,ND,ND
1960:Q2,48,1412,0,36,284,36,40,0,0,208,0,1092,0,1412,48,0,ND,ND,ND,ND,ND
1960:Q3,-60,1072,0,80,348,80,-28,0,0,296,0,644,0,1072,-60,0,ND,ND,ND,ND,ND
1960:Q4,152,440,0,-128,148,-128,44,0,0,232,0,420,0,440,152,0,ND,ND,ND,ND,ND
1961:Q1,120,1716,0,252,192,252,-320,0,0,260,0,1272,0,1716,120,0,ND,ND,ND,ND,ND
1961:Q2,8,1320,0,-148,-220,-148,-112,0,0,40,0,1688,0,1320,8,0,ND,ND,ND,ND,ND
1961:Q3,-44,1548,0,212,496,212,152,0,0,132,0,840,0,1548,-44,0,ND,ND,ND,ND,ND
1961:Q4,44,2100,0,-328,1156,-328,556,0,0,928,0,1272,0,2100,44,0,ND,ND,ND,ND,ND
1962:Q1,72,1656,0,568,-116,568,-144,0,0,-540,0,1204,0,1656,72,0,ND,ND,ND,ND,ND
1962:Q2,-32,1900,0,-248,-248,-248,-564,0,0,564,0,2396,0,1900,-32,0,ND,ND,ND,ND,ND
1962:Q3,64,560,0,76,968,76,1112,0,0,-220,0,-484,0,560,64,0,ND,ND,ND,ND,ND
1962:Q4,212,884,0,64,172,64,-208,0,0,316,0,648,0,884,212,0,ND,ND,ND,ND,ND
1963:Q1,88,960,0,108,12,108,-76,0,0,-20,0,840,0,960,88,0,ND,ND,ND,ND,ND
1963:Q2,44,528,0,-108,-636,-108,-516,0,0,-12,0,1272,0,528,44,0,ND,ND,ND,ND,ND
1963:Q3,32,1380,0,-12,928,-12,556,0,0,384,0,464,0,1380,32,0,ND,ND,ND,ND,ND
1963:Q4,-64,1000,0,84,416,84,0,0,0,332,0,500,0,1000,-64,0,ND,ND,ND,ND,ND
1964:Q1,-204,240,0,-68,284,-68,380,0,0,-28,0,24,0,240,-204,0,ND,ND,ND,ND,ND
1964:Q2,-276,1444,0,176,792,176,32,0,0,584,0,476,0,1444,-276,0,ND,ND,ND,ND,ND
1964:Q3,-280,1372,0,-284,332,-284,320,0,0,296,0,1324,0,1372,-280,0,ND,ND,ND,ND,ND
1964:Q4,-332,1704,0,72,88,72,-576,0,0,592,0,1544,0,1704,-332,0,ND,ND,ND,ND,ND
1965:Q1,-88,2240,0,424,1392,424,228,0,0,740,0,424,0,2240,-88,0,ND,ND,ND,ND,ND
1965:Q2,-124,772,0,72,-384,72,-744,0,0,288,0,1084,0,772,-124,0,ND,ND,ND,ND,ND
1965:Q3,-180,3284,0,132,1492,132,1096,0,0,264,0,1660,0,3284,-180,0,ND,ND,ND,ND,ND
1965:Q4,-188,2304,0,232,156,232,-404,0,0,328,0,1916,0,2304,-188,0,ND,ND,ND,ND,ND
1966:Q1,196,4132,0,-12,1788,-12,976,0,0,824,0,2356,0,4132,196,0,ND,ND,ND,ND,ND
1966:Q2,184,1764,0,360,1080,360,464,0,0,256,0,324,0,1764,184,0,ND,ND,ND,ND,ND
1966:Q3,96,1880,0,844,1488,844,1112,0,0,-468,0,-452,0,1880,96,0,ND,ND,ND,ND,ND
1966:Q4,84,2152,0,-108,676,-108,-48,0,0,832,0,1584,0,2152,84,0,ND,ND,ND,ND,ND
1967:Q1,312,1972,0,-136,-1136,-136,-880,0,0,-120,0,3244,0,1972,312,0,ND,ND,ND,ND,ND
1967:Q2,164,16,0,272,-1888,272,-1260,0,0,-900,0,1632,0,16,164,0,ND,ND,ND,ND,ND
1967:Q3,180,2488,0,-104,-872,-104,-832,0,0,64,0,3464,0,2488,180,0,ND,ND,ND,ND,ND
1967:Q4,220,-96,0,192,656,192,908,0,0,-444,0,-944,0,-96,220,0,ND,ND,ND,ND,ND
1968:Q1,188,4120,0,2212,2436,2212,984,0,0,-760,0,-528,0,4120,188,0,ND,ND,ND,ND,ND
1968:Q2,278,364,0,-1052,-2368,-1052,-480,0,0,-836,0,3784,0,364,278,0,ND,ND,ND,ND,ND
1968:Q3,-125,3680,0,232,1312,232,1432,0,0,-352,0,2136,0,3680,-125,0,ND,ND,ND,ND,ND
1968:Q4,48,1884,0,-596,-2104,-596,-1048,0,0,-460,0,4584,0,1884,48,0,ND,ND,ND,ND,ND
1969:Q1,101,4216,0,1432,4132,1432,1712,0,0,988,0,-1348,0,4216,101,0,ND,ND,ND,ND,ND
1969:Q2,50,1820,0,436,-1604,436,-2448,0,0,408,0,2988,0,1820,50,0,ND,ND,ND,ND,ND
1969:Q3,22,5040,0,812,2296,812,204,0,0,1280,0,1932,0,5040,22,0,ND,ND,ND,ND,ND
1969:Q4,42,2248,0,-424,-756,-424,-1340,0,0,1008,0,3428,0,2248,42,0,ND,ND,ND,ND,ND
1970:Q1,9,2008,0,796,1776,796,-796,0,0,1776,0,-564,0,2008,9,0,ND,ND,ND,ND,ND
1970:Q2,-202,2092,0,-3472,5396,-3472,8348,0,0,520,0,168,0,2092,-202,0,ND,ND,ND,ND,ND
1970:Q3,-206,2696,0,3876,-2924,3876,-6964,0,0,164,0,1744,0,2696,-206,0,ND,ND,ND,ND,ND
1970:Q4,-207,-496,0,-1944,-1912,-1944,112,0,0,-80,0,3360,0,-496,-207,0,ND,ND,ND,ND,ND
1971:Q1,-161,784,0,-728,-1044,-728,168,0,0,-484,0,2556,0,784,-161,0,ND,ND,ND,ND,ND
1971:Q2,-75,216,0,-484,-628,-484,-1020,0,0,876,0,1328,0,216,-75,0,ND,ND,ND,ND,ND
1971:Q3,-184,-784,0,-280,-1496,-280,-720,0,0,-496,0,992,0,-784,-184,0,ND,ND,ND,ND,ND
1971:Q4,-49,252,0,1100,2344,1100,408,0,0,836,0,-3192,0,252,-49,0,ND,ND,ND,ND,ND
1972:Q1,-60,972,0,180,1244,180,-4,0,0,1068,0,-452,0,972,-60,0,ND,ND,ND,ND,ND
1972:Q2,35,-2528,0,-496,-336,-496,48,0,0,112,0,-1696,0,-2528,35,0,ND,ND,ND,ND,ND
1972:Q3,-55,-504,0,476,1684,476,568,0,0,640,0,-2664,0,-504,-55,0,ND,ND,ND,ND,ND
1972:Q4,-246,-3784,0,-676,-584,-676,-92,0,0,184,0,-2524,0,-3784,-246,0,ND,ND,ND,ND,ND
1973:Q1,-75,-48,0,1896,1764,1896,-832,0,0,700,0,-3708,0,-48,-75,0,ND,ND,ND,ND,ND
1973:Q2,-318,-1260,0,616,496,616,324,0,0,-444,0,-2372,0,-1260,-318,0,ND,ND,ND,ND,ND
1973:Q3,-596,-328,0,716,932,716,480,0,0,-264,0,-1976,0,-328,-596,0,ND,ND,ND,ND,ND
1973:Q4,-500,-2876,0,-1236,-720,-1236,-88,0,0,604,0,-920,0,-2876,-500,0,ND,ND,ND,ND,ND
1974:Q1,-491,1040,0,344,1956,344,796,0,0,816,0,-1260,0,1040,-491,0,ND,ND,ND,ND,ND
1974:Q2,-452,-400,0,456,-256,456,-1456,0,0,744,0,-600,0,-400,-452,0,ND,ND,ND,ND,ND
1974:Q3,-331,-136,0,-712,576,-712,1324,0,0,-36,0,0,0,-136,-331,0,ND,ND,ND,ND,ND
1974:Q4,-156,-300,0,-1144,744,-1144,1132,0,0,756,0,100,0,-300,-156,0,ND,ND,ND,ND,ND
1975:Q1,-294,2316,0,544,220,544,-1296,0,0,972,0,1552,0,2316,-294,0,ND,ND,ND,ND,ND
1975:Q2,-332,-848,0,-792,664,-792,656,0,0,800,0,-720,0,-848,-332,0,ND,ND,ND,ND,ND
1975:Q3,-432,-1096,0,-1076,1644,-1076,2176,0,0,544,0,-1664,0,-1096,-432,0,ND,ND,ND,ND,ND
1975:Q4,-392,-1804,0,1060,-4,1060,-1708,0,0,644,0,-2860,0,-1804,-392,0,ND,ND,ND,ND,ND
1976:Q1,-411,-1876,0,-2472,-1428,-2472,1476,0,0,-432,0,2024,0,-1876,-411,0,ND,ND,ND,ND,ND
1976:Q2,-422,-4132,0,76,-192,76,-956,0,92,596,0,-4016,0,-4132,-422,0,ND,ND,ND,ND,ND
1976:Q3,-542,-3008,0,-688,684,-688,688,0,352,332,0,-3004,0,-3008,-542,0,ND,ND,ND,ND,ND
1976:Q4,-506,-1072,0,1012,2440,1012,-1128,0,1656,900,0,-4524,0,-1072,-506,0,ND,ND,ND,ND,ND
1977:Q1,-511,-1644,0,-132,3352,-132,1128,0,1836,520,0,-4864,0,-1644,-511,0,ND,ND,ND,ND,ND
1977:Q2,-562,3152,0,1508,4380,1508,468,0,1676,728,0,-2736,0,3152,-562,0,ND,ND,ND,ND,ND
1977:Q3,-600,2004,0,772,5876,772,1020,0,1888,2196,0,-4644,0,2004,-600,0,ND,ND,ND,ND,ND
1977:Q4,-444,-864,0,-100,1932,-100,92,0,1120,820,0,-2696,0,-864,-444,0,ND,ND,ND,ND,ND
1978:Q1,-278,2188,0,1812,3200,1812,280,0,1728,-620,0,-2824,0,2188,-278,0,ND,ND,ND,ND,ND
1978:Q2,-184,-1792,0,108,-260,108,-60,0,212,-520,0,-1640,0,-1792,-184,0,ND,ND,ND,ND,ND
1978:Q3,-197,-2184,0,-1544,-1728,-1544,-280,0,572,-476,0,1088,0,-2184,-197,0,ND,ND,ND,ND,ND
1978:Q4,-161,-1712,0,1816,-340,1816,-656,0,-400,-1100,0,-3188,0,-1712,-161,0,ND,ND,ND,ND,ND
1979:Q1,126,-180,0,-164,2684,-164,552,0,1320,976,0,-2700,0,-180,126,0,ND,ND,ND,ND,ND
1979:Q2,-43,492,0,8,4060,8,-880,0,2588,2344,0,-3576,0,492,-43,0,ND,ND,ND,ND,ND
1979:Q3,-541,-1644,0,324,1564,324,-492,0,1636,96,0,-3532,0,-1644,-541,0,ND,ND,ND,ND,ND
1979:Q4,-1037,-2000,0,-468,-160,-468,628,0,-120,-200,0,-1372,0,-2000,-1037,0,ND,ND,ND,ND,ND
1980:Q1,-711,-2408,0,512,3203,-85,1024,0,-976,3240,0,-6123,0,-2408,-711,1576,ND,ND,ND,ND,ND
1980:Q2,-1010,5372,0,-904,352,-1488,2756,0,668,-1584,0,5922,2,5372,-1010,-1404,ND,ND,ND,ND,ND
1980:Q3,213,3336,0,1788,7897,2345,-1884,0,1956,5480,0,-6348,-1,3336,213,1576,ND,ND,ND,ND,ND
1980:Q4,822,1704,0,596,1128,1220,-304,0,164,48,0,-19,-1,1704,822,1492,ND,ND,ND,ND,ND
1981:Q1,2182,3956,0,-2168,3738,-2922,3248,0,1648,1764,0,2389,-4,3956,2182,-4,ND,ND,ND,ND,ND
1981:Q2,3452,4404,0,1068,6163,599,-1016,0,1996,4584,0,-2829,1,4404,3452,436,ND,ND,ND,ND,ND
1981:Q3,4095,1816,0,472,7373,885,700,0,2096,3692,0,-6033,4,1816,4095,2476,ND,ND,ND,ND,ND
1981:Q4,4868,3652,0,336,1501,1145,612,0,616,-872,0,1816,-1,3652,4868,1124,ND,ND,ND,ND,ND
1982:Q1,4474,6720,0,224,313,-755,2872,0,464,-2268,0,6184,-1,6720,4474,548,ND,ND,ND,ND,ND
1982:Q2,5555,7040,0,1028,3382,474,1544,0,1436,-72,0,2630,-0,7040,5555,856,ND,ND,ND,ND,ND
1982:Q3,4514,10432,0,-1684,-1973,-1553,1308,0,716,-2444,0,14089,0,10432,4514,1412,ND,ND,ND,ND,ND
1982:Q4,2932,13760,0,-204,2015,1199,1220,0,3404,-3808,0,11948,1,13760,2932,1040,ND,ND,ND,ND,ND
1983:Q1,1517,20912,0,2444,9262,754,-1632,1396,7284,1460,0,14738,-5531,20912,1517,-856,ND,ND,ND,ND,ND
1983:Q2,500,29216,0,1216,14152,908,2556,2036,4840,3812,0,18060,-4212,29216,500,576,ND,ND,ND,ND,ND
1983:Q3,-560,25372,0,-168,5118,-222,-2816,1408,4980,1768,0,15638,4784,25372,-560,2436,ND,ND,ND,ND,ND
1983:Q4,-117,24620,0,-368,12632,1684,-1124,1772,5452,4848,0,6288,6068,24620,-117,1996,ND,ND,ND,ND,ND
1984:Q1,2807,20306,0,5384,14836,2792,3020,2820,4316,1888,0,12261,-12175,20306,2807,2676,ND,ND,ND,ND,ND
1984:Q2,4149,14653,0,1804,18665,2005,2964,3472,6848,3376,0,-2080,-3735,14653,4149,-540,ND,ND,ND,ND,ND
1984:Q3,5644,37391,0,4268,11017,3465,2660,4296,4180,-3584,0,16841,5266,37391,5644,996,ND,ND,ND,ND,ND
1984:Q4,6330,28157,0,-3228,13183,-33,940,4084,5768,2424,0,6794,11408,28157,6330,1980,ND,ND,ND,ND,ND
1985:Q1,6058,38639,0,-1340,47683,-5009,21976,16124,9996,4596,0,11439,-19142,38639,6058,808,ND,ND,ND,ND,ND
1985:Q2,3627,72940,0,1412,55224,2648,17892,11376,17840,5468,0,19343,-3039,72940,3627,660,ND,ND,ND,ND,ND
1985:Q3,3048,89804,0,2692,62213,949,26624,16328,14252,4060,0,18960,5938,89804,3048,712,ND,ND,ND,ND,ND
1985:Q4,1071,126354,0,-3436,125048,740,59892,36772,17544,10100,0,-15522,20263,126354,1071,668,ND,ND,ND,ND,ND
1986:Q1,3112,140614,0,13632,102676,9740,25592,26720,27520,13104,0,46943,-22637,140614,3112,5216,ND,ND,ND,ND,ND
1986:Q2,2746,137456,0,-580,130249,897,38492,39780,24368,26712,0,6176,1611,137456,2746,-44,ND,ND,ND,ND,ND
1986:Q3,7137,143017,0,1348,125467,-1329,37464,43880,32356,13096,0,8510,7692,143017,7137,672,ND,ND,ND,ND,ND
1986:Q4,10880,161473,0,4976,112168,10068,18732,32532,31640,19196,0,19599,24730,161473,10880,792,ND,ND,ND,ND,ND
1987:Q1,9193,189495,0,12036,198400,8276,66948,50764,43924,28488,0,6250,-27191,189495,9193,4408,ND,ND,ND,ND,ND
1987:Q2,10307,41055,0,-1036,8589,361,14388,3560,-8164,-1556,0,36529,-3027,41055,10307,356,ND,ND,ND,ND,ND
1987:Q3,9325,22480,0,8320,4422,5358,1440,-7164,-2148,6936,0,-1503,11241,22480,9325,-192,ND,ND,ND,ND,ND
1987:Q4,5557,-54242,0,-12468,-80363,-7143,-24364,-27620,-7084,-14152,0,13900,24689,-54242,5557,-792,ND,ND,ND,ND,ND
1988:Q1,1629,-8246,0,20632,-4013,17659,-6320,-5356,-7156,-2840,0,8984,-33849,-8246,1629,-268,ND,ND,ND,ND,ND
1988:Q2,-2203,-6761,0,-12276,29389,-11643,10160,7600,15780,7492,0,-29653,5779,-6761,-2203,-40,ND,ND,ND,ND,ND
1988:Q3,-3634,-7374,0,12168,2324,8744,-5356,-4608,5984,-2440,0,-24271,2406,-7374,-3634,-820,ND,ND,ND,ND,ND
1988:Q4,-2957,-1280,0,-1092,11500,4672,-6040,-5112,9048,8932,0,-36173,24484,-1280,-2957,-40,ND,ND,ND,ND,ND
1989:Q1,-3227,-15633,0,-556,21524,-2948,-1624,-620,22024,4692,0,-1255,-35346,-15633,-3227,-564,ND,ND,ND,ND,ND
1989:Q2,-2392,19699,0,5304,-19064,5300,-18276,-13700,9120,-1508,0,20643,12816,19699,-2392,420,ND,ND,ND,ND,ND
1989:Q3,-1295,48183,0,-1280,29724,-5208,9504,8156,15696,1576,0,9047,10692,48183,-1295,-536,ND,ND,ND,ND,ND
1989:Q4,-1436,64958,0,-5040,6512,1284,-1068,-156,5308,1144,0,38781,24706,64958,-1436,632,ND,ND,ND,ND,ND
1990:Q1,149,35441,0,1220,65586,-546,18444,17772,18864,11052,0,4007,-35372,35441,149,3007,ND,ND,ND,ND,ND
1990:Q2,471,59449,0,92,18121,-1219,-688,2720,9828,7480,0,26749,14488,59449,471,4533,ND,ND,ND,ND,ND
1990:Q3,-2338,25375,0,3572,19543,-665,384,3580,15748,496,0,-6738,8999,25375,-2338,2723,ND,ND,ND,ND,ND
1990:Q4,-4398,51151,0,-1224,23490,6090,3808,6580,5344,1668,0,11767,17118,51151,-4398,3613,ND,ND,ND,ND,ND
1991:Q1,819,72548,0,4044,150330,1810,30696,33800,50492,33532,0,-43689,-38138,72548,819,3665,14464,3972,3256,30900,19500
1991:Q2,-2577,109765,0,-1664,108471,-3257,18580,24744,33344,35060,0,-11368,14326,109765,-2577,5253,34473,2712,8092,42368,27008
1991:Q3,-4050,157949,0,-1224,95407,-5469,20592,28128,31028,21128,0,52934,10832,157949,-4050,9815,55018,3340,9384,60920,33224
1991:Q4,-4143,181798,0,-16532,207399,-8461,43916,51452,69924,50568,0,-23350,14280,181798,-4143,11751,66378,8228,15128,57072,25648
1992:Q1,-2086,190681,0,-728,-22239,-3275,-70056,-32824,36472,47444,0,54624,159023,190681,-2086,13087,72266,6696,19576,65212,28492
1992:Q2,-1553,200172,0,3928,139748,2036,14056,51568,36476,35612,0,36075,20421,200172,-1553,14344,71556,10580,21724,62520,36232
1992:Q3,-2660,207968,0,14228,87099,10451,-16948,21876,41456,30264,0,61452,45190,207968,-2660,14609,68718,7796,29908,70788,37160
1992:Q4,-4848,209532,0,-13572,157980,-5356,32360,87000,47268,-3292,0,110489,-45366,209532,-4848,16348,108096,5600,27384,21380,37112
1993:Q1,-6682,252998,0,884,212799,-1845,39772,48012,67912,58948,0,70604,-31289,252998,-6682,22927,107013,10388,37612,49956,53852
1993:Q2,-5067,273226,0,2880,207417,1089,21076,22736,90888,71628,0,121445,-58515,273226,-5067,26710,97100,27132,42932,55556,49592
1993:Q3,-3217,297340,0,1504,65285,-1943,5408,1748,37564,22508,0,152972,77579,297340,-3217,29927,97467,49172,52872,56676,47388
1993:Q4,319,297087,0,-6600,204175,1367,62084,74804,39688,26232,0,158411,-58899,297087,319,35193,98913,70552,54016,29268,33048
1994:Q1,-405,183936,0,19604,-37841,17471,-62876,-83040,10268,80336,0,138752,63421,183936,-405,28956,71400,74260,56088,-18312,11672
1994:Q2,-1539,120004,0,1544,-43994,-930,-3660,-6680,-54116,21392,0,105595,56860,120004,-1539,23659,84977,36252,27788,-32212,-3132
1994:Q3,-6516,132237,0,7140,20126,5170,-6644,-10436,40404,-8368,0,134220,-29249,132237,-6516,21977,103261,47636,16992,-30292,-804
1994:Q4,-12395,21011,0,-2888,-97298,3690,6484,6316,-84196,-29592,0,86718,34480,21011,-12395,15228,65042,27160,6752,-50288,-38812
1995:Q1,-5520,69584,0,676,35734,-474,2968,-5340,72612,-34032,0,69175,-36001,69584,-5520,13591,74456,4024,2960,-4520,4132
1995:Q2,-4593,127207,0,10524,-31440,7528,-34976,-52448,-5724,54180,0,114071,34052,127207,-4593,17237,92059,15328,5880,13888,-5876
1995:Q3,-4650,223314,0,-7140,122222,-8122,46584,47716,1480,34564,0,162355,-54123,223314,-4650,30170,173699,16140,10924,18788,1152
1995:Q4,-6422,255267,0,5388,135408,10516,39348,37188,33012,15344,796,67443,46232,255267,-6422,38502,174535,20472,22356,24220,2892
1996:Q1,-5447,326287,0,-1236,123639,-1049,8272,58864,-1404,58956,796,243727,-40640,326287,-5447,43608,207357,67116,28456,31640,1700
1996:Q2,-5146,290525,0,4080,74041,249,-15152,25944,10256,52744,796,271971,-60363,290525,-5146,44793,199593,59068,16672,12608,1768
1996:Q3,-7041,247387,0,7056,72062,7590,-21452,24244,-3008,64688,796,192878,-25405,247387,-7041,43018,172682,33904,14052,21076,-1016
1996:Q4,-8048,276149,0,-3836,42449,-727,-33612,5676,21276,49836,796,204620,32120,276149,-8048,40277,168436,44960,20128,29308,3540
1997:Q1,-9974,249078,0,9400,75166,11234,9836,7664,-696,47128,3432,162514,-1433,249078,-9974,39464,161390,54160,24488,21452,912
