1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q3,544022,91526,237992,149762,24286,40456,544022,314442,2994,52725,236672,22050,201784,-4828,-1338,13744,137338,49598,-33325,-616,13948,-51504,78768,27796,544022,169467,180521,-36370,420,0,24896,327519,17565,-26727,10136,256,3677,27720,108664,42300,76,9688,146123,19543,-660,0,69028,5397,6224,-456,-73658,-2152,-35224,47036
1990:Q4,686375,15217,221012,201437,55961,192747,686375,317985,6438,42276,220000,49271,326738,10968,5669,37136,165313,67306,19962,1040,3908,-41976,57411,41652,686375,210950,189546,3501,240,0,17664,394856,-4841,7195,22380,336,7946,29176,73565,32844,224,-25484,58096,23490,1176,0,-11180,-14964,7572,-3228,225291,-2128,-32612,80568
1991:Q1,483507,-21428,180826,110894,48822,164393,483507,258620,-1319,53725,156826,49388,161503,-11616,-22986,13112,121782,54136,37609,240,4528,-16460,-18842,63384,483507,-28380,-64424,-4061,-60,0,40164,470967,43302,-10964,12468,412,5785,32164,111070,53148,200,18348,111890,150330,8296,0,47016,-8352,8380,24,-69265,-1000,-42285,40920
1991:Q2,511470,-84434,237698,107024,67694,183488,511470,384539,3325,87066,231498,62651,165402,-10188,-2112,-29484,142708,62228,9904,-112,6932,-12912,-1562,-38472,511470,222519,200815,13380,-496,0,8820,222811,9436,12884,-9724,484,10816,32632,133707,4508,152,15736,-48414,108471,15164,0,5624,-29741,9160,560,13989,-308,-62326,66140
1991:Q3,749990,-40908,400801,141084,107880,141134,749990,525732,9231,45024,372009,99469,194862,-7308,-6353,20560,149316,60714,-36455,-376,232,-8276,22808,29396,749990,160909,8792,65425,-476,0,87168,540126,59123,61508,13812,444,9800,30588,83505,55828,224,-11684,36142,95407,14124,0,66804,-28479,21184,-2144,104421,2088,-72571,48956
1991:Q4,728863,-29074,274612,169171,149445,164709,728863,484860,4031,50661,278428,151740,211223,-2212,-6929,32648,132707,37979,44886,60,3152,1064,-32131,32780,728863,94579,11859,39696,-20,0,43044,538740,12531,100991,47912,296,17543,25976,33097,16980,276,-15192,27754,207399,13576,0,23352,-25512,20632,-1456,20891,708,10985,95544
1992:Q1,618348,39689,318500,93121,5187,161850,618348,408560,3697,98916,307336,-1389,198805,-7388,-5639,11332,92953,57343,21517,792,2744,11580,13570,10984,618348,189433,170055,-35518,428,0,54468,341047,17847,53096,-8408,2044,15736,26156,93497,28704,388,38752,66340,-22239,23296,0,62972,-27658,-2516,2640,-63227,7732,25896,87868
1992:Q2,728129,22299,307494,207639,27096,163602,728129,404025,2692,71605,307882,21847,277892,5492,-5391,50212,157039,55515,-18006,-956,13672,-16912,37226,46212,728129,40900,-18341,90802,816,0,-32376,548557,25666,84801,28028,3348,19592,21072,100002,8108,304,20872,-13402,139748,18804,0,14350,-19268,-10808,-1000,77563,-116,30893,138672
1992:Q3,735801,20028,330030,175367,61945,148431,735801,460191,1248,63545,339058,56340,256010,11504,-7305,67700,98639,53481,28074,4,-1592,7180,-1676,19600,735801,133953,127010,-17684,1920,0,22708,552104,28222,112243,7172,3080,16686,5536,106380,56440,456,65600,15390,87099,18484,0,27088,-31215,12628,-1912,30971,11556,-19801,49744
1992:Q4,513185,-29496,213292,149848,-940,180481,513185,296436,1883,88827,215960,-10234,204133,10720,3330,33580,113600,58812,-29134,340,-4048,-4344,21276,12616,513185,-31379,-77036,58893,-256,0,-12980,451744,39840,101842,15788,2636,9138,15560,99425,26072,388,25064,-51836,157980,20152,0,29748,-13699,8316,1520,-50479,2020,12269,92820
1993:Q1,747132,-83469,177138,148506,73410,431547,747132,476110,2091,228203,180298,65518,206410,-4648,-6642,32272,113074,81938,-48599,-744,-9484,20704,28539,64612,747132,72928,88531,-42443,1248,0,25592,590400,30824,75285,20156,2228,13888,29168,145672,56508,380,-4944,-15460,212799,19984,0,-28946,20657,15180,-1756,77827,-2720,-76331,83804
1993:Q2,817508,33403,284530,83570,87500,328506,817508,586331,2968,214773,288610,79981,164113,4788,-5560,68656,10834,65177,-28893,-1528,13724,7104,29811,67064,817508,-25405,-101300,22300,392,0,53204,728581,41909,55740,628,1676,6068,36312,134223,4952,568,46928,37201,207417,19984,0,29076,12244,9508,-756,52751,6060,26094,114332
1993:Q3,1044853,2963,217186,297392,91455,435857,1044853,511247,2077,194497,233418,81254,418238,-840,-6938,167692,113468,72442,25334,-304,14660,5672,27051,115368,1044853,150060,76691,75192,268,0,-2092,737341,41442,82299,8100,1528,6588,37688,132105,90696,712,68292,39755,65285,19984,0,71936,31396,16424,-4556,-22711,2856,47523,157452
1993:Q4,802804,26643,236750,162850,12824,363738,802804,407408,-2892,157951,244474,7875,349352,-1076,-1373,53628,101498,110426,2514,104,29260,16728,37643,46044,802804,63066,92067,-15037,724,0,-14688,515082,30741,47731,31784,1328,11712,33288,92504,-3696,536,4848,17192,204175,19984,0,11072,30071,13352,4756,-48515,2244,9974,224656
1994:Q1,685408,-37241,70435,350095,-7685,309805,685408,218950,2122,167990,69131,-20293,556218,864,-7321,159976,191423,118944,55995,-780,-9904,2004,45017,-89760,685408,379516,355868,42316,-9776,0,-8892,190968,34143,63813,20680,-532,13326,19476,84602,-1152,644,21336,-26158,-37841,-3700,0,70130,41826,3260,-2488,-96518,3988,-17867,114924
1994:Q2,665861,33343,241460,279642,-62136,173551,665861,277364,2491,102278,246176,-73581,395012,-1480,-1374,146512,128414,48620,48620,-1172,264,12924,13684,-6516,665861,416755,396200,-9721,17664,0,12612,186438,22838,-20927,7440,400,2822,20492,34884,81680,176,-1976,48957,-43994,-3700,0,64994,23643,8004,-3612,-35704,-2540,-17439,62668
1994:Q3,648523,59210,172308,240051,-266,177220,648523,258034,4427,86526,175204,-8124,378573,5240,1784,151992,85163,54148,58901,-432,-7620,14468,14930,11916,648523,154879,136744,-11573,2604,0,27104,358372,40563,-40998,-5932,-800,1691,23484,91568,70888,216,2616,81753,20126,-3700,0,88690,14788,6720,-4920,-31508,3264,-137,135272
1994:Q4,724237,87601,164465,299461,-73625,246335,724237,194272,3704,113538,158789,-81759,490529,4652,-3440,249012,56125,59195,51888,-1124,19344,34964,19913,39436,724237,373210,440524,-3558,8948,0,-72704,140912,28468,-84653,-19044,1364,-2024,28408,80926,25632,-28,15712,30447,-97298,-3700,0,138242,12435,12372,-4760,-13086,-1500,-7002,210116
1995:Q1,507776,85937,136533,117966,-60744,228084,507776,125974,750,52335,135305,-62415,321742,6276,-1774,62956,56238,81130,67993,4,-29540,20540,57918,60060,507776,-208820,-214360,-55876,8628,0,52788,478284,6894,-89114,115648,736,-11141,27868,123002,30628,176,81648,49840,35734,8512,0,47404,-2265,19852,-2616,38243,-4084,1320,238312
1995:Q2,889955,79026,374811,197634,-55572,294056,889955,453752,-107,136212,376419,-58772,385099,6416,-1301,127124,68902,101522,31634,12,-104,18148,32746,51104,889955,-80142,-46942,104824,4224,0,-142248,679845,15470,-25118,51544,1936,2333,27928,135428,15184,292,5508,193188,-31440,8512,0,91298,14853,8032,-2820,185377,6028,-23690,290252
1995:Q3,665705,102393,108531,205366,-54936,304352,665705,111515,254,59475,108939,-57152,464190,9496,-4694,102116,102842,144743,41319,24,2096,22232,44015,90000,665705,-41153,159033,-124559,6424,0,-82052,378663,-1281,68127,524,-228,280,29028,57658,-1732,360,8900,35945,122222,8512,0,27966,46089,2832,-888,-33083,-8380,15810,328196
1995:Q4,731644,29825,75121,302109,-59200,383788,731644,111535,-12,96567,80253,-65273,539769,-2272,-4564,131656,165321,183645,57822,120,7728,-2376,2689,80340,731644,-55640,-13611,40771,4300,0,-87100,656692,29617,-76259,16124,3484,6680,29316,71075,19376,508,25380,68150,135408,8512,0,144788,24602,21160,4112,168494,3260,-47096,130592
1996:Q1,670551,17280,185933,175839,-17016,308513,670551,282399,4311,116425,183613,-21950,338448,9024,-2107,31604,146555,134328,33704,124,-31760,23664,-6689,49704,670551,-50309,-46993,-34576,6136,0,25124,417339,-1434,-24901,23992,-1428,4110,23644,41165,27480,580,60704,157405,123639,2940,0,59594,8706,6180,6824,-186196,-3572,87907,303520
1996:Q2,948271,172311,206592,286136,-3364,286596,948271,320137,4503,122904,208840,-16110,596653,12992,-4442,126640,157248,128190,41757,168,13156,16048,104897,31480,948271,290418,180802,62160,8556,0,38900,441545,9638,-15948,21128,-624,4995,15576,-3531,17840,40,56780,139220,74041,2940,0,74622,-4486,5604,5428,43028,5080,-9827,216308
1996:Q3,697647,127846,167546,206766,-30017,225507,697647,185046,8262,48889,164474,-36579,389945,5388,-124,80148,129690,66181,62903,204,5676,-3612,43492,122656,697647,17698,123545,-15255,3148,0,-93740,286150,16149,-36490,16896,-1164,2144,22056,116524,-47644,320,-46312,76459,72062,2940,0,59796,-17215,16464,5156,-37335,4460,60883,393800
1996:Q4,775320,92956,-2912,250471,24293,410511,775320,91415,7249,78535,-6208,11838,576045,8628,3821,123352,130415,129890,46183,608,4852,-2120,130415,107860,775320,-158579,-45598,-8745,3516,0,-107752,344879,24851,-91302,70932,-1920,3911,24776,108422,-36968,92,39856,-9612,42449,2940,0,105578,-5341,33576,900,112239,8812,-89312,589020
1997:Q1,544741,226209,55999,122403,7246,132885,544741,183485,4639,124631,54579,-363,324496,6548,229,-6520,130343,52011,24175,1232,-2856,372,118962,36760,544741,-302376,-229830,-13450,6804,0,-65900,553810,14083,25466,72716,5688,3331,10624,87604,44692,72,78124,58970,75166,-1132,0,83388,-29658,532,3580,-112366,3840,129091,293308
1997:Q2,931880,204388,61558,281174,44376,340383,931880,274851,8786,173087,61802,31176,595593,9348,1900,198876,82054,45930,117117,1620,34936,32376,71436,61436,931880,-120892,-95462,-65122,2984,0,36708,807420,46348,45113,-24548,288,7057,24352,153359,34136,100,66068,185026,53213,-1132,0,78342,-9629,27328,7456,104584,5448,4511,245352
1997:Q3,873567,221354,22988,142330,84410,402485,873567,343611,7040,243330,22068,71172,411896,3000,-4087,46268,96982,157592,-73650,5080,-6872,25196,162387,118060,873567,29306,136338,-32871,3956,0,-78116,515597,19065,19022,31956,3740,-2428,34880,72309,43468,176,61548,87935,147557,-1132,0,32628,-43170,-25584,8348,-99127,-3924,128331,328664
1997:Q4,742435,84453,-136944,308361,91564,395002,742435,45637,8059,92292,-135196,80482,659894,23224,-7754,157648,148965,294182,49618,4636,7028,18924,-36576,36904,742435,-153491,-114120,-46608,3192,0,4044,793883,73660,151329,31084,-692,-6320,30900,16192,49796,420,30444,19625,87160,-1132,0,126682,-4514,36604,21988,152444,16772,-38561,102044
1998:Q1,1245813,398532,-89216,244881,90275,601340,1245813,366219,19325,375995,-91648,62547,774113,6268,-6858,142980,104333,214646,114950,7004,-1032,50168,141654,105480,1245813,-32926,37484,-16806,7388,0,-60992,1110870,-5709,54824,43288,4216,-1862,26000,95786,-6808,436,61132,170602,184993,4932,0,203762,-16107,27448,14012,122750,14648,112527,167868
1998:Q2,1481349,220142,12551,405027,90034,753596,1481349,462796,12854,367802,11111,71030,924985,176,-5959,166792,239675,279886,105076,6440,20008,48076,64815,93568,1481349,464381,375882,-37789,6388,0,119900,789252,14573,-35349,17868,1192,11098,1108,47314,-30788,264,70352,414408,115184,4932,0,100848,780,13140,-7856,2544,-16852,64490,227716
1998:Q3,924644,276966,-200033,533054,75000,239657,924644,68599,7674,199218,-200445,62153,875997,7172,-1337,294464,239002,257103,-14279,2796,-2596,33488,60184,-19952,924644,251016,164857,11362,4388,0,70408,684208,38405,95189,-82952,300,10301,6380,44823,-8064,724,56772,188924,2611,4932,0,242012,45422,-38012,-15876,14496,6212,71608,-10580
1998:Q4,978983,-123093,-107174,711295,81483,416472,978983,93741,7179,110565,-94990,70987,917797,9232,-5082,511420,187691,284001,13814,2716,12392,8384,-106770,-32556,978983,-179207,-399780,47201,3388,0,169984,865186,36963,256211,17596,9092,13639,10344,52485,3412,800,45332,245854,115495,4932,0,323040,70769,25760,-24808,-110027,-14864,-216839,293004
1999:Q1,1378678,213134,-102981,586448,80149,601928,1378678,249677,11239,280723,-104513,62228,1110925,372,-1128,193332,394648,229128,110933,5280,-31108,41720,167747,18076,1378678,254200,146691,15029,-2924,0,95404,1014382,38133,87758,-7912,-1772,7406,-17536,103606,69340,280,72236,225429,99840,7820,0,155940,60602,41492,7528,-26330,-3860,94380,110096
1999:Q2,1153673,137679,-52554,581858,33324,453365,1153673,223767,8476,246580,-51954,20665,930386,272,-10,306796,274462,206991,99873,-1308,-18296,27944,33661,-480,1153673,96787,5542,4241,-1920,0,88924,991630,66808,138363,-35440,3764,16785,1148,54100,113740,92,15064,110838,195028,15000,0,167588,60104,15948,1792,-79737,-2148,132794,65256
1999:Q3,1256587,215608,-118292,638287,75761,445223,1256587,277946,14425,326417,-118260,55364,918021,2236,-671,407508,230747,192094,-27345,568,17764,18736,76384,60620,1256587,224870,101132,33126,80,0,90532,685357,32922,71677,49044,4156,-4462,-8512,22451,84076,-148,39260,167461,23010,13256,0,230294,31487,-6124,-1328,-96950,-1620,35407,346360
1999:Q4,918274,353115,-9989,565926,28210,-18988,918274,159474,7512,144636,-9957,17283,730236,2224,197,367504,198390,399,63562,180,-37256,46452,88584,28564,918274,-288950,-389442,-31248,1076,0,130664,1076580,-35203,95572,32408,2496,-25393,-24348,19683,130180,-412,42396,266968,17574,2376,0,161018,13319,56556,2908,63904,38268,216311,130644
2000:Q1,705124,314342,-205502,236054,28572,331657,705124,27942,5006,211665,-207566,18837,577886,11628,-82,105092,133026,132681,115979,128,44428,32632,2373,99296,705124,-193002,-343549,49955,1732,0,98860,605160,77509,45350,-18716,-296,6839,6108,94606,-31720,-552,54788,227895,-37884,5468,0,120836,16561,11024,-120,54655,-39364,12171,292966
2000:Q2,531424,330071,-420965,403987,-15882,234213,531424,-193883,11503,240416,-419129,-26673,786563,14040,467,249040,153111,107562,106440,796,-676,37340,118444,-61256,531424,2304,-126913,46297,732,0,82188,375207,23108,-26513,-29088,1112,12129,-11220,25107,-125712,-128,14692,-21832,-24392,-4268,0,94712,23545,8384,-2400,99198,-5128,323902,153913
2000:Q3,712310,127577,-295525,506859,51927,321472,712310,-28627,7092,220005,-297949,42226,646853,9928,-180,279440,229843,161539,59052,-2492,25364,-112628,-3014,94084,712310,66797,-37347,137,3732,0,100276,437270,49213,47104,31040,8052,-17584,10996,69079,-132128,192,23496,93698,37182,-6700,0,230966,-7719,31056,-44,79017,2388,-112035,208243
2000:Q4,881122,74209,-183259,588776,29879,371518,881122,-56077,-566,97302,-184439,31626,857331,18336,-369,307080,282876,304954,48961,-3656,-6576,29880,-124155,79868,881122,272708,206097,-19669,4728,0,81552,285560,-15075,36791,46452,6052,-4989,-2168,34544,-195920,932,66288,279331,-112542,-16748,0,283388,3354,24672,2228,-32346,-2852,-115832,322855
2001:Q1,948035,-80500,-4839,424845,136378,472151,948035,338859,5510,214086,-7075,126338,548008,13336,-454,265932,161149,100388,-57438,-2452,-23748,93828,-2534,61168,948035,-684244,-762941,-18180,5728,0,91148,1255657,51978,-89964,13244,-6608,18683,-29337,122548,77224,4252,-92912,510368,99575,-6944,0,250068,22169,15604,-1044,227499,3000,66255,376622
2001:Q2,828211,-138051,-424352,720374,90914,579327,828211,14474,11964,350715,-423228,75023,853870,-4772,-1686,286836,432414,205587,32244,-3540,35624,-50296,-78540,-40132,828211,-252204,-379404,-7268,4728,0,129740,848556,46178,84803,20028,-1384,15631,88,126049,-77440,1324,43496,193179,190925,-116,0,260658,26968,-28840,8924,106781,-2604,-166093,231859
2001:Q3,1409094,-159518,269578,821956,108897,368182,1409094,477490,15817,102092,269226,90355,1026928,4868,-1281,326676,495632,311994,-2304,336,12604,7676,-129273,-95324,1409094,527688,454547,7078,1720,0,64344,652637,15844,182648,33668,3616,42685,25898,144992,-69308,5612,-118508,345173,-94680,-496,0,268512,3084,25652,6720,82351,-1336,-249491,228769
2001:Q4,1589052,92733,143654,601377,154552,596736,1589052,514213,22017,219559,142922,129715,1009347,20,-71,337148,264961,383307,-11142,3740,-18884,-26900,77166,65492,1589052,-62564,-214846,18998,2728,0,130556,1193646,45408,271558,13240,13264,39513,32512,82671,-78156,4132,-42908,54636,182924,20416,0,183772,81703,63624,20492,-92775,16372,281249,457969
2002:Q1,1083192,-244539,13174,700981,112094,501482,1083192,214726,9419,91014,11378,102914,795218,-10736,-198,180232,522545,221282,-17581,-2084,-15672,-25916,-56654,73248,1083192,-13752,-124603,29027,-128,0,81952,799895,106957,185932,-58132,6836,33719,30312,247926,43212,-304,29488,-72757,228455,29036,0,257540,12944,-16768,28968,-147621,11364,-157211,297049
2002:Q2,1466091,-183174,367110,495470,147830,638856,1466091,592498,9659,73854,368898,140086,790249,2904,-204,139108,354574,235403,90047,11864,17520,-4520,-56446,83344,1466091,304116,209514,13657,-128,0,81072,639312,64526,149253,61820,2948,8689,35044,155428,62048,1508,-92156,-191670,33186,592,0,88204,38434,18100,20852,389564,2124,-209182,522664
2002:Q3,1208073,-24703,342362,459534,164458,266421,1208073,415430,13256,-89209,343942,147441,774514,-4860,370,289556,168398,221859,76830,7772,15236,17300,-17946,18128,1208073,184460,86577,32503,-128,0,65508,533593,59775,129382,73592,-8,20583,27308,243896,-36964,5096,-215852,-46059,63409,-2316,14988,111756,95317,37084,8472,-224487,-1748,170370,490020
2002:Q4,1588728,56033,241049,532614,213310,545721,1588728,444406,17941,-239,241469,185234,1068730,10760,-1704,270436,261758,345365,48328,10044,-23960,59468,88235,75592,1588728,227608,94223,8825,-128,0,124688,939785,79666,178581,13772,6184,36906,65872,257354,-103160,3476,-120864,199387,103067,16168,-68,174136,152465,33984,-17100,45845,-3072,-182813,421335
2003:Q1,1292677,-72371,179299,512108,133088,540553,1292677,324781,17698,21549,177719,107815,1047800,9048,-148,225752,287936,356810,40918,6308,38432,59664,23080,-79904,1292677,-600848,-634296,33796,1376,0,-1724,1549629,61290,215778,34228,-4052,64627,42876,214167,78184,4480,-17644,13328,193024,25032,-1148,151834,115842,34236,2204,100217,21852,199273,343896
2003:Q2,1845981,-88411,632748,471777,179040,650827,1845981,930163,11446,109152,633264,176299,827119,7328,-413,192436,278825,223671,194844,16124,-16228,75488,-144956,88700,1845981,-277917,-282159,9966,1376,0,-7100,1422686,46513,238777,27268,11364,17136,42908,222967,55616,40,33204,119663,265076,57164,416,-38842,141711,64456,1696,16954,23456,75142,701213
2003:Q3,1501290,-99199,331469,770411,120072,378536,1501290,553868,18612,108950,331525,94779,1060158,1920,-100,459872,310483,193594,47904,25792,9860,18836,-8003,-112736,1501290,278794,116428,35786,1376,0,125204,765148,19231,-160365,-74348,14776,-3045,67752,121251,58352,22876,50032,-102237,52011,42260,1572,381398,80516,74516,2492,30418,-27564,113255,457348
2003:Q4,1845272,-67855,344948,581048,118020,869112,1845272,441521,7467,-5200,336320,102934,1221002,6876,410,125432,464244,284328,137433,26188,-6596,65412,117276,182748,1845272,337938,168661,-35072,1376,0,202972,931535,21961,358186,-41132,2484,6554,92604,96747,97160,1216,203244,-353486,125001,15708,2044,3440,-3350,39928,17724,174780,-3024,73746,575799
2004:Q1,1321962,154662,267139,-3310,223208,680263,1321962,545981,8552,105294,268203,163933,649221,356,144,5600,-9974,378033,88010,32592,51948,109436,-6924,126760,1321962,129887,1195,44869,6960,0,76864,380385,47721,360135,44084,6088,3738,89752,160132,3012,-1300,159928,-220443,-157923,8740,5128,11922,4515,-19484,55316,-210061,88,29297,811689
2004:Q2,1473768,-158141,599026,301285,252889,478709,1473768,795337,22160,-50093,595382,227887,707403,15508,4,214812,90117,471665,51810,36676,2472,-41396,-134265,-28972,1473768,-174669,-198884,-13617,6960,0,30872,708849,57395,27838,-34928,9144,-5554,64368,132808,7336,-172,170692,-105137,339857,22148,3544,45494,453,-39888,19652,-33789,728,26860,939587
2004:Q3,1622669,105049,327262,169190,216692,804476,1622669,533284,5140,5595,327110,195439,902933,4132,144,118280,51062,519605,71994,1088,33204,87608,15815,186452,1622669,594485,333819,5722,6960,0,247984,344230,51389,-167282,11544,2980,-23461,64636,138773,-9276,664,-165400,-137866,33949,-700,2248,83196,-98691,16696,31756,364927,1328,142820,683953
2004:Q4,1562074,323190,270949,-6521,158307,816148,1562074,480751,16892,51772,271261,140825,958587,29800,288,-38696,31863,534964,205414,120384,-26640,-12384,113593,122736,1562074,251654,477644,29222,6960,0,-262172,529814,48111,-60986,47604,4340,25021,62528,106767,-8380,116,271796,-126871,94237,12356,4196,-187010,48415,11820,27140,-239765,7756,380623,780606
2005:Q1,1518694,149924,262670,-59006,247238,917867,1518694,518839,12476,40835,261930,203599,935155,18152,-76,-141516,83250,719077,101892,45588,11156,35112,62520,64700,1518694,-215660,-387307,100967,6080,0,64600,1199401,30008,544312,155036,2364,4147,96012,175930,27456,220,40696,-138096,53074,10736,11704,-127380,23977,-31236,13392,204692,-4760,107118,534953
2005:Q2,1589738,96203,254455,98598,216531,923951,1589738,376589,9064,-61961,253071,176415,1078077,2252,348,-63668,163650,740663,19986,45316,-5224,48228,126526,135072,1589738,635344,488919,-17067,6080,0,157412,132856,32454,-12137,71948,5020,-19422,53808,75453,32244,1128,-203216,38388,137753,3408,3460,-103460,-46421,17356,17204,166691,34512,-173315,821539
2005:Q3,1059329,459454,92030,-124175,252731,379290,1059329,317975,23896,34213,91654,168213,657378,8588,-88,-269252,145453,717284,-161868,27816,28000,40116,121329,83976,1059329,-122369,-590970,30237,6084,0,432280,455483,37662,35351,91524,-792,-39175,97452,113826,47076,856,40356,9642,175426,-1204,7064,-68564,1401,-193372,20640,-80613,-46776,207704,726216
2005:Q4,2061023,274719,283374,404575,177020,921336,2061023,421825,13436,16062,284170,108157,1549178,24932,-44,138272,265507,869088,153194,-18404,-33436,41464,108606,90020,2061023,702304,596121,52092,6076,0,48016,492721,5460,-38005,-4472,-3036,14578,32692,47071,68776,2080,148480,93047,101915,-9952,4804,-25760,-56945,-2704,4356,40958,-10896,80274,865997
2006:Q1,1945595,149065,361010,316522,61681,1057317,1945595,447642,8376,75011,359998,4258,1339110,17796,232,-10056,327590,848239,2505,46124,35100,65988,5592,158843,1945595,-43648,73717,5199,1472,0,-124036,1356159,112907,316620,-5748,-372,27181,54856,114743,45216,1656,19024,143263,211591,15332,3008,21728,-1822,-12188,15468,130822,8436,134438,633084
2006:Q2,2226784,94856,215605,462551,218765,1235008,2226784,570045,33960,171910,215833,148342,1393553,26024,-316,195156,267167,708980,88437,500,6532,167372,-66299,263186,2226784,244915,58818,-21787,1472,0,206412,808000,17585,246769,84216,-7428,-22007,43516,71288,45216,-284,111552,342119,122781,16240,9132,27404,-18042,-42608,50996,17230,8164,-315839,1173870
2006:Q3,1703505,733061,-34493,183861,199640,621436,1703505,204242,532,87978,-35509,151241,1150078,19144,-228,-83496,268373,733042,17343,4024,4968,45748,141160,349185,1703505,-325200,-444890,2062,1472,0,116156,1013064,-10037,-132002,14212,-5540,-23339,23052,48169,45216,280,-1920,363886,130430,-8324,2832,-79772,76979,-25364,22188,205657,6068,360393,1015641
2006:Q4,2414179,291899,75890,348634,265154,1432602,2414179,541275,22216,282353,76386,160320,1535146,55592,-804,40724,307414,926619,82487,1160,-20892,121616,21230,337758,2414179,119779,-203803,9914,1472,0,312196,1242155,18345,98437,32768,-8900,15450,64872,-50941,45216,6416,100464,59880,402347,6404,7948,11076,127917,5300,70360,46627,4584,177586,1052245
2007:Q1,2540427,227580,309502,557369,312960,1133017,2540427,775991,10352,227805,308186,229648,1552830,24732,-380,65400,493285,674848,-62238,25488,59456,74896,197343,211606,2540427,-139295,-332504,-60739,2516,0,251432,1423421,7944,85946,106556,-2120,25378,38292,73458,36812,1492,-94788,522813,221595,-1872,6824,-86876,21027,17200,38692,383211,-10064,31900,1256302
2007:Q2,2425082,295716,-18595,643968,346025,1157968,2425082,571768,29368,332931,-18691,228160,1449261,28424,148,160028,484036,646662,-36864,-18032,39852,165436,-20429,404053,2425082,-397134,-264852,-37150,2516,0,-97648,1469915,38484,128144,111648,-1004,3275,46336,59842,36812,2232,324132,479539,321769,9516,15612,49156,60036,11336,15956,-255254,-6024,18372,1352301
2007:Q3,2462690,-694405,168889,1203745,202846,1581615,2462690,430217,6768,123118,168077,132254,1856092,13492,-636,552588,651969,266398,78396,-20136,-29368,128452,214937,176381,2462690,1484987,1392579,-88636,2520,0,178524,888728,-43560,-8437,49456,-7216,5971,13612,75671,36808,48,-73660,457517,132333,5456,11044,-126760,8744,15928,-105092,567056,19940,-146132,88975
2007:Q4,2005225,-506899,324716,1216159,213402,757848,2005225,669304,44336,190227,325460,109282,1188869,32236,948,340640,874775,-65332,-50926,-34848,-85880,111232,66025,147052,2005225,1036874,1165664,-59047,2512,0,-72256,239682,-156084,26623,64348,-4612,-176,7668,-17811,36808,2100,64272,125091,283623,1948,19964,26000,92769,-26396,16232,165815,86112,-574611,728670
2008:Q1,1463118,21580,609329,749719,153375,-70885,1463118,884509,11840,168859,610605,93205,691057,-124,-568,163406,585037,-184028,86624,-90284,62264,108148,-39418,-112448,1463118,-368073,-78738,-149144,-7884,0,-132308,1198450,-597508,-63837,79868,-3364,-6000,16792,68167,-32752,5396,-38140,1350012,-6219,-2320,19592,136056,-35553,36008,-33912,330769,5748,-30354,632742
2008:Q2,1688607,-197784,281469,1210000,214563,180359,1688607,722840,41884,324157,281721,75079,967373,-2100,-148,588220,621528,-314298,-59515,-15172,16448,197164,-64754,-1606,1688607,695601,642316,11114,-7884,0,50056,37409,-449572,219106,-108268,8084,17745,-1012,71449,-32756,-924,69052,191329,276429,-23364,22548,426168,-20668,-2336,30356,-659510,92752,-89199,955596
2008:Q3,1482362,-677117,1944449,690951,82602,-558523,1482362,2135828,-10332,180054,1942757,23349,-146428,-29556,0,196873,495770,-352050,-57310,-39448,-30220,-144740,-185747,-507038,1482362,1225536,1318605,1139,-7884,13244,-99568,376117,49144,335621,-70072,-2188,-1743,-1072,-19603,-32752,2380,-117576,76805,-31673,-15308,27620,-213228,-9557,-10844,-27412,679982,-33544,-208863,-119291
2008:Q4,1999393,98268,2218218,425122,7288,-749503,1999393,2290898,-4836,108373,2219210,-31849,-65078,32828,0,96769,327362,-477908,-258935,-90624,80564,-139528,364395,-226428,1999393,1506092,1733233,36071,-7884,204464,-459792,343628,18008,-151082,221680,-10784,-19550,-22380,3318,-32752,-12232,-250924,1372401,-817313,-13808,22136,221048,-80981,-10772,-70268,-641849,-17816,637547,149673
2009:Q1,1231612,-751727,1641388,64653,175689,101609,1231612,2062260,2564,280521,1638196,140979,-944756,-57548,0,-289362,357207,-659359,-179106,-99444,-60112,202632,-159665,114108,1231612,819423,719347,-380,-5492,209136,-103188,15443,1134892,221298,-197948,-7140,-63084,20156,-83370,55524,-2436,-117692,-357321,341465,-1580,48120,119264,-254986,29324,17072,-410640,-82564,-392911,396747
