1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q2,-16226,-9739,-136,-9875,282,282,45,45,298,-7,-92,0,397,0,0,0,0,0,-10257,0,0,-945,-11202,3559,667,4226,0,0,0,0,0,0
1987:Q3,87,-6407,222,-6185,407,407,48,48,125,-10,-146,0,281,0,0,0,0,0,4869,0,0,783,5652,1926,-1886,40,0,0,0,0,0,0
1987:Q4,1680,-4042,-1401,-5443,333,333,38,38,458,3,-28,0,483,0,0,0,0,0,1597,0,0,255,1852,1218,3224,4442,0,0,0,0,0,0
1988:Q1,2450,-6529,468,-6061,279,279,48,48,515,-9,-74,0,598,0,0,0,0,0,-185,0,0,-406,-591,4648,3612,8260,0,0,0,0,0,0
1988:Q2,9194,-5072,155,-4917,298,298,15,15,338,1,11,0,326,0,0,0,0,0,6645,0,0,1025,7670,4225,1565,5790,0,0,0,0,0,0
1988:Q3,4074,-8001,164,-7837,325,325,-13,-13,541,10,100,0,431,0,0,0,0,0,5860,0,0,229,6089,2657,2312,4969,0,0,0,0,0,0
1988:Q4,-5083,-10332,-86,-10418,412,412,16,16,570,5,24,0,541,0,0,0,0,0,3911,0,0,-109,3802,1268,-733,535,0,0,0,0,0,0
1989:Q1,11531,-961,71,-890,261,261,18,18,188,-29,-341,0,558,0,0,0,0,0,5282,0,0,447,5729,3887,2338,6225,0,0,0,0,0,0
1989:Q2,-6551,-9976,-461,-10437,257,257,14,14,-363,-33,-396,0,66,0,0,0,0,0,4414,0,0,91,4505,-1400,873,-527,0,0,0,0,0,0
1989:Q3,-13548,-11752,287,-11465,314,314,53,53,-46,-4,-69,0,27,0,0,0,0,0,-1192,0,0,589,-603,-2206,405,-1801,0,0,0,0,0,0
1989:Q4,-11085,-7968,-687,-8655,341,341,45,45,-374,1,68,0,-443,0,0,0,0,0,-130,0,0,-873,-1003,2330,-3769,-1439,0,0,0,0,0,0
1990:Q1,7635,5136,-63,5073,324,324,70,70,-1247,-4,-71,0,-1172,0,0,0,0,0,4985,0,0,-250,4735,-2832,1512,-1320,0,0,0,0,0,0
1990:Q2,8679,4699,-228,4471,307,307,31,31,-516,-3,-72,0,-441,0,0,0,0,0,3955,0,0,-212,3743,-2400,3043,643,0,0,0,0,0,0
1990:Q3,13275,8309,-272,8037,461,461,55,55,-481,-2,-73,0,-407,1,0,0,0,0,1082,0,0,401,1483,5833,-2113,3720,0,0,0,0,0,0
1990:Q4,3917,6610,-701,5909,212,212,24,24,-287,1,-26,0,-264,1,0,1,0,0,618,0,0,-3115,-2497,-2443,2999,556,0,0,0,0,0,0
1991:Q1,8341,4336,480,4816,283,283,78,78,-324,-2,-73,0,-250,1,0,0,0,0,3236,0,0,-188,3048,-986,1426,440,0,0,0,0,0,0
1991:Q2,4674,4091,182,4273,425,425,44,44,-92,5,58,0,-156,1,0,0,0,0,2313,0,0,-80,2233,-4098,1889,-2209,0,0,0,0,0,0
1991:Q3,20248,11308,458,11766,341,341,20,20,-3,5,58,0,-68,2,0,0,0,0,3289,0,0,-529,2760,1836,3528,5364,0,0,0,0,0,0
1991:Q4,19358,9990,36,10026,455,455,87,87,-286,8,140,0,-436,2,0,0,0,0,2578,0,0,-119,2459,2763,3854,6617,0,0,0,0,0,0
1992:Q1,20469,8728,5,8733,314,314,93,93,-151,-4,-70,0,-86,2,0,7,0,0,5116,0,0,704,5820,455,5205,5660,0,0,0,0,0,0
1992:Q2,24789,7901,-164,7737,306,306,87,87,-326,-9,-91,0,-244,2,0,16,0,0,9942,0,0,86,10028,3860,3097,6957,0,0,0,0,0,0
1992:Q3,27941,12789,527,13316,381,381,145,145,321,7,93,0,218,3,0,0,0,0,6924,0,0,414,7338,158,6282,6440,0,0,0,0,0,0
1992:Q4,14595,2573,-159,2414,426,426,77,77,-16,2,-2,0,-21,5,0,0,0,0,6837,0,0,867,7704,-602,4592,3990,0,0,0,0,0,0
1993:Q1,24719,15965,986,16951,223,223,133,133,308,4,104,0,189,5,0,6,0,0,8860,0,0,1142,10002,-9105,6207,-2898,0,0,0,0,0,0
1993:Q2,19980,8020,-359,7661,280,280,101,101,399,5,57,0,309,25,0,3,0,0,8836,0,0,509,9345,-3940,6134,2194,0,0,0,0,0,0
1993:Q3,28907,10362,739,11101,247,247,43,43,579,3,65,0,506,4,0,1,0,0,6473,0,0,1214,7687,6011,3239,9250,0,0,0,0,0,0
1993:Q4,25550,11201,-289,10912,393,393,70,70,359,3,56,0,292,5,0,3,0,0,10196,0,0,1551,11747,471,1598,2069,0,0,0,0,0,0
1994:Q1,21867,9951,16,9967,222,222,44,44,271,4,76,0,173,7,0,11,0,0,1767,0,0,521,2288,-911,9986,9075,0,0,0,0,0,0
1994:Q2,26765,17019,-630,16389,362,362,78,78,702,4,60,0,627,9,0,2,0,0,5540,0,0,673,6213,2930,91,3021,0,0,0,0,0,0
1994:Q3,19406,10897,98,10995,396,396,85,85,438,7,60,0,356,14,0,1,0,0,6943,0,0,765,7708,-5164,4948,-216,0,0,0,0,0,0
1994:Q4,15092,8787,-582,8205,450,450,75,75,415,-3,-27,0,395,15,0,35,0,0,1593,0,0,641,2234,2676,1037,3713,0,0,0,0,0,0
1995:Q1,41393,11432,306,11738,312,312,103,103,370,-1,-27,0,404,-2,0,-4,0,0,11589,0,0,2731,14320,6154,8396,14550,0,0,0,0,0,0
1995:Q2,20408,4874,-178,4696,277,277,29,29,454,1,-30,0,463,19,0,1,0,0,9199,0,0,941,10140,2025,2787,4812,0,0,0,0,0,0
1995:Q3,21757,2196,904,3100,403,403,100,100,659,1,-25,0,667,15,0,1,0,0,9994,0,0,1101,11095,-922,7322,6400,0,0,0,0,0,0
1995:Q4,4218,1795,105,1900,526,526,51,51,500,6,20,0,458,25,0,-9,0,0,3141,0,0,-649,2492,-595,-656,-1251,0,0,0,0,0,0
1996:Q1,18794,-3419,694,-2725,438,438,71,71,126,0,-28,0,127,-8,0,35,0,0,4810,0,0,2258,7068,1959,11857,13816,0,0,0,0,0,0
1996:Q2,24474,1559,-190,1369,377,377,101,101,550,4,14,0,513,8,0,11,0,0,11844,0,0,-1075,10769,158,11150,11308,0,0,0,0,0,0
1996:Q3,19922,-878,463,-415,433,433,397,397,310,2,-11,0,306,11,0,2,0,0,4528,0,0,1041,5569,6580,7048,13628,0,0,0,0,0,0
1996:Q4,32030,-1654,-135,-1789,586,586,67,67,464,-59,121,0,354,5,0,43,0,0,4449,0,0,1765,6214,5037,21451,26488,0,0,0,0,0,0
1997:Q1,35275,-8407,1061,-7346,427,427,160,160,646,1,3,0,633,7,0,2,0,0,11225,0,0,1104,12329,14890,14169,29059,0,0,0,0,0,0
1997:Q2,7207,-7249,1217,-6032,411,411,288,288,475,8,-5,0,456,11,0,5,0,0,11894,0,0,3522,15416,-5070,1719,-3351,0,0,0,0,0,0
1997:Q3,27730,-6388,1044,-5344,415,415,177,177,417,8,13,0,-36,205,0,227,0,0,10680,0,0,1432,12112,8607,11346,19953,0,0,0,0,0,0
1997:Q4,6431,-469,-248,-717,336,336,206,206,224,-8,-20,0,653,-180,0,-221,0,0,1054,0,0,1634,2688,-4092,7786,3694,0,0,0,0,0,0
1998:Q1,38894,-9715,835,-8880,385,385,38,38,1339,13,26,0,1302,2,0,-4,0,0,13488,0,0,926,14414,8729,22869,31598,0,0,0,0,0,0
1998:Q2,-3006,-15453,-307,-15760,444,444,320,320,578,18,277,0,266,31,0,-14,0,0,12313,0,0,3022,15335,-8237,4314,-3923,0,0,0,0,0,0
1998:Q3,25671,-3378,-256,-3634,413,413,119,119,816,11,-11,0,755,41,0,20,0,0,11891,0,0,-1355,10536,10173,7248,17421,0,0,0,0,0,0
1998:Q4,25963,-11658,74,-11584,338,338,42,42,1320,-16,-253,0,1548,15,0,26,0,0,9755,0,0,23947,33702,1091,1054,2145,0,0,0,0,0,0
1999:Q1,41783,-8291,132,-8159,394,394,170,170,1445,-3,-17,0,1314,91,0,60,0,0,8697,0,0,1845,10542,-769,38160,37391,0,0,0,0,0,0
1999:Q2,-15912,-23086,396,-22690,456,456,160,160,858,11,5,0,756,52,0,34,0,0,-4254,0,0,4966,712,-1317,5909,4592,0,0,0,0,0,0
1999:Q3,4427,-19023,363,-18660,329,329,48,48,1737,5,-6,0,1649,34,0,55,0,0,3789,0,0,1192,4981,14006,1986,15992,0,0,0,0,0,0
1999:Q4,4534,-23412,1626,-21786,272,272,102,102,2022,-8,5,0,1991,48,0,-14,0,0,5825,0,0,7668,13493,-9448,19879,10431,0,0,0,0,0,0
2000:Q1,32288,-7078,237,-6841,330,330,312,312,1027,-8,15,0,1072,31,0,-83,0,0,15682,0,0,2707,18389,21536,-2465,19071,0,0,0,0,0,0
2000:Q2,9123,-9438,893,-8545,397,397,121,121,137,11,-28,0,129,25,0,0,0,0,7443,0,0,3006,10449,-25,6589,6564,0,0,0,0,0,0
2000:Q3,34471,5807,-344,5463,316,316,68,68,364,9,9,0,221,20,0,105,0,0,13620,0,0,13004,26624,5379,-3743,1636,0,0,0,0,0,0
2000:Q4,26460,-12609,49,-12560,395,395,64,64,701,5,39,0,619,37,0,1,0,0,10729,0,0,7705,18434,18748,678,19426,0,0,0,0,0,0
2001:Q1,63327,4233,1837,6070,513,513,32,32,777,-1,-48,0,790,57,0,-21,0,0,13949,0,13,24790,38752,3647,13536,17183,0,0,0,0,0,0
2001:Q2,2572,-5935,1407,-4528,470,470,114,114,890,50,478,0,438,32,0,-108,0,0,10873,0,25,7964,18862,-8003,-5233,-13236,0,0,0,0,0,0
2001:Q3,-7310,-6496,489,-6007,335,335,123,123,742,12,14,0,600,90,0,26,0,0,24203,0,-34,319,24488,-16980,-10011,-26991,0,0,0,0,0,0
2001:Q4,7863,-9166,890,-8276,303,303,107,107,867,12,7,0,789,45,0,14,0,0,12005,0,-1371,-5263,5371,-543,10034,9491,0,0,0,0,0,0
2002:Q1,-28432,-47072,-919,-47991,427,427,275,275,718,2,-2,0,596,96,0,26,0,0,6376,0,-524,996,6848,-6510,17801,11291,0,0,0,0,0,0
2002:Q2,26853,-8401,-116,-8517,344,344,682,682,286,19,14,0,87,105,0,61,0,0,17319,0,1988,-760,18547,21196,-5685,15511,0,0,0,0,0,0
2002:Q3,-155,-5558,-253,-5811,338,338,-66,-66,605,10,24,0,498,39,0,34,0,0,18207,0,992,-3789,15410,-6750,-3881,-10631,0,0,0,0,0,0
2002:Q4,36956,-10725,651,-10074,282,282,116,116,383,10,17,0,207,51,0,98,0,0,8999,0,1498,13175,23672,10637,11940,22577,0,0,0,0,0,0
2003:Q1,1685,-24644,-629,-25273,352,352,125,125,1213,1,41,0,1017,73,0,81,0,0,11608,0,667,4729,17004,182,8082,8264,0,0,0,0,0,0
2003:Q2,46822,24810,757,25567,394,394,152,152,566,27,20,0,241,86,0,192,0,0,15728,0,1588,8107,25423,-1362,-3918,-5280,0,0,0,0,0,0
2003:Q3,28422,24856,4,24860,284,284,89,89,836,24,60,0,439,71,0,242,0,0,2938,0,359,5367,8664,-3183,-3128,-6311,0,0,0,0,0,0
2003:Q4,43866,7972,349,8321,273,273,101,101,588,43,472,0,-79,15,0,137,0,0,7843,0,1207,4053,13103,11769,9711,21480,0,0,0,0,0,0
2004:Q1,45004,-29934,-1497,-31431,306,306,131,131,1816,-8,93,0,1539,133,0,59,0,0,19510,0,1207,21331,42048,24253,7881,32134,0,0,0,0,0,0
2004:Q2,43394,32367,-215,32152,477,477,248,248,1134,39,6,0,1008,57,0,24,0,0,27383,0,-688,12769,39464,-22472,-7609,-30081,0,0,0,0,0,0
2004:Q3,133227,26726,829,27555,819,819,1276,1276,27,35,-8,0,-27,21,0,6,0,0,80685,0,1528,12419,94632,14582,-5664,8918,0,0,0,0,0,0
2004:Q4,88443,10937,617,11554,250,250,1412,1412,-472,5,-47,0,-934,36,0,468,0,0,31081,0,424,13683,45188,16687,13824,30511,0,0,0,0,0,0
2005:Q1,-29916,-58952,280,-58672,324,324,646,646,350,-11,44,0,371,-4,1,-51,0,0,13666,0,-115,4586,18137,1383,7916,9299,0,0,0,0,0,0
2005:Q2,60807,796,-151,645,330,330,377,377,767,6,-202,0,982,38,-11,-46,0,0,21668,0,-720,7375,28323,15626,14739,30365,0,0,0,0,0,0
2005:Q3,6525,-8364,-187,-8551,262,262,370,370,810,40,72,0,617,83,0,-2,0,0,5265,0,8049,-3669,9645,5024,-1035,3989,0,0,0,0,0,0
2005:Q4,34204,-16626,213,-16413,222,222,229,229,-18,8,1,0,-9,-3,0,-15,0,0,16312,0,818,16507,33637,-999,17546,16547,0,0,0,0,0,0
2006:Q1,-2654,-50448,446,-50002,1289,1289,223,223,574,9,6,0,522,40,-6,3,0,0,9030,0,-411,7226,15845,24123,5294,29417,0,0,0,0,0,0
2006:Q2,73168,10175,-443,9732,132,132,1211,1211,35,10,20,0,121,-19,-11,-86,0,0,46512,0,-425,6753,52840,2076,7142,9218,0,0,0,0,0,0
2006:Q3,49570,9538,-196,9342,308,308,99,99,99,18,96,0,-88,61,-6,18,0,0,29725,0,3811,9871,43407,-3176,-509,-3685,0,0,0,0,0,0
2006:Q4,37194,-14147,-1795,-15942,210,210,256,256,-527,14,50,0,-779,75,-6,119,0,0,41033,0,-261,16635,57407,-14467,10257,-4210,0,0,0,0,0,0
2007:Q1,-19445,-65055,2930,-62125,280,280,521,521,-5,45,274,0,-194,-187,-6,63,0,0,8459,0,1116,-5259,4316,33748,3820,37568,0,0,0,0,0,0
2007:Q2,34385,-533,588,55,1153,1153,256,256,107,51,306,0,-521,143,-9,137,0,0,11528,0,1962,8531,22021,9652,1141,10793,0,0,0,0,0,0
2007:Q3,70647,339,608,947,78,78,1172,1172,6841,19,73,0,5983,460,56,250,0,0,48583,0,452,5541,54576,-15451,22484,7033,0,0,0,0,0,0
2007:Q4,50807,-14297,1127,-13170,70,70,1176,1176,2150,17,56,0,1777,159,-9,150,0,0,44493,0,1883,-35035,11341,15716,33524,49240,0,0,0,0,0,0
2008:Q1,-130068,-137896,544,-137352,88,88,1099,1099,-2493,-75,589,0,-2960,-155,-4,112,0,0,12821,0,-679,4419,16561,-571,-7400,-7971,0,0,0,0,0,0
2008:Q2,-87196,-78106,142,-77964,1052,1052,325,325,1806,-18,104,0,1232,293,12,183,0,0,-11325,0,-267,3510,-8082,-3151,-1182,-4333,0,0,0,0,0,0
2008:Q3,-127022,-77837,1110,-76727,105,105,438,438,-696,-32,191,0,-1357,202,33,267,0,0,16942,0,-5342,-23316,-11716,-44671,6245,-38426,0,0,0,0,0,0
2008:Q4,2894,-78557,-2241,-80798,61,61,764,764,-2821,37,271,0,-3410,-82,14,349,0,0,-21564,0,-5786,25132,-2218,84024,3882,87906,0,0,0,0,0,0
2009:Q1,68258,-55757,2868,-52889,113,113,1482,1482,1711,38,-591,0,2600,-335,-30,29,0,0,50004,0,1769,73367,125140,-7299,0,-7299,0,0,0,0,0,0
2009:Q2,-30257,-2310,-3131,-5441,1280,1280,1688,1688,1806,-16,102,0,1605,88,9,18,0,0,25315,0,4168,-14196,15287,-44877,0,-44877,0,0,0,0,0,0
2009:Q3,29806,-194,-568,-762,57,57,672,672,-696,-34,193,0,-760,-2,-16,-77,0,0,64463,0,6979,-16369,55073,-24538,0,-24538,0,0,0,0,0,0
2009:Q4,-3111,-1600,2081,481,117,117,722,722,-2821,33,275,0,-2736,-137,1,-257,0,0,28110,0,-775,-34504,-7169,3167,0,3167,0,0,0,2392,1196,1196
2010:Q1,10465,15544,849,16393,89,89,615,615,-768,16,16,0,-701,-7,-100,2,6,0,-13469,0,2708,15458,4697,-13903,0,-13903,0,0,0,3342,1671,1671
2010:Q2,65483,50025,-239,49786,1315,1315,365,365,-468,-32,78,0,-599,0,45,9,31,0,25956,0,3705,21059,50720,-38781,0,-38781,0,0,0,2546,1273,1273
2010:Q3,68692,49817,934,50751,308,308,66,66,96,75,304,0,-382,45,5,52,-3,0,20014,0,3867,-34322,-10441,26664,0,26664,0,0,0,1248,624,624
2010:Q4,28386,53965,4618,58583,194,194,-162,-162,-1606,63,-19,0,-1338,-238,-33,-64,23,0,-10987,0,12191,-25113,-23909,-5488,0,-5488,0,0,0,774,387,387
2011:Q1,42789,13253,-1765,11488,81,81,-231,-231,-410,82,-35,0,-502,13,0,55,-23,0,27779,0,1746,-14946,14579,17368,0,17368,0,0,0,-86,-43,-43
2011:Q2,58295,48275,320,48595,1317,1317,193,193,-4423,-69,129,0,-4128,-174,2,-208,25,0,22531,0,3668,1411,27610,-15525,0,-15525,0,0,0,528,264,264
2011:Q3,79617,44816,-1312,43504,217,217,-481,-481,-716,-68,163,0,-838,22,3,1,1,0,26864,0,7072,35939,69875,-33286,0,-33286,0,0,0,504,252,252
2011:Q4,4301,53707,1006,54713,109,109,894,894,-393,16,33,0,-649,817,-15,-591,-4,0,-1122,0,-1964,-45701,-48787,-2291,0,-2291,0,0,0,56,28,28
2012:Q1,31184,-26922,9608,-17314,130,130,318,318,-647,106,81,0,-787,-33,16,-30,0,0,34057,0,-574,-495,32988,16425,0,16425,0,0,0,-716,-358,-358
2012:Q2,36044,10231,425,10656,1753,1753,125,125,-802,-82,-85,0,-813,120,0,44,14,0,23469,-28,6508,20215,50164,-25752,0,-25752,0,0,0,-100,-50,-50
2012:Q3,159124,7670,609,8279,250,250,27,27,-374,4,101,0,-453,-31,-3,4,0,4,35760,-3243,-65192,197601,164926,-10576,0,-10576,0,0,0,-3408,-1704,-1704
2012:Q4,-566,10270,-202,10068,26,26,-9,-9,-7,-2,54,0,-107,0,1,19,21,7,4912,-3145,409,-18306,-16130,8080,0,8080,0,0,0,-2594,-1297,-1297
2013:Q1,20800,-975,813,-162,37,37,204,204,-889,72,-44,0,-860,48,2,-106,-7,6,16478,-5407,431,-3768,7734,16914,0,16914,0,0,0,-3038,-1519,-1519
2013:Q2,40483,54835,537,55372,1856,1856,-71,-71,276,-50,264,0,20,22,3,7,8,2,-19476,86,-476,4239,-15627,-843,0,-843,0,0,0,-480,-240,-240
2013:Q3,33786,52611,-2647,49964,60,60,-52,-52,-151,-11,255,0,-565,26,7,122,9,6,12926,171,362,-6091,7368,-23403,0,-23403,0,0,0,0,0,0
2013:Q4,92676,50672,4205,54877,77,77,66,66,1238,33,115,0,818,-649,54,802,33,32,23421,38,-2057,10204,31606,4812,0,4812,0,0,0,0,0,0
2014:Q1,18725,-25415,1610,-23805,0,0,544,544,-1173,154,275,0,-1675,13,10,30,-3,23,23812,296,234,18446,42788,371,0,371,0,0,0,0,0,0
2014:Q2,46709,28905,1060,29965,1370,1370,111,111,1530,-45,80,0,1119,219,-9,71,-1,96,34048,65,590,-17919,16784,-3051,0,-3051,0,0,0,0,0,0
2014:Q3,43749,28719,896,29615,476,476,28,28,342,-7,178,0,-95,167,5,26,-3,71,10126,146,-66,-3946,6260,7028,0,7028,0,0,0,0,0,0
2014:Q4,26416,32593,761,33354,212,212,382,382,511,30,215,0,60,167,-1,-38,-8,86,14894,-218,23,1891,16590,-24633,0,-24633,0,0,0,0,0,0
2015:Q1,-31867,-7077,297,-6780,2086,2086,250,250,-1085,78,92,0,-1523,65,3,121,0,79,-7154,64,285,-12557,-19362,-6976,0,-6976,0,0,0,0,0,0
2015:Q2,117585,56136,41,56177,1,1,311,311,1056,-34,126,0,215,210,3,351,7,178,37164,52,-34,9969,47151,12889,0,12889,0,0,0,0,0,0
2015:Q3,105579,49031,4252,53283,10,10,148,148,-607,5,149,0,-1506,124,-1,25,47,550,19693,97,214,33509,53513,-768,0,-768,0,0,0,0,0,0
2015:Q4,38773,47812,693,48505,0,0,170,170,1905,30,149,0,1445,22,9,-46,43,253,4750,-191,-54,-13336,-8831,-2976,0,-2976,0,0,0,0,0,0
2016:Q1,-29969,-100279,1233,-99046,1489,1489,627,627,-1464,91,87,0,-1585,146,-36,99,-4,-262,37381,13,877,8431,46702,21723,0,21723,0,0,0,0,0,0
2016:Q2,-2592,-42216,-245,-42461,211,211,35,35,2622,34,384,0,2408,-246,63,80,-12,-89,32781,-19,762,15685,49209,-12208,0,-12208,0,0,0,0,0,0
2016:Q3,28925,-43010,18246,-24764,20,20,63,63,650,-56,285,0,172,128,17,181,1,-78,19541,-148,368,42194,61955,-8999,0,-8999,0,0,0,0,0,0
2016:Q4,-96003,-45227,-1897,-47124,27,27,267,267,938,27,-13,0,922,80,-23,0,-9,-46,-11749,-1526,-776,-29934,-43985,-6126,0,-6126,0,0,0,0,0,0
2017:Q1,3853,-26103,1777,-24326,835,835,152,152,-952,127,195,0,-1355,14,6,285,-5,-219,26557,156,376,-9302,17787,10357,0,10357,0,0,0,0,0,0
2017:Q2,38635,50536,-853,49683,34,34,248,248,2004,-71,204,0,1813,118,57,-69,-13,-35,29524,-56,631,-22433,7666,-21000,0,-21000,0,0,0,0,0,0
2017:Q3,34404,39386,1359,40745,637,637,345,345,2339,146,2069,0,110,126,-52,5,7,-72,18604,54,386,-21067,-2023,-7639,0,-7639,0,0,0,0,0,0
2017:Q4,17901,43084,-1331,41753,0,0,201,201,809,74,85,0,143,387,-11,170,7,-46,2838,-163,1140,-26890,-23075,-1787,0,-1787,0,0,0,0,0,0
2018:Q1,35527,-52885,5497,-47388,0,0,278,278,-446,165,-239,0,-352,-421,61,346,0,-6,13658,1001,-668,24487,38478,44605,0,44605,0,0,0,0,0,0
2018:Q2,26662,7627,2332,9959,1278,1278,409,409,1579,-93,287,0,1220,206,-32,6,-5,-10,16709,195,-131,-15366,1407,12030,0,12030,0,0,0,0,0,0
2018:Q3,-48105,-7116,2206,-4910,50,50,200,200,-1177,-49,127,0,-1270,57,9,73,-130,6,-39488,-16,184,8301,-31019,-11249,0,-11249,0,0,0,0,0,0
2018:Q4,91312,10561,-498,10063,0,0,59,59,1128,47,-2,0,993,43,-6,68,-17,2,72872,-308,-10385,19897,82076,-2014,0,-2014,0,0,0,0,0,0
2019:Q1,-22899,-42001,175,-41826,0,0,187,187,-2654,91,-32,0,-2680,-158,29,92,0,4,30791,328,423,-25571,5971,15423,0,15423,0,0,0,0,0,0
2019:Q2,77294,34170,-9,34161,1349,1349,-127,-127,982,-17,123,0,907,47,-28,3,0,-53,44642,-205,411,12220,57068,-16139,0,-16139,0,0,0,0,0,0
2019:Q3,35314,29795,2198,31993,18,18,93,93,-1352,-65,179,0,-1765,-24,5,301,16,1,-5281,-280,230,13511,8180,-3618,0,-3618,0,0,0,0,0,0
2019:Q4,26459,29702,2881,32583,0,0,-790,-790,-643,66,-9,0,-994,98,11,168,6,11,16364,-194,31,-21683,-5482,791,0,791,0,0,0,0,0,0
2020:Q1,32008,-62253,1334,-60919,1298,1298,268,268,6481,65,-126,0,5517,342,126,804,-5,-242,6257,95,-5763,81451,82040,2840,0,2840,0,0,0,0,0,0
2020:Q2,101256,25030,3644,28674,10,10,59,59,-8859,-85,178,0,-9464,-363,72,967,-15,-149,32591,-3750,0,-50548,-21707,-10921,0,-10921,1500,112500,114000,0,0,0
2020:Q3,45996,38779,-1368,37411,215,215,367,367,-2239,-2,179,0,-3051,39,382,289,12,-87,28973,2391,0,-10688,20676,-10434,0,-10434,0,0,0,0,0,0
2020:Q4,35052,16531,3249,19780,324,324,-16,-16,-2176,100,-5,0,-2627,-72,-43,485,-13,-1,39116,-172,0,-12738,26206,-9066,0,-9066,0,0,0,0,0,0
2021:Q1,-84205,-92080,3445,-88635,1169,1169,93,93,-563,135,31,0,-1393,-52,-34,780,-30,0,20985,-155,0,2830,23660,42293,0,42293,0,-62222,-62222,0,0,0
2021:Q2,20240,2683,4196,6879,0,0,350,350,-334,-24,553,0,-1105,145,-44,138,2,1,53398,1259,0,-12361,42296,-17451,0,-17451,-1500,-10000,-11500,0,0,0
2021:Q3,24773,3893,1648,5541,37,37,270,270,-863,-79,208,0,-1141,149,-59,61,0,-2,25793,276,0,-1853,24216,8991,0,8991,0,-13419,-13419,0,0,0
2021:Q4,-71878,-44026,6481,-37545,0,0,788,788,857,131,475,0,-219,171,-37,335,0,1,23247,-286,0,-36082,-13121,-17256,0,-17256,0,-5601,-5601,0,0,0
2022:Q1,-119271,-83209,-11170,-94379,300,300,447,447,1462,373,30,0,548,28,-73,557,0,-1,-65293,571,0,13957,-50765,23665,0,23665,0,-1,-1,0,0,0
2022:Q2,-34036,-17895,-1043,-18938,1570,1570,595,595,6145,-156,63,0,6101,786,-94,-550,-2,-3,-63708,240,0,70020,6552,-26643,0,-26643,0,-3317,-3317,0,0,0
2022:Q3,32660,12079,3609,15688,335,335,143,143,5822,-48,885,0,5145,534,-77,-612,-1,-4,-51117,68,0,50686,-363,11035,0,11035,0,0,0,0,0,0
2022:Q4,6286,-6267,12261,5994,165,165,-48,-48,6528,-51,-80,0,6468,618,-11,-416,1,-1,40264,57,0,-36955,3366,-7179,0,-7179,0,-2540,-2540,0,0,0
2023:Q1,-18151,-73964,8039,-65925,266,266,403,403,11560,369,1835,0,9784,-96,-51,-279,-1,-1,61719,404,0,-34292,27831,7714,0,7714,0,0,0,0,0,0
2023:Q2,8468,28673,2283,30956,1582,1582,213,213,-5255,-127,664,0,-6269,-130,6,600,2,-1,9102,-108,0,-23073,-14079,-2949,0,-2949,0,-2000,-2000,0,0,0
2023:Q3,80625,29278,889,30167,0,0,315,315,-2127,-51,275,0,-2998,299,-9,360,1,-4,-2715,-222,0,31167,28230,23304,0,23304,0,736,736,0,0,0
2023:Q4,-37997,-8769,2857,-5912,0,0,120,120,-106,36,391,0,-509,-193,69,99,1,0,41973,-7,0,-45469,-3503,-21860,0,-21860,0,-6736,-6736,0,0,0
2024:Q1,-60355,-78141,4799,-73342,-693,-693,292,292,-1627,72,-182,0,-1919,-59,-34,497,-1,-1,23955,-191,0,-19604,4160,10855,0,10855,0,0,0,0,0,0
