1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q3,10193,7901,-2790,-1463,-1788,-9503,16443,-2171,12803,5811,-29,2026,0,-8476,-11634,-10607,-8122,1222,-9344,-6223,-6223,0,-104,216,3626,6641,-3015,-1027,-6552,-1821
1998:Q4,11074,13197,58896,991,1212,6440,45580,27420,10989,7171,1903,-3019,0,5789,48400,45491,12438,4763,7675,-1211,-1211,0,549,193,33522,5993,27529,2909,-12619,-1230
1999:Q1,12086,13356,48710,1597,1952,10373,19552,13364,5689,499,1358,1546,0,12332,28212,32496,20664,-8411,29075,-4242,-4242,0,-342,195,16221,1861,14360,-4284,-21767,950
1999:Q2,13330,13883,37993,614,750,3987,25054,8860,9051,7143,763,1631,0,5194,40195,36374,27195,8229,18966,1997,1997,0,407,214,6561,-837,7398,3821,1649,2035
1999:Q3,13485,14331,19301,-236,-288,-1531,20069,7442,12156,471,519,747,0,21,4320,2271,-10238,-25453,15215,2867,2867,0,350,212,9080,18265,-9185,2049,-15827,2773
1999:Q4,13680,14328,78539,-467,5304,14139,42205,24503,7518,10184,-5130,7053,0,15435,88413,83645,24135,22717,1418,9959,9959,0,180,209,49162,42379,6783,4768,9226,515
2000:Q1,11785,13939,73284,377,566,2756,35785,27649,4788,3348,-143,621,0,33322,91206,93931,19361,2541,16820,-5773,-5773,0,-280,215,80408,84266,-3858,-2725,15768,3758
2000:Q2,11510,14521,47451,287,430,2096,42472,19139,15360,7973,-77,-380,0,2623,44388,44016,28158,-8707,36865,7358,7358,0,54,234,8212,-8514,16726,372,-6074,2505
2000:Q3,12977,14365,50496,1062,1594,7764,29111,22,12997,16092,101,458,0,10406,47741,48644,19324,-4857,24181,3045,3045,0,183,243,25849,9142,16707,-903,-4143,1421
2000:Q4,14554,14243,45243,844,1266,6168,29124,14280,9450,5394,-645,-577,0,9063,55505,41040,15765,20693,-4928,-981,-981,0,-243,259,26241,5549,20692,14465,10573,-1115
2001:Q1,14320,13025,23854,534,801,3901,10378,-435,10568,245,43,277,0,7920,13994,9403,-24863,-57324,32461,6498,6498,0,834,271,26663,-717,27380,4591,-8564,-1083
2001:Q2,15506,11430,30420,-986,-1481,-7210,46826,21634,16620,8572,-33,357,0,-7053,27817,26627,9917,1332,8585,6451,6451,0,204,284,9771,2781,6990,1190,1473,4447
2001:Q3,17379,12702,12774,877,1317,6413,-7624,-31851,10329,13898,19,-294,0,12066,-5252,1214,4550,-9975,14525,-693,-693,0,-905,297,-2035,2319,-4354,-6466,-13348,-1279
2001:Q4,17371,12142,43348,-1113,6556,15906,272,-5307,-17227,22806,-466,-538,0,22731,32419,26665,736,-11757,12493,8285,8285,0,967,311,16366,13550,2816,5754,-5699,-4137
2002:Q1,18936,13281,-6368,-502,-933,-4192,-1343,-5118,668,3107,85,636,0,-119,-20814,-20429,-12404,-20986,8582,-1504,-1504,0,-52,324,-6793,-13997,7204,-385,-8791,-5341
2002:Q2,19485,13132,46461,541,1007,4525,32498,5326,16194,10978,36,-183,0,8037,43975,43913,19164,-5502,24666,11406,11406,0,-220,338,13225,8476,4749,62,3867,-538
2002:Q3,18315,13061,65719,1110,2061,9271,39340,-4997,25954,18383,-11,128,0,13820,57691,55587,25621,12873,12748,1045,1045,0,183,351,28387,11304,17083,2104,-2774,-7250
2002:Q4,19920,12798,58047,1018,1889,8496,33168,8613,29475,-4920,-9,118,0,13367,36747,38655,17025,-948,17973,5859,5859,0,275,365,15131,17271,-2140,-1908,-14177,-4503
2003:Q1,18637,10414,23276,1025,1904,8559,-2851,-2489,-2765,2403,-111,-272,0,15022,19512,4488,3205,-13558,16763,-4356,-4356,0,2933,378,2328,-525,2853,15024,4459,-836
2003:Q2,19882,11435,94515,1929,3583,16114,50201,793,31403,18005,73,343,0,22272,99973,99897,44806,18596,26210,14401,14401,0,-73,392,40371,21739,18632,76,13905,-4502
2003:Q3,19390,11709,94827,2231,4142,18629,43457,-11351,8091,46717,44,454,0,25870,80483,79485,13880,-11705,25585,366,366,0,-198,406,65031,-2224,67255,998,-6663,-661
2003:Q4,16354,11911,63188,-3317,6732,9982,32095,10746,2948,18401,122,1126,0,16448,45366,45240,43384,4002,39382,-4599,-4599,0,-95,419,6131,4408,1723,126,-13379,-4719
2004:Q1,18235,13144,40574,-500,-1167,-4871,48340,17046,12368,18926,50,523,0,-1801,41941,38588,13038,2936,10102,3681,3681,0,612,433,20824,9008,11816,3353,6458,-2778
2004:Q2,18321,13726,42291,-1023,-2388,-9972,63015,-5439,44186,24268,80,857,0,-8278,34891,31703,9373,3443,5930,8569,8569,0,165,447,13149,22852,-9703,3188,-2805,-1007
2004:Q3,16114,14139,51330,428,1000,4174,35374,-16114,16608,34880,23,387,0,9944,43200,41074,21242,13557,7685,12000,12000,0,182,461,7189,9429,-2240,2126,-6155,-1382
2004:Q4,14934,14587,69306,304,707,2955,68175,14313,32634,21228,-347,-10448,0,7960,79406,73081,60654,10246,50408,5775,5775,0,-2984,475,9161,13624,-4463,6325,10448,244
2005:Q1,16122,15633,-11065,-802,-1870,-7809,3162,-3676,5803,1035,-7,86,0,-3825,-16366,-19927,17967,-14145,32112,-7676,-7676,0,438,2711,-33367,703,-34070,3561,-4812,1825
2005:Q2,17420,16015,37799,445,1039,4339,18718,7742,9299,1677,93,2184,0,10981,20026,18355,3332,-12345,15677,617,617,0,-179,552,14033,1596,12437,1671,-16369,4200
2005:Q3,17382,16441,5645,-4961,-11577,-48343,23489,-4615,14737,13367,183,1884,0,44970,16363,15503,-40679,-2798,-37881,4934,4934,0,340,1600,49308,15014,34294,860,11659,2173
2005:Q4,15984,16599,75124,-3551,3320,-676,71852,28171,35572,8109,-242,289,0,4132,58573,60797,47681,13963,33718,7280,7280,0,1847,-2944,6933,8234,-1301,-2224,-17166,2989
2006:Q1,16741,16439,-14117,-261,-782,-3047,7659,-6512,25727,-11556,292,1939,0,-19917,-12748,-14012,-4574,-9026,4452,-4682,-4682,0,337,164,-5257,6766,-12023,1264,1671,6396
2006:Q2,17154,16603,6047,-911,-2733,-10652,31591,14549,11445,5597,203,599,0,-12050,23057,22266,22639,1714,20925,-482,-482,0,711,-477,-125,8322,-8447,791,17561,6062
2006:Q3,16624,16815,14969,-542,-1627,-6341,38426,-6931,19597,25760,269,927,0,-16143,13256,13041,2729,11329,-8600,-5452,-5452,0,586,214,14964,9247,5717,215,-1904,4357
2006:Q4,18358,16969,36210,113,340,1325,12815,7623,2739,2453,390,3331,0,17896,43613,43141,26899,1253,25646,-2247,-2247,0,861,125,17503,1844,15659,472,8792,3832
2007:Q1,20744,17518,-692,368,1104,4300,-7769,7386,-14458,-697,1279,3909,0,-3883,-16154,-11939,-19469,-6140,-13329,8892,8892,0,-28,-1472,138,-7770,7908,-4215,-12236,4762
2007:Q2,21138,17757,21473,242,727,2834,103,3839,-16522,12786,1442,12327,0,3798,23013,23471,-9211,-5446,-3765,15321,15321,0,1108,-95,16348,17432,-1084,-458,4921,5599
2007:Q3,17918,17756,33628,341,1021,3982,15867,-1364,-2560,19791,1135,3382,0,7900,28589,31302,16778,-7278,24056,23283,23283,0,720,293,-9772,-16645,6873,-2713,-4877,4148
2007:Q4,16655,17749,-1957,-565,-1693,-6599,-2077,15053,-28212,11082,1964,992,0,6021,1096,2268,-6006,3772,-9778,5270,5270,0,1169,-187,2022,-6374,8396,-1172,1960,2433
2008:Q1,23441,13004,45459,770,2310,9002,17311,19040,-5576,3847,618,8212,0,7236,42214,38562,20425,-9985,30410,1382,1382,0,991,159,15605,7229,8376,3652,7192,2036
2008:Q2,26601,12826,-4096,-50,-150,-584,-20404,21930,-33497,-8837,588,5113,0,11391,-10298,-9445,-16371,-1152,-15219,14197,14197,0,237,-6,-7502,-8748,1246,-853,7573,-3022
2008:Q3,25293,12561,-4806,-232,-696,-2711,-21432,-6924,-22240,7732,-1037,5894,0,15408,-11103,-15077,-17874,-9130,-8744,-16712,-16712,0,295,-65,19279,4912,14367,3974,6436,-3390
2008:Q4,17618,11451,-56386,-230,-690,-2693,-56440,-17121,-20065,-19254,-238,5013,0,-1108,-70710,-74690,-58464,-2376,-56088,-5949,-5949,0,-49,-172,-10056,-11780,1724,3980,-8156,-7432
2009:Q1,22848,5079,-41523,627,1881,7331,-55806,-23197,-6800,-25809,589,1753,0,2102,-63717,-66910,-44495,-28051,-16444,-6559,-7731,1172,636,-67,-16425,-9868,-6557,3193,-4425,-9295
2009:Q2,28129,4878,-48766,432,1294,5044,-47126,-23673,-12392,-11061,48,2686,0,-11144,-91739,-93551,-56077,-6068,-50009,10469,10271,198,582,-794,-47731,-18145,-29586,1812,-19721,-7783
2009:Q3,26280,4939,-38666,-415,-1245,-4849,-40563,-18744,-9931,-11888,-154,3701,0,4859,-50583,-51491,-11510,-7794,-3716,-17149,-15779,-1370,610,-784,-22658,-5768,-16890,908,9424,-3784
2009:Q4,18994,5089,-81031,-109,-327,-1275,-74115,-25383,-16864,-31868,-421,2816,0,-7600,-74563,-78978,-13697,3102,-16799,-17184,-17184,0,690,-1120,-47667,1186,-48853,4415,20372,-4858
2010:Q1,12728,9280,-90789,-1110,-3330,-12979,-56128,-33838,-13291,-8999,-908,116,6,-16456,-101514,-100412,-69334,1913,-71247,-18511,-18605,94,320,-104,-12783,-3111,-9672,-1102,-7277,-7698
2010:Q2,10810,9804,-21914,263,791,-1319,-34443,-8319,-14930,-11194,-557,3244,31,10076,-37848,-36218,-25046,-905,-24141,-5401,-5887,486,-54,75,-5792,-3821,-1971,-1630,-14928,-3534
2010:Q3,19231,10309,-30892,-612,-1837,-1594,-10051,6541,-8971,-7621,-188,1102,-3,-17709,-36757,-43356,-17742,-6265,-11477,-25065,-25015,-50,1653,154,-2356,-1014,-1342,6599,3057,-2422
2010:Q4,28119,10526,-70842,-273,-819,-289,-8647,1419,-15642,5576,237,3740,23,-64814,-65608,-71885,1196,6959,-5763,-14997,-15372,375,1107,134,-59325,-4871,-54454,6277,22827,-2895
2011:Q1,23911,12038,-14949,2460,7381,902,-20449,-1066,-6313,-13070,404,1619,-23,-7243,-17264,-19418,-14668,3411,-18079,1886,2260,-374,-1280,-139,-5217,-3012,-2205,2154,9559,923
2011:Q2,21335,12252,-19965,2738,8212,1099,-26685,-10403,-8662,-7620,245,2928,25,-8527,-19920,-23610,-11504,-5713,-5791,1509,1028,481,-1017,-359,-12239,-1709,-10530,3690,9128,709
2011:Q3,25077,12955,29600,2007,6022,1792,-8551,686,-9764,527,-397,2989,1,25737,30389,29615,2664,3035,-371,8906,8894,12,-1017,818,18244,-2871,21115,774,12911,1653
2011:Q4,30741,13271,-2727,-2075,-6226,-4027,10381,13815,-6176,2742,554,3680,-4,-5010,-1596,-4659,-6243,9225,-15468,3973,3742,231,-259,139,-2269,-4375,2106,3063,18601,4625
2012:Q1,29631,15194,-10572,-397,-1190,-868,-12213,-268,-4577,-7368,1026,6234,0,-3164,-14710,-13198,-6925,1823,-8748,-4488,-4532,44,-402,296,-1679,-6634,4955,-1512,10299,4463
2012:Q2,24439,15609,-36978,-2678,-8033,1096,-13569,186,-8822,-4933,-635,1262,14,-14435,-29532,-29556,-23170,-275,-22895,6348,5927,421,-82,-172,-12480,-6074,-6406,24,16276,5702
2012:Q3,27356,15609,447,2207,6619,-3635,-772,1792,-3939,1375,-66,2296,0,-6202,6080,5989,-1968,520,-2488,12369,12371,-2,114,-145,-4381,-574,-3807,91,17380,7264
2012:Q4,23177,15966,-22401,-2953,-8859,-6184,4277,9502,-8371,3146,-167,-1482,21,-7054,-21117,-21012,-42016,6092,-48108,3103,2676,427,-836,236,18501,12382,6119,-105,8496,6863
2013:Q1,13530,17650,-9989,2333,6999,-2558,-9445,3932,-4876,-8501,-1352,4266,-7,-10225,-10123,-11063,-12305,-7325,-4980,164,168,-4,-634,201,1511,-2381,3892,940,-4255,5780
2013:Q2,-14645,17619,596,-169,-505,-1274,4091,3914,-3118,3295,619,7,8,-2181,2479,1234,-5985,-2267,-3718,9045,8814,231,-748,-162,-916,2203,-3119,1245,-30381,7356
2013:Q3,13165,17654,16420,4173,12517,113,779,2077,-5170,3872,-764,3235,9,-3642,14260,16225,11378,5319,6059,-780,-816,36,-1195,235,6587,371,6216,-1965,-6649,6731
2013:Q4,-10692,18280,-23365,-2118,-6353,-1819,-3636,4438,-8763,689,-573,-6855,33,-2044,-1667,-4694,793,-6059,6852,1890,1959,-69,-287,-217,-6873,-1238,-5635,3027,-7274,3451
2014:Q1,24042,19647,-4070,810,2431,2762,-15416,-3375,-2837,-9204,2444,849,-3,2053,-2850,-8200,-23702,-4797,-18905,-3531,-3469,-62,1537,674,16822,5240,11582,5350,5615,4800
2014:Q2,20908,20172,-3893,-547,-1641,-473,763,3395,-4379,1747,-530,101,-1,-1565,1171,1126,5232,-4223,9455,-2248,-2213,-35,170,29,-2057,-1940,-117,45,5800,5533
2014:Q3,20477,20764,20271,-1210,-3630,-1614,3878,320,-1399,4957,96,2233,-3,20521,18372,17612,6729,5959,770,7193,7262,-69,1147,206,2337,-2642,4979,760,-2186,6674
2014:Q4,13153,20677,25001,779,2337,3880,17281,9856,-37,7462,-712,382,-8,1062,24173,25113,13723,2010,11713,8827,8917,-90,-481,83,2961,298,2663,-940,-8352,4584
2015:Q1,20478,21390,3145,160,479,-5963,-8932,801,-3097,-6636,317,4096,0,12988,13900,11775,-283,-3027,2744,3052,3037,15,-252,629,8629,-3086,11715,2125,9844,4381
2015:Q2,29126,21440,-15023,889,2667,5737,-2261,3920,-10780,4599,-161,3679,7,-25580,-15365,-14813,-19352,7349,-26701,7427,7453,-26,-740,215,-2363,-6533,4170,-552,7345,5857
2015:Q3,22774,21700,2894,850,2551,-824,7619,6569,-6136,7186,-1539,4117,47,-9927,4571,9578,5788,-118,5906,1526,737,789,-1797,97,3964,-633,4597,-5007,2751,7698
2015:Q4,22697,21448,350,-1774,-5324,3216,-13580,2285,-8287,-7578,761,-3053,43,20061,6653,-639,-2188,-7327,5139,3316,2494,822,677,-158,-2286,3574,-5860,7292,7552,5585
2016:Q1,20126,21422,6928,3977,11929,-747,-32934,-19855,-3587,-9492,-342,3731,-4,21318,-1756,-167,-16923,-514,-16409,1507,1502,5,-514,960,14803,-9186,23989,-1589,-9979,4307
2016:Q2,25649,21185,-33997,-11209,-33626,11249,-12944,-2475,-6722,-3747,170,23640,-12,-11265,-40261,-42894,-20721,2114,-22835,-2513,-2495,-18,-127,-815,-18718,-474,-18244,2633,-1800,3969
2016:Q3,27052,21150,-18822,-1601,-4804,3356,915,587,-5300,5628,-284,3679,1,-20084,-16364,-17790,-17937,-1186,-16751,2782,2827,-45,-146,222,-2711,-8927,6216,1426,8359,2832
2016:Q4,31542,21252,-21046,-815,-2444,-3911,-5705,5047,-5402,-5350,-101,2879,-9,-10940,-23335,-23128,-11553,4136,-15689,-1756,-1603,-153,-647,-117,-9055,-5433,-3622,-207,8001,2331
2017:Q1,23622,18318,-23152,-1756,-5268,-3238,-9358,791,-4149,-6000,137,6207,-5,-9871,-31021,-31848,-27545,-3633,-23912,-1476,-1289,-187,152,-158,-2821,-2111,-710,827,-2564,-245
2017:Q2,22897,18657,-16652,-648,-1943,-3067,-4263,-644,-4550,931,-1290,233,-13,-5661,-6476,-6581,-10121,1284,-11405,-1285,-1120,-165,-34,48,4811,3365,1446,105,14416,1779
2017:Q3,26776,18963,-16150,-622,-1866,-3743,-9154,-4989,-1722,-2443,351,7075,7,-8198,-21076,-21886,6238,228,6010,534,384,150,119,-953,-27824,-5607,-22217,810,2887,1484
2017:Q4,19191,19521,8445,881,2641,-577,536,4059,-3978,455,-969,4267,7,1659,-7399,-6981,-19772,2852,-22624,-9122,-9232,110,-154,4524,17543,10786,6757,-418,-16174,703
2018:Q1,20552,20259,-16576,-1291,-3873,974,-9558,-139,1759,-11178,2392,2053,0,-7273,-21190,-22760,-2136,-5207,3071,1691,1776,-85,-272,-663,-21380,-3058,-18322,1570,-4321,-454
2018:Q2,16572,20333,-10583,-3725,-11173,-1451,1765,3667,-2948,1046,317,-2890,-5,6579,270,-2722,21936,2398,19538,-1660,-1603,-57,-231,-1027,-21740,-2799,-18941,2992,7092,908
2018:Q3,22696,20443,4084,1488,4463,1398,-2194,1109,-4747,1444,60,3751,-130,-4752,-424,-2791,23774,-4247,28021,-4014,-1704,-2310,122,-875,-21798,-304,-21494,2367,-2255,288
2018:Q4,20055,20685,28703,-820,-2459,-5431,3942,5205,-3010,1747,329,1993,-17,31166,6533,3258,481,-489,970,3565,3859,-294,8,152,-948,-4722,3774,3275,-22800,-93
2019:Q1,25907,20552,-6819,-562,-1688,-3466,4450,3896,5535,-4981,-3693,7688,0,-9548,-12369,-12075,-19947,107,-20054,3029,3036,-7,-605,203,5245,-490,5735,-294,-195,-991
2019:Q2,26551,20824,5118,-196,-587,-2759,2586,238,-1601,3949,163,4659,0,1252,-7094,-8789,-14332,680,-15012,-1167,-1165,-2,-216,52,6874,-2656,9530,1695,-6485,-1226
2019:Q3,28210,20587,2782,-705,-2115,2610,-4160,-7170,209,2801,-2142,9613,16,-335,-765,-2322,5149,-5591,10740,3475,3206,269,-174,-417,-10355,-961,-9394,1557,4076,141
2019:Q4,26416,20127,-5877,-553,-1658,3126,-7404,-7339,-1660,1595,775,-4539,6,4370,-882,-9819,-14658,3732,-18390,605,510,95,630,348,3256,-1367,4623,8937,11285,-319
2020:Q1,21916,15350,37515,4235,12705,1857,2164,13302,-1944,-9194,-1544,9166,-5,8937,38740,39139,23980,-1807,25787,6934,6980,-46,-528,70,8683,-2092,10775,-399,7791,-2503
2020:Q2,24037,13818,-4480,4264,12791,4091,-22529,-26904,-3457,7832,1010,-6443,-15,2351,1088,626,-10326,-10890,564,6471,6832,-361,-300,141,4640,-3752,8392,462,15787,-5325
2020:Q3,30033,15067,-11732,-3731,-11192,1471,7746,-651,-3863,12260,-1140,2023,12,-6921,-22496,-24413,-32591,-8371,-24220,8154,8017,137,-27,-162,213,-3790,4003,1917,4203,-1561
2020:Q4,25579,15562,10700,-597,-1791,2301,2714,-2174,2114,2774,-166,-348,-13,8600,6364,5584,-1235,-633,-602,3218,3444,-226,-453,3,4051,4646,-595,780,5681,-45
2021:Q1,25436,15563,4716,-671,-2014,334,10959,3228,-1411,9142,476,16196,-30,-20534,-14358,-16397,-20195,-308,-19887,-2982,-2586,-396,237,416,6127,-668,6795,2039,-9200,783
2021:Q2,27148,15863,20268,530,1590,6177,18364,8269,-1630,11725,-525,276,2,-6146,30515,27385,3987,-649,4636,40747,40736,11,-69,-543,-16737,-10534,-6203,3130,21531,1178
2021:Q3,24933,15791,-33092,567,1703,308,-19253,-15456,-6349,2552,-624,3308,0,-19101,-44363,-45839,-6898,-2649,-4249,-7058,-7061,3,152,-994,-31041,-4580,-26461,1476,-2129,-4519
2021:Q4,25299,16109,-45708,-4175,-12525,11360,-38382,-28637,-4159,-5586,-2189,4620,0,-4417,-44164,-46336,-38120,3215,-41335,-14248,-14243,-5,47,111,5874,4478,1396,2172,10734,-7227
2022:Q1,23330,15535,-42895,-7526,-22580,-3571,-2808,7374,-2914,-7268,-1761,8194,0,-12843,-60388,-61460,-17186,-5693,-11493,-46712,-46721,9,58,338,2042,-4807,6849,1072,-9698,-9016
2022:Q2,22881,16018,11095,-686,-2057,-3599,9214,18085,-3210,-5661,518,4199,-2,3508,20309,20036,-9553,1366,-10919,-14341,-14332,-9,-133,1051,43012,8943,34069,273,16077,-9630
2022:Q3,22686,16443,5221,-2549,-7648,61,4478,11155,-4148,-2529,-3312,10199,-1,3993,-30243,-31331,-21631,4131,-25762,-1361,-1348,-13,268,-208,-8399,-4311,-4088,1088,-29221,-9824
2022:Q4,22393,16507,58160,1099,3298,2860,25570,23626,-1133,3077,157,10654,1,14521,38363,39784,25429,9091,16338,4232,4208,24,-213,693,9643,-8279,17922,-1421,-13911,-8330
2023:Q1,20099,16706,1120,778,2335,-12551,621,211,-2908,3318,1892,7237,-1,809,3922,5655,6149,-5390,11539,-12625,-12615,-10,-366,-292,12789,18291,-5502,-1733,6195,-4844
2023:Q2,20907,16957,63198,905,2713,-2121,46034,27353,-1788,20469,-1309,6980,2,9994,47595,48344,34454,7614,26840,9038,9023,15,-46,96,4802,-15787,20589,-749,-11653,-1548
2023:Q3,20746,16913,48973,229,688,-1635,26311,18121,-4005,12195,835,5902,1,16642,52490,51859,9737,1317,8420,-700,-720,20,98,558,42166,27255,14911,631,7350,-995
2023:Q4,21774,16987,51670,3081,9243,-9507,32229,24341,-693,8581,895,-3271,1,18999,55947,57205,42854,7138,35716,-1558,-1565,7,-150,1581,14478,-26003,40481,-1258,9065,-561
2024:Q1,21322,17187,17076,-2519,-7557,-569,8772,10111,-3346,2007,1342,-3076,-1,20684,24002,23738,19324,-16042,35366,18021,18035,-14,227,-176,-13658,-10751,-2907,264,11061,-1060
