1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,-15287,70,1578,0,0,73,-1581,-14247,512,-1530,-259,-12970,-1142,-174,-968,29,3,-15287,-2178,-3747,-3876,129,1646,-1563,-472,0,-457,99,0,-155,35,47,0,-41,0,-271,-360,89,-8702
1973:Q2,10648,4434,630,0,0,-5,3809,5291,-959,1108,606,4536,1008,336,672,-88,3,10648,3675,134,-2,136,161,1060,108,-6,-23,127,0,52,-24,47,0,-65,0,1145,937,208,4365
1973:Q3,-9672,-4408,-2911,0,0,63,-1560,-4358,-2220,-1529,231,-840,-1122,-121,-1001,216,0,-9672,585,1791,1642,149,-5200,-1612,171,-5,-66,324,0,-64,4,46,0,-68,0,276,173,103,-5683
1973:Q4,30930,3261,205,0,0,-200,3256,25974,1659,2026,1648,20641,1520,697,823,174,1,30930,10270,3760,3613,147,1637,1902,767,-2,635,115,0,-56,83,45,0,-53,0,2684,2145,539,9910
1974:Q1,-21173,-615,-427,0,0,119,-307,-20233,-1255,-1637,458,-17799,-298,-219,-79,-29,2,-21173,-4215,-3621,-4062,441,-1865,-1746,-624,7,-577,149,0,-185,-26,44,0,-36,0,488,358,130,-9591
1974:Q2,9770,4761,761,0,0,26,3974,1360,-243,2353,453,-1203,3676,651,3025,-30,3,9770,-1144,586,345,241,1271,2319,114,12,-42,236,0,-54,-54,43,0,-27,0,1365,1130,235,5260
1974:Q3,-5471,-403,472,0,0,259,-1134,-2369,-987,-2532,81,1069,-2756,-520,-2236,57,0,-5471,2100,2697,2851,-154,-1179,-2501,328,14,51,253,0,-35,22,43,0,-20,0,27,-180,207,-6943
1974:Q4,23830,3200,-367,0,0,-181,3748,20047,-2573,1764,1079,19777,532,620,-88,49,2,23830,8747,1581,2017,-436,-2782,1861,842,21,496,273,0,-16,45,42,0,-19,0,1932,1518,414,11649
1975:Q1,-20788,158,562,0,0,79,-483,-19890,-859,-1336,-1520,-16175,-1235,-374,-861,175,4,-20788,-12637,4429,4459,-30,686,-1220,-252,-169,-385,260,0,63,-50,41,0,-12,0,-1702,-1815,113,-10092
1975:Q2,20374,5638,2277,0,0,-148,3509,12594,-835,942,778,11709,1960,311,1649,178,4,20374,9924,2135,2080,55,2340,1033,307,43,-67,289,0,15,-4,41,0,-10,0,1277,941,336,3358
1975:Q3,-4579,768,1468,0,0,-148,-552,-4250,65,-1565,-218,-2532,-1291,13,-1304,192,2,-4579,2220,-507,-727,220,1645,-1490,65,72,-252,268,0,-36,-26,40,0,-1,0,-110,-353,243,-6402
1975:Q4,24402,4145,163,0,0,178,3804,18916,-63,2074,501,16404,1142,232,910,197,2,24402,1817,5024,4688,336,-1933,2153,1105,154,630,217,0,-21,77,39,0,9,0,1419,911,508,14817
1976:Q1,-17316,-283,-100,0,0,-88,-95,-17189,-734,-2755,-457,-13243,117,-197,314,-18,57,-17316,-4577,432,156,276,-1168,-2690,-410,-195,-629,217,0,-10,4,38,0,165,0,-502,-742,240,-8402
1976:Q2,18652,7555,4784,0,0,165,2606,10626,2248,1365,171,6842,445,306,139,-21,47,18652,5724,995,638,357,7505,1400,486,129,125,87,0,20,-20,37,0,108,0,1114,642,472,1428
1976:Q3,-3311,640,264,0,0,-26,402,-4346,1052,-816,738,-5320,193,25,168,151,51,-3311,1993,9,-559,568,2310,-822,-389,124,-339,-85,0,-31,-48,37,0,-47,0,979,737,242,-7391
1976:Q4,27088,2716,-1863,0,0,112,4467,22555,-2655,1195,1227,22788,1612,1219,393,153,52,27088,7710,5206,4460,746,-4793,1152,798,171,616,-109,0,12,18,36,0,54,0,2923,2558,365,14092
1977:Q1,-17786,-3302,-2613,0,0,-196,-493,-13732,403,-1415,-698,-12022,-819,-745,-74,-12,79,-17786,-134,-3852,-4389,537,-3027,-1470,-829,-145,-741,-11,0,-30,-1,35,0,64,0,-1533,-1639,106,-6942
1977:Q2,18411,10227,7383,0,0,160,2684,7229,-606,1525,266,6044,919,114,805,-60,96,18411,3339,2732,2136,596,7152,1488,498,130,163,68,0,64,-10,35,0,48,0,1032,540,492,2171
1977:Q3,5104,3061,551,0,0,-46,2556,-411,2474,-1025,-210,-1650,2425,312,2113,-66,95,5104,7917,471,-254,725,2807,-1058,222,-67,113,127,0,20,48,34,0,-53,0,365,56,309,-5620
1977:Q4,24341,-5207,-8668,0,0,53,3408,29004,2021,2148,2318,22517,494,1072,-578,-35,85,24341,3836,7081,6257,824,-7366,2114,1131,355,651,141,0,-40,32,33,0,-41,0,3987,3443,544,13558
1978:Q1,-26330,-1580,-2408,0,0,-46,874,-24314,-3755,-2248,-1004,-17307,-526,-562,36,-19,109,-26330,-302,-5990,-6788,798,-5576,-2277,-1028,-505,-760,109,0,52,-40,32,0,84,0,-1335,-1612,277,-9823
1978:Q2,27044,10438,6853,0,0,-35,3620,15747,4400,1510,326,9511,734,-255,989,-30,155,27044,6740,3227,2419,808,10944,1495,494,143,162,87,0,55,34,31,0,-18,0,597,36,561,3548
1978:Q3,6224,6040,4998,0,0,-92,1134,-445,-19,-1089,-669,1332,543,-60,603,8,78,6224,7111,1733,908,825,4998,-1058,589,398,-107,88,0,32,-50,31,0,197,0,-313,-821,508,-6836
1978:Q4,13620,-8639,-12513,0,0,229,3645,20357,-6023,1857,1299,23224,1708,621,1087,95,99,13620,3123,10601,9759,842,-5915,1912,1135,383,679,65,0,-34,86,30,0,-74,0,3042,2149,893,-278
1979:Q1,-31253,2110,1675,0,0,-122,557,-33638,-9912,-2438,-2137,-19151,-17,-247,230,203,89,-31253,-5978,-1690,-2444,754,-9526,-2386,-1223,-477,-988,23,0,74,-33,29,0,149,0,-2480,-2506,26,-7971
1979:Q2,28042,1123,-2450,0,0,19,3554,24443,12113,1090,1747,9493,1980,862,1118,327,169,28042,11606,-1057,-1800,743,11079,1119,909,328,343,-18,0,20,55,29,0,152,0,3144,2628,516,1242
1979:Q3,14826,4912,3165,0,0,-98,1845,10773,3586,-855,1060,6982,-1293,-254,-1039,330,104,14826,13237,697,-9,706,6330,-844,168,128,-370,-47,0,5,14,28,0,410,0,1322,708,614,-6084
1979:Q4,25223,51,-2257,0,0,312,1996,24859,-5387,1922,2707,25617,87,395,-308,211,15,25223,1000,10992,10311,681,-8668,1910,1951,271,1253,-87,0,82,136,27,0,269,0,3960,3414,546,14078
1980:Q1,-30591,-1305,-1649,0,0,-213,557,-25203,-6376,-2298,-579,-15950,-4449,162,-4611,108,258,-30591,-9366,-1650,-2408,758,-6843,-2314,-421,253,-1032,-136,0,50,-24,26,0,442,0,-184,-630,446,-9813
1980:Q2,17657,4398,808,0,0,242,3348,14319,4927,1351,2913,5128,-1288,134,-1422,21,207,17657,-135,2435,1698,737,6233,1346,514,-79,670,-198,0,48,-16,25,0,64,0,4410,3289,1121,2855
1980:Q3,14750,2127,840,0,0,-269,1556,11121,6064,-1034,-3198,9289,1115,-26,1141,-8,395,14750,18875,1281,598,683,8054,-1041,-808,-41,-537,-274,0,-75,-100,25,0,194,0,-3324,-3493,169,-8287
1980:Q4,15359,3783,-1069,0,0,-2,4854,11554,-7173,1450,696,16581,-967,157,-1124,17,972,15359,3789,351,-301,652,-9980,1439,1421,-38,1447,-285,0,14,167,24,0,92,0,1888,851,1037,16451
1981:Q1,-14735,-797,27,0,0,-15,-809,-13307,-1698,-2673,-1702,-7234,-799,-550,-249,32,136,-14735,2973,-5146,-5634,488,2252,-2684,-1072,29,-878,-231,0,181,-149,23,0,-47,0,-1776,-2267,491,-9282
1981:Q2,14453,2698,-125,0,0,-60,2883,11957,6787,1171,2036,1963,-463,4,-467,32,229,14453,7939,-3723,-4253,530,-2658,1165,-220,27,219,-191,0,-68,0,23,0,-230,0,2422,1980,442,9528
1981:Q3,2129,408,576,0,0,33,-201,2658,2554,-1364,-222,1690,-1031,603,-1634,31,63,2129,9970,-3732,-4347,615,6854,-1367,954,16,573,-169,0,27,66,22,0,419,0,295,414,-119,-10845
1981:Q4,26179,8574,768,0,0,183,7623,21263,-8757,1435,-3134,31719,-3851,-961,-2890,28,165,26179,25309,-6064,-6752,688,-6072,1433,289,-37,604,-145,0,-119,260,21,0,-295,0,-3167,-3912,745,14451
1982:Q1,-22843,-2511,-1395,0,0,-132,-984,-19168,2066,-2087,-1999,-17148,-1489,-1369,-120,41,284,-22843,-6148,-3463,-3783,320,995,-2090,-2342,115,-2367,-502,0,28,-189,19,0,554,0,-3943,-3500,-443,-5852
1982:Q2,5889,3457,1209,0,0,179,2069,1722,-1514,1276,478,1482,227,439,-212,69,414,5889,1537,370,-201,571,-1767,1270,625,-40,798,-106,0,108,-30,18,0,-123,0,2931,1096,1835,923
1982:Q3,24656,8617,6839,0,0,-219,1997,16503,9486,-1265,-865,9147,-837,-771,-66,37,336,24656,13034,1745,562,1183,17098,-1254,1029,-93,59,-249,0,76,-64,18,0,1282,0,-1551,-1855,304,-5445
1982:Q4,30046,588,-5936,0,0,-77,6601,28296,-3977,905,140,31228,414,536,-122,-56,804,30046,11828,15440,13767,1673,-9897,876,1534,-190,1788,-310,0,145,133,21,0,-53,0,1370,599,771,8895
1983:Q1,-11021,-426,-1392,0,0,152,814,-10671,-2301,-1737,855,-7488,-474,-524,50,-156,706,-11021,5399,-4122,-6114,1992,-3928,-1764,-3023,-372,-2134,-146,0,221,-61,21,0,-552,0,887,483,404,-4470
1983:Q2,32670,9172,5227,0,0,-208,4153,22173,7597,1933,498,12145,825,519,306,-265,765,32670,6950,8678,6630,2048,12668,1917,372,-198,473,133,0,24,-143,22,0,61,0,2033,809,1224,53
1983:Q3,9433,11650,7728,0,0,108,3814,-1852,676,-2132,-688,292,-520,-276,-244,-282,437,9433,-342,7156,4981,2175,8654,-2148,-923,-460,-434,339,0,-65,267,22,0,-592,0,130,-856,986,-3094
1983:Q4,8380,-7404,-12901,0,0,-26,5523,15125,-11315,1737,704,23999,501,468,33,-211,369,8380,-1772,18327,16057,2270,-25657,1734,1392,-561,1183,144,0,239,142,25,0,220,0,2637,1146,1491,11719
1984:Q1,-4496,578,63,0,0,48,467,-5064,1519,2046,-269,-8360,-93,140,-233,-160,243,-4496,-15199,13843,12912,931,2027,2037,-996,-96,-1279,347,0,223,-1,-275,0,85,0,-103,-81,-22,-6105
1984:Q2,12032,6229,733,0,0,-97,5593,5212,-1000,2578,205,3429,190,160,30,-140,541,12032,7532,-4202,-5247,1045,67,2564,1676,811,595,403,0,167,-101,2,0,-201,0,1694,268,1426,2701
1984:Q3,6812,4027,4059,0,0,-26,-6,3150,12678,-2050,58,-7536,-759,-518,-241,-103,497,6812,-1691,868,-515,1383,15705,-2058,-349,-249,-654,-13,0,213,289,102,0,-37,0,-96,-486,390,-5567
1984:Q4,32563,-557,-3150,0,0,36,2557,33329,-9172,3094,2988,36419,-372,-625,253,-51,214,32563,21341,7661,5975,1686,-12534,3087,2426,64,1870,-169,0,-4,394,-145,0,416,0,3001,2399,602,7581
1985:Q1,-27403,-650,-2212,0,0,-28,1590,-27682,-1907,-2426,-1902,-21447,276,430,-154,13,640,-27403,-5641,-10020,-12332,2312,-4563,-2433,-659,606,-1540,239,0,340,-402,65,0,33,0,-1259,-1500,241,-2828
1985:Q2,38128,6208,259,0,0,45,5904,30541,10365,3677,992,15507,253,269,-16,79,1047,38128,10665,8748,6140,2608,10378,3669,1210,19,103,245,0,547,203,279,0,-186,0,2575,1306,1269,883
1985:Q3,20197,344,844,0,0,285,-785,17984,-7352,-1631,578,26389,1153,643,510,107,609,20197,11670,13808,10510,3298,-6337,-1639,3040,611,832,40,0,-390,861,637,0,449,0,2445,1506,939,-2791
1985:Q4,52871,10693,5181,0,0,-184,5696,40804,9145,1834,364,29461,429,0,429,95,850,52871,-5213,24712,18698,6014,13513,1826,10149,3570,5092,-540,0,-145,121,-24,0,2075,0,1047,180,867,6837
1986:Q1,-28094,-5665,-6004,511,0,-202,30,-21781,-13849,-2235,-209,-5488,-509,-499,-10,102,-241,-28094,12734,-8980,-10375,1395,-18663,-2243,-2040,353,-1491,-460,0,-51,-23,376,0,-744,0,-901,-910,9,-8002
1986:Q2,53122,4920,-153,-61,0,32,5102,47031,13276,5367,500,27888,1225,936,289,127,-181,53122,33422,-2377,-2952,575,12380,5360,1006,544,902,-390,0,-100,344,12,0,-306,0,1837,1468,369,1494
1986:Q3,9056,5448,4262,213,0,12,961,3495,2987,-3323,-21,3852,-385,-307,-78,117,381,9056,18878,-8213,-8447,234,7304,-3330,3016,499,255,-325,0,299,212,1105,0,971,0,198,-316,514,-8797
1986:Q4,91319,8629,9,254,0,42,8324,81588,-731,3401,2412,76506,593,-12,605,73,436,91319,52139,20433,20058,375,-612,3395,6215,836,2323,-204,0,583,995,-572,0,2254,0,3971,2442,1529,5778
1987:Q1,-74956,-5258,-3921,-340,0,42,-1039,-69410,-18831,-3937,-1520,-45122,-779,-399,-380,27,464,-74956,-35926,1186,942,244,-22207,-3943,-3045,51,-1554,-115,0,627,-592,213,0,-1675,0,-1957,-1877,-80,-9064
1987:Q2,57244,15839,10172,-119,0,-120,5906,40638,22275,3535,378,14450,94,343,-249,-21,694,57244,12773,4310,4116,194,30992,3530,-435,619,-299,-80,0,592,-699,-105,0,-463,0,1990,601,1389,4085
1987:Q3,-5637,-3413,-4686,-39,0,161,1151,-2772,2051,-2044,-2227,-552,368,421,-53,-26,206,-5637,4743,314,122,192,-2972,-2049,1338,485,510,-55,0,411,-273,604,0,-344,0,-999,-1645,646,-6013
1987:Q4,27323,9563,-3821,608,0,-194,12970,17717,-11331,3494,1924,23630,-289,-214,-75,11,321,27323,13883,4707,4473,234,-13888,3490,4295,325,604,-16,0,132,1494,653,0,1103,0,3427,1516,1911,11409
1988:Q1,-22464,-4502,-2877,-591,0,336,-1370,-18613,1876,-2912,-1236,-16341,528,318,210,44,79,-22464,-8793,-3273,-4846,1573,-2451,-2912,-1013,-1321,-2203,200,0,8,-234,329,0,2208,0,-486,-582,96,-3537
1988:Q2,40852,12968,7312,-85,0,-206,5947,26953,9039,4491,1173,12250,804,130,674,66,61,40852,4543,8201,6787,1414,18053,4491,2166,-350,-79,600,0,243,-213,670,0,1295,0,2953,1097,1856,445
1988:Q3,-5104,6692,3218,7,0,-51,3518,-12031,1595,-1361,-1000,-11265,-264,-448,184,80,419,-5104,-1194,-811,-1637,826,5439,-1361,-1658,-735,-904,1100,0,-359,161,-142,0,-779,0,-667,-1499,832,-4852
1988:Q4,28982,2471,-4361,190,0,-18,6660,26270,-5175,2329,478,28638,-53,-10,-43,88,206,28982,15237,12214,11450,764,-12046,2329,-941,-1278,-119,1011,0,-326,255,298,0,-782,0,1777,450,1327,10412
1989:Q1,-57617,-3729,-4132,-302,0,41,664,-54101,-15466,-5013,547,-34169,-218,-360,142,117,314,-57617,-19570,-6627,-7208,581,-19031,-5013,-780,956,-229,575,0,-725,-455,-324,0,-578,0,983,228,755,-7579
1989:Q2,37171,13145,7708,-90,0,-127,5654,23449,20877,2571,-1506,1507,87,375,-288,169,321,37171,-3801,1536,1687,-151,25854,2571,3361,1036,777,-50,0,-92,299,472,0,919,0,633,-1258,1891,7017
1989:Q3,-12421,-552,1265,53,0,78,-1948,-13076,-4112,-1167,597,-8394,719,-50,769,139,349,-12421,-2729,1283,1440,-157,-8886,-1167,198,1161,667,-375,0,-295,-231,253,0,-982,0,283,625,-342,-1403
1989:Q4,39891,1360,-7220,1013,0,241,7326,39024,-4696,2725,425,40570,-861,-92,-769,26,342,39891,17151,13513,12601,912,-12116,2725,8416,4713,3878,-556,0,-127,-885,384,0,1009,0,2019,574,1445,8183
1990:Q1,-38624,56,-1300,-981,0,-305,2642,-39955,-8863,-2846,-1843,-26403,604,581,23,-92,763,-38624,-14411,-8758,-9689,931,-12269,-2846,-785,-1329,278,-475,0,619,-229,-36,0,387,0,1380,-1567,2947,-935
1990:Q2,33436,8979,678,-58,0,80,8279,24301,15353,2351,50,6547,-398,-251,-147,-216,770,33436,8672,432,-64,496,16128,2351,-2845,-1021,-1192,-400,0,528,179,480,0,-1419,0,3932,-121,4053,4766
1990:Q3,2674,6664,2115,52,0,55,4442,-4357,4523,-842,1508,-9546,617,188,429,-235,-15,2674,-298,-4418,-5382,964,4851,-842,-866,-1972,-1819,150,0,398,-122,346,0,2153,0,6641,1751,4890,-2394
1990:Q4,45102,8462,1356,-73,0,-47,7226,37272,-5676,1863,-111,41196,-468,-215,-253,-155,-9,45102,16934,20207,20377,-170,-3870,1863,-4722,-2621,-2041,-105,0,258,-3,421,0,-631,0,4323,-373,4696,10367
1991:Q1,-28330,9435,2024,-38,0,-154,7603,-38339,-4594,-2811,-1354,-29580,-459,63,-522,-96,1129,-28330,10992,-31988,-32779,791,5244,-2811,-2294,-1186,-647,-85,0,-608,-154,466,0,-80,0,2598,-1445,4043,-10071
1991:Q2,27852,4862,890,17,0,-2,3957,22188,9713,4023,-1447,9899,-238,-27,-211,-72,1112,27852,1907,8071,6805,1266,6805,4023,-83,-370,98,-85,0,274,-100,-326,0,426,0,62,-1476,1538,7067
1991:Q3,14040,-4851,-3900,72,0,158,-1181,18420,2496,179,991,14754,514,-47,561,-31,-12,14040,5354,11432,12183,-751,-9342,179,-2320,-377,281,-85,0,-1602,-102,1088,0,-1523,0,4640,1102,3538,4097
1991:Q4,74217,21205,9798,1413,0,593,9401,52609,-2120,3914,-394,51209,385,219,166,21,-3,74217,29092,19942,19119,823,24694,3914,2123,-203,18,-91,0,769,-548,1058,0,1120,0,4112,418,3694,-9660
1992:Q1,-29231,-13111,-10776,-1451,0,-601,-283,-16360,-19721,-2063,-773,6197,-909,340,-1249,96,1053,-29231,13269,-7621,-9897,2276,-28732,-2063,-239,-36,-28,-48,0,153,64,-129,0,-215,0,-601,-1034,433,-3244
1992:Q2,41421,13892,6685,-10,0,-151,7368,26233,19411,1976,1844,3002,72,-49,121,180,1044,41421,7857,155,-1013,1168,29365,1976,-16,111,-117,-8,0,475,-260,-554,0,337,0,2172,1644,528,-88
1992:Q3,38466,17729,10871,51,0,321,6486,19096,2099,1390,1054,14553,290,166,124,195,1156,38466,23500,75,-1805,1880,12039,1390,2783,135,-225,-5,0,1974,-82,648,0,338,0,7103,1541,5562,-8424
1992:Q4,61492,-2292,-17113,31,0,-317,15107,62456,-7651,2583,-389,67913,-79,62,-141,142,1265,61492,63285,6943,6891,52,-29525,2583,297,32,-267,15,0,106,269,426,0,-284,0,3919,-644,4563,13990
1993:Q1,-45328,-1253,-733,-35,0,90,-575,-44089,-11802,-1634,-240,-30413,20,-233,253,109,-115,-45328,-23546,-5091,-6477,1386,-7854,-1634,716,-51,99,34,0,-679,-185,779,0,719,0,2049,-383,2432,-9969
1993:Q2,78814,31141,21551,-29,0,-33,9652,47459,17766,2615,-568,27646,194,500,-306,97,-77,78814,19760,6496,5896,600,39150,2615,411,-120,99,25,0,293,-160,488,0,-214,0,5360,-101,5461,5023
1993:Q3,13931,-3032,-11145,17,0,214,7882,15307,1910,86,3830,9481,658,-10,668,71,927,13931,25295,-3573,-4056,483,-7593,86,-474,-130,100,17,0,-669,452,-379,0,135,0,9707,4034,5673,-9517
1993:Q4,69897,10296,-2487,85,0,-112,12810,59455,4207,988,-3298,57558,-845,-398,-447,32,959,69897,32207,24747,23984,763,-2954,988,3954,-86,99,60,0,1159,820,628,0,1274,0,-756,-3808,3052,11711
1994:Q1,-31277,-3653,-8635,-75,0,64,4993,-28383,-2853,-60,1167,-26637,458,-224,682,10,291,-31277,-23245,856,-2937,3793,-4434,-60,1430,-44,106,129,0,-1143,-403,153,0,2632,0,5715,1007,4708,-11540
1994:Q2,8774,13414,3158,-33,0,155,10134,-5289,3109,1078,244,-9720,-200,123,-323,68,781,8774,-9892,2507,44,2463,6814,1078,63,-44,108,178,0,318,-141,376,0,-732,0,6259,522,5737,1945
1994:Q3,-23760,3955,-2498,38,0,-268,6683,-28144,-12506,-2324,638,-13952,96,-33,129,-36,369,-23760,-10154,6282,2129,4153,-15568,-2324,1248,-44,105,179,0,1343,70,317,0,-722,0,4342,337,4005,-7587
1994:Q4,34484,12055,285,557,0,-91,11304,21701,-6632,3212,-471,25592,67,513,-446,66,595,34484,15013,10188,8261,1927,-8544,3212,-1057,-44,107,447,0,-400,-312,582,0,-1437,0,6086,-49,6135,9586
1995:Q1,-48558,1668,-2592,-482,0,124,4618,-49817,-8117,-2811,-103,-38786,-633,-455,-178,-381,605,-48558,-19938,-16577,-21663,5086,-7285,-2811,1298,-40,-116,212,0,-1598,-61,933,0,1968,0,4893,-434,5327,-8139
1995:Q2,48154,22581,16392,-159,0,-198,6546,24652,24097,2655,-193,-1907,-202,-309,107,363,760,48154,4671,-2089,-4429,2340,45359,2655,-409,-41,-115,214,0,-452,327,378,0,-720,0,436,-700,1136,-2469
1995:Q3,-51113,-12914,-12354,87,0,37,-684,-38520,-9424,-1133,1260,-29223,205,155,50,-224,340,-51113,-33663,9652,5936,3716,-21141,-1133,1665,-40,-114,215,0,458,-505,133,0,1518,0,2485,1452,1033,-8978
1995:Q4,22671,5580,-2693,600,0,185,7488,15755,-11304,2114,31,24914,521,528,-7,425,390,22671,2662,25112,22720,2392,-16935,2114,-2130,-41,-115,224,0,-938,414,-635,0,-1039,0,2088,744,1344,9760
1996:Q1,-53187,-1480,1086,-584,0,-194,-1788,-51531,-2171,-4121,-457,-44782,-95,-443,348,-191,110,-53187,-13740,-24747,-29080,4333,1418,-4121,-492,-40,-232,223,0,565,-448,265,0,-825,0,-4405,-1094,-3311,-7100
1996:Q2,23124,7834,646,-11,0,-19,7218,13277,14528,1384,3185,-5820,163,757,-594,249,1601,23124,-18247,12428,5725,6703,18146,1384,2445,-1055,-121,221,0,1111,-353,239,0,2403,0,7670,3923,3747,-702
1996:Q3,2408,3163,5,46,0,79,3033,-25,6434,-1840,-1063,-3556,-739,-789,50,71,-62,2408,-17213,16396,12500,3896,982,-1840,2546,333,-125,224,0,1303,-106,704,240,-27,0,4769,-1773,6542,-3232
1996:Q4,16665,13749,5,516,0,-89,13317,2610,-9110,2289,1796,7635,10,-177,187,359,-63,16665,-10229,16323,12077,4246,-9583,2289,1695,-151,-444,-2,0,280,175,1436,50,351,0,8703,1530,7173,7467
1997:Q1,-32938,388,-1733,-538,0,745,1914,-34967,-4656,-2581,-18,-27712,3,-86,89,-85,1723,-32938,-26749,6534,2061,4473,-1208,-2581,-2547,295,-885,540,0,-2113,390,23,94,-891,0,3367,641,2726,-9755
1997:Q2,36874,17466,10453,-36,0,-731,7780,17256,10215,2578,1941,2522,856,660,196,174,1122,36874,-4996,-598,-6796,6198,18185,2578,10696,-171,566,280,0,3467,2080,1168,-12,3318,0,6195,1870,4325,4815
1997:Q3,-40385,-4174,-8764,77,0,-2,4515,-36744,-732,19,-845,-35186,-602,-366,-236,-288,1423,-40385,-33628,9232,4070,5162,-9013,19,-2923,106,-384,826,0,-2315,-1060,-1094,125,873,0,4749,-1213,5962,-8821
1997:Q4,45272,16156,-2278,511,0,271,17652,28076,-5732,2217,3327,28264,562,174,388,622,-144,45272,29321,-3340,-9858,6518,-8506,2217,5214,67,4541,-276,0,-1191,-93,-496,-69,2731,0,13184,3772,9412,7182
1998:Q1,-36664,-885,86,-544,0,-287,-140,-39391,-6088,-3568,-272,-29463,-514,50,-564,126,4000,-36664,-34928,13252,12992,260,-4068,-3568,-63,-526,-4729,-327,0,1352,-300,1056,166,3245,0,-568,-509,-59,-6722
1998:Q2,52166,20770,12589,-57,0,34,8204,32502,26819,2622,-1072,4133,539,-16,555,217,-1862,52166,4942,1640,875,765,44871,2622,62,-115,1284,-341,0,944,441,506,35,-2692,0,779,-1054,1833,-2750
1998:Q3,-47920,-3442,-13300,56,0,146,9656,-42990,-18474,-1990,-2222,-20304,-519,-65,-454,81,-1050,-47920,-10744,-1260,-3543,2283,-35311,-1990,1933,207,-438,-346,0,139,263,-1463,-128,3699,0,4366,-2141,6507,-4915
1998:Q4,43517,22578,1127,1247,0,-180,20384,14550,-16879,3693,784,26952,261,-261,522,779,5349,43517,58802,-23079,-25882,2803,-22176,3693,6512,213,1011,150,0,2224,2451,991,28,-556,0,5909,343,5566,13856
1999:Q1,-34459,1746,-662,-1403,0,3,3808,-35708,3261,-3277,-1948,-33744,298,272,26,-658,-137,-34459,-11775,-10213,-8969,-1244,6703,-3277,-7321,-795,-2858,-269,0,-2373,-1663,1597,-41,-919,0,-199,-1673,1474,-8376
1999:Q2,32665,13784,1301,-2,0,245,12240,19220,25625,1565,924,-8894,-1017,-395,-622,520,158,32665,-28315,18867,18836,31,31466,1565,7247,442,1301,428,0,1850,-562,614,-8,3182,0,3182,774,2408,-1347
1999:Q3,-8827,11327,-76,-34,0,-169,11606,-19981,3973,28,-95,-23887,283,-57,340,-298,-158,-8827,-15881,8154,5613,2541,2981,28,-995,-516,-120,330,0,-80,448,-236,86,-907,0,3578,-321,3899,-6692
1999:Q4,122616,81390,21777,1061,0,-171,58723,37335,3545,4847,588,28355,990,735,255,436,2465,122616,34990,17873,14094,3779,25021,4847,13918,1109,1539,884,0,-145,8932,-467,89,1977,0,17778,1152,16626,8189
2000:Q1,-104202,-58780,-23980,-1062,0,53,-33791,-50125,-12058,-3145,529,-35451,-888,-470,-418,-344,5935,-104202,-34663,-5195,-12319,7124,-39813,-3145,-12595,-1099,-1428,346,0,1875,-11052,377,-114,-1594,94,-8465,112,-8577,-326
2000:Q2,6609,7858,1753,15,0,-20,6110,-1460,11190,1189,588,-14427,1071,579,492,5,-865,6609,-36533,20497,15887,4610,11366,1189,4114,-399,1661,595,0,1678,541,287,-101,-148,0,1141,1147,-6,4835
2000:Q3,-34882,2363,2359,-25,0,34,-5,-36362,-9360,-1800,2607,-27809,-1282,-997,-285,-66,465,-34882,-37978,24011,24412,-401,-5079,-1800,-5873,376,-2021,1133,0,-222,-93,1062,80,-6188,0,1280,1644,-364,-9443
2000:Q4,18979,13416,-3044,1198,0,77,15185,4204,-22949,4615,-1361,23899,701,553,148,306,352,18979,9144,4018,6926,-2908,-31537,4615,14291,640,1357,1235,0,-2621,2909,844,48,9548,331,4859,-731,5590,13589
2001:Q1,-49535,-193,536,-1133,0,-146,550,-52769,-24003,-3996,-2044,-22726,-505,-176,-329,-16,3948,-49535,23198,-58274,-63492,5218,5196,-3996,18621,6919,13232,-1200,0,-1622,70,534,63,625,0,-1443,-2366,923,-32836
2001:Q2,30490,11201,1497,22,0,32,9650,20094,13821,3800,3678,-1205,-163,-2587,2424,351,-993,30490,-23171,9665,5706,3959,18080,3800,18859,1244,6569,141,0,4978,757,-986,44,6112,0,2896,1123,1773,361
2001:Q3,25294,18871,2586,-75,0,507,15853,4627,-1346,-801,-452,7226,431,-110,541,0,1365,25294,-1486,-3953,-1650,-2303,2407,-801,28351,1906,5651,138,0,78,3118,877,-78,16661,0,9438,-55,9493,-8662
2001:Q4,104309,17549,-3148,630,0,-548,20615,84244,11106,6489,-3642,70291,592,481,111,2762,-838,104309,79277,219,6298,-6079,15412,6489,-5625,-506,7020,112,0,-1921,-1690,-1113,93,-6607,-1013,7896,-3709,11605,641
