date,FU893065005.Q,FU893065105.Q,FU893065405.Q,FU893065505.Q,FU893065603.Q,FU893065005.Q,FU153165005.Q,FU143165005.Q,FU103165005.Q,FU113165005.Q,FU313165403.Q,FU893065005.Q,FU153065005.Q,FU103065005.Q,FU113065005.Q,FU313065005.Q,FU313065015.Q,FU313065075.Q,FU313065035.Q,FU313065095.Q,FU213065005.Q,FU703065005.Q,FU763065005.Q,FU753065005.Q,FU743065003.Q,FU473065100.Q,FU513065505.Q,FU543065005.Q,FU573065005.Q,FU223065043.Q,FU403065005.Q,FU403065015.Q,FU403065025.Q,FU403065045.Q,FU403065035.Q,FU403065653.Q,FU413065005.Q,FU413065015.Q,FU413065025.Q,FU413065045.Q,FU413065653.Q,FU413065035.Q,FU673065005.Q,FU613065000.Q,FU643065075.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,7370,5155,875,1116,224,7370,5370,2000,1025,975,0,7370,1198,14,0,46,87,-41,0,0,54,3885,3768,0,40,77,7,2158,20,10,-15,0,0,-15,0,0,4,0,0,4,0,0,0,-11,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,6111,3984,1167,669,291,6111,4229,1882,646,1236,0,6111,725,-6,0,117,110,-13,23,-3,81,2956,2904,0,9,43,17,2073,20,17,33,0,0,33,0,0,3,0,0,3,0,0,0,75,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,10429,7844,1472,621,492,10429,8144,2285,453,1832,0,10429,696,-1,0,567,519,6,7,35,52,5627,5549,0,21,57,11,3196,20,23,47,0,0,47,0,0,25,0,0,25,0,0,0,166,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,9465,6542,1341,1002,580,9465,6845,2620,595,2025,0,9465,934,3,0,628,503,-11,19,117,69,4586,4555,0,28,3,14,3212,18,30,58,0,0,58,0,0,11,0,0,11,0,0,0,-98,0
1952:Q1,1840,1274,178,225,163,1840,1324,516,156,360,0,1840,29,1,0,263,193,50,4,16,28,788,833,0,3,-48,2,575,6,8,18,0,0,18,0,0,2,0,0,2,0,0,0,120,0
1952:Q2,2370,1732,217,214,207,2370,1808,562,-126,688,0,2370,261,1,0,37,15,9,5,8,25,1513,1465,0,1,47,1,460,7,9,18,0,0,18,0,0,2,0,0,2,0,0,0,36,0
1952:Q3,2427,1842,238,234,113,2427,1918,509,-10,519,0,2427,213,1,0,67,30,11,3,23,26,1556,1599,0,1,-44,1,463,8,9,22,0,0,22,0,0,3,0,0,3,0,0,0,58,0
1952:Q4,2320,1776,206,236,102,2320,1841,479,213,266,0,2320,163,1,0,193,154,10,4,25,24,1427,1397,0,0,30,1,439,8,10,23,0,0,23,0,0,3,0,0,3,0,0,0,28,0
1953:Q1,2119,1590,106,263,160,2119,1667,452,292,160,0,2119,330,1,0,188,152,5,8,23,21,1158,1152,0,1,5,2,490,10,11,23,0,0,23,0,0,2,0,0,2,0,0,0,-117,0
1953:Q2,2868,2219,179,279,191,2868,2293,575,-60,635,0,2868,267,1,0,148,104,5,8,31,21,1805,1770,0,2,33,4,512,11,11,22,0,0,22,0,0,1,0,0,1,0,0,0,65,0
1953:Q3,2501,1980,168,273,80,2501,2043,458,65,393,0,2501,134,0,0,89,43,6,9,31,20,1606,1647,0,1,-42,5,483,11,12,22,0,0,22,0,0,2,0,0,2,0,0,0,117,0
1953:Q4,2342,1733,187,352,70,2342,1815,527,380,147,0,2342,265,0,0,-30,-78,6,7,35,21,1486,1489,0,0,-3,5,586,11,13,22,0,0,22,0,0,2,0,0,2,0,0,0,-39,0
1954:Q1,1961,1413,53,316,179,1961,1505,456,277,179,0,1961,207,0,0,-68,-97,2,7,20,22,1215,1237,0,0,-22,4,495,11,14,31,0,0,31,0,0,1,0,0,1,0,0,0,29,0
1954:Q2,3045,2263,138,444,200,3045,2361,684,-133,817,0,3045,325,0,0,-11,-64,2,7,44,24,2001,1906,0,0,95,2,615,10,15,31,0,0,31,0,0,1,0,0,1,0,0,0,32,0
1954:Q3,3391,2722,140,458,71,3391,2797,594,-69,663,0,3391,290,0,0,137,104,12,6,15,23,2142,2182,0,0,-40,0,651,11,16,20,0,0,20,0,0,8,0,0,8,0,0,0,93,0
1954:Q4,3823,3020,213,531,59,3823,3035,788,420,368,0,3823,316,1,0,109,70,11,7,21,21,2361,2368,0,2,-9,-2,893,14,16,19,0,0,19,0,0,8,0,0,8,0,0,0,67,0
1955:Q1,3676,2881,117,452,226,3676,2910,766,299,467,0,3676,373,3,0,32,77,-90,12,33,17,2253,2148,0,7,98,1,792,17,17,63,0,0,63,0,0,8,0,0,8,0,0,0,100,0
1955:Q2,4400,3460,207,498,235,4400,3314,1086,193,893,0,4400,293,4,0,94,46,-5,12,41,14,2956,2907,0,11,38,2,750,19,17,73,9,0,64,0,0,9,0,0,9,0,0,0,169,0
1955:Q3,4240,3335,190,556,159,4240,3302,938,227,711,0,4240,226,4,0,21,-24,-3,12,36,13,2853,2859,0,11,-17,3,759,22,18,66,21,0,45,0,0,10,0,0,10,0,0,0,245,0
1955:Q4,3927,2904,311,556,156,3927,2808,1119,840,279,0,3927,410,3,0,50,-6,0,13,43,15,2112,2105,0,9,-2,3,1168,25,17,100,56,0,44,0,0,11,0,0,11,0,0,0,13,0
1956:Q1,3435,2420,167,579,269,3435,2691,744,234,510,0,3435,474,2,0,3,-28,1,10,20,16,1872,1868,0,6,-2,4,951,28,18,141,71,0,70,0,0,11,0,0,11,0,0,0,-85,0
1956:Q2,4067,2971,170,628,298,4067,3102,965,103,862,0,4067,475,1,0,9,-31,1,10,29,14,2469,2338,0,4,127,3,896,32,16,148,77,0,71,0,0,11,0,0,11,0,0,0,-7,0
1956:Q3,3779,2847,145,617,170,3779,3065,714,83,631,0,3779,302,1,0,-3,-42,8,10,21,19,2335,2385,0,3,-53,2,820,34,19,169,118,0,51,0,0,5,0,0,5,0,0,0,76,0
1956:Q4,3343,2571,92,604,76,3343,2645,698,512,186,0,3343,351,3,0,13,-31,6,10,28,31,1743,1741,0,5,-3,0,877,34,24,349,297,0,52,0,0,6,0,0,6,0,0,0,-88,0
1957:Q1,2843,2106,21,518,198,2843,2123,720,502,218,0,2843,544,4,0,51,-20,23,9,39,41,1208,1118,0,5,85,0,690,33,30,445,382,0,63,0,0,8,0,0,8,0,0,0,-211,0
1957:Q2,2956,2188,97,473,198,2956,2233,723,69,654,0,2956,462,5,0,42,-22,-7,9,62,52,1623,1610,0,5,8,0,502,32,35,282,218,0,64,0,0,9,0,0,9,0,0,0,-88,0
1957:Q3,3356,2358,197,684,117,3356,2558,750,108,642,48,3356,510,5,0,76,-19,23,9,63,57,1895,1925,0,5,-35,0,514,33,39,221,196,0,25,0,0,4,0,0,4,0,0,0,2,0
1957:Q4,3039,1977,232,781,49,3039,2110,881,631,250,48,3039,440,4,0,112,0,14,9,89,52,1623,1677,0,5,-59,0,541,36,41,215,191,0,24,0,0,3,0,0,3,0,0,0,-28,0
1958:Q1,2695,1601,414,553,127,2695,1923,646,275,371,126,2695,467,4,0,68,17,1,3,47,52,1334,1250,0,10,74,0,457,36,44,117,82,0,35,0,0,2,0,0,2,0,0,0,114,0
1958:Q2,3573,2167,492,684,230,3573,2446,1002,224,778,125,3573,789,4,0,57,5,14,3,35,51,2426,2448,0,13,-35,0,336,36,47,-289,-324,0,35,0,0,2,0,0,2,0,0,0,114,0
1958:Q3,4307,2893,503,708,203,4307,2966,1249,276,973,92,4307,629,4,0,53,-1,14,3,37,53,2960,2913,0,13,34,0,409,40,50,-11,-61,0,50,0,0,6,0,0,6,0,0,0,114,0
1958:Q4,4857,3142,545,1018,152,4857,3084,1680,974,706,93,4857,719,3,0,232,160,19,10,43,56,2902,2941,0,7,-46,-1,624,47,55,98,48,0,50,0,0,7,0,0,7,0,0,0,115,0
1959:Q1,4156,2788,567,553,248,4156,3032,1075,36,1039,49,4156,487,-13,0,424,356,15,6,47,61,2400,2294,0,2,104,0,399,54,56,169,83,0,86,0,0,5,0,0,5,0,0,0,114,0
1959:Q2,5177,3439,547,804,387,5177,3601,1525,41,1484,51,5177,649,-12,0,424,342,13,4,65,67,3402,3397,0,-2,7,-2,388,60,55,197,110,0,87,0,0,6,0,0,6,0,0,0,-57,0
1959:Q3,5224,3716,533,771,204,5224,3818,1299,13,1286,107,5224,471,-41,0,298,220,18,8,52,66,3380,3333,0,-3,50,-3,564,65,64,253,203,0,50,0,0,1,0,0,1,0,0,0,106,0
1959:Q4,4678,3092,488,945,153,4678,3083,1487,802,685,108,4678,487,0,0,124,57,5,26,36,61,2684,2715,0,-3,-28,-9,784,68,81,313,263,0,50,0,0,1,0,0,1,0,0,0,84,0
1960:Q1,3821,2481,499,671,170,3821,2920,801,-37,838,100,3821,541,1,0,-76,-129,13,3,37,52,1995,1816,0,1,178,-1,708,74,99,394,330,0,64,0,0,1,0,0,1,0,0,0,33,0
1960:Q2,4346,2786,503,769,288,4346,2919,1325,108,1217,102,4346,768,1,0,44,14,3,7,20,43,2473,2495,0,2,-24,0,613,82,118,293,230,0,63,0,0,2,0,0,2,0,0,0,-91,0
1960:Q3,4808,3216,591,863,138,4808,3354,1353,225,1128,101,4808,710,1,0,98,13,18,15,52,44,2862,2890,0,3,-31,2,558,82,124,245,207,0,38,0,0,-2,0,0,-2,0,0,0,84,0
1960:Q4,4306,2796,493,876,141,4306,2924,1280,521,759,102,4306,755,0,0,129,9,14,30,76,53,2411,2431,0,2,-22,2,695,74,117,135,96,0,39,0,0,-3,0,0,-3,0,0,0,-62,0
1961:Q1,3844,2267,638,714,225,3844,2388,1402,-81,1483,54,3844,850,2,0,85,-13,15,25,58,61,2164,2019,0,5,140,4,550,68,114,-51,-133,0,82,0,0,0,0,0,0,0,0,0,-3,0
1961:Q2,4903,2958,519,1052,374,4903,3083,1766,287,1479,54,4903,828,2,0,92,-10,27,15,60,69,3202,3264,0,5,-67,3,620,61,116,-166,-248,0,82,0,0,-1,0,0,-1,0,0,0,77,0
1961:Q3,5635,3576,847,912,300,5635,3722,1856,235,1621,57,5635,757,2,0,131,-10,65,25,51,71,3613,3517,0,7,89,1,440,61,113,134,84,0,50,0,0,44,0,0,44,0,0,0,268,0
1961:Q4,6178,3848,832,1318,180,6178,3991,2130,976,1154,57,6178,824,3,0,141,-17,55,25,78,66,3497,3419,0,10,68,-2,822,69,103,316,266,0,50,0,0,46,0,0,46,0,0,0,293,0
1962:Q1,4333,2461,596,971,305,4333,2602,1651,334,1317,80,4333,543,5,0,51,-18,-5,19,55,65,2932,2866,0,15,51,-1,403,74,94,221,151,0,70,0,0,22,0,0,22,0,0,0,-76,0
1962:Q2,6130,3749,719,1210,452,6130,3915,2134,416,1718,81,6130,598,6,0,-5,-47,-8,33,17,65,4598,4618,0,19,-39,-4,513,79,84,-82,-152,0,70,0,0,24,0,0,24,0,0,0,254,0
1962:Q3,6359,4108,832,1149,270,6359,4269,2042,496,1546,48,6359,431,6,0,-1,-64,61,16,-14,63,4835,4753,0,19,63,-6,551,81,81,19,-23,0,42,0,0,37,0,0,37,0,0,0,262,0
1962:Q4,6647,3962,963,1473,249,6647,4090,2506,1074,1432,51,6647,600,4,0,27,-31,34,26,-2,58,4475,4391,0,15,69,-10,1232,82,87,41,-1,0,42,0,0,40,0,0,40,0,0,0,11,0
1963:Q1,5005,3045,650,942,368,5005,3248,1732,387,1345,25,5005,318,2,0,-49,-108,65,9,-15,54,4101,3989,0,12,100,-3,625,81,89,-245,-318,0,73,0,0,40,0,0,40,0,0,0,-8,0
1963:Q2,7203,4449,820,1344,590,7203,4556,2620,577,2043,27,7203,769,0,0,-343,-249,42,21,-157,48,5766,5763,0,9,-6,-3,786,78,89,-317,-390,0,73,0,0,42,0,0,42,0,0,0,288,0
1963:Q3,7418,4861,792,1343,422,7418,4987,2427,634,1793,4,7418,226,0,0,-62,-113,39,22,-10,47,5763,5681,0,8,74,-2,893,84,92,-3,-58,0,55,0,0,14,0,0,13,0,1,0,366,0
1963:Q4,7192,4444,1030,1469,249,7192,4604,2582,1075,1507,6,7192,209,4,0,55,-48,35,10,58,48,5112,5012,0,13,87,-5,1338,101,100,27,-29,0,56,0,0,16,0,0,16,0,0,0,187,0
1964:Q1,5621,3670,912,527,512,5621,3816,1808,590,1218,-3,5621,352,5,0,12,-39,52,-31,30,56,4032,4013,0,15,4,-1,911,137,104,86,-18,0,104,0,0,26,0,0,26,0,0,0,-99,0
1964:Q2,7326,4592,1159,841,734,7326,4748,2584,520,2064,-6,7326,278,7,0,-57,-49,44,-38,-14,60,5324,5364,0,18,-58,0,1034,149,106,90,-13,0,103,0,0,30,0,0,30,0,0,0,305,0
1964:Q3,7570,4708,1218,1176,468,7570,4859,2693,823,1870,18,7570,455,7,0,-3,-53,35,-34,49,58,5528,5452,0,19,57,0,1035,134,115,63,-38,0,101,0,0,21,0,0,20,0,1,0,157,0
1964:Q4,7261,4259,1265,1331,406,7261,4411,2829,1273,1556,21,7261,485,5,0,-1,-59,29,-17,46,53,4656,4673,0,18,-35,0,1628,138,133,115,14,0,101,0,0,22,0,0,22,0,0,0,27,0
1965:Q1,5697,3556,806,803,532,5697,3734,1939,737,1202,24,5697,77,2,0,-34,-85,54,2,-5,50,3826,3669,0,18,139,4,1165,141,151,203,33,0,170,0,0,52,0,0,52,0,0,0,60,0
1965:Q2,7279,4438,916,1215,710,7279,4625,2628,428,2200,26,7279,305,0,0,-113,-106,56,-20,-43,48,5138,5122,0,19,-3,6,1030,256,168,200,30,0,170,0,0,54,0,0,54,0,0,0,187,0
1965:Q3,7385,4713,943,1216,513,7385,4894,2506,530,1976,-15,7385,-89,0,0,31,-29,46,-3,17,45,5382,5444,0,19,-81,7,1066,123,178,217,105,0,112,0,0,67,0,0,43,0,24,0,358,0
1965:Q4,7115,4407,970,1248,490,7115,4579,2552,962,1590,-16,7115,220,2,0,97,1,45,19,32,46,4404,4466,0,17,-79,5,1600,87,179,466,355,0,111,0,0,72,0,0,44,0,28,0,-63,0
1966:Q1,6399,3569,974,1346,510,6399,3747,2667,577,2090,-15,6399,-361,5,0,215,44,32,81,58,45,3983,3721,0,16,246,-2,1219,123,190,973,751,0,222,0,0,80,0,0,46,0,34,0,-71,0
1966:Q2,7165,3874,888,1779,624,7165,4054,3126,1131,1995,-15,7165,827,7,0,212,113,3,11,85,47,3836,3871,0,14,-49,0,1277,83,207,660,438,0,222,0,0,84,0,0,47,0,37,0,-75,0
1966:Q3,5648,3040,633,1521,454,5648,3224,2439,964,1475,-15,5648,563,8,0,293,139,49,25,80,43,2806,2913,0,14,-121,0,1056,119,201,485,369,0,116,0,0,134,0,0,67,0,67,0,-60,0
1966:Q4,4465,2470,567,1151,277,4465,2626,1856,908,948,-17,4465,627,6,0,317,151,68,-8,106,40,1831,1884,0,15,-68,3,1044,201,172,435,318,0,117,0,0,147,0,0,69,0,78,0,-358,0
1967:Q1,3436,1605,693,750,388,3436,1798,1651,572,1079,-13,3436,476,1,0,162,135,-62,21,68,34,1152,1136,0,15,1,5,860,80,165,378,205,0,173,0,0,166,0,0,75,0,91,0,-43,0
1967:Q2,5585,2855,833,1344,553,5585,2903,2697,369,2328,-15,5585,385,-2,0,99,126,-34,-8,15,26,3528,3519,0,16,-7,5,657,-15,166,163,-10,0,173,0,0,180,0,0,78,0,102,0,393,0
1967:Q3,7318,4471,947,1347,553,7318,4669,2666,295,2371,-17,7318,533,-2,0,313,178,57,7,71,27,4923,4910,0,16,-3,5,521,83,78,553,401,0,152,0,0,161,0,0,66,0,95,0,123,0
1967:Q4,7290,4427,1067,1325,471,7290,6974,334,-1701,2035,-18,7290,730,1,0,352,232,25,32,63,28,4431,4458,0,14,-41,4,869,24,78,683,530,0,153,0,0,167,0,0,64,0,103,0,-77,0
1968:Q1,5966,3404,662,1294,606,5966,1271,4713,3459,1254,-18,5966,705,89,0,401,286,38,18,59,41,3226,3286,0,5,-65,3,457,8,145,827,643,0,184,0,0,181,0,0,71,0,110,0,-173,56
1968:Q2,7540,4405,765,1606,764,7540,4567,2991,291,2700,-18,7540,447,130,0,351,242,23,21,65,46,4806,4808,0,6,-8,2,448,-41,121,638,458,0,180,0,0,190,0,0,71,0,119,0,302,100
1968:Q3,7669,4508,899,1813,449,7669,4689,2994,606,2388,-14,7669,835,84,0,366,180,100,21,65,51,5178,5204,0,6,-32,2,486,21,6,312,221,0,91,0,0,85,0,0,24,0,61,0,172,71
1968:Q4,8294,4751,1110,2092,341,8294,4900,3410,1039,2371,-16,8294,347,167,0,326,155,103,18,50,54,5320,5317,0,6,-3,1,1068,-4,87,385,323,0,62,0,0,82,0,0,21,0,61,0,340,121
1969:Q1,6635,3872,945,1348,470,6635,4057,2597,970,1627,-19,6635,188,96,0,246,105,112,-12,41,48,4160,4146,0,31,-17,2,407,12,64,713,522,0,191,0,0,90,0,0,28,0,62,0,520,89
1969:Q2,8157,4881,1156,1425,695,8157,5079,3103,-426,3529,-25,8157,-152,176,100,275,112,116,15,32,59,5294,5326,0,45,-77,1,476,-10,49,726,486,0,240,0,0,85,0,0,25,0,60,0,934,144
1969:Q3,7823,4774,1160,1479,410,7823,4956,2879,-193,3072,-12,7823,391,130,100,198,171,-16,0,43,130,4969,5015,0,49,-95,1,510,65,75,1270,1151,0,119,0,0,248,0,0,116,0,132,0,-398,134
1969:Q4,8017,4177,1664,1933,243,8017,4326,3716,925,2791,-25,8017,1430,253,100,251,222,-22,14,37,220,3035,3024,0,43,-32,3,659,82,25,1662,1624,0,38,0,0,255,0,0,117,0,138,0,-249,291
1970:Q1,4503,1815,2192,-101,597,4503,1405,3115,10620,-7505,-17,4503,-694,11,100,87,116,-18,-39,28,426,1092,1372,0,30,-310,8,646,14,75,1668,1549,0,119,0,0,295,15,0,137,0,143,0,480,295
1970:Q2,7615,3395,1587,2303,330,7615,3046,4593,858,3735,-24,7615,860,182,100,130,82,68,-14,-6,109,2963,2921,0,23,19,12,554,-17,158,1321,1159,0,162,0,0,214,22,0,45,0,147,0,814,215
1970:Q3,9220,3983,2114,2804,319,9220,3891,5355,771,4584,-26,9220,1361,190,100,48,85,-60,30,-7,166,4704,4663,0,21,20,13,355,-20,-19,1577,1149,322,106,0,0,419,58,0,92,0,269,0,102,224
1970:Q4,8749,3891,2161,2446,251,8749,3836,4921,989,3932,-8,8749,-130,342,100,37,72,-73,57,-19,216,5005,4965,0,24,16,12,793,-22,131,816,695,35,86,0,0,623,252,0,89,0,282,0,410,416
1971:Q1,7820,4109,2183,1197,331,7820,3855,3979,1180,2799,-14,7820,-748,192,275,-89,53,-67,62,-137,306,5311,5272,0,26,13,0,158,-91,99,41,-82,-37,160,0,0,1202,762,0,142,0,298,0,933,231
1971:Q2,12950,6857,2740,2390,963,12950,5701,7270,1187,6083,-21,12950,-297,271,300,-40,28,-90,22,0,156,9659,9594,0,54,11,-5,-24,-166,151,340,-57,165,232,0,0,1615,1154,0,147,0,314,0,628,362
1971:Q3,14086,8173,2347,3237,329,14086,7694,6410,938,5472,-18,14086,-1157,310,300,-69,-20,-91,42,0,327,11135,11097,0,27,11,-7,242,-146,8,1872,1369,315,188,0,0,797,277,0,112,0,408,0,223,251
1971:Q4,14029,7656,2451,3656,266,14029,7387,6661,1797,4864,-19,14029,-823,345,300,-182,33,-110,54,-159,290,9818,9781,0,25,12,-10,745,-110,110,1373,1059,164,150,0,0,1147,534,64,121,0,428,0,664,362
1972:Q1,13694,7342,2586,3051,715,13694,6798,6921,3126,3795,-25,13694,319,358,300,86,-52,195,96,-153,335,9867,9831,0,2,34,-8,-98,-326,21,797,551,24,222,0,0,1026,918,102,75,0,-69,0,445,572
1972:Q2,18624,9973,3366,4272,1013,18624,8610,10032,1625,8407,-18,18624,516,397,275,-45,-20,-41,48,-32,403,13926,13903,0,-23,46,-11,6,-199,-52,1004,286,427,291,0,0,1206,627,43,95,0,441,0,549,649
1972:Q3,19173,11621,2788,4018,746,19173,10160,9034,1983,7051,-21,19173,271,437,275,-111,17,-144,90,-74,287,15114,14992,0,77,45,-11,184,-268,83,1116,667,130,319,0,0,1067,354,86,93,0,534,0,392,337
1972:Q4,20420,10034,4042,5838,506,20420,9297,11145,2968,8177,-22,20420,-124,626,275,-623,-164,-423,87,-123,362,14306,14325,0,-47,28,-12,1360,-137,130,1088,486,244,358,0,0,1589,531,146,363,0,549,0,776,804
1973:Q1,16407,9376,1817,4085,1129,16407,9076,7353,2435,4918,-22,16407,473,452,170,-161,-449,262,143,-117,278,12408,12237,20,-4,155,-5,218,-214,162,1203,790,-71,484,0,0,756,585,220,-9,0,-40,0,208,459
1973:Q2,22659,12069,3364,5755,1471,22659,10297,12380,6699,5681,-18,22659,384,833,129,-1030,-756,-213,46,-107,243,16349,16251,-6,-5,109,-3,816,-75,189,1679,842,311,526,0,0,1455,701,73,267,0,414,0,801,889
1973:Q3,21058,11870,3170,5027,991,21058,10557,10517,10919,-402,-16,21058,-608,855,31,960,522,285,115,38,446,14389,14208,16,60,105,-2,1205,-78,67,2287,1418,394,475,0,0,442,432,42,-32,0,0,0,-47,1111
1973:Q4,17535,9946,2064,4671,854,17535,10150,7400,11013,-3613,-15,17535,-376,410,-45,-358,-401,13,67,-37,733,9816,9661,22,61,72,-5,2182,15,253,1904,1244,181,479,0,0,983,668,-10,251,0,74,0,1374,649
