1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q3,644,0,0,0,442,78,49,11,64,129,0,0,111,153,11,142,416,238,0,0,178,0,216,216,0,0,0,0,0,48,0,3,45,0,-172,-172,0,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-548,-493,-55,0,0,0,0,0,0,0,0,0,0
1965:Q4,3387,0,0,0,886,47,97,25,58,207,0,0,452,128,11,117,280,284,0,0,-4,0,195,195,0,0,0,0,0,-94,0,-9,-85,0,566,566,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,999,111,0,0,0,0,0,0,0,0,0,0
1966:Q1,1945,0,0,0,962,107,167,338,46,-98,0,0,402,195,12,183,192,169,0,0,23,0,-310,-310,0,0,0,0,0,274,0,10,264,0,151,151,0,-334,-334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,737,82,0,0,0,0,0,0,0,0,0,0
1966:Q2,4873,0,0,0,423,117,49,-97,87,-238,0,0,505,324,12,312,1796,708,0,0,1088,0,1096,1096,0,0,0,0,0,325,0,15,310,0,166,166,0,339,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,335,37,0,0,0,0,0,0,0,0,0,0
1966:Q3,652,0,0,0,1160,206,53,42,297,401,0,0,161,497,13,484,-73,-173,0,0,100,0,392,392,0,0,0,0,0,105,0,1,104,0,-398,-398,0,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1233,-1110,-123,0,0,0,0,0,0,0,0,0,0
1966:Q4,2357,0,0,0,276,52,98,-84,197,-298,0,0,311,473,13,460,528,486,0,0,42,0,-240,-240,0,0,0,0,0,-62,0,-4,-58,0,45,45,0,-12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,1004,112,0,0,0,0,0,0,0,0,0,0
1967:Q1,1699,0,0,0,1394,84,88,205,10,-47,0,0,1054,292,13,279,-441,-389,0,0,-52,0,-1760,-1760,0,0,0,0,0,318,0,12,306,0,529,529,0,827,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,395,44,0,0,0,0,0,0,0,0,0,0
1967:Q2,2443,0,0,0,712,60,74,109,50,-56,0,0,475,287,13,274,1062,-56,0,0,1118,0,-873,-873,0,0,0,0,0,312,0,20,292,0,504,504,0,537,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-525,-473,-53,0,0,0,0,0,0,0,0,0,0
1967:Q3,2088,0,0,0,1116,102,-38,-20,106,497,0,0,469,203,13,190,285,254,0,0,31,0,-180,-180,0,0,0,0,0,64,0,1,63,0,939,939,0,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-631,-568,-63,0,0,0,0,0,0,0,0,0,0
1967:Q4,3720,0,0,0,370,83,76,221,9,-461,0,0,442,210,11,199,502,284,0,0,218,0,264,264,0,0,0,0,0,10,0,-7,17,0,1242,1242,0,583,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,331,37,0,0,0,0,0,0,0,0,0,0
1968:Q1,1678,0,0,0,1144,114,87,26,57,26,0,0,834,288,11,277,168,126,0,0,42,0,-117,-117,0,0,0,0,0,295,0,15,280,0,-571,-571,0,-590,-590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,938,104,0,0,0,0,0,0,0,0,0,0
1968:Q2,8441,0,0,0,819,45,48,54,95,-6,0,0,583,371,10,361,1501,232,0,0,1269,0,620,620,0,0,0,0,0,182,0,17,165,0,1921,1921,0,2153,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,832,92,0,0,0,0,0,0,0,0,0,0
1968:Q3,2578,0,0,0,1005,121,5,91,43,238,0,0,507,358,13,345,38,47,0,0,-9,0,137,137,0,0,0,0,0,-74,0,-5,-69,0,245,245,0,1431,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-603,-543,-60,0,0,0,0,0,0,0,0,0,0
1968:Q4,3298,0,0,0,663,147,23,104,115,-11,0,0,285,273,9,264,276,242,0,0,34,0,233,233,0,0,0,0,0,-89,0,-10,-79,0,1246,1246,0,-275,-275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,783,87,0,0,0,0,0,0,0,0,0,0
1969:Q1,-2345,0,0,0,874,123,40,178,137,-283,0,0,679,433,14,419,96,-31,0,0,127,0,72,72,0,0,0,0,0,353,0,13,340,0,-1734,-1734,0,-3395,-3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,513,57,350,350,0,0,0,0,0,0,0,0
1969:Q2,8924,0,0,0,736,31,30,32,75,0,0,0,568,657,21,636,1088,-28,0,0,1116,0,1082,1082,0,0,0,0,0,365,0,21,344,0,-430,-430,0,1788,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,1719,191,1312,1312,0,0,0,0,0,0,0,0
1969:Q3,2072,0,0,0,868,128,13,123,66,0,0,0,538,851,30,821,257,-48,0,0,305,0,1527,1527,0,0,0,0,0,-35,0,0,-35,0,-1625,-1625,0,-3058,-3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,665,74,2196,2196,0,0,0,0,0,0,0,0
1969:Q4,8024,0,0,0,903,98,34,-18,468,0,0,0,321,663,20,643,261,290,0,0,-29,0,1349,1349,0,0,0,0,0,93,0,2,91,0,260,260,0,2438,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1575,175,88,88,0,0,0,0,0,0,0,0
1970:Q1,3214,0,0,0,792,118,67,209,-41,0,0,0,439,743,24,719,-317,-355,0,0,38,0,456,456,0,0,0,0,0,477,0,17,460,0,-1178,-1178,0,-1169,-1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,556,62,2891,2891,0,0,0,0,0,0,0,0
1970:Q2,5768,0,0,0,552,74,89,162,-126,0,0,0,353,668,21,647,1771,46,0,0,1725,0,491,491,0,0,0,0,0,362,0,24,338,0,-766,-766,0,-128,-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,856,95,1246,1246,0,0,0,0,0,0,0,0
1970:Q3,-1189,0,0,0,721,62,50,67,194,0,0,0,348,529,17,512,189,53,0,0,136,0,289,289,0,0,0,0,0,9,0,-1,10,0,263,263,0,408,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-617,-555,-62,-2855,-2855,0,0,0,0,0,0,0,0
1970:Q4,2497,0,0,0,456,39,87,80,50,0,0,0,200,368,7,361,901,419,0,0,482,0,90,90,0,0,0,0,0,149,0,2,147,0,393,393,0,1802,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-598,-538,-60,-2274,-2274,0,0,0,0,0,0,0,0
1971:Q1,2666,0,0,0,1214,197,75,141,93,0,0,0,708,236,4,232,1149,951,0,0,198,0,-925,-925,0,0,0,0,0,529,0,23,506,0,114,114,0,-1086,-1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,1274,142,-96,-96,0,0,0,0,0,0,0,0
1971:Q2,2969,0,0,0,912,65,80,149,-68,0,0,0,686,237,2,235,1868,11,0,0,1857,0,-2449,-2449,0,0,0,0,0,417,0,29,388,0,857,857,0,-199,-199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,589,65,200,200,0,0,0,0,0,0,0,0
1971:Q3,1421,0,0,0,580,32,9,65,249,0,0,0,225,285,4,281,834,603,0,0,231,0,396,396,0,0,0,0,0,-230,0,-3,-227,0,626,626,0,-772,-772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-703,-633,-70,-98,-98,0,0,0,0,0,0,0,0
1971:Q4,4907,0,0,0,468,66,65,47,91,0,0,0,199,255,2,253,1256,699,0,0,557,0,299,299,0,0,0,0,0,-38,0,-10,-28,0,979,979,0,2090,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23,-21,-2,-120,-120,0,0,0,0,0,0,0,0
1972:Q1,2136,0,0,0,737,174,4,-74,267,0,0,0,366,202,0,202,691,773,0,0,-82,0,-1944,-1944,0,0,0,0,0,478,0,15,463,0,1882,1882,0,-1501,-1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,1407,156,-68,-68,0,0,0,0,0,0,0,0
1972:Q2,4679,0,0,0,166,43,31,110,-303,0,0,0,285,257,2,255,2932,798,0,0,2134,0,83,83,0,0,0,0,0,281,0,19,262,0,1354,1354,0,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,691,77,-476,-476,0,0,0,0,0,0,0,0
1972:Q3,505,0,0,0,970,210,54,158,126,0,0,0,422,258,9,249,994,724,0,0,270,0,661,661,0,0,0,0,0,-70,0,-9,-61,0,394,394,0,-1714,-1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-489,-440,-49,-32,-32,0,0,0,0,0,0,0,0
1972:Q4,8789,0,0,0,657,-42,155,-100,255,0,0,0,389,233,1,232,1539,868,0,0,671,0,1243,1243,0,0,0,0,0,23,0,3,20,0,91,91,0,2010,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2363,2127,236,334,334,0,0,0,0,0,0,0,0
1973:Q1,3645,0,0,0,2327,85,166,1349,167,0,0,0,560,283,2,281,686,868,0,0,-182,0,441,441,0,0,0,0,0,901,0,10,891,0,-1084,-1084,0,-2400,-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,1600,178,563,563,0,0,0,0,0,0,189,189
1973:Q2,9212,0,0,0,433,14,35,244,-242,0,0,0,382,431,2,429,3239,924,0,0,2315,0,2725,2725,0,0,0,0,0,388,0,33,355,0,-1556,-1556,0,1107,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,1558,173,359,359,0,0,0,0,0,0,-23,-23
1973:Q3,5574,0,0,0,1015,0,45,93,416,0,0,0,461,896,12,884,98,402,0,0,-304,0,3153,3153,0,0,0,0,0,224,0,18,206,0,-664,-664,0,-768,-768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-288,-259,-29,1117,1117,0,0,0,0,0,0,-142,-142
1973:Q4,6777,0,0,0,647,111,124,202,-55,0,0,0,265,611,9,602,775,469,0,0,306,0,849,849,0,0,0,0,0,-132,0,6,-138,0,-1032,-1032,0,2925,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,1567,174,-337,-337,0,0,0,0,0,0,8,8
1974:Q1,472,0,0,0,-1492,94,-91,-63,58,0,0,0,-1490,446,2,444,381,767,0,0,-386,0,-152,-152,0,0,0,0,0,888,0,20,868,0,-647,-647,0,-2493,-2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,1480,164,604,604,0,0,0,0,0,0,19,19
1974:Q2,15022,0,0,0,647,196,55,362,-193,0,0,0,227,671,9,662,4612,813,0,0,3799,0,2647,2647,0,0,0,0,0,624,0,49,575,0,-469,-469,0,2055,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,623,69,468,468,0,0,0,0,0,0,67,67
1974:Q3,7738,0,0,0,1380,232,218,150,392,110,0,0,278,887,17,870,-1679,608,0,0,-2287,0,3130,3130,0,0,0,0,0,736,0,30,706,0,-301,-301,0,-91,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,839,93,-143,-143,0,0,0,0,0,0,26,26
1974:Q4,10127,0,0,0,3082,-11,1355,112,419,585,0,0,622,695,8,687,562,450,0,0,112,0,1032,1032,0,0,0,0,0,400,0,15,385,0,-149,-149,0,389,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,1414,157,-13,-13,0,0,0,0,0,0,109,109
1975:Q1,2265,0,0,0,2011,191,54,447,96,258,0,0,965,464,0,464,3260,2168,0,0,1092,0,-3640,-3640,0,0,0,0,0,129,0,14,115,0,-2,-2,0,-651,-651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,572,64,-224,-224,0,0,0,0,0,0,37,37
1975:Q2,8061,0,0,0,1986,170,-9,784,-10,294,0,0,757,387,5,382,5421,325,0,0,5096,0,-1361,-1361,0,0,0,0,0,840,0,64,776,0,128,128,0,804,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,817,91,-10,-10,0,0,0,0,0,0,-52,-52
1975:Q3,-1150,0,0,0,1670,135,90,698,115,161,0,0,471,396,5,391,-1864,-783,0,0,-1081,0,679,679,0,0,0,0,0,108,0,15,93,0,321,321,0,-2067,-2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,645,72,-171,-171,0,0,0,0,0,0,11,11
1975:Q4,9701,0,0,0,1233,46,123,307,-12,151,0,0,618,371,3,368,1108,1047,0,0,61,0,363,363,0,0,0,0,0,474,0,8,466,0,575,575,0,3203,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,1311,146,-1096,-1096,0,0,0,0,0,0,76,76
1976:Q1,9175,0,0,0,2756,123,355,309,1259,-25,0,0,735,289,-7,296,1425,1199,1000,0,-774,0,-2088,-2088,0,0,0,0,0,626,0,43,583,0,1354,1354,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,2389,265,1945,1945,0,0,0,0,0,0,-35,-35
1976:Q2,12276,0,0,0,-437,115,-314,334,-1307,0,0,0,735,378,5,373,8326,990,1000,0,6336,0,-483,-483,0,0,0,0,0,1004,0,59,945,0,1264,1264,0,-916,-916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,1864,207,100,100,0,0,0,0,0,0,87,87
1976:Q3,5847,0,0,0,3571,249,97,1075,1237,-44,0,0,957,361,3,358,218,615,1000,0,-1397,0,788,788,0,0,0,0,0,446,0,29,417,0,422,422,0,-716,-716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,653,73,100,100,0,0,0,0,0,0,116,116
1976:Q4,17591,0,0,0,1628,-13,59,234,847,-318,0,0,819,340,0,340,4369,2582,1460,0,327,0,-200,-200,0,0,0,0,0,193,0,-20,213,0,865,865,0,4259,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130,2817,313,81,81,0,0,0,0,0,0,2,2
1977:Q1,2439,0,0,0,1195,188,134,696,342,-1172,0,0,1007,414,0,414,2123,960,2364,0,-1201,0,-1400,-1400,0,0,0,0,0,1832,0,91,1741,0,426,426,0,-5993,-5993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605,3245,361,-81,-81,0,0,0,0,0,0,147,147
1977:Q2,12733,0,0,0,-444,45,27,1010,-2041,20,0,0,495,456,-5,461,4868,899,2361,0,1608,0,1255,1255,0,0,0,0,0,172,0,45,127,0,1088,1088,0,840,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,3330,370,100,100,0,0,0,0,0,0,-48,-48
1977:Q3,13121,0,0,0,3263,182,119,819,1216,80,0,0,847,438,6,432,9687,1185,2360,0,6142,0,1337,1337,0,0,0,0,0,237,0,35,202,0,-43,-43,0,-2553,-2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,832,92,0,0,0,0,0,0,0,0,-46,-46
1977:Q4,22969,0,0,0,1665,84,-221,601,688,5,0,0,508,418,3,415,4048,1570,2365,0,113,0,3119,3119,0,0,0,0,0,-165,0,-51,-114,0,546,546,0,5626,5626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5268,4741,527,10,10,0,0,0,0,0,0,97,97
1978:Q1,9862,0,0,0,3696,143,700,1757,285,75,0,0,736,448,-3,451,3983,2661,2599,0,-1277,0,1105,1105,0,0,0,0,0,-19,0,-12,-7,0,1874,1874,0,-3438,-3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,3013,335,190,190,0,0,0,0,0,0,148,148
1978:Q2,18257,0,0,0,2081,123,455,2177,-1843,100,0,0,1069,612,3,609,3012,-1032,2603,0,1441,0,3996,3996,0,0,0,0,0,1082,0,62,1020,0,2549,2549,0,1692,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,2408,268,200,200,0,0,0,0,0,0,250,250
1978:Q3,20707,0,0,0,4467,330,650,2174,-3,55,0,0,1261,635,1,634,9846,1049,2602,0,6195,0,3884,3884,0,0,0,0,0,777,0,58,719,0,1781,1781,0,1468,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-383,-345,-38,200,200,0,0,0,0,0,0,369,369
1978:Q4,29929,0,0,0,2342,216,125,1230,5,170,0,0,596,901,5,896,11854,8665,2606,0,583,0,3512,3512,0,0,0,0,0,308,0,15,293,0,-3586,-3586,0,6081,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5814,5233,581,228,228,0,0,0,0,0,0,-511,-511
1979:Q1,102,0,0,0,2125,70,299,673,15,115,0,0,953,1030,11,1019,-612,1042,70,0,-1724,0,-789,-789,0,0,0,0,0,1347,0,68,1279,0,-819,-819,0,-6873,-6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4105,3695,411,-128,-128,0,0,0,0,0,0,440,440
1979:Q2,19967,0,0,0,4980,426,523,2965,167,110,0,0,789,982,8,974,-2377,-3915,73,0,1465,0,3190,3190,0,0,0,0,0,1616,0,98,1518,0,2632,2632,0,2377,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186,3767,419,-100,-100,0,0,0,0,0,0,537,537
1979:Q3,23119,0,0,0,3089,316,390,1635,-97,135,0,0,710,932,10,922,8871,1278,72,0,7521,0,3525,3525,0,0,0,0,0,570,0,40,530,0,1291,1291,0,1825,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1214,-1093,-121,-100,-100,0,0,0,0,0,0,581,581
1979:Q4,19522,0,0,0,2448,260,231,849,111,230,0,0,767,1774,10,1764,1345,397,75,0,873,0,3242,3242,0,0,0,0,0,1923,0,55,1868,0,-2791,-2791,0,5923,5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,2737,304,630,630,0,0,0,0,0,0,429,429
1980:Q1,2066,0,0,0,4294,202,353,1929,52,280,0,0,1478,2098,28,2070,-9008,-6188,-700,0,-2120,0,2284,2284,0,0,0,0,0,1791,0,109,1682,0,1277,1277,0,-5658,-5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1018,113,-130,-130,0,0,0,0,0,0,564,564
1980:Q2,8546,0,0,0,4438,49,540,2380,65,395,0,0,1009,2522,40,2482,-5404,-6292,-280,0,1168,0,-1758,-1758,0,0,0,0,0,145,0,111,34,0,-115,-115,0,3324,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,269,30,-100,-100,0,0,0,0,0,0,2116,2116
1980:Q3,19831,0,0,0,3968,702,413,1213,359,165,0,0,1116,834,5,829,8890,-654,0,0,9544,0,1797,1797,0,0,0,0,0,941,0,9,932,0,1352,1352,0,4031,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2119,-1907,-212,-100,-100,0,0,0,0,0,0,-305,-305
1980:Q4,23356,0,0,0,3325,61,365,1069,448,375,0,0,1007,1214,9,1205,-1181,-1634,220,0,233,0,4802,4802,0,0,0,0,0,428,0,-70,498,0,4765,4765,0,6125,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4555,4100,456,-197,-197,0,0,0,0,0,0,-761,-761
1981:Q1,1940,0,0,0,6318,413,272,3289,227,675,0,0,1442,1746,-54,1800,-5175,-2037,-360,0,-2778,0,212,212,0,0,0,0,0,1072,0,79,993,0,-2930,-2930,0,-7595,-7595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,537,60,97,97,0,0,0,0,0,0,3210,3210
1981:Q2,22421,0,0,0,5799,396,537,3122,757,5,0,0,982,1741,13,1728,-909,-1770,-280,0,1141,0,6920,6920,0,0,0,0,0,985,0,157,828,0,372,372,0,-1563,-1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6767,6090,677,467,467,0,0,0,0,0,0,365,365
1981:Q3,24654,0,0,0,3975,238,502,1460,-101,900,0,0,976,2205,102,2103,7501,-3952,0,0,11453,0,8252,8252,0,0,0,0,0,765,0,60,705,0,-1111,-1111,0,-774,-774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-1125,-125,483,483,0,0,0,0,0,0,2699,2699
1981:Q4,23625,0,0,0,2864,468,151,869,355,300,0,0,721,1662,-2,1664,-1533,-1587,-230,0,284,0,847,847,0,0,0,0,0,-1346,0,-132,-1214,0,1955,1955,0,6070,6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4520,4068,452,442,442,0,0,0,0,0,0,4624,4624
1982:Q1,-4300,0,0,0,2619,195,207,950,244,400,0,0,623,1299,-8,1307,-2725,-39,180,0,-2866,0,968,968,0,0,0,0,0,-373,0,-35,-338,0,-3773,-3773,0,-4255,-4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,475,53,-592,-592,0,0,0,0,0,0,1253,1253
1982:Q2,17299,0,0,0,4382,524,273,1833,538,0,0,0,1214,1350,-7,1357,20,-2232,220,0,2032,0,3236,3236,0,0,0,0,0,690,0,122,568,0,-151,-151,0,3069,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,1203,134,-572,-572,0,0,0,0,0,0,614,614
1982:Q3,18395,0,0,0,5273,657,840,1489,47,0,0,0,2240,1046,-7,1053,9682,-2689,200,0,12171,0,-1756,-1756,0,0,0,0,0,-421,0,21,-442,0,1699,1699,0,381,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348,-313,-35,72,72,0,0,0,0,0,0,2831,2831
1982:Q4,16382,0,0,0,1599,264,-9,519,138,0,0,0,687,526,-12,538,3635,806,2100,0,729,0,-1641,-1641,0,0,0,0,0,-1539,0,-151,-1388,0,4993,4993,0,5759,5759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-773,-696,-77,53,53,0,0,0,0,0,0,46,46
1983:Q1,-13738,0,0,0,1671,140,-64,620,242,0,0,0,733,454,-12,466,-3231,-1820,1460,0,-2871,0,-5985,-5985,0,0,0,0,0,414,24,-74,13,451,952,952,0,-5366,-5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,1175,131,-453,-453,0,0,0,0,0,0,1355,1355
1983:Q2,25431,0,0,0,3037,122,386,1229,317,0,0,0,983,270,-14,284,8205,-126,5970,0,2361,0,-1223,-1223,0,0,0,0,0,934,40,64,94,736,6015,6015,0,909,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065,1859,207,-360,-360,0,0,0,0,0,0,1940,1940
1983:Q3,25050,0,0,0,1900,316,-279,614,353,0,0,0,896,139,-10,149,15676,921,1990,0,12765,0,-931,-931,0,0,0,0,0,792,42,1,-9,758,1023,1023,0,917,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,822,91,210,210,0,0,0,0,0,0,546,546
1983:Q4,23582,0,0,0,1191,184,-486,321,197,0,0,0,975,193,-10,203,3824,-93,1630,0,2287,0,1091,1091,0,0,0,0,0,-41,27,-84,-502,518,396,396,0,2800,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6970,774,276,276,0,0,0,0,0,0,1905,1905
1984:Q1,5761,0,0,0,1925,-77,-59,671,-187,0,0,0,1577,106,-15,121,-598,229,1320,0,-2147,0,-1345,-1345,0,0,0,0,0,963,16,-22,658,311,-2454,-2454,0,-3761,-3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6352,5717,635,-426,-426,0,0,0,0,0,0,5933,5933
1984:Q2,34655,0,0,0,2459,177,143,865,287,0,0,0,987,131,-10,141,5445,-352,1890,0,3907,0,8251,8251,0,0,0,0,0,-222,7,49,-417,139,934,934,0,-55,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536,3182,354,-330,-330,0,0,0,0,0,0,7503,7503
1984:Q3,30379,0,0,0,4160,456,1055,806,941,0,0,0,902,107,-7,114,15575,718,1440,0,13417,0,7146,7146,0,0,0,0,0,204,4,37,71,92,-2242,-2242,0,1881,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,859,95,430,430,0,0,0,0,0,0,3804,3804
1984:Q4,39717,0,0,0,7782,44,135,684,6700,0,0,0,219,53,-13,66,7429,1121,3010,0,3298,0,1616,1616,0,0,0,0,0,-1834,10,-161,-1850,167,1419,1419,0,7259,7259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10727,9654,1073,397,397,0,0,0,0,0,0,5538,5538
1985:Q1,8014,0,0,0,6262,1385,1484,413,2465,0,0,0,515,-37,-12,-25,6804,-5107,3310,0,8601,0,70,70,0,0,0,0,0,-848,12,-76,-1003,219,-1220,-1220,0,-4367,-4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5130,4617,513,3,3,0,0,0,0,0,0,-351,-351
1985:Q2,42172,0,0,0,6000,1315,-539,1035,3261,0,0,0,928,-55,-3,-52,16688,6532,6180,0,3976,0,4938,4938,0,0,0,0,0,-587,15,2,-848,244,6264,6264,0,8538,8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,2491,277,115,115,0,0,0,0,0,0,782,782
1985:Q3,32750,0,0,0,6499,4944,-951,919,1168,300,0,0,119,-87,-10,-77,22654,-148,8900,0,13902,0,6116,6116,0,0,0,0,0,-183,14,-33,-411,247,2090,2090,0,-2546,-2546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3526,-3173,-353,-415,-415,0,0,0,0,0,0,2509,2509
1985:Q4,72076,0,0,0,-2592,-644,-2571,-1521,1285,785,0,0,74,38,20,18,26333,2408,24730,0,-805,0,3090,3090,0,0,0,0,0,-2300,10,-170,-2367,227,11731,11731,0,20246,20246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13878,12490,1388,-373,-373,0,0,0,0,0,0,4413,4413
1986:Q1,10693,0,0,0,3121,1200,508,481,622,115,0,0,195,19,20,-1,-637,826,940,0,-2403,0,-1604,-1604,0,0,0,0,0,-1034,11,-85,-1159,199,2149,2149,0,2624,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7513,6762,751,-127,-127,0,0,0,0,0,0,995,995
1986:Q2,44227,0,0,0,3676,1100,1180,692,608,289,0,0,-193,41,40,1,30332,926,9770,0,19636,0,7609,7609,0,0,0,0,0,81,8,-0,-94,167,-6,-6,0,-6086,-6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,1940,216,247,218,29,0,0,0,0,0,8105,8105
1986:Q3,21317,0,0,0,2727,1100,93,204,-51,-433,0,0,1814,25,49,-24,3441,2819,4150,0,-3528,0,4196,4196,0,0,0,0,0,-1069,10,-46,-1213,180,2679,2679,0,3204,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6990,-6291,-699,555,543,12,0,0,0,0,0,11365,11365
