1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q4,4158,140,196,0,120,2152,0,160,356,1636,552,1780,152,-934,0,140,-1442,368,4160
1965:Q1,5078,-560,208,0,92,1700,0,584,-228,1344,564,2440,48,586,0,128,182,276,5084
1965:Q2,5658,-96,212,0,68,864,0,-600,0,1464,1024,2408,76,1102,0,24,842,236,5664
1965:Q3,6243,128,220,0,68,488,0,-756,84,1160,492,2628,-48,2267,0,280,1859,128,6248
1965:Q4,6827,724,228,0,88,1136,0,244,72,820,348,2520,-4,1787,0,184,1359,244,6832
1966:Q1,7985,64,240,0,104,3176,0,-180,36,3320,492,2216,68,1625,0,92,1197,336,7992
1966:Q2,8801,-664,248,0,116,1080,0,-304,32,1352,332,3148,108,4433,0,-12,4017,428,8808
1966:Q3,9613,-288,256,0,124,1272,0,-80,-104,1456,476,2736,228,4809,0,-136,4445,500,9620
1966:Q4,10429,156,312,0,128,1836,0,-140,12,1964,804,3032,0,4161,0,240,3565,356,10436
1967:Q1,9929,264,256,0,132,820,0,-468,-44,1332,320,3448,-80,4769,0,416,4045,308,9936
1967:Q2,10216,60,300,0,144,-72,0,-448,-132,508,-60,4008,56,5780,0,108,5204,468,10224
1967:Q3,10511,172,312,0,140,1156,0,-96,-84,1336,332,3496,0,4903,0,284,4223,396,10516
1967:Q4,10797,48,392,0,128,400,0,60,-80,420,96,3648,100,5985,0,76,5477,432,10804
1968:Q1,11677,-92,260,0,120,1952,0,660,68,1224,32,3180,312,5913,0,-108,5549,472,11688
1968:Q2,12205,316,356,0,112,52,0,-76,64,64,-164,3672,-132,7993,0,492,7301,200,12216
1968:Q3,12735,132,384,0,104,608,0,-184,68,724,84,4028,32,7363,0,220,6851,292,12744
1968:Q4,13263,128,412,0,104,756,0,716,-12,52,-16,4548,120,7211,0,200,6715,296,13272
1969:Q1,15775,-40,252,0,104,-108,0,304,112,-524,48,4676,268,10575,0,-16,10223,368,15788
1969:Q2,17098,16,512,0,96,-456,0,-808,108,244,-40,3816,276,12878,0,28,12518,332,17112
1969:Q3,18424,-20,384,0,92,1884,0,-96,256,1724,260,3572,172,12080,0,-8,11744,344,18436
1969:Q4,19747,80,440,0,104,772,0,72,184,516,328,5160,200,12663,0,152,12207,304,19760
1970:Q1,16568,20,460,0,104,832,0,-304,-96,1232,56,3412,108,11576,0,40,11172,364,16580
1970:Q2,16087,-444,468,0,112,392,0,-292,256,428,-68,2776,804,12047,0,-640,12043,644,16100
1970:Q3,15612,440,492,0,112,2896,0,504,800,1592,-80,3104,-216,8864,0,680,8052,132,15624
1970:Q4,15133,312,460,0,116,2480,0,-84,-40,2604,-88,4408,8,7437,0,512,6705,220,15144
1971:Q1,14610,372,536,0,124,-2256,0,404,-452,-2208,-364,5732,-104,10570,0,584,9782,204,14624
1971:Q2,14118,24,416,0,124,-2560,0,-772,-516,-1272,-664,7080,328,9370,0,100,8858,412,14132
1971:Q3,13621,148,568,0,136,-1368,0,128,-12,-1484,-584,7364,420,6937,0,272,6297,368,13636
1971:Q4,13129,252,504,0,140,2608,0,244,52,2312,-440,6572,140,3353,0,408,2593,352,13144
1972:Q1,15649,432,516,0,612,2380,740,1244,788,-392,-1304,8692,200,4121,0,604,1565,1952,15664
1972:Q2,16360,232,652,0,932,4816,1164,-268,1088,2832,-796,10328,408,-212,0,304,-3748,3232,16376
1972:Q3,17068,424,708,0,964,7392,1268,516,1664,3944,-1072,9876,392,-1616,0,444,-5356,3296,17084
1972:Q4,17779,852,756,0,728,4352,1040,2276,1052,-16,-548,7328,40,4271,0,740,1219,2312,17796
1973:Q1,16949,396,804,0,520,6548,836,1032,1624,3056,-856,5036,976,3525,0,-108,1713,1920,16964
1973:Q2,17040,508,724,0,352,3664,668,856,592,1548,-300,3000,828,8264,0,-244,7140,1368,17056
1973:Q3,17130,1296,948,0,316,6360,708,2100,560,2992,-312,2036,-316,6802,0,768,5206,828,17148
1973:Q4,17222,460,736,0,412,2884,964,2004,700,-784,60,2136,952,9582,0,-516,8426,1672,17240
1974:Q1,19320,596,884,0,460,3396,1140,2192,188,-124,68,1512,536,11868,0,376,9980,1512,19328
1974:Q2,20209,944,912,0,480,4332,1236,2408,36,652,-64,140,748,12717,0,-292,11177,1832,20216
1974:Q3,21100,1012,968,0,516,8896,1444,3968,772,2712,-36,652,2004,7088,0,-1036,5840,2284,21108
1974:Q4,21991,1092,1328,0,588,9252,1760,972,2476,4044,16,3040,-124,6799,0,844,4183,1772,22000
1975:Q1,18563,1040,1140,0,680,13292,2220,3192,1148,6732,148,5304,-428,-2613,0,1460,-5933,1860,18568
1975:Q2,17729,1156,1392,0,1456,11116,2832,2680,708,4896,-124,5592,-96,-2763,0,1604,-8971,4604,17732
1975:Q3,16893,1072,1444,0,1868,11396,2252,4140,252,4752,-48,5220,2276,-6335,0,-20,-13043,6728,16896
1975:Q4,16057,868,1320,0,1216,10212,1488,1500,1516,5708,68,5620,360,-3607,0,936,-8551,4008,16060
1976:Q1,20697,868,1356,0,156,8848,1980,3652,1512,1704,0,6340,360,2769,0,1200,1493,76,20700
1976:Q2,22053,348,1168,0,-980,8812,1316,4792,1172,1532,0,4820,-228,8113,0,76,11585,-3548,22056
1976:Q3,23411,-340,956,0,984,12,760,3480,596,-4824,-40,3532,772,17535,0,192,13879,3464,23412
1976:Q4,24763,-436,1152,0,1400,452,468,5112,-1380,-3748,164,3408,1128,17495,0,392,12227,4876,24764
1977:Q1,22730,-44,1400,0,2332,2604,448,-604,3164,-404,24,4440,488,11486,0,40,3078,8368,22732
1977:Q2,22730,272,1556,0,64,11864,320,6252,1688,3604,476,5560,1380,1558,0,576,970,12,22732
1977:Q3,22731,508,1668,0,1872,4548,88,368,3056,1036,-212,6724,-800,8423,0,256,1531,6636,22732
1977:Q4,22731,564,1744,0,-344,12908,12,3684,-340,9552,44,6488,220,1107,0,444,2083,-1420,22732
1978:Q1,22729,436,2012,0,2204,3072,88,508,-92,2568,248,7152,160,7445,0,368,-715,7792,22732
1978:Q2,22727,348,2116,0,-528,15084,-36,2124,-152,13148,352,6868,1088,-2601,0,1176,-1405,-2372,22732
1978:Q3,22730,352,1948,0,1408,8504,-388,-3288,4840,7340,236,6792,-1816,5306,0,1476,-646,4476,22736
1978:Q4,22731,260,2440,0,1788,6140,-28,6268,-4036,3936,60,7288,-1404,6159,0,224,-413,6348,22736
1979:Q1,22720,92,2260,0,1272,9816,1036,1644,3788,3348,308,7572,2400,-1000,0,1204,-6296,4092,22732
1979:Q2,22720,-72,2016,0,948,18788,2172,3604,2620,10392,-192,7772,192,-6732,0,804,-10632,3096,22732
1979:Q3,22719,-188,2196,0,168,20168,3348,2524,3960,10336,872,10488,940,-11925,0,1292,-13293,76,22732
1979:Q4,22719,-348,2504,0,944,16192,3608,676,1732,10176,684,11540,44,-8841,0,404,-12477,3232,22732
1980:Q1,59625,-544,1984,0,844,21376,2940,3624,2448,12364,208,12156,1288,22313,0,176,19161,2976,59640
1980:Q2,74391,-792,1840,0,840,25288,2520,6552,5252,10964,288,10188,3984,32755,0,2084,28491,2180,74404
1980:Q3,89150,-1096,1744,0,1184,22988,2348,3548,4432,12660,832,13344,732,49422,0,1920,44006,3496,89164
1980:Q4,103913,-1140,2768,0,-428,21888,2116,4936,5920,8916,372,12672,-396,68177,0,1300,68929,-2052,103928
1981:Q1,61467,-924,2324,0,-564,17600,1812,3412,6116,6260,736,12016,-1188,31467,0,524,33179,-2236,61484
1981:Q2,53346,-764,1704,0,472,18924,3600,3572,8176,3576,492,12188,-1808,22138,0,224,20306,1608,53364
1981:Q3,45220,-676,2616,0,680,17268,3456,636,8696,4480,28,14276,-4824,15852,0,-612,13776,2688,45240
1981:Q4,37098,-580,3212,0,-1068,25268,3068,35788,-17204,3616,140,12888,-3500,738,0,1412,3738,-4412,37120
1982:Q1,53661,-2008,6592,0,-2120,43848,-6072,28052,11556,10312,0,3220,-572,4701,0,1048,11709,-8056,53688
1982:Q2,55419,-424,7312,0,448,33852,-3284,18016,11472,7648,5892,6200,2144,-5,0,1276,-2385,1104,55444
1982:Q3,57174,-996,6600,0,3232,29000,-6736,17592,6604,11540,3900,9384,3656,2398,0,3504,-11334,10228,57196
1982:Q4,58932,-1240,6928,0,228,31320,-6232,21800,7180,8572,5636,45268,6408,-35616,0,1844,-37544,84,58952
1983:Q1,82898,-584,8640,0,2344,28008,-2304,13676,3844,12792,5144,7584,-508,32270,0,3436,21770,7064,82932
1983:Q2,93542,532,11784,0,4368,20864,2540,9964,3780,4580,2612,6920,-400,46862,0,4032,28718,14112,93572
1983:Q3,104193,1356,368,0,-44,43960,4068,18160,7896,13836,3440,6280,1328,47505,0,520,47357,-372,104224
1983:Q4,114833,576,3500,0,896,28764,600,12684,5984,9496,-1780,1256,1364,80257,0,572,76685,3000,114864
1984:Q1,61842,1388,-1496,0,-1720,16156,5604,5072,1288,4192,-928,-8272,-28,56742,0,-1528,63842,-5572,61892
1984:Q2,47037,1612,-312,0,-1088,-20240,6076,-8700,-2772,-14844,-2092,-13332,-480,82969,0,-1480,87777,-3328,47092
1984:Q3,32237,-52,10292,0,2796,55524,140,19920,9324,26140,-1312,10400,2344,-47755,0,3720,-60047,8572,32292
1984:Q4,17434,-676,6676,0,1264,66760,-6152,28920,10032,33960,2776,1040,2712,-63118,0,2896,-69410,3396,17492
1985:Q1,39506,956,10960,0,2956,-4708,-668,11252,5296,-20588,5224,9896,1336,12886,0,3392,202,9292,39584
1985:Q2,39463,980,13568,0,3200,22720,-228,21856,11404,-10312,3052,12672,1324,-18053,0,3828,-31869,9988,39540
1985:Q3,39421,160,-1632,0,-1620,3136,1460,10604,6480,-15408,-1772,6984,816,33349,0,-692,39593,-5552,39496
1985:Q4,39376,-2160,-3256,0,7416,36068,9864,16732,46984,-37512,10620,376,4648,-14336,0,16648,-86772,55788,39452
1986:Q1,34475,-640,4256,0,-200,45272,1948,8844,4804,29676,752,-14908,1284,-1341,3968,-40,23647,-28916,34568
1986:Q2,32505,-600,10108,0,1652,-1060,4072,-13948,-7516,16332,-1740,-3916,960,27101,1860,-60,28081,-2780,32588
1986:Q3,30524,-540,6280,0,340,26812,2780,-5036,-2332,31400,64,-33576,752,30392,620,-60,31204,-1372,30604
1986:Q4,28543,-512,13988,0,2616,-92552,5632,-18652,-12172,-67360,-3756,14440,540,93779,6976,-96,40231,46668,28624
1987:Q1,36665,-360,1900,0,8,-31536,4856,-13908,-7492,-14992,-5552,55924,1368,14913,13280,-400,-49715,51748,36752
1987:Q2,38728,-240,8304,0,1964,11120,7860,-24292,27776,-224,-3032,-37648,1400,56860,2124,-1200,38016,17920,38816
1987:Q3,40784,-160,2620,0,324,18928,6172,5708,3804,3244,-2552,-33920,1188,54356,5392,-1800,26308,24456,40876
1987:Q4,42844,-32,-8448,0,-2856,24576,1680,9576,6388,6932,-2072,-15124,-492,47292,-1212,-2588,136488,-85396,42940
1988:Q1,47092,200,-13188,0,-732,5988,-7536,-23116,31684,4956,4400,25028,-932,26328,-17452,-2800,57764,-11184,47180
1988:Q2,50022,1000,6132,0,5384,3524,1296,628,512,1088,4204,-24,-468,30270,-10836,-1600,6962,35744,50112
1988:Q3,52954,3200,-13892,0,-1056,65032,-7360,37172,8592,26628,8044,-29432,-676,21734,-19884,-1400,13346,29672,53044
1988:Q4,55885,3312,7108,0,2880,15384,-1904,-8044,13268,12064,6812,2788,-500,18101,-12472,4424,7905,18244,55976
1989:Q1,48349,1600,15256,0,2300,25728,-148,-19904,40656,5124,4260,-38132,-244,37581,-428,4400,31901,1708,48444
1989:Q2,47097,-800,6892,0,-740,35532,-3652,15796,14128,9260,5412,-16344,-120,17265,-2044,4500,22233,-7424,47192
1989:Q3,45836,-2000,18104,0,3452,31732,740,13268,11600,6124,5320,-12332,72,1488,2544,4600,31572,-37228,45936
1989:Q4,44583,-2676,-1840,0,-3904,50808,-6904,22400,20732,14580,7444,-22868,392,17227,-7620,4264,4639,15944,44684
1990:Q1,49909,-1600,-6404,0,-1864,11000,-1864,-34000,41700,5164,304,13700,424,34349,-7360,3800,62525,-24616,49992
1990:Q2,51277,-800,-2668,0,-468,41972,-468,13108,14724,14608,2124,-12732,892,22957,-4580,1800,21965,3772,51360
1990:Q3,52651,400,-3780,0,-960,39320,-960,12548,14040,13692,1960,-20772,-76,36559,-8888,2200,67887,-24640,52732
1990:Q4,54027,-76,-9332,0,-3624,29728,-3624,10576,11628,11148,1492,20752,336,14751,-4028,3412,68351,-52984,54104
1991:Q1,52080,-40,-1596,0,-1912,33512,-1912,-36312,52864,18872,-6588,7464,1176,20064,-3224,7000,22976,-6688,52140
1991:Q2,52119,-60,4924,0,1308,-3208,1308,-4008,-6852,6344,-7836,15476,1232,40283,-3364,10000,10743,22904,52176
1991:Q3,52160,-60,5152,0,1616,50020,1616,10132,14364,23908,-5148,-15372,1480,14472,-2804,9000,9608,-1332,52212
1991:Q4,52201,-40,13352,0,6336,-2180,6336,-5460,-9024,5968,-7432,312,1764,40089,592,6652,55329,-22484,52252
1992:Q1,49644,-12,-10864,0,-1640,24976,-1640,-43324,48020,21920,-3128,-75408,4336,111384,-6716,5628,152068,-39596,49692
