1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q4,920070,920070,182012,202922,23775,179147,535136,133795,58082,99703,117764,0,76963,48829,0,0,0,920070,131589,76264,0,0,0,0,8242,53277,43239,44418,417383,25096,5950,20840,-14211,107983
2015:Q1,942378,942378,188286,231218,27631,203587,522874,133442,60827,93542,114737,0,69965,50361,0,0,0,942378,128850,76073,0,0,0,0,8413,50478,42327,42476,433965,17734,5605,21692,-3672,118437
2015:Q2,968457,968457,177555,221326,34550,186776,569576,148845,67945,101120,122086,0,56274,73306,0,0,0,968457,128522,73058,0,0,0,0,8584,47118,41413,46405,439207,13238,5572,19634,32638,113068
2015:Q3,980946,980946,201257,216880,27971,188909,562809,158698,57224,113865,121968,0,16009,95045,0,0,0,980946,135588,73510,0,0,0,0,8975,49951,40499,44138,437655,13505,4994,19537,51765,100829
2015:Q4,931176,931176,179017,195902,19426,176476,556257,158554,66063,125041,66869,0,5659,134071,0,0,0,931176,139396,72950,0,0,0,0,9178,45502,39586,44454,389235,10858,5466,19472,50812,104267
2016:Q1,1010819,1010819,184673,228772,27944,200828,597374,160619,74710,119156,66355,0,5583,170951,0,0,0,1010819,138410,70355,0,0,0,0,10649,47917,39455,42838,396733,25279,5502,20276,110938,102467
2016:Q2,1005580,1005580,185663,228161,29719,198442,591756,165529,74262,116672,68469,0,4599,162225,0,0,0,1005580,147987,70810,0,0,0,0,12557,48524,39325,47184,339858,18580,5566,17024,148671,109494
2016:Q3,901002,901002,176268,186399,29213,157186,538335,144728,66658,114160,67283,0,2834,142672,0,0,0,901002,161276,72725,0,0,0,0,17640,50244,39194,49138,157393,17505,5839,13587,186510,129951
2016:Q4,874553,874553,180783,167739,20432,147307,526031,133625,69370,113292,71419,0,2202,136123,0,0,0,874553,132530,73438,0,0,0,10,20269,47811,39063,56200,146370,20089,5939,13773,178309,140752
2017:Q1,926837,926837,195512,192732,23287,169445,538593,135181,65125,112876,67786,0,3278,154347,0,0,0,926837,135989,74746,0,0,0,0,17160,46944,40018,54068,168105,27829,5451,11719,210285,134523
2017:Q2,915334,915334,194666,198969,23434,175535,521699,136208,65710,111732,69070,0,3300,135679,0,0,0,915334,145288,74775,0,0,0,0,14500,44526,40973,53154,174093,25818,5985,11936,184628,139658
2017:Q3,972043,972043,206063,217050,27985,189065,548930,155662,74562,120635,69298,0,4281,124492,0,0,0,972043,127454,75384,0,0,0,0,12686,42941,41927,54860,195369,76879,6027,11740,201621,125155
2017:Q4,955616,955616,206670,236034,24749,211285,512912,124439,62733,107058,72150,0,4428,142104,0,0,0,955616,123727,77664,0,0,0,0,11351,39097,42882,53977,200018,71048,6392,9307,184729,135424
2018:Q1,1038159,1038159,242010,273986,33435,240551,522163,132929,67437,95036,66943,0,2981,156837,0,0,0,1038159,127799,76292,0,0,0,149,9722,36490,41559,55288,214698,63911,7151,15419,239634,150047
2018:Q2,1041206,1041206,240837,292564,38912,253652,507805,122640,60441,92712,69341,0,3887,158784,0,0,0,1041206,133908,78286,0,0,0,434,8557,34459,40236,55331,224892,74634,7406,13292,227035,142736
2018:Q3,1035233,1035233,223580,318343,42430,275913,493310,121771,52852,99135,65094,0,5046,149412,0,0,0,1035233,141763,79646,0,0,0,239,8521,35258,38914,54671,249913,43180,6701,16817,222070,137540
2018:Q4,985654,985654,196467,310386,34309,276077,478801,107424,50078,99312,64605,0,5933,151449,0,0,0,985654,162126,78209,0,0,0,179,9198,34049,37591,52116,238124,11031,6882,11448,219974,124727
2019:Q1,1052114,1052114,241104,311272,41917,269355,499738,104711,48637,106187,64712,0,6179,169312,0,0,0,1052114,168856,78049,0,0,0,271,10505,34248,36975,19597,313448,8318,7624,13916,243871,116436
2019:Q2,1071291,1071291,236578,321048,46581,274467,513665,107745,52700,115423,65392,0,6379,166026,0,0,0,1071291,178111,77049,0,0,0,429,10110,34682,36360,17009,343606,27972,6920,11972,211405,115666
2019:Q3,1055790,1055790,216317,295773,36039,259734,543700,120299,67314,141859,59801,0,3834,150593,0,0,0,1055790,207804,77145,0,0,0,436,8982,33008,35745,11796,346189,50294,6938,13773,126566,137114
2019:Q4,1038531,1038531,194530,291405,31535,259870,552596,126258,71070,140168,63533,0,5860,145707,0,0,0,1038531,217568,77573,0,0,0,709,9665,29537,35129,12531,323751,52634,7141,8544,133536,130213
2020:Q1,1082248,1082248,243129,264240,32292,231948,574879,137754,88004,138881,61726,0,5414,143100,0,0,0,1082248,222463,76540,0,27546,0,1160,11050,39281,36490,16575,314459,38360,8191,20710,169521,99902
2020:Q2,1000114,1000114,166104,273414,35614,237800,560596,146521,75098,150373,50836,0,4887,132881,0,0,0,1000114,209581,75148,0,11756,0,686,13422,35647,37851,10505,297606,46108,7490,13009,133421,107884
2020:Q3,950423,950423,122229,268072,27585,240487,560122,165629,66868,162340,42465,0,3571,119249,0,0,0,950423,221839,76148,0,3898,0,299,13329,41336,39212,10510,241367,44964,6180,11027,150577,89737
2020:Q4,925481,925481,132202,217702,17375,200327,575577,180427,65251,164756,41832,0,5152,118159,0,0,0,925481,250853,77148,0,1992,0,340,8893,34725,40574,8805,232254,49916,7291,8211,118175,86304
2021:Q1,1109784,1109784,144023,365657,29147,336510,600104,172415,66014,139711,41524,0,5516,174924,0,0,0,1109784,236758,78148,0,110,0,162,8099,33324,40862,15390,275891,53881,6957,9206,249569,101427
2021:Q2,1089986,1089986,131976,436381,37927,398454,521629,147866,58666,118393,56790,0,6522,133392,0,0,0,1089986,271888,79148,0,0,0,75,7751,35585,41150,17843,236107,49675,5391,11670,236253,97450
2021:Q3,1075984,1075984,122448,451764,41018,410746,501772,132159,52415,114351,54141,0,6482,142224,0,0,0,1075984,254007,80148,0,0,0,0,5802,39576,41438,19322,249649,48953,4720,13999,167650,150720
2021:Q4,1051755,1051755,138243,421698,38266,383432,491814,120098,53747,131869,57356,0,8126,120618,0,0,0,1051755,256252,81148,0,0,0,270,4486,41840,41727,20542,226244,39451,4689,16319,180487,138300
2022:Q1,1139604,1139604,188731,343624,30609,313015,607249,138323,77313,174106,51663,0,7476,158368,0,0,0,1139604,223769,82149,0,0,0,474,2891,36551,42190,23566,233016,45151,6439,22237,247250,173921
2022:Q2,1163880,1163880,188120,323886,28299,295587,651874,160205,96175,197722,53029,0,8818,135925,0,0,0,1163880,247126,83150,0,0,0,370,3258,30797,42822,24063,221065,36614,7867,15634,317531,133583
2022:Q3,1165891,1165891,198824,314314,25591,288723,652753,163188,97646,200008,57160,0,9194,125557,0,0,0,1165891,210459,84151,0,0,0,78,3430,29695,43405,14744,245391,37817,9809,23408,287334,176170
2022:Q4,1227649,1227649,197553,331845,29253,302592,698251,195968,112019,197035,66251,0,9544,117434,0,0,0,1227649,216872,85152,0,0,0,79,4334,25753,44003,11375,253828,39644,10186,19008,326109,191306
2023:Q1,1182927,1182927,206192,290971,26663,264308,685764,177722,112841,187045,60861,0,9003,138292,0,0,0,1182927,216896,86154,0,0,0,30,4688,26871,44616,11436,250512,38386,9288,28288,289222,176540
2023:Q2,1191052,1191052,192674,288359,28230,260129,710019,193310,123829,188745,68475,0,12406,123254,0,0,0,1191052,210077,87156,0,0,0,0,4912,29324,45372,12033,263192,47227,9969,28983,248009,204798
2023:Q3,1230605,1230605,203151,303688,26925,276763,723766,198330,126872,167936,69792,0,11020,149816,0,0,0,1230605,244719,88159,0,0,0,0,6636,30372,45878,13614,293390,51140,11025,24731,298686,122255
2023:Q4,1243499,1243499,217959,313519,20479,293040,712021,200688,155534,138020,76930,0,12642,128207,0,0,0,1243499,202753,89162,0,0,0,0,6404,30917,46360,12139,301868,38987,11574,19644,359248,124443
2024:Q1,1294736,1294736,232234,342739,24249,318490,719763,196451,160461,140295,60888,0,11364,150304,0,0,0,1294736,196103,90166,0,0,0,15,8041,31556,47062,12330,315543,41436,11216,24993,388748,127527
