1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q1,624803,91087,133340,312731,205891,35384,51982,19474,87645,624803,579251,320493,98088,88375,69772,2523,20197,4747,0,0,0,27,7881,0,7542,0,25355,624803,143809,90861,11493,3495,35386,2574,480994,0,323262,2794,319,6994,124,63586,2919,18480,3221,0,14052,676,0,38995,0,5572,0,0,0
1965:Q2,647158,97692,137213,320010,210329,36300,53197,20184,92243,647158,597188,329925,102187,91529,70892,2655,24285,5586,0,0,0,0,9726,0,8973,0,25685,647158,145739,91268,12125,3662,36062,2622,501419,0,337587,2723,338,7453,130,64766,3175,19550,3389,0,15321,730,0,40665,0,5592,0,0,0
1965:Q3,656744,97101,137857,327395,215042,37243,54413,20697,94391,656744,607962,336663,103579,93708,71293,2719,23105,5802,0,0,0,129,10233,0,6941,0,25677,656744,146561,91547,12131,3670,36546,2667,510183,0,343397,2850,357,7705,137,65974,3298,19728,3567,0,15802,797,0,41151,0,5420,0,0,0
1965:Q4,678873,105630,141244,334510,219449,38213,55661,21187,97489,678873,625927,345859,110140,95594,71557,2777,26776,5997,0,0,0,336,11706,0,8737,0,26170,678873,149896,92289,13314,4040,37540,2713,528977,0,357548,2570,374,7904,142,67691,3385,19724,3746,0,16369,869,0,42669,0,5986,0,0,0
1966:Q1,685775,104231,143189,341259,223358,39187,57017,21697,97096,685775,634963,348845,112570,98991,71734,2823,24299,5687,0,0,0,238,10895,0,7479,0,26513,685775,149566,92113,12265,3701,38729,2758,536209,0,360969,2632,390,7979,140,69093,3508,19747,3936,0,17306,949,0,43423,0,6137,0,0,0
1966:Q2,710325,113634,148062,348424,227232,40075,58796,22321,100205,710325,655642,358361,118667,102189,73515,2910,27733,6783,0,0,0,0,12095,0,8855,0,26950,710325,152889,93987,12891,3830,39376,2805,557436,0,375726,2614,404,8385,140,70682,3591,20835,4143,0,19387,1033,0,44193,0,6303,0,0,0
1966:Q3,714562,110787,148714,354072,230272,40708,60317,22775,100989,714562,662348,362089,119911,103714,73427,3207,25408,7175,0,0,0,401,10585,0,7247,0,26806,714562,154604,94629,12560,3725,40842,2848,559958,0,375941,2754,418,8679,140,72222,3710,20935,4344,0,20369,1167,0,43374,0,5905,0,0,0
1966:Q4,729936,116906,151071,358537,232742,41275,61468,23052,103422,729936,674841,368389,123832,105278,73938,3404,27688,6935,0,0,0,103,11074,0,9576,0,27407,729936,157565,95730,13511,3988,41448,2888,572371,0,384056,3018,433,8888,143,73726,3911,20977,4516,0,20502,1314,0,44937,0,5950,0,0,0
1967:Q1,730045,114065,152770,361862,234221,41968,62233,23440,101348,730045,677374,368002,125362,107112,73484,3414,24183,5175,0,0,0,56,9285,0,9667,0,28488,730045,158612,96510,12509,3654,43017,2922,571433,0,382185,3121,448,8866,171,74865,3991,20925,4681,0,19438,1480,0,44783,0,6479,0,0,0
1967:Q2,745663,118872,155213,367447,237076,42801,63577,23993,104131,745663,692168,375096,128543,110534,74531,3464,24318,4302,0,0,0,0,10311,0,9705,0,29177,745663,160901,97376,13006,3730,43841,2948,584762,0,392552,3183,464,9251,176,75796,3976,22043,4847,0,19040,1660,0,44791,0,6983,0,0,0
1967:Q3,755255,117645,157301,374765,241547,43748,64924,24546,105544,755255,699658,380909,127536,112844,74799,3570,25909,4122,0,0,0,497,10233,0,11057,0,29688,755255,163131,98440,12806,3627,45283,2975,592124,0,397437,3265,480,9489,181,76507,4059,22074,4925,0,19477,1821,0,44487,0,7922,0,0,0
1967:Q4,785119,133476,161021,382055,245974,44815,66249,25017,108567,785119,726874,402313,130088,115611,75283,3579,27879,4386,0,0,0,36,10712,0,12745,0,30366,785119,166721,100037,13793,3872,46016,3003,618398,0,418769,3285,494,9671,185,77575,4083,22292,5003,0,20434,1988,0,45455,0,9164,0,0,0
1968:Q1,780259,122267,162699,388021,249378,45477,67543,25623,107272,780259,724696,393692,134421,117514,75433,3636,24564,4269,0,0,0,62,8707,7,11519,0,30999,780259,167311,100278,12825,3592,47572,3044,612948,0,410912,3441,499,9714,188,78309,4091,22334,5148,0,21439,2169,0,46055,56,8593,0,0,0
1968:Q2,806654,128992,170840,395418,253675,46242,69114,26387,111404,806654,747212,406256,138817,121388,76916,3835,28199,4889,0,0,0,56,10278,14,12962,0,31243,806654,171698,103108,13371,3677,48452,3090,634956,0,424568,3532,505,10231,190,79118,4050,23603,5269,0,22879,2359,0,47982,156,10514,0,0,0
1968:Q3,819943,129278,173418,403087,258183,47141,70927,26836,114160,819943,757718,413573,139638,123689,76940,3878,30635,5026,0,0,0,294,9889,23,15403,0,31590,819943,175072,105564,12999,3532,49836,3141,644871,0,432151,3664,511,10638,192,79949,4071,23594,5275,0,23254,2444,0,48142,227,10759,0,0,0
1968:Q4,847550,140129,176716,411381,262934,48251,73019,27177,119324,847550,781993,426687,147531,126582,77200,3993,33600,5259,0,0,0,283,11819,40,16199,0,31957,847550,178137,105878,14378,3852,50834,3195,669413,0,450420,3654,517,11007,193,81281,4067,23628,5362,0,23783,2526,0,50622,348,12005,0,0,0
1969:Q1,847866,138544,174371,416067,264857,49196,74367,27647,118884,847866,787052,425235,150757,129653,77277,4130,28411,5331,0,0,0,0,10803,44,12233,0,32403,847866,172912,100691,13480,3530,51968,3243,674954,0,453544,3908,548,11225,195,82107,4079,23755,5426,0,24921,2616,0,51572,437,10271,350,0,0
1969:Q2,877959,146765,183295,424224,269738,50352,75792,28342,123675,877959,811825,436389,158106,134785,78340,4205,32993,6413,0,0,0,0,13021,50,13509,0,33141,877959,176157,102168,14020,3667,53000,3302,701802,0,469921,4183,593,11958,196,83219,4069,24871,5475,0,27094,2701,0,55438,581,9841,1662,0,0
1969:Q3,887147,143920,185367,432047,274512,51512,77271,28752,125813,887147,824170,441988,160716,138610,78585,4271,29660,7940,0,0,0,0,11103,54,10563,0,33317,887147,174700,99453,14034,3685,54096,3432,712447,0,473017,4617,642,12448,197,84550,4134,25176,5550,0,29856,2949,0,56522,715,8216,3858,0,0
1969:Q4,915847,153314,193391,439911,278689,53176,79051,28995,129231,915847,846578,453267,167846,141905,78821,4739,35346,9289,0,0,0,0,12817,67,13173,0,33923,915847,182187,103989,15264,4012,55270,3652,733660,0,485479,4973,685,12759,200,85852,4216,25147,5575,0,32960,3204,0,59182,1006,8476,3946,0,0
1970:Q1,912667,146427,196597,442980,280971,53467,78950,29592,126663,912667,846005,445463,182281,135076,78487,4698,32406,9745,0,0,0,0,11674,55,10932,0,34256,912667,178647,100337,14253,3814,56165,4078,734020,0,478159,5794,715,12706,208,87217,4230,25185,5650,0,35561,3499,0,59660,1301,7298,6837,0,0
1970:Q2,934776,152395,202365,450595,284366,55054,81253,29922,129421,934776,865765,451795,189143,140021,80234,4572,34149,10236,0,0,0,0,14194,63,9656,0,34862,934776,180873,101115,14725,3978,56868,4187,753903,0,489075,5888,738,13248,220,88418,4213,26910,5808,0,37735,3713,0,61806,1516,6532,8083,0,0
1970:Q3,948029,155114,201176,460315,288349,57668,84057,30241,131424,948029,877234,458425,188953,144693,80397,4766,35978,10525,0,0,0,0,14178,63,11212,0,34817,948029,184923,103437,15299,4180,57654,4353,763106,0,496760,6888,759,13672,233,89285,4193,27046,5789,0,39610,4132,0,60976,1740,6795,5228,0,0
1970:Q4,968566,161869,203673,469364,292240,60129,86503,30492,133660,968566,892828,467157,191008,148557,81290,4816,39817,10615,0,0,0,0,14977,72,14153,0,35921,968566,189812,105936,16624,4529,58154,4569,778754,0,509160,7529,783,13786,245,90439,4171,27528,5920,0,40665,4755,0,61475,2156,7188,2954,0,0
1971:Q1,974807,157893,205658,477184,296349,62312,87700,30823,134072,974807,900700,469632,191040,152694,82425,4909,37264,9690,0,0,0,0,14756,90,12728,0,36843,974807,190783,105053,17822,4431,58602,4875,784024,0,511075,7363,809,13813,245,90829,4080,27726,6019,0,40310,5957,0,63251,2387,7302,2858,0,0
1971:Q2,1002650,164977,208627,490134,303206,65052,90090,31786,138912,1002650,929189,483057,196659,160360,84272,4841,35822,7241,0,0,0,0,16306,99,12176,0,37639,1002650,193224,105296,18605,4816,59476,5031,809426,0,530564,7348,863,14513,240,91040,3914,29583,6170,0,38618,7572,0,65035,2749,8159,3058,0,0
1971:Q3,1023167,165434,210048,504220,311379,67399,93327,32115,143465,1023167,950550,495408,199256,165708,85088,5090,34346,7637,0,0,0,0,14339,113,12257,0,38271,1023167,193549,103970,19148,5082,59991,5358,829618,0,545077,7797,890,15145,233,91563,3768,29814,6178,0,40656,8369,0,65383,3000,8785,2960,0,0
1971:Q4,1054961,172894,214955,517869,318411,70094,96983,32381,149243,1054961,976519,511303,202548,171162,86325,5181,39275,7936,0,0,0,0,15926,114,15299,0,39167,1054961,197374,105466,20394,5587,60279,5648,857587,0,564425,8160,915,15617,223,92561,3658,30371,6288,0,42290,9516,0,67597,3362,9764,2840,0,0
1972:Q1,1071319,173818,217091,531563,325753,72680,100034,33096,148847,1071319,994638,518270,208001,175928,86991,5448,36687,5992,0,0,0,0,15902,147,14646,0,39994,1071319,197173,105057,19485,5546,61102,5983,874146,0,576094,8619,917,15791,215,92665,3332,30289,6309,0,41621,10542,0,69400,3934,11646,2772,0,0
1972:Q2,1111643,183464,221770,550187,335726,76046,104306,34109,156222,1111643,1033122,537894,214020,186158,89905,5145,38717,6075,0,0,0,0,16816,155,15671,0,39804,1111643,200509,106601,20440,5857,61225,6386,911134,0,603406,8442,894,16937,204,92926,3133,32423,6257,0,42989,11748,0,71896,4583,13000,2296,0,0
1972:Q3,1139959,186789,222275,569366,347347,78834,108330,34855,161529,1139959,1059741,553018,217403,193171,90878,5271,39966,6736,0,0,0,0,17517,151,15562,0,40252,1139959,201910,105819,21229,6096,62093,6673,938049,0,624270,9068,971,17445,193,93359,2865,32693,6340,0,44696,12815,0,72756,4920,13394,2264,0,0
1972:Q4,1192211,202517,231151,589786,357381,82876,114168,35361,168757,1192211,1102114,571260,230383,202550,92395,5526,48570,7979,0,0,0,0,20881,208,19502,0,41527,1192211,207349,108660,22896,6630,62128,7035,984862,0,657081,10402,924,17964,181,94951,2728,33364,6470,0,47050,14404,0,77536,5724,13485,2598,0,0
1973:Q1,1223924,213491,233614,605291,365955,84593,118253,36490,171528,1223924,1137388,583170,243384,212978,93059,4797,43926,8420,0,0,0,0,20406,281,14819,0,42610,1223924,205963,106699,22376,6461,63114,7313,1017772,0,683824,10744,920,18465,176,95450,2514,33182,6632,0,49595,15160,0,79365,6183,12401,3161,0,189
1973:Q2,1277603,226429,242826,627950,378024,87957,124008,37961,180398,1277603,1185103,601598,257992,224678,96280,4555,48336,11145,0,0,0,0,22865,350,13976,0,44164,1277603,210024,109114,24162,6673,62519,7556,1067413,0,718288,11183,915,19653,173,96695,2439,35497,6821,0,54387,16615,0,83310,7072,10845,3520,0,166
1973:Q3,1316776,232673,248400,649008,389894,91127,129035,38952,186695,1316776,1222854,620308,271586,229627,96362,4971,50097,14298,0,0,0,0,22512,382,12905,0,43825,1316776,212366,108140,25120,6598,64506,8002,1104386,0,742563,12353,975,20605,171,98784,2361,35193,6888,0,60051,17057,0,84384,8183,10181,4637,0,24
1973:Q4,1356785,242085,255177,666543,399840,93191,133706,39806,192980,1356785,1255510,636269,287062,230141,97122,4916,56035,15147,0,0,0,0,24370,443,16075,0,45240,1356785,218023,111158,26604,6722,64804,8735,1138730,0,763884,13563,1036,21074,166,101568,2376,35499,7141,0,62672,18040,0,89430,8832,9149,4300,0,32
1974:Q1,1372653,245131,255649,681413,407909,95355,137455,40694,190460,1372653,1277282,639927,295847,239051,97483,4974,50449,14995,0,0,0,0,22918,519,12017,0,44922,1372653,215218,110372,25943,6475,63240,9188,1157384,0,775680,13919,1092,21003,164,102823,2393,35113,7277,0,64537,19709,0,90979,9289,8502,4904,0,51
1974:Q2,1431137,262935,270671,700754,418838,97221,142377,42318,196777,1431137,1327464,659896,309818,250896,102073,4781,54822,17642,0,0,0,0,23727,603,12850,0,48851,1431137,222200,114019,27186,6572,64771,9652,1208819,0,809518,16322,1148,21920,162,104530,2377,38912,7330,0,71079,20132,0,92729,9255,8033,5372,0,118
1974:Q3,1489771,268407,303549,716574,428859,98933,145045,43737,201241,1489771,1382421,677702,312847,260881,125818,5173,56243,20772,0,0,0,110,22109,658,12594,0,51107,1489771,252862,140979,27745,6458,67585,10095,1236765,0,826832,18059,1382,23101,161,106602,2368,36625,7423,0,78334,20537,0,93763,8932,7732,4914,0,144
1974:Q4,1521771,277743,313676,728426,435176,100049,148279,44922,201926,1521771,1409745,690163,320394,267249,126347,5592,58528,21804,0,0,0,695,22208,671,13150,0,53498,1521771,260699,142474,28324,6476,72220,11205,1260819,0,839498,20421,1512,23408,157,109096,2372,36737,7702,0,82321,21458,0,94810,8843,7583,4901,0,253
1975:Q1,1514305,264601,316059,737733,439951,100586,150411,46785,195912,1514305,1409490,688965,312367,272749,129721,5688,49962,18164,0,0,0,953,17924,635,12286,0,54853,1514305,264789,138099,34514,5923,74499,11754,1249226,0,826966,20622,1537,23564,151,110572,2409,37947,7705,0,80247,24420,0,93275,7553,7581,4677,0,290
1975:Q2,1538997,265422,324120,753522,450826,100735,153431,48530,195933,1538997,1433191,702385,310171,279857,135100,5678,50190,16803,0,0,0,1247,18491,533,13116,0,55616,1538997,272762,141633,34461,5855,78611,12202,1265997,0,837723,20249,1567,24622,172,111675,2378,43043,7810,0,81157,25603,0,91340,6282,7709,4667,0,238
1975:Q3,1553231,259340,322970,769738,462776,100820,157058,49084,201183,1553231,1451485,721757,306528,284188,133219,5793,45219,17482,0,0,0,1408,13959,436,11934,0,56527,1553231,275478,141151,33811,5722,82294,12500,1277504,0,844057,20538,1627,26574,191,112430,2366,41962,7875,0,83193,26785,0,92561,4819,8030,4496,0,249
1975:Q4,1589542,264307,332671,785568,474003,100693,161019,49853,206996,1589542,1481486,744767,309037,287601,134300,5781,49069,17845,0,0,0,1559,13260,371,16034,0,58987,1589542,285037,146407,34256,5920,85642,12812,1304180,0,862860,21534,1688,27659,221,113635,2383,42023,7542,0,85279,28511,0,95047,3793,8605,3400,0,325
1976:Q1,1601664,254363,340001,802392,486205,102169,163221,50797,204908,1601664,1495809,753571,303887,295608,135703,7040,45926,15757,0,0,0,1534,13072,334,15229,0,59929,1601664,290275,148556,33220,5665,89082,13752,1311099,0,865068,20914,1712,28486,221,114190,2383,41249,7543,0,84478,31152,0,96784,3460,9959,3500,0,290
1976:Q2,1651247,262515,352277,823307,501045,103607,166345,52310,213148,1651247,1543501,779794,310665,303302,144007,5733,46123,15274,0,0,0,1534,12977,301,16037,0,61623,1651247,292051,149373,34104,5840,87513,15221,1358819,0,894940,21548,1734,30565,245,114842,2383,47585,7623,0,85498,34016,0,99892,3125,11223,3600,0,377
1976:Q3,1687033,260461,358124,847760,518784,104909,170146,53921,220688,1687033,1579233,804208,313259,310603,144193,6970,45456,16062,0,0,0,1490,11353,279,16272,0,62344,1687033,299028,150101,34442,5997,91881,16607,1387512,0,915106,21589,1730,32563,244,115696,2373,46188,7625,0,88018,36984,0,101260,2791,11645,3700,0,493
1976:Q4,1747854,272450,375925,870518,535022,105895,174189,55412,228961,1747854,1627689,831551,322692,317082,148547,7817,53934,15862,0,0,0,1172,13277,238,23385,0,66231,1747854,311829,156853,36031,6632,93791,18522,1435530,0,949004,22242,1727,33669,273,117389,2414,46515,7732,0,88528,40693,0,106597,2456,12510,3781,0,495
1977:Q1,1773146,273370,378364,892257,550282,107142,177453,57380,229155,1773146,1662906,847264,329223,327623,150637,8159,43190,14462,0,0,0,410,12160,201,15957,0,67050,1773146,309731,152609,34396,6482,95203,21041,1462773,0,966278,22480,1729,34640,327,118092,2420,45314,7684,0,89406,45418,0,110055,2294,12936,3700,0,642
1977:Q2,1841975,282560,391097,926270,575838,109746,180348,60338,242048,1841975,1728030,884811,341281,340345,155475,6118,46153,15717,0,0,0,430,12569,160,17277,0,67792,1841975,316887,155173,35962,6615,95956,23181,1524494,0,1008376,23315,1731,37008,368,119643,2539,46922,7864,0,92647,47980,0,116145,2132,14024,3800,0,594
1977:Q3,1909682,289318,404218,963193,603197,111835,185795,62366,252953,1909682,1791499,921787,346879,350362,165137,7334,48490,17054,0,0,0,510,14346,140,16440,0,69693,1909682,324844,154647,37056,6805,100508,25828,1584290,0,1047131,24005,1770,39094,395,121311,2486,53064,7622,0,95242,52412,0,120006,1971,13981,3800,0,548
1977:Q4,1992193,301003,427085,999213,627724,114279,193261,63949,264892,1992193,1859597,958399,364205,359811,169160,8022,61352,20173,0,0,0,515,16744,131,23789,0,71244,1992193,341029,161926,39516,7506,103554,28527,1650519,0,1089233,26103,1807,40405,384,124405,2497,53177,8041,0,98951,56803,0,128569,1807,14527,3810,0,645
1978:Q1,2037362,306631,436947,1026813,646079,116827,197958,65949,266971,2037362,1908430,980137,376303,370564,173119,8307,54774,21278,0,0,0,590,15119,120,17667,0,74158,2037362,347800,162192,38680,7489,107756,31683,1688769,0,1112850,27792,1700,41639,375,125929,2559,51900,8082,0,102488,59512,0,131784,1758,16401,4000,0,793
1978:Q2,2129900,323273,455204,1066897,674540,120272,203343,68742,284526,2129900,1990054,1029354,390920,387212,176104,6464,63960,25274,0,0,0,690,17363,95,20538,0,75886,2129900,358690,165449,39764,7910,110697,34870,1770167,0,1164892,29739,1590,44988,365,128478,2647,53341,8246,0,110360,62611,0,138050,1710,18950,4200,0,1043
1978:Q3,2213043,329149,475911,1109961,707359,122681,208876,71045,298022,2213043,2066391,1075893,394491,403622,185924,6461,69301,29158,0,0,0,745,17313,86,21999,0,77351,2213043,375011,170569,40817,8476,117147,38002,1836620,0,1200309,32300,1604,46569,366,131419,2706,59536,8407,0,118694,65755,0,142180,1644,20731,4400,0,1412
1978:Q4,2313088,345295,505814,1150674,738254,125152,214511,72757,311305,2313088,2147702,1117311,407961,418206,197758,6466,80720,32670,0,0,0,915,20083,81,26971,0,84666,2313088,400962,186139,43474,9572,120341,41436,1911225,0,1242038,37468,1619,47684,391,136313,2721,60119,8586,0,126244,70407,0,154249,1613,17145,4628,0,901
1979:Q1,2356706,350854,505916,1186117,762873,127635,219175,76434,313819,2356706,2200308,1143602,422267,430838,197120,6481,70251,31881,0,0,0,1030,19226,77,18037,0,86147,2356706,402498,182671,42864,9922,124435,42606,1952867,0,1263062,40659,1635,48154,448,139492,2798,58395,8797,0,131575,75627,0,159809,1590,16326,4500,0,1341
1979:Q2,2455350,370730,525883,1231418,794869,129903,225711,80935,327319,2455350,2284922,1189950,437653,455969,194702,6648,81248,35071,0,0,0,1140,22141,71,22825,0,89180,2455350,414542,184391,44358,10622,131133,44038,2038930,0,1313660,43986,1655,49166,428,143109,2750,59860,9017,0,139812,80506,0,170056,1567,18958,4400,0,1878
1979:Q3,2558369,388907,549002,1278932,828850,132396,233353,84333,341528,2558369,2373023,1239235,447273,476416,203548,6551,87816,38596,0,0,0,1275,24367,65,23513,0,97530,2558369,429315,190606,45939,11158,135808,45804,2126595,0,1359866,51435,1676,50499,458,147170,2968,67381,9322,0,146775,87309,0,175643,1544,20249,4300,0,2459
1979:Q4,2641446,400076,569724,1317030,855779,135048,239448,86755,354616,2641446,2443889,1283296,457048,492016,204867,6662,97054,41838,0,0,0,1505,24449,58,29204,0,100503,2641446,447451,197359,48500,11884,141523,48185,2191107,0,1392128,54632,1700,50490,650,153247,3139,68254,9604,0,155896,94778,0,183380,1521,17458,4230,0,2888
1980:Q1,2683943,404877,571790,1357614,886093,137027,243912,90582,349662,2683943,2489027,1311003,466000,509472,195838,6714,92019,44122,0,0,0,1785,24193,56,21863,0,102897,2683943,451166,194898,47228,11188,148341,49511,2229325,0,1404180,57928,1721,50200,774,159290,3191,66134,10054,0,165304,99954,0,186265,1495,18735,4100,0,3452
1980:Q2,2704896,396676,578887,1383696,902289,138408,248864,94135,345637,2704896,2503055,1328078,452178,525618,190402,6779,93889,42364,0,0,0,2180,24057,53,25235,0,107952,2704896,461706,193876,50187,10992,154908,51743,2237622,0,1400966,56731,1863,47700,821,164941,3263,67302,10295,0,167538,104016,0,188098,1468,18620,4000,0,5568
1980:Q3,2778733,408252,598718,1421427,931530,140218,253808,95871,350336,2778733,2567879,1362670,457795,541013,199263,7138,98593,44161,0,0,0,2345,24779,50,27258,0,112261,2778733,480667,201148,53453,11428,160135,54503,2292803,0,1425715,60808,2030,48000,865,168268,3471,76846,10597,0,172483,109691,0,188717,1440,19972,3900,0,5263
1980:Q4,2876201,437838,622491,1457828,957912,142526,259903,97487,358044,2876201,2646875,1403487,482681,555061,198060,7586,112603,48963,0,0,0,2720,25386,48,35486,0,116723,2876201,499286,206057,58102,12367,165553,57207,2372413,0,1467938,67308,2200,48700,994,172492,3564,77079,10890,0,181612,113959,0,195824,1413,24737,3703,0,4502
1981:Q1,2896866,434948,623331,1484685,973129,143948,267511,100097,353902,2896866,2672093,1411217,487054,573154,192855,7813,103308,49175,0,0,0,3395,24558,46,26134,0,121465,2896866,503314,198549,58548,13981,173192,59044,2385840,0,1471831,69777,2450,48900,1055,176128,3748,74301,11166,0,185935,117260,0,197379,1403,21807,2700,0,7712
1981:Q2,2989053,458125,645752,1523566,996937,144952,278496,103181,361610,2989053,2748820,1446896,509685,591750,191919,8570,113885,56095,0,0,0,3400,26538,43,27809,0,126348,2989053,520477,201473,61678,15781,180542,61003,2460499,0,1514458,69299,2730,50200,1147,179598,3871,75442,11602,0,196881,120851,0,207682,1392,22179,3167,0,8077
1981:Q3,3072813,475338,670406,1555141,1014571,146039,288922,105609,371928,3072813,2822121,1476133,532672,605455,199392,8469,121770,64347,0,0,0,4300,26932,41,26150,0,128922,3072813,530769,200749,63963,17948,185352,62757,2531268,0,1541419,75397,3070,51200,1249,183078,3878,86895,12200,0,210825,124370,0,211588,1381,21068,3650,0,10776
1981:Q4,3162651,510908,694357,1579504,1030213,142377,299685,107229,377882,3162651,2880658,1505450,548772,619777,197835,8824,131507,65194,0,0,0,4600,27295,39,34379,0,150486,3162651,548715,207001,67498,20364,189833,64019,2598536,0,1584583,78463,3500,50400,1341,186453,3913,87179,12519,0,214135,128986,0,218578,1371,23023,4092,0,15400
1982:Q1,3188115,523726,690057,1600795,1041585,143640,306619,108951,373537,3188115,2903978,1507329,561100,631397,195084,9068,124724,66162,0,0,0,5000,28593,37,24932,0,159413,3188115,553216,207176,65797,21893,193017,65333,2618246,0,1589626,84935,4047,49700,1406,188843,3913,84313,12990,0,217693,137628,0,219011,1391,19250,3500,0,16653
1982:Q2,3266468,552558,707356,1625667,1055044,144694,315647,110282,380887,3266468,2964613,1529136,580763,650036,195072,9606,132017,69398,0,0,0,5000,28602,39,28978,0,169838,3266468,566401,210879,67276,23247,198425,66574,2682800,0,1619579,89987,4738,50100,1448,191042,5386,86345,13226,0,225798,146951,0,224761,1412,19099,2928,0,17267
1982:Q3,3316398,568426,725751,1635406,1055314,144215,324780,111097,386815,3316398,3009146,1536463,591189,667117,204724,9653,132024,67642,0,0,0,5000,28513,40,30829,0,175228,3316398,568583,204357,68155,24252,203637,68182,2727717,0,1623372,95561,5435,51300,1501,192900,6361,98516,13667,0,228761,160231,0,224882,1432,20798,3000,0,20098
1982:Q4,3382208,582053,742147,1661290,1070187,146112,333680,111311,396718,3382208,3063517,1568287,599456,677655,208328,9791,138815,66001,0,0,0,5000,29886,40,37888,0,179876,3382208,590632,217282,70381,24961,206050,71958,2771432,0,1633161,96793,6000,51500,1600,194950,7770,99245,13773,0,228975,178519,0,228850,1452,25791,3053,0,20144
1983:Q1,3397743,585395,728409,1692029,1087139,147020,346330,111540,391910,3397743,3086890,1558038,617970,695767,205082,10033,128309,60467,0,0,0,5000,31095,40,31707,0,182544,3397743,585657,208932,68911,25509,207280,75025,2790587,0,1629614,101078,6454,51600,1749,196756,9056,96374,13983,0,224972,196517,0,231654,1437,26743,2600,0,21499
1983:Q2,3491009,593687,753840,1739644,1116296,150761,360215,112372,403838,3491009,3171876,1605307,630082,712882,213255,10350,132881,59980,0,0,0,5000,31471,34,36396,0,186252,3491009,602780,211348,71201,26274,211092,82865,2864790,0,1667493,98293,6818,54200,1954,198436,9709,98735,14099,0,227116,213061,0,238458,1420,32758,2240,0,23439
1983:Q3,3602648,606795,778890,1796351,1153484,155784,373975,113108,420612,3602648,3274125,1659307,645343,729855,228917,10703,131640,59807,0,0,0,5000,31576,29,35228,0,196883,3602648,612927,212501,72761,27574,213344,86747,2965736,0,1714200,108192,7147,57500,2160,201216,10569,111500,14149,0,228043,231538,0,241887,1404,33781,2450,0,23985
1983:Q4,3713355,615569,802263,1850645,1186271,161229,389424,113721,444878,3713355,3393194,1718572,682020,748981,232721,10900,139788,61416,0,0,0,5000,32314,25,41033,0,180373,3713355,627562,215849,76700,29305,214814,90894,3059903,0,1764855,111417,7500,60500,2311,205062,10124,113787,14651,0,232592,244807,0,254008,1386,34177,2726,0,25890
1984:Q1,3798091,633213,808024,1904844,1216062,167158,408654,112970,452010,3798091,3476911,1748048,710826,775238,232086,10713,132712,60382,0,0,0,5000,30805,25,36500,0,188468,3798091,632153,211993,77354,31772,216404,94630,3134115,0,1817836,113589,7847,64000,2414,205485,9892,111640,14726,0,236014,255930,0,259218,1501,31723,2300,0,31823
1984:Q2,3956828,661918,842679,1972432,1254448,174957,429688,113339,479799,3956828,3615137,1810303,748924,807403,237507,11000,144366,68772,0,0,0,5000,34169,27,36398,0,197325,3956828,647441,213002,81788,34252,219096,99303,3270061,0,1910070,117327,8159,68400,2490,207856,9369,115547,14935,0,247376,263344,0,268947,1614,32657,1970,0,39326
1984:Q3,4083077,673453,873058,2034727,1289107,180374,451779,113467,501839,4083077,3729246,1863086,764807,836358,253054,11941,154086,76010,0,0,0,5000,34530,28,38518,0,199745,4083077,665572,217863,85177,36765,222615,103152,3374375,0,1968280,120318,8494,72000,2580,209811,9041,128964,14961,0,256945,275538,0,272901,1727,30415,2400,0,43130
1984:Q4,4239665,708421,912669,2091991,1321526,186145,471898,112422,526584,4239665,3871100,1926457,802882,862648,260472,18641,167916,77793,0,0,0,5000,35506,28,49589,0,200649,4239665,686062,214585,91521,39311,231856,108789,3504935,0,2034550,128973,8907,75400,2664,211204,9735,132262,15255,0,260588,288987,11000,288968,1811,31834,2797,0,48668
1985:Q1,4336347,711643,920433,2168248,1385660,182816,487050,112722,536023,4336347,3979414,1997650,806549,886858,267251,21106,158158,78082,0,0,0,5000,31950,29,43097,0,198775,4336347,709120,225828,90071,41009,238057,114155,3578910,0,2065917,127608,9429,76700,2869,212950,11041,140863,15319,0,265132,304033,19153,292621,1861,30614,2800,0,48317
