1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q4,16478989,1379646,3624218,9372193,7260855,560795,1467356,83187,2102932,16478989,15178769,9591577,1973607,2334572,1269337,9676,1178429,484361,9073,0,8248,0,106923,3011,549593,17220,121791,16478989,1650581,946094,115962,26284,272166,290075,14654989,0,4944112,260356,43451,388521,2179,386099,10249,851126,17662,16355,1187923,3343251,1731053,1204943,43697,200008,7953,16051,173419
2004:Q1,16767322,1362384,3671061,9637405,7466661,571978,1512480,86286,2096472,16767322,15410242,9769811,1988586,2399966,1242134,9745,1239493,500075,8405,0,8148,0,110604,3028,592036,17197,117587,16767322,1693015,969093,116464,27422,278506,301530,14923619,0,5049902,257134,44902,393101,2239,387364,10182,837964,14643,17840,1202274,3346388,1812373,1253283,50766,221463,8195,13606,150688
2004:Q2,17255962,1380967,3775039,9985417,7758075,587039,1550917,89386,2114539,17255962,15827545,10075961,2021483,2462448,1257849,9804,1311027,539598,9624,0,8844,0,119173,4179,613193,16416,117390,17255962,1729922,1002658,120375,28561,274456,303872,15375812,0,5225210,252878,47240,408183,2315,390284,10137,848168,17755,20688,1230281,3366532,1919270,1316298,61637,236167,7484,15285,150228
2004:Q3,17646525,1392166,3770776,10318708,8025045,602479,1598665,92519,2164875,17646525,16221559,10350784,2065702,2524377,1270837,9859,1309267,535540,9855,0,8870,0,131173,3812,604034,15983,115699,17646525,1738965,997958,122240,29698,275887,313182,15755867,0,5375414,249615,49120,421192,2430,395415,10204,865714,14779,23173,1225014,3380765,2062566,1351672,75281,232995,7895,12623,151693
2004:Q4,18264676,1429012,3961279,10654266,8292590,610466,1655557,95653,2220119,18264676,16751476,10698593,2147660,2588533,1306696,9994,1401743,553079,11374,0,11363,0,136948,7955,665357,15667,111457,18264676,1803074,1061150,131518,30836,274595,304975,16310592,0,5550590,264692,51727,428624,2511,402146,10030,898571,14238,25975,1248416,3384018,2190160,1419847,112697,286409,5466,14475,151010
2005:Q1,18574331,1442716,3978741,10947900,8537513,620258,1692228,97901,2204974,18574331,17080111,10901081,2187864,2663856,1317237,10073,1384241,557534,11758,661,8614,0,129272,6612,653822,15968,109979,18574331,1805929,1051224,127807,32172,270518,324208,16602252,0,5627551,283128,54141,434251,2560,403794,9943,889236,11888,28223,1244980,3407181,2351819,1423009,120631,291863,4252,13802,166150
2005:Q2,19154398,1500628,4076720,11344661,8849066,639259,1756163,100173,2232389,19154398,17616052,11229842,2284081,2750764,1341178,10187,1430319,589488,12544,663,9183,0,129889,7704,664998,15850,108027,19154398,1851192,1057502,129676,33509,269525,360980,17116679,0,5818525,295711,56474,450208,2627,408831,9922,887722,11653,30928,1269480,3442350,2549158,1441727,131878,281255,3585,24645,186527
2005:Q3,19664511,1524499,4121852,11739775,9167151,655929,1814224,102471,2278385,19664511,18122664,11582462,2317325,2837106,1375343,10428,1435085,591914,12619,672,9271,0,134823,10331,659508,15947,106762,19664511,1889462,1055255,131805,34846,272521,395035,17578489,0,5986017,312803,58043,466911,2759,411706,9894,903669,9579,33106,1262017,3484951,2723524,1465216,141592,282905,3865,19932,196560
2005:Q4,20235549,1595085,4200138,12119771,9448965,675357,1890681,104768,2320555,20235549,18666418,11875743,2435089,2927084,1417882,10620,1452202,595431,14656,690,9390,0,142103,10997,660821,18114,116929,20235549,1904732,1055548,134342,36182,271640,407020,18130383,0,6106763,338784,60992,474150,2837,418428,9813,933357,11322,36520,1260602,3548483,2959725,1537068,140210,264472,8215,18642,200434
2006:Q1,20759136,1648251,4252492,12520808,9773256,684357,1957618,105577,2337585,20759136,19164154,12229627,2491205,3027038,1405590,10694,1479280,591466,14597,695,10109,0,137421,10905,695986,18101,115702,20759136,1993333,1141324,125610,35797,291661,398941,18557862,0,6227979,364659,62120,478012,2850,423625,15345,920664,12105,38352,1263726,3627218,3114275,1544514,150174,284094,7774,20376,207941
2006:Q2,21372423,1697976,4401194,12923642,10103985,693266,2019996,106395,2349611,21372423,19703035,12575665,2560806,3134256,1421386,10922,1547642,614041,16308,688,10454,0,136939,13618,737540,18054,121746,21372423,2032316,1169821,120613,35411,293248,413223,19093916,0,6395485,379155,61923,492907,2958,434535,20877,929858,13254,40808,1295634,3691812,3297125,1576105,152353,291185,4519,13423,246191
2006:Q3,21847624,1741496,4427479,13267208,10364214,703323,2092450,107221,2411441,21847624,20171738,12899683,2590808,3236616,1433564,11067,1554981,615122,16796,669,11093,0,131487,14929,746782,18103,120905,21847624,2032481,1166872,116998,35024,294782,418805,19578354,0,6501910,405394,62493,505429,3013,442462,26409,946416,15435,42666,1303286,3768725,3463363,1614531,152468,304488,4608,15258,236789
2006:Q4,22358560,1790240,4577765,13533839,10531341,718768,2175682,108048,2456716,22358560,20684802,13157105,2691227,3342402,1482853,11215,1550162,609632,18885,631,12238,0,129240,9371,749235,20930,123596,22358560,2062452,1170793,115170,34638,294838,447013,20061788,0,6599903,420004,64842,511075,3554,448753,31940,977452,14428,46321,1312102,3841119,3658883,1627347,129278,345893,5573,23321,234320
2007:Q1,22739822,1813760,4670207,13815683,10749431,737711,2219350,109191,2440172,22739822,21042322,13336170,2743858,3456937,1493930,11427,1590658,594052,16249,625,13498,0,138132,15120,791664,21318,106842,22739822,2124084,1193674,111577,36499,299575,482759,20345703,0,6603499,444169,63742,511629,3668,454723,32495,965721,15841,57148,1301679,3956458,3809696,1619478,140205,335740,3914,25898,270035
2007:Q2,23351029,1872898,4888990,14112175,10955209,750869,2295751,110346,2476966,23351029,21554655,13620284,2847356,3573080,1502332,11603,1686658,605703,18897,627,16725,0,153453,13804,856115,21334,109716,23351029,2189925,1247907,107478,38359,300213,495968,20871411,0,6741928,460215,63764,523135,4174,465259,33049,956211,17517,68660,1327671,4077824,3954637,1619460,131768,400630,4133,21376,289693
2007:Q3,24109668,2010498,5129856,14413762,11144494,776112,2381642,111514,2555552,24109668,22105929,13855195,3034609,3688442,1515927,11756,1890030,769105,28373,1379,22897,0,176736,9763,860755,21022,113709,24109668,2224620,1275753,104258,40220,302321,502068,21577365,0,6935563,512406,65400,535896,4429,473930,33603,976406,19311,75769,1521573,4252616,4018383,1635106,124036,365383,4572,22983,307683
2007:Q4,24757734,2108594,5421629,14618034,11252848,811967,2440537,112682,2609477,24757734,22579460,14036485,3166757,3806850,1557487,11881,2057281,807194,32300,1366,26282,0,182006,7648,969606,30879,120993,24757734,2333652,1390072,100055,42081,301478,499966,22112157,0,7111306,541821,62174,544090,4908,485117,34157,1021890,27118,82389,1585721,4464418,3964472,1632708,113877,393126,6276,36589,311925
2008:Q1,25187090,2224933,5608614,14751535,11323482,825498,2484407,118148,2602008,25187090,22828980,14146689,3235213,3890748,1544339,11991,2235358,836674,28500,1395,29266,0,183388,6953,1117530,31652,122752,25187090,2426054,1490810,95545,41337,307150,491212,22450130,39743,7220130,555169,62889,546279,5008,495278,32154,1014865,25599,85568,1637997,4602238,3910068,1649568,98959,426194,5881,36543,310906
2008:Q2,25218310,2233565,5582584,14781708,11295679,838671,2523744,123614,2620453,25218310,22877741,14086075,3263273,3978248,1537950,12195,2218919,838997,35400,1500,30581,0,197585,5788,1049227,59841,121650,25218310,2415191,1490680,95140,40596,310878,477897,22499944,30283,7242502,548963,62614,560746,5166,505114,30153,1023849,17114,88165,1667181,4760244,3830190,1628416,92559,361501,7045,38139,303175
2008:Q3,25777316,2581529,5786018,14765956,11252409,848876,2535530,129141,2643813,25777316,23093065,14198723,3285175,4049866,1546831,12470,2563231,918331,43500,2201,39395,0,180873,6421,1244912,127598,121020,25777316,2395488,1485351,93359,39853,319095,457830,23095302,289805,7294326,569089,62749,574997,4828,518147,28151,1049743,15501,94356,1754360,4892653,3741085,1606255,86731,440350,6359,65817,286526
2008:Q4,25456232,2789992,5324109,14698342,11151470,854198,2557974,134700,2643789,25456232,22903006,13935987,3232507,4125380,1596416,12716,2424269,806704,40600,2736,50424,0,174924,4843,829438,514600,128957,25456232,2165400,1265385,92062,39109,331026,437818,23002621,490411,7284892,597051,62299,580486,5135,522360,26148,1109503,13181,94792,1686039,4961428,3621320,1549149,64790,264562,8241,60834,288211
2009:Q1,24853260,2582868,5004558,14687692,11141003,855235,2553968,137486,2578142,24853260,22611120,13830788,3087010,4110044,1570412,12866,2112506,709540,30300,2233,50863,0,168365,2707,722412,426086,129634,24853260,2102445,1191924,91539,38808,359210,420964,22496385,388763,7174116,567951,62375,580878,5166,513200,25536,1091845,12716,95377,1598910,5041969,3510067,1492494,39535,212229,16681,66577,254430
2009:Q2,24478138,2352337,4935137,14641791,11097179,865073,2539235,140304,2548873,24478138,22443437,13797583,2984312,4079670,1568812,13060,1907415,640950,28500,2275,48822,0,178834,2464,714425,291145,127286,24478138,2149384,1200753,89683,38506,391790,428652,22068266,253934,7047263,530798,61335,585919,5197,505802,24924,1098594,11964,95826,1513990,5170747,3374483,1444364,38059,215979,15910,73178,260488
2009:Q3,24136006,2157325,4873985,14545985,11019336,868240,2515257,143152,2558711,24136006,22252858,13782276,2844636,4047182,1565523,13241,1760022,582307,28300,1956,46106,0,161685,2387,732329,204952,123126,24136006,2210148,1218265,88543,38204,445779,419357,21675809,183920,6837020,493231,62558,589755,4949,498845,24312,1114918,11988,96179,1447247,5297548,3256673,1402501,32849,240619,16194,64503,250049
2009:Q4,23834560,2033257,4792105,14454181,10961631,864106,2482444,146000,2555017,23834560,22073561,13765611,2651711,4016242,1626461,13536,1641184,540552,26500,2186,46662,0,144501,2003,733602,145178,119815,23834560,2266803,1218727,88287,37902,501570,420317,21321026,142832,6702929,466318,61671,587448,4600,481008,23701,1180153,11273,75399,1403612,5376709,3097802,1326997,30469,290178,14604,43323,246731
2010:Q1,23532437,2028481,4710695,14300204,10830912,860548,2460747,147997,2493057,23532437,21844679,13663553,2548546,4006696,1605151,20733,1558690,484596,25400,522,46174,0,125990,1952,732477,141579,129068,23532437,2329595,1222783,89299,38945,558703,419865,20953294,137426,6958548,468220,59973,579398,4417,475219,24394,1164897,11584,73685,5738915,987799,2463275,1436267,36191,268619,16998,47469,249548
2010:Q2,23323578,1992132,4669785,14183208,10763471,855516,2414204,150017,2478453,23323578,21668449,13604044,2435417,3999160,1609184,20644,1521111,450907,25000,1221,44917,0,120589,1849,734788,141840,134018,23323578,2345045,1231514,88547,39986,575161,409837,20750907,127451,6882939,445208,52220,580966,4408,471682,25088,1174685,11787,74339,5683551,1054075,2375263,1400942,30727,290155,18406,47015,227626
2010:Q3,23204977,1972088,4650236,14078927,10691284,860042,2375543,152058,2503726,23204977,21575488,13545297,2395041,3996014,1618125,21011,1458339,408036,25200,1268,44686,0,95524,1858,749093,132674,171150,23204977,2418358,1242080,87852,41027,639094,408305,20583615,105998,6828982,442195,51945,582535,4370,473001,25782,1194808,12079,75878,5597407,1103513,2295648,1390037,29503,301018,18484,50432,203004
2010:Q4,23147969,1994374,4605133,13901651,10524022,864202,2359327,154100,2646811,23147969,21528582,13535513,2302817,3986717,1681739,21796,1447957,391630,26105,773,44573,0,92443,1997,763774,126662,171430,23147969,2485342,1256760,88256,42070,682866,415390,20501317,98057,6815019,449800,51872,580339,4272,472554,26476,1257424,11416,74567,5572242,1146814,2179714,1321259,28688,345665,19320,45819,161310
2011:Q1,23008280,1981481,4586775,13811715,10459955,860277,2334153,157330,2628309,23008280,21425792,13502461,2273949,3967085,1659374,22923,1400096,362796,23693,776,45417,0,94329,762,770105,102218,182392,23008280,2520985,1252817,86768,40618,738932,401850,20321582,69120,6662290,461494,50873,573213,4230,472390,25323,1247284,11106,86743,5577395,1194287,2094524,1300414,40938,379129,27333,43496,165713
2011:Q2,22926876,2005070,4556842,13711887,10391499,857245,2302547,160596,2653077,22926876,21294253,13448657,2304616,3948845,1565637,26498,1429147,344947,22815,865,45467,0,90456,430,826409,97758,203476,22926876,2570400,1294467,91065,39167,764666,381035,20171835,55264,6670405,468221,49870,577800,4496,479764,24170,1165495,11247,99736,5518634,1243237,2041390,1273344,38980,379599,24647,45536,184641
2011:Q3,23053210,2071970,4649146,13629919,10333739,857801,2274481,163898,2702175,23053210,21409809,13438948,2346010,3930604,1663621,30626,1444296,327368,23746,930,45782,0,99362,470,853194,93444,199105,23053210,2604924,1290692,90480,37715,822957,363080,20205638,42335,6721123,490946,49997,582000,4766,489702,23017,1280215,13470,95269,5444436,1284499,1980874,1264487,37751,329027,25254,46470,242648
2011:Q4,23129497,2142707,4654047,13576518,10281878,864549,2262891,167200,2756225,23129497,21539318,13430610,2423004,3921230,1735897,28577,1379123,330887,24154,878,46112,0,103335,516,794443,78798,211056,23129497,2581055,1237539,91199,36264,844070,371983,20328182,30490,6833466,495268,50511,587000,5101,496057,21864,1352959,12678,93479,5411077,1311884,1930982,1274551,37321,321252,22899,39343,220260
2012:Q1,23022864,2157232,4624335,13496256,10216719,866644,2244151,168742,2745041,23022864,21453642,13370591,2372986,3959775,1717980,32310,1344507,307827,22884,1280,47376,0,98847,357,801130,64806,224715,23022864,2634158,1243592,88720,35661,896650,369535,20216452,18962,6789448,493274,49821,586900,5358,498690,22162,1334936,11143,94198,5390056,1336809,1877341,1262038,37290,325469,53066,29491,172254
2012:Q2,23103548,2214111,4678677,13420292,10153472,872010,2224527,170283,2790468,23103548,21485437,13342828,2366780,4004798,1738589,32442,1380243,326632,23720,1348,50923,0,105195,504,818098,53823,237868,23103548,2682532,1257021,88170,35057,926124,376160,20240102,4526,6880948,490317,49376,597700,5582,504114,22461,1346956,10542,99223,5361475,1383839,1812225,1243223,40228,314730,53043,19594,180914
2012:Q3,23218889,2249359,4745037,13374040,10105853,882435,2213910,171842,2850453,23218889,21586191,13358057,2392952,4047216,1755559,32407,1391228,319977,24380,1275,50852,0,117564,535,825813,50832,241470,23218889,2723006,1253624,88310,34453,967835,378784,20341149,1467,6929990,485688,49310,607800,5721,508728,22761,1370086,10314,100623,5332083,1414356,1753265,1242171,41374,334708,107899,22805,154734
2012:Q4,23333251,2329582,4749638,13341126,10048370,892593,2226763,173400,2912905,23333251,21661173,13334862,2422378,4092540,1795005,16388,1410323,335311,25074,1254,49554,0,120667,3322,828494,46647,261755,23333251,2754353,1317896,90170,33851,935004,377432,20478828,556,7052045,488222,52658,615100,5849,512747,23060,1405492,10414,94842,5329178,1442727,1657796,1246241,44054,369647,105333,22867,100070
2013:Q1,23319622,2329493,4774373,13301983,10000524,901914,2223235,176310,2913773,23319622,21643176,13307304,2410910,4110278,1797897,16787,1400255,330735,22217,1392,50503,0,120831,2719,822021,49837,276191,23319622,2776874,1297466,82455,34101,982657,380195,20434015,382,6983435,493199,52149,616500,6073,509993,22885,1415097,9375,115498,5323844,1468060,1640517,1236623,44439,376951,105987,13008,108733
2013:Q2,23487360,2379237,4845692,13302238,9965798,911736,2245452,179252,2960193,23487360,21690491,13331639,2492786,4138365,1710880,16821,1503334,371142,23453,1496,51740,0,129876,1763,869774,54090,293535,23487360,2849347,1353114,86677,34350,1000262,374944,20500789,258,7053741,486608,51611,630200,6800,516754,22711,1332418,8967,134167,5377060,1502437,1449151,1240564,185040,385527,110734,6041,137224
2013:Q3,23578514,2410910,4790991,13346316,9975832,926715,2261543,182226,3030297,23578514,21757641,13394750,2511829,4164856,1669232,16974,1512132,375716,26569,1550,50817,0,129096,2002,870409,55973,308741,23578514,2849100,1342433,85966,34599,1041598,344504,20626641,101,7086248,499439,49987,647100,7265,525118,22536,1322832,7470,162075,5419343,1544992,1399808,1241224,186448,396576,100514,7565,102773
2013:Q4,24167018,2493198,5227639,13355713,9960344,942820,2267349,185200,3090468,24167018,22258744,13573366,2580832,4197016,1846453,61077,1584275,408673,26990,2073,51495,0,130986,3114,896756,64188,323999,24167018,3062594,1384774,88023,34848,1207124,347825,21021446,97,7198015,513797,50816,660100,8206,534873,22362,1510014,6416,176688,5465301,1573512,1351539,1237490,191924,426999,75694,17603,82978
2014:Q1,24308586,2553281,5312149,13346341,9924577,955384,2278320,188060,3096815,24308586,22338271,13563152,2610871,4260053,1832044,72151,1623663,393341,27407,2244,51874,0,127455,2770,952566,66006,346652,24308586,3177933,1429603,88615,34753,1287589,337373,21013102,82,7219187,538882,50212,667400,8538,540266,22777,1501271,7359,187562,5437909,1589754,1306796,1221996,213461,419086,73031,7533,117551
2014:Q2,24534465,2641354,5355274,13373835,9914793,968926,2299164,190952,3164002,24534465,22489609,13627903,2630520,4330069,1839455,61662,1674062,440777,29958,2071,52481,0,125207,5488,954207,63873,370794,24534465,3141829,1410284,89672,34659,1270596,336618,21289151,49,7382981,549474,48922,689500,9078,547271,23192,1507371,9479,181940,5468084,1603922,1287564,1222685,213044,475178,64118,5299,103485
2014:Q3,24687664,2693432,5327627,13423660,9925209,983628,2320947,193876,3242945,24687664,22575401,13616780,2678409,4400611,1861636,17965,1731132,445274,33143,2139,52816,0,132400,6883,981933,76544,381131,24687664,3058590,1444868,90045,34564,1166848,322265,21509793,14,7466817,557409,47381,711600,9659,557763,23607,1531955,7662,169054,5493932,1627514,1285930,1226499,217611,502533,63838,9015,119281
2014:Q4,25062051,2821388,5432866,13498257,9937429,1011265,2352763,196800,3309540,25062051,22886529,13683737,2770057,4478818,1935826,18091,1757598,466804,35397,2176,53355,0,141227,8954,961683,88002,417924,25062051,3081476,1434853,92146,34470,1180952,339055,21868674,0,7629846,591655,46795,728900,10275,569711,24022,1598782,8152,150802,5542266,1648504,1277279,1243717,221851,500952,64817,10348,111901
2015:Q1,25097610,2885204,5382328,13523012,9910394,1035546,2377313,199759,3307066,25097610,22924616,13658651,2827392,4531284,1889075,18214,1737452,434534,34903,2233,55581,0,144279,10020,964070,91832,435542,25097610,3135389,1432205,97056,36234,1223243,346651,21829523,0,7694012,617791,42443,739400,10772,580475,23510,1551261,8720,146386,5509626,1646186,1264568,1234662,215178,485319,62331,-3117,132698
2015:Q2,25315158,2971991,5329510,13635905,9955464,1062034,2415656,202751,3377752,25315158,23101156,13786354,2890311,4595848,1810312,18331,1770387,476551,39923,2127,57797,0,151706,13196,938685,90402,443615,25315158,3115178,1406755,104725,38000,1239422,326276,22070264,0,7861688,631250,41594,763500,11302,588101,22998,1491501,9180,144930,5580896,1677244,1253344,1232348,215830,501775,55103,-12320,129716
2015:Q3,25454686,3002111,5249506,13739965,10005143,1080923,2448124,205775,3463104,25454686,23221528,13904741,2874255,4660470,1763793,18269,1775142,458641,44872,2139,58825,0,153232,22320,934643,100470,458016,25454686,3100865,1377470,111368,39764,1271701,300562,22146173,0,7957806,649657,40954,787500,11890,595576,22486,1471813,9413,133237,5611390,1729458,1215220,1239934,203974,425757,37677,2431,207648
2015:Q4,25832037,3107207,5428514,13896093,10077475,1121669,2488149,208800,3400223,25832037,23565833,13914836,2935315,4725378,1972076,18228,1788200,497034,44650,2352,59738,0,159450,27065,912508,85403,478004,25832037,3111142,1360454,115178,41528,1287535,306447,22530087,0,8153019,672375,40713,804900,12760,614312,21974,1688754,8017,120148,5666299,1775452,1192677,1125483,192218,408044,23923,9019,190808
2016:Q1,26014372,3187647,5470322,13944180,10077281,1147923,2505899,213077,3412223,26014372,23702743,13922922,2976063,4815459,1970214,18085,1815854,482806,42918,1786,62840,0,160957,22224,951659,90664,495775,26014372,3190002,1400373,106884,41030,1326278,315437,22601587,0,8243405,690091,39950,809200,13490,625479,22041,1679920,8421,114366,5659102,1803851,1165354,1092499,203405,396526,23382,11105,222783
2016:Q2,26337898,3249985,5550957,14060134,10138295,1173604,2530882,217353,3476822,26337898,23913346,14056039,2931871,4914155,1993504,17777,1902704,547174,44463,3023,67535,0,158444,22938,964683,94444,521848,26337898,3217216,1403540,102970,40533,1334249,335924,22909598,0,8427161,710001,39276,831800,14263,631959,22108,1685366,9181,115477,5735065,1843974,1126547,1079521,199783,396232,22228,19656,211084
2016:Q3,26621527,3274780,5560621,14224506,10222132,1206376,2574321,221677,3561620,26621527,24229747,14232784,2948229,5008992,2021969,17773,1877164,544307,46354,3289,69890,0,161226,22098,942256,87744,514616,26621527,3226352,1371538,97228,40036,1367867,349683,23189839,0,8539855,712278,38922,867700,15318,640681,22176,1707725,18179,121472,5769161,1885329,1093614,1080406,218467,416857,24703,16996,205336
2016:Q4,26863820,3269245,5610156,14347983,10280296,1239940,2601747,226000,3636436,26863820,24475676,14337188,2904559,5111839,2103610,18480,1877567,564459,46666,2886,70197,0,159470,19970,920427,93492,510577,26863820,3210443,1343923,88863,39538,1385511,352608,23452572,0,8645276,700982,38550,889500,15454,647671,22242,1789879,14533,134682,5852355,1932958,1058338,1074679,206925,381949,22839,23760,200805
2017:Q1,27012047,3269264,5662858,14449507,10339895,1266202,2614895,228515,3630418,27012047,24632126,14394091,2938687,5222429,2058392,18527,1860110,523666,45171,2902,73205,0,157994,15126,941471,100575,519811,27012047,3264193,1356169,91785,41645,1421210,353384,23518463,0,8619870,699454,37956,905500,14757,657025,23345,1749621,10390,149653,5864878,1977111,1023838,1065289,199364,388343,104022,28047,229391
2017:Q2,27302603,3319086,5704603,14596183,10418837,1292253,2654035,231058,3682731,27302603,24857375,14546040,2979787,5338943,1973943,18662,1916820,567538,46625,3970,73245,0,156709,16389,944384,107960,528408,27302603,3256456,1351666,92227,43750,1430100,338713,23761619,0,8765480,700159,37861,934500,16252,671238,24448,1681060,8268,157103,5927261,2022780,1013240,1060986,198817,396890,103731,41545,284528
2017:Q3,27659056,3340331,5830416,14739107,10512509,1319284,2673685,233629,3749202,27659056,25211006,14697073,2955233,5453278,2086720,18702,1908431,577488,50512,3070,74095,0,157243,13237,926453,106333,539619,27659056,3268897,1334068,93007,45854,1466345,329623,24099885,0,8850698,705217,37401,958500,17156,682402,25550,1806898,4154,156621,5980054,2076398,998305,1051806,198131,400233,114278,36083,290274
2017:Q4,28134721,3374580,6001669,14927720,10597961,1368124,2725435,236200,3830752,28134721,25717908,14891506,3085422,5574077,2147955,18948,1873119,584309,54832,2867,76903,0,148121,14930,880848,110309,543694,28134721,3264020,1284061,101511,47959,1481238,349251,24495680,0,8990419,706831,38389,978400,17823,691556,26652,1858046,6901,153375,6051388,2126459,994200,1052316,201774,434916,123080,43155,375021
2018:Q1,28235255,3404268,5987714,15023390,10642017,1392486,2750320,238567,3819883,28235255,25840496,14937457,3091083,5641517,2151265,19174,1844685,554836,46513,3847,81037,0,149812,12889,884781,110970,550074,28235255,3263393,1261094,98725,48220,1518494,336860,24564452,0,9017510,700498,37787,992400,18699,705082,25940,1870707,7440,159217,6043127,2161480,978100,1042741,202063,440129,121099,40433,407410
2018:Q2,28842230,3477608,6312075,15194353,10730483,1422274,2800635,240961,3858194,28842230,26413150,15065558,3456801,5714435,2156967,19389,1872299,586363,52374,3327,82026,0,148152,12257,880625,107175,556781,28842230,3270926,1255904,98201,48481,1530364,337976,24875353,0,9146056,710229,37594,1023800,18959,720683,25227,1882732,9425,173593,6108817,2200202,982609,1044485,201732,428974,115058,45178,695951
2018:Q3,29136588,3494367,6363760,15343882,10833670,1459256,2807576,243380,3934579,29136588,26720710,15236355,3486433,5788061,2190176,19685,1839601,554809,58266,3432,81841,0,144138,11696,876418,109001,576277,29136588,3303197,1255864,99022,48742,1564456,335113,25098576,0,9228338,707019,37283,1047900,19682,736139,24516,1924579,12541,180602,6126287,2245245,977303,1042269,207800,432947,105728,42398,734815
2018:Q4,29612755,3663760,6460622,15481331,10899909,1493799,2841823,245800,4007042,29612755,27140928,15366023,3613143,5865841,2275870,20051,1875707,575054,57746,3328,83350,0,147703,14663,882503,111360,596120,29612755,3278990,1226772,98020,49004,1580392,324802,25554870,0,9438916,739478,37145,1065200,20494,753239,23803,2017231,12329,153987,6195610,2292274,981197,1046195,227656,421602,104269,24245,778895
2019:Q1,29638009,3677531,6393924,15572073,10929974,1518231,2872619,251249,3994481,29638009,27234583,15385062,3704696,5891656,2232870,20299,1798063,521804,50726,3810,84494,0,150732,13922,872086,100489,605363,29638009,3312112,1226468,97066,49433,1619093,320052,25507922,0,9419377,750764,37868,1069700,20844,767361,23648,1978932,9672,146149,6161087,2314979,984328,1050631,237689,391989,107241,35663,817975
2019:Q2,29883180,3750037,6366817,15714205,11017661,1545008,2894777,256759,4052121,29883180,27416627,15579084,3748314,5921928,2146738,20563,1820624,538138,51406,3333,84534,0,149565,11454,881013,101181,645929,29883180,3316546,1238861,99077,49861,1626111,302636,25746406,0,9582698,761952,39272,1090900,20964,775439,23493,1908188,8962,136330,6210554,2340233,985932,1053206,247496,406307,112866,41614,820228
2019:Q3,30356245,3773430,6553138,15905519,11110904,1591060,2941225,262330,4124158,30356245,27842006,15768469,3815911,5945715,2291088,20823,1836602,499503,54185,3365,88578,0,153040,10386,914591,112954,677637,30356245,3394812,1272851,101043,50289,1661731,308898,26128965,0,9676304,760733,38250,1112900,20906,792712,23338,2047990,9110,126424,6247798,2369090,1010496,1049034,255649,421034,125850,41347,832468
2019:Q4,30724478,3803082,6675027,16054178,11182824,1628498,2974956,267900,4192191,30724478,28220968,15951621,3880017,5978452,2389780,21098,1813222,482365,52258,3543,91246,0,153645,10410,905987,113768,690288,30724478,3427000,1264821,103274,50718,1673931,334256,26440660,0,9798140,767786,40661,1133600,22855,805392,23183,2127995,7977,118842,6289304,2406043,1015668,1041622,242835,431148,117658,49951,856818
2020:Q1,31998962,4450701,7212649,16187773,11249062,1649802,3015862,273047,4147839,31998962,28926006,16007697,4434153,6060354,2402595,21207,2294088,612204,62860,5981,110547,0,160579,7903,1113986,220028,778868,31998962,3601740,1404589,104945,51375,1703340,337491,27473938,58716,10207721,926261,42568,1143600,23591,815149,23470,2134396,8427,87615,6508211,2429819,1063356,1043781,218992,568906,128723,40636,923284
2020:Q2,31983504,4479540,7068587,16337986,11335354,1683323,3041116,278193,4097391,31983504,29285864,16009611,4484638,6266617,2503628,21370,1956382,377391,50548,6287,111133,0,167050,4384,1033674,205915,741258,31983504,3722067,1392773,107349,52033,1824384,345528,27348876,30948,10274198,859678,44697,1168100,23691,816512,23758,2135944,7442,87557,6397438,2417572,1050555,1021248,215919,493023,119037,161559,912561
2020:Q3,32123626,4272494,7140342,16568084,11503991,1714986,3065710,283397,4142706,32123626,29528619,16261459,4303770,6381332,2560247,21811,1858859,303982,47749,11227,106433,0,175204,2602,995592,216070,736148,32123626,3794670,1348567,114245,52692,1913039,366127,27421282,31702,10150131,797505,43262,1186600,23577,818406,24045,2181340,7731,86838,6506532,2428376,1048107,1028988,223328,560277,104602,169935,907674
2020:Q4,32548570,4216776,7341485,16805456,11653516,1761617,3101723,288600,4184853,32548570,29927886,16526643,4220404,6504047,2654695,22097,1865852,249536,43253,9976,106742,0,178422,2896,1037010,238017,754832,32548570,3853075,1376879,117637,53350,1928007,377202,27804798,52219,10091686,785437,41565,1193900,24269,829994,24332,2273524,7096,88656,6705960,2428326,1045875,1031699,228293,664277,106605,181085,890697
