date,FA796000105.Q,FA795090005.Q,FA795013005.Q,FA795013005.Q,FA795000005.Q,FA794090005.Q,FA713011005.Q,FA713014003.Q,FA713012003.Q,FA793091005.Q,FA794010005.Q,FA793020005.Q,FA793030005.Q,FA793034005.Q,FA792050005.Q,FA794022005.Q,FA793069175.Q,FA793061105.Q,FA793061705.Q,FA793062005.Q,FA793063005.Q,FA794023005.Q,FA793068005.Q,FA793069005.Q,FA793065005.Q,FA793066005.Q,FA793092305.Q,FA793064105.Q,FA793081115.Q,FA793064205.Q,FA793040005.Q,FA543050005.Q,FA793070005.Q,FA793090005.Q,FA794194005.Q,FA794190005.Q,FA794110005.Q,FA793120005.Q,FA703130005.Q,FA634090005.Q,FA792150005.Q,FA794122005.Q,FA793169175.Q,FA423161705.Q,FA793163005.Q,FA794123005.Q,FA793168005.Q,FA793169005.Q,FA793192305.Q,FA653164205.Q,FA543140005.Q,FA583150005.Q,FA793170005.Q,FA793178005.Q,FA793190005.Q,FA793181105.Q,FA793164105.Q,FA793181115.Q,FA797005005.Q
1964:Q3,4889,3098,2959,2959,139,93307,102,0,-100,0,896,-44,352,0,3260,19804,-2112,12796,-424,5404,4140,39148,-512,3728,27688,8244,12,7560,252,228,0,0,156,21681,93168,93336,3364,22556,27448,0,1936,3952,1088,524,2340,-2248,-6256,4008,4,1372,4332,32216,40,272,-1908,-168,-164,-4,1791
1964:Q4,5023,9187,3068,3068,6119,112891,114,0,-592,0,5284,884,364,0,-1536,16284,1844,-164,3424,3188,7992,58724,20568,3964,27112,7080,4,12464,280,232,0,0,156,20229,106772,106660,244,-1040,37328,0,-412,4516,260,656,3600,4956,6016,-1060,92,1704,4440,33044,0,96,21692,112,76,36,-4164
1965:Q1,5683,-1387,3220,3220,-4607,75133,-3196,0,-60,0,-6048,-1528,436,0,3244,20856,4400,3268,988,5508,6692,43428,9112,1520,23492,9304,4,7872,332,84,0,0,156,9553,79740,79720,1704,4088,35252,0,3100,6472,3828,684,1960,-8096,-5636,-2460,4,2240,4268,35008,40,-404,-3956,20,-172,192,7070
1965:Q2,5893,6799,3298,3298,3501,123873,-2400,0,88,0,7016,68,440,0,-2396,14392,2788,-4576,564,6496,9120,70044,21976,8328,27396,12344,12,11704,272,100,0,0,152,24381,120372,120768,7408,8828,29300,0,-1596,7132,1940,4928,264,16352,12792,3560,-12,772,4796,35316,0,-724,13196,-396,-492,96,-906
1965:Q3,6157,1257,3354,3354,-2097,77319,510,0,240,0,-3056,268,468,0,2492,3956,-1248,-6300,1228,4844,5432,43084,2976,3032,29108,7968,12,8912,264,-72,0,0,164,20077,79416,80408,-5332,7636,30652,0,3724,1952,504,2232,-784,-4720,-6620,1900,-8,3284,4956,36576,40,920,728,-992,-1032,40,4900
1965:Q4,6715,17765,3410,3410,14355,133011,-852,0,412,0,3304,1808,484,0,-92,17604,-2632,7516,980,1936,9804,69772,28428,8076,27160,6108,-28,13588,312,-8,0,0,188,26519,118656,119564,-2124,8612,37476,0,-3052,2652,-1500,772,3380,14684,12124,2560,-8,2304,4744,38168,0,316,15792,-908,-880,-28,-11050
1966:Q1,7033,-2765,3435,3435,-6200,74248,-880,0,644,0,536,-1520,504,0,128,17080,2484,-2756,2764,3472,11116,38840,-284,4128,27112,7884,8,9356,368,84,0,0,220,8880,80448,79780,7112,2820,23696,0,-168,12584,6844,4176,1564,-9908,-6940,-2968,-4,4132,4576,40792,40,1376,-7268,668,288,380,9798
1966:Q2,6725,5490,3442,3442,2048,133808,-482,0,968,0,2660,-84,512,0,824,11228,-472,-6992,4064,4868,9760,72516,32496,9976,23536,6508,12,13848,380,144,0,0,248,31034,131760,130688,4200,18924,23388,0,-208,12136,252,10616,1268,13736,8948,4788,12,1764,4452,41588,40,-2456,13112,1072,628,444,1235
1966:Q3,6759,-365,3459,3459,-3824,60900,184,0,432,0,196,-12,512,0,1816,9440,3884,324,-2456,2656,5032,19372,-4812,1488,18516,4180,4,7516,344,308,0,0,264,20524,64724,65020,7224,-7260,12120,0,1040,6692,1536,3460,1696,-9300,-13480,4180,8,1880,4524,42548,40,232,5272,-296,-556,260,7124
1966:Q4,6667,24636,3504,3504,21132,128672,-70,0,924,0,5748,2056,612,0,2028,29988,5488,12664,1404,-520,10952,42848,17704,6492,13968,4684,12,16288,296,4,0,0,264,27674,107540,105992,7484,3348,22172,0,936,11932,6300,3760,1872,9120,11320,-2200,-100,2152,4788,44188,40,668,-736,1548,1188,360,-17969
1967:Q1,6440,-4294,3514,3514,-7808,89812,-2234,0,748,0,-7100,-396,508,0,2008,58828,8688,23696,4080,11964,10400,7072,-5432,-1052,12236,1320,12,12232,336,-96,0,0,264,17630,97620,97332,-10352,11672,50356,0,3100,6876,7596,-1920,1200,-14020,-10100,-3920,12,1972,4964,44196,40,1808,-3292,288,92,196,10734
1967:Q2,6678,7540,3650,3650,3890,120602,864,0,432,0,332,616,660,0,2552,18824,2596,-16196,5080,14792,12552,40132,13500,1400,19528,5704,12,16492,292,96,0,0,268,39030,116712,117616,460,2916,44120,0,3244,-3340,-12,-1860,-1468,540,2108,-1568,0,16,4852,45536,40,-3232,22464,-904,-960,56,-862
1967:Q3,6889,2798,3838,3838,-1040,129068,512,0,592,0,5116,364,824,0,-340,41020,-2032,22400,-8,5668,14992,39544,2424,5664,25412,6044,8,16572,284,16,0,0,276,24280,130108,130956,9584,32356,35388,0,1144,1248,584,-168,832,6364,3988,2376,0,2488,4888,47032,40,712,-10288,-848,-952,104,4091
1967:Q4,7217,59613,4189,4189,55424,194652,-1814,0,96,0,8532,772,1136,0,180,36512,2852,8300,3824,9344,12192,97268,55788,9952,24688,6840,8,13152,312,152,0,0,304,38042,139228,140296,10964,14336,32588,0,1104,10564,2828,4428,3308,7880,6336,1544,56,-96,4836,48056,40,-60,10028,-1068,-1100,32,-52396
1968:Q1,7573,-38222,4638,4638,-42860,63486,-5194,0,684,0,3136,-1040,304,0,2744,43968,7680,16892,3628,6424,9344,-10232,-38452,3412,20100,4708,16,12512,428,428,0,0,284,15448,106346,105622,4516,3436,32644,0,2900,12240,6468,5172,600,-13260,-10536,-2724,0,4120,4800,50368,40,1192,2626,724,488,236,45795
1968:Q2,7837,8854,4823,4823,4031,143498,-1018,0,-364,0,-4064,1560,552,0,420,10104,-1988,-3140,1696,6424,7112,74960,20760,17468,25516,11216,8,18308,348,-208,0,0,280,42612,139467,137839,7020,2576,16416,0,3336,8068,1736,6336,-4,14540,3472,11068,4,364,4768,52236,80,-1180,29611,1628,1336,292,-1017
1968:Q3,7862,5077,5023,5023,54,161326,944,0,132,0,10880,1724,1024,0,4084,46380,2932,18364,2944,11904,10236,50680,8844,4244,24976,12616,12,20252,224,44,0,0,296,24650,161272,161020,10596,37024,40848,0,1904,648,-64,960,-248,9744,2520,7224,20,3680,4788,53420,80,952,-2684,252,880,-628,2785
1968:Q4,7693,31591,5223,5223,26368,193698,1166,0,216,0,2356,1412,1136,0,3824,22388,1272,-5648,2800,13364,10600,89788,35460,10696,29524,14108,-4,25044,392,252,0,0,340,45388,167330,166414,3184,17400,43472,0,1896,8440,3800,2600,2040,11860,12072,-212,56,1884,4852,56720,40,-324,16934,916,1248,-332,-23898
1969:Q1,8334,-13822,5263,5263,-19085,79988,140,0,124,0,-3868,-708,-216,0,3100,4504,7792,-14848,1680,1136,8744,34068,264,196,25408,8200,8,15228,4152,576,0,0,384,22496,99073,89837,10704,-3788,7768,0,7380,13036,10640,4956,-2560,-20756,-6332,-14424,8,4216,4904,59764,40,1620,4941,9236,5312,3924,22156
1969:Q2,8047,4482,5259,5259,-777,186551,-496,0,-360,0,-6368,-1196,1352,0,1852,8036,6912,-15688,872,6208,9732,92912,26552,22216,30060,14084,20,25028,4064,700,0,0,432,60575,187328,176620,20256,8716,-668,0,7420,18928,11140,9664,-1876,18328,6848,11480,12,1820,4932,62088,80,-1788,36496,10708,6776,3932,3565
1969:Q3,7931,-4042,5350,5350,-9392,116903,896,0,100,0,11164,868,1028,0,6432,4508,11920,-15276,488,-312,7688,53360,-3364,21000,27152,8572,12,17260,3980,572,0,0,448,16275,126295,116023,6076,11588,-18748,0,7448,27640,12692,11780,3168,-13332,-7208,-6124,12,5040,4988,65500,80,1168,18563,10272,6492,3780,11973
1969:Q4,8039,29019,5332,5332,23687,195038,-2192,0,348,0,248,672,708,0,6036,27648,9128,6484,3452,-836,9420,76132,27172,17600,22952,8408,-4,27192,4164,592,0,0,424,53070,171351,165275,14744,15740,9012,0,6800,28616,10944,12576,5096,22744,7596,15148,-152,2248,5064,67104,80,-256,-6469,6076,1960,4116,-20980
1970:Q1,8076,4618,5315,5315,-697,154674,2342,1600,208,0,-1632,-1244,784,0,3820,35368,17164,-4652,4444,5832,12580,21800,-19312,14924,20688,5500,20,5548,4384,460,0,0,452,80764,155371,146815,6324,29652,15608,0,2004,29264,15808,15712,-2256,-11760,-8908,-2852,8,2008,5088,57912,40,2672,7995,8556,5388,3168,3458
1970:Q2,8029,11130,5432,5432,5698,165640,-1678,0,344,0,2444,-592,1216,0,-164,40240,2024,7116,3212,10924,16964,57044,16556,13396,22988,4104,12,11944,4172,1932,0,0,464,48262,159942,148334,-2060,15936,58156,0,1872,13644,5776,7032,836,6972,5520,1452,8,2092,5052,58900,40,-2328,-9950,11608,7776,3832,-3101
1970:Q3,8918,-2713,5640,5640,-8353,145446,-1012,0,352,0,2560,500,828,0,15548,36888,-16688,23060,7532,13568,9416,43928,16040,-2548,28036,2400,28,-1020,7732,-208,0,0,476,38846,153799,152499,-9644,44140,81820,0,1732,-6492,-17224,8048,2684,7316,4528,2788,12,2696,5220,60784,0,1520,-36605,1300,-6028,7328,11631
1970:Q4,9721,9020,5756,5756,3264,178704,-2558,0,300,0,7688,2220,1124,0,9128,71744,-3116,26312,11856,19916,16776,58036,20936,724,33672,2704,-4,20472,7780,-36,0,0,496,2314,175440,159492,-9520,-38724,63860,0,2172,12560,-3092,8348,7304,15356,7788,7568,-16,-496,5576,62412,40,476,45796,15948,8516,7432,701
1971:Q1,9487,7200,6171,6171,1029,221024,-838,0,484,0,-1808,-368,1164,0,400,63424,-5624,23916,6440,20252,18440,42216,-7928,6100,33956,10088,16,18916,4272,-520,0,0,292,93374,219995,215239,4324,27580,119016,0,7524,1052,-5608,684,5976,-10212,-2168,-8044,16,784,5928,63396,40,1824,-6033,4756,888,3868,2287
1971:Q2,10230,11983,6522,6522,5461,184300,-1380,0,600,0,4816,332,652,0,-532,27320,-4424,-8712,12808,14976,12672,81832,21296,972,48276,11288,24,21348,4084,44,0,0,112,45048,178839,168971,-7980,40876,80036,0,7668,4456,640,2764,1052,-5768,4824,-10592,12,216,6264,64920,40,-2512,-19257,9868,6176,3692,-1753
1971:Q3,11211,3292,6653,6653,-3361,201506,-968,0,508,0,-540,1528,1116,0,10320,15168,-488,-12384,5608,14196,8236,88072,7356,11036,56140,13540,28,20248,7772,104,0,0,200,57950,204867,194075,-9128,29592,61304,0,7964,17152,2832,10032,4288,-5904,-4400,-1504,24,-784,6444,66788,80,944,19599,10792,3500,7292,7919
1971:Q4,11537,20641,6722,6722,13919,228074,20,0,320,0,13204,1436,912,0,11484,71680,3204,19832,9520,16884,22240,103632,21244,7812,57300,17276,-12,19112,4344,-280,0,0,560,1662,214155,208147,-1792,-25856,67016,0,8884,21704,5256,10132,6316,19716,10160,9556,180,252,6484,68188,80,-400,43691,6008,2248,3760,-9104
1972:Q1,11998,2361,6648,6648,-4287,244873,-2334,0,1072,0,48,-1400,600,0,4228,40048,1612,-5128,12736,13776,17052,95672,13340,11096,51712,19524,28,16792,4676,-160,0,0,936,84667,249160,238508,-7696,32648,89984,0,14556,13756,1416,5824,6516,-10352,3428,-13780,12,972,6556,74504,80,868,22620,10652,6512,4140,9637
1972:Q2,12396,11484,6662,6662,4822,231128,500,0,684,0,-648,1420,1276,0,1436,27488,-6644,-8552,10760,12924,19000,115876,27576,2836,66480,18984,24,23772,4364,56,0,0,1336,53544,226306,218934,-2612,13144,84096,0,11980,14344,-2860,10560,6644,8120,6868,1252,12,-2528,6668,79060,80,-2392,8962,7372,3492,3880,912
1972:Q3,12188,8125,6805,6805,1320,236416,-236,0,536,0,-9432,936,1528,0,11684,27748,-1320,-4668,8380,11396,13960,120400,23220,11504,70736,14940,32,18660,7968,80,0,0,1380,55132,235096,218928,-21448,27932,89288,0,7768,10732,-1800,6940,5592,4996,9208,-4212,8,-504,6772,82556,80,1344,9404,16168,8836,7332,4063
1972:Q4,12824,17113,7338,7338,9775,331495,-112,0,452,0,12260,3384,1992,0,8836,72028,1136,28428,13988,8916,19560,176192,53672,20080,80240,22200,-112,25120,8260,-176,0,0,1072,22299,321720,302208,3080,23908,90196,0,6488,26784,6736,10312,9736,34068,21056,13012,212,-3784,6892,81640,80,208,32436,19512,12112,7400,-4289
1973:Q1,13580,15376,8099,8099,7277,295469,-460,0,428,0,-3592,-1888,2036,0,12568,8180,308,-14508,7824,4184,10372,162380,54144,13368,63448,31420,32,12232,2340,1144,0,0,832,99237,288192,266676,-6132,24316,118192,0,23728,19208,1808,11040,6360,-18576,-10740,-7836,-8,-48,7044,80300,40,2372,16240,21516,18876,2640,-1796
1973:Q2,13847,16665,8873,8873,7792,292280,-40,0,444,0,-5264,432,1924,0,4676,32384,4340,-11564,16844,8532,14232,165208,40668,15100,86480,22960,32,16052,5076,1152,0,0,672,69532,284488,263724,-18604,24904,80176,0,13884,35560,8000,25972,1588,17640,2312,15328,16,-1260,7228,79216,40,-2640,27564,20764,15204,5560,-2818
1973:Q3,13853,15140,9504,9504,5636,305485,72,0,332,6000,29164,684,-3220,0,7056,29208,5796,-5952,14536,7488,7340,161332,34592,30512,76140,20088,40,6484,2348,-208,0,0,564,65629,299849,273973,43916,-19288,65500,0,13620,40964,10112,26116,4736,7044,-2496,9540,28,-328,7268,81024,40,1008,33177,25876,23164,2712,-1287
1973:Q4,14302,24680,10037,10037,14643,281785,56,0,408,0,-12888,3068,2008,0,11336,90216,19252,27088,13776,17120,12980,126552,28868,9828,69292,18564,-36,21692,5044,1344,0,0,504,32481,267142,259758,-26420,36544,49796,0,12732,31628,7888,16596,7144,23752,8656,15096,216,-2876,7148,82864,40,-108,44442,7384,2316,5068,-10378
1974:Q1,14455,3170,10681,10681,-7511,262056,50,0,388,2000,-1540,-2496,340,0,20088,32456,12568,-11140,10152,10012,10864,107288,23332,17488,55476,10992,40,2924,8288,816,0,0,616,90798,269567,249647,13780,4300,94684,1052,18712,24120,16464,6836,820,-22344,-11764,-10580,-48,1040,6996,84100,80,2068,21107,19920,11948,7972,11285
1974:Q2,14194,23483,11291,11291,12192,313021,186,0,444,0,15424,456,3532,0,12308,42176,13832,-11744,12124,11480,16484,169972,60320,31616,66436,11600,44,9464,8724,1156,0,0,500,48635,300829,281565,-2136,17832,91392,1228,23772,40192,10064,23748,6380,17492,-1316,18808,-8,-400,6820,87120,80,-2688,869,19264,10388,8876,-9289
1974:Q3,14763,-2255,11889,11889,-14144,269031,332,0,580,2000,18428,1312,2952,0,12112,51156,20812,7576,9244,-1792,15316,133476,30920,37012,53976,11568,44,6124,8028,2800,0,0,484,29203,283175,275715,26292,-4364,50848,3264,6272,63548,18344,36508,8696,5684,-6912,12596,-4,-136,6912,91132,80,1176,25011,7460,-372,7832,17018
1974:Q4,14319,21548,12283,12283,9265,157726,-174,0,732,0,-41600,3368,6576,0,10752,64436,5668,20276,12568,8452,17472,84340,28060,21832,35888,-1440,48,8408,5472,-204,0,0,540,15032,148461,135853,-53272,10056,74728,3972,6564,40676,8916,17248,14512,9140,1116,8024,-12,-300,7288,92476,80,-216,-55327,12608,6920,5688,-7229
1975:Q1,14723,2417,12306,12306,-9889,224178,100,0,804,2000,14864,-1008,4104,0,8624,90700,92,42264,11872,712,35760,-11652,-40648,-2276,31444,-172,48,7816,8284,-740,0,0,648,99586,234067,218943,-3900,12836,101444,4964,6060,17824,1904,10380,5540,-34264,-18132,-16132,136,2316,7612,94988,80,1792,7055,15124,6892,8232,12306
1975:Q2,14728,13963,12418,12418,1545,202720,32,400,936,0,-14452,1228,3008,0,10772,102908,-17856,51244,12528,10608,46384,39080,-7744,3560,44712,-1448,56,10916,9120,-416,0,0,708,38424,201175,181803,-56880,53036,93040,164,6384,3808,-3320,4532,2596,912,1964,-1052,88,-848,7880,97824,80,-3452,-20233,19372,10740,8632,765
1975:Q3,14727,-3130,12766,12766,-15896,232893,370,0,988,0,11740,260,500,0,-42200,72472,-9256,54956,11200,6788,8784,66488,-14836,18784,48260,14280,56,6252,9548,2512,0,0,668,103239,248789,229513,39768,-1828,74616,188,-29984,10216,-5952,8464,7704,-19884,-14976,-4908,84,-1096,8080,101544,80,672,47057,19276,10276,9000,17857
1975:Q4,16184,32555,13091,13091,19464,283637,154,0,1136,800,-2400,4420,1180,0,23920,116416,5048,47124,15376,12840,36028,89792,10420,11316,51720,16336,68,12184,9884,192,0,0,568,25323,264173,251385,-31892,13592,87872,-252,2276,48620,12608,14204,21808,15400,532,14868,44,-1804,8204,98692,80,-36,10589,12788,3104,9684,-16371
1976:Q1,17127,5613,13501,13501,-7888,333099,966,0,740,0,-2976,-1640,1252,620,1592,124640,2172,56004,15840,3148,47476,76596,-23820,19828,66040,14548,60,7920,6616,104,0,0,1028,115581,340987,328067,-6060,34484,112352,268,20052,15352,2068,11556,1728,-12572,-4420,-8152,92,-1876,8348,101844,80,2164,53539,12920,8484,4436,11514
1976:Q2,17963,13899,13723,13723,176,306771,1524,0,620,400,13564,1944,2784,-264,3020,90328,3180,33812,8908,21324,23104,149656,21256,28180,81084,19136,64,7108,5996,-308,0,0,1228,29107,306595,296387,-10176,40716,96908,-1128,12832,24868,1924,13564,9380,788,6384,-5596,160,-4132,8504,99564,80,-1452,28855,10208,4924,5284,4064
1976:Q3,18769,17752,14002,14002,3750,326747,-640,1200,508,0,772,-1556,1780,40,10384,91708,-4052,47248,16296,9360,22856,138292,-172,28528,86944,22992,68,7792,6552,776,0,0,1308,67763,322997,312101,19060,532,85480,-36,36376,26228,1884,17132,7212,-2668,-2780,112,160,-3008,8672,109160,80,924,31141,10896,5488,5408,1017
1976:Q4,19575,42543,14186,14186,28357,368323,-1326,1600,540,400,-20624,3192,3860,824,48824,106480,21680,46252,-1420,18632,21336,171292,38508,22068,87936,22780,-500,8116,9256,1084,0,0,1276,34029,339966,322766,-55440,24720,135880,-68,26912,45548,18240,16316,10992,33912,18948,14964,-120,-1072,8860,113764,80,456,-10666,17200,8112,9088,-22968
1977:Q1,21374,8334,14513,14513,-6179,409339,94,0,476,0,11164,-3316,3324,740,-6276,87900,8908,14592,24168,17364,22868,150444,17024,18432,84572,30416,84,6764,7964,660,0,0,1260,148057,415518,403278,1584,41132,145960,224,21572,34972,6448,22408,6116,-44616,-10356,-34260,168,-1644,8992,119564,80,604,74686,12240,5848,6392,13040
1977:Q2,23056,31602,14929,14929,16673,446687,-322,0,568,400,300,1992,5848,-552,18676,107852,20784,7844,13744,31224,34256,204248,23808,19484,123152,37804,84,10468,6740,1280,0,0,1268,87837,430014,419766,1292,34112,105644,-68,19276,56252,17992,20460,17800,11852,3392,8460,124,3152,9060,113088,80,976,64926,10248,4460,5788,-8546
1977:Q3,24552,12902,15490,15490,-2588,394305,-76,0,500,0,-10724,888,5072,100,8660,75092,2776,704,11764,27620,32228,260800,32780,59856,131260,36904,88,10488,6920,-716,0,0,1304,35909,396893,385949,-1912,36136,113156,80,22364,30348,664,23132,6552,9348,13892,-4544,116,2004,9344,123940,80,1104,39841,10944,5940,5004,11650
1977:Q4,25996,46736,16472,16472,30264,433785,480,200,500,400,19108,4524,5496,452,29736,110696,30416,6136,17464,15708,40972,243900,41800,36008,129564,36528,0,13988,13792,276,0,0,1360,-11123,403521,384541,-22212,8900,130524,1696,5472,71816,26080,26264,19472,51448,16448,35000,-220,-864,9844,115624,40,1012,11461,18980,6980,12000,-20740
1978:Q1,27046,14407,17382,17382,-2975,434049,246,0,440,400,-3960,-4112,10380,564,-2252,62752,28,-7484,17988,15596,36624,196380,34704,21276,103468,36932,76,10564,6968,268,0,0,1416,153919,437024,428380,-12344,13296,139172,6932,54748,40228,4056,28532,7640,-26312,-17280,-9032,80,2188,10412,131668,80,884,67348,8644,2232,6412,12639
1978:Q2,29097,34951,19500,19500,15451,566375,142,0,496,-7848,10644,1976,17252,40,2500,146088,20880,36960,16888,29188,42172,283952,52236,36432,138056,57228,72,12652,9776,956,0,0,1468,86209,550924,539208,25048,67348,108056,5356,3756,69496,19092,39028,11376,36744,13592,23152,164,-1792,11048,122676,80,1268,89960,11716,2400,9316,-5854
1978:Q3,30280,37627,20880,20880,16747,489034,82,200,472,152,1484,2356,12256,808,-2384,89404,-1552,-792,26760,27364,37624,281420,26816,64168,144348,46088,80,15172,6368,-1908,0,0,1508,81564,472287,464263,32496,39492,110588,5792,11416,34456,-4752,36532,2676,21364,-264,21628,152,-2184,11188,132240,80,1220,65963,8024,2060,5964,-7347
1978:Q4,30753,60969,22240,22240,38729,538739,9128,0,592,676,29888,4540,8032,1708,35048,105592,48964,-19148,20120,26780,28876,285208,69820,31536,144840,39012,-112,13300,10640,-1160,0,0,1528,34131,500010,485294,-24508,-37904,126992,9604,-10944,90648,37376,42600,10672,45676,6624,39052,-208,-1712,10824,138112,120,448,138146,14716,5392,9324,-30216
1979:Q1,30132,15270,23933,23933,-8663,524738,4746,0,1308,7348,-12484,-4892,10276,116,28052,120268,28540,23284,19480,18292,30672,213768,35536,20196,117352,40684,88,11440,6996,2488,0,0,1804,133416,533401,525289,66016,-10164,98032,28848,91164,74964,24248,43952,6764,-41876,-11688,-30188,268,-180,10600,135796,200,452,71169,8112,1608,6504,14862
1979:Q2,30676,55175,24869,24869,30306,639358,-836,2000,1468,7720,1360,3636,8552,1416,47600,122924,43296,14720,24548,13628,26732,305584,64288,53644,147276,40376,92,13680,5736,368,0,0,1992,116066,609052,595444,17360,72356,42716,31580,67016,82896,38272,40336,4288,43988,21280,22708,496,492,10520,138480,120,332,87092,13608,6716,6892,-24499
1979:Q3,29705,49984,26818,26818,23166,571166,-6042,0,1200,4764,-5216,672,18480,1892,26132,134656,36096,308,27480,29244,41528,355748,73856,78012,155868,48012,96,22020,11148,1056,0,0,2032,2528,548000,535172,5116,59304,116360,33116,15912,64868,20556,44880,-568,26272,4332,21940,492,-1644,10376,138028,120,168,66684,12828,1072,11756,-20279
1979:Q4,28254,52777,28319,28319,24458,454398,1022,0,1064,604,24820,7804,17760,2516,21088,92440,34100,-2940,29928,20916,10436,241292,47488,30940,123592,39272,-116,24132,14780,248,0,0,1912,3032,429940,410972,2420,25856,101796,44080,-49016,98468,24272,60060,14136,36952,-628,37580,120,-2000,10156,145080,160,-364,-2736,18968,2256,16712,-24523
1980:Q1,25452,48236,30476,30476,17760,536258,4160,4672,1044,9140,-2620,-1684,10132,1020,-27716,175088,27004,68816,14648,9304,55316,216032,26340,64456,104632,20604,108,13509,5556,3388,0,0,1960,122469,518498,513938,35128,-20488,101148,62376,15672,79456,14712,55796,8948,-20140,-7764,-12376,580,-2408,9960,183364,240,180,68870,4560,2728,1832,-22784
1980:Q2,24058,39240,30570,30570,8670,549440,-990,200,684,2088,3412,2056,15296,1828,74624,201700,24900,52704,43492,27576,53028,37924,-20880,18756,66904,-26856,116,24186,49108,2496,0,0,2000,132712,540770,488626,-120552,36932,100116,66424,80536,62168,11836,34572,15760,7480,-364,7844,588,5372,9776,198228,400,596,40562,52144,1252,50892,-15182
1980:Q3,24518,37509,31946,31946,5563,470866,1060,1000,520,9352,-22240,-3232,14312,4168,-2372,132004,-12060,49064,35244,33948,25808,175616,39048,26000,106724,3844,112,19192,13040,2184,0,0,1996,124154,465303,449427,-69748,39316,150716,8740,12888,44120,5680,30172,8268,18816,-5156,23972,880,3336,9596,218316,400,468,11583,15876,1984,13892,-12991
1980:Q4,26740,56586,33471,33471,23115,698061,8540,-3000,716,-2296,9684,5684,9328,2188,62040,123856,35464,-7360,41088,23524,31140,299904,106540,65928,112796,14640,-152,30845,4100,1208,0,0,1980,143436,674946,665178,-5176,12940,219824,-12736,14672,77856,19472,53800,4584,56040,10832,45208,-128,1704,9400,229836,400,-304,60850,9768,5984,3784,-29846
1981:Q1,25747,23997,34870,34870,-10873,600574,4794,1200,688,17320,-16636,-4288,42120,4832,-4196,221276,39928,124160,38356,-1732,20564,124684,-3800,36132,76140,16212,128,27137,16356,-800,0,0,2456,163502,611447,591223,-28820,42500,71308,147992,93964,56188,30956,27032,-1800,-37180,-10348,-26832,-100,3956,9296,193268,400,-712,39163,20224,6272,13952,1750
1981:Q2,24467,48862,36436,36436,12426,645296,208,1000,616,23644,-3844,-880,7424,8512,23484,128952,65880,-20524,34708,16700,32188,294456,102652,77404,95644,18756,128,24755,18676,-1096,0,0,2760,116500,632870,614706,-1868,23036,108956,63576,4284,106228,43352,54424,8452,42308,20860,21448,720,4404,9260,188020,400,-924,66306,18164,-1144,19308,-24395
1981:Q3,22704,-1310,38210,38210,-39520,689815,-1732,1000,620,26612,20124,3816,33036,9568,36732,185824,69588,27988,50988,17660,19600,239816,63944,64284,81308,30280,148,26475,25332,-1460,0,0,2816,81088,729335,706511,18872,-10796,142300,139012,15272,117880,44444,67360,6076,31540,-1972,33512,720,1816,8920,196728,400,-888,44735,22824,-1560,24384,24014
1981:Q4,21875,61312,40455,40455,20857,708764,-1508,0,676,9444,-24940,1156,24716,9980,173372,221604,38508,117000,14980,20952,30164,247736,129484,49400,57932,10920,64,30192,-16996,-1808,0,0,2136,32940,687907,666639,-113316,57364,231667,88980,172596,67052,11968,33312,21772,38948,10080,28868,-76,3652,8272,176620,400,-504,-65015,21268,35476,-14208,-39437
1982:Q1,19091,75419,40967,40967,34452,543746,276,1000,620,24192,15600,-9368,1788,4084,-56494,197666,20352,81840,62692,-5008,37790,172975,77843,9828,60200,25104,164,18136,7576,1484,0,0,2228,161819,509294,503738,-85336,11512,239570,36256,-9332,56040,2824,41700,11516,-27132,-15584,-11548,-468,6720,7528,189252,400,-364,79093,5556,408,5148,-56328
1982:Q2,21895,46273,41110,41110,5163,683481,154,1000,560,18648,-3640,2500,24608,276,18434,178093,57188,2088,74532,13604,30681,250349,116525,47332,67476,19016,-1464,18630,5656,4604,0,0,2128,162944,678318,672962,-89887,-21388,209390,48020,-14260,133816,52196,72472,9148,29172,3952,25220,1480,7040,6680,209836,400,148,152515,5356,924,4432,-24378
1982:Q3,22553,-24875,41275,41275,-66150,751213,-170,1600,540,-16832,-16964,4116,46108,-792,75555,226376,-38236,138864,69052,23888,32808,183776,72116,28548,73196,9916,-1340,28633,55100,5960,0,0,2076,157470,817362,740846,-91380,86700,195605,106488,82344,62288,-28644,77492,13440,28,5528,-5500,196,10432,6540,234940,600,784,45281,76516,22920,53596,47428
1982:Q4,25680,89166,41926,41926,47240,685318,1844,1600,524,3480,14048,6136,-27924,56,44137,376940,-8784,216396,68172,49600,51556,139281,31069,17064,71600,19548,-308,100776,18440,7504,0,0,2068,-3285,638078,582358,-43420,74168,234934,-56272,81968,105512,13336,66236,25940,27164,10692,16472,1964,13760,7104,234524,600,1000,-100648,55720,29196,26524,-63486
1983:Q1,29526,63944,42495,42495,21449,556959,-2868,0,680,-10628,-2268,-12092,-18016,5184,-5762,185708,-13492,112760,64268,-26236,48408,156203,13895,-18384,129704,30988,-1448,53930,-9104,-1624,0,0,2044,217020,535510,554234,-55540,95600,212125,-126412,-46028,52236,-19128,59272,12092,-42024,1576,-43600,-32,20912,7540,242576,368,4,192909,-18724,-5592,-13132,-34418
