date,FA796000105.Q,FA795090005.Q,FA795013005.Q,FA795013005.Q,FA795000005.Q,FA794090005.Q,FA713011005.Q,FA713014003.Q,FA713012003.Q,FA793091005.Q,FA794010005.Q,FA793020005.Q,FA793030005.Q,FA793034005.Q,FA792050005.Q,FA794022005.Q,FA793069175.Q,FA793061105.Q,FA793061705.Q,FA793062005.Q,FA793063005.Q,FA794023005.Q,FA793068005.Q,FA793069005.Q,FA793065005.Q,FA793066005.Q,FA793092305.Q,FA793064105.Q,FA793081115.Q,FA793064205.Q,FA793040005.Q,FA543050005.Q,FA793070005.Q,FA793090005.Q,FA794194005.Q,FA794190005.Q,FA794110005.Q,FA793120005.Q,FA703130005.Q,FA634090005.Q,FA792150005.Q,FA794122005.Q,FA793169175.Q,FA423161705.Q,FA793163005.Q,FA794123005.Q,FA793168005.Q,FA793169005.Q,FA793192305.Q,FA653164205.Q,FA543140005.Q,FA583150005.Q,FA793170005.Q,FA793178005.Q,FA793190005.Q,FA793181105.Q,FA793164105.Q,FA793181115.Q,FA797005005.Q
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,2215,1704,979,979,725,34597,-5,0,73,0,2666,256,29,0,108,5234,471,-468,-62,1619,3674,15027,5076,1450,7831,670,22,632,127,0,0,0,110,10318,33872,33651,2424,7228,4951,0,-6,1071,447,238,386,-255,-278,23,41,266,2555,13803,10,230,1333,221,200,21,511
1952:Q1,2449,649,922,922,-273,42299,2372,0,88,0,-256,-256,1476,0,1576,16148,1020,9092,-488,1896,4628,6984,328,-1460,6448,1668,0,1360,96,0,0,0,104,12607,42572,42272,1768,14788,7528,0,896,16,900,-448,-436,-2516,-648,-1868,0,524,2612,16036,40,964,-384,300,192,108,1800
1952:Q2,2578,3278,935,935,2343,31355,224,0,92,0,-3676,328,64,0,-236,4908,-712,-1176,-512,1812,5496,18904,4492,1576,7996,4840,0,1692,100,0,0,0,100,8855,29012,28888,-5164,3516,8104,0,-788,1312,588,396,328,4184,4140,44,4,512,2752,15460,0,-332,-672,124,36,88,-700
1952:Q3,2716,3091,850,850,2241,52809,-20,0,108,0,8952,-40,68,0,2052,8036,644,-416,1512,1384,4912,13968,-560,3280,8244,3004,4,2460,80,0,0,0,96,17045,50568,50036,13924,11480,6860,0,1540,868,608,372,-112,-1884,-2060,176,8,524,2924,15556,160,660,-2584,532,472,60,-375
1952:Q4,2829,3132,923,923,2209,35581,-616,0,124,0,-5656,440,68,0,-1092,10648,236,3024,908,1512,4968,23928,7060,2884,7808,6176,4,800,124,0,0,0,92,6717,33372,33580,-10852,-3668,10276,0,-1512,-484,-672,-92,280,6008,5264,744,0,460,3092,15876,40,64,14280,-208,-320,112,-303
1953:Q1,2757,2295,1146,1146,1149,38365,-2504,0,56,0,2908,-516,68,0,1804,9408,720,1016,-180,2364,5488,12416,-1084,136,6704,6660,0,2360,160,0,0,0,76,12129,37216,36416,3788,4836,8380,0,2308,1780,624,-416,1572,-3424,-2504,-920,8,492,3064,16220,40,-632,-444,800,656,144,462
1953:Q2,2739,3618,1161,1161,2457,16885,-392,0,112,0,-4504,-56,76,0,-1872,-4052,-676,-7008,-1744,768,4608,16396,1172,1864,9524,3836,4,2404,128,0,0,0,64,8577,14428,13648,-5276,-10848,10032,0,-2316,1800,-456,60,2196,1176,1140,36,8,332,2968,16436,40,-456,-248,780,660,120,-879
1953:Q3,2864,2640,1197,1197,1443,59023,-1340,0,72,0,1976,484,72,0,780,22196,800,14196,832,1880,4488,14824,1880,1764,8792,2388,4,2220,88,0,0,0,52,17595,57580,56924,6368,17812,7312,0,756,2680,1056,476,1148,1792,1364,428,8,336,2852,16668,40,964,-664,656,572,84,224
1953:Q4,2916,3356,1185,1185,2171,28939,-444,0,88,0,-1088,884,76,0,-1000,14276,264,-1084,7340,3248,4508,5712,-5576,952,8396,1940,4,792,100,0,0,0,40,9499,26768,26804,-6444,-11672,11192,0,-784,484,4,-104,584,1680,896,784,-20,372,2748,17040,0,2000,10208,-36,-156,120,-440
1954:Q1,2835,2445,1190,1190,1255,23443,-232,0,164,0,-3088,-784,88,0,-192,11692,1024,284,1584,3768,5032,3568,-2176,-852,7620,-1024,0,596,220,0,0,0,44,11367,22188,22528,-4232,2072,11048,0,148,160,928,-908,140,-4224,-3248,-976,12,340,2820,16208,40,-948,-916,-340,-512,172,390
1954:Q2,2939,5279,1184,1184,4095,44099,-152,0,96,0,112,228,88,0,-896,14800,-420,10308,-3292,4168,4036,15396,1708,1396,10616,1676,4,1516,140,0,0,0,52,12715,40004,40508,440,5384,12072,0,-196,152,-364,388,128,3796,3428,368,4,200,2952,16044,0,-1468,1128,-504,-540,36,-2340
1954:Q3,2955,4447,1208,1208,3239,40815,-468,0,48,0,-1180,120,64,0,152,9872,252,7316,-5496,3360,4440,15704,1480,2012,11512,700,0,1288,112,0,0,0,60,15043,37576,38204,1612,8264,8908,0,1212,-392,-148,532,-776,772,372,400,16,496,3076,15676,40,1124,-2600,-628,-708,80,-1492
1954:Q4,3096,6588,1205,1205,5383,44347,-392,0,56,0,-1672,452,44,0,-1160,14752,-816,2504,6928,2380,3756,21864,1420,4236,13548,2660,4,1228,164,0,0,0,76,8931,38964,39072,-5864,2836,10168,0,-1244,-576,188,-80,-684,2780,1664,1116,32,648,3156,16100,0,216,10820,-108,-588,480,-3492
1955:Q1,3396,158,1396,1396,-1238,35902,28,0,48,0,2484,-624,100,0,3060,-2888,996,-10340,500,3560,2396,21172,3132,-732,13468,5304,0,1244,228,0,0,0,80,10970,37140,36896,2192,5048,8756,0,2612,1284,956,-44,372,-1080,-432,-648,12,508,3124,16528,0,-1080,-1008,244,48,196,3238
1955:Q2,3460,3895,1485,1485,2410,42662,-268,0,20,0,-2132,280,124,0,-1808,-8436,144,-8556,-3524,376,3124,37136,10568,2804,15756,8008,8,1356,172,0,0,0,88,16122,40252,40836,-1276,1492,9348,0,-2452,1256,264,1300,-308,3224,2404,820,8,464,3044,16920,0,-1320,10128,-584,-744,160,-435
1955:Q3,3443,4808,1580,1580,3228,46320,156,0,16,0,4768,444,140,0,1936,-5468,-48,-6708,-2140,1568,1860,31900,6464,3716,15620,6100,4,1212,120,0,0,0,96,10996,43092,43276,6724,3768,6152,0,1668,1556,-124,1004,676,1892,508,1384,12,728,3028,17028,0,744,-24,-184,-288,104,-1365
1955:Q4,3475,3987,1655,1655,2332,45100,-104,0,8,0,-256,696,160,0,-808,1004,-836,-6708,2996,756,4796,32464,10448,2804,13840,5372,0,3376,160,0,0,0,104,8296,42768,42624,-2816,-984,9564,0,-1736,1464,-1040,1656,848,3320,2896,424,12,588,3084,17236,40,160,12692,144,12,132,-512
1956:Q1,3560,1525,1600,1600,-75,41801,228,0,28,0,224,-1048,100,0,2460,5040,2512,-3348,192,2196,3488,20232,4188,116,12272,3656,4,1368,316,0,0,0,116,12733,41876,41976,-8,9880,8900,0,3156,5048,2308,468,2272,-3076,-2092,-984,8,1204,3168,18016,40,-364,-3996,-100,-408,308,2035
1956:Q2,3713,4582,1641,1641,2941,33565,340,0,68,0,-3060,20,104,0,-2464,-11656,-808,-12792,-2096,828,3212,27364,8236,556,14024,4548,8,3480,192,0,0,0,128,19041,30624,29712,-4044,-2500,11516,0,-2940,1712,-72,864,920,520,656,-136,8,108,3276,18236,40,-936,4716,912,764,148,-869
1956:Q3,3839,4139,1698,1698,2441,39885,328,0,56,0,4592,-12,104,0,1864,3536,-268,-1516,-868,1420,4768,20524,2128,3168,13532,1696,0,2848,132,0,0,0,140,5773,37444,36684,8260,-1464,6360,0,2772,2176,232,992,952,-564,-584,20,12,1364,3220,18656,0,1380,-5488,760,668,92,-300
1956:Q4,3844,4359,1714,1714,2645,45077,148,0,80,0,768,940,116,0,-1972,8088,-804,2444,1556,816,4076,21624,5404,2104,11824,2292,0,2748,168,0,0,0,156,12213,42432,42024,-1284,1772,10936,0,-2988,28,-620,-420,1068,2376,920,1456,-40,468,3004,19348,0,688,7716,408,240,168,-515
1957:Q1,3666,167,1677,1677,-1510,45050,1544,0,76,0,-3428,-920,128,0,2812,15320,1892,5448,1140,1456,5384,12688,164,964,9368,2192,4,3448,284,0,0,0,156,12938,46560,44864,-5636,10196,14812,0,3568,5724,2368,1620,1736,-5192,-3256,-1936,12,892,2792,21260,40,-400,-3204,1696,1132,564,3499
1957:Q2,3553,3921,1683,1683,2238,42470,1256,0,88,0,2700,432,128,0,-692,-10880,-848,-18328,-700,2572,6424,24008,8956,2056,9304,3692,8,2252,172,0,0,0,160,22838,40232,40524,2116,-7400,12900,0,-1112,2376,-920,2440,856,520,884,-364,8,860,2580,22028,0,-764,6412,-292,-408,116,-368
1957:Q3,3615,3937,1723,1723,2214,47018,88,0,76,0,40,144,136,0,-248,19540,12,11144,-140,1980,6544,15808,-572,3316,10492,2572,0,5384,148,0,0,0,160,5742,44804,43000,3040,3028,7960,0,148,3584,1112,772,1700,916,220,696,8,860,2548,23192,0,996,-3280,1804,1716,88,-322
1957:Q4,3594,4425,1695,1695,2730,45906,560,0,80,0,20,820,132,0,-652,7312,648,-7540,3132,3228,7844,13352,184,1548,9784,1836,4,5368,188,0,0,0,164,18558,43176,41660,-3388,-7736,13520,0,-2660,2140,620,864,656,2000,1320,680,-60,728,2684,23972,40,900,9520,1516,1380,136,-831
1958:Q1,3466,3199,1666,1666,1533,52617,-1588,0,144,0,-4712,-444,148,0,2024,33412,2884,16428,3340,4460,6300,3408,-5748,1204,9016,-1064,12,2568,296,0,0,0,156,17193,51084,50836,-7672,11216,23508,0,2268,3824,3176,-472,1120,-2268,76,-2344,4,1304,2856,21956,0,508,-6668,248,0,248,267
1958:Q2,3505,4406,1605,1605,2801,73653,-4184,0,84,0,696,408,148,0,-564,31860,960,18144,-2064,6816,8004,16748,4860,1676,10380,-168,0,3424,160,0,0,0,148,24725,70852,71440,-1292,14044,20544,0,4,-2164,-1352,-404,-408,6496,5216,1280,0,1812,3056,21044,0,-1280,9176,-588,-644,56,-901
1958:Q3,3543,3994,1585,1585,2409,19645,-2108,0,64,0,780,68,152,0,-252,10172,-628,3576,1256,2996,2972,10464,-5568,2496,13924,-388,0,1880,144,0,0,0,144,-1863,17236,18144,5636,-14300,10352,0,1320,-1672,-1228,884,-1328,-6508,-7192,684,0,1488,3112,22112,40,584,-4020,-908,-980,72,-451
1958:Q4,3778,3831,1642,1642,2189,65701,-1132,0,60,0,244,932,152,0,-3164,13088,-1924,6408,1448,1964,5192,32964,10920,4492,15444,2108,8,3776,172,0,0,0,144,18457,63512,64416,-1776,12420,13044,0,-3584,-1176,-1592,368,48,6400,4924,1476,36,1028,3044,21776,0,440,12764,-904,-960,56,-53
1959:Q1,4308,2419,1737,1737,682,48082,-364,0,48,0,244,-508,204,0,3332,3536,1068,-1484,-1244,2900,2296,18848,-1312,2088,13452,4620,4,3968,376,0,0,0,160,18234,47400,46736,1972,6092,9816,0,4352,2740,1608,484,648,-1324,-1044,-280,0,1724,3076,23676,40,-616,-4812,664,352,312,1889
1959:Q2,4415,4905,1795,1795,3110,61374,-2948,0,132,0,1388,308,208,0,-312,-4856,84,-11264,-936,2388,4872,40400,13292,4620,15812,6676,0,4896,200,0,0,0,176,21782,58264,58460,1300,620,11956,0,1020,5340,1036,3500,804,3992,2980,1012,8,1224,3084,23844,0,-1240,7312,-196,-344,148,-490
1959:Q3,4663,2628,1862,1862,766,47754,-1412,0,120,0,-2592,-40,224,0,-1224,3504,628,-3464,496,2048,3796,38228,9008,3988,17360,7872,4,5996,148,0,0,0,192,4606,46988,45876,924,5308,5972,0,-2212,3912,-624,3252,1284,3408,2752,656,8,1484,3332,26072,40,544,-2916,1112,1008,104,2035
1959:Q4,4753,3234,1864,1864,1370,52994,304,0,8,0,1496,920,236,0,-1920,-5528,-2316,-11072,-8,1792,6076,38820,12656,4816,16104,5244,8,5848,180,0,0,0,204,12418,51624,51500,-2136,-3920,8476,0,-2756,3420,600,1596,1224,5128,8912,-3784,-12,1244,3756,25300,0,68,12932,124,-56,180,1519
1960:Q1,4751,3986,1979,1979,2007,43527,-168,0,116,0,196,-896,196,0,4272,-2200,4996,-12916,1872,1392,2456,22332,-160,2152,13928,6412,4,4868,492,0,0,0,192,14123,41520,39904,1388,860,8716,0,6928,10036,5616,-652,5072,-7168,-3632,-3536,8,1272,3672,23972,40,-4,-9816,1616,1156,460,765
1960:Q2,4765,6155,2004,2004,4151,62355,-440,0,56,0,-3092,492,208,0,436,6248,1240,-1316,616,1156,4552,33092,8556,5576,13516,5444,4,6548,180,0,0,0,168,18455,58204,57068,-2816,4172,14196,0,-1724,5280,160,2624,2496,1644,2276,-632,20,1412,3436,23780,0,408,7260,1136,976,160,-1390
1960:Q3,4698,5941,1962,1962,3979,61879,-2652,0,84,0,4960,-48,220,0,-304,24720,420,15116,648,3028,5508,23416,-632,3724,15440,4884,8,6932,156,0,0,0,140,4247,57900,56612,8960,4960,17452,0,-1340,3524,604,456,2464,656,-860,1516,8,1072,3000,23436,0,1840,-6956,1288,1092,196,-1243
1960:Q4,4826,7635,1936,1936,5699,59091,-3652,0,92,0,-5700,988,232,0,-2212,17444,-260,6688,1888,2600,6528,25640,4500,5284,13584,2272,4,6036,212,0,0,0,108,19899,53392,52920,-8676,-2368,20792,0,-3964,3956,520,524,2912,3612,356,3256,20,440,2500,23500,0,1664,11444,472,272,200,-2809
1961:Q1,5006,4291,1884,1884,2407,43683,-1298,0,44,0,-5044,-312,260,0,3884,21008,4096,7020,1528,4920,3444,13276,-3900,616,12164,4396,0,2444,544,0,0,0,80,8797,41276,42640,-5872,6632,23120,0,4920,3636,3764,-1928,1800,-11296,-6564,-4732,20,1716,2668,23556,40,-248,-6252,-1364,-1864,500,715
1961:Q2,4853,7385,1926,1926,5459,65427,766,0,112,0,764,696,268,0,-4316,13360,80,7000,360,-124,6044,22144,2712,5152,15116,-836,8,7164,188,0,0,0,60,24213,59968,60548,216,1756,24044,0,-4088,1492,-780,1344,928,4272,-4,4276,4,1320,3084,23860,0,-2292,6880,-580,-692,112,-2532
1961:Q3,4884,4599,1960,1960,2639,74623,-780,0,500,0,3492,580,276,0,4560,30328,272,18580,-380,7224,4632,29084,5360,4060,18272,1392,4,5680,192,0,0,0,48,659,71984,72876,6300,14712,17168,0,5224,1036,-812,2168,-320,2312,3996,-1684,8,1548,3596,23812,0,-520,-2320,-892,-996,104,285
1961:Q4,4949,10467,2056,2056,8411,80063,-1752,0,92,0,5556,1072,288,0,-5204,9008,-2520,-928,1896,3380,7180,44600,12652,7088,20752,4108,4,6848,216,0,0,0,48,19287,71652,73532,2936,996,18624,0,-5392,1644,-64,1228,480,9828,7848,1980,132,2100,4068,23736,0,-828,15688,-1880,-1876,-4,-5518
1962:Q1,5251,3980,2161,2161,1819,58879,-904,0,12,0,-4512,-816,276,0,6180,28116,5476,9144,2528,7180,3788,14928,-1408,-2464,15508,3292,12,6840,188,144,0,0,168,8247,57060,56552,-7656,5576,33216,0,5676,5528,3252,1596,680,-9620,-5896,-3724,16,1656,4012,24164,40,1264,-7320,508,392,116,1271
1962:Q2,5507,5277,2238,2238,3039,74979,-44,0,40,0,-168,432,284,0,-4168,13928,-420,-924,1948,6364,6960,33872,4576,1992,21288,6016,4,9780,180,352,0,0,232,20255,71940,71440,-908,5028,27996,0,-4532,952,144,1444,-636,4648,-240,4888,4,1900,3828,23712,0,-392,9204,500,400,100,230
1962:Q3,5549,3739,2244,2244,1495,72863,-1664,0,-192,0,7696,476,300,0,3044,8780,848,-196,-728,3724,5132,39704,8120,4108,22952,4524,4,5216,180,232,0,0,240,8847,71368,71568,11232,464,21648,0,3312,3080,1520,2356,-796,3724,2024,1700,8,560,3516,23372,40,1220,-608,-200,-276,76,1810
1962:Q4,5412,9339,2172,2172,7167,99995,-1070,0,68,0,2672,1200,304,0,-1980,22000,-1752,6328,3696,5764,7964,53084,16616,6432,24064,5972,8,6660,200,88,0,0,192,16569,92828,92600,-4220,10420,31708,0,-2868,3016,-212,1152,2076,10292,10444,-152,-92,884,3212,23992,0,128,16128,228,16,212,-3927
1963:Q1,4952,3372,2073,2073,1299,52115,-338,0,44,0,-9144,-1432,244,0,4984,22076,5308,6376,600,4036,5756,22044,-4372,-276,19640,7052,4,5792,224,16,0,0,152,7449,50816,49820,-6900,2996,33336,0,6060,2484,4136,-3300,1648,-11792,-5428,-6364,8,960,3696,25764,20,1024,-7836,996,880,116,1580
1963:Q2,4674,2786,2099,2099,687,94107,-768,0,36,0,-112,296,248,0,-4448,14684,1612,-444,540,5720,7256,52688,10248,9856,26244,6340,12,8840,192,-80,0,0,124,22395,93420,92224,-676,10260,27828,0,-4360,5680,1964,3788,-72,8932,3936,4996,-4,528,3956,26736,0,-2120,15464,1196,1124,72,1888
1963:Q3,4602,785,2184,2184,-1399,84285,-364,0,4,0,3420,156,256,0,2436,6112,68,-3484,628,3728,5172,52196,8660,7720,28312,7504,0,7216,264,-56,0,0,116,12529,85684,84460,5032,5000,22968,0,3032,2736,-708,2744,700,7932,5260,2672,4,1380,4248,27464,20,144,4500,1224,1124,100,3817
1963:Q4,4625,7284,2351,2351,4933,100197,-180,0,-40,0,1940,548,268,0,-2384,7576,-1716,-2024,152,4044,7120,61104,16448,8448,27772,8436,12,9316,280,40,0,0,132,21585,95264,94612,-2076,2488,34004,0,-3328,6948,-340,3360,3928,8200,5768,2432,64,1000,4524,28452,0,-644,14980,652,828,-176,-2659
1964:Q1,4603,6046,2573,2573,3473,60245,264,0,4,0,-2756,-832,328,0,5608,17740,2916,5900,-1396,3088,7232,22680,-9808,2232,21780,8476,8,5612,296,120,0,0,144,11029,56772,56812,-1032,6460,27320,0,5612,7148,4964,-2180,4364,-10940,-12448,1508,0,240,4224,30072,40,1416,-13748,-40,-116,76,-1443
1964:Q2,4707,3341,2780,2780,561,102741,-512,0,-4,0,1396,304,332,0,-3268,13284,2328,-3220,1920,2632,9624,65956,22392,6640,27444,9480,4,8860,248,256,0,0,152,15733,102180,102016,-1824,7684,29580,0,-3568,6976,1668,3048,2260,11312,13788,-2476,4,1444,4252,31072,0,-956,16040,164,60,104,1366
