date,FA666000105.Q,FA665013005.Q,FA664090005.Q,FA663020003.Q,FA662051003.Q,FA664022005.Q,FA663069103.Q,FA663061105.Q,FA663061705.Q,FA663062003.Q,FA663063005.Q,FA663069005.Q,FA663092305.Q,FA663064103.Q,FA663092103.Q,FA663090005.Q,FA663070605.Q,FA663094705.Q,FA663093005.Q,FA664194005.Q,FA664190005.Q,FA662151003.Q,FA663163003.Q,FA664123005.Q,FA663168005.Q,FA663167005.Q,FA663192305.Q,FA663170003.Q,FA663178003.Q,FA663190005.Q,FA663170605.Q,FA663194705.Q,FA663193005.Q,FA663181105.Q,FA663164105.Q,FA663192103.Q,FA662090003.Q,FA663194605.Q,FA663194505.Q,FA667005005.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,36,39,485,-71,0,584,0,558,0,24,2,-31,3,3,5,-8,0,0,-8,477,485,0,0,486,492,-6,6,10,-1,-16,0,0,-16,-8,0,-8,0,0,0,-11
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,53,51,535,-68,0,53,0,-117,0,-15,185,364,2,186,6,-8,0,0,-8,521,523,0,0,520,472,48,6,15,3,-21,0,0,-21,-2,0,-2,0,0,0,-12
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,58,62,389,145,0,-139,0,-117,0,118,-140,523,4,-140,6,-10,0,0,-10,355,376,0,0,372,103,269,13,15,4,-28,0,0,-28,-21,0,-21,0,0,0,-38
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,51,48,-279,-30,0,-219,0,-273,0,14,40,-71,4,41,8,-12,0,0,-12,-290,-281,0,0,-279,-201,-78,7,10,-2,-17,0,0,-17,-9,0,-9,0,0,0,-8
1952:Q1,52,43,-1704,-32,0,-1240,0,-488,0,-336,-416,4,0,-436,0,0,0,0,0,-1700,-1708,0,0,-1700,-1120,-580,0,40,16,-64,0,0,-64,8,0,8,0,0,0,13
1952:Q2,53,44,3296,-44,0,3300,0,3720,0,-400,-20,128,0,-88,12,-12,0,0,-12,3292,3288,0,0,3344,3556,-212,4,0,8,-68,0,0,-68,4,0,4,0,0,0,5
1952:Q3,53,38,-2612,-60,0,-3460,0,-3764,0,-520,824,44,0,864,16,-16,0,0,-16,-2608,-2616,0,0,-2656,-2584,-72,0,160,4,-124,0,0,-124,8,0,8,0,0,0,19
1952:Q4,54,42,2316,-88,0,2608,0,2116,0,632,-140,148,4,-352,24,-28,0,0,-28,2328,2316,0,0,2512,2364,148,0,40,12,-248,0,0,-248,12,0,12,0,0,0,24
1953:Q1,53,56,-1568,-76,0,-2288,0,-2004,0,-312,28,652,0,144,16,-16,0,0,-16,-1564,-1576,0,0,-1664,-1756,92,0,40,-24,72,0,0,72,12,0,12,0,0,0,1
1953:Q2,66,56,492,-80,0,-372,0,-252,0,-200,80,756,0,188,16,-16,0,0,-16,496,480,0,0,388,780,-392,4,40,-16,64,0,0,64,16,0,16,0,0,0,14
1953:Q3,69,58,1184,-72,0,1276,0,1124,0,0,152,-260,0,240,16,-16,0,0,-16,1180,1168,0,0,1080,984,96,4,40,4,40,0,0,40,12,0,12,0,0,0,7
1953:Q4,66,57,1664,-68,0,1872,0,856,0,1320,-304,308,0,-448,16,-16,0,0,-16,1680,1652,0,0,1752,1572,180,-12,0,40,-128,0,0,-128,28,0,28,0,0,0,25
1954:Q1,79,54,-1932,4,0,-1556,0,-788,0,-520,-248,88,0,-468,20,-20,0,0,-20,-1940,-1956,0,0,-1708,-2020,312,4,40,-32,-260,0,0,-260,16,0,16,0,0,0,17
1954:Q2,95,54,2948,64,0,2076,0,1704,0,0,372,628,4,180,16,-20,0,0,-20,2920,2908,0,0,3064,2876,188,4,0,36,-196,0,0,-196,12,0,12,0,0,0,13
1954:Q3,107,56,712,116,0,-448,0,-780,0,0,332,980,0,64,20,-20,0,0,-20,672,660,0,0,900,556,344,4,40,28,-312,0,0,-312,12,0,12,0,0,0,11
1954:Q4,93,56,1500,144,0,36,0,-32,0,0,68,1528,0,-208,20,-20,0,0,-20,1476,1464,0,0,1764,1360,404,4,0,-28,-276,0,0,-276,12,0,12,0,0,0,13
1955:Q1,66,61,-1312,88,0,-1940,0,-1376,0,0,-564,1196,0,-656,24,-24,0,0,-24,-1312,-1324,0,0,-1220,-1232,12,4,0,-12,-96,0,0,-96,12,0,12,0,0,0,5
1955:Q2,72,66,624,8,0,128,0,-376,0,0,504,248,4,240,20,-24,0,0,-24,624,608,0,0,888,1328,-440,4,0,-16,-268,0,0,-268,16,0,16,0,0,0,6
1955:Q3,73,71,-740,-68,0,-460,0,-40,0,0,-420,400,0,-612,24,-24,0,0,-24,-740,-756,0,0,-584,-872,288,4,0,20,-196,0,0,-196,16,0,16,0,0,0,2
1955:Q4,75,74,2052,-136,0,1280,0,184,0,0,1096,-100,0,1008,24,-24,0,0,-24,2060,2036,0,0,2100,2444,-344,-4,40,24,-124,0,0,-124,24,0,24,0,0,0,9
1956:Q1,75,52,-2132,-88,0,-1184,0,-612,0,0,-572,-36,0,-824,28,-28,0,0,-28,-2132,-2148,0,0,-1860,-2152,292,4,40,-36,-296,0,0,-296,16,0,16,0,0,0,23
1956:Q2,76,53,-164,-24,0,-304,0,44,0,-400,52,12,4,152,24,-28,0,0,-28,-168,-180,0,0,-264,284,-548,0,40,-16,60,0,0,60,12,0,12,0,0,0,19
1956:Q3,83,55,-1052,44,0,-792,0,-32,0,-400,-360,-20,0,-284,28,-28,0,0,-28,-1064,-1072,0,0,-1160,-1288,128,4,0,16,68,0,0,68,8,0,8,0,0,0,16
1956:Q4,81,55,912,100,0,592,0,516,0,0,76,180,0,40,28,-28,0,0,-28,924,896,0,0,932,872,60,-16,0,4,-24,0,0,-24,28,0,28,0,0,0,38
1957:Q1,75,57,-2516,84,0,-1580,0,-520,0,-400,-660,-508,0,-512,32,-32,0,0,-32,-2512,-2528,0,0,-2680,-2412,-268,4,40,4,104,0,0,104,16,0,16,0,0,0,22
1957:Q2,76,57,1088,36,0,356,0,-104,0,400,60,780,4,-84,28,-32,0,0,-32,1088,1076,0,0,1232,1236,-4,4,0,-12,-148,0,0,-148,12,0,12,0,0,0,19
1957:Q3,65,59,504,-16,0,640,0,544,0,0,96,-416,0,296,32,-32,0,0,-32,508,496,0,0,288,212,76,4,0,12,192,0,0,192,12,0,12,0,0,0,10
1957:Q4,67,58,1848,-68,0,2140,0,904,0,400,836,-1204,0,980,36,-36,0,0,-36,1812,1840,0,0,1676,1432,244,-4,40,24,104,0,0,104,-28,0,-28,0,0,0,-27
1958:Q1,85,54,-272,-40,0,-536,0,-468,0,500,-568,996,4,-692,24,-28,0,0,-28,-284,-284,0,0,-152,-380,228,0,0,-12,-120,0,0,-120,0,0,0,0,0,0,19
1958:Q2,96,52,4956,0,0,2880,0,2140,0,180,560,1728,0,348,32,-32,0,0,-32,4932,4932,0,0,5136,4760,376,0,0,8,-212,0,0,-212,0,0,0,0,0,0,20
1958:Q3,102,52,-6032,48,0,-4660,0,-2672,0,-620,-1368,272,0,-1692,32,-32,0,0,-32,-6060,-6060,0,0,-5764,-6048,284,0,40,24,-360,0,0,-360,0,0,0,0,0,0,22
1958:Q4,109,54,2904,88,0,1868,0,1620,0,0,248,864,4,84,28,-32,0,0,-32,2876,2868,0,0,3024,2864,160,-16,0,12,-152,0,0,-152,8,0,8,0,0,0,27
1959:Q1,91,61,-2604,76,0,-1668,0,-784,0,240,-1124,136,0,-1148,36,-36,0,0,-36,-2648,-2644,0,0,-2636,-3100,464,0,40,20,-68,0,0,-68,-4,0,-4,0,0,0,-14
1959:Q2,99,62,172,48,0,-424,0,-532,0,-100,208,388,0,160,36,-36,0,0,-36,136,132,0,0,192,808,-616,4,0,-12,-52,0,0,-52,4,0,4,0,0,0,1
1959:Q3,108,64,504,12,0,652,0,504,0,-280,428,-616,4,456,32,-36,0,0,-36,464,456,0,0,380,728,-348,0,40,44,-8,0,0,-8,8,0,8,0,0,0,4
1959:Q4,108,64,2232,-20,0,1400,0,108,0,488,804,104,0,748,36,-36,0,0,-36,2212,2184,0,0,2220,7776,-5556,-8,0,16,-44,0,0,-44,28,0,28,0,0,0,24
1960:Q1,92,70,-4688,-4,0,-2380,0,-1080,0,-104,-1196,-1252,0,-1052,40,-40,0,0,-40,-4712,-4724,0,0,-4816,-3364,-1452,4,40,-56,104,0,0,104,12,0,12,0,0,0,-2
1960:Q2,89,73,1340,8,0,1036,0,184,0,724,128,188,4,108,36,-40,0,0,-40,1328,1304,0,0,1340,2044,-704,8,0,-12,-32,0,0,-32,24,0,24,0,0,0,4
1960:Q3,81,72,3036,36,0,2036,0,1504,0,-28,560,312,0,652,40,-40,0,0,-40,3032,3004,0,0,2888,1460,1428,4,0,24,88,0,0,88,28,0,28,0,0,0,5
1960:Q4,88,70,2476,56,0,1944,0,1764,0,-200,380,256,4,220,40,-44,0,0,-44,2488,2436,0,0,2568,216,2352,-8,0,36,-160,0,0,-160,52,0,52,0,0,0,30
1961:Q1,99,74,-3524,72,0,-2736,0,-1912,0,172,-996,1492,0,-2352,44,-44,0,0,-44,-3560,-3580,0,0,-3400,-780,-2620,8,40,76,-304,0,0,-304,20,0,20,0,0,0,-11
1961:Q2,108,76,3180,72,0,704,0,-104,0,244,564,1840,0,564,48,-48,0,0,-48,3124,3116,0,0,3148,388,2760,0,0,-24,-8,0,0,-8,8,0,8,0,0,0,-24
1961:Q3,111,77,152,64,0,568,0,984,0,-124,-292,-164,4,-316,44,-48,0,0,-48,88,84,0,0,56,2796,-2740,4,0,40,-16,0,0,-16,4,0,4,0,0,0,-30
1961:Q4,88,81,3692,48,0,2072,0,2168,0,-560,464,1128,0,444,48,-48,0,0,-48,3616,3644,0,0,3692,4244,-552,20,0,-32,-36,0,0,-36,-28,0,-28,0,0,0,-69
1962:Q1,68,88,-2812,8,0,-764,0,-652,0,584,-696,-1376,4,-680,48,-52,0,0,-52,-2816,-2832,0,0,-2864,-1424,-1440,4,40,12,-24,0,0,-24,16,0,16,0,0,0,-24
1962:Q2,58,90,-744,-28,0,464,0,-80,0,236,308,-1512,0,332,52,-52,0,0,-52,-736,-748,0,0,-660,-3260,2600,4,0,-112,20,0,0,20,12,0,12,0,0,0,-24
1962:Q3,57,92,1860,-60,0,184,0,96,0,-452,540,1216,4,520,52,-56,0,0,-56,1868,1860,0,0,1904,1456,448,4,40,-20,-68,0,0,-68,8,0,8,0,0,0,-27
1962:Q4,73,93,4744,-80,0,3800,0,3320,0,392,88,1036,0,-12,56,-56,0,0,-56,4780,4736,0,0,4860,6964,-2104,-32,0,-20,-72,0,0,-72,44,0,44,0,0,0,16
1963:Q1,82,101,-4784,16,0,-4164,0,-3712,0,452,-904,324,4,-960,56,-60,0,0,-60,-4788,-4800,0,0,-4788,-2388,-2400,0,20,48,-80,0,0,-80,12,0,12,0,0,0,-23
1963:Q2,91,105,3828,12,0,196,0,-340,0,28,508,3112,4,508,56,-60,0,0,-60,3796,3800,0,0,3796,1572,2224,0,0,0,4,0,0,4,-4,0,-4,0,0,0,-46
1963:Q3,108,110,2632,64,0,920,0,1724,0,-596,-208,1880,0,-232,64,-64,0,0,-64,2584,2592,0,0,2568,2912,-344,0,20,48,-44,0,0,-44,-8,0,-8,0,0,0,-50
1963:Q4,119,115,1176,4,0,-1124,0,-2704,0,80,1500,808,4,1488,60,-64,0,0,-64,1088,1124,0,0,1116,1724,-608,12,0,20,-24,0,0,-24,-36,0,-36,0,0,0,-84
1964:Q1,120,141,-3656,88,0,-1768,0,-596,0,24,-1196,-676,4,-1300,64,-68,0,0,-68,-3716,-3708,0,0,-3596,-7568,3972,0,40,-4,-148,0,0,-148,-8,0,-8,0,0,0,-81
1964:Q2,121,144,4068,-20,0,3112,0,1808,0,304,1000,4,0,972,68,-68,0,0,-68,4024,4016,0,0,4060,8956,-4896,0,0,-24,-20,0,0,-20,8,0,8,0,0,0,-67
1964:Q3,122,148,-636,-20,0,1228,0,2056,0,308,-1136,-652,4,-1192,68,-72,0,0,-72,-680,-688,0,0,-672,-3888,3216,0,40,32,-88,0,0,-88,8,0,8,0,0,0,-70
1964:Q4,129,151,2820,-12,0,440,0,-644,0,80,1004,-616,4,3008,72,-76,0,0,-76,2768,2760,0,0,760,3760,-3000,16,0,8,1976,0,0,1976,8,0,8,0,0,0,-74
1965:Q1,135,178,-3284,24,0,-2280,0,-1676,0,228,-832,-152,0,-876,76,-76,0,0,-76,-3348,-3352,0,0,-3340,-3608,268,4,40,28,-84,0,0,-84,4,0,4,0,0,0,-107
1965:Q2,148,186,5904,44,0,4112,0,2220,0,340,1552,80,4,1668,76,-80,0,0,-80,5792,5820,0,0,5724,5412,312,-8,0,-12,116,0,0,116,-28,0,-28,0,0,0,-150
1965:Q3,167,196,-8308,44,0,-5644,0,-3660,0,-324,-1660,-688,4,-2020,80,-84,0,0,-84,-8440,-8408,0,0,-8128,-8648,520,-8,40,72,-384,0,0,-384,-32,0,-32,0,0,0,-161
1965:Q4,198,208,7280,8,0,2912,0,1948,0,-1204,2168,2264,-8,2096,92,-84,0,0,-84,7072,7156,0,0,7184,6232,952,0,0,44,-72,0,0,-72,-84,0,-84,0,0,0,-218
1966:Q1,191,170,-4784,76,0,-3376,0,-692,0,-480,-2204,604,4,-2088,84,-88,0,0,-88,-4908,-4884,0,0,-5032,-3696,-1336,-4,40,32,80,0,0,80,-24,0,-24,0,0,0,-103
1966:Q2,198,177,5656,64,0,2792,0,-364,0,1140,2016,664,4,2136,88,-92,0,0,-92,5588,5564,0,0,5504,4148,1356,4,40,-68,84,0,0,84,24,0,24,0,0,0,-47
1966:Q3,205,182,-5844,72,0,-2832,0,300,0,-1176,-1956,-1592,0,-1492,96,-96,0,0,-96,-5912,-5936,0,0,-6432,-7440,1008,4,40,32,420,0,0,420,24,0,24,0,0,0,-45
1966:Q4,214,188,9284,80,0,6560,0,3396,0,564,2600,180,8,2464,88,-96,0,0,-96,9300,9184,0,0,9316,9364,-48,-28,40,12,-156,0,0,-156,116,0,116,0,0,0,42
1967:Q1,213,208,-48,248,0,576,0,1592,0,1272,-2288,2116,4,-2988,28,-32,0,0,-32,-152,-164,0,0,364,-2944,3308,0,40,152,-720,0,0,-720,12,0,12,0,0,0,-99
1967:Q2,287,209,224,264,0,-4156,0,-5720,0,-580,2144,2016,0,2100,36,-36,0,0,-36,0,12,0,0,152,-1996,2148,-4,40,-96,-80,0,0,-80,-12,0,-12,0,0,0,-146
1967:Q3,332,208,5488,152,0,1168,0,1100,0,-676,744,3756,0,412,32,-32,0,0,-32,5196,5212,0,0,5408,4300,1108,0,40,144,-380,0,0,-380,-16,0,-16,0,0,0,-168
1967:Q4,327,214,7072,160,0,1024,0,-8,0,148,884,4968,0,920,36,-36,0,0,-36,6752,6796,0,0,6752,4420,2332,4,40,24,-24,0,0,-24,-44,0,-44,0,0,0,-207
1968:Q1,328,291,-4020,536,0,-1516,0,-60,0,-208,-1248,-2284,0,-756,36,-36,0,0,-36,-4244,-4232,0,0,-4904,-2544,-2360,0,40,200,432,0,0,432,-12,0,-12,0,0,0,-187
1968:Q2,418,292,5292,600,0,-816,0,-252,0,860,-1424,7684,0,-2176,32,-32,0,0,-32,5008,5000,0,0,5772,-2840,8612,0,80,-28,-824,0,0,-824,8,0,8,0,0,0,-158
1968:Q3,409,301,10080,496,0,7624,0,6552,0,-24,1096,980,4,980,32,-36,0,0,-36,9820,9788,0,0,9764,4040,5724,8,80,124,-188,0,0,-188,32,0,32,0,0,0,-152
1968:Q4,383,315,3324,268,0,-2708,0,-3108,0,-460,860,4984,-4,780,40,-36,0,0,-36,2996,3004,0,0,3184,4284,-1100,-4,40,-104,-112,0,0,-112,-8,0,-8,0,0,0,-260
1969:Q1,352,353,-15344,88,0,-6844,0,-4132,0,-812,-1900,-6936,0,-1652,40,-40,0,0,-40,-15556,-15560,0,0,-15864,-2284,-13580,0,40,40,224,0,0,224,4,0,4,0,0,0,-213
1969:Q2,235,367,5068,-68,0,4112,0,1548,0,-36,2600,-1720,4,2744,32,-36,0,0,-36,4992,4980,0,0,5104,-2048,7152,4,80,-260,52,0,0,52,12,0,12,0,0,0,-208
1969:Q3,24,388,-11464,-172,0,-3056,0,-1016,0,56,-2096,-6500,0,-1736,36,-36,0,0,-36,-11328,-11340,0,0,-11784,448,-12232,0,80,76,288,0,0,288,12,0,12,0,0,0,-228
1969:Q4,-143,400,10072,-164,0,6332,0,3448,0,44,2840,1040,0,2864,40,-40,0,0,-40,10464,10384,0,0,10440,688,9752,-56,80,-64,-16,0,0,-16,80,0,80,0,0,0,-151
1970:Q1,-183,469,-9096,-256,0,-936,0,1708,0,784,-3428,-4712,0,-3192,36,-36,0,0,-36,-8844,-8844,0,0,-8964,-4288,-4676,0,40,-112,192,0,0,192,0,0,0,0,0,0,-400
1970:Q2,-85,480,-4492,-388,0,-4340,0,-6140,0,-668,2468,-3064,0,3300,40,-40,0,0,-40,-4328,-4320,0,0,-5104,-4592,-512,0,40,-44,788,0,0,788,-8,0,-8,0,0,0,-401
1970:Q3,-19,483,5164,-376,0,5996,0,5548,0,888,-440,1052,4,-1508,36,-40,0,0,-40,5256,5264,0,0,6224,4592,1632,0,0,108,-1068,0,0,-1068,-8,0,-8,0,0,0,-410
1970:Q4,62,468,11284,-232,0,8612,0,5564,0,1212,1836,1572,-4,1332,40,-36,0,0,-36,11328,11316,0,0,11764,4556,7208,-20,40,60,-528,0,0,-528,12,0,12,0,0,0,-362
1971:Q1,155,533,-6344,-132,0,-5932,0,-5896,0,-100,64,456,0,-736,40,-40,0,0,-40,-6456,-6472,0,0,-5700,-1356,-4344,4,40,40,-856,0,0,-856,16,0,16,0,0,0,-490
1971:Q2,287,550,-1956,76,0,-4504,0,-1788,0,-1604,-1112,3428,4,-956,40,-44,0,0,-44,-2192,-2216,0,0,-2208,-1412,-796,4,40,-160,108,0,0,108,24,0,24,0,0,0,-499
1971:Q3,327,563,572,112,0,740,0,1628,0,1828,-2716,2504,0,-2784,40,-40,0,0,-40,316,296,0,0,324,3412,-3088,8,80,40,-156,0,0,-156,20,0,20,0,0,0,-492
1971:Q4,291,587,12356,40,0,4252,0,-340,0,328,4264,3916,-4,4148,44,-40,0,0,-40,12120,12108,0,0,12168,3808,8360,28,80,40,-208,0,0,-208,12,0,12,0,0,0,-532
1972:Q1,497,598,-712,16,0,-5304,1000,-1608,0,-1256,-3440,7528,0,-3952,44,956,1000,0,-44,-1084,-1360,0,0,-2612,3392,-6004,4,80,40,1128,1000,0,128,276,260,16,0,0,0,-473
1972:Q2,385,614,6304,20,0,-52,1000,-1160,0,212,-104,5416,0,-80,40,960,1000,0,-40,6028,5760,0,0,4100,3180,920,4,80,-108,1684,1000,0,684,268,260,8,0,0,0,-505
1972:Q3,126,630,1480,-8,0,1064,1000,2652,0,-492,-2096,1576,4,-2152,40,956,1000,0,-44,1644,1412,0,0,-436,6420,-6856,0,80,112,1656,1000,0,656,232,220,12,0,0,0,-340
1972:Q4,178,658,17512,-92,0,9556,1000,968,0,1072,6516,364,-28,6684,72,956,1000,0,-44,17612,17384,0,0,15412,7372,8040,40,80,56,1796,1000,0,796,228,260,-32,0,0,0,-380
1973:Q1,422,721,-16272,-164,0,-8152,1000,-2588,0,-1268,-5296,-4336,4,-4620,40,956,1000,0,-44,-15324,-17272,0,0,-18732,-9132,-9600,-20,40,60,1380,1000,-740,1120,1948,260,-80,1028,740,0,649
1973:Q2,484,759,-1404,-260,0,2668,1000,260,0,368,1040,-6224,0,1412,44,956,1000,0,-44,-880,-2404,0,0,-3372,-7800,4428,-16,40,-144,1088,1000,680,-592,1524,260,-52,996,320,0,249
1973:Q3,602,787,-2800,-272,0,1240,1000,1836,0,124,-1720,-2656,4,-2112,40,956,1000,0,-44,264,-3800,0,0,-4284,-1212,-3072,-4,40,48,400,1000,10088,-10688,4064,260,-24,916,2912,0,2879
1973:Q4,700,813,15040,-212,0,10516,1000,476,0,1648,7392,-4128,-12,7864,56,956,1000,0,-44,15400,14040,0,0,12680,980,11700,8,40,-12,1324,1000,760,-436,1360,220,40,860,240,0,247
1974:Q1,474,774,-14432,-144,0,-8956,1000,-4148,0,-2160,-3648,-2588,0,-3744,48,952,1000,0,-48,-13400,-15432,0,0,-16232,-6260,-9972,-12,80,-52,784,1000,3960,-4176,2032,260,-52,784,1040,0,732
1974:Q2,511,797,5868,-108,0,3220,1000,-576,0,-8,2804,-1876,4,3632,40,956,1000,0,-44,6144,4868,0,0,3332,-4888,8220,52,80,-232,1636,1000,976,-340,1276,260,204,788,24,0,-10
1974:Q3,546,839,3688,-80,0,2920,1000,3584,0,68,-1732,-1204,0,1052,48,952,1000,0,-48,4856,2688,0,0,-1024,-660,-364,52,80,-56,3636,1000,4040,-1404,2168,260,200,748,960,0,875
1974:Q4,654,877,3388,-76,0,3712,1000,2132,0,400,180,-596,4,-652,44,952,1000,0,-48,4076,2388,0,0,2224,668,1556,132,80,-92,44,1000,676,-1632,1688,220,440,704,324,0,465
1975:Q1,806,843,-1888,-48,2000,-500,1000,1828,0,-692,-2636,-8,0,-4332,48,952,1000,0,-48,-688,-2888,3200,0,-3456,-852,-2604,12,80,64,-2788,1000,3600,-7388,2200,260,48,492,1400,0,1163
1975:Q2,908,845,5512,-40,2000,280,1000,-3600,0,164,2716,512,4,1760,44,952,1000,0,-48,5848,4512,3200,0,3320,104,3216,12,80,-184,-1916,1000,1340,-4256,1336,260,48,368,660,0,399
1975:Q3,811,851,-180,-4,2000,-3328,1000,-2236,0,56,-2148,1284,0,-1132,48,952,1000,0,-48,324,-1180,2800,0,-4728,3540,-8268,12,80,148,508,1000,-9748,9256,1504,260,48,376,820,0,464
1975:Q4,661,863,19432,36,2000,7648,1000,-408,0,176,6880,2300,4,6448,48,948,1000,0,-52,22028,18432,2800,0,16400,3588,12812,16,80,112,-976,1000,-1564,-412,3596,220,56,480,2840,0,2394
