date,FA666000105.Q,FA665013005.Q,FA664090005.Q,FA663020003.Q,FA662051003.Q,FA664022005.Q,FA663069103.Q,FA663061105.Q,FA663061705.Q,FA663062003.Q,FA663063005.Q,FA663069005.Q,FA663092305.Q,FA663064103.Q,FA663092103.Q,FA663090005.Q,FA663070605.Q,FA663094705.Q,FA663093005.Q,FA664194005.Q,FA664190005.Q,FA662151003.Q,FA663163003.Q,FA664123005.Q,FA663168005.Q,FA663167005.Q,FA663192305.Q,FA663170003.Q,FA663178003.Q,FA663190005.Q,FA663170605.Q,FA663194705.Q,FA663193005.Q,FA663181105.Q,FA663164105.Q,FA663192103.Q,FA662090003.Q,FA663194605.Q,FA663194505.Q,FA667005005.Q
1976:Q1,181,871,11912,660,1964,2036,-4,6268,0,2000,-6228,5416,0,-10224,48,12012,988,0,11024,12632,11992,3692,0,-3220,-3520,300,0,80,868,10572,-252,1024,9800,640,944,8,-1192,880,0,30
1976:Q2,284,905,6916,432,2860,-1248,-2028,-592,0,524,848,5056,4,24,48,-260,-908,0,648,7856,6644,2920,0,3232,6896,-3664,36,80,-392,768,-380,-124,1272,1212,12,136,96,968,0,319
1976:Q3,351,942,17248,-188,1300,15128,3180,10288,0,424,1236,1688,0,-232,52,-500,60,0,-560,18040,17352,17372,0,940,3804,-2864,36,80,-56,-1020,-20,-696,-304,688,8,136,-248,792,0,201
1976:Q4,450,981,29240,216,7252,15320,11720,1844,0,1216,540,3460,-64,908,116,2032,4940,0,-2908,30588,28488,-1108,0,28452,11416,17036,4,80,92,968,3292,-312,-2012,2100,108,340,576,1076,0,817
1977:Q1,342,1018,-21188,256,4668,-31476,-14428,-15920,0,-328,-800,1704,0,-156,52,3764,720,0,3044,-21184,-20888,6932,0,-29712,-5740,-23972,44,80,-220,1988,-564,336,2216,-296,196,176,-560,-108,0,-672
1977:Q2,410,1048,18340,192,3904,5872,800,1464,0,2156,1452,4352,4,596,48,3372,2476,0,896,19440,17868,6080,0,5280,1920,3360,52,80,-96,6472,4040,1216,1216,1572,8,188,496,880,0,462
1977:Q3,467,1072,-784,-212,9492,-9336,-1896,-7368,0,336,-408,-172,0,296,52,-904,-552,0,-352,300,-848,3820,0,-3348,6864,-10212,48,80,-32,-1416,-164,24,-1276,1148,276,192,-200,880,0,479
1977:Q4,585,1115,9700,-164,824,13700,13336,808,0,-436,-8,2184,-4,1036,60,-7936,236,0,-8172,10016,10340,-12012,0,29396,6892,22504,-28,40,-8,-7048,44,2584,-9676,-324,56,292,-664,-8,0,-214
1978:Q1,620,1080,9596,336,2996,-8992,-2356,-5188,0,-1560,112,7496,-4,-316,-100,8180,-1496,0,9676,10192,8844,27756,0,-24488,-10736,-13752,8,80,-92,5580,-1776,2416,4940,1348,108,28,588,624,0,136
1978:Q2,813,1177,14544,-72,4268,-2704,-2792,252,0,1032,-1196,10196,-4,924,-100,2036,2412,0,-376,13764,14004,-2044,0,11484,4716,6768,8,80,244,4232,3216,-10968,11984,-240,100,40,316,-696,0,-1144
1978:Q3,1003,1238,11408,788,5172,-6420,-4868,-72,0,-1548,68,7124,-4,420,-96,4424,2188,0,2236,11692,10500,512,0,5844,-28,5872,4,80,312,3748,1560,168,2020,1192,140,0,580,472,0,49
1978:Q4,983,1308,-296,-296,11820,3276,6552,-2812,0,1168,-1632,-14344,-20,-872,-80,220,-124,0,344,900,-92,-20184,0,19888,-4436,24324,-92,120,-192,368,-2120,852,1636,992,152,108,-436,1168,0,871
1979:Q1,914,1933,-4148,596,832,1132,-3376,4644,0,-488,352,-3276,-4,224,-92,-3560,-3492,0,-68,-3340,-4620,35924,0,-35736,-8244,-27492,-64,200,-4,-4940,-1648,6356,-9648,1280,12,-256,368,1156,0,-211
1979:Q2,974,1988,60904,608,17812,24596,12260,9768,0,596,1972,10528,-4,460,-92,6996,4092,0,2904,62584,60008,35020,0,19152,9644,9508,68,120,-4,5652,3896,4744,-2988,2576,-80,268,1000,1388,0,666
1979:Q3,482,2091,6504,1640,8724,-15484,-656,-14196,0,-64,-568,5164,-4,324,-88,6228,5056,0,1172,7156,5772,-3944,0,2752,-4548,7300,68,120,84,6692,4364,-6136,8464,1384,88,268,720,308,0,-957
1979:Q4,324,2151,-11896,1076,14672,-24716,-2768,-21888,0,1184,-1244,-11164,-16,544,-72,7780,4576,0,3204,-11316,-12180,-39532,0,22764,-928,23692,88,160,8,4332,3100,-6408,7640,864,-248,904,796,-588,0,-1247
1980:Q1,579,2588,-17168,1768,-28972,16652,-4100,27108,0,-4304,-2052,5108,-4,-1472,-84,-10164,-7368,0,-2796,-19452,-17572,16344,0,-29364,-6732,-22632,36,240,124,-4952,-5664,8688,-7976,-1880,276,144,-3968,1668,0,-4293
1980:Q2,985,2556,50876,256,19260,16216,7076,436,0,2520,6184,-460,-4,-296,-84,15988,12272,0,3716,84972,47572,21476,0,13488,192,13296,36,400,536,11636,12060,-1216,792,37400,224,132,1768,576,34700,32525
1980:Q3,1391,2648,3844,776,-8756,-5896,-5032,2408,0,-80,-3192,5408,0,872,-84,11524,8572,0,2952,6296,3068,-12852,0,8092,-8032,16124,264,400,496,6668,4492,1464,712,3228,308,1020,-56,1236,720,1195
1980:Q4,1725,2764,55140,368,43552,-16540,380,-20844,0,3164,760,19060,-16,1396,-68,7388,5676,0,1712,56688,52836,5264,0,32912,8412,24500,-960,400,-56,15276,8328,6964,-16,3852,648,88,600,3412,-896,509
1981:Q1,927,3193,-2196,-188,-30140,50044,196,52312,0,-3252,788,-11720,-4,-924,-76,-9188,-6524,0,-2664,-3332,-3196,46228,0,-37408,-7028,-30380,-56,400,-256,-12104,-5192,8264,-15176,-136,64,-204,716,-4276,3564,-3402
1981:Q2,760,3320,20628,-920,17156,-9260,15724,-28808,0,1480,2344,1488,-4,1712,-76,10532,8840,0,1692,31136,19068,408,0,6700,12952,-6252,48,400,-180,11692,7868,15644,-11820,12068,300,168,552,2768,8280,7948
1981:Q3,881,3463,-8460,1676,18916,-10828,-10796,3328,0,-1200,-2160,-4444,0,-964,-76,-12740,-9968,0,-2772,6956,-7424,3992,0,-6636,-3540,-3096,48,400,-160,-5068,-8112,24796,-21752,14380,448,188,-920,3764,10900,12834
1981:Q4,907,3608,111772,-1180,53332,27624,14164,3984,0,4952,4524,7820,-8,2248,-68,22004,15104,0,6900,73124,108720,61844,0,32916,8636,24280,44,400,-40,13556,9072,2068,2416,-35596,2376,784,-272,1972,-40456,-41349
1982:Q1,425,4587,-74052,2216,-51580,2128,-8588,14908,0,-4524,332,-15092,92,-1768,360,-10408,-8716,0,-1692,-67308,-73320,-20796,0,-37788,-20768,-17020,-160,400,-244,-14732,-8288,15808,-22252,6012,644,720,4,3528,1116,2582
1982:Q2,629,4544,27192,-492,26672,-10476,14336,-29628,0,2232,2584,-604,-76,2484,540,9144,9228,0,-84,35408,26812,1724,0,16184,3908,12276,204,400,0,8300,4864,29196,-25760,8596,156,428,380,5500,2132,4301
1982:Q3,993,4484,77676,5128,34612,-4416,5560,-17076,0,2708,4392,6796,-96,-1480,-656,37788,33960,0,3828,77596,75216,34648,0,7404,5880,1524,268,600,572,31724,31496,-33820,34048,2380,556,616,980,-2068,2296,-3571
1982:Q4,838,4421,79016,-212,-25660,73716,8192,56760,0,6080,2684,19972,-16,4492,-804,7528,2780,0,4748,80056,73648,65504,0,28236,5200,23036,284,600,948,-21924,8396,-4128,-26192,6408,1440,688,1848,2032,400,-2543
1983:Q1,2904,5723,-34220,-2208,21076,-68112,-32528,-22828,0,-5236,-7520,3808,-56,-880,276,11876,4052,0,7824,-31712,-37200,-42312,184,-24724,-3260,-21464,104,368,24,29156,-2840,11136,20860,5488,580,444,708,4160,-404,-311
1983:Q2,2543,5900,52588,244,16868,-508,2556,-17452,0,2008,12380,24060,-36,7096,184,4680,7440,0,-2760,53160,49372,10472,112,18756,15120,3636,112,2116,-516,18320,10128,960,7232,3788,56,136,924,1072,1600,-2785
1983:Q3,2054,6222,75584,-2368,37876,24000,5016,21416,0,-828,-1604,4092,-20,164,264,11576,11860,0,-284,76724,74388,72264,192,-4672,-8340,3668,132,-552,-104,7128,15520,2068,-10460,2336,412,168,24,1464,268,-3028
1983:Q4,2195,6625,77956,880,63476,2028,5560,-19824,0,11432,4860,1584,12,10804,256,-1084,-5684,0,4600,84692,75400,43188,1020,23220,12020,11200,32,8012,-32,-40,-16800,4024,12736,9292,2768,12,936,3028,2548,2306
1984:Q1,1841,7377,-26784,340,10560,-24184,-3828,-8516,0,-11104,-736,-9816,4,-5884,-748,2944,1672,0,1272,-17448,-27272,4736,-996,-18132,-3088,-15044,188,-4236,-304,-8528,-556,12628,-20600,9824,1616,732,176,4224,3076,3800
1984:Q2,3061,7756,37228,-804,49724,-19192,3820,-20464,0,-1304,-1244,3736,-68,-824,676,3980,1000,0,2980,37088,37956,22388,836,-408,-188,-220,256,424,-576,15036,10708,13392,-9064,-868,888,320,-1456,5656,-6276,-4835
1984:Q3,784,8070,55196,-148,-6396,50332,5984,32836,0,6296,5216,-8968,12,3232,-424,17556,13556,0,4000,59836,52204,30776,712,8480,956,7524,48,2376,660,9152,5928,-26648,29872,7632,472,124,1996,-2532,7572,-2646
1984:Q4,1772,8360,180884,1664,70660,107376,16836,46596,0,24256,19688,5676,4,-520,-32,-3944,-5300,0,1356,181996,178344,128100,2224,44284,15248,29036,556,2952,-12,240,-5896,3056,3080,3652,1480,-44,580,2696,-1060,-5476
1985:Q1,3316,9214,-106200,132,-11600,-109896,-27208,-54960,4880,-25988,-6620,-4880,-4,4896,8,15144,12812,0,2332,-98028,-107664,-98012,-2756,-25968,-8500,-17468,-240,-5064,216,24160,17940,7336,-1116,9636,-244,-780,1272,4252,5136,2274
1985:Q2,3252,9388,92976,-744,8760,30036,8476,-7628,4880,3948,20360,25056,-20,1564,8,28316,26188,0,2128,99964,89948,24244,664,53464,19312,34152,16,4324,336,6900,19768,-8116,-4752,10016,4036,-116,1072,2556,2468,852
1985:Q3,3557,9310,51972,1796,29764,21196,5240,284,4880,2540,8252,8360,16,-3880,136,-5416,-7300,0,1884,69544,48056,38896,296,-4424,5760,-10184,16,1676,232,11364,-2468,-25692,39524,21488,-2344,24,688,-352,23472,11819
1985:Q4,3782,9519,357344,8300,107000,74956,2484,-2300,4880,55156,14736,46924,-8,7788,448,111936,97072,0,14864,363772,347528,141000,2880,95492,14508,80984,352,9196,596,98012,87580,17092,-6660,16244,8364,-432,-24,5388,2948,691
1986:Q1,3787,11289,56244,-2976,-25616,57884,6304,74404,4880,-45524,17820,8596,48,3648,52,14608,-3596,0,18204,52464,47244,56588,-1408,8000,-2496,10496,160,-5012,-476,-10608,-7020,-33772,30184,5220,1852,280,2268,-4432,5252,-11282
1986:Q2,3407,11131,70728,-1224,74584,-4548,8060,-8368,4880,-3216,-5904,-24,24,-6916,-68,8900,9960,0,-1060,108008,64424,69060,2824,-23556,788,-24344,80,2196,-44,13864,-6740,2124,18480,43584,2284,136,3488,-1376,39052,29556
1986:Q3,2772,11079,59768,3884,99596,-6060,-12124,-5336,4880,9892,-3372,10716,12,7468,164,-56012,-5324,0,-50688,41748,56720,75172,-1496,-9004,-21820,12816,48,-868,-20,-7112,-2932,-868,-3312,-14972,2236,224,-84,2028,-19376,-26327
1986:Q4,2510,11262,79756,9016,32344,-15040,-10040,-28176,4880,25540,-7244,7632,-20,1204,-228,44848,2620,0,42228,72036,76632,23896,8300,40672,2724,37948,-292,2220,1176,660,-216,11392,-10516,-4596,2348,1528,1048,1964,-11484,-16472
1987:Q1,5448,12336,10472,-6700,35044,-59520,-10228,-40984,4592,-17448,4548,-15448,12,-11352,108,68328,66372,0,1956,18192,4008,-696,-1780,-28760,-9508,-19252,1260,4620,96,29268,51284,5460,-27476,14184,2844,3484,3176,3264,1416,832
1987:Q2,6027,12667,-11140,-1852,53120,-60196,5248,-44072,5168,-15504,-11036,13288,28,-4960,-48,-10520,-8512,0,-2008,-8532,-11796,15136,1552,-3280,3504,-6784,580,-1452,-1192,-23140,-22880,-10352,10092,3264,3084,1836,-544,-3780,2668,-4032
1987:Q3,6183,13097,160408,-1376,119684,-24104,5968,-37852,4880,-1544,4444,10024,16,7168,-4,49000,42912,0,6088,158176,156856,95308,2728,12640,9972,2668,804,1872,-432,43936,36960,35008,-28032,1320,4288,556,888,3132,-7544,-9146
1987:Q4,5046,13288,-326192,4412,-105440,3680,-6896,20128,4880,1068,-15500,-73224,4,-19264,6580,-142940,-105768,0,-37172,-294092,-319024,-154836,-3096,-76504,-24548,-51956,-2304,-8256,-776,-73252,-82864,12716,-3104,24932,14500,2120,-5604,1020,12896,23858
1988:Q1,4398,13365,113712,8832,72320,11944,1656,3928,4880,-9120,10600,-4688,76,520,-1532,26240,18452,0,7788,123908,106460,105160,1000,13912,6512,7400,416,5888,260,-20176,9448,49504,-79128,17448,592,2160,1872,-1624,14448,1229
1988:Q2,4205,13769,63004,5180,27092,-33928,11268,-62200,4880,5476,6648,2424,24,-3976,-812,67000,69076,0,-2076,67344,60040,-6052,7316,2568,-7156,9724,-1520,4452,120,53156,47640,7176,-1660,7304,1528,-5204,620,4100,6260,-5224
1988:Q3,3882,14003,81660,-3116,137680,-2360,-12892,-212,4880,-1632,7496,3600,0,3508,-352,-57300,-56604,0,-696,97660,79740,122988,736,-4196,-3048,-1148,1628,-1604,72,-39884,-30844,3616,-12656,17920,1700,5400,656,916,9248,5879
1988:Q4,3710,14372,-64012,-3128,-47348,-40700,2460,-64360,4880,2052,14268,5500,136,528,-224,21224,22764,0,-1540,-67268,-62664,-95240,8024,3524,3564,-40,756,-1856,144,21984,-4700,16796,9888,-4604,-540,-352,-344,-436,-2932,-13918
1989:Q1,3098,14097,203824,-2312,143368,55424,2252,46948,4880,-10356,11700,-16672,84,-668,108,24492,18988,0,5504,212924,203524,182756,8528,7664,2168,5496,36,-340,-524,5404,30232,-8660,-16168,9400,-260,-1764,284,1788,9352,-1899
1989:Q2,2915,14504,342512,3676,158896,121216,1600,107656,4880,8504,-1424,21212,12,-3200,-1008,41708,41284,0,424,346392,340968,278128,4864,33372,9704,23668,472,276,524,23332,17548,12496,-6712,5424,2184,1228,-1844,364,3492,-7709
1989:Q3,3390,15081,-86172,-3928,-149548,7412,-6136,15000,4880,-4924,-1408,-1388,36,-4200,-32,65476,61208,0,4268,-83112,-89828,-65824,-2948,-28812,3800,-32612,-216,-1264,640,8596,70016,17808,-79228,6716,1652,-60,1148,2356,1620,-8631
1989:Q4,3785,15154,-20788,4036,-131868,136620,14436,106004,4880,5244,6056,-7016,128,512,724,-23924,-27276,0,3352,-33204,-17092,-11860,14620,36256,-7964,44220,1540,-844,-388,-56416,-87944,10344,21184,-16112,776,4428,-2748,-3492,-15076,-23785
1990:Q1,6101,12961,-28832,1548,39808,-84655,-2856,-59359,4880,-3740,-23580,-2252,36,-14940,400,31223,34036,0,-2813,-19956,-26024,-75356,-5976,-21772,-3592,-18180,4,-7640,156,84560,9960,-10000,84600,6068,1124,148,-252,-1000,6048,2016
1990:Q2,6114,12904,-34128,-5676,-37460,-55806,-10452,-69302,6816,2256,14876,-7820,-8,10448,92,62102,28684,0,33418,-23960,-35284,-50228,-5856,2940,-3732,6672,128,-916,204,18444,-3052,-10020,31516,11324,460,452,-912,-848,12172,3378
1990:Q3,6589,12959,38092,8612,46832,-73658,-1336,-91786,16644,2652,168,-13200,92,-8552,328,77638,22984,3720,50934,33612,43496,27296,13948,9148,-2740,11888,-28,-584,-32,-6252,-32500,-26992,53240,-9884,-2224,276,-1088,1604,-8452,-10850
1990:Q4,5264,13013,15204,-2524,-127024,225291,16972,163531,50112,2020,-7344,8348,-108,-328,444,-88895,1028,-4040,-85883,17412,20072,98724,3908,27524,-10440,37964,-2584,1532,-96,-108936,-16244,-4748,-87944,-2660,-968,1576,-2804,-12460,11996,-5541
1991:Q1,3389,12256,163586,-320,116396,-69265,-4284,-66213,5108,-5032,1156,-7768,36,7588,204,116715,34184,2528,80003,168346,156346,54764,4528,-2928,3028,-5956,916,-1316,-384,100766,31712,3228,65826,12000,776,4352,1920,-752,5704,-4107
1991:Q2,2535,12219,139306,1704,69968,13989,-10808,-18423,15304,10052,17864,2780,-72,-1128,472,51594,42892,-288,8990,148514,137630,129216,6932,620,9584,-8964,568,2780,148,-2634,13000,-13188,-2446,10884,1900,1020,728,-320,7556,-476
1991:Q3,-62,12156,282610,-6092,61708,104421,700,69077,22144,-2856,15356,29988,12,3216,708,88649,55432,-444,33661,296614,281302,170440,232,45716,-336,46052,36,-1068,328,65618,13328,-9392,61682,15312,328,1156,1832,-2116,14112,1786
1991:Q4,3561,12157,-143151,4480,-163276,20891,-3348,9127,-2492,4052,13552,40028,92,-192,392,-45566,82984,156,-128706,-128791,-144707,-173600,3152,104036,12728,91308,-148,2332,652,-81131,31316,-6264,-106183,15916,848,-16,144,-476,15416,5764
1992:Q1,2833,5954,134798,-860,70316,-63227,-1540,-84999,14352,-6328,15288,-15356,196,-8828,600,151957,75980,72,75905,159126,137354,81900,2744,-71144,-3116,-68028,44,-3132,108,126834,15760,-868,111942,21772,-2624,740,20,2816,20820,21207
1992:Q2,2326,6110,228274,1348,167132,77563,12380,9023,35588,9016,11556,20420,64,2196,988,-41437,4460,-212,-45685,234946,219322,178944,13672,34936,1152,33784,172,1720,124,-10246,39100,-11936,-37410,15624,3104,444,-656,344,12388,2888
1992:Q3,2261,6214,431928,1352,91860,30971,-1892,11355,-17844,-3024,42376,-1968,-8,-4284,224,313781,203004,248,110529,460916,431256,287900,-1592,4116,4320,-204,-72,488,284,140132,63260,10108,66764,29660,584,184,2108,1656,25128,25035
1992:Q4,3114,6384,-237320,-1136,25548,-50479,-3980,11317,-36288,7796,-29324,-9464,408,8384,2156,-212737,-66836,648,-146549,-217784,-240924,-46656,-4048,5416,10620,-5204,-596,3340,-364,-198016,-103900,-15280,-78836,23140,2696,-756,-636,3468,18368,16266
1993:Q1,2897,10987,476961,2876,127728,77827,2208,16007,29276,-5636,35972,25204,136,2636,776,239778,144724,-2392,97446,518217,470205,235468,-9484,53052,-8996,62048,2916,2848,812,184593,120124,-30424,94893,48012,1052,13620,3944,4568,24828,33166
1993:Q2,3200,11225,15516,-856,30468,52751,-1940,11907,20400,17788,4596,-2908,384,13928,2396,-80647,-30696,300,-50251,51996,13920,-11204,13724,65124,19264,45860,3272,7320,-96,-64220,-45924,8404,-26700,38076,-360,13300,-1436,2036,24536,28455
1993:Q3,2438,11342,432419,540,226900,-22711,-2500,-96271,33600,-540,43000,33312,-136,7024,164,187327,111356,-3480,79451,456747,413315,268720,14660,-6308,5160,-11468,3368,2024,1520,129331,53648,-3908,79591,43432,9456,13208,2956,4856,12956,15424
1993:Q4,1330,11789,-78473,5096,-52556,-48515,904,-14267,-52000,11668,5180,34988,-164,8612,504,-26438,75384,508,-102330,-61017,-81397,-60996,29260,23556,12944,10612,8924,-1472,-184,-80485,-1364,33952,-113073,20380,1004,7936,-1156,6204,6392,6997
1994:Q1,-3083,8559,386754,10528,245776,-96518,-13984,-73330,-8800,-16216,15812,3640,324,-7576,-108,230687,115692,3312,111683,430126,384926,171164,-9904,24360,6432,17928,-128,8748,108,190578,76684,-3004,116898,45200,2076,1032,64,2084,39944,31730
1994:Q2,-9163,8708,-15957,-2928,33304,-35704,29216,-11220,-13200,-2304,-38196,-3720,16,-6516,420,-828,73772,-1100,-73500,-7401,-11169,65824,264,-27008,-19964,-7044,128,-9068,-300,-41009,12220,-14948,-38281,3768,2460,772,-2520,2692,364,-9315
1994:Q3,-4395,8866,177670,-2888,115108,-31508,-26048,19988,-21200,-404,-3844,-14140,40,-336,196,111198,51524,180,59494,202510,177854,137360,-7620,-13540,-15092,1552,160,1072,224,60198,5536,336,54326,24656,700,712,392,3060,19792,11579
1994:Q4,-5720,9206,-549363,-5748,-406672,-13086,-3828,7078,-20000,12212,-8548,9932,-672,1008,-15836,-118289,-33072,656,-85873,-525511,-543695,-468124,19344,9236,7936,1300,-8776,-4432,-856,-90087,15224,13896,-119207,18184,4516,9284,-2328,2564,4148,8926
1995:Q1,-8634,8381,484444,7872,201856,38243,22460,60927,0,-18468,-26676,-20804,-32,1068,-600,256840,155332,40,101468,529396,477180,298164,-29540,9296,-11556,20852,-104,-512,-592,200468,107964,7316,85188,52216,4472,2012,1224,10924,33584,27937
1995:Q2,-4971,8481,68527,-2880,121224,185377,2632,156589,-12000,3456,34700,-4432,12,1000,236,-232010,-173272,1084,-59822,84511,68191,158640,-104,27700,18624,9076,352,1236,100,-119733,-97980,7876,-29629,16320,572,1548,-712,3764,11148,2532
1995:Q3,-2503,8554,190727,6072,65280,-33083,18600,-59799,16000,-9588,1704,34440,28,4720,536,112734,62608,3040,47086,224215,186419,75924,2096,12836,3692,9144,240,2668,1104,91551,73656,3348,14547,37796,-1184,1672,3616,4404,29288,22431
1995:Q4,-2087,8717,185370,-4156,25428,168494,-260,86114,32000,13672,36968,6332,32,24172,144,-35076,22920,-976,-57020,176974,181066,169136,7728,70676,-8832,79508,1212,1056,-924,-67818,5924,-5892,-67850,-4092,-120,828,420,-2596,-2624,-19200
1996:Q1,-5607,8405,515111,-3300,210096,-186196,-21196,-128068,-16000,-15428,-5504,43436,-204,-32348,-3908,487535,293564,2880,191091,570303,506767,201732,-31760,47756,5324,42432,992,5408,-216,282855,187972,5552,89331,63536,1728,2572,2776,9032,47428,41180
1996:Q2,-4524,8601,73380,9612,114376,43028,12620,39188,-7200,-256,-1324,4332,28,11996,796,-110788,-14140,-2132,-94516,112244,72292,93204,13156,-19368,-8252,-11116,580,5652,532,-21464,-41692,-7872,28100,39952,-2356,2768,-760,-4300,44600,25739
1996:Q3,-2104,8882,150928,-108,26164,-37335,-7396,-31095,-6800,-3740,11696,-10292,144,-13952,2492,183815,151100,1884,30831,184336,146276,32160,5676,-8772,-5544,-3228,280,5740,-468,111660,87948,-4984,28696,38060,896,2956,1852,4164,28192,22422
1996:Q4,3721,9128,-875,1404,-18380,112239,22456,-4465,34800,11852,47596,31264,2696,26536,-2628,-154005,28944,44452,-227401,92605,-2691,-44504,4852,170400,20300,150100,896,-716,740,-134359,-14312,-3028,-117019,95296,168,2804,-540,7060,85804,88073
1997:Q1,7037,9082,722099,-3564,209864,-112366,6160,-135658,-5572,-3096,25800,31252,56,3104,1528,592224,379860,32472,179892,785423,708683,302884,-2856,-29796,4904,-34700,1652,13524,-896,424171,318692,-31304,136783,76740,6904,4500,4244,4416,56676,61279
1997:Q2,9893,9266,310148,13272,22240,104584,2836,104456,-252,5228,-7684,39624,48,-5704,968,135115,210668,18304,-93857,333168,302636,148848,34936,72728,1500,71228,1344,-5228,-604,50612,27080,26144,-2612,30532,256,4444,4868,14088,6876,23647
1997:Q3,10894,9700,510830,3492,329624,-99127,-6380,-172935,50588,-1256,30856,71708,-104,13064,-1680,193854,113252,8968,71634,559050,494374,349176,-6872,15964,4424,11540,524,29092,884,105606,125240,4836,-24470,64676,4248,5140,4176,5728,45384,49414
1997:Q4,6969,9757,-282537,10924,-166072,152444,-328,234104,-63836,8616,-26112,18380,-2256,-956,4204,-299205,-189120,9776,-119861,-245785,-288437,-149780,7028,73216,1744,71472,5532,-14764,940,-210609,-185192,53140,-78557,42652,5488,476,-992,6536,31144,33964
1998:Q1,-10331,12298,1309277,12980,221900,122750,3284,30878,69804,-3288,22072,34968,168,18488,2100,895923,553224,16124,326575,1398497,1289565,322544,-1032,113572,11716,101856,148,-1624,-1040,856997,469908,10056,377033,108932,11892,-1480,3340,3704,91476,66591
1998:Q2,-9918,12680,113437,-10768,38604,2544,12868,-109960,76216,11652,11768,44888,256,12908,776,24228,151412,9528,-136712,137733,107621,53824,20008,62868,4332,58536,448,5348,40,-34915,37620,69988,-142523,30112,2912,-916,-1228,12088,17256,1698
1998:Q3,-14280,12864,-46533,14796,-181084,14496,20484,137420,-101652,-2380,-39376,-10436,8,-10704,1548,124843,11008,6736,107099,-19693,-41029,-29236,-2596,132676,-24208,156884,416,3652,-1208,-144733,-129272,27084,-42545,21336,-236,-976,-1024,-5420,28992,-304
1998:Q4,-11776,13253,-985897,-2224,-446996,-110027,-21544,26305,-42408,-6216,-66164,14212,988,-44540,7576,-404886,-196312,5528,-214102,-886113,-992349,-648888,12392,-30152,-2944,-27208,316,-11400,1884,-316501,-138848,-22736,-154917,106236,6288,-352,296,95788,4216,74755
1999:Q1,-6161,14161,445293,-3676,81180,-26330,3080,15150,-72192,-3020,30652,31592,1088,23896,7220,330322,221440,14940,93942,603177,434161,96024,-31108,-26732,-8020,-18712,2624,1988,100,391265,394664,21056,-24455,169016,4564,3904,528,7380,152640,137562
1999:Q2,-12824,14607,80716,12728,-2240,-79737,-64,-111165,7376,7796,16320,92852,892,10312,7804,38104,84740,-7692,-38944,114908,58740,-100564,-18296,16236,12708,3528,-1052,48440,384,113592,23156,31276,59160,56168,16248,-5164,1584,19864,23636,6761
1999:Q3,-9404,15021,-33807,-3628,86228,-96950,2236,-166986,90304,-5980,-16524,8152,768,-27064,6816,-8129,-77540,6232,63179,-22599,-42087,76312,17764,60528,-14356,74884,1648,-6068,452,-192723,-165100,-75416,47793,19488,4772,552,1452,4768,7944,-13217
1999:Q4,-8497,15131,84595,7908,16500,63904,-13428,29228,34624,-3588,17068,168436,17240,23848,-24848,-188394,253592,9936,-451922,194343,69851,136448,-37256,188468,18880,169588,6152,3348,2728,-230037,164392,-139992,-254437,124492,5152,2648,6504,30672,79516,86120
2000:Q1,-25026,17751,1306422,-6376,7752,54655,16876,30903,-59040,-5104,71020,235968,-1080,20628,11608,983267,752064,612,230591,1293470,1277598,186032,44428,245532,11484,234048,472,11628,972,788534,720836,-74668,142366,15872,11784,2172,948,10828,-9860,-55729
2000:Q2,-29307,18357,-5134,-592,91676,99198,32080,54318,18904,-4036,-2068,-68084,52,14684,11352,-153419,-74800,3984,-82603,32162,-11230,91696,-676,-73004,-9500,-63504,564,22556,-2816,-49550,-177808,25256,103002,43392,-1740,3180,3572,12024,26356,-10368
2000:Q3,-30295,18568,103375,-24752,-63944,79017,28816,-163,26664,3328,20372,25244,1204,28076,7688,50842,-68096,27652,91286,140483,96299,123804,25364,84000,5004,78996,4736,-13972,212,-127845,-83224,-3168,-41453,44184,10584,-2068,-1376,52016,-14972,-11755
2000:Q4,-32178,18696,-23543,38192,251592,-32346,-24880,23802,-4684,-596,-25988,-154416,632,17236,-9620,-134813,-130300,13372,-17885,13845,-25295,225844,-6576,186596,-8172,194768,5840,12,1296,-438307,-271232,2708,-169783,39140,6920,-1508,196,30820,2712,-13486
2001:Q1,-19383,18676,343536,2500,219784,227499,21708,126799,43388,5284,30320,-154540,428,43008,488,4369,82440,15748,-93819,497532,333880,277036,-23748,-53888,-3980,-49908,3804,-2304,-3552,136532,168768,-2320,-29916,163652,1504,1496,7348,99160,54144,115937
2001:Q2,-11074,18292,832090,24448,116804,106781,772,-21027,89068,4620,33348,8928,-836,23840,-528,552653,277952,18244,256457,853910,826022,205536,35624,28072,4772,23300,1376,-8072,448,563038,50648,16872,495518,27888,5308,6028,5628,31856,-20932,-7546
2001:Q3,-4059,18026,501755,66644,21872,82351,23848,57903,-72964,8148,65416,267692,3452,-34832,49748,44828,86676,18224,-60072,472627,500667,223428,12604,375788,9696,366092,2132,11260,508,-125053,39504,4528,-169085,-28040,3152,5620,1956,1276,-40044,-51213
2001:Q4,3434,17407,108251,-26428,87528,-92775,-10528,-51883,-71568,13576,27628,-257376,4288,42052,12892,338070,193880,21104,123086,131311,97043,-34660,-18884,-203672,-29820,-173852,156,12300,1772,340031,135256,-120404,325179,34268,3632,7992,3560,-21052,40136,9087
