1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q1,7212649,145694,114496,31198,227252,39969,73386,62093,21207,0,0,2352,28245,137127,188,136939,2402595,183797,84402,267435,1866961,0,797166,612204,62860,5981,110547,943,4631,143946,0,14272,129674,0,337723,300620,37103,892269,846789,45480,217676,18802,172644,26230,504693,120337,34479,87615,189317,58539,14406,0,0,399981,359983,39998,128723,94011,34712,0,0,0,0,0,877804,877804
2020:Q2,7068587,147173,115657,31516,341724,44377,143585,101869,21370,0,0,2352,28171,136143,174,135969,2503628,182808,89242,278151,1857793,95634,547652,377391,50548,6287,111133,582,1711,143990,0,13314,130676,0,319488,281771,37717,871507,840979,30528,188423,16766,118048,53609,494460,115563,32730,87557,191059,55487,12064,0,0,373077,333031,40046,119037,91684,27353,252,252,0,0,0,882033,882033
2020:Q3,7140342,148652,116818,31834,407759,47421,183790,124475,21811,0,0,2352,27910,136746,160,136586,2560247,176647,106607,287095,1894245,95653,470437,303982,47749,11227,106433,719,327,144840,0,13202,131638,0,385048,333573,51475,825369,807830,17539,193760,16960,118356,58444,494946,110207,32262,86838,198303,56873,10463,0,0,372426,329026,43401,104602,81409,23193,5375,3180,812,1383,0,890135,890135
2020:Q4,7341485,150131,117979,32152,419725,49148,188916,128567,22097,0,0,2352,28645,135290,146,135144,2654695,169717,115786,292725,1980799,95668,410289,249536,43253,9976,106742,493,289,153207,0,14931,138276,0,482375,411055,71320,833436,846753,-13317,195008,16240,124464,54304,506404,105639,32886,88656,210726,57438,11059,0,0,370252,326236,44016,106605,79391,27214,20054,3552,5962,10491,49,904014,904014
2021:Q1,7456986,151188,118733,32455,426930,50145,192354,130948,22261,0,0,2352,28870,134777,149,134628,2595617,164518,121684,292264,1974579,42572,390909,225563,40286,9347,115327,97,289,156463,0,16529,139934,0,573708,470398,103310,821378,859296,-37918,241538,15687,148970,76881,516494,97678,34327,104573,212782,56804,10330,0,0,373480,321551,51930,121170,93710,27460,18623,2135,5949,10490,49,934711,934711
2021:Q2,7740975,152245,119487,32758,436387,52501,197149,133732,22262,0,0,2352,28391,133874,152,133722,2602490,163073,122755,295014,1987580,34068,362618,203055,39160,8360,111647,108,288,152820,0,15336,137484,0,595234,494562,100672,844581,882351,-37770,248028,14353,167494,66181,544983,96967,35968,121644,221942,58624,9838,0,0,567685,474430,93255,129590,101323,28267,17850,1622,5855,10325,48,952590,952590
2021:Q3,7885684,153302,120241,33061,488585,55764,228018,151752,22199,0,0,2352,28500,134025,154,133871,2584332,162047,127047,296620,1976340,22278,344263,186772,39429,7472,110216,111,263,152138,0,14344,137794,0,571465,513678,57787,937478,926899,10579,258781,17065,187589,54127,578022,97363,37751,131312,241999,59614,9983,6125,6125,552229,464960,87269,125062,105226,19836,17376,1456,5744,10129,47,982501,982501
2021:Q4,8176274,154359,120995,33364,536276,57842,255857,169664,22562,0,0,2352,27999,133661,157,133504,2727161,164719,109703,285689,2148961,18089,335412,173712,40711,6977,113643,106,263,164447,0,16276,148171,0,574733,517568,57165,953635,942553,11082,272055,18135,199469,54451,621340,96952,38595,144180,265803,65831,9979,6464,6464,523592,455589,68003,130224,104055,26169,16788,1346,5549,9893,0,1026127,1026127
2022:Q1,8550839,155628,121942,33686,583577,59745,284333,186470,22684,0,0,2352,27993,131523,156,131367,2770366,167760,118250,313185,2153072,18099,373083,199004,42333,6300,125068,115,263,177920,0,21264,156656,0,582856,519187,63669,1079766,1046141,33625,285827,13960,203277,68590,657474,97884,39617,164787,274975,69334,10877,6055,6055,530966,466514,64452,150519,118748,31771,15793,1264,5221,9308,0,1049486,1049486
2022:Q2,8664267,156897,122889,34008,616290,61779,303107,198223,22774,0,0,2352,28055,131966,155,131811,2797292,179247,108208,318525,2175999,15313,520321,321827,59926,5752,132447,106,263,171957,0,19002,152955,0,542714,466897,75817,1011548,996512,15036,262747,14012,210380,38355,663555,99650,39227,154174,289558,68133,12813,5134,5134,549051,486143,62908,145486,109373,36113,14685,1126,4872,8687,0,1074624,1074624
2022:Q3,8797087,158166,123836,34330,621325,63711,304858,199798,22914,0,0,2352,27692,132559,155,132404,2852032,185622,109236,315369,2226414,15391,660802,442271,77564,5102,135559,93,213,172592,0,17640,154952,0,539915,458614,81301,943725,930563,13162,250024,13465,197901,38658,666980,100573,41838,140151,302599,68994,12825,5325,5325,560206,498164,62042,150378,104154,46224,13670,1058,4532,8080,0,1069388,1069388
2022:Q4,8847903,159435,124783,34652,626947,64866,306296,202769,23283,0,0,2352,27381,133722,154,133568,2986599,193186,99898,292599,2387641,13275,820371,582438,96676,5199,135728,117,213,182284,0,18219,164065,0,404194,381610,22584,935532,876354,59178,242446,14889,182378,45179,652210,91416,40006,125394,308730,74890,11774,5637,5637,583832,520747,63085,30628,29963,665,12754,996,4027,7731,0,1071312,1071312
2023:Q1,8987079,160668,125701,34967,626965,65936,304553,202547,23553,0,0,2352,28024,135518,153,135365,2946443,197725,98170,295111,2342043,13394,1042076,810296,87694,4745,139021,107,213,187400,0,20194,167206,0,391131,370528,20603,905036,847183,57853,244923,18076,175370,51477,645809,90874,39346,115151,311165,77155,12118,5341,5341,584043,521801,62242,29854,29157,697,11816,927,3729,7160,0,1070056,1070056
2023:Q2,8819814,161901,126619,35282,589723,67265,280337,187394,23749,0,0,2352,28626,135221,153,135068,2975645,198100,90481,294140,2381131,11793,855025,629768,85036,4387,135537,122,175,188050,0,18487,169563,0,411715,380525,31190,894088,849251,44837,231527,18432,150522,62573,636402,89078,39382,107681,312136,76208,11917,5334,5334,611396,547971,63425,31296,30443,853,10736,794,3405,6537,0,1081755,1081755
2023:Q3,8758244,163134,127537,35597,579607,69286,271260,183491,23882,0,0,2352,29336,137819,152,137667,3018918,195795,94169,293383,2423657,11914,805354,573338,89323,4154,138282,142,115,193072,0,18265,174807,0,438378,401990,36388,827975,784218,43757,205152,19376,119667,66109,633651,88474,38039,109720,307180,77371,12867,5026,5026,629517,565134,64384,29345,28412,933,9386,336,3100,5950,0,1081910,1081910
2023:Q4,8957296,164367,128455,35912,558689,70031,256779,176569,24268,0,0,2352,28690,138715,151,138564,3225064,192369,91536,294938,2639431,6790,784140,555309,85272,5170,138125,149,115,203507,0,19213,184294,0,446421,397939,48482,834181,813586,20595,219693,19957,132878,66858,613407,86920,34429,109685,299933,72140,10300,5706,5706,653858,587919,65939,29042,28110,932,7826,0,2734,5092,0,1072680,1072680
2024:Q1,8957766,165583,129356,36227,555140,71428,253226,175278,24577,0,0,2352,28279,141092,150,140942,3210647,186905,91428,293610,2631972,6732,741784,514964,78741,4564,143290,135,90,205113,0,20198,184915,0,481162,432830,48332,837607,815851,21756,214039,19859,132818,61362,622169,92245,35728,111766,297316,73607,11507,4007,4007,663969,597145,66824,28368,27389,979,6390,0,2232,4158,0,1080696,1080696
