1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,5167,5167,0,0,5167,566,0,0,-41,25,3523,0,11,68,952,8,2,0,0,0,53,0,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,16196,17732,-307,-1229,16196,1127,1860,-32,628,1950,4217,0,20,255,661,69,127,1448,3826,0,45,-5,0,ND,ND,ND,ND,ND,652
1980:Q3,29241,27414,165,1662,29241,4286,1972,178,449,2253,11986,0,20,-300,186,60,93,761,5533,0,1769,-5,0,ND,ND,ND,ND,ND,239
1980:Q4,26382,25152,246,984,26382,822,2003,347,678,2025,13862,0,20,213,-47,66,81,2222,4246,0,-151,-5,0,ND,ND,ND,ND,ND,628
1981:Q1,15217,14064,31,1122,15217,2334,-152,542,678,2009,5676,0,20,-140,-144,69,103,292,3138,0,791,1,0,ND,ND,ND,ND,ND,925
1981:Q2,23808,23564,49,195,23808,6833,-1528,607,560,1693,10556,0,20,-369,-250,15,55,574,3602,0,1440,0,0,ND,ND,ND,ND,ND,858
1981:Q3,17634,17695,-212,151,17634,4790,-2008,769,680,1124,6421,0,20,-308,-173,6,61,2391,3378,0,482,1,0,ND,ND,ND,ND,ND,13
1981:Q4,10894,11664,-154,-616,10894,3529,-2244,899,471,996,2100,0,20,-142,-175,-8,89,1794,4163,0,-598,0,0,ND,ND,ND,ND,ND,151
1982:Q1,10448,8724,-55,1779,10448,6521,-4073,625,324,597,-3193,0,-32,-561,-107,0,29,1308,8724,0,289,-3,0,ND,ND,ND,ND,ND,239
1982:Q2,13459,11351,22,2086,13459,2375,1261,574,397,564,-4194,0,-63,-43,-627,279,52,2539,9233,0,1115,-3,0,ND,ND,ND,ND,ND,631
1982:Q3,13418,11624,159,1635,13418,3465,-777,450,461,850,-8971,0,-70,17,407,391,-2,3855,13201,0,144,-3,0,ND,ND,ND,ND,ND,122
1982:Q4,17162,15728,87,1347,17162,7498,-1799,348,271,980,-12171,0,-55,-413,-123,197,-10,2624,18181,0,1638,-4,0,ND,ND,ND,ND,ND,-54
1983:Q1,16952,15083,174,1695,16952,-3139,325,261,-167,1164,-1526,0,-15,79,-329,-536,44,1912,17626,0,1265,-12,0,ND,ND,ND,ND,ND,100
1983:Q2,29157,27493,133,1531,29157,366,-239,312,412,1219,6777,0,10,770,-562,243,-46,2389,16365,0,1154,-13,0,ND,ND,ND,ND,ND,232
1983:Q3,37188,33817,474,2897,37188,-2210,1877,439,377,1123,16521,0,15,516,-326,-126,-5,1205,18045,0,-250,-13,0,ND,ND,ND,ND,ND,201
1983:Q4,32787,28816,594,3377,32787,-503,161,540,126,1649,14171,0,25,330,-215,-66,0,3863,13054,0,-335,-13,0,ND,ND,ND,ND,ND,448
1984:Q1,29515,27441,215,1859,29515,1332,-979,912,63,1386,10128,0,25,1157,-419,628,-8,3884,10992,0,408,6,0,ND,ND,ND,ND,ND,-377
1984:Q2,39331,34521,962,3848,39331,2101,-1024,873,10,1327,24485,0,40,860,-496,-120,-22,1559,7331,0,2401,6,0,ND,ND,ND,ND,ND,530
1984:Q3,34659,33820,-32,871,34659,3308,-2025,776,-286,1122,18457,0,25,622,-245,254,-24,1470,11499,0,-299,5,0,ND,ND,ND,ND,ND,992
1984:Q4,32419,31797,124,498,32419,-1051,-464,701,835,1610,9770,0,35,514,-39,178,-3,3828,13692,2000,812,1,0,ND,ND,ND,ND,ND,798
1985:Q1,38884,36437,289,2158,38884,10245,1750,413,204,1477,6405,0,36,254,-79,303,-7,5158,14143,541,-1965,6,0,ND,ND,ND,ND,ND,339
1985:Q2,42401,38306,619,3476,42401,2797,-118,305,50,1360,11557,0,18,1033,178,-235,-34,3305,16667,1816,3691,11,0,ND,ND,ND,ND,ND,944
1985:Q3,49120,58877,-2151,-7606,49120,-2927,825,38,388,1558,16910,0,12,1220,216,-179,-35,1923,22202,592,6367,10,0,ND,ND,ND,ND,ND,208
1985:Q4,49695,48085,122,1488,49695,138,1264,-175,248,1490,14442,0,14,1045,-798,840,-25,6827,24543,2455,-2661,48,0,ND,ND,ND,ND,ND,1108
1986:Q1,30790,26703,-330,4417,30790,1314,1327,-500,-162,1803,-1834,0,10,2536,246,-78,-94,-122,24661,1456,215,12,0,ND,ND,ND,ND,ND,811
1986:Q2,59132,49375,402,9355,59132,1317,-595,900,-18,1141,10546,0,10,1506,-80,-51,-141,-2605,34376,2165,10649,12,0,ND,ND,ND,ND,ND,469
1986:Q3,67193,62137,224,4832,67193,-1666,477,700,-245,651,11291,0,10,2127,645,-205,-162,-961,45809,2395,6322,5,0,ND,ND,ND,ND,ND,693
1986:Q4,46736,61158,-289,-14133,46736,-634,2424,-882,550,326,7772,0,25,2070,-320,-151,-171,-2008,54166,-13415,-2983,-33,0,ND,ND,ND,ND,ND,1216
1987:Q1,51909,44088,976,6845,51909,7327,3397,-712,-175,184,1058,0,23,2721,-132,-1665,80,-2023,42014,1883,-2083,12,0,ND,ND,ND,ND,ND,1231
1987:Q2,73463,71142,-255,2576,73463,2883,961,-1134,-150,-331,27483,0,35,2882,-21,-459,-93,-2650,38561,2944,2551,1,0,ND,ND,ND,ND,ND,967
1987:Q3,58207,53723,313,4171,58207,3069,3263,-781,-3145,284,22638,0,38,2695,-14,-246,194,1236,30942,5818,-7778,-6,0,ND,ND,ND,ND,ND,1186
1987:Q4,57186,53068,99,4019,57186,4480,-3698,361,162,1027,29386,0,46,2249,965,-204,102,334,21855,538,-440,23,0,ND,ND,ND,ND,ND,705
1988:Q1,35780,36308,-210,-318,35780,799,-2869,-2186,68,939,28550,0,50,1648,-3047,218,106,3229,7114,1441,-295,15,0,ND,ND,ND,ND,ND,952
1988:Q2,70066,66533,575,2958,70066,1124,-4183,11560,18,185,25685,0,50,2543,188,288,25,2680,16700,1508,11693,2,0,ND,ND,ND,ND,ND,852
1988:Q3,60980,57508,572,2900,60980,1427,4782,-3682,-85,0,35269,0,50,2314,161,380,-173,-590,24317,2033,-5249,26,0,ND,ND,ND,ND,ND,88
1988:Q4,56913,55282,205,1426,56913,2255,747,88,294,1362,22442,0,50,1683,762,543,-30,885,22579,2083,1130,40,0,ND,ND,ND,ND,ND,432
1989:Q1,35847,35750,-71,168,35847,781,-1201,1896,0,1162,9896,0,50,2693,101,862,-460,-672,23726,1162,-4137,-12,0,ND,ND,ND,ND,ND,651
1989:Q2,58448,57617,61,770,58448,2629,3128,-2240,197,1510,19467,0,50,2159,248,307,164,1520,22460,842,6012,-4,0,ND,ND,ND,ND,ND,1409
1989:Q3,66256,64200,273,1783,66256,2517,3314,-2574,87,1185,11477,0,50,1440,278,893,148,2468,31606,-3184,16558,-7,0,ND,ND,ND,ND,ND,563
1989:Q4,65810,67309,-445,-1054,65810,3068,3695,-2610,-10,842,568,0,50,494,437,558,193,1762,42406,9640,4709,8,0,ND,ND,ND,ND,ND,-15816
1990:Q1,51447,45653,1016,4778,51447,3224,1736,-2092,3859,622,10916,0,56,649,359,-328,28,2444,34520,-5160,618,-4,0,ND,ND,ND,ND,ND,1024
1990:Q2,67022,60518,1168,5336,67022,2653,2094,-226,5831,742,8333,0,74,1504,395,191,55,-2097,38701,4698,4076,-2,0,ND,ND,ND,ND,ND,771
1990:Q3,50097,51349,-361,-891,50097,2873,852,19,4336,991,-3542,0,54,2066,452,96,-39,1357,34526,4397,1660,-1,0,ND,ND,0,ND,ND,799
1990:Q4,39607,42546,-681,-2258,39607,2514,962,-253,2595,1233,-19090,0,-3,1564,275,63,35,3637,39537,7769,-1235,4,0,ND,ND,0,ND,ND,440
1991:Q1,34740,39881,-1153,-3988,34740,888,899,-438,1503,896,-13887,0,31,-14,-992,-332,156,3298,32226,4401,6159,-55,0,1925,2200,0,352,42,-669
1991:Q2,58975,60958,-547,-1436,58975,1781,1428,-497,1857,242,-2717,0,-45,1723,-229,-443,-72,2724,35449,13065,4685,23,0,3963,3077,0,420,69,397
1991:Q3,22258,23853,-379,-1216,22258,544,657,433,2924,542,-20434,0,-47,2168,-465,-305,264,402,38580,11949,-14936,-18,0,1557,1222,0,190,82,63
1991:Q4,48295,49776,-440,-1041,48295,-1749,51,-149,-7137,321,-2435,0,18,290,-1246,-389,-126,4814,33011,8688,14336,-2,0,-136,-204,0,265,98,-295
1992:Q1,39670,40397,-285,-442,39670,-1725,185,-326,1303,-191,-6775,0,155,-1295,1199,-216,-386,7527,23712,10073,6451,-21,0,-2765,-3096,0,-64,103,292
1992:Q2,31437,32968,-373,-1158,31437,-1702,138,-237,-412,-370,-13097,0,268,3143,-383,-257,318,4151,39891,9889,-10083,179,0,-473,-452,0,-170,116,33
1992:Q3,53306,54634,-412,-916,53306,-1680,-215,406,-2322,234,2093,0,302,-418,-30,-143,-154,6240,25252,15362,8096,284,0,1235,363,0,186,158,528
1992:Q4,42976,45024,-537,-1511,42976,-2277,-403,725,917,-281,-5418,0,256,1494,-306,-193,-80,12429,28980,10209,-3385,308,0,-2884,-2125,0,-801,147,-105
1993:Q1,10082,13803,-805,-2916,10082,-2227,-1282,-628,-1231,-117,-8607,0,339,717,-1320,24,-37,4974,28381,3656,-12805,245,0,-1535,-1447,0,-87,112,-113
1993:Q2,54286,53642,-11,655,54286,-2252,-1345,-195,-2506,-3506,20426,0,352,483,-16,-71,65,17334,2156,7924,15078,359,0,-130,541,0,-294,150,-527
1993:Q3,52414,50186,296,1932,52414,-2277,-1323,-135,-1446,-875,9323,0,302,239,-363,109,-11,9937,29480,10160,-1008,302,0,-1064,-822,0,-152,179,-269
1993:Q4,39853,38777,86,990,39853,-2277,-1210,-292,-752,-1351,11711,0,162,505,-1010,-76,42,7800,26084,3894,-3560,183,0,-4002,-3412,0,-724,137,-3
1994:Q1,31519,30278,45,1196,31519,-2228,374,-383,-1673,-741,-13849,0,125,1330,-67,124,66,5480,42681,11717,-12059,621,0,-1676,-1571,0,-250,215,-70
1994:Q2,47557,45165,285,2107,47557,-2252,471,677,-169,-53,20262,0,19,976,38,224,146,258,33139,1410,-8508,919,0,5392,4555,0,420,129,288
1994:Q3,50741,46429,635,3677,50741,-2277,501,96,529,977,27068,0,78,1414,22,219,103,-642,22761,1147,-2203,948,0,5010,3224,0,1010,131,645
1994:Q4,47673,44895,319,2459,47673,-2277,460,341,-1263,1047,30260,0,411,1523,113,-33,113,-2122,16722,829,1270,279,0,2693,1785,0,413,126,369
1995:Q1,28134,25990,-225,2369,28134,-2227,292,-292,-545,1242,19805,0,68,1566,143,166,129,-1254,8062,2997,-2723,705,0,2825,1198,0,991,152,484
1995:Q2,49927,46407,-42,3562,49927,-2252,292,-132,-1819,1037,21759,0,503,239,180,166,122,264,17486,3047,8572,463,0,7462,6525,0,207,156,574
1995:Q3,56804,51502,332,4970,56804,-2277,287,-212,-624,473,22389,0,11,1316,338,166,129,4161,26796,422,2806,623,0,4359,2713,0,888,129,629
1995:Q4,33024,30166,-180,3038,33024,-1991,293,-134,-1498,815,-3880,0,368,840,-236,167,134,2259,41469,4291,-9898,25,0,1024,971,0,-77,179,-49
1996:Q1,49516,45331,163,4022,49516,-2231,-3807,-149,-1829,331,11102,0,130,1381,-405,166,134,-5372,28456,7315,14027,267,0,316,-749,0,311,221,533
1996:Q2,59560,53344,597,5619,59560,-2231,-1646,-210,-489,391,14147,0,235,3266,-382,166,139,67,42477,7132,-3473,-29,0,10239,7906,0,376,232,1725
1996:Q3,64894,57154,912,6828,64894,-2231,-1892,-71,-694,860,23206,0,309,1660,-752,166,142,-1128,33896,5645,5779,-1,0,5895,3542,0,-159,217,2295
1996:Q4,49281,49278,-558,561,49281,-2231,-1973,-80,265,824,13088,0,-54,2754,-399,74,146,-145,30555,1506,4121,830,0,8638,4848,0,2078,151,1561
1997:Q1,45686,42333,-645,3998,45686,-2231,1226,-262,-1318,639,10902,0,-154,1447,-31,200,151,-3710,27395,9219,1502,711,0,6234,3682,0,973,276,1303
1997:Q2,54537,51396,405,2736,54537,-2231,1336,-102,33,732,29879,0,-61,3074,155,212,155,-1834,20738,4496,-3511,1466,0,12048,9766,0,753,232,1297
1997:Q3,92633,85050,297,7286,92633,-2231,1399,-142,-643,990,22187,0,100,3799,-75,231,160,-570,27356,14694,24285,1093,0,9780,6601,0,984,411,1784
1997:Q4,41905,37299,253,4353,41905,-2231,1429,-111,126,797,11707,0,184,1593,193,133,166,1425,33777,10038,-19898,2577,0,6367,3269,0,816,380,1902
1998:Q1,68550,55246,193,13111,68550,-2231,-628,680,-219,840,24685,0,285,1598,-325,45,353,1184,20037,15180,5465,1601,0,1041,-741,0,262,441,1079
1998:Q2,90766,78668,287,11811,90766,-2231,-623,680,-133,994,645,0,384,4081,-168,53,643,261,60411,18733,4414,2622,0,3695,2709,0,221,580,185
1998:Q3,91656,76710,597,14349,91656,-2229,-677,680,-94,-4634,3376,0,230,2541,-304,149,262,-234,62646,20029,10187,-272,0,4164,644,0,411,580,2529
1998:Q4,107382,92649,295,14438,107382,1773,-737,680,169,3734,34634,0,159,2148,299,-142,291,4420,39021,14123,9977,-3167,0,4051,770,0,-155,501,2935
1999:Q1,89983,79249,349,10385,89983,1773,-1656,-213,-255,590,-13092,0,-519,1770,395,178,123,-5459,91472,12139,4176,-1439,0,1177,-167,0,545,458,341
1999:Q2,108572,96550,488,11534,108572,1773,-1705,-213,-212,230,17439,0,591,4924,443,178,376,-2179,68355,11303,7578,-309,0,2566,1202,0,241,460,663
1999:Q3,132024,118035,720,13269,132024,1773,-1768,-213,320,186,52513,0,267,4642,204,178,-36,-1193,61295,3216,10524,116,0,12598,7938,0,2041,295,2324
1999:Q4,94810,83248,578,10984,94810,1773,-1915,-213,-240,1387,40279,0,260,2431,-876,178,586,-1576,43460,5217,5758,-1699,0,8070,7448,0,855,297,-530
2000:Q1,71194,62226,496,8472,71194,1773,277,-59,-54,204,36079,0,360,2746,-496,264,-455,10,28262,594,5085,-3396,0,14941,12605,0,2319,-340,357
2000:Q2,124187,112366,544,11277,124187,1773,321,-59,-36,-393,62392,0,551,4802,-62,262,184,8085,31124,1423,14208,-388,0,20995,15902,0,1933,1252,1908
2000:Q3,125327,113927,652,10748,125327,1773,332,-59,-497,73,35534,0,387,3475,-110,303,-935,3097,57229,13230,11700,-205,0,18837,14253,0,2319,371,1894
2000:Q4,104256,94962,285,9009,104256,1773,323,-58,-91,-533,-2930,0,-259,1802,-224,287,114,4934,74261,15844,8501,512,0,18823,15791,0,726,804,1502
2001:Q1,96851,84580,869,11402,96851,1773,383,302,-107,-322,26996,0,-2032,1804,-122,-891,-50,1110,39298,17981,10499,229,0,3512,1039,0,686,1006,781
2001:Q2,172071,160836,661,10574,172071,1773,391,303,-153,596,28399,0,443,4404,220,-852,-424,6428,96762,16955,17100,-274,0,17132,13721,0,795,725,1891
2001:Q3,159640,148282,389,10969,159640,1767,425,303,-253,-1131,-5341,0,133,7436,156,-714,162,4001,119815,21754,10501,626,0,12340,7647,0,3099,544,1050
2001:Q4,124486,114442,180,9864,124486,1522,335,302,-80,423,35406,0,525,2076,95,-595,47,10122,67018,22374,-15300,216,0,-1989,6358,0,-365,-334,-7648
2002:Q1,147469,137493,-42,10018,147469,1522,468,-56,-164,-793,-20751,0,23,4651,-24,-559,-11,4480,122100,30757,5500,326,0,13212,11005,0,-712,2169,750
2002:Q2,187893,176718,191,10984,187893,1522,472,-57,-393,-838,46219,0,432,4844,172,-499,631,8259,84354,26008,14799,1968,0,25519,21034,0,2463,238,1784
2002:Q3,209013,194479,487,14047,209013,1522,537,-57,-137,-1189,99260,0,531,3566,3,-382,242,13013,41064,21598,26200,3242,0,20264,14220,0,1441,1008,3595
2002:Q4,211946,197479,55,14413,211946,1522,413,-56,-221,0,83341,0,494,3245,-1238,-394,146,19820,67661,3200,29400,4613,0,2794,-1015,0,-176,-825,4810
2003:Q1,170856,174199,364,-3707,170856,1522,294,11,-266,-34,54683,0,910,2845,-76,-372,-588,23064,68222,24884,-2800,-1443,0,15926,16398,0,-561,133,-44
2003:Q2,241925,258156,428,-16659,241925,1522,298,10,-246,1316,90483,0,541,4865,-499,-326,924,31500,58865,14912,31000,6760,0,19766,13544,0,1054,-79,5247
2003:Q3,229452,244369,450,-15367,229452,1522,261,11,-247,1603,63753,0,427,8035,323,-236,758,35074,73855,31282,6700,6331,0,23057,19312,0,941,303,2501
2003:Q4,174082,197387,690,-23995,174082,1522,319,10,-98,3442,-7052,0,645,5203,1979,-188,-2607,4540,107320,52501,-300,6846,0,33903,30572,0,2288,738,305
2004:Q1,205806,174814,1030,29962,205806,1522,3429,410,-135,2541,96552,0,559,3286,35,-196,-1087,-1041,7716,74080,12800,5335,0,25551,18921,0,1788,2063,2779
2004:Q2,291414,270542,1000,19872,291414,1522,3417,410,-146,-1760,114075,0,1095,10131,-51,-9,1121,-3125,17021,92352,45300,10061,0,55487,42313,0,3685,1794,7695
2004:Q3,252122,230319,1396,20407,252122,1518,3483,409,-109,6473,88873,0,879,7309,-23,1,-1072,-3895,15162,119404,14900,-1190,0,55570,47226,0,4348,665,3331
2004:Q4,267545,253749,1271,12525,267545,2000,3481,410,-83,-5498,90364,0,856,5009,-318,-25,-194,-2456,3936,104328,28800,36935,0,45947,34704,0,2371,2963,5909
2005:Q1,244923,229841,1504,13578,244923,2500,245,481,-120,465,70051,0,4778,4724,-74,-18,-846,-10587,24468,135050,6800,7006,0,29549,22463,0,1714,3721,1651
2005:Q2,311553,290672,2049,18832,311553,2000,247,481,-56,4657,102696,0,-73,8385,80,-11,-85,-12430,36440,148329,10000,10893,0,49100,39144,0,3752,4020,2184
2005:Q3,318085,298283,1899,17903,318085,1000,246,481,-150,7990,81284,0,189,7936,8,-10,-747,-14934,43772,166193,15299,9528,0,30765,18076,0,3973,5447,3269
2005:Q4,281814,262385,2179,17250,281814,-500,250,482,-102,873,35325,0,-4145,6401,-678,-10,628,-16793,64331,162677,35701,-2626,0,32607,16212,0,2568,6665,7162
2006:Q1,324778,299646,2577,22555,324778,-2000,-1248,-139,-14,-3785,70138,0,-541,5018,406,-8,282,976,81088,147380,19577,7648,0,32155,14280,0,2042,11042,4791
2006:Q2,330729,307125,2240,21364,330729,-4000,-1243,-139,216,3658,90710,0,2356,9676,717,-10,413,1275,67275,146136,11613,2076,0,52467,37189,0,3907,9520,1851
2006:Q3,260229,240040,1994,18195,260229,-5000,-1282,-139,-23,4512,29584,0,-1083,7961,558,-9,786,535,78857,129446,19039,-3513,0,36924,20252,0,4097,8796,3779
2006:Q4,167127,153642,1419,12066,167127,-4000,-1274,-139,-26,4850,12856,0,190,3759,1304,-26,-363,935,75543,101610,1907,-29999,0,29923,18802,0,970,10260,-109
2007:Q1,222407,206275,1638,14494,222407,-3500,-2703,669,-48,5951,17021,0,-535,2830,-451,-34,509,-2360,117221,93126,-11665,6376,4317,14314,6944,0,84,7371,-85
2007:Q2,211807,200590,104,11113,211807,-3000,-2710,670,81,-3272,45556,0,759,8645,-168,-14,603,-1371,121708,72513,-17271,-10922,6000,22479,26295,0,1955,-2246,-3525
2007:Q3,198146,190581,833,6732,198146,-3113,-2746,670,61,5892,52609,0,355,8156,-244,5,646,2833,175714,-27338,-6236,-9118,8900,25876,29145,0,3248,-6686,169
2007:Q4,121468,118020,296,3152,121468,-2500,-2743,670,161,786,29349,0,3707,8126,-55,-65,2810,-8828,210713,-81112,-29866,-9685,13100,12166,23803,0,1954,-7492,-6099
2008:Q1,91500,91487,-743,756,91500,-2000,-1321,-268,114,-637,20426,0,538,7657,-285,40,-546,3084,139963,-47075,-13758,-14432,20900,2817,9718,0,381,-5674,-1608
2008:Q2,5076,17568,-2672,-9820,5076,6400,-1146,-267,603,-651,-49811,0,11,10842,-248,29,-3055,25,157804,-72441,-37527,-5492,32800,7601,18220,0,809,-5264,-6164
2008:Q3,-12386,3476,-3165,-12697,-12386,8772,-1138,-267,-969,-2152,-62114,-19,322,8436,-328,83,-581,-16632,137314,-56423,-21626,-5064,39300,-3897,1779,3,1856,-4173,-3362
2008:Q4,-55579,-33458,-3629,-18492,-55579,2668,-1160,-268,153,-4059,-47576,-1433,508,5293,73,-40,-835,22309,67564,-58550,-19107,-21119,45300,3723,11895,-402,1510,-4896,-4384
2009:Q1,37768,45689,-2699,-5222,37768,2668,-599,-108,435,-3354,8369,-783,116,1396,176,408,-167,13179,84491,-36488,-6185,-25786,48300,-9858,-3322,81,-1674,-3660,-1283
2009:Q2,16094,26831,-3242,-7495,16094,2668,-614,-109,193,8507,-29365,-969,-79,2123,196,72,-271,-19807,132496,-68447,-11461,961,59900,-12657,-5720,-602,-923,-2832,-2580
2009:Q3,-11409,5876,-3457,-13828,-11409,2668,-615,-109,264,4814,-83338,-3998,12,1871,265,108,9,-9560,137712,-51629,-9625,-258,66400,-13976,-8362,7,-1130,-2188,-2303
2009:Q4,7943,14339,-2992,-3404,7943,2668,-614,-108,428,3023,-17177,-298,-331,-37,24,128,-258,-7013,90859,-47023,-16148,-180,65500,-10343,-4546,-43,-387,-1519,-3848
2010:Q1,-78665,-80963,-1941,4239,-78665,2668,-228,375,313,3560,-54660,214,-369,-593,-847,-1,112,-14485,33934,-37563,-13261,2166,49500,-10422,-4017,27,-1867,-2115,-2450
2010:Q2,-17394,-19922,-2460,4988,-17394,2668,-230,375,732,-1963,-16467,-14,-1438,1367,-89,157,73,-9468,61788,-39883,-12919,-2083,50100,-10407,-5289,-13,-906,-1214,-2985
2010:Q3,-28245,-36731,-1153,9639,-28245,2671,-235,375,713,5654,2695,-12,-359,591,142,-224,105,-39528,45947,-39346,-7322,-112,47600,-13400,-9369,33,-1510,-864,-1690
2010:Q4,-11689,-18724,-1225,8260,-11689,-862,-224,375,1009,4570,15002,-39,-329,-479,669,-33,-238,-12920,40295,-45217,-13438,170,39900,-19236,-13061,-7,-2082,-1314,-2772
2011:Q1,-22808,-1179,-1177,-20452,-22808,-862,-82,-523,166,-554,-76172,-13,-1346,85,-181,-229,-112,42910,43666,-35183,-5826,11448,41300,-17400,-13501,-5,-1653,-996,-1245
2011:Q2,-27524,-24032,-1021,-2471,-27524,-862,-73,-522,769,-1891,-8118,20,-555,1225,38,-60,51,-25428,43177,-30692,-3958,-645,40800,-14587,-11487,-15,-1616,-601,-868
2011:Q3,-20947,-19057,-665,-1225,-20947,-862,-52,-523,618,-1109,19329,200,-286,1377,96,-95,800,-48393,38804,-27502,-3413,64,36800,-11098,-8617,4,-1129,-611,-745
2011:Q4,-15474,-14392,-501,-581,-15474,-862,-74,-522,481,5119,25525,43,-171,1839,6,67,-285,-35624,22291,-28168,-5196,57,36400,-10576,-7268,-16,-1628,-562,-1102
2012:Q1,-28453,-33247,-258,5052,-28453,-862,-285,-217,831,-895,-22684,112,-441,1361,924,77,-553,3944,20259,-28192,-3381,1549,36700,-16744,-13215,15,-2361,-447,-736
2012:Q2,-21638,-27691,-12,6065,-21638,-862,-282,-218,388,-779,13567,-115,-253,2598,907,-38,-216,-45785,38658,-28670,-3607,3069,36600,-14018,-11245,-38,-1521,-443,-771
2012:Q3,-9765,-16055,18,6272,-9765,-862,-277,-217,232,3901,9868,261,-165,2682,853,-49,-82,-24035,25328,-25350,-2013,160,37800,-13161,-10905,8,-1108,-698,-458
2012:Q4,-25146,-29917,-238,5009,-25146,-862,-256,-217,-348,-2293,-3124,227,2883,1708,-611,-50,36,-17134,19434,-24463,-2144,2068,32400,-16711,-14238,-26,-1532,-444,-471
2013:Q1,-20026,-22589,-305,2868,-20026,-862,214,90,1004,4330,-30321,-44,-66,302,-132,-55,-374,9225,18132,-18991,-2698,220,27900,-20401,-17688,40,-1678,-501,-574
2013:Q2,-8691,-13449,151,4607,-8691,-862,267,90,-725,-788,-21484,-198,-861,4303,177,-58,-147,18075,25072,-30860,-3289,2597,26000,-14749,-11547,-17,-1507,-991,-687
2013:Q3,32183,27384,197,4602,32183,-865,234,89,-536,492,-27991,-197,-9,8380,427,-56,-539,45582,33895,-22953,-4053,283,22179,-12877,-12147,93,2,10,-835
2013:Q4,1537,-3084,211,4410,1537,-2651,235,90,1260,3773,-17563,-80,-131,5639,7,-44,-379,16173,20255,-19667,-7240,1860,17067,-10318,-7842,-12,-524,-473,-1467
2014:Q1,-20948,-28599,415,7236,-20948,-2651,291,-34,275,1043,-9355,247,-549,4476,738,-31,339,-9966,11352,-15564,-3145,1586,14798,-10599,-8994,4,-540,-424,-645
2014:Q2,2870,-5120,493,7497,2870,-2651,287,-34,-204,-1883,21818,257,-52,6878,738,62,763,-14103,8634,-17598,-2367,2325,13581,-4811,-4174,-2,297,-444,-488
2014:Q3,22551,15237,376,6938,22551,-2651,294,-34,256,-4022,1774,494,-676,9404,918,70,-654,14353,18002,-18947,-2322,6292,12148,-3641,-4271,-9,1587,-471,-477
2014:Q4,24664,17964,248,6452,24664,-2651,297,-34,966,3264,1109,602,-158,6094,1200,-94,177,12932,12838,-12453,-1997,2572,12454,-5197,-4837,90,324,-362,-412
2015:Q1,-9053,-18633,498,9082,-9053,-2651,3574,635,834,3555,7311,-115,-1009,4684,144,118,204,-2611,-5876,-13502,-3358,-990,17981,-11172,-9630,-8,-418,-419,-697
2015:Q2,57284,47966,507,8811,57284,-2651,3494,636,551,-963,25690,52,-198,10063,1182,-32,166,13424,22204,-18152,-4514,6332,12215,-6958,-6523,-3,858,-377,-913
2015:Q3,59656,50850,429,8377,59656,-2651,3534,635,469,-1978,1769,-246,-190,10657,1198,-32,84,28213,45393,-22334,-3688,-1177,9977,-8476,-8022,-1,754,-463,-744
2015:Q4,48892,39640,514,8738,48892,-2651,3529,635,-107,4708,15720,-1050,-226,7254,1894,-33,-503,8953,32354,-16616,-3040,-1929,10229,-7220,-7108,9,847,-349,-619
2016:Q1,9374,-686,513,9547,9374,-2651,-3408,-179,523,819,10282,-103,-158,-1836,609,5,146,-524,18905,-13224,-2774,2942,9567,-10364,-8869,-88,-404,-438,-565
2016:Q2,69153,59720,403,9030,69153,-2651,-3395,-179,174,866,43501,-292,-220,13802,909,4,273,5525,27022,-13744,-4572,2130,8138,-4983,-6219,-9,2933,-767,-921
2016:Q3,91795,81277,622,9896,91795,-2654,-3398,-179,-64,3344,26137,-7,-143,13691,863,4,3239,26287,33614,-17181,-2693,10935,7958,-9978,-9103,9,-96,-243,-545
2016:Q4,64353,55997,210,8146,64353,-872,-3414,-179,877,1278,1573,48,-176,9086,1332,4,-1312,47761,36272,-19686,-6476,-1763,6189,-12634,-11170,4,184,-353,-1299
2017:Q1,66677,54296,270,12111,66677,-872,367,758,-940,2325,-16759,-25,-219,7939,646,70,-1492,45146,36189,-6318,-1827,1689,7078,-9688,-10862,-12,502,1056,-372
2017:Q2,86940,75346,108,11486,86940,-872,386,758,497,176,34311,-13,-168,11554,890,69,-764,18129,34931,-10575,-4349,1980,7998,-5368,-6826,-8,2523,-179,-878
2017:Q3,100155,87448,338,12369,100155,-872,373,757,-333,1124,20474,-18,-113,12770,406,70,-1481,34261,40790,-6407,-1459,-187,6484,-7080,-7600,-9,1130,-304,-297
2017:Q4,91278,79211,220,11847,91278,-872,372,758,-71,3967,12708,-52,809,9821,566,69,989,41189,29125,-5607,-3795,1302,5826,-6341,-6959,-22,1710,-306,-764
