1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q3,150793,52529,68118,30225,5101,21889,3235,-78,150793,20382,70375,19455,22907,11140,6536,27,2259,2042,138,5,74,418,368,6,3,31,0,939,839,1646,59865
1984:Q4,154167,53408,69544,31293,5269,22734,3290,-77,154167,20689,71611,19682,24173,11262,6751,28,2320,2095,143,5,76,433,381,6,3,32,0,973,869,1706,60976
1985:Q1,155913,53783,69974,32182,5774,22945,3463,-26,155913,20985,72941,19932,23629,11440,6986,28,2298,2078,140,5,75,443,391,6,3,50,0,1101,959,1709,63230
1985:Q2,158640,54649,71155,32862,5916,23421,3525,-26,158640,21325,74251,20182,24054,11594,7234,29,2375,2148,145,5,77,459,405,6,3,52,0,1141,994,1771,64739
1985:Q3,161291,55529,72334,33454,6046,23821,3588,-26,161291,21709,75530,20430,24351,11763,7508,30,2476,2241,150,5,80,475,420,7,3,53,0,1181,1030,1834,66067
1985:Q4,164295,56473,73672,34176,6187,24338,3651,-26,164295,22136,76777,20676,24937,11959,7810,31,2600,2357,155,5,83,492,434,7,3,55,0,1223,1066,1898,67337
1986:Q1,167047,57053,74688,35258,6583,24854,3821,48,167047,22606,77981,20919,25234,12156,8151,31,2694,2452,153,6,83,500,441,7,3,60,0,1391,1149,1876,69585
1986:Q2,169980,58009,75985,35938,6726,25327,3886,48,169980,23095,79117,21242,25718,12407,8402,32,2755,2505,158,6,86,517,456,7,3,62,0,1439,1189,1941,70871
1986:Q3,172738,58933,77200,36558,6863,25746,3949,48,172738,23603,80174,21652,26099,12647,8563,32,2723,2464,164,6,90,535,472,8,4,64,0,1489,1230,2008,72579
1986:Q4,175531,59877,78400,37205,7005,26191,4010,49,175531,24130,81152,22154,26537,12925,8631,34,2590,2323,169,6,92,553,488,8,4,67,0,1540,1273,2077,74923
1987:Q1,178150,60219,79379,38551,7517,26856,4179,1,178150,24676,82049,22757,26925,13140,8603,33,2306,2033,168,8,98,560,496,8,4,55,0,1677,1404,2062,76099
1987:Q2,180942,61164,80596,39182,7664,27272,4246,1,180942,25206,83120,22971,27274,13380,8991,34,2479,2197,173,8,101,579,513,8,4,57,0,1734,1452,2132,77696
1987:Q3,184019,62163,81941,39914,7826,27771,4318,1,184019,25720,84363,22768,27718,13623,9828,35,3093,2801,179,8,105,599,531,9,4,59,0,1793,1501,2204,79415
1987:Q4,187272,63180,83382,40710,7997,28317,4396,0,187272,26219,85777,22117,28190,13826,11143,36,4181,3878,186,9,108,619,549,9,4,61,0,1854,1552,2279,81252
1988:Q1,190950,64234,84200,42492,8574,29402,4516,25,190950,26541,87442,25085,28912,14073,8897,35,1654,1327,201,10,116,634,565,9,5,50,0,1945,1720,2281,81984
1988:Q2,194420,65303,85714,43378,8765,30016,4598,25,194420,26929,89022,23957,29474,14291,10747,36,3271,2934,208,10,120,654,584,9,5,51,0,2008,1775,2355,83358
1988:Q3,197843,66376,87241,44201,8956,30566,4679,25,197843,27383,90508,23537,29986,14534,11895,37,4181,3833,214,10,124,675,602,9,5,53,0,2072,1832,2430,85290
1988:Q4,201283,67439,88812,45008,9153,31095,4760,25,201283,27902,91902,23879,30543,14770,12288,38,4330,3971,221,11,128,697,621,9,5,55,0,2137,1890,2507,87242
1989:Q1,204607,68204,89782,46613,9801,31847,4966,9,204607,28487,93193,24710,30996,15014,12206,38,3954,3569,235,10,140,727,655,10,5,45,0,2269,2001,2503,88471
1989:Q2,207921,69256,91285,47371,10000,32325,5046,9,207921,29028,94524,25445,31451,15299,12173,39,3674,3278,242,10,144,749,675,10,5,46,0,2336,2061,2578,90245
1989:Q3,211222,70298,92778,48138,10208,32805,5125,9,211222,29526,95885,25962,31945,15585,12319,40,3577,3170,249,10,149,770,694,10,6,48,0,2403,2120,2652,91645
1989:Q4,214508,71330,94256,48914,10427,33284,5202,9,214508,29980,97275,26327,32478,15870,12579,41,3598,3179,256,11,153,792,713,11,6,49,0,2469,2178,2725,93246
1990:Q1,217506,71748,94963,50789,11419,33949,5420,6,217506,30391,98686,26465,32756,16174,13033,42,3780,3471,191,8,111,842,766,10,6,44,0,2629,2203,2712,94322
1990:Q2,220557,72748,96334,51469,11637,34336,5497,7,220557,30781,100118,26585,33104,16502,13467,43,3986,3669,196,8,114,862,785,10,6,45,61,2633,2257,2779,96349
1990:Q3,223753,73754,97756,52238,11871,34795,5572,5,223753,31150,101562,26766,33610,16856,13810,44,4108,3783,200,8,117,882,804,10,7,47,65,2692,2310,2843,97605
1990:Q4,226716,74659,99109,52943,12098,35199,5646,6,226716,31500,103017,26993,34024,17109,14074,45,4161,3829,205,9,119,902,821,10,7,48,68,2749,2360,2905,98782
1991:Q1,229743,74788,99430,55516,13225,36323,5968,9,229743,31829,104478,27263,34550,17354,14271,47,4112,3748,226,11,128,971,899,10,7,54,75,2879,2327,2891,100056
1991:Q2,232236,75551,100560,56117,13439,36646,6033,9,232236,32145,105708,27371,34863,17622,14528,48,4203,3833,229,11,130,987,914,10,7,55,93,2909,2364,2938,101471
1991:Q3,234445,76196,101550,56691,13615,36991,6085,9,234445,32449,106702,27489,35279,17846,14680,48,4228,3854,232,11,132,999,925,10,7,56,103,2936,2394,2974,102264
1991:Q4,235968,76688,102252,57020,13722,37172,6126,8,235968,32740,107460,27442,35404,18018,14904,49,4362,3985,234,11,133,1007,933,10,7,56,96,2970,2414,3000,103245
1992:Q1,237043,76383,102240,58417,13943,38206,6268,3,237043,33019,107975,27503,35452,18163,14931,51,4505,4056,283,12,155,1114,1050,8,8,68,87,2950,2066,3026,103629
1992:Q2,238795,76946,103018,58828,14067,38450,6311,2,238795,33391,108698,27610,35677,18420,14998,52,4493,4040,285,12,156,1122,1058,8,8,68,95,2965,2082,3049,104419
1992:Q3,240838,77627,103925,59282,14227,38687,6368,4,240838,33858,109624,27766,35853,18629,15108,52,4494,4037,288,12,157,1134,1068,9,8,69,82,3009,2103,3080,105509
1992:Q4,243569,78511,105097,59958,14455,39065,6438,3,243569,34420,110751,27963,36286,18880,15270,53,4519,4056,292,12,159,1149,1082,9,8,70,91,3040,2130,3120,106478
1993:Q1,246542,79853,104995,61635,15517,39553,6565,59,246542,35075,112076,28143,36516,19188,15544,67,4650,4070,365,18,197,1257,1198,8,9,74,88,3200,1829,3165,108950
1993:Q2,249384,80870,106225,62231,15757,39825,6649,58,249384,35709,113444,28398,36616,19470,15747,69,4687,4099,371,18,200,1276,1217,8,9,75,85,3254,1857,3213,109670
1993:Q3,252174,81843,107490,62783,15958,40090,6735,58,252174,36320,114851,28613,36716,19675,15998,69,4773,4176,376,19,203,1295,1235,8,9,76,70,3318,1885,3261,111200
1993:Q4,255400,82882,108962,63499,16157,40521,6821,58,255400,36910,116297,28817,37179,19928,16271,70,4878,4271,382,19,206,1315,1253,8,9,77,89,3350,1913,3309,112720
1994:Q1,258321,83810,110062,64427,16607,40835,6985,22,258321,37478,117779,29113,37251,20242,16458,95,4648,3980,417,24,228,1373,1322,10,8,68,83,3846,1762,3247,114434
1994:Q2,261742,84978,111635,65106,16816,41203,7087,23,261742,38060,119582,29377,37472,20509,16741,96,4743,4066,423,24,231,1394,1342,10,8,70,81,3909,1790,3298,115686
1994:Q3,265568,86336,113288,65921,17061,41657,7203,22,265568,38659,121705,29704,37622,20852,17026,98,4825,4135,431,24,235,1418,1365,10,8,70,85,3973,1820,3354,117401
1994:Q4,269977,87849,115090,67015,17356,42327,7333,23,269977,39273,124147,30050,37984,21169,17354,99,4934,4232,438,25,240,1444,1390,10,8,72,103,4028,1853,3414,119284
1995:Q1,274788,88698,117071,68999,18026,43470,7502,21,274788,39902,126912,30477,38281,21554,17663,136,4717,3992,451,24,250,1568,1517,11,8,63,104,4463,1714,3363,120571
1995:Q2,278938,90187,118774,69958,18307,44018,7633,20,278938,40481,129430,30856,38354,21888,17929,138,4781,4045,458,24,254,1593,1540,11,8,64,125,4513,1741,3415,122461
1995:Q3,282690,91537,120344,70790,18551,44488,7750,20,282690,41011,131703,31192,38449,22187,18148,140,4836,4091,464,25,257,1613,1560,11,8,65,131,4565,1763,3458,123722
1995:Q4,285965,92766,121751,71428,18751,44823,7854,21,285965,41490,133734,31477,38444,22496,18326,141,4887,4134,469,25,260,1628,1574,11,8,66,174,4567,1780,3491,124840
1996:Q1,288893,93219,122812,72858,19436,45323,8100,4,288893,41920,135532,31697,38504,22778,18462,173,4711,3961,460,26,263,1655,1610,11,9,74,175,4953,1655,3439,125834
1996:Q2,291890,94341,124121,73425,19622,45600,8203,4,291890,42385,137553,31950,38398,22980,18624,174,4766,4011,464,26,265,1667,1622,11,9,75,407,4760,1668,3466,127608
1996:Q3,295471,95644,125591,74230,19862,46052,8317,5,295471,42886,139809,32344,38484,23258,18691,175,4709,3947,468,27,268,1682,1637,12,9,75,388,4825,1683,3497,128569
1996:Q4,299053,97023,127019,75006,20111,46453,8443,4,299053,43422,142300,32617,38279,23513,18922,177,4802,4032,473,27,270,1699,1653,12,9,76,450,4815,1699,3532,130014
1997:Q1,303326,98119,127425,77712,21485,47664,8563,70,303326,43993,145048,32928,38388,23830,19138,202,4758,3962,486,28,282,1642,1614,12,9,68,456,5239,1621,3516,130794
1997:Q2,307806,99709,129177,78850,21817,48333,8701,69,307806,44612,147697,33290,38643,24184,19379,205,4822,4016,492,28,286,1662,1634,12,9,69,502,5264,1641,3560,132433
1997:Q3,311952,101207,130879,79796,22134,48823,8839,71,311952,45279,150268,33729,38633,24445,19600,207,4844,4026,499,29,290,1685,1657,13,10,70,544,5300,1664,3608,133145
1997:Q4,316243,102760,132687,80727,22475,49274,8978,69,316243,45993,152762,34103,38641,24808,19937,210,4963,4133,506,29,295,1710,1681,13,10,71,591,5340,1688,3662,134490
1998:Q1,320336,104384,132457,83480,24617,49939,8924,15,320336,46754,155207,34535,38554,25045,20241,221,4938,4083,514,31,310,1737,1691,14,10,59,587,5656,1705,3625,136250
1998:Q2,325008,105965,134395,84634,25018,50551,9066,15,325008,47564,157637,34983,38866,25306,20653,226,5047,4175,524,32,317,1772,1724,14,10,60,595,5772,1739,3697,137609
1998:Q3,329693,107650,136312,85714,25437,51064,9214,16,329693,48422,160082,35459,38893,25709,21129,231,5159,4267,536,32,324,1813,1764,14,10,61,781,5734,1779,3783,139236
1998:Q4,334699,109393,138334,86957,25905,51684,9367,15,334699,49328,162541,35989,39097,26102,21644,237,5250,4334,550,33,333,1861,1811,15,10,63,675,6013,1826,3883,140930
1999:Q1,339672,109951,138439,91287,29176,52534,9578,-5,339672,50282,165035,36554,39142,26465,22195,249,5121,4180,560,31,350,1991,1878,14,11,45,662,6423,1945,3857,142191
1999:Q2,345802,112055,140897,92855,29786,53302,9767,-5,345802,51370,168081,37123,39384,26932,22912,256,5308,4337,578,32,361,2053,1937,15,12,47,610,6695,2006,3977,143839
1999:Q3,352663,114378,143700,94592,30455,54151,9986,-6,352663,52592,171698,37678,39572,27328,23795,264,5619,4617,596,33,373,2120,2000,15,12,48,557,6984,2071,4106,146263
1999:Q4,360799,117077,147015,96713,31226,55251,10236,-5,360799,53947,175888,38334,40055,27847,24728,274,5940,4905,616,34,385,2191,2067,16,12,50,504,7291,2140,4244,148798
2000:Q1,369742,118698,148627,102328,34996,56939,10393,91,369742,55437,180665,39106,40512,28343,25679,277,5973,4887,640,34,413,2398,2193,14,15,60,467,7663,2397,4225,151288
2000:Q2,376534,121019,151330,104094,35708,57786,10600,91,376534,56554,184237,39837,40710,28944,26252,284,6052,4938,656,35,423,2458,2248,14,15,62,409,7925,2456,4331,154353
2000:Q3,381241,122658,153157,105336,36209,58389,10738,91,381241,57298,186619,40516,40934,29432,26441,288,5911,4779,667,35,430,2498,2285,14,16,63,365,8105,2497,4402,157417
2000:Q4,383711,123637,154047,105937,36482,58648,10807,90,383711,57671,187809,41170,40964,29874,26222,291,5526,4386,672,35,433,2518,2303,15,16,63,328,8209,2517,4437,159829
2001:Q1,391611,128277,154236,109170,38838,59383,10949,-71,391611,59481,192026,41834,40994,30312,26964,264,5688,4521,675,37,456,2738,2430,16,15,69,333,8379,2646,4387,160664
2001:Q2,398505,130681,156956,110940,39572,60198,11170,-71,398505,61186,195426,42466,41069,30663,27695,269,6014,4825,688,37,465,2790,2476,16,16,70,380,8498,2697,4471,163197
2001:Q3,402895,132248,158640,112078,40022,60752,11305,-71,402895,62661,197165,42974,41188,30998,27910,270,6140,4946,690,37,467,2801,2486,16,16,70,345,8569,2708,4489,165104
2001:Q4,406498,133595,160002,112972,40357,61200,11414,-71,406498,63464,198899,43424,41198,31381,28133,273,6175,4971,696,38,471,2826,2507,16,16,71,332,8659,2731,4528,167036
2002:Q1,409383,137339,158091,113976,40857,61656,11464,-23,409383,64021,200037,43801,41369,31773,28382,238,6030,4808,688,38,496,3002,2584,15,15,89,317,8782,2701,4611,167983
2002:Q2,412313,138455,159136,114745,41125,62076,11544,-23,412313,65084,200652,44317,41543,32181,28536,240,6041,4810,693,39,499,3021,2600,15,16,90,299,8857,2718,4641,169996
2002:Q3,416100,139813,160528,115783,41462,62669,11652,-24,416100,66153,201762,44861,41806,32537,28981,243,6129,4879,704,39,507,3068,2642,16,16,91,286,9016,2761,4715,172525
2002:Q4,420185,141239,162043,116926,41808,63348,11770,-23,420185,67750,202572,45497,42098,32854,29415,247,6208,4940,715,40,514,3116,2683,16,16,93,273,9173,2804,4788,175203
2003:Q1,423756,146466,159396,117908,41360,64518,12031,-14,423756,69595,202885,46064,42424,33258,29531,216,6169,4885,704,39,541,3345,2686,15,16,112,295,9091,2696,4893,175847
2003:Q2,427199,147686,160614,118912,41633,65152,12127,-13,427199,70726,203821,46413,42789,33554,29897,218,6252,4952,713,40,548,3385,2718,15,16,113,284,9215,2728,4952,177395
2003:Q3,431429,149190,162125,120127,41982,65899,12246,-12,431429,72157,205002,46905,43262,33870,30233,221,6348,5034,720,40,553,3419,2746,15,16,114,272,9323,2756,5003,179569
2003:Q4,436714,151087,164041,121600,42433,66768,12399,-13,436714,74083,206484,47589,43774,34201,30584,223,6409,5080,729,41,560,3461,2779,15,17,116,262,9451,2789,5063,182143
2004:Q1,443496,158603,162871,121962,42017,67491,12455,60,443496,76185,208823,48454,44335,34637,31063,206,6501,5111,737,41,612,3697,2820,15,17,125,253,9606,2754,5070,184612
2004:Q2,450903,161466,165482,123894,42645,68587,12662,62,450903,78353,211309,49366,44847,35448,31580,210,6614,5202,749,41,622,3758,2866,15,17,127,242,9778,2800,5154,187859
2004:Q3,458786,164667,168184,125874,43317,69679,12878,61,458786,80731,213822,50322,45309,36550,32054,212,6739,5306,760,42,631,3811,2906,16,18,129,233,9928,2839,5225,190969
2004:Q4,468653,168597,171585,128411,44190,71065,13156,61,468653,83018,217999,51443,45995,37597,32602,216,6839,5381,773,43,642,3878,2958,16,18,131,224,10117,2889,5318,192883
2005:Q1,477900,178594,170693,128582,44353,71240,12989,30,477900,85156,222140,52595,46677,38119,33213,201,6907,5424,765,44,674,3892,3003,16,20,127,217,10661,2891,5279,195447
2005:Q2,487243,182452,173828,130932,45164,72519,13249,31,487243,87389,226223,53723,47278,38997,33634,203,6979,5477,776,45,682,3944,3043,16,20,129,208,10815,2930,5349,198549
2005:Q3,497419,186642,177274,133472,46064,73879,13530,31,497419,90519,230007,55029,47916,40025,33925,205,7049,5534,782,45,688,3976,3068,16,21,129,200,10914,2954,5393,201957
2005:Q4,508491,191041,181119,136299,47074,75378,13847,32,508491,93110,235241,56342,48664,40746,34389,208,7152,5617,793,46,697,4030,3109,16,21,131,191,11072,2993,5465,204215
2006:Q1,517607,199755,180629,137177,47764,75683,13731,47,517607,95162,239525,57495,49351,41231,34844,196,7199,5687,734,47,732,3928,3096,13,26,150,185,11604,3070,5379,206006
2006:Q2,526773,203675,183630,139422,48578,76875,13969,47,526773,96779,243856,58543,49992,42333,35271,198,7280,5749,743,48,741,3977,3135,13,26,152,177,11759,3109,5446,209011
2006:Q3,535278,207200,186450,141579,49327,78057,14196,48,535278,98055,248150,59519,50665,43133,35757,201,7362,5809,753,48,751,4035,3180,14,27,154,169,11939,3153,5524,211718
2006:Q4,544508,211099,189487,143874,50121,79320,14434,47,544508,99231,252915,60570,51278,44342,36173,204,7419,5848,763,49,761,4086,3220,14,27,156,162,12099,3193,5594,214455
2007:Q1,553669,213976,192651,146819,51139,81226,14454,224,553669,100536,257164,61494,52099,45641,36735,198,7317,5762,801,17,737,4011,3187,12,31,253,156,12453,3483,5635,216102
2007:Q2,560232,216692,194768,148549,51691,82245,14613,223,560232,101175,260439,62134,52811,46463,37209,200,7449,5876,810,18,746,4058,3224,12,31,256,151,12604,3523,5701,218747
2007:Q3,566401,219202,196794,150182,52220,83202,14760,224,566401,101857,263364,62750,53578,47253,37599,202,7556,5968,818,18,753,4097,3255,12,32,258,147,12730,3556,5755,221422
2007:Q4,572448,221672,198813,151741,52751,84090,14900,222,572448,102274,266253,63437,54316,48146,38023,205,7660,6056,827,18,760,4140,3290,12,32,261,143,12871,3594,5816,223576
2008:Q1,579948,221624,201546,156764,55299,86696,14770,14,579948,102328,270838,64081,55252,48990,38459,196,7498,6128,566,38,767,4197,3304,16,34,465,124,12583,3832,6211,224589
2008:Q2,586800,224299,203879,158608,55931,87745,14932,14,586800,102229,275085,64678,56115,49737,38957,199,7605,6217,573,38,777,4251,3346,16,34,471,130,12737,3879,6290,227246
2008:Q3,594010,227111,206413,160472,56595,88776,15102,15,594010,101625,280045,65324,56927,50659,39431,202,7706,6302,580,38,786,4301,3386,16,34,477,131,12888,3926,6364,228762
2008:Q4,598204,228800,207926,161464,56953,89332,15178,15,598204,100784,282782,65640,57564,51774,39658,202,7756,6344,583,39,791,4325,3405,16,34,480,130,12962,3948,6400,230456
2009:Q1,596861,223173,208635,165049,59353,90403,15293,4,596861,100043,281528,65403,57833,52326,39728,202,7754,6350,591,36,777,4426,3427,21,41,654,115,11855,4255,6980,230585
2009:Q2,592264,221271,207150,163840,58861,89838,15141,4,592264,99278,278358,64678,58133,52256,39561,201,7748,6351,588,36,774,4403,3410,21,41,651,112,11797,4233,6945,230237
2009:Q3,589745,220120,206345,163278,58565,89659,15053,3,589745,98746,276881,64133,58493,52163,39329,200,7733,6346,584,36,768,4374,3387,20,40,646,110,11718,4204,6898,230413
2009:Q4,592407,220904,207292,164209,58770,90330,15109,3,592407,99427,277860,64217,59181,52382,39340,199,7771,6384,583,36,768,4370,3384,20,40,646,110,11708,4201,6892,229915
2010:Q1,593638,218832,206861,167933,59436,93279,15219,12,593638,99375,278399,64110,59829,52748,39178,199,7693,6326,587,27,753,4321,3323,28,47,1017,95,10761,4493,7202,229058
2010:Q2,595681,219423,207532,168715,59564,93907,15245,11,595681,98829,279975,63995,60633,53179,39071,199,7684,6321,585,27,751,4307,3312,27,47,1014,94,10728,4479,7180,229031
2010:Q3,597943,220207,208278,169446,59745,94416,15286,12,597943,98939,281096,64098,61226,53543,39042,199,7670,6309,584,27,751,4305,3311,27,47,1013,93,10724,4477,7177,228490
2010:Q4,603129,222102,210057,170958,60256,95291,15411,12,603129,99549,284026,64407,62053,53943,39152,199,7663,6296,587,27,753,4321,3323,28,47,1017,0,10857,4493,7203,228404
2011:Q1,609308,221456,212978,174848,62036,97525,15288,26,609308,99940,287766,64755,62957,54467,39422,193,7429,5894,743,26,766,4278,3277,39,59,749,0,11313,4574,7513,230045
2011:Q2,615897,224001,215224,176644,62698,98495,15451,28,615897,100338,291784,65123,63561,55184,39907,196,7563,6011,751,27,775,4325,3313,39,60,757,0,11437,4623,7596,231872
2011:Q3,621894,226361,217239,178268,63300,99371,15597,27,621894,100718,295319,65334,64096,55947,40481,197,7808,6240,758,27,783,4369,3347,40,60,765,0,11553,4671,7673,234100
2011:Q4,627264,228534,219039,179665,63851,100078,15736,26,627264,101206,298595,65380,64324,56619,41141,199,8166,6584,765,27,790,4409,3378,40,61,772,0,11660,4714,7744,235370
2012:Q1,634568,229276,222013,183245,66051,101580,15614,33,634568,101522,303505,65393,64925,57225,41998,193,8447,6783,817,28,820,4472,3405,60,82,654,0,12002,4579,8104,235535
2012:Q2,640973,231744,224207,184989,66728,102482,15779,33,640973,102305,307338,65946,65304,57841,42240,195,8426,6749,823,28,826,4506,3432,60,83,659,0,12096,4615,8168,237578
2012:Q3,647537,234218,226438,186848,67489,103406,15954,33,647537,103497,310822,67122,65651,58311,42134,197,7922,6225,833,29,836,4560,3472,61,84,667,0,12239,4670,8264,238424
2012:Q4,652477,236104,228059,188281,68142,104047,16093,33,652477,104686,313144,68821,65758,58604,41464,199,6880,5165,842,29,845,4609,3510,61,85,674,0,12372,4720,8354,239349
2013:Q1,658303,237854,229673,190758,70626,104312,15821,19,658303,106626,315234,67198,65826,58988,44431,193,9000,7384,682,30,905,4757,3633,70,95,713,0,12918,4581,8474,240087
2013:Q2,666088,240713,232299,193057,71601,105432,16024,19,666088,108622,318700,69035,66294,59449,43988,195,8090,6454,690,30,916,4820,3680,71,96,723,0,13088,4641,8585,241801
2013:Q3,673693,243517,234831,195328,72584,106521,16223,18,673693,110702,322095,70421,66696,59938,43843,197,7588,5934,698,30,926,4868,3717,72,97,730,0,13218,4687,8670,242434
2013:Q4,683519,247090,238127,198283,73838,107966,16479,19,683519,113151,326767,71567,67265,60555,44215,199,7613,5944,704,31,935,4914,3753,72,98,737,0,13344,4732,8753,243358
2014:Q1,693682,253191,239000,201477,75665,109542,16270,15,693682,115789,331725,72391,67667,61090,45021,192,7757,6014,749,29,966,4967,3847,65,91,595,0,14193,4732,8583,243612
2014:Q2,700448,255788,241181,203466,76593,110422,16451,14,700448,116718,335907,72864,67706,61552,45700,194,8080,6320,755,30,975,5015,3884,66,92,600,0,14328,4777,8665,244205
2014:Q3,709507,259179,244224,206089,77785,111613,16691,15,709507,118758,340535,73788,67917,62054,46455,196,8386,6606,764,30,987,5075,3930,67,93,607,0,14499,4834,8769,245625
2014:Q4,716047,261639,246434,207961,78701,112391,16869,14,716047,119685,344513,74558,67989,62360,46944,199,8482,6682,772,30,997,5127,3971,68,94,613,0,14649,4884,8859,247909
2015:Q1,722801,262480,248318,211984,80698,114333,16953,20,722801,120895,348426,75458,68216,62549,47257,194,8519,6722,662,30,1104,5106,3997,68,93,406,0,15491,4913,8473,248365
2015:Q2,728217,264622,250088,213486,81484,114906,17097,21,728217,121981,351251,76127,68118,63024,47717,196,8575,6761,669,31,1116,5159,4038,69,94,410,0,15652,4964,8561,249815
2015:Q3,734206,266895,252080,215212,82354,115601,17257,20,734206,123640,353794,76798,68131,63426,48417,199,8714,6873,678,31,1132,5234,4096,70,95,416,0,15876,5035,8684,253362
2015:Q4,737715,268241,253217,216238,82958,115926,17355,19,737715,125048,354793,77212,67969,63640,49054,202,8854,6990,687,31,1146,5299,4147,71,96,421,0,16075,5098,8792,255212
2016:Q1,740358,267281,253522,219566,85813,116137,17617,-10,740358,126242,355290,77407,67874,63786,49760,196,9433,7463,655,34,1282,5321,4187,80,101,297,0,16585,5204,8356,253070
2016:Q2,748730,270393,256285,222063,86984,117254,17825,-11,748730,128346,358915,78151,68277,64563,50478,199,9564,7565,664,34,1301,5398,4248,81,102,302,0,16827,5280,8478,255793
2016:Q3,755061,272674,258363,224035,87940,118106,17990,-11,755061,130481,361253,78712,68541,64938,51136,201,9677,7651,673,35,1318,5470,4305,82,103,305,0,17051,5351,8591,258905
2016:Q4,763960,275898,261282,226790,89205,119369,18216,-10,763960,132493,365561,79511,69003,65546,51846,204,9754,7697,683,35,1339,5554,4371,84,105,310,0,17311,5432,8722,260289
2017:Q1,772353,277909,260372,234085,92662,123133,18290,-13,772353,133962,370018,80333,69308,66283,52449,206,10468,7994,1060,34,1381,5546,4408,95,111,238,0,17162,5747,8469,264897
2017:Q2,782244,281498,263582,237177,94077,124560,18541,-13,782244,136191,374803,81290,69771,66977,53213,209,10582,8069,1076,34,1403,5632,4477,96,113,242,0,17428,5836,8601,267838
2017:Q3,792615,285324,266919,240385,95542,126043,18800,-14,792615,138385,380041,82133,70252,67847,53957,211,10829,8287,1089,35,1419,5697,4529,97,114,245,0,17631,5904,8700,269399
2017:Q4,801742,288656,269827,243274,96855,127396,19023,-14,801742,140065,384551,82855,70843,68608,54820,214,11097,8520,1104,35,1439,5776,4591,98,116,248,0,17874,5986,8821,270422
2018:Q1,812368,289461,271625,251287,100659,131555,19074,-4,812368,143359,388477,84041,71582,69643,55268,211,11900,9149,1104,37,1610,5755,4625,90,103,197,0,17518,6297,8574,273840
2018:Q2,823797,293703,275219,254880,102273,133265,19342,-4,823797,145906,393362,85199,72310,70916,56105,214,12008,9211,1123,38,1637,5851,4702,91,105,200,0,17812,6403,8719,277374
2018:Q3,833610,297278,278364,257973,103713,134680,19580,-3,833610,147809,397953,86202,72883,71780,56983,218,12118,9271,1142,39,1666,5954,4784,93,106,203,0,18123,6515,8871,280440
2018:Q4,842828,300728,281308,260796,105079,135919,19798,-4,842828,149401,402355,87116,73375,72813,57767,221,12203,9313,1160,39,1692,6046,4859,94,108,207,0,18405,6616,9009,282739
2019:Q1,854870,303242,282713,268886,110069,139004,19814,30,854870,150997,409073,88105,74223,73484,58989,212,13582,10651,1383,42,1506,6150,4986,67,93,186,0,18062,6886,8766,285695
2019:Q2,866390,307519,286435,272407,111779,140530,20098,30,866390,152661,415208,89105,74541,74539,60337,217,13951,10957,1412,43,1539,6283,5093,68,95,190,0,18451,7035,8955,289593
2019:Q3,875794,310820,289513,275433,113191,141913,20330,28,875794,154698,419422,89990,75009,75205,61471,220,14268,11222,1437,44,1566,6394,5183,70,96,193,0,18776,7159,9113,292473
2019:Q4,882787,313155,291817,277786,114248,143035,20502,29,882787,156371,422460,90726,75400,75642,62189,223,14475,11396,1453,44,1583,6463,5239,70,97,195,0,18979,7236,9211,295031
2020:Q1,892529,313672,290022,288818,118441,149830,20547,18,892529,158102,427237,91780,76043,76169,63200,221,15435,11936,1679,44,1777,6773,5549,59,85,132,0,18190,7817,8942,300603
2020:Q2,900787,316213,292746,291810,119710,151354,20746,18,900787,159645,431238,92401,76942,76388,64174,224,15773,12228,1701,44,1801,6863,5623,60,86,133,0,18432,7921,9061,302712
2020:Q3,910085,319639,295630,294799,121019,152828,20953,18,910085,163146,433565,93349,77660,77505,64861,226,15978,12398,1718,44,1818,6931,5679,61,87,135,0,18615,8000,9151,303165
2020:Q4,922146,323987,299471,298671,122660,154779,21233,18,922146,166607,438142,94555,78796,78341,65705,229,16152,12522,1741,45,1843,7026,5757,61,88,136,0,18871,8110,9276,312593
2021:Q1,934089,331795,297100,305046,125442,158652,20953,148,934089,171365,441212,95767,79664,79945,66136,232,16322,12538,1830,44,1910,7337,6085,129,160,133,0,17911,8853,8976,324617
2021:Q2,954751,339637,303489,311477,128218,161841,21418,149,954751,177469,448408,98030,80889,82170,67787,237,16782,12908,1873,45,1956,7512,6231,132,163,136,0,18339,9064,9190,330905
2021:Q3,979158,348775,311175,319061,131498,165569,21994,148,979158,183761,458565,100764,81962,84227,69881,245,17349,13359,1929,47,2014,7737,6417,136,168,140,0,18888,9336,9465,348789
2021:Q4,1005342,358562,319386,327247,134984,169668,22595,148,1005342,189379,470097,103844,83516,86628,71878,252,17800,13693,1986,48,2074,7965,6606,140,173,144,0,19444,9611,9744,361484
2022:Q1,1035216,379241,322638,333314,138663,172110,22541,23,1035216,197551,482311,107335,85281,89207,73532,262,18219,13818,2132,47,2222,8302,6975,260,302,152,0,18860,10375,9827,373456
2022:Q2,1065055,390722,331767,342544,142617,176732,23195,23,1065055,203781,495781,110473,87174,92185,75662,269,18731,14202,2195,48,2287,8545,7179,267,311,156,0,19411,10679,10114,387679
