1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q4,447040,41474,405566,0,447040,0,1405,8987,13743,54156,149423,0,36582,1435,6005,33178,81610,52479,7093,944
2002:Q1,453267,42596,410671,0,453267,0,1418,8932,13812,53535,151842,0,36657,1578,5995,35011,84468,52919,6238,862
2002:Q2,463602,43054,420548,0,463602,0,1461,8877,13910,52877,156712,0,36795,1697,6236,36530,86628,54943,6038,898
2002:Q3,470695,43936,426759,0,470695,0,1438,8822,13407,51944,159561,0,36875,1809,6437,38572,88471,56552,5923,884
2002:Q4,487328,45184,442144,0,487328,0,1251,8767,14261,51945,162802,0,37809,1895,6559,41684,94539,59103,5721,992
2003:Q1,497980,45500,452480,0,497980,0,1258,8777,14223,51918,166490,0,37949,1967,6069,44829,98218,59714,5636,932
2003:Q2,515571,46735,468836,0,515571,0,1287,8788,14401,52436,172669,0,38660,2006,6839,48496,101838,61551,5631,969
2003:Q3,534339,47542,486797,0,534339,0,1290,8798,14408,53681,177462,0,39196,2074,7471,49760,109493,64104,5623,979
2003:Q4,560795,49365,511430,0,560795,0,1335,8808,14500,56354,182435,0,39658,2150,5299,68197,108737,66414,5728,1180
2004:Q1,571978,51367,520611,0,571978,0,1283,9206,14732,58328,188870,0,39758,2184,4393,71827,104195,70292,5676,1234
2004:Q2,587039,53100,533939,0,587039,0,1351,9605,14807,56961,194423,0,40012,2176,5327,75523,107317,72528,5657,1352
2004:Q3,602479,54463,548016,0,602479,0,1343,10003,14734,61989,200331,0,40555,2192,4434,79560,106391,73968,5699,1280
2004:Q4,610466,55427,555039,0,610466,0,1324,10401,14950,57718,206257,0,41586,2155,4271,82451,105734,76689,5589,1341
2005:Q1,620258,55895,564363,0,620258,0,1296,10869,15126,58079,212458,0,41785,2138,3566,84797,104485,78672,5569,1418
2005:Q2,639259,56731,582528,0,639259,0,1324,11337,14956,61696,223253,0,42279,2135,3496,86183,103221,82483,5545,1351
2005:Q3,655929,58172,597757,0,655929,0,1436,11805,14844,67902,231259,0,42635,2131,2874,88173,102090,83821,5540,1419
2005:Q4,675357,58536,616821,0,675357,0,1478,12272,14942,68580,237056,0,43494,2113,3397,92960,101282,90655,5614,1514
2006:Q1,684357,59083,625274,0,684357,0,1379,12137,14682,65640,244673,0,44213,2092,3632,96216,98475,93647,5614,1957
2006:Q2,693266,59286,633980,0,693266,0,1369,12002,14638,68481,248111,0,45621,2077,3976,98847,95279,95869,5144,1852
2006:Q3,703323,60816,642507,0,703323,0,1347,11867,14681,71986,251431,0,46650,2059,4631,101212,92041,98157,5043,2218
2006:Q4,718768,61021,657747,0,718768,0,1374,11732,14772,75753,253348,0,47387,2015,4328,105364,88816,104165,5140,4574
2007:Q1,737711,61760,675951,0,737711,0,1230,12383,14675,80332,253327,0,48342,2008,4752,111275,87035,112251,4835,5266
2007:Q2,750869,61828,689041,0,750869,0,1169,13034,14746,77739,254219,0,49871,2045,5255,119386,85762,117405,4783,5455
2007:Q3,776112,61420,714692,0,776112,0,1033,13686,14475,82223,259739,0,51261,2109,5793,126227,85906,123770,4794,5096
2007:Q4,811967,63347,748620,0,811967,0,977,14337,14429,82690,261112,0,56983,2109,8135,147674,88116,125457,5088,4860
2008:Q1,825498,65252,760246,0,825498,0,1152,14077,14312,81949,267530,0,56356,2343,7680,159245,87834,122831,5540,4649
2008:Q2,838671,65868,772803,0,838671,0,1155,13817,14316,81079,273069,0,55776,2435,5134,169605,90388,121443,5959,4495
2008:Q3,848876,66924,781953,0,848876,0,1053,13557,14257,79036,275474,4491,54966,2696,4650,181157,88438,119217,5980,3904
2008:Q4,854198,67783,786415,0,854198,0,1026,13297,14356,75399,276156,4336,53674,2405,3954,190189,92765,117592,5255,3794
2009:Q1,855235,68619,786616,0,855235,0,998,13191,14287,72346,278280,4339,52326,2319,3815,194934,93818,115865,5080,3637
2009:Q2,865073,70672,794401,0,865073,0,769,13086,14271,78273,278327,4422,51037,2414,3589,199127,97547,113789,4991,3431
2009:Q3,868240,70889,797351,0,868240,0,755,12980,14281,81147,275966,4671,49893,2558,3596,203042,100905,111569,4804,2073
2009:Q4,864106,70541,793565,0,864106,0,750,12874,14630,82471,266990,3979,48180,2729,3382,204378,105723,111454,4601,1965
2010:Q1,860548,70132,790416,0,860548,0,695,13239,14442,84550,265972,4040,47511,3001,3475,249691,57518,110078,4436,1900
2010:Q2,855516,69859,785657,0,855516,0,729,13604,14500,82335,261885,3968,46919,3300,3536,249209,61526,107915,4237,1853
2010:Q3,860042,70682,789360,0,860042,0,706,13968,14145,86038,260126,3766,46913,3196,3624,251333,65042,105258,4170,1757
2010:Q4,864202,70962,793240,0,864202,0,736,14333,14183,88984,255080,3498,46759,3144,3425,256458,68091,102773,5104,1634
2011:Q1,860277,70153,790124,0,860277,0,654,13825,14117,87972,251713,3506,46904,3093,3332,256052,72427,100519,4604,1559
2011:Q2,857245,70140,787105,0,857245,0,657,13317,14049,85846,250399,3175,47597,2930,3374,254613,78226,97303,4210,1549
2011:Q3,857801,70404,787397,0,857801,0,652,12809,13990,84500,248767,2890,48449,2733,4041,256391,82193,94936,3930,1520
2011:Q4,864549,71086,793463,0,864549,0,692,12301,13992,87969,248424,2945,49063,2850,3803,259230,87332,90875,3628,1445
2012:Q1,866644,70352,796292,0,866644,0,640,12090,14007,86702,248950,1554,50075,2738,3343,261304,92046,88253,3479,1463
2012:Q2,872010,70106,801905,0,872010,0,674,11879,13888,85656,251000,1437,51051,2676,3163,260427,99986,85389,3318,1466
2012:Q3,882435,70617,811818,0,882435,0,708,11667,13707,88110,253096,1450,51896,2598,3094,264566,105214,81845,3057,1427
2012:Q4,892593,71341,821252,0,892593,0,735,11456,13693,85937,257741,1437,52423,2518,3124,265454,114222,79513,2823,1517
2013:Q1,901914,76374,825540,0,901914,0,696,11544,13631,88954,260326,1304,54487,2429,2813,261918,121482,77784,2716,1830
2013:Q2,911736,76241,835495,0,911736,0,941,11631,13596,88026,267702,907,57281,2337,2690,258068,130819,72299,2174,3265
2013:Q3,926715,76584,850131,0,926715,0,893,11718,13455,88170,277557,1063,60756,2247,2241,251803,139507,71875,2139,3291
2013:Q4,942820,76825,865995,0,942820,0,746,11805,13743,90890,288259,1475,63956,2176,1925,243506,147810,70749,1980,3800
2014:Q1,955384,77082,878302,0,955384,0,725,11772,13703,91533,297544,1332,66457,2083,2208,238893,152728,70559,1997,3850
2014:Q2,968926,78459,890467,0,968926,0,723,11739,13609,89903,308448,1484,69541,2180,2844,234298,158292,70060,2039,3766
2014:Q3,983628,79132,904496,0,983628,0,697,11706,13347,86638,316422,1352,72908,2289,2299,236446,163910,69402,1962,4250
2014:Q4,1011265,81616,929649,0,1011265,0,708,11673,13149,89026,325966,1255,76790,2142,2446,240780,172106,68346,2043,4835
2015:Q1,1035546,83611,951935,0,1035546,0,806,12291,13075,91488,334888,1416,78641,2375,2616,247138,175703,68671,2053,4385
2015:Q2,1062034,85744,976290,0,1062034,0,882,12908,13006,90602,345925,1614,81358,2323,2754,252800,184582,67672,1284,4324
2015:Q3,1080923,86166,994757,0,1080923,0,1013,13526,12824,88977,361004,2166,83912,2271,2824,252762,190607,63197,1250,4590
2015:Q4,1121669,86857,1034812,0,1121669,0,1138,14143,12847,92519,377016,2423,88402,2219,2405,249140,204284,62221,8431,4481
2016:Q1,1147923,88219,1059704,0,1147923,0,1076,13969,12786,93055,386058,2648,91091,2226,2526,259051,213426,57172,8362,4477
2016:Q2,1173604,90069,1083535,0,1173604,0,1044,13795,12733,93656,400336,3406,94536,2233,2754,254748,226496,55902,8302,3663
2016:Q3,1206376,92996,1113380,0,1206376,0,984,13621,12527,96189,410309,3954,97859,2240,5454,265438,234290,51926,7660,3925
2016:Q4,1239940,95115,1144825,0,1239940,0,952,13447,12588,97132,420270,4610,102380,2246,4360,275361,245628,47820,9009,4137
2017:Q1,1266202,94471,1171731,0,1266202,0,1000,14184,12505,98862,428466,4468,106483,2358,3117,286256,253598,43685,6831,4389
2017:Q2,1292253,94626,1197627,0,1292253,0,1067,14921,12532,98900,437478,5281,111255,2469,2480,287977,265284,41138,6690,4781
2017:Q3,1319284,94785,1224499,0,1319284,0,1133,15657,12153,99706,440062,5351,114752,2581,1246,294944,278124,41369,6651,5555
2017:Q4,1368124,96804,1271320,0,1368124,0,1180,16394,12230,102722,444547,5994,118670,2692,2070,307055,299069,43325,6609,5567
2018:Q1,1392486,97218,1295268,0,1392486,0,1229,16486,12093,100906,452344,8150,123919,2620,2232,305786,311141,43405,6938,5237
2018:Q2,1422274,99345,1322929,0,1422274,0,1497,16577,12040,103544,460431,7634,129490,2548,2828,311070,320371,42241,5951,6052
2018:Q3,1459256,100379,1358877,0,1459256,0,1504,16668,11971,105344,467765,9112,135389,2476,3762,319677,328442,44744,5915,6487
2018:Q4,1493799,98666,1395133,0,1493799,0,872,16760,11925,103442,472169,9523,141018,2404,3699,332865,342092,43825,5881,7324
2019:Q1,1518231,98638,1419593,0,1518231,0,829,16910,11885,103231,477964,9949,147427,2388,2902,337994,349265,41077,5832,10578
2019:Q2,1545008,99669,1445339,0,1545008,0,858,17060,8157,101908,487463,10480,152883,2373,2688,347157,355985,41308,5796,10892
2019:Q3,1591060,101412,1489648,0,1591060,0,1002,17210,11583,102036,494894,10668,160003,2357,2733,360385,367705,42726,5754,12004
2019:Q4,1628498,104186,1524312,0,1628498,0,1391,17360,11590,102602,501909,11429,167052,2341,2393,364020,380171,46312,5725,14203
2020:Q1,1649802,105883,1543919,0,1649802,0,1231,17590,11364,101235,513026,12623,169047,2370,2528,368584,383044,52978,5666,8516
2020:Q2,1683323,107915,1575408,0,1683323,0,1288,17820,11319,102813,520174,12958,170664,2400,2233,388908,385662,53190,5606,8288
2020:Q3,1714986,108664,1606322,0,1714986,0,1371,18051,11181,104217,525773,13453,171654,2429,2319,393697,403922,52159,5539,9221
2020:Q4,1761617,111816,1649801,0,1761617,0,2375,18281,11113,105117,526735,14045,175478,2458,2129,419434,418433,51568,5488,8963
2021:Q1,1792950,113515,1679436,0,1792950,0,2969,18127,11127,106017,528219,14074,179077,2486,2239,426779,434135,53049,5429,9223
2021:Q2,1833517,115196,1718322,0,1833517,0,2981,17974,11090,106917,538454,14485,186142,2514,2143,424409,446660,53496,15523,10729
2021:Q3,1864976,116890,1748087,0,1864976,0,2931,17820,11035,107817,544631,14361,193359,2543,2051,433827,451362,55696,15522,12021
2021:Q4,1917774,120385,1797390,0,1917774,0,3102,17666,10853,108717,560861,15904,201636,2571,2043,444980,456177,64014,15724,13526
2022:Q1,1959851,121927,1837925,0,1959851,0,2741,18061,10772,109617,578397,15871,207153,2587,2029,451457,459201,70628,16028,15309
2022:Q2,2004022,124152,1879870,0,2004022,0,2265,18455,10693,110517,608550,19335,211869,2609,2148,456228,462405,66924,16332,15692
2022:Q3,2043288,124484,1918804,0,2043288,0,1602,18707,10638,111417,636987,20977,214568,2630,2361,462900,463244,66891,14900,15466
2022:Q4,2083625,126603,1957021,0,2083625,0,1100,18971,10532,112318,654340,21970,217482,2652,1976,489363,464102,58843,14982,14994
2023:Q1,2114613,128488,1986125,0,2114613,0,1121,19071,10455,113218,672070,21585,219742,2673,2016,493915,463303,65859,14911,14674
2023:Q2,2140785,129566,2011219,0,2140785,0,1384,19235,10480,114118,680590,22596,222541,2699,1747,506281,464288,65512,15050,14264
2023:Q3,2167122,131544,2035578,0,2167122,0,1457,19283,10345,115019,687602,22477,225052,2717,1679,520189,466773,67085,13539,13905
2023:Q4,2188389,132689,2055699,0,2188389,0,1211,19299,10318,115920,693854,21906,226202,2738,1484,530355,472114,66635,12329,14024
2024:Q1,2213705,133729,2079976,0,2213705,0,1250,19373,10295,116821,703002,23113,230020,2764,1360,539020,473652,66759,12486,13790
