date,FA893190005.Q,FA543077073.Q,FA103190005.Q,FA113193003.Q,FA313190005.Q,FA223073045.Q,FA713193005.Q,FA763190005.Q,FA753193005.Q,FA743193005.Q,FA473193005.Q,FA513190005.Q,FA543190005.Q,FA403190005.Q,FA613190005.Q,FA643193075.Q,FA663190005.Q,FA733190005.Q,FA503190005.Q,FA263190005.Q,FA893090005.Q,FA153090005.Q,FA103090005.Q,FA113090005.Q,FA313091105.Q,FA213093003.Q,FA713090005.Q,FA763090005.Q,FA753093005.Q,FA743093005.Q,FA473093005.Q,FA513090005.Q,FA543090005.Q,FA573090005.Q,FA343073045.Q,FA223090005.Q,FA633093005.Q,FA653093005.Q,FA563093003.Q,FA403093005.Q,FA673090543.Q,FA613090005.Q,FA643093075.Q,FA663090005.Q,FA733090005.Q,FA503093023.Q,FA263090005.Q,FA903090005.Q
1960:Q3,-99506,192,-105059,0,9392,2545,-4136,-4468,-548,-4,112,892,732,116,604,0,88,0,-344,380,12021,536,6570,160,380,128,-604,-7348,-268,28,0,0,288,1298,9876,2545,0,0,0,20,0,-1548,0,-40,0,0,0,-111527
1960:Q4,197663,172,173126,0,10348,2005,4392,6900,-376,-8,112,872,672,700,-88,0,-160,0,-1572,568,18960,596,-2379,188,568,88,-268,7736,-188,56,0,0,304,82,10052,2005,0,0,0,-884,0,1048,0,-44,0,0,0,178703
1961:Q1,186963,152,181378,0,9684,1693,-3756,-7304,-188,-8,116,868,912,696,-72,0,-304,0,2788,308,2926,596,-7135,216,308,144,-34,-2360,-1560,44,0,0,328,626,10216,1693,0,0,0,296,0,-408,0,-44,0,0,0,184037
1961:Q2,19587,124,-1290,0,11236,2225,640,3444,-160,-4,116,840,1400,88,544,0,-8,0,-20,412,29065,648,3636,244,412,-88,-122,9884,264,64,0,0,348,-666,10236,2225,0,0,0,696,0,1332,0,-48,0,0,0,-9478
1961:Q3,56519,120,47198,0,9020,2445,-1716,-2212,-200,-4,104,816,960,-592,1376,0,-16,0,-836,56,5238,640,3791,232,56,-140,180,-10920,-116,64,0,0,344,-822,10596,2445,0,0,0,-108,0,-956,0,-48,0,0,0,51281
1961:Q4,77751,136,47478,0,11244,2937,4256,12140,-372,0,96,740,440,880,936,0,-36,0,-3392,268,19603,652,-816,188,268,24,-132,5680,-208,72,0,0,304,-1842,10776,2937,0,0,0,-800,0,2548,0,-48,0,0,0,58148
1962:Q1,8272,148,1927,0,11488,1837,-4120,-8180,-88,-8,68,720,268,-272,-364,0,-24,0,4680,192,3152,544,-6011,152,192,28,232,-3360,-12,32,0,0,280,-1138,10892,1837,0,0,0,284,0,-748,0,-52,0,0,0,5120
1962:Q2,18508,152,-4433,0,10096,2885,1064,3224,164,-8,60,632,1028,540,2188,0,20,0,292,604,23903,572,2596,92,604,-216,716,5532,-44,16,0,0,240,-2782,10948,2885,0,0,0,696,0,2100,0,-52,0,0,0,-5395
1962:Q3,13931,156,-862,0,11952,2993,-488,-2912,256,-4,36,664,936,-1208,2032,0,-68,0,148,300,15896,572,6237,104,300,-164,-16,-2808,-12,24,0,0,236,-1678,11380,2993,0,0,0,-52,0,-1164,0,-56,0,0,0,-1965
1962:Q4,25424,164,-5029,0,10676,3601,3904,9780,-140,0,32,832,1848,1132,252,0,-72,0,-1440,-116,16979,628,-126,180,-116,-156,-322,3560,660,56,0,0,276,-3310,11412,3601,0,0,0,-876,0,1568,0,-56,0,0,0,8445
1963:Q1,10556,176,3009,0,11764,3243,-5048,-8668,228,-8,20,1016,128,576,-224,0,-80,0,4224,200,-5783,620,-14444,296,200,96,-82,-5748,-500,44,0,0,308,-988,11508,3243,0,0,0,228,0,-504,0,-60,0,0,0,16339
1963:Q2,26817,188,-3466,0,11048,2519,776,6628,-8,-4,-4,1272,1324,60,3340,0,4,0,2076,1064,28523,648,4116,400,1064,-100,16,6964,-104,44,0,0,340,-1772,11484,2519,0,0,0,804,0,2160,0,-60,0,0,0,-1706
1963:Q3,20184,192,740,0,11384,3244,-200,1320,60,0,-8,1196,704,-1552,2544,0,-44,0,480,124,19407,624,5746,396,124,-12,-180,-692,80,60,0,0,348,-1311,11860,3244,0,0,0,8,0,-824,0,-64,0,0,0,777
1963:Q4,27520,188,-2956,0,11500,3408,3864,9980,-144,0,-4,792,688,756,972,0,-24,0,-1900,400,21915,640,-782,268,400,-196,68,4932,564,64,0,0,332,-995,12000,3408,0,0,0,-1140,0,2416,0,-64,0,0,0,5605
1964:Q1,3338,180,2874,0,11868,2436,-4772,-10880,-184,-20,-44,1180,436,-580,-1048,0,-148,0,2312,-272,-188,844,-11997,376,-272,-168,508,-3060,36,92,0,0,316,-655,11988,2436,0,0,0,316,0,-880,0,-68,0,0,0,3526
1964:Q2,26422,172,-4014,0,12032,2484,568,7336,-484,-24,-36,1200,1152,996,2288,0,-20,0,3064,-292,20639,888,3938,400,-292,-28,-572,-1972,360,108,0,0,300,-191,12444,2484,0,0,0,752,0,2088,0,-68,0,0,0,5783
1964:Q3,15395,180,1190,0,12536,3485,860,-1452,-636,-4,-36,1288,620,-1024,1524,0,-88,0,-2960,-88,27506,1008,4433,416,-88,56,506,5776,28,100,0,0,308,858,12452,3485,0,0,0,-72,0,-1688,0,-72,0,0,0,-12111
1964:Q4,36697,212,-1844,0,11908,4001,6076,9684,-852,-12,-28,1416,876,1068,96,0,1976,0,1392,728,25802,1200,3173,408,728,64,-282,2128,560,92,0,0,360,-382,12820,4001,0,0,0,-948,0,1956,0,-76,0,0,0,10895
1965:Q1,14769,232,3410,0,13204,2443,-4984,-5948,-460,-12,-32,1452,1068,-348,464,0,-84,0,4928,-564,-1190,1272,-11687,392,-564,-156,624,-9160,1212,16,0,0,400,1002,12996,2443,0,0,0,320,0,-224,0,-76,0,0,0,15959
1965:Q2,28088,252,-2667,0,13740,3191,-496,8016,536,-12,-28,1516,1620,348,-60,0,116,0,1640,376,34880,1372,8319,384,376,48,8,2564,1232,-32,0,0,448,1458,13092,3191,0,0,0,1036,0,1464,0,-80,0,0,0,-6792
1965:Q3,22611,272,3927,0,13028,4200,1048,-1564,1260,-8,-36,1576,1032,-1220,1228,0,-384,0,-2204,456,22634,1440,117,396,456,148,946,2056,-2192,-28,0,0,464,2463,13372,4200,0,0,0,-220,0,-900,0,-84,0,0,0,-23
1965:Q4,37313,300,3893,0,13264,4268,3112,11504,-52,-16,-20,1632,988,1200,-2464,0,-72,0,-20,-204,53329,1424,25202,436,-204,-48,-572,5512,-120,56,0,0,476,2151,14016,4268,0,0,0,-916,0,1732,0,-84,0,0,0,-16016
1966:Q1,11761,328,2790,0,13672,2603,-5664,-3180,616,-4,-20,1692,-440,-372,-2600,0,80,0,2624,-364,1367,1428,-9049,464,-364,8,-568,-9068,88,76,0,0,-188,2133,14220,2603,0,0,0,372,0,-700,0,-88,0,0,0,10394
1966:Q2,30907,360,-232,0,13628,3679,212,11892,116,0,-8,1764,2312,16,-3368,0,84,0,92,360,38423,1056,5217,496,360,260,734,4672,1572,116,0,0,-80,5073,14392,3679,0,0,0,744,0,224,0,-92,0,0,0,-7516
1966:Q3,29311,372,5308,0,15288,2559,1880,-1520,-64,-4,-28,1824,2432,-1164,-1240,0,420,0,2736,512,28772,1336,5868,520,512,12,-60,380,-220,128,0,0,-104,5557,14892,2559,0,0,0,40,0,-2552,0,-96,0,0,0,539
1966:Q4,27610,364,8591,0,14844,3995,4140,-6980,-340,-8,-8,1904,620,1120,-5660,0,-156,0,4632,552,15043,1472,-15475,520,552,300,594,3416,-868,128,0,0,1220,4693,15372,3995,0,0,0,-1520,0,740,0,-96,0,0,0,12567
1967:Q1,19996,308,3633,0,16472,4639,-6456,-3936,-672,-4,8,1992,608,1820,-1564,0,-720,0,5632,-1764,-2296,1548,-20294,564,-1764,20,-402,-8352,-1832,100,0,-52,2856,5233,15832,4639,0,0,0,200,0,-560,0,-32,0,0,0,22292
1967:Q2,45319,284,369,0,17528,4166,112,15356,-32,-4,20,2076,2496,1816,584,0,-80,0,120,508,48523,1596,6641,584,508,164,432,7964,1072,108,0,0,148,6480,15836,4166,0,0,0,960,0,1900,0,-36,0,0,0,-3204
1967:Q3,18008,276,7787,0,16036,4357,2836,-8444,256,0,0,2152,1992,-2464,-2020,0,-380,0,-4216,-160,28476,1536,2328,612,-160,-120,604,56,-1048,96,0,0,108,5495,16288,4357,0,0,0,108,0,-1752,0,-32,0,0,0,-10468
1967:Q4,50459,284,21860,0,13988,3723,3760,184,412,0,16,2076,1992,652,-5088,0,-24,0,6048,576,54226,1628,13436,608,576,-64,318,10804,-472,80,0,0,288,6633,15812,3723,0,0,0,-1104,0,1996,0,-36,0,0,0,-3767
1968:Q1,22444,336,-3531,0,18024,5509,-6204,216,20,4,-4,2292,832,-416,2112,36,432,0,3306,-520,8830,1832,-8666,660,-520,76,-566,-12972,684,128,0,0,456,6621,16412,5509,0,0,0,424,0,-1052,-160,-36,0,0,0,13614
1968:Q2,52800,360,304,0,17128,4989,224,24728,-804,4,0,2328,1672,816,1232,36,-824,0,199,408,42694,1872,-2854,684,408,-28,-1602,10904,1176,4,0,0,564,8293,16424,4989,0,0,0,956,0,1272,-336,-32,0,0,0,10106
1968:Q3,33386,368,11983,0,18240,5483,3076,-12380,4,0,-16,2488,1224,-1076,3380,52,-188,0,752,-4,22879,1936,-4195,748,-4,-256,224,-1308,-3644,108,0,0,628,7803,17588,5483,0,0,0,-588,0,-1412,-196,-36,0,0,0,10507
1968:Q4,55679,356,16034,0,17744,4747,4252,7256,-1004,-4,16,2740,1956,352,-3356,52,-112,0,4786,-136,58800,2032,10816,832,-136,-132,2362,5296,3980,336,0,0,664,7655,17820,4747,0,0,0,-740,0,3668,-364,-36,0,0,0,-3121
1969:Q1,39862,352,10496,0,18436,6557,-7700,6984,-5344,-116,0,3372,844,-144,1664,80,224,1580,3497,-920,9482,2420,-15270,928,-920,-172,-324,-19344,992,728,0,0,836,11127,18008,6557,0,0,0,528,0,1728,-260,-40,1960,0,0,30380
1969:Q2,69818,352,9325,0,17636,5617,936,16688,-444,-160,12,3340,2128,212,6396,12,52,740,6584,392,71470,2168,7391,1032,392,-88,-752,16608,-1012,1200,0,0,852,13374,18740,5617,0,0,0,1432,0,3704,-524,-36,1372,0,0,-1652
1969:Q3,60789,360,17299,0,19328,5003,2896,1048,-600,-12,0,2776,1100,-744,1172,-12,288,1536,9115,236,22241,1552,3162,1068,236,-52,1684,-18788,-208,1088,0,0,648,12600,19020,5003,0,0,0,-112,0,-3644,-476,-36,-504,0,0,38548
1969:Q4,42851,480,22873,0,18936,7095,5100,-24044,5932,-12,40,3944,1800,1296,-6968,48,-16,-2200,8611,-64,65860,2800,9142,1040,-64,-128,136,12732,-2880,384,0,0,944,13119,20004,7095,0,0,0,-424,0,1288,-1056,-40,1768,0,0,-23009
1970:Q1,48827,416,-17622,30492,20584,7042,-5664,-7028,-9028,-16,-144,3396,752,572,9724,-104,192,-824,16167,-80,84042,2564,-282,1080,-80,-4,-906,31604,2592,452,0,0,788,12124,21012,7042,0,0,0,764,0,3844,-1160,-36,2644,0,0,-35215
1970:Q2,28346,428,7019,560,23800,6341,-3000,-21040,1272,-16,-120,3412,2248,1716,-208,-20,788,-192,5210,148,77186,2760,24900,1108,148,8,-538,-304,-2512,260,0,0,776,13015,23312,6341,0,0,0,1460,0,2936,-764,-40,4320,0,0,-48840
