1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q3,7216,5672,1776,-48,-56,-144,120,-104,0,10184,6124,4060,-2968
1983:Q4,-4060,-5624,1652,-16,-40,-64,64,-32,0,2180,44,2136,-6240
1984:Q1,12452,13188,428,-880,0,0,20,-304,0,16412,14548,1864,-3960
1984:Q2,-3520,-4476,684,840,8,8,-8,-576,0,-1740,-2776,1036,-1780
1984:Q3,800,-1464,1324,204,24,68,-16,660,0,-13704,-12452,-1252,14504
1984:Q4,8184,6836,1844,-692,48,168,-8,-12,0,-3212,-5440,2228,11396
1985:Q1,-1412,-4544,2496,68,68,272,12,216,0,-7792,-11768,3976,6380
1985:Q2,-8904,-10960,2876,-1612,80,360,16,336,0,-6056,-8864,2808,-2848
1985:Q3,15300,9512,3824,1168,108,436,20,232,0,8080,2988,5092,7220
1985:Q4,372,-6640,4584,1160,152,500,20,596,0,-2288,-6380,4092,2660
1986:Q1,-52,-1880,960,536,184,616,8,-476,0,-2464,-4140,1676,2412
1986:Q2,6344,3040,1248,1132,208,776,-16,-44,0,6708,4788,1920,-364
1986:Q3,9208,5072,1956,1176,260,756,8,-20,0,540,-1412,1952,8668
1986:Q4,12104,8868,2528,-1448,336,552,92,1176,0,-616,-6004,5388,12720
1987:Q1,-2804,-4204,760,-416,416,356,188,96,0,-27577,-25924,-1653,24773
1987:Q2,12080,19688,84,-7432,500,152,280,-1192,0,28099,25152,2947,-16019
1987:Q3,1312,1260,248,-748,548,128,308,-432,0,-17111,-17980,869,18423
1987:Q4,4292,3584,1236,-1144,560,568,264,-776,0,-6226,-5996,-230,10518
1988:Q1,-11788,-13044,2072,-1984,316,360,232,260,0,-13452,-14088,636,1664
1988:Q2,9700,8552,2728,-2612,316,392,204,120,0,4203,432,3771,5497
1988:Q3,-7372,-13104,3236,1416,316,476,216,72,0,-3159,-7928,4769,-4213
1988:Q4,12572,3616,3604,3996,316,628,268,144,0,-260,-5652,5392,12832
1989:Q1,5083,2407,4364,-1620,-688,824,320,-524,0,4175,800,3375,908
1989:Q2,6395,-3361,5528,2980,-688,1048,364,524,0,-9555,-13392,3837,15950
1989:Q3,-7704,-16164,5236,1824,-688,1060,388,640,0,-2037,-6044,4007,-5666
1989:Q4,-4950,-7210,3496,-1380,-684,828,388,-388,0,4233,1472,2761,-9183
1990:Q1,4797,273,1456,1240,652,620,400,156,0,-16463,-15388,-1075,21259
