date,FU897005005.Q,FU157005005.Q,FU107005005.Q,FU317005005.Q,FU217005005.Q,FU797005005.Q,FU717005005.Q,FU767005005.Q,FU757005005.Q,FU747005005.Q,FU477005005.Q,FU517005005.Q,FU547005005.Q,FU657005005.Q,FU407005005.Q,FU677005005.Q,FU617005005.Q,FU647005005.Q,FU667005005.Q,FU737005005.Q,FU267005005.Q
1952:Q2,3675,1079,4690,-3331,1252,-35,4,-86,2,0,9,22,344,14,2,0,-325,0,1,-23,21
1952:Q3,-6142,-3882,-508,-2443,691,-110,-3,110,0,1,10,31,-63,0,-2,0,-183,0,5,-17,109
1952:Q4,-9867,-1722,-7258,-1013,506,-160,66,63,5,0,9,-34,67,-47,7,0,-281,0,6,-21,-220
1953:Q1,-12934,-7225,-3634,-3619,1147,76,-82,138,72,0,6,-139,166,6,-6,0,-39,0,0,-47,322
1953:Q2,-10307,1968,-9465,-3989,536,-75,17,-166,0,-1,10,-13,146,-9,4,0,-18,0,4,-48,718
1953:Q3,-8483,-3482,-4140,-1869,533,30,-28,-104,0,0,10,-44,129,-14,-1,0,130,0,2,-50,445
1953:Q4,15390,-1874,17842,-383,278,-189,90,72,0,0,14,9,-260,-7,4,0,-70,0,6,-49,-284
1954:Q1,2548,-5516,12187,-4564,956,63,-78,-54,2,0,17,-43,135,0,0,0,134,0,4,-54,-578
1954:Q2,13143,3040,16037,-5551,10,-434,8,-195,1,-1,18,-147,77,0,3,0,-149,0,3,-53,41
1954:Q3,16170,-3052,20150,-405,222,-413,7,6,2,1,18,-80,151,-8,-2,0,-457,0,3,-53,-333
1954:Q4,5241,-247,6087,655,47,-949,62,-152,2,0,21,-119,-216,-94,3,0,-407,0,3,-52,-351
1955:Q1,-3793,-5666,6094,-6254,865,791,-46,275,1,-0,13,57,63,-25,1,0,514,0,1,-62,379
1955:Q2,22776,2946,24185,-4681,-288,37,-5,45,2,1,17,-52,225,-8,2,0,-122,0,2,-67,577
1955:Q3,12891,-3903,17317,-79,24,-395,-13,88,1,1,17,-130,25,-26,-4,0,-281,0,1,-73,-74
1955:Q4,7521,-764,8189,852,-365,-201,65,155,2,-0,19,-75,-11,-149,3,0,-134,0,2,-78,-192
1956:Q1,8524,-6129,18329,-5000,787,506,-86,165,3,-1,22,65,264,-54,-2,0,231,0,6,-106,31
1956:Q2,-12905,740,-8687,-4740,-261,-75,-6,-81,2,1,22,-12,58,-10,6,0,48,0,5,-109,117
1956:Q3,-9359,-3650,-5240,-372,214,-138,-11,110,3,-1,23,-138,-43,-23,-3,0,54,0,4,-113,-174
1956:Q4,24649,-282,24424,894,-101,-205,104,486,0,-0,25,-116,-61,-175,7,0,-371,0,10,-113,-81
1957:Q1,-23467,-6243,-14089,-5246,1198,880,-120,271,2,-0,24,61,180,-76,-20,0,635,0,6,-82,33
1957:Q2,16467,155,19593,-3580,-57,47,-5,100,3,-0,27,69,117,-9,9,0,-186,0,5,-81,311
1957:Q3,-32355,-4197,-26914,-1435,382,-136,76,-22,1,-0,28,-91,-17,-8,-3,0,-20,0,3,-82,-56
1957:Q4,4497,-706,6307,-418,4,-297,51,75,1,-1,35,-161,68,-142,3,0,-142,0,-7,-77,-395
1958:Q1,4374,-7282,15334,-4730,1101,117,-48,-113,1,-1,36,39,186,-69,0,0,154,0,5,-72,-167
1958:Q2,16623,1872,18517,-3147,-355,-137,5,-80,2,-0,35,37,294,20,7,0,-398,0,5,-65,-127
1958:Q3,26669,-4939,32758,-764,131,-150,38,-101,2,-0,34,-159,66,12,-8,0,21,0,6,-61,-367
1958:Q4,17515,144,17969,-268,314,-114,55,383,1,-1,37,-161,-248,-152,-2,0,31,0,7,-64,-530
1959:Q1,4374,-3781,8743,-2301,1200,555,-15,249,1,-0,29,1,156,30,-6,0,172,0,-4,-58,-44
1959:Q2,14707,2770,15161,-2360,-411,-135,-157,35,1,1,29,-19,12,27,13,0,-14,0,0,-63,-318
1959:Q3,-11078,-4031,-7094,-1024,1231,497,-93,55,1,-0,28,-132,323,33,-8,0,357,0,1,-68,-656
1959:Q4,29623,-191,26453,4233,-303,321,247,104,2,-1,32,-209,170,47,4,0,-13,0,6,-68,-889
1960:Q1,-28598,-6419,-21883,-1260,634,295,-86,142,1,-2,34,-129,415,37,-5,0,-14,0,-1,-95,35
1960:Q2,10580,2628,11439,-2491,-409,-442,14,-237,2,-2,33,-44,221,12,12,0,-355,0,1,-98,-146
1960:Q3,-30971,-3369,-26747,402,807,-329,7,-34,2,-1,26,11,-64,-15,-9,0,-156,0,1,-96,-1735
1960:Q4,51468,-1350,49541,3911,-73,-694,65,-407,3,-2,26,40,-380,38,6,0,8,0,8,-98,133
1961:Q1,43760,-775,44799,-503,1121,240,-66,159,4,-2,27,-11,-80,30,-5,0,294,0,-3,-108,-1121
1961:Q2,-3167,562,-604,-1817,-910,-727,5,-483,4,-1,27,-65,90,2,17,0,-210,0,-6,-107,328
1961:Q3,9875,-1701,11833,-426,559,29,11,-69,-0,-1,24,-83,172,-11,-2,0,103,0,-8,-107,-421
1961:Q4,19640,-302,17548,4208,-215,-1305,44,-464,1,-0,22,-167,-70,11,7,0,-563,0,-17,-109,-295
1962:Q1,-2874,-2322,-486,-1150,1162,321,-79,465,-2,-2,14,-175,158,18,-14,0,49,-1,-6,-106,-399
1962:Q2,524,3530,1216,-3841,-407,-5,1,-132,-1,-2,12,-316,64,-8,32,0,464,0,-6,-112,30
1962:Q3,-3004,-2059,839,-746,214,355,2,259,3,-1,6,-305,17,16,-39,0,518,0,-7,-115,-1607
1962:Q4,6512,-805,3013,5528,36,-825,62,-483,1,-0,5,-181,-225,53,-2,0,51,0,4,-111,-435
1963:Q1,1293,-2023,2924,-166,479,316,-82,413,8,-2,3,-65,186,22,-11,0,-42,0,-6,-108,-238
1963:Q2,441,2155,1725,-3285,-324,421,3,-253,4,-1,-4,112,199,11,-12,0,489,-1,-12,-117,-251
1963:Q3,-1823,-2453,1695,-698,137,849,-4,607,4,-0,-4,184,-86,8,-10,0,284,-1,-13,-120,-1354
1963:Q4,8200,-2443,6450,4759,-76,-430,71,-102,-2,-0,-4,6,-157,-16,-7,0,-73,0,-21,-126,-60
1964:Q1,-4479,-3178,1309,-2409,966,-645,-233,177,2,-5,-15,-32,128,-51,-22,0,-450,0,-20,-125,-522
1964:Q2,923,1997,3205,-3589,-371,99,-130,-403,1,-6,-13,31,156,-69,10,0,671,-1,-17,-131,-418
1964:Q3,-6788,-6644,1833,-716,479,-185,-130,420,-11,-1,-13,61,-6,-70,-13,0,-267,-2,-18,-136,-1556
1964:Q4,11506,-2020,8604,5669,-514,119,478,-361,135,-3,-11,90,-351,-83,-7,0,389,-1,-19,-138,-351
1965:Q1,-1299,-4173,2703,-1066,636,503,-113,986,-89,-4,-12,14,64,-22,-19,0,-132,-2,-27,-144,100
1965:Q2,850,2857,2971,-4297,-335,-297,-5,-260,34,-4,-11,-75,353,-31,29,0,-133,-1,-38,-155,-48
1965:Q3,-5153,-7234,3707,-824,-256,359,-3,830,8,-3,-13,77,-119,-45,-29,0,-142,-1,-40,-161,-905
1965:Q4,3399,-2587,2643,5981,-1386,-562,105,23,15,-5,-9,217,-480,-47,-9,0,-144,0,-55,-174,-691
1966:Q1,-6877,-7211,735,-1112,302,224,-133,739,-28,-2,-9,385,-384,49,-19,0,-184,-2,-26,-164,186
1966:Q2,-269,1891,3122,-5777,-202,167,-14,-68,41,-1,-6,-44,527,46,32,0,-167,-1,-12,-167,529
1966:Q3,-7367,-9092,2474,-549,296,691,-14,683,-42,-2,-12,-76,493,24,-22,0,-160,-1,-11,-170,-1186
1966:Q4,10479,-1613,8736,5503,-764,-1034,144,-324,-10,-3,-6,-72,-510,21,9,0,-127,-1,11,-167,-348
1967:Q1,-6372,-7673,4447,-3072,839,-628,-166,312,-57,-2,-2,201,-614,78,-14,0,-179,-2,-25,-160,-286
1967:Q2,1825,2160,3997,-3694,-846,-260,2,34,30,-2,1,11,-40,41,30,0,-177,-1,-37,-153,468
1967:Q3,-5936,-8634,3059,13,694,213,-5,359,20,-1,-3,173,27,45,-29,0,-179,-2,-42,-149,-1280
1967:Q4,8642,6786,6045,6289,-1163,-8934,150,-9029,72,-1,1,99,113,55,-7,0,-182,-2,-52,-152,-381
1968:Q1,-7752,-17014,2679,-1320,493,7610,-213,8129,-29,1,-6,104,125,47,-17,0,-291,0,-47,-194,-201
1968:Q2,3648,3322,4062,-3184,-735,-479,-11,-192,4,1,-4,-59,213,70,48,0,-301,0,-40,-207,663
1968:Q3,-1060,-6570,6004,992,-241,-170,-9,737,-6,-1,-8,-138,-172,-31,45,0,-341,0,-38,-208,-1076
1968:Q4,13316,2977,5235,6704,-249,-1045,197,-358,18,-2,-1,-147,-115,12,-13,0,-359,0,-65,-211,-308
1969:Q1,-6969,-7782,1066,-1673,2007,1167,-249,1743,25,-30,-5,274,-68,25,13,0,-264,0,-53,-244,-1752
1969:Q2,5573,5035,4818,-4530,487,686,-20,237,56,-41,-2,245,695,13,68,0,-251,0,-52,-260,-924
1969:Q3,725,-5099,3924,793,1377,2063,-10,2359,-17,-4,-5,156,75,6,132,0,-275,0,-57,-297,-2332
1969:Q4,5948,-4420,7769,6291,213,262,253,459,20,-4,5,124,97,11,-87,0,-273,0,-38,-304,-4168
1970:Q1,-9464,-11137,1561,-1929,1713,519,-305,2361,63,-5,9,-336,-389,2,-211,0,-261,0,-100,-310,-190
1970:Q2,-1223,1415,2383,-4246,918,-122,-14,426,101,-4,13,-315,297,-51,58,0,-255,0,-100,-278,-1571
1970:Q3,-5924,-14417,7072,-684,1481,1894,-7,2616,-79,-6,8,-40,92,-52,24,0,-261,0,-103,-299,-1270
1970:Q4,9980,-3571,7891,4843,893,882,284,1056,-23,-5,18,-379,589,-52,23,0,-246,0,-91,-293,-959
1971:Q1,-13222,-13123,4722,-3214,2530,257,-314,1531,54,-10,-2,46,-329,-40,-38,0,-101,0,-123,-417,-4393
1971:Q2,-2389,-2449,5553,-3352,624,206,-12,278,203,-9,-5,-396,810,-19,-8,0,-82,0,-125,-429,-2970
1971:Q3,-9356,-6354,2712,-435,1691,903,-56,2016,-153,-11,-14,-362,235,-46,-29,0,-77,0,-123,-478,-7874
1971:Q4,6759,-1156,6205,6385,-337,-1528,245,-850,-169,-12,-5,-385,263,-12,39,0,-60,0,-133,-448,-2811
1972:Q1,-19432,-16052,1602,-3059,1733,701,-263,1302,316,-8,-2,-45,134,-15,-28,0,-42,0,-118,-531,-4357
1972:Q2,-2212,-279,2218,-6456,1014,1306,30,1306,213,-9,-3,-257,716,9,8,0,-37,0,-126,-544,-14
1972:Q3,-13853,-16228,4893,-47,375,332,93,1699,-106,-7,-13,-290,-320,-14,-35,0,-43,0,-85,-547,-3178
1972:Q4,-3691,-7111,-4225,7784,76,242,178,1729,-814,-7,-2,-100,-98,-62,16,0,7,0,-95,-511,-457
1973:Q1,-43442,-11983,-2924,-4218,406,-2029,-325,-527,-388,-3,29,21,-346,-19,-88,0,-2,0,162,-544,-22695
1973:Q2,2358,-2604,7091,-1636,-2058,265,-10,-116,577,-4,31,-23,502,-80,-59,0,-68,0,62,-547,1301
1973:Q3,-2912,-12229,11596,49,1121,-1042,-35,-875,123,-16,9,-69,-133,-149,-75,0,10,0,720,-551,-2406
1973:Q4,6322,-5548,5283,5126,-1408,-1264,405,-749,-155,-14,22,-78,-54,-125,-21,0,-33,0,62,-522,4133
1974:Q1,-12992,-7698,1405,-25,650,1343,-411,2090,885,-3,90,-108,-606,-123,-56,0,-62,0,183,-536,-8666
1974:Q2,19232,14401,4140,-979,-1631,-1494,-49,-288,-1065,-4,95,-54,893,-113,-67,0,-262,0,-3,-578,4795
1974:Q3,940,5715,-11026,-460,2045,3532,-33,2204,1476,-1,73,21,624,-83,-107,0,-286,0,219,-575,1135
1974:Q4,15269,-892,11456,2136,2967,-434,526,-747,166,0,83,170,8,-39,-44,0,-146,0,116,-527,37
1975:Q1,-10978,-20431,9535,-2378,131,1628,-267,1848,692,-8,6,-264,123,-74,-31,0,-150,0,291,-538,538
1975:Q2,3935,-4505,12073,-5152,-1555,973,-109,1396,-422,-10,-3,64,816,-83,-221,0,-82,0,100,-474,2102
1975:Q3,4628,-12581,16140,1464,-992,3704,34,3696,936,16,-25,-309,-59,-108,-189,0,60,0,116,-463,-3106
1975:Q4,4101,-15649,15378,5221,-258,-2666,506,-2604,-416,15,-12,-753,355,-98,226,0,-9,0,599,-473,2073
1976:Q1,-1492,-13055,7201,-683,1290,1379,-502,3792,554,60,13,-1557,-117,-103,-39,0,-364,0,8,-365,2376
1976:Q2,-811,-10010,1194,-83,-310,1893,-10,1258,-53,50,17,-24,1549,-106,-201,0,-219,0,80,-448,6506
1976:Q3,3377,-7319,16532,-2149,596,-679,-37,790,-236,-1,6,-984,623,-136,-107,0,-146,0,50,-502,-3605
1976:Q4,378,-22871,20479,4495,-3176,-4186,449,-3647,536,-2,24,-737,-410,-127,2,0,83,0,204,-563,5637
1977:Q1,-6680,-18683,10033,1830,-1193,1539,-471,3482,111,20,167,-625,306,-128,-301,0,-301,0,-168,-554,-208
1977:Q2,8340,8244,5502,-4498,-1832,-904,5,-600,523,16,164,-429,524,-141,-212,0,-313,0,116,-556,1827
1977:Q3,-9783,-10575,9433,-262,-2221,1693,16,662,1567,-53,154,-521,640,-150,-131,0,-49,0,120,-564,-7850
1977:Q4,2384,-6922,10857,9617,-3666,-3477,509,-2916,-260,-73,167,-642,700,-111,75,0,-266,0,-54,-606,-4026
1978:Q1,-5462,-16676,11070,-471,348,1100,-432,3277,-132,-5,55,363,116,-70,-142,0,-469,0,34,-1494,-832
1978:Q2,20508,9937,14724,-6679,-2485,337,152,-322,736,-6,39,730,1405,-46,-163,0,-421,0,-286,-1482,4675
1978:Q3,-12614,-7097,9514,-3749,791,-3427,134,-882,852,-20,0,-901,-342,-49,-160,0,-548,0,12,-1524,-8646
1978:Q4,6198,-8609,9160,11861,-3508,-5704,675,-5730,770,-21,-21,-966,1326,-40,144,0,-505,0,218,-1553,2998
1979:Q1,10530,-6690,15843,143,-627,1309,-670,3048,981,-11,43,205,60,32,-125,0,-478,0,-53,-1724,553
1979:Q2,5575,4050,4545,-7979,-2279,-3698,13,-2740,-120,-11,26,1326,17,-11,-313,0,-315,0,167,-1736,10936
1979:Q3,-2762,-2147,6522,-3025,2239,-6971,-17,-4577,526,-12,-20,38,-376,-135,-195,0,-174,0,-239,-1790,619
1979:Q4,6542,-19236,13574,10994,-5582,-4250,705,-2919,754,-12,-76,-172,1033,-259,379,0,-1446,0,-312,-1924,11042
1980:Q1,18216,-8555,35993,-4306,646,-8335,-414,-4629,284,-13,-43,1024,-1166,-178,-296,0,488,0,-1073,-2319,2773
1980:Q2,9539,-9517,18237,-5030,-2551,134,-31,-3965,-1182,-14,-10,1355,1440,-253,74,0,-3026,0,8131,-2387,8266
1980:Q3,-24187,-26271,9551,-3548,142,-6964,4,-4875,1195,-14,17,521,-175,53,31,0,-1545,0,299,-2473,2902
1980:Q4,-96,-32661,29920,8169,-4481,-5036,429,-6722,571,-12,39,356,2132,206,14,0,412,0,127,-2586,3992
1981:Q1,5646,-22333,19365,597,2761,-2307,-416,-2500,4167,-15,46,-269,670,546,-38,0,-906,0,-851,-2740,7562
1981:Q2,-17220,-7790,5757,-7869,-6052,-2206,58,-3427,18,-15,110,770,558,863,-223,0,-126,0,1987,-2778,940
1981:Q3,-23460,-39928,16966,-344,1989,2258,105,-3122,3489,-17,190,-201,1123,1024,69,0,-923,0,3209,-2688,-4401
1981:Q4,-22102,-63218,158,19462,-1468,-7262,474,3613,-1747,-16,282,660,2182,1217,544,0,-884,0,-10337,-3252,30225
1982:Q1,23886,-41208,34278,-154,2231,-17728,-207,-15433,-303,-17,222,-33,56,1119,355,0,-536,0,646,-3597,46467
1982:Q2,8767,-17991,18571,-7381,-2110,-2472,51,-10884,7001,-16,230,-680,2910,1389,422,0,-411,0,1075,-3558,20150
1982:Q3,-16679,-53714,8530,1975,5155,9479,-264,3977,8058,-16,175,-619,1894,1129,381,0,-698,0,-893,-3645,11897
1982:Q4,-789,-16488,3621,15369,-3408,-13470,303,-1048,-10248,-17,103,1628,-1110,733,789,0,-8,0,-636,-3960,13587
1983:Q1,-14847,-27800,21714,-3145,-2653,-12245,-292,43,-1569,-17,158,-1279,-3558,379,110,0,-2184,0,-78,-3961,9282
1983:Q2,-25061,-38440,5979,-4911,-2029,5786,83,5885,7362,-18,43,-1079,-1693,125,-78,0,-418,0,-696,-3730,8553
1983:Q3,-21373,-58144,22973,-6303,8975,-7266,-126,-135,2354,-17,-39,-829,-2845,-140,-229,0,-828,0,-757,-3675,18391
1983:Q4,10851,-14958,27615,11673,-1969,29486,498,13839,15751,-18,-20,1927,426,-29,173,0,289,0,577,-3927,-40996
1984:Q1,21833,-9993,20788,-4926,-58,-24067,-499,-9026,-12341,-19,319,431,137,702,-252,0,-568,0,950,-3900,40090
1984:Q2,-23704,-27948,-157,3825,-4206,-4945,127,-2708,3250,-19,21,-521,-1526,1037,21,0,361,0,-1209,-3780,9728
1984:Q3,-24911,-6604,-34527,-2009,-1569,12176,136,16967,1999,-19,11,-598,-1863,1411,-139,0,-808,0,-662,-4259,7622
1984:Q4,-51532,-28989,-42291,10067,-6309,6031,355,9352,-894,-20,19,-83,2781,1583,-27,0,-1015,0,-1369,-4651,9960
1985:Q1,-3875,-51616,38495,-2168,-659,-5343,-1283,-107,6686,-21,-45,-2746,-4267,1515,-176,0,-806,0,569,-4664,17415
1985:Q2,4512,12383,13762,-3370,-15536,-1336,-209,3147,3215,-22,-99,-16,-2654,907,-251,0,-1035,0,213,-4533,-1390
1985:Q3,48803,14140,18324,3217,6143,-1908,-592,3134,1380,-22,-107,410,-4933,762,530,0,-992,0,2955,-4436,8888
1985:Q4,-28507,-26841,-6274,21150,-9670,-6692,359,12454,-16293,-22,-147,2297,-1910,268,1790,0,-1208,0,173,-4453,-180
1986:Q1,-26398,-52675,11482,5046,-1116,-4041,-1098,7279,2670,-37,-166,-2574,-1643,778,696,0,-3041,0,-2821,-4084,14906
1986:Q2,-41389,-25576,-8080,3539,-6430,-2737,-985,8663,-7504,-29,-222,-1962,-2964,687,292,0,-3910,0,7389,-2192,-2105
1986:Q3,-33080,-25771,-5663,1273,1254,-19595,-476,-1078,2346,-29,-372,-1893,-6509,1784,-212,0,-532,0,-6582,-6044,15423
1986:Q4,-92564,-94473,5832,16488,-19672,-5692,54,-6637,2839,-29,-352,3088,703,2720,251,0,1406,0,-4118,-5616,4951
1987:Q1,-41066,-36309,10225,-155,-2115,-12852,-1140,2160,-4326,-1,-261,-2358,-216,2298,-48,0,-3384,0,208,-5784,139
1987:Q2,-56784,-20866,14617,-17957,-10609,-34267,-373,-29103,2285,4,-177,-773,-2513,2577,-211,0,-131,0,-1008,-4845,12298
1987:Q3,-52014,-62348,10120,-652,7466,291,-153,4364,8441,3,-191,-1187,-1728,2331,277,0,-2490,0,-2287,-7090,-6890
1987:Q4,-4875,-39153,2869,21129,-11240,4105,-172,1747,-378,-0,-85,1092,-3794,1389,16,0,-274,0,5965,-1402,17415
1988:Q1,-17055,-68017,45902,6130,8949,678,-357,8069,367,-19,-221,-3532,-1449,407,-623,0,-1012,0,307,-1257,-10696
1988:Q2,-26728,-13683,8140,-1879,-4249,-4781,550,8143,3511,-21,-188,-3978,592,-551,-117,0,-3069,0,-1306,-8346,-10276
1988:Q3,-32736,-42537,59,6315,7445,-26258,-241,-2486,-2939,-24,-199,-4192,-4804,-909,385,0,-5305,0,1470,-7016,22240
1988:Q4,-71405,-61006,-20768,30048,-3284,4551,571,2377,10848,-26,-204,-111,3730,-739,-6,0,-2601,0,-3480,-5808,-20946
1989:Q1,16862,1256,15132,4828,35,-25191,-484,-5954,-3353,132,-1237,-2828,-3089,-807,-647,0,-916,0,-475,-5535,20801
1989:Q2,5351,22761,13932,-10277,-20465,-11446,-724,2628,2949,-30,-98,-2499,97,-598,-170,0,-4157,0,-1927,-6917,10846
1989:Q3,30524,8,29947,23695,4323,-41038,-1069,-1943,-20265,-31,-250,-3983,-2005,-324,1010,0,-9136,0,-2158,-885,13589
1989:Q4,9690,-51591,21519,32928,-10919,8243,974,714,8563,-32,996,3144,4162,-359,-356,0,1056,0,-5946,-4673,9509
1990:Q1,-91222,-77065,33655,-6523,-6306,-22708,-357,-5270,-7554,-19,-326,-2823,-5557,37,210,0,1799,0,504,-3351,-12275
1990:Q2,13402,-11192,9732,-3367,-11667,9859,-1062,12559,-1096,-17,179,-1086,1620,118,-360,0,3467,0,845,-5309,20038
1990:Q3,-62286,-53373,6025,-2115,6939,-15930,-849,8786,-973,-15,-302,-2482,-9176,-585,-360,0,-1672,0,-2713,-5591,-3831
1990:Q4,-32470,-81729,18476,27287,-8801,-3121,227,4678,-5083,-109,177,-5793,2334,-1100,-801,0,4872,0,-1385,-1139,15418
1991:Q1,-17251,-61868,48345,-6150,-2890,-14668,1751,23836,-11045,31,-62,-854,-21392,205,-891,0,-3950,0,-1027,-1272,19980
1991:Q2,-42575,22773,-11112,-7359,-5705,2766,-1574,20607,-20185,39,225,-6237,-3986,-644,-51,0,16675,0,-119,-1985,-43939
1991:Q3,47496,-31747,22583,41665,7233,-1452,-1918,-643,10619,37,-41,-3989,-2621,-1013,-659,0,-769,0,447,-902,9213
1991:Q4,58478,-39232,39551,20540,1339,30505,1348,5671,-6669,-1,184,2366,22808,-1036,-180,0,4763,0,1441,-190,5775
1992:Q1,47838,-87330,157213,17135,-6645,5238,-146,5898,9074,-34,468,-1035,-8265,-522,-285,0,-1542,0,5302,-3674,-37774
1992:Q2,40864,25207,11158,-2209,-7568,9363,-1211,7500,5938,-35,134,1453,-3858,-388,-1030,0,7979,-5,722,-7838,4913
1992:Q3,-15563,-54673,42519,4470,-663,-6217,1796,8181,-13495,-36,208,-8266,-1514,-665,-421,0,5118,2,6259,-3384,-999
1992:Q4,17292,-27658,18567,28545,-14260,25719,474,989,3568,-39,488,745,15458,-1212,-823,0,6031,9,4067,-4035,-13622
1993:Q1,-56230,-27867,3371,-10973,12813,-22937,-335,-3192,-7127,-118,308,-3879,-10592,-1671,-833,0,3510,-4,8292,-7295,-10637
1993:Q2,-4770,-6349,-9883,-7282,6382,-11568,244,7404,173,-119,322,-3196,-11352,-1267,-696,0,-2728,0,7114,-7466,23929
1993:Q3,-51147,-31465,-2189,-2708,5475,-9765,-688,-1601,-688,-99,189,-6532,-1028,-804,-1281,0,6667,1,3856,-7758,-10494
1993:Q4,-39169,-10634,-8933,28577,-14600,-15065,579,-110,1011,-84,490,4124,-239,80,-858,0,-9764,-1,1749,-12043,-18513
1994:Q1,-157623,-151481,31919,-6858,5517,11030,-1716,22404,8644,-87,558,-12382,-16406,-101,-1255,0,6250,-1,7933,-2811,-47749
1994:Q2,-22511,-20626,-19327,-2592,-23190,10132,-821,13847,-4368,14,613,-1352,5687,-385,-1101,0,7822,1,-2329,-7496,33092
1994:Q3,-43178,-13297,-4427,1525,-5129,-30117,-532,-25175,24,-80,297,-1788,-5018,-1629,-748,0,10520,2,2895,-8886,8268
1994:Q4,-71540,11200,-69520,7445,-41209,9245,204,5964,3334,-18,846,-4288,187,-3099,-1399,0,9891,-3,2232,-4605,11299
1995:Q1,-28468,-50939,50174,-20764,-14248,-6462,-2793,30680,-12519,-52,278,91,-14384,-1380,-1472,0,814,755,6984,-13464,13770
1995:Q2,-56405,-14407,7338,-19732,-17702,-27923,1023,-29126,2841,-64,64,4423,4614,-1148,-1504,0,3074,186,633,-12937,16020
1995:Q3,-11181,6268,27504,15931,-25366,-17108,-267,3328,-1828,-46,419,-9771,-3613,-1163,-789,0,2649,91,5608,-11726,-18411
1995:Q4,-1497,-59562,10262,29425,-14364,7349,163,20767,610,-241,280,7018,-6013,-1606,-994,0,3591,48,-4800,-11473,25394
