date,FU897005005.Q,FU157005005.Q,FU107005005.Q,FU317005005.Q,FU217005005.Q,FU797005005.Q,FU717005005.Q,FU767005005.Q,FU757005005.Q,FU747005005.Q,FU477005005.Q,FU517005005.Q,FU547005005.Q,FU657005005.Q,FU407005005.Q,FU677005005.Q,FU617005005.Q,FU647005005.Q,FU667005005.Q,FU737005005.Q,FU267005005.Q
1996:Q1,-88245,-123443,32636,-15290,8852,-10989,-115,-5121,3806,-29,751,-1461,-7974,-1362,-1460,0,-1034,466,10295,-7752,19989
1996:Q2,-2247,3587,22959,-28241,-11237,2588,19,11094,-3935,-62,1047,190,766,-1287,-1117,0,4487,344,6435,-15395,8097
1996:Q3,22916,21811,3689,14156,-16919,-4986,413,24374,2873,-77,986,-2663,-15190,-1760,-1454,0,-5551,83,5606,-12625,5166
1996:Q4,-15888,-57849,25407,31651,-13966,37940,526,11418,17526,208,367,-188,1852,-2012,1806,0,-331,-864,22018,-14385,-39071
1997:Q1,10159,9835,40556,-1326,-9485,-44283,-353,5147,4403,-59,-5745,-13253,-31468,-2494,-1260,0,372,201,15320,-15097,14862
1997:Q2,-31826,8145,60705,-42134,-19767,-23639,535,10631,-3693,-111,-46,-6426,-1469,-2584,-2098,0,-4369,507,5912,-20428,-15136
1997:Q3,14225,-3540,34942,6158,-11494,4435,-325,15308,18512,-107,67,-2003,-14832,-2059,-537,0,-6505,-160,12354,-15278,-16277
1997:Q4,40239,-40434,41350,36395,-4628,14117,1736,39365,-6779,-133,32,-336,-6289,-775,-2665,0,-7230,67,8491,-11368,-6560
1998:Q1,56969,-59775,105194,1528,-14695,14122,-968,21676,3940,-2,-2364,-1033,-2091,-2473,156,0,-4353,1890,16648,-16906,10595
1998:Q2,-27238,-21356,23269,-61898,-14164,-8121,-1357,23678,-4802,-281,591,-1040,-2848,-2372,-344,0,-4261,1536,425,-17047,55032
1998:Q3,-69729,-28858,-107670,18796,-23878,-1658,-1240,20453,15827,-20,-602,-6248,-10103,-2396,-1474,0,-6552,-874,-76,-8353,73538
1998:Q4,-27767,16249,-2662,67531,462,-50903,584,-7318,-10223,-103,-2052,553,4807,-2384,-2008,0,-12619,-1188,18689,-37642,-58444
1999:Q1,148981,75205,20745,-6739,9942,-27304,-540,-27686,7009,289,-2771,225,-6738,-3068,-889,0,-21767,-22,34391,-5735,77132
1999:Q2,154356,207486,-24235,-64255,-3922,23653,-494,-17510,23609,-35,1637,10015,989,-2538,-373,0,1649,283,1690,4729,15629
1999:Q3,87007,132219,-95489,15827,-14497,16090,-851,19877,13065,-112,1919,11221,-7446,-2715,-926,0,-15827,-523,-3304,1712,32856
1999:Q4,146409,21458,100016,44222,-11477,16967,944,-8550,5259,-49,3616,-58,-11704,-3488,-897,0,9226,0,21530,1139,-24777
2000:Q1,191250,-26468,68461,37367,-3403,-45243,-333,23407,-29323,-129,-9554,-5788,-13247,-3703,-749,0,15768,0,-13932,-7660,160537
2000:Q2,-57845,88783,-18585,-99618,-17282,36887,5166,1013,31557,-110,7544,7546,-278,-3875,-1217,0,-6074,0,-2592,-1793,-48030
2000:Q3,-34141,105232,-21950,26326,-61969,-39445,1474,-1836,-2368,-151,-4649,244,-4164,-3750,-1500,0,-4143,0,-2939,-15663,-42335
2000:Q4,-362065,-219682,-275082,45897,13587,45824,-1617,32195,19848,-275,427,-22767,12087,-3392,19180,0,10573,0,-3372,-17064,27391
2001:Q1,-68346,-128941,-51117,29718,-14417,6289,647,50985,5889,-299,-18152,3097,-40267,-2587,11854,0,-8564,0,28984,-25299,90123
2001:Q2,-105863,24081,89241,-100843,-36261,-22902,-364,-2106,1665,-133,1487,-7358,2567,-2764,-4092,0,1473,0,-1887,-11391,-59179
2001:Q3,-191860,-3346,-178314,30091,-24780,-5416,-0,62781,-25286,-337,-1615,-969,-5714,-2804,7902,0,-13348,0,-12803,-13224,-10095
2001:Q4,-6742,-136191,91923,56552,13870,-5171,648,-23505,11265,215,2020,-3344,4653,-2760,-3962,0,-5699,0,2272,13028,-27725
2002:Q1,152859,57446,60851,30852,-12302,-31723,-1053,-33396,9556,4,-7416,-182,-865,-3204,-6173,0,-8791,0,16333,3464,47736
2002:Q2,116963,90872,-86587,-37368,14265,83470,-1707,56699,29079,-134,4078,-1163,11741,-2957,2198,0,3867,0,-5901,-12330,52310
2002:Q3,-54311,233564,-130952,-25747,-106066,32395,195,46931,2283,-356,321,-2531,-7400,-2560,11416,0,-2774,0,-9031,-4098,-57505
2002:Q4,70743,-168147,137215,40444,83209,-27513,411,10534,-23666,-239,4299,437,-35223,-2127,11789,0,-14177,0,27394,-6946,5536
2003:Q1,169885,204203,-28235,36726,-90125,-25246,-1693,-9255,4266,-220,-14271,-917,-1895,-1744,-5101,0,4459,0,10197,-9073,72561
2003:Q2,337720,-114100,119915,-23827,219248,13065,-64,-10646,21770,-235,4276,12229,-14350,-1291,-1554,0,13905,0,3416,-14390,123420
2003:Q3,85121,69082,78540,-9996,-50289,-32054,-1711,-9798,-17588,-192,9847,4165,-9828,-1159,-7043,0,-6663,0,3423,4493,29837
2003:Q4,-97852,-201554,113937,52650,-27762,-14369,840,-28745,-1723,-318,5885,29564,-87,-1304,-15503,0,-13379,0,17353,-6954,-20755
2004:Q1,26910,-110253,25591,25911,3008,-17504,-484,-27351,6004,-421,-8124,5816,4235,-1872,-4246,0,6458,0,28597,-26119,100157
2004:Q2,39182,189157,-5145,-39351,-47360,-63473,325,-24746,-16891,166,7027,1132,6849,-2029,-18818,0,-2805,0,7181,-20864,5355
2004:Q3,69487,-7434,-22120,-25887,7564,10033,-51,-8577,40043,-455,5317,-215,3355,-1793,29775,0,-6155,0,9141,-60353,107333
2004:Q4,-11524,-120463,30398,48803,145,7386,-1077,14403,8768,249,-2851,5569,-3347,-1285,-20144,0,10448,0,30944,-34290,22207
2005:Q1,146203,46250,15896,53201,-4310,-78581,621,-67412,-16004,-109,-6320,-12063,-4776,-680,-5658,0,-4812,0,15552,23079,113746
2005:Q2,-68441,-89340,31517,-84798,-1126,-7904,259,2069,-8317,-402,7030,-2574,5152,-760,2159,0,-16369,0,16094,-12244,83210
2005:Q3,-139918,47102,-36914,-16589,-60295,-44357,258,-52634,5739,80,6929,-5050,-3130,-1433,-7061,0,11659,0,-5277,5564,-28865
2005:Q4,-428163,-247866,-21253,77318,-38598,-52092,2169,-18740,-17783,-56,-3299,2981,-3309,-2869,-8213,0,-17166,0,32728,-18536,-145672
2006:Q1,109944,-44329,-34843,85106,-2314,11785,-583,-28981,32182,127,-12959,11983,2785,-970,920,0,1671,0,7386,-1775,94539
2006:Q2,-83304,47675,-49975,-119968,-30069,-4557,333,14796,-18026,150,7422,-7708,-1279,-884,942,0,17561,0,11138,-29002,73589
2006:Q3,84038,61645,-36209,-30522,20176,-1685,771,16940,15928,-396,3616,3996,-4827,-528,-16842,0,-1904,0,6908,-25346,70635
2006:Q4,-172794,-95730,-43564,87793,-35403,-69692,1099,-66876,-40117,-3,-6392,30572,-2461,-76,11864,0,8792,0,29415,-35510,-16199
2007:Q1,-33057,-97881,-25550,93448,8125,-58712,-2610,-14756,23159,-270,-18068,-14632,-7476,927,-144,0,-12236,0,-13644,1038,47512
2007:Q2,209695,310439,-50559,-123560,-19487,16752,-531,25000,-2818,226,3273,3488,-3199,-61,-4497,0,4921,0,-3272,-5778,76110
2007:Q3,-237221,-517998,-56645,-24892,-4976,3921,-716,20811,-23785,-226,3157,4901,-2834,-83,7399,0,-4877,0,28507,-28334,363370
2007:Q4,-593002,-494571,-193080,74796,8318,-78374,1153,-25294,-68385,-6826,10444,-20760,-12097,1045,11960,0,1960,0,-888,29314,89909
2008:Q1,34266,-265808,75959,100619,10397,-6653,-3848,1658,9461,-920,-4379,-33768,-25198,-1384,-8580,0,7192,0,2459,50654,119752
2008:Q2,-81006,102181,148424,-158274,-41448,-91833,-1489,-144405,7521,-269,4369,8098,-12564,-2492,-12014,0,7573,0,-12685,66524,-40057
2008:Q3,9523,-203673,105015,27792,17391,28179,2383,71218,-79858,-191,9696,-41433,-55750,-2142,52447,0,6436,0,-11839,77212,34819
2008:Q4,-213163,-445969,158789,93982,80460,54365,2720,-24188,-26337,260,4781,-20491,-68833,-625,72734,0,-8156,0,4487,118013,-154790
2009:Q1,91900,-110620,-157787,69473,28962,155921,-1850,23996,-11732,-715,29342,-21375,29332,-3727,73465,0,-4425,0,45026,-1416,105951
2009:Q2,324168,169134,92160,-81398,48523,4947,1133,-3163,8889,25,1735,22780,5276,-6615,-12632,0,-19721,0,-32359,39601,90803
2009:Q3,417165,38515,44078,-26138,8371,192907,-2957,11293,68920,5870,-4729,29585,20438,-5937,12204,0,9424,0,-11257,60055,159433
2009:Q4,-269281,-214275,-97281,16102,-47689,171438,-2287,27894,104578,104,-2059,8693,-6146,-2527,32611,0,20372,0,-30452,20657,-97576
2010:Q1,13170,-156643,38302,53777,6808,81818,-778,-34675,71766,616,-7823,-19230,-12945,672,39533,0,-7277,0,16694,35263,-10892
2010:Q2,80679,-74406,-18814,-48603,-21161,65962,-2986,88466,-30857,-495,-989,-16524,6461,-994,37662,0,-14928,0,12078,-10933,177701
2010:Q3,128119,-27748,104613,-50522,25953,77074,-4708,58309,-65052,117,7014,18621,4422,642,22980,0,3057,0,-36604,68276,-1252
2010:Q4,-99456,-328881,11608,-17211,-34764,218756,-1500,-29818,107029,593,22049,18072,33216,710,-12883,0,22827,0,-13922,72385,51036
2011:Q1,-6810,-49599,97200,57499,26038,29141,-4486,21818,26735,134,-2865,-25247,-5069,147,13307,0,9559,0,-17185,12295,-167090
2011:Q2,-27636,-187199,-746,-121734,17803,61702,-313,44048,4289,8,-22462,1802,10018,-1096,16576,0,9128,0,3714,-4010,202538
2011:Q3,-399067,-273777,-56472,6685,10371,4468,2169,113778,-93629,-828,6105,-32417,219,-4135,5479,0,12911,0,30359,-35543,-90343
2011:Q4,414578,-218649,426518,24770,-2126,95426,1446,-399,34001,448,-7844,48591,-419,-2748,15806,0,18601,0,-47280,35224,88639
2012:Q1,396469,47513,268633,113280,14699,23064,-6147,35290,23872,-202,-6805,-13017,-1940,614,6598,0,10299,0,-13064,-12436,-70720
2012:Q2,-163561,-58007,-95829,-107109,-3071,9585,-4510,-15592,-20905,182,10324,10978,11698,956,9756,0,16276,0,19625,-29203,90870
2012:Q3,361926,-120159,150262,-119037,-15368,373142,-4845,84696,-22933,179,5445,23261,-50656,994,9016,0,17380,0,194903,115702,93085
2012:Q4,140976,-198107,335059,98278,-42619,-40438,-2983,-44349,36074,202,-1624,-31107,-2284,-839,4198,0,8496,0,-13663,7443,-11197
2013:Q1,72705,-87454,127152,60714,6383,-60543,-548,-31148,10104,186,7866,15045,-2995,3709,-51612,0,-4255,0,-4297,-2600,26453
2013:Q2,-3350,87347,174072,-155370,-55947,-92289,-1248,-72024,-23516,-625,-4444,2119,-10810,-7214,49896,0,-30381,0,-2497,8456,38837
2013:Q3,25160,61573,23296,-23458,16442,-85952,-422,-18842,-55077,826,1848,18836,-2473,212,-26998,0,-6649,0,-980,3768,33259
2013:Q4,-209135,-213957,10669,-68784,-16754,77554,678,52140,-2907,-1583,-1404,26214,-31562,-4595,22053,0,-7274,0,14486,11309,2136
2014:Q1,-163682,-193944,-14820,45292,48404,3484,-1205,10304,-20644,127,953,-2263,1703,87,10748,0,5615,0,13825,-15765,-52097
2014:Q2,60716,-47104,119622,-121073,12787,34546,343,12657,2681,165,1313,12352,10632,1574,9743,0,5800,0,-10790,-11924,61939
2014:Q3,97095,-26986,48948,124792,-56379,-78033,2697,-29251,-18177,-124,639,-5211,-12479,3750,-1192,0,-2186,0,-7576,-8924,84752
2014:Q4,53828,-366686,372803,43462,-47292,29992,2104,33380,-16711,-63,1223,14390,-11583,5660,8259,0,-8352,0,2032,-346,21550
2015:Q1,-64237,-359920,174883,28155,-3227,18489,1891,-31842,8111,169,-533,-2499,-3216,-2154,-1935,0,9844,0,-9105,49758,77383
2015:Q2,-228570,111272,-18094,-173700,-46683,-58383,1706,-41863,9449,-354,-2705,-4677,391,1624,-12408,0,7345,0,14257,-31146,-42982
2015:Q3,-134371,-7029,-186633,-20611,-20371,-20935,2191,1723,7131,-149,1215,-18338,-15472,917,10567,0,2751,0,25401,-38874,121208
2015:Q4,891,-316042,178210,112367,-40815,85102,1455,28811,11893,-19,-964,21127,531,1675,-6758,0,7552,0,-8285,28085,-17931
2016:Q1,-5753,-216887,65502,40964,33088,34837,-1329,7693,-5751,385,1459,20794,15448,13579,11396,0,-9979,0,5925,-24782,36744
2016:Q2,-19993,19023,-58185,-155701,-15470,11601,-2131,45016,-30985,210,3362,3828,-2793,9896,-3279,0,-1800,0,14709,-24431,178739
2016:Q3,-92304,150217,24755,32257,-67016,-134321,-211,-40498,-21682,-71,-2398,5673,208,5971,7004,0,8359,0,-73966,-22711,-98194
2016:Q4,287045,213025,112104,51556,-99339,10357,3506,-53620,35427,-617,-3022,17588,-18624,2221,-16450,0,8001,0,-10725,46673,-658
2017:Q1,-34066,-195991,13769,119957,-2297,17998,-74,-46529,-7755,14,-165,-908,-1314,-2073,1953,0,-2564,0,-26363,103777,12497
2017:Q2,-93304,31828,-18906,-158865,-11105,82751,-2063,21788,23364,42,1179,18573,8392,-3800,3746,0,14416,0,-20435,17549,-19008
2017:Q3,-120175,162358,-157548,-43038,-40266,-42516,-683,52471,-26550,-130,529,-6541,-23298,-4135,90,0,2887,0,-26264,-10893,835
2017:Q4,-575223,-272278,-247167,26537,-72219,-21972,-246,-35470,-28419,-76,-244,3133,24278,-2212,12298,0,-16174,0,-5618,26775,11876
2018:Q1,-104994,-183588,-60079,140081,-48194,33860,943,-18487,46185,-559,-1859,1463,-3374,670,-14881,0,-4321,0,22158,5922,12925
2018:Q2,68271,215657,-73385,-196256,-52093,78968,1049,143583,-19605,-153,-627,5953,-27835,-552,-9284,0,7092,0,993,-21646,95380
2018:Q3,340146,15035,218877,-54475,11938,-11212,1327,-59586,8368,-239,207,13303,-10749,-950,-2610,0,-2255,0,10778,31194,159984
2018:Q4,-238631,-217737,-6303,95460,-24732,-39093,1701,89088,4244,118,1684,-36679,-12592,-3140,9504,0,-22800,0,9281,-79499,-46226
2019:Q1,4327,-374632,215876,106994,2145,18513,3250,47486,-24938,614,-692,23479,4332,-295,8943,0,-195,0,-11152,-32321,35431
2019:Q2,-272491,-66637,-114413,-151391,23405,43110,1073,76503,-13489,562,656,9387,1314,-3245,10257,0,-6485,0,22295,-55718,-6565
2019:Q3,-82743,55944,-210502,-45018,-872,20657,1057,-10785,31959,303,437,4789,886,-2130,5103,0,4076,0,16116,-31156,97048
2019:Q4,-634622,-566917,-36361,50455,-31081,-29097,-1659,-51871,43851,555,-1457,2175,1096,7585,-11854,0,11285,0,-14442,-14359,-21622
2020:Q1,-200621,-437738,-169602,98480,15719,163365,-378,142853,-13064,1498,3518,-3638,-10635,9637,25384,0,7791,0,40347,-39949,129155
2020:Q2,289149,-113146,327232,204382,-20071,-15444,-435,-90853,65731,483,-3755,18329,2461,1897,8792,0,15787,0,-30069,-3813,-93805
2020:Q3,40211,516146,-184927,-218923,-2510,-113226,-933,-103241,-12471,659,-3857,24204,394,-4175,7662,0,4203,0,2434,-28106,43652
2020:Q4,-326782,-529762,142978,195549,-60968,-52088,-126,-61091,31895,-347,-3423,-17409,20877,-9644,10847,0,5681,0,11426,-40774,-22492
2021:Q1,327946,474300,145343,-184113,15212,-162578,125,-64166,-35945,-1981,-5565,44597,-37608,4981,-37142,0,-9200,0,-5060,-15616,39783
2021:Q2,221605,99149,210282,-161531,-16510,-31879,1242,57946,-60129,1055,2141,11382,-26020,4248,-2421,-0,21531,0,-3024,-39831,122093
2021:Q3,-321357,13040,-332440,68174,-3297,-138383,-580,-63929,-36307,-440,-8019,27713,-19669,1828,-6215,0,-2129,0,2278,-32914,71549
2021:Q4,-235432,-497753,185754,63292,-17271,-87079,-2059,-26973,163,-312,-4611,9244,-31806,4544,1078,0,10734,0,-30909,-16173,117625
2022:Q1,-200181,-269626,-77973,158664,30620,-126274,665,-18701,-2817,-2776,-10987,-17795,-34220,4873,-46463,0,-9698,0,7202,4442,84407
2022:Q2,-115191,271538,-82866,-415259,10647,-164677,1795,-150207,-1108,-2161,-2152,-39573,-41387,4721,-34121,0,16077,0,44365,39074,265425
2022:Q3,181069,-52935,34761,179486,-502,-161226,-2860,-56450,-31717,-3050,-3026,-48366,-28242,3093,-24074,0,-29221,0,25583,37103,181485
2022:Q4,-150813,-348062,51928,98656,-28419,33573,-21545,5433,70722,1188,3992,10089,-42602,2131,-8425,0,-13911,0,-31138,57639,41511
2023:Q1,-29053,-308389,206135,221945,48752,-35291,-21167,37730,-48896,1062,11816,35956,18157,2131,-1630,0,6195,0,-38137,-38509,-162205
2023:Q2,111845,89642,62815,-56339,-19660,-25988,-21391,-54820,39148,-883,655,36509,-13187,2131,14108,0,-11653,0,-10833,-5774,61375
2023:Q3,-11699,221795,-158879,62501,-33891,-91353,-21409,12389,-30887,-1698,-579,21336,-23143,2131,-24470,0,7350,0,21317,-53692,-11873
2023:Q4,-75875,-342601,38133,134658,-21318,78893,-21393,41389,74720,3608,7378,9074,-19837,2131,-4476,-0,9065,0,-28937,6171,36360
2024:Q1,206578,-21274,107613,75878,29094,-56076,-21374,-13836,-16219,-537,-1374,15868,7807,2131,-11424,0,11061,0,-24666,-3516,71342
