1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q1,49972,38,44740,0,2482,423,-136,1260,-47,-2,29,217,228,174,4,0,-76,0,561,77,2236,149,329,54,77,36,-9,-1292,-390,11,0,0,82,157,2615,423,0,0,0,4,0,0,0,-11,0,0,0,47737
1961:Q2,3527,31,2,0,2618,556,-72,-297,-40,-1,29,210,350,22,144,0,-2,0,-126,103,6438,162,402,61,103,-22,-31,2763,66,16,0,0,87,-167,2368,556,0,0,0,10,0,75,0,-12,0,0,0,-2912
1961:Q3,16035,30,11633,0,2317,611,-106,965,-50,-1,26,204,240,-148,298,0,-4,0,5,14,1865,160,-244,58,14,-35,45,-1584,-29,16,0,0,86,-206,2711,611,0,0,0,4,0,269,0,-12,0,0,0,14170
1961:Q4,15671,34,12316,0,2879,734,170,-411,-93,0,24,185,110,220,250,0,-9,0,-805,67,3670,163,-618,47,67,6,-33,684,-52,18,0,0,76,-461,2762,734,0,0,0,3,0,285,0,-12,0,0,0,12001
1962:Q1,5712,37,-234,0,2950,459,-117,1420,-22,-2,17,180,67,-68,-61,0,-6,0,1044,48,3044,136,902,38,48,7,58,-1106,-3,8,0,0,70,-285,2801,459,0,0,0,-1,0,-76,0,-13,0,0,0,2668
1962:Q2,3305,38,-666,0,2306,721,71,-434,41,-2,15,158,257,135,555,0,5,0,-47,151,5197,143,58,23,151,-54,179,1865,-11,4,0,0,60,-696,2519,721,0,0,0,-2,0,249,0,-13,0,0,0,-1892
1962:Q3,5049,39,-445,0,3053,748,7,721,64,-1,9,166,234,-302,443,0,-17,0,255,75,3639,143,302,26,75,-41,-4,-429,-3,6,0,0,59,-420,2910,748,0,0,0,20,0,260,0,-14,0,0,0,1410
1962:Q4,2468,41,-754,0,2744,900,129,-1229,-35,0,8,208,462,283,90,0,-18,0,-332,-29,3103,157,-589,45,-29,-39,-81,401,165,14,0,0,69,-828,2928,900,0,0,0,-4,0,6,0,-14,0,0,0,-635
1963:Q1,6424,44,-78,0,3032,811,-262,1495,57,-2,5,254,32,144,-21,0,-20,0,883,50,1664,155,-798,74,50,24,-21,-1270,-125,11,0,0,77,-247,2968,811,0,0,0,-18,0,-12,0,-15,0,0,0,4760
1963:Q2,5485,47,-257,0,2523,630,42,260,-2,-1,-1,318,331,15,828,0,1,0,485,266,6452,162,266,100,266,-25,4,2511,-26,11,0,0,85,-443,2632,630,0,0,0,12,0,282,0,-15,0,0,0,-967
1963:Q3,6488,48,-155,0,2909,811,-57,1858,15,0,-2,299,176,-388,564,0,-11,0,390,31,3515,156,197,99,31,-3,-45,-945,20,15,0,0,87,-328,3028,811,0,0,0,45,0,363,0,-16,0,0,0,2973
1963:Q4,2871,47,-180,0,2960,852,125,-1298,-36,0,-1,198,172,189,287,0,-6,0,-538,100,4385,160,-1006,67,100,-49,17,1068,141,16,0,0,83,-249,3085,852,0,0,0,-64,0,179,0,-16,0,0,0,-1514
1964:Q1,4609,45,-168,0,3072,609,-84,846,-46,-5,-11,295,109,-145,-240,0,-37,0,437,-68,4010,211,214,94,-68,-42,127,-63,9,23,0,0,79,-164,3102,609,0,0,0,1,0,-105,0,-17,0,0,0,599
1964:Q2,5607,43,-85,0,2751,621,29,266,-121,-6,-9,300,288,249,561,0,-5,0,798,-73,4355,222,80,100,-73,-7,-143,293,90,27,0,0,75,-48,2854,621,0,0,0,-17,0,298,0,-17,0,0,0,1252
1964:Q3,5169,45,143,0,3192,871,43,1000,-159,-1,-9,322,155,-256,300,0,-22,0,-433,-22,5385,252,-90,104,-22,14,127,463,7,25,0,0,77,215,3171,871,0,0,0,35,0,154,0,-18,0,0,0,-215
1964:Q4,5078,53,-338,0,3071,1000,695,-940,-213,-3,-7,354,219,267,94,0,494,0,150,182,4691,300,-317,102,182,16,-71,25,140,23,0,0,90,-96,3299,1000,0,0,0,-7,0,22,0,-19,0,0,0,388
1965:Q1,7608,58,349,0,3420,611,-73,1704,-115,-3,-8,363,267,-87,122,0,-21,0,1163,-141,4968,318,768,98,-141,-39,156,-858,303,4,0,0,100,251,3368,611,0,0,0,-6,0,54,0,-19,0,0,0,2641
1965:Q2,5892,63,373,0,3162,798,-116,36,134,-3,-7,379,405,87,-39,0,29,0,497,94,7254,343,794,96,94,12,2,1141,308,-8,0,0,112,365,3000,798,0,0,0,39,0,179,0,-20,0,0,0,-1362
1965:Q3,7042,68,808,0,3313,1050,-96,1255,315,-2,-9,394,258,-305,230,0,-96,0,-255,114,4126,360,-1132,99,114,37,237,-564,-548,-7,0,0,116,616,3399,1050,0,0,0,14,0,356,0,-21,0,0,0,2916
1965:Q4,5154,75,612,0,3414,1067,-45,7,-13,-4,-5,408,247,300,-521,0,-18,0,-319,-51,11066,356,5058,109,-51,-12,-143,524,-30,14,0,0,119,538,3602,1067,0,0,0,8,0,-71,0,-21,0,0,0,-5913
1966:Q1,7508,82,575,0,3550,651,-112,2422,154,-1,-5,423,-110,-93,-662,0,20,0,705,-91,6556,357,1714,116,-91,2,-142,-168,22,19,0,0,-47,533,3687,651,0,0,0,-1,0,-74,0,-22,0,0,0,952
1966:Q2,5353,90,1204,0,3119,920,97,-431,29,0,-2,441,578,4,-873,0,21,0,66,90,6917,264,-377,124,90,65,184,816,393,29,0,0,-20,1268,3310,920,0,0,0,-48,0,-78,0,-23,0,0,0,-1564
1966:Q3,9521,93,1129,0,3874,640,-75,2324,-16,-1,-7,456,608,-291,-391,0,105,0,945,128,6631,334,370,130,128,3,-15,-87,-55,32,0,0,-26,1389,3775,640,0,0,0,93,0,-56,0,-24,0,0,0,2890
1966:Q4,2513,91,1203,0,3815,999,232,-4262,-85,-2,-2,476,155,280,-1291,0,-39,0,805,138,798,368,-5067,130,138,75,149,-711,-217,32,0,0,305,1173,3947,999,0,0,0,-135,0,-364,0,-24,0,0,0,1715
1967:Q1,10371,77,1262,0,4258,1160,-205,2393,-168,-1,2,498,152,455,-417,0,-180,0,1526,-441,5947,387,-1233,141,-441,5,-101,460,-458,25,0,-13,714,1308,4098,1160,0,0,0,-55,0,-43,0,-8,0,0,0,4424
1967:Q2,7259,71,1431,0,4081,1042,110,-1300,-8,-1,5,519,624,454,105,0,-20,0,20,127,8527,399,-152,146,127,41,108,824,268,27,0,0,37,1620,3658,1042,0,0,0,-3,0,394,0,-9,0,0,0,-1268
1967:Q3,7859,69,1466,0,4062,1089,13,2198,64,0,0,538,498,-616,-586,0,-95,0,-801,-40,7181,384,-523,153,-40,-30,151,467,-262,24,0,0,27,1374,4125,1089,0,0,0,126,0,124,0,-8,0,0,0,678
1967:Q4,7954,71,4251,0,3605,931,145,-2501,103,0,4,519,498,163,-1124,0,-6,0,1151,144,10578,407,2435,152,144,-16,80,867,-118,20,0,0,72,1658,4061,931,0,0,0,-27,0,-79,0,-9,0,0,0,-2624
1968:Q1,11732,84,-337,0,4649,1377,-21,3818,5,1,-1,573,208,-104,491,9,108,0,1002,-130,8669,458,1563,165,-130,19,-142,-628,171,32,0,0,114,1655,4246,1377,0,0,0,-7,0,-176,-40,-9,0,0,0,3064
1968:Q2,7465,90,1615,0,3975,1247,101,-719,-201,1,0,582,418,204,268,9,-206,0,-21,102,6023,468,-2904,171,102,-7,-401,845,294,1,0,0,141,2073,3799,1247,0,0,0,-9,0,293,-84,-8,0,0,0,1442
1968:Q3,13036,92,2456,0,4613,1371,-42,2706,1,0,-4,622,306,-269,754,13,-47,0,465,-1,6692,484,-2330,187,-1,-64,56,1238,-911,27,0,0,157,1951,4450,1371,0,0,0,-37,0,172,-49,-9,0,0,0,6344
1968:Q4,8845,89,2464,0,4547,1187,299,-850,-251,-1,4,685,489,88,-671,13,-28,0,816,-34,11918,508,2446,208,-34,-33,591,-975,995,84,0,0,166,1914,4566,1187,0,0,0,66,0,330,-91,-9,0,0,0,-3073
1969:Q1,16418,88,3414,0,4753,1639,-354,5526,-1336,-29,0,843,211,-36,373,20,56,395,1085,-230,8973,605,3,232,-230,-43,-81,-2162,248,182,0,0,209,2782,4646,1639,0,0,0,13,0,515,-65,-10,490,0,0,7446
1969:Q2,11125,88,3910,0,4099,1404,287,-3342,-111,-40,3,835,532,53,1561,3,13,185,1547,98,12786,542,-496,258,98,-22,-188,1984,-253,300,0,0,213,3344,4375,1404,0,0,0,108,0,916,-131,-9,343,0,0,-1661
1969:Q3,20451,90,3768,0,4887,1251,-200,6773,-150,-3,0,694,275,-186,200,-3,72,384,2541,59,7158,388,-536,267,59,-13,421,-2451,-52,272,0,0,162,3150,4810,1251,0,0,0,87,0,-403,-119,-9,-126,0,0,13293
1969:Q4,5334,120,3906,0,4845,1774,575,-8788,1483,-3,10,986,450,324,-1568,12,-4,-550,1779,-16,13347,700,2136,260,-16,-32,34,431,-720,96,0,0,236,3280,5112,1774,0,0,0,148,0,-259,-264,-10,442,0,0,-8013
1970:Q1,19246,104,-6151,7623,5615,1761,-175,5404,-2257,-4,12,849,188,143,1967,-26,48,-206,4372,-20,14020,641,847,270,-20,-1,-227,-183,648,113,0,0,197,3031,5722,1761,0,0,0,109,0,750,-290,-9,661,0,0,5227
1970:Q2,8381,107,3025,140,5166,1585,109,-5372,318,-4,16,853,562,429,-125,-5,197,-48,1391,37,18032,690,5756,277,37,2,-135,696,-628,65,0,0,194,3254,5044,1585,0,0,0,179,0,136,-191,-10,1080,0,0,-9651
1970:Q3,6748,109,2840,342,6415,1765,50,1569,-441,-5,11,857,286,91,-366,8,-267,56,-6528,-44,2448,699,-5086,274,-44,-29,138,-1592,-539,38,0,0,193,2265,6165,1765,0,0,0,-338,0,-11,-216,-10,-1224,0,0,4300
1970:Q4,9038,110,2327,476,6411,1818,487,-3317,546,-4,20,864,401,1147,-2166,-11,-132,1357,-1339,43,13828,670,506,260,43,-12,-320,1576,-847,40,0,0,192,1942,6137,1818,0,0,0,817,0,291,-376,-9,1099,0,0,-4790
1971:Q1,18578,88,2018,754,6799,2032,-500,5146,-975,-9,4,863,307,995,3556,2,-214,-408,-1799,-80,19537,656,2264,1293,-80,-11,64,3875,595,-176,0,0,211,2720,6482,2032,0,0,0,-2,0,756,-187,-10,-944,0,0,-958
1971:Q2,7094,76,1945,404,6089,2207,-44,-2722,-1011,-8,1,837,574,-1355,904,-18,27,410,-1142,-79,13095,620,312,1301,-79,49,56,68,-273,-163,0,0,225,2498,5707,2207,0,0,0,227,0,448,-315,-11,219,0,0,-6001
1971:Q3,20930,74,1781,685,6470,2422,-195,5283,548,-10,-7,882,390,-273,1629,-259,-39,1879,-324,-6,15468,620,2372,1316,-6,70,-54,-882,264,233,0,0,223,1872,6704,2422,0,0,0,-23,0,52,-202,-10,496,0,0,5462
1971:Q4,8936,80,1465,1052,7099,2681,534,-4638,332,-11,1,978,543,-10,-1273,-422,-52,124,470,-17,20232,647,6173,1340,-17,-17,70,1016,41,177,0,0,209,970,6736,2681,0,0,0,-49,0,482,-290,-10,73,0,0,-11296
1972:Q1,21335,120,704,920,7132,2794,-287,5487,2443,-7,3,1106,494,385,1889,-466,282,-949,-607,-108,22897,686,7613,1363,-108,25,-133,706,542,-175,0,0,233,1762,7241,2794,0,0,0,115,0,257,-434,239,170,0,0,-1562
1972:Q2,11961,145,-778,285,6092,2667,289,-77,1066,-8,2,1217,988,-228,1239,-518,421,197,-1024,-14,17901,703,2691,1592,-14,2,-33,2172,60,-143,0,0,244,1160,5986,2667,0,0,0,-9,0,352,-517,240,748,0,0,-5940
1972:Q3,10537,148,-1171,503,6773,2523,-86,2185,-213,-6,-7,1262,641,32,625,-574,414,4,-2502,-14,13272,733,390,1597,-14,-45,130,-1815,34,74,0,0,244,833,7068,2523,0,0,0,-36,0,211,-242,239,1348,0,0,-2735
1972:Q4,15153,127,1341,976,7134,2362,86,1827,563,-6,3,1222,403,-25,-305,-530,449,-187,-257,-30,38907,781,19606,1579,-30,-84,227,3390,813,254,0,0,231,1935,6806,2362,0,0,0,-389,0,555,-624,239,1256,0,0,-23754
1973:Q1,19264,111,-475,968,7872,2398,102,4362,-97,-2,38,1196,695,460,1255,169,345,569,-1732,1030,39239,749,19976,2123,30,2,-198,137,-9,118,0,0,222,1601,7639,2398,0,0,0,302,0,5,-326,239,4231,0,0,-19975
1973:Q2,17033,98,-795,133,6151,2753,-41,3018,212,-3,40,1193,766,-200,1120,17,272,189,2085,25,18678,764,135,808,25,7,183,2756,30,-50,0,0,213,2580,6097,2753,0,0,0,47,0,572,-744,239,2263,0,0,-1644
1973:Q3,17917,93,-492,627,6977,3130,384,3169,-3,-14,19,1196,379,407,383,-696,100,1294,995,-31,10764,765,-4430,753,-31,20,-145,-4925,206,36,0,0,211,2012,7808,3130,0,0,0,598,0,-244,-965,239,5727,0,0,7153
1973:Q4,21213,98,1123,1559,7613,3527,807,-2943,366,-13,31,1184,503,941,1289,-19,331,24,4214,579,34307,758,12734,558,579,-57,357,5401,-137,-26,0,0,213,3024,7432,3527,0,0,0,40,0,1130,-517,239,-948,0,0,-13094
1974:Q1,23809,154,2891,1077,8032,3667,-812,4538,-403,-1,103,1158,445,-66,1649,588,196,-283,695,181,11633,733,-3188,379,181,-60,-356,-3506,-66,56,0,0,291,3535,8074,3667,9,0,0,-241,0,558,-360,238,1689,0,0,12176
1974:Q2,12708,185,2769,858,4009,3352,67,-4138,121,-2,108,1179,834,-152,-764,1818,409,-543,3188,-591,7953,717,-3794,213,-591,26,193,-819,-21,-47,0,0,327,3867,4921,3352,-7,0,0,-673,0,-259,121,239,188,0,0,4755
1974:Q3,22742,193,3504,1603,7732,3650,188,2509,-320,1,87,1173,564,-163,-804,626,909,-2770,4204,-144,17169,719,10587,127,-144,32,63,-5464,-146,-142,0,0,350,2628,8368,3650,0,0,0,310,0,-1033,328,238,-3302,0,0,5573
1974:Q4,-907,178,2059,2040,9250,3774,353,-14919,-32,2,97,1143,869,18,-4180,158,11,518,-2259,13,6580,734,-9332,118,13,-52,1913,1080,-384,-83,0,0,359,2364,7667,3774,0,0,0,-1212,0,-1488,87,238,785,0,0,-7487
1975:Q1,33891,172,17810,781,7837,3824,-743,3630,1319,-5,22,1422,546,603,1550,-9,-697,-236,-3906,-29,-2648,862,-18759,170,-29,-15,-66,1322,126,166,0,0,392,45,8214,3824,-2,0,0,-71,0,-615,1226,238,325,0,0,36539
1975:Q2,13989,173,9842,1,3818,3672,188,-171,162,-7,13,1418,927,739,-3406,-182,-479,1336,-4062,7,2625,864,-6406,80,7,-15,-149,-1892,542,181,0,0,445,1035,3675,3672,50,0,0,424,0,-2885,1031,238,1728,0,0,11364
1975:Q3,32221,165,6042,395,8285,4437,-104,10074,367,18,-11,1586,725,-711,4673,-92,127,1032,-4742,-45,20632,999,-6438,154,-45,-2,-239,8003,-468,114,0,0,424,939,8650,4437,16,0,0,905,0,-149,1166,238,1927,0,0,11589
1975:Q4,727,148,-10848,1853,7593,3702,448,-2983,-145,17,3,1928,1028,725,-306,-92,-244,-327,-1849,76,24949,1244,5109,400,76,-40,382,2361,69,122,0,0,332,601,7703,3702,-15,0,0,-295,0,-468,861,237,1869,0,700,-24222
1976:Q1,54024,158,25913,-291,9256,4152,-221,5608,177,62,29,2277,752,349,1404,197,2643,1027,481,52,18077,1330,-2358,796,52,-41,163,2264,-175,-145,0,0,358,720,8825,4152,41,0,0,-209,0,19,284,3003,-1001,0,0,35947
1976:Q2,23395,143,9151,124,3361,2394,-173,2213,-657,52,33,2655,1276,-572,1503,8,192,1219,623,-150,19603,1485,12152,1112,-150,103,125,-1673,-313,-122,0,0,327,697,2872,2394,0,0,0,-403,0,-123,276,-65,909,0,0,3792
1976:Q3,41266,151,17945,458,8650,4134,423,6199,25,2,22,2805,920,622,1229,-74,-255,414,-2388,-17,29012,1543,7401,1252,-17,51,-324,-1236,196,111,0,0,328,5683,9192,4134,53,0,0,200,0,-487,288,-125,669,0,100,12254
1976:Q4,-3412,179,-10832,955,8580,5108,29,-11494,-51,1,41,2765,873,1090,-250,114,242,730,-1474,-18,24226,1511,1800,1219,-18,-24,-226,-929,-176,61,0,0,357,6203,8019,5108,-121,0,0,-61,0,-89,292,508,792,0,0,-27638
1977:Q1,52720,207,18048,289,9025,5378,-579,5311,371,22,183,2997,1058,-62,1953,38,497,799,7253,-68,29731,1732,765,1328,-68,4,-199,2936,-233,32,0,0,561,6011,9550,5378,115,0,0,-67,0,-321,112,941,1154,0,0,22989
1977:Q2,30432,236,2561,-959,8565,3315,248,6676,-678,18,181,3137,1107,499,-681,-119,1618,135,4476,98,20606,1888,-1099,1456,98,-69,16,3833,-50,-29,0,0,572,394,8352,3315,10,0,0,388,0,106,65,843,418,0,100,9826
1977:Q3,36086,242,17807,207,1782,3807,331,4861,426,-50,173,3255,1152,-433,2419,29,-354,15,460,-43,22264,1918,7173,1508,-43,-70,-60,-818,-82,5,0,0,568,4594,2496,3807,87,0,0,26,0,860,110,-226,412,0,0,13822
1977:Q4,13392,224,1358,410,9029,3405,172,-7731,486,-70,186,3352,1250,631,-1739,1,-1762,1179,3032,-20,36720,1824,24268,1478,-20,-19,-434,-1395,-229,4,0,0,540,-256,8928,3405,-89,0,0,626,0,-21,145,-1984,-50,0,0,-23328
1978:Q1,58649,250,24714,1531,10787,3909,-412,9504,438,-2,80,3412,1157,38,1262,-10,1395,-10,563,43,46770,1784,15992,1453,43,-3,-180,3117,515,279,232,0,454,4783,10942,3909,190,0,0,522,0,-311,29,2045,974,0,0,11879
1978:Q2,42167,256,7123,597,9204,2822,350,9030,925,-2,71,3565,1154,999,96,-87,1058,-1953,6971,-12,9304,1732,-9817,1464,-12,49,79,3344,277,398,551,0,476,-1540,9868,2822,-62,0,0,-97,0,417,40,509,-522,0,-672,32864
1978:Q3,49496,269,21950,177,3857,3858,155,6949,1365,-16,35,3632,1177,1205,5030,-32,937,-476,-554,-22,33784,1740,6699,1473,-22,75,-39,8528,556,212,457,0,496,3006,3849,3858,-6,0,0,203,0,1374,43,1106,174,0,2,15712
1978:Q4,62287,290,15578,935,10928,3078,953,12086,-221,-17,15,3674,1237,1078,4274,66,92,-593,8712,122,56061,1802,31550,1479,122,23,-105,-265,-213,165,555,0,568,3921,10393,3078,943,0,0,-182,0,878,36,55,1254,0,4,6226
1979:Q1,70703,316,33852,1989,11687,6147,-681,7219,1255,-7,83,3770,1281,453,253,-28,-1235,-32,4335,47,29780,1881,3194,1489,47,60,663,2021,20,390,351,0,641,1284,11984,6147,-729,0,0,317,0,-302,18,-890,1194,0,1,40923
1979:Q2,47878,345,10597,410,12364,3800,369,9183,-1958,-7,65,3809,1353,1652,4542,-97,1413,-3104,3160,-17,30311,1920,3604,1510,-17,38,-447,4629,-48,362,376,0,715,-522,10253,3800,129,0,0,-459,0,1613,16,1749,1074,0,17,17567
1979:Q3,57052,350,31768,806,1838,5968,280,-2403,92,-8,26,3853,1322,-123,7675,114,1673,223,3639,-41,29263,1953,22080,1511,-41,43,995,-9858,105,255,455,0,728,-2952,2916,5968,158,0,0,32,0,2472,16,1557,389,0,482,27789
1979:Q4,39571,332,19406,3732,8400,5572,1022,-5197,-456,-8,-29,3953,1101,2152,-2089,-123,1083,1975,-1241,-14,44140,1981,26281,1487,-14,-84,-47,-2857,-20,283,615,0,684,-997,10446,5572,-3,0,0,524,0,-1146,13,1945,-834,0,311,-4569
1980:Q1,81297,311,45849,1561,13618,2943,-1384,7053,1048,293,1813,3981,827,500,2055,103,-1238,-2615,4742,-164,19156,2121,-9051,549,-164,21,-1650,7247,-13,394,1181,0,642,6695,12664,2961,-77,0,0,56,0,-2447,17,-2541,414,0,136,62141
1980:Q2,61598,285,37415,2453,9307,1479,1162,-4208,-175,665,15,3415,486,1118,3510,54,2909,1108,650,-49,36168,1639,2240,-948,-49,-55,788,-864,400,389,870,0,598,9007,10659,1496,863,1,0,-26,0,4031,18,3997,984,0,130,25431
1980:Q3,72712,299,61747,1263,1155,5022,-1322,660,84,693,-879,3290,544,360,-997,65,1667,892,-1822,-9,67802,1610,39411,418,-9,-26,-268,-402,456,427,418,0,617,13667,1046,5040,-335,0,0,350,0,922,19,2881,1230,0,330,4910
1980:Q4,43278,352,12624,1501,9265,5212,561,-426,293,491,703,3698,888,896,1624,-27,3819,-588,2413,-20,62743,1706,10342,4649,-20,-6,997,5936,765,550,970,0,697,16274,10864,5229,-257,0,0,870,0,-2500,18,1847,3613,0,199,-19465
1981:Q1,143778,419,112109,-1381,16706,5883,-510,2985,443,341,-149,3149,1553,42,5180,-27,-3026,4123,-3895,-168,120579,2002,77029,4316,-168,99,296,3681,450,802,-592,0,732,7029,13637,5901,-2240,-1,0,1379,0,3952,8,-2297,4323,0,241,23199
1981:Q2,24471,501,1279,-1365,4538,2469,614,5645,-449,253,-462,3058,2007,3,1771,10,2923,448,1050,177,36420,2059,956,4129,177,49,412,5146,332,970,-519,0,707,6138,11168,2486,1970,0,0,-1961,0,-1127,10,2633,458,0,227,-11949
1981:Q3,54024,486,35292,575,3612,4221,413,-4326,853,164,836,2919,2130,2310,1340,-14,-1267,3134,1377,-31,32945,1960,13490,3499,-31,62,-986,-148,1436,797,885,0,840,4972,-228,4239,-84,1,0,412,0,658,7,-3185,4152,0,197,21079
1981:Q4,658,377,-1287,864,11792,4707,117,-11779,728,81,-59,2582,1811,935,1560,-2,3389,-1782,-13234,-143,54877,1864,30880,3175,-143,-127,301,-4688,537,284,-622,0,1131,-1471,11022,4725,678,0,0,811,0,-1658,6,5501,2300,0,371,-54219
1982:Q1,90452,279,44769,7113,17786,4363,-845,4720,689,-99,-397,2421,1841,567,3828,40,-3683,1221,5777,63,58523,1450,28043,-2254,63,-17,-280,10082,1591,-420,-1016,60,1442,-1846,14368,4393,-688,0,0,223,0,2686,-14,-2602,3266,0,-7,31929
1982:Q2,62383,193,-1841,6910,12803,5193,-68,16121,1709,-369,85,5452,4921,391,1440,28,2075,-2184,9301,225,43615,1317,1892,-1897,225,-16,-263,11082,275,-1182,1254,3985,2498,413,11062,5224,1046,0,0,-163,0,1556,-23,2286,4037,0,-993,18768
1982:Q3,43126,155,23645,6989,-277,7302,-39,-6963,-877,-270,-44,2150,1622,-1748,3561,35,7931,5737,-5835,52,48927,1550,19908,-1463,52,73,902,7116,307,-1172,-157,64,1911,4436,-434,7333,668,0,0,-2566,0,186,-16,9447,-513,0,1297,-5801
1982:Q4,-21000,166,-23492,7564,5850,5072,908,-15562,-683,200,-336,4675,1806,5789,-1300,30,-5481,-2794,-3433,21,27203,4202,6854,-1705,21,-49,-251,2858,2182,-390,-382,-657,1816,-8873,11016,5103,-813,0,0,3427,0,-2062,-22,1882,3061,0,-15,-48203
1983:Q1,109973,150,41635,2766,16964,4038,-1053,20686,117,344,243,2456,2097,78,3354,15,7289,-1322,10039,77,66056,3099,18821,451,77,-51,12,8166,-3759,16,-53,1,1277,10718,15211,4073,-911,204,0,566,0,3959,13,2969,1467,0,-270,43917
1983:Q2,59470,145,19552,3417,10349,5864,208,10124,-736,957,127,2122,2278,13,2239,16,4580,-703,-1121,38,48351,3765,6305,-365,38,284,-506,-38,-760,841,-1253,97,2182,17008,11044,5916,-17,19,0,383,0,28,11,1170,2151,0,48,11119
1983:Q3,61786,140,29979,3010,-137,10283,343,6622,927,914,75,3325,2351,120,-94,5,1782,2793,-614,-38,41197,4616,-355,342,-38,101,335,2842,1174,805,1268,50,2870,11736,-654,10354,-268,1,0,-183,0,-353,0,2894,3340,0,319,20589
1983:Q4,45896,149,368,3429,11366,5977,320,871,124,318,-133,4841,2322,-659,5131,17,-10,1165,10327,-27,40469,4748,-3388,1811,-27,-236,648,-2633,-238,17,363,-1561,1388,21189,10928,6064,446,52,0,314,0,-3101,14,-271,3344,0,597,5427
1984:Q1,124448,-150,71510,3157,24034,4917,-322,8685,455,235,49,3567,3331,-491,2499,-88,-2132,6567,-1627,252,57379,-5118,13135,6727,252,149,230,-1522,1128,-240,-294,-28,100,12097,16625,4882,-67,-77,0,968,0,3539,-729,736,4926,0,-39,67069
1984:Q2,93902,-349,44002,418,12848,2602,76,5692,-447,-323,261,3552,3922,2637,3428,-82,3759,-6769,18678,-3,94053,2600,49114,-1310,-3,877,492,3308,469,-947,89,8,1584,19494,11656,2567,318,0,0,745,0,-500,-716,995,3380,0,-167,-150
1984:Q3,74991,-345,32426,3331,2052,2713,22,24372,1896,-409,-81,3450,3935,1993,1443,-81,2288,3562,-7705,130,85970,2419,57397,-1849,130,846,2522,21586,2275,-1071,-300,17,1038,-8725,1053,2696,-253,-2,0,858,0,-182,-712,4389,237,0,1601,-10978
1984:Q4,-45826,-147,-74377,2673,6703,4789,609,4931,-265,80,630,3706,2986,5212,2077,-97,60,-3328,-2067,-1,25498,2745,13728,-1909,-1,-468,-249,9848,-930,-505,67,-58,3934,-14507,11427,4736,-116,270,0,577,0,-4573,-507,-986,3590,0,-615,-71324
1985:Q1,138090,-37,69519,5978,13015,8545,-739,6210,1205,134,-78,4310,3669,-1124,3900,-63,6040,594,16943,70,73947,2041,34399,1370,70,-421,-2,5085,-175,-448,725,-102,458,6706,6929,8562,-997,-107,0,-125,0,2074,-38,3786,3664,0,494,64143
1985:Q2,69707,109,21649,4276,12626,-637,-140,13472,-1367,559,-492,9009,3838,3839,4920,-71,1725,74,-3417,-266,41571,6743,2764,1357,-266,415,-177,10103,-1720,-80,53,27,2084,-768,10876,-619,1874,-146,0,18,0,129,-71,7079,2351,0,-455,28136
1985:Q3,132690,99,59550,14370,1055,4405,83,1290,4387,536,-107,12678,2201,6777,2234,-70,2841,178,20202,-18,65576,10424,41714,2063,-18,1155,1073,-3880,1746,-11,1073,53,1036,6254,1099,4441,-923,-14,0,-1636,0,1819,-70,-1354,307,0,-774,67114
1985:Q4,46460,-70,-18848,4525,-5535,891,796,11596,-6628,68,752,11433,3602,-1454,5385,28,24503,-1662,16981,98,107635,11842,49752,219,98,4842,103,10436,-3902,-232,-453,-2333,1948,542,1674,941,1782,1272,0,-1363,0,-1800,-903,27984,5578,0,-391,-61174
1986:Q1,51101,-241,-5030,3353,24943,3442,-1224,4691,1296,-391,-128,9341,8938,1065,-783,-21,-2652,14884,-10361,-22,44243,4152,-6056,2584,-22,257,237,2935,2060,-432,828,-5,-590,7818,18765,3541,-160,625,0,524,0,751,-1162,3652,3525,0,417,6857
1986:Q2,22178,-420,-11939,922,11089,5430,56,2170,-1078,-814,-326,9928,2653,-7,-1387,105,3466,-2686,5058,-43,23012,4786,-13750,2882,-43,1230,38,-1629,-664,-611,1021,-8,2833,10585,10445,5521,438,533,0,-3930,0,-818,-1252,2225,3077,0,103,-835
1986:Q3,95482,-419,50549,1452,4357,837,-5,8020,1853,-890,801,11638,1617,2507,6891,-105,-1778,163,8947,-953,97072,5957,63946,3387,-953,814,1025,5363,2485,-603,341,-13,2667,13089,4571,828,25,484,0,922,30,4289,-1153,-14003,3557,0,17,-1590
