1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1962:Q2,182201,185921,182076,45756,31021,99856,5444,-1,3845,73294,700,128,2236,27364,0,-164,3928,1108,3940,388,-1432,-76,8831,4992,1788,2051,108,-8940,2240,-686,1548,3952,23712,3777,912,3648,69448,69323,0,0,36,17412,276,4796,1232,4932,6176,37435,4792,1500,23076,8067,76,124,3128,2412,8700,126,576,264,-714,-3720
1962:Q3,185076,181776,185269,46241,30938,101903,6188,-1,-3493,70251,-1856,-76,4524,20796,0,3648,-3532,1232,-3924,1288,916,-3044,3759,1620,1428,711,96,-5372,2592,338,328,3648,23372,10597,340,7049,73744,73030,0,0,-32,4432,464,-1520,-1460,4640,2308,40323,6020,4688,24380,5235,48,132,12108,1780,14239,714,256,144,314,3300
1962:Q4,188142,178142,184351,48087,30718,102183,3364,-1,-6209,65388,-490,-544,4434,30284,0,-1784,3972,996,4292,-1212,-176,72,4163,556,2796,811,148,-6376,3728,1346,796,3340,23992,-2667,636,410,71597,70047,0,0,44,23092,-168,11664,1668,5588,4340,45783,6508,5632,26860,6783,196,128,-6288,-2320,9412,1550,400,324,826,10000
1963:Q1,192838,165781,189628,48758,31584,102418,6868,0,-23847,61786,210,152,2798,31520,0,-1868,-4428,-1264,-1920,-3896,872,1780,5591,2040,2744,807,140,-5044,3508,2202,944,3828,25764,10373,-672,-13232,85633,83291,0,0,36,13764,-160,4932,340,4908,3744,38039,1436,6360,22384,7859,52,132,12652,424,18192,2342,-20,188,2174,27057
1963:Q2,199046,203630,193058,49956,33512,104754,4836,0,10572,95068,276,484,8500,27032,0,4,6112,-388,3448,2932,1188,-1068,8123,6264,920,939,132,-7868,3200,568,608,4092,26736,7485,3456,6128,84496,83600,0,0,40,16092,-512,5216,16,6908,4464,48775,5832,8500,27164,7279,116,136,5172,2980,10289,896,-44,404,536,-4584
1963:Q3,200699,196755,198960,50716,33731,108797,5716,0,-2205,74766,-544,-260,2752,21956,0,4016,-3456,-1556,-756,580,324,-2048,2855,692,420,1743,100,-5816,2636,2168,1436,4380,27464,5741,2460,6878,76971,74083,0,0,36,988,-216,-3768,-1200,4052,2120,46275,2860,5436,28732,9247,96,132,9352,1644,15560,2888,384,360,2144,3944
1963:Q4,205930,196910,201647,51678,35006,109899,5064,0,-4737,82751,200,-1212,2112,33208,0,-6996,13028,1868,6016,3032,1048,1064,5895,3392,1220,1283,140,-10296,3388,3509,960,4648,28452,3425,1960,330,87488,85859,0,0,72,13424,-32,3448,160,5092,4756,55883,9572,7600,28992,9719,-144,124,3852,508,12140,1629,-1684,-140,3453,9020
1964:Q1,210962,194323,207393,53716,36829,111724,5124,0,-13070,68973,-60,544,-1860,25912,0,-520,2012,1124,1684,-2084,2016,-728,12171,6616,3292,2263,116,-2524,2972,2674,120,4336,30072,5365,-1140,-11217,82043,76513,0,0,76,11532,-344,5028,-964,5104,2708,42999,1928,5260,25072,10739,72,112,3732,632,17358,5530,2548,276,2706,16639
1964:Q2,213349,219132,209327,55087,35635,114149,4456,0,9805,98428,-700,368,9440,27888,0,4176,10020,-976,6516,2308,3980,-1808,-1849,-1176,-48,-625,152,-5376,3528,342,1188,4348,31072,8145,780,4906,88623,85041,0,0,64,16140,140,2788,1516,6612,5084,50099,8068,5780,27396,8855,92,96,6400,1476,10674,3582,3128,324,130,-5783
1964:Q3,218261,230579,213088,56849,35198,116349,4692,0,17491,115713,-382,224,21850,25836,0,1240,-2972,3360,-8888,888,1192,476,10763,7164,1764,1835,136,-6356,3732,988,1144,4428,32216,15905,1136,5825,98222,96258,0,0,56,15748,-12,6104,276,6596,2784,49727,4888,5308,29452,10079,48,96,12772,420,17391,1964,748,136,1080,-12318
1964:Q4,222759,202807,213634,54996,35303,118319,5016,0,-10827,88522,490,-724,1526,35644,0,-7712,6956,-608,2448,-512,2980,2648,3723,468,2080,1175,152,-13792,3472,5477,1472,4552,33044,8437,232,5573,99350,95672,0,0,-100,19308,844,4304,2592,6168,5400,53663,12736,3480,29192,8255,-44,112,9116,-660,14277,3677,-1844,292,5229,19952
1965:Q1,235342,208180,229875,60357,35391,122583,11544,0,-21695,87153,-176,-256,-472,34200,0,3524,-2744,-3148,528,-676,1260,-708,9567,4844,2060,2663,244,-7992,6148,3184,2156,4392,35008,11713,-600,-10743,108848,105384,0,0,136,9616,-1516,664,-36,6768,3736,56699,12244,6936,25552,11967,148,124,17136,2236,19289,3464,-224,544,3144,27162
1965:Q2,237008,244586,230930,60267,35751,126344,8568,0,13656,112764,2128,-844,7952,28124,0,3064,7412,-928,4936,3652,1528,-1776,2611,3564,-408,-545,216,-10008,5132,1709,672,4932,35316,13961,-112,10499,99108,96183,0,0,148,13212,-184,-648,-376,8024,6396,54943,10036,6120,26988,11799,4,136,11668,1556,14516,2925,1320,-32,1637,-7578
1965:Q3,239029,252077,238766,62016,35938,131520,9292,0,13311,111529,-674,280,8578,29760,0,2708,1388,1452,-6668,2720,2700,1184,4407,3284,-236,1359,144,-8776,3928,3408,3356,5096,36576,16633,2160,2557,98218,94318,0,0,192,4308,24,-12084,2052,7544,6772,52219,9468,4552,28872,9327,132,140,14412,1488,21427,3900,52,484,3364,-13048
1965:Q4,242441,251631,244093,64272,36217,136020,7584,0,7538,134679,-232,-428,3952,36504,0,-3960,5144,1328,3388,-392,4676,-3856,8355,5676,1332,1347,176,-15192,3184,6545,2312,4880,38168,14673,3788,26810,127141,121376,0,0,460,22732,364,13100,152,6612,2504,61343,16328,9068,28492,7455,84,136,11844,3052,21725,5765,-1260,520,6505,-9190
1966:Q1,254603,245564,260089,67403,36661,142152,13872,1,-14525,98282,-816,412,-6264,22352,0,1448,21236,3688,8984,2472,3180,2912,6811,3236,1392,2183,152,-9152,4072,1375,4048,4692,40792,14321,316,-7513,112807,111816,0,0,712,22044,-616,2760,1396,6652,11852,54175,7068,8536,28504,10067,108,116,12144,3124,19393,991,-528,432,1087,9039
1966:Q2,253017,270633,256990,64988,35081,144604,12316,1,13643,122005,210,132,13754,22052,0,768,14052,736,-3252,13268,3308,-8,7703,5928,2816,-1041,228,-7024,5024,1600,1620,4564,41588,18245,-9900,7389,108362,100698,0,0,1204,13544,512,-12464,7052,8176,10268,64671,23540,9312,26352,5467,84,112,9028,-5380,17435,7664,6032,272,1360,-17616
1966:Q3,255880,280483,261329,67414,33747,148315,11852,1,19154,117004,-512,60,-3108,11732,0,7000,12268,-1788,2164,3444,2256,6192,8051,5008,3588,-545,184,-6768,4824,5504,1572,4628,42548,18613,2160,8248,97849,91590,0,0,788,15084,1628,948,-2136,4912,9732,37271,9052,2480,22104,3635,-24,104,13864,976,23527,6260,1068,-168,5360,-24603
1966:Q4,262296,242153,266277,67695,30968,151109,16504,1,-24124,81440,94,-188,918,21772,0,-1956,10460,3292,932,1128,5724,-616,6711,3052,3780,-121,244,-16320,5964,5307,2148,4884,44188,8129,1716,-12631,105564,100905,0,0,892,28300,1776,13208,-892,5204,9004,38499,6320,9868,17748,4563,268,96,7296,-2240,27794,4659,-1536,504,5691,20143
1967:Q1,257191,243635,263348,66163,30252,151511,15423,-1,-19713,82862,-1874,264,10634,48092,0,-4448,-17952,2056,-16824,-840,-6220,3876,14371,7380,4444,2547,204,-11108,4296,6748,2068,5060,44196,3753,-1516,-19926,102575,94379,0,0,852,35316,3212,8292,5496,5744,12572,31127,4912,5668,16680,3867,160,96,428,1348,25052,8196,1008,628,6560,13556
1967:Q2,256529,256599,259716,69310,33721,150345,6341,-1,-3117,65012,812,-432,-664,41936,0,316,-12648,32,-6580,148,-6608,360,3659,4824,412,-1577,128,-15708,3472,-1053,-80,4948,45536,10177,-24880,9493,68129,66786,0,0,872,10092,2664,-22656,7424,8184,14476,40423,12136,4220,19940,4127,180,96,8904,-16128,22347,1343,1920,648,-1225,-70
1967:Q3,264376,288948,266427,69511,35632,152022,9263,-1,22521,155166,988,-64,35240,33748,0,3588,7696,2192,-684,-580,2300,4468,10003,6640,3592,-229,184,-15576,4984,14,2472,4968,47032,13089,2604,4196,132645,129655,0,0,664,48836,-740,23656,-84,7968,18036,41115,-2128,8424,29004,5815,120,80,11784,-1400,28456,2990,2944,416,-370,-24572
1967:Q4,271533,223447,272153,70388,38319,155014,8433,-1,-48706,153815,2538,568,11478,30484,0,-2552,21376,120,12584,4052,-2636,7256,9127,4992,4204,-69,192,-11812,4716,-1529,-248,4884,48056,16609,3744,16184,202521,200010,0,0,344,50304,512,25752,3784,6708,13548,95911,48844,11404,28892,6771,48,48,14076,-576,39855,2511,3716,560,-1765,48086
1968:Q1,274972,301695,281691,75686,39209,158358,8438,0,20004,136401,1546,1208,-1658,33560,0,4184,12404,-1172,10284,2276,324,692,12548,2764,6728,3056,168,-11216,3456,10843,3692,4808,50368,4668,12440,-6618,116397,103198,0,0,896,42280,500,23556,1068,6748,10408,13032,-27200,5640,26828,7764,296,8,4464,21884,20338,13199,1460,1132,10607,-26723
1968:Q2,283416,270717,291420,77769,40505,159064,14082,0,-20703,110161,1566,1568,-3634,17116,0,-2820,23492,3468,5200,8968,964,4892,13444,12856,2192,-1604,204,-16104,4184,1559,572,4736,52236,22748,-10788,82,130863,127177,0,0,240,23164,196,-3196,4664,7388,14112,72808,17864,17624,27708,9612,116,-32,20264,-12164,22781,3687,2120,388,1179,12699
1968:Q3,289453,299451,292152,81945,41369,161157,7681,0,7299,164305,1340,332,41764,39148,0,4492,-3124,2004,-4180,2396,-4340,996,13696,9984,5576,-1864,248,-22776,5716,252,3636,4756,53420,23532,-356,-1771,157006,157770,0,0,184,47180,5208,16488,4716,7564,13204,53220,6760,5156,30552,10752,96,-32,25500,-4452,36074,-764,-1904,368,772,-9998
1968:Q4,296484,259837,297298,82208,43659,165424,6007,0,-37461,124250,3138,-980,-998,41620,0,-10168,5808,288,-4,1656,-1292,5160,6612,2556,3264,792,168,-29152,5768,-734,1632,4852,56720,23772,2780,13412,161711,163905,0,0,344,25340,-1044,-1728,2192,12072,13848,83188,23496,12004,32788,14900,80,0,16920,-848,38881,-2194,-2312,624,-506,36647
1969:Q1,305851,299053,312044,83394,46116,171045,11489,0,-12991,143249,40,1076,-3604,8868,0,8776,45508,3740,22816,3428,14356,1168,-1616,-10152,4116,4420,244,-11380,5620,5655,3640,4948,59764,20720,8004,-13014,156240,148413,0,0,184,33188,1072,2388,488,15492,13748,51416,7220,2052,29524,12620,256,44,18264,9220,35841,7827,1348,1008,5471,6798
1969:Q2,306852,282890,310969,83799,46457,171491,9222,0,-28079,94941,1692,-188,3452,-1000,0,4816,4432,2708,-13896,7400,6672,1548,7860,10068,116,-2324,280,-16004,5996,-2778,1120,5012,62088,28760,-21492,10895,123020,123846,0,0,232,-6172,700,-31884,-1056,12880,13188,79400,20184,17280,30176,11760,184,80,23944,-6752,32930,-826,1684,656,-3166,23962
1969:Q3,313512,322693,316109,83966,46313,175636,10194,0,6584,167131,1848,-764,17688,-20236,0,17920,46616,1668,21872,4940,10808,7328,-5700,-8832,4076,-944,256,-6960,5544,-1727,4468,5076,65500,30320,1316,5966,160547,157878,0,0,128,32544,2568,14400,-6016,10496,11096,60272,4916,16500,31228,7628,204,88,25664,-3012,41990,2669,3960,764,-2055,-9181
1969:Q4,308417,288894,307432,84166,43804,173675,5787,0,-18538,155529,2796,-1780,11976,1340,0,-7264,33992,2000,14072,6156,7512,4252,22464,14604,8648,-788,108,-20376,4248,11,1656,5116,67104,21944,-596,12790,174067,166568,0,0,544,25584,88,11284,-2632,6676,10168,73544,19220,15104,31600,7620,512,52,23212,-6264,49384,7499,6632,1224,-357,19523
1970:Q1,301846,326904,305065,83257,43887,176098,1823,0,21839,166157,-798,-4,34926,13952,0,-552,17484,2256,5736,9084,2744,-2336,1891,-2832,5028,-305,328,5548,7068,13035,1548,5364,57912,10041,-4864,3278,144317,123503,3468,1600,252,31828,3940,8188,-1808,8576,12932,33903,-10484,13476,25716,5195,496,276,14344,-3576,40912,20815,5268,1932,13615,-25058
1970:Q2,306112,333024,309411,84553,42782,176995,5081,0,23613,169029,-2422,192,18730,56516,0,-18052,7820,1620,-2724,1500,2436,4988,1623,1964,532,-873,396,900,7724,-3479,160,5100,58900,7621,-1624,28924,145415,143711,0,0,96,45380,-332,11076,-1944,13360,23220,49251,11000,11500,23520,3231,188,48,13200,-2600,38148,1705,4780,680,-3755,-26912
1970:Q3,307630,346477,313992,85487,44063,179359,5083,0,32485,191484,-2192,-316,33704,85312,0,-492,-164,500,-10680,-224,-4716,14956,14519,4796,5776,3947,244,-1612,6144,-6417,2904,5264,60784,3321,-1764,-7755,158999,160024,0,0,284,53692,464,23332,-396,8852,21440,51315,12160,-1004,33812,6347,300,44,8152,-2224,48461,-1025,4456,1156,-6637,-38847
1970:Q4,296066,228501,303226,81132,48719,177359,-3984,0,-74725,72225,-1602,-1372,-42626,66368,0,-9272,-20532,2668,-30404,-3392,-2772,13368,14603,10736,3628,239,156,-5272,6424,-4936,-460,5632,62412,6221,-2192,-1327,146950,143202,0,0,256,52660,3036,9136,316,17144,23028,53099,13180,-324,37300,2943,212,56,220,-2128,38827,3748,8332,732,-5316,67565
1971:Q1,319980,337676,332428,91053,52629,176491,12254,1,5248,208665,234,1136,29606,117592,0,2724,-41504,2612,-40856,-9096,-3132,8968,17345,4332,4836,8177,-220,-9876,-6932,6016,1304,5996,63396,4339,3408,14101,203417,188985,2868,0,392,41664,2176,2968,-2828,17120,22228,65857,-6276,15076,38792,18265,168,68,24112,2120,51736,14432,7960,668,5804,-17696
1971:Q2,326444,358311,342916,93781,58665,179594,10875,1,15395,241440,-1972,80,35040,79108,0,2028,22984,-316,20908,-10788,2096,11084,-943,2904,-3720,-127,352,-1476,6876,265,172,6336,64920,9019,8604,10047,226044,212288,0,0,572,73716,-5724,40880,-940,17072,22428,83457,15792,11948,44556,11161,132,72,6708,6260,41371,13757,13284,488,-15,-31867
1971:Q3,333480,358506,350637,96059,62346,182043,10188,1,7869,239869,-4540,548,26052,59784,0,11832,17276,3280,1616,2552,-36,9864,285,1660,-2848,1473,344,-2176,8300,4852,-888,6520,66788,16459,-368,28801,232000,213196,0,0,456,55972,552,28956,-1764,14160,14068,91737,10364,13068,53292,15013,-264,76,13068,4240,47911,18804,15356,-984,4432,-25026
1971:Q4,341289,266698,349820,99643,65675,184796,-295,1,-83122,144528,52,-20,-24748,65728,0,-11000,-11436,1968,-15604,2212,-632,620,15253,13036,1600,617,84,-10152,4600,-3259,532,6552,68188,22731,-920,22343,227650,221217,0,0,540,56984,-548,22128,1332,16252,17820,95825,9168,9864,58900,17893,36,68,20016,3888,43860,6433,9184,916,-3667,74591
1972:Q1,352346,373992,368108,101793,70636,192452,3227,0,5884,247910,2694,748,20734,87400,0,9152,-4220,4712,-6760,-6640,3004,1464,7594,36,10536,-2978,-472,-4048,-13928,3838,1132,6676,74504,24362,4468,27276,242025,230092,2840,0,692,33024,5048,-676,344,16780,11528,110074,8628,22652,62248,16546,-184,120,31584,2064,49878,11934,9036,-724,3622,-21646
1972:Q2,357767,408862,385942,104884,72242,196818,11998,0,22920,235945,-260,820,11060,81628,0,2436,23504,6644,14204,-880,1716,1820,6530,4784,-8,1754,248,-7688,4980,-9047,-2584,6824,79060,10874,1092,26468,213025,208032,0,0,612,39088,2844,6012,-60,14640,15652,114858,18900,8748,66472,20738,200,156,11396,5456,36266,4993,13688,772,-9467,-51095
1972:Q3,375342,406444,393624,108125,73782,198002,13715,0,12820,246458,-148,776,4596,83104,0,5224,2116,676,-2708,548,1124,2476,3886,-44,1932,1998,308,-1632,8688,-1101,-584,6940,82556,22414,-272,29587,233638,223347,0,0,444,37552,-3004,13880,1848,12520,12308,117450,11844,16000,72668,16938,316,168,30732,1668,35017,10291,10416,1196,-1321,-31102
1972:Q4,402336,433536,408492,113482,78736,208783,7491,0,25044,317603,-88,1408,27112,84420,0,-10724,-3084,-192,-3368,-2240,3808,-1092,21794,14144,6016,1634,276,-7308,5520,-13258,-3608,7056,81640,53094,412,72941,292559,293713,0,0,384,47552,-2004,24928,1464,12724,10440,159290,30108,19092,86256,23834,208,164,37732,6360,42023,-1154,10956,1784,-13894,-31200
1973:Q1,424087,452529,434586,122194,82374,219467,10550,1,17943,329969,-392,2200,28720,112324,0,17728,10492,-3548,-2048,4292,10768,1028,7118,3188,10372,-6442,-2472,7708,-61144,-8063,-1192,7216,80300,44454,6092,78880,312026,311597,0,0,352,31476,-5008,14204,1044,14952,6284,184246,63816,21632,73820,24978,796,172,42516,4952,47087,429,6908,3088,-9567,-28442
1973:Q2,432054,465265,446575,121715,80143,226510,18206,1,18690,309170,-4,1132,19380,74316,0,708,45052,3960,28704,7204,5924,-740,8642,9864,-3844,2622,420,6956,9468,3364,-2412,7416,79216,39530,2088,13898,290480,276364,0,0,772,31996,1060,5400,-1668,14456,12748,149718,35676,5824,82636,25582,976,188,49108,7136,36470,14116,8572,3740,1804,-33211
1973:Q3,445778,437707,440729,121256,79384,230327,9761,1,-3022,275057,20,-1104,-37180,68248,0,19448,31364,364,3384,12808,6948,7860,5374,2644,3532,-802,284,18352,7436,19746,-120,7452,81024,45094,1268,8351,278079,253037,0,0,256,17312,-40,-9644,1768,14436,10792,160314,39224,22132,79672,19286,412,184,31292,2516,40751,25042,5256,1592,18194,8071
1973:Q4,465322,467491,455877,118847,77181,234855,24993,1,11614,329568,116,2400,38364,44780,0,2208,3700,1788,-8788,3952,2952,3796,22842,16200,5216,1426,436,-10804,9460,27027,-4220,7304,82864,56078,3064,43949,317954,281459,0,0,308,44572,9644,5728,576,20072,8552,120586,17364,8724,74508,19990,-128,156,59888,6516,49561,36495,10572,292,25631,-2169
1974:Q1,458353,431157,446283,117644,73968,242152,12519,0,-15126,264360,934,1600,9626,96192,1052,13844,28176,5696,7936,-2636,9724,7456,4340,-12864,13856,3348,-172,13416,-4468,-19507,224,7128,84100,46864,-652,-18337,279485,288197,0,0,400,32312,2192,-6272,1428,19736,15228,135000,34384,16944,69332,14340,1520,132,43028,8368,67437,-8711,6204,5860,-20775,27196
1974:Q2,452902,423739,463431,121295,72763,251957,17416,0,-39692,258911,1246,-800,6514,79556,1228,-20696,36940,-1060,10040,10952,5624,11384,18540,14096,2572,1872,288,5052,5780,-26506,-1556,6928,87120,61520,3920,-6163,298603,320333,0,0,388,50840,3164,9120,-116,17104,21568,155412,56624,16308,69008,13472,452,108,51468,12076,49589,-21730,4832,1740,-28302,29163
1974:Q3,457217,477845,463948,126628,72540,259202,5578,0,13897,281392,3680,-1600,-15096,32372,3264,7660,73084,6884,13024,26632,16788,9756,9648,7656,3900,-1908,648,-7520,15732,-32687,-2936,7016,91132,25548,5164,66283,267494,296446,0,0,412,58000,9396,17780,-832,14996,16660,128244,37812,22896,57876,9660,1332,104,34096,11192,63066,-28951,-128,5148,-33971,-20628
1974:Q4,451851,398786,466632,118105,65046,263035,20446,0,-67846,142373,-374,0,7394,59208,3972,-30940,31168,4984,-7884,6652,936,26480,32096,15716,16628,-248,468,4048,13412,-27719,-96,7404,92476,3748,-1780,-52112,210219,232414,0,0,580,59208,1772,23324,-1000,9388,25724,98924,26528,21568,52516,-1688,696,116,5056,4032,63802,-22195,5156,2152,-29503,53065
1975:Q1,436620,496302,437174,122134,63360,261708,-10028,0,59128,258761,1200,76,27808,96964,4964,10828,10100,5612,-17384,-3232,10876,14228,31809,14112,15412,2285,592,3556,14196,-13690,3056,12188,94988,9359,-11688,-37545,199633,206451,0,0,668,100536,4104,49080,-1172,11588,36936,48697,-23660,23388,46856,2113,92,4576,-14244,-11388,77514,-6818,7796,344,-14958,-59682
1975:Q2,441320,464234,436710,126680,66111,257873,-13954,0,27524,309144,84,-1724,46696,86720,164,-6448,45324,4940,51800,-7704,2716,-6428,20789,12480,9512,-1203,608,9428,13968,-15731,-432,9396,97824,11275,372,-9169,281620,282991,0,400,844,140500,-9528,104604,-196,13324,32296,55645,-12532,16604,54224,-2651,632,1516,3108,144,80202,-1371,12916,2424,-16711,-22914
1975:Q3,480763,452585,473988,136037,71004,268335,-1388,0,-21403,286995,962,84,-11186,72980,188,7860,61192,2800,38988,-1040,2344,18100,3141,-4700,10348,-2507,176,5520,4344,-9705,-3608,8236,101544,42703,5324,-2760,308398,312715,0,0,796,113888,-180,91052,-36,9132,13920,85425,-3900,18944,58608,11773,-12,156,55176,2768,54518,-4317,6772,-68,-11021,28178
1975:Q4,497944,457766,495182,142157,75263,277414,348,0,-37416,295168,490,3448,-842,85692,-252,-14600,57716,1784,29492,-2472,12944,15968,39761,21944,14308,3509,612,-892,16788,-7770,-1996,11080,98692,40275,4632,-37666,332583,325838,0,0,1040,125040,-5984,82740,-8,25784,22508,105609,6824,12912,66028,19845,1084,2876,19812,3808,66569,6746,12180,4212,-9646,40178
1976:Q1,524581,554025,534430,150389,82906,286441,14693,1,19595,401124,2142,2240,39898,116676,-352,9932,8976,2868,4864,-4364,17368,-11760,40746,20092,15940,4714,568,9872,13480,-22440,-1980,7952,101844,28558,10540,32472,381528,386669,0,0,592,119520,2680,70608,224,20516,25492,125442,-20192,44392,81980,19262,1124,-396,18832,7208,114347,-5140,12656,4324,-22120,-29444
1976:Q2,533488,595367,550339,152786,87114,287990,22448,1,45028,435180,4784,464,38192,95864,-864,-1052,59752,2128,30848,3580,13308,9888,-5446,2568,-6980,-1034,296,11668,6024,-11164,-3824,9840,99564,47014,11312,72756,390152,386268,0,0,1356,128492,2832,70956,168,34632,19904,137018,12576,32236,74104,18102,736,1336,38684,8980,69666,3884,14028,2820,-12964,-61879
1976:Q3,539019,499524,559438,156419,87055,295156,20807,1,-59914,338809,2272,-2356,-5688,86640,-76,4816,18844,2136,-7392,1688,6280,16132,16470,17892,1808,-3230,444,5800,11120,-8204,-3784,8884,109160,29458,5992,59017,398724,398319,0,1200,-404,92104,-4380,57000,1140,15640,22704,154438,2240,43684,88752,19762,664,212,46028,4920,99157,404,7344,2544,-9484,39495
1976:Q4,545141,524796,573045,161586,99114,301826,10518,1,-48249,312731,498,2920,9146,129360,-892,-11796,9900,1428,-21804,15696,-5740,20320,53114,39716,5444,7954,856,8936,7908,-7476,-2156,10104,113764,32902,3080,-47437,360980,361004,0,1600,412,78196,4600,39676,-1616,12892,22644,176906,12708,40084,93380,30734,772,1244,20672,5616,75586,-24,8192,1324,-9540,20345
1977:Q1,563511,609670,606903,169694,104711,317676,14822,0,2767,414562,1594,1832,48346,144844,-516,3052,5824,-824,-704,-2828,5344,4836,14440,-5896,22488,-2152,236,-2088,5196,-29276,-2304,9200,119564,45972,-3624,52270,411795,439759,0,0,-44,83360,732,39032,-616,22708,21504,206228,29860,41044,107060,28264,640,208,57640,-1580,93307,-27964,-628,2444,-29780,-46159
1977:Q2,605085,599096,643567,174576,119118,330404,19469,0,-44471,348560,418,3388,24770,93968,484,6004,19720,-1244,4356,3536,13924,-852,19896,14604,2176,3116,540,-4904,12380,-8964,1872,9728,113088,37180,-4132,23124,393030,399279,0,0,468,87960,1116,27216,-312,45264,14676,209200,20932,22020,125328,40920,672,668,41180,-1252,60383,-6248,1736,2604,-10588,5989
1977:Q3,632876,625437,671248,178976,122573,338815,30884,0,-45811,446018,-372,680,22320,113560,-20,4136,28860,-1368,23188,6432,-1916,2524,21764,17044,5532,-812,328,512,8368,-1333,2720,9740,123940,46072,5856,58887,491829,486806,0,0,396,105412,560,56592,-1992,25816,24436,264844,16588,75372,136792,36092,728,396,39892,5128,70010,5023,4428,2780,-2185,7439
1977:Q4,646333,590934,684393,185170,124707,350395,24121,0,-93459,439394,-304,3088,-7316,121848,1244,-10948,13944,-1048,-6804,4056,9364,8376,60896,44916,14624,1356,292,-4708,10872,8866,-1140,11256,115624,69436,4516,41928,532853,517719,0,200,180,109156,4148,49376,-172,25188,30616,248224,23040,43112,144188,37884,848,1412,34236,7424,116039,15134,5420,1584,8130,55399
1978:Q1,656635,697022,695035,184116,129752,355714,25453,0,1987,544161,-998,5644,33826,122060,6368,3396,23624,3280,-9172,8356,28220,-7060,58087,22060,33284,2743,624,-17028,16536,-12752,1920,10624,131668,37525,-1552,124589,542174,559462,0,0,544,97864,-696,38484,-1292,43928,17440,286055,50840,58788,136752,39675,1040,212,37600,2964,133183,-17288,-6440,4004,-14852,-40387
1978:Q2,711435,665208,756892,200857,140029,391749,24257,0,-91684,453757,-1134,1412,49958,87752,5316,5112,79700,-1408,37264,20140,27036,-3332,33975,21388,9588,2999,544,-11660,12388,-17868,-2748,12272,122676,88909,2956,-15803,545441,555169,0,0,388,135484,-236,54160,-388,56340,25608,275275,35096,32308,147644,60227,1744,1224,60556,2448,78050,-9728,2780,6724,-19232,46227
1978:Q3,731606,707827,782541,201371,145421,410783,24966,0,-74714,493116,-542,-3972,30950,97412,4984,980,42424,-676,32072,4024,21348,-14344,53107,38348,15656,-897,-980,-12064,8656,-11493,-276,11456,132240,80713,4224,55297,567829,572511,0,200,516,108056,1356,39380,-2208,48824,20704,308223,15988,87040,160004,45191,2012,268,47228,5176,100832,-4681,832,7728,-13241,23779
1978:Q4,764181,721278,814182,206536,149010,430149,28487,0,-92904,554183,-9856,7440,8328,112668,7896,8600,10788,-708,-43784,21984,29036,4260,99131,78796,18788,1547,764,-5956,16252,-13177,-552,11880,138112,84661,10776,66428,647087,654660,0,0,448,81884,10340,-3028,-1452,55932,20092,308315,44004,60124,163628,40559,1536,1056,71624,13416,176381,-7573,2408,4092,-14073,42903
1979:Q1,785866,766948,819680,208077,148377,439374,23852,0,-52732,557985,9594,16828,14410,85980,28732,10200,50976,-2720,11584,21984,23716,-3588,36879,-14500,46840,4539,1760,-18092,18772,-7512,-2668,10528,135796,70969,6736,88097,610717,622301,4556,0,1104,69624,2808,9796,-2512,42140,17392,287831,46052,32364,164192,45223,1012,-72,57072,11440,189734,-11584,-6680,3900,-8804,18918
1979:Q2,787790,809826,838332,206981,150952,452998,27401,0,-28506,524820,-452,-5004,51968,37976,30164,14928,125428,964,88696,13556,24056,-1844,37979,14092,19552,4335,2080,-20656,25460,-40038,124,11572,138480,84409,-4700,35102,553326,599132,0,2000,1292,116464,7448,51748,-1788,37816,21240,289555,40900,37116,166828,44711,2272,1052,80172,5524,100801,-45806,-12408,8756,-42154,-22036
1979:Q3,799467,754254,859395,215210,154022,478032,12131,0,-105141,583470,-5074,-5984,54786,92200,31224,9056,21480,-3076,20864,15528,11892,-23728,44827,25096,21812,-2081,2968,-26588,25236,-29326,-2700,10384,138028,102861,3884,116208,688611,718253,0,0,1120,114892,11524,47284,-304,41268,15120,342687,50500,68576,177680,45931,2300,8,94192,10776,152278,-29642,-7524,8840,-30958,45213
