1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018:Q4,-156352,-217888,52063,111,-2904,-6085,264,105040,0,-1855,1663,-44171,0,9473,-156352,-143078,-9458,0,-850,0,1229,0,2728,-9287,-20000,-18553,-17011,-64530,-39,74488,-41053,0,89062
2019:Q1,-152228,-145861,14176,-1689,-822,-5886,1413,45742,0,5983,2180,-32745,0,-20543,-152228,153602,2411,0,-850,0,610,0,-2459,-7185,-42202,-15,21120,-29583,136,10998,-8604,0,-250207
2019:Q2,6754,-13655,49479,327,-1204,-3488,1717,65444,22,741,15869,-29949,0,-29070,6754,-7862,2502,0,-850,0,485,0,-1349,327,-42202,-2479,-95048,-32507,1331,24122,15282,0,145002
2019:Q3,-47347,-96716,43538,1726,-613,-5152,1606,84838,0,1163,1025,-41055,0,5831,-47347,5897,2532,0,-850,0,-665,0,6096,2839,-42202,-3606,67942,-54846,-4,40775,-6178,0,-65077
2019:Q4,-17847,-86939,50614,987,-3289,-2979,1146,126533,0,-28763,3031,-46052,0,18478,-17847,175844,2748,0,-850,0,367,0,-4074,1447,-42202,1124,-39280,-102468,1170,90123,-22910,0,-78886
2020:Q1,217831,-69038,19363,-2372,-3473,-5653,2818,72471,0,-17449,7875,-34854,0,267506,217831,55148,-27454,0,-850,0,1140,0,-2293,-5598,-28098,-12208,7704,-63120,1930,49334,13326,0,228870
2020:Q2,114078,-10631,143175,745,469,999,-163,133589,77,3516,-5430,9373,0,-18466,114078,233076,-32932,0,-850,0,348,0,-15864,-4544,-28098,4734,-51002,-66656,8,26997,4561,7974,36326
2020:Q3,255724,21265,115155,1233,-304,-2059,-48,112263,58,2111,186,1715,0,119304,255724,254179,-35723,0,-850,0,564,0,-7219,-759,-28098,-5858,67360,-170363,6,46816,9416,644,125609
2020:Q4,203072,-23496,198916,2285,-184,-7938,130,182567,0,3542,12966,5548,0,27652,203072,106896,-39898,0,-850,0,896,0,3557,10045,-28098,-10540,-52851,-181204,-43,137023,-20535,158,278516
2021:Q1,377713,44162,235982,-339,-164,-5856,6788,247915,0,945,1009,-14316,0,97569,377713,328598,-23217,-10,-850,0,1024,0,60,-18273,-73742,4590,-55512,-119782,4182,209418,38643,-269,82853
2021:Q2,301858,-21953,222147,1607,-1676,-5206,4062,247946,121,807,457,-25971,0,101664,301858,416101,-25114,0,-850,0,962,0,1460,-27761,-73742,3395,-35205,-34764,2053,179323,-27931,-7445,-68624
2021:Q3,197278,-53729,138755,3769,-3308,-7426,3146,180369,0,1877,-805,-38867,0,112252,197278,145343,-25173,0,-850,0,-591,0,-67,-15118,-73742,-2385,-4468,-29055,553,133319,-26011,-1062,96585
2021:Q4,-720,-102566,216076,-2738,-4506,-6108,3187,259244,0,3341,-5444,-30900,0,-114230,-720,292710,-27853,-10,-850,0,992,0,1183,-17206,-73742,4611,-16621,-133095,1206,209581,-18447,0,-223179
2022:Q1,75381,-122628,109106,-6657,-4209,-8846,363,196262,0,-2076,-7173,-58558,0,88903,75381,269233,-39192,0,-850,0,578,0,36648,-926,-28776,-7961,-28878,-102424,288,154697,16431,0,-193487
2022:Q2,154845,-136624,94241,2257,-4660,-7548,547,117049,0,-2483,32,-10953,0,197228,154845,74076,-32747,0,-850,0,-1938,0,2943,3648,-38205,4379,-65012,-67812,402,71953,-18664,0,222672
2022:Q3,109077,-136064,81283,986,-4270,-8175,-526,100798,0,-2556,900,-5874,0,163858,109077,160156,-31019,0,-850,0,-227,0,8741,-2776,-34146,-3400,7917,-65955,-2,55349,23390,0,-8101
2022:Q4,-221186,-161016,204118,20720,-3185,-5902,-873,195163,0,1007,-677,-2135,0,-264288,-221186,90224,-33215,0,-850,0,-297,0,-9821,-3199,-34302,799,43440,-152092,-554,134117,-34817,0,-220619
2023:Q1,-104082,-103480,40076,-10256,-3316,-5808,301,84078,0,643,2764,-28330,0,-40678,-104082,-105684,13091,0,-850,0,-329,0,-15720,-21203,-49033,-174,-67209,-41541,17,29260,53433,0,101860
2023:Q2,27402,-103413,104493,141,-2994,-6794,101,134799,0,124,5429,-26313,0,26322,27402,-89603,14177,0,-850,0,1311,0,-4744,-15813,-45652,3404,44616,-77548,94,87038,22042,0,88930
2023:Q3,15087,-109751,96378,916,-2628,-5673,-348,108823,0,-2349,4254,-6617,0,28460,15087,98404,13660,0,-850,0,1167,0,-8535,-13047,-29988,5721,9246,-73664,-10,72389,-14642,0,-44764
2023:Q4,-86024,-304156,250654,674,-2791,-5712,-917,269497,0,1334,-17,-11414,0,-32522,-86024,-133465,15195,0,-850,0,388,0,4244,-14994,-40250,2456,-24925,-124062,-50,211230,2775,0,16284
2024:Q1,99089,-158000,171549,-16517,-4728,-11173,114,225917,0,-36,-5604,-16424,0,85540,99089,14628,14031,0,-850,0,10941,0,-25438,-11210,-41540,2640,-25810,-120353,0,177776,6296,0,97978
