1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017:Q2,16541117,10335907,8402114,1933793,1419730,634271,2188025,2274954,2310962,1350438,496083,464441,291112,209560,81552,2019850,1264580,796626,284167,183787,755270,344252,130364,280654,-36008,-86929,-50902,-36027,525987,1353480,58042,146284,48511,87160,10613,-4525,16541117,2581985,546989,32713,264162,19438644
2017:Q3,16739624,10478366,8518258,1960108,1423933,643753,2236673,2326135,2371175,1336094,516425,518656,309673,220138,89535,2061502,1267152,710923,269917,286312,794350,405033,156973,232344,-45040,-89462,-54445,-35017,521799,1371966,61912,129495,46317,88239,-5061,-4449,16739624,2618063,552396,90965,308455,19692595
2017:Q4,17052167,10658933,8666283,1992650,1461500,656233,2286037,2112691,2173803,1168399,462056,543348,308972,222440,86532,1864831,1266841,808334,263062,195445,597990,137625,112462,347903,-61112,173346,181503,-8157,519991,1393513,60192,140012,45802,90288,3922,-3860,17052167,2649166,557805,104855,326910,20037087
2018:Q1,17270308,10783039,8762541,2020498,1472228,663498,2310841,2211037,2269425,1262052,468886,538487,282439,203113,79326,1986986,1265077,-134475,148602,1250950,721909,1193414,240958,-712463,-58388,99804,111390,-11586,532689,1423291,58704,146596,47199,102275,-2878,-3170,17270308,2684573,564900,123596,314822,20328554
2018:Q2,17478481,10891036,8843404,2047632,1479569,669037,2372926,2277871,2365255,1366098,472265,526892,301972,217627,84345,2063283,1289032,253589,135370,900073,774251,894882,252550,-373181,-87384,95055,106702,-11647,540463,1440928,58236,145723,48839,96405,479,-2965,17478481,2722285,572907,110710,303471,20580912
2018:Q3,17694642,11042029,8969020,2073009,1499865,679784,2371399,2275172,2313748,1338637,472520,502591,299402,215720,83682,2014346,1336300,668394,133317,534589,678046,454523,255521,-31998,-38576,96227,109749,-13522,528213,1463592,57831,172041,51118,115735,5188,-4450,17694642,2755789,578650,37892,268244,20798730
2018:Q4,17839694,11113515,9024330,2089185,1529663,673633,2405504,2302140,2321840,1305654,501795,514391,305881,215317,90564,2015959,1389315,342115,128909,918291,626644,748222,282322,-403900,-19700,103364,120149,-16785,544223,1500564,78508,158881,54055,91400,13426,-7781,17839694,2786558,584753,-18447,274692,20917868
2019:Q1,18072784,11329719,9221954,2107765,1531793,667771,2411710,2315202,2326006,1223096,562196,540714,287246,189282,97964,2038760,1381857,648101,235699,498057,656903,385713,228533,42657,-10804,96508,124328,-27820,535730,1507481,69057,170576,57642,88194,24740,-12939,18072784,2828654,590825,-96155,291971,21104135
2019:Q2,18180445,11390093,9273261,2116832,1533544,674657,2445798,2351542,2350614,1225528,575889,549197,298561,199994,98567,2052053,1423208,618516,279789,524903,628845,407018,197533,24294,928,94256,128470,-34214,526441,1519178,58873,164308,58346,90899,15063,-14701,18180445,2869239,596318,30653,291877,21384777
2019:Q3,18338206,11454739,9328934,2125805,1570133,685665,2506050,2412738,2385234,1275095,579059,531080,285753,185759,99994,2099481,1425050,687086,258174,479790,674431,402250,220891,51290,27504,93312,133111,-39799,496934,1551999,81199,166771,56170,107106,3495,-12886,18338206,2902320,600857,132852,279951,21694283
2019:Q4,18532583,11617106,9475690,2141416,1581128,709836,2517671,2427275,2438239,1343630,583500,511109,318095,212713,105382,2120144,1437172,717465,306205,413502,682972,413452,171913,97607,-10964,90396,134316,-43920,501537,1553813,82699,141715,51111,88337,2267,-7524,18532583,2926979,604170,102441,263783,21902391
2020:Q1,18471780,11780704,9626979,2153725,1577689,740944,2262447,2344089,2278277,1238142,529101,511034,268641,176840,91801,2009636,1460081,731986,273601,454494,549555,329316,163699,56540,65812,-81642,-17592,-64050,496623,1562598,80643,132772,43172,90495,-895,-1354,18471780,2961269,608848,-63150,272234,21706515
2020:Q2,16376284,11050971,8998015,2052956,1411516,738164,2061133,2158172,2113676,1171255,526204,416217,276155,180479,95676,1837521,1453415,825005,369778,258632,384106,165771,60750,157585,44496,-97039,-29417,-67622,536961,1420893,976421,134139,45973,93282,-5116,-1072,16376284,2989828,613321,113791,180077,19913146
2020:Q3,17857663,11565735,9433736,2131999,1691593,765152,2725824,2825430,2873938,1875291,556832,441815,338989,237340,101649,2534949,1479552,909181,377459,192912,1055397,728770,77724,248903,-48508,-99606,-30821,-68785,535209,1535828,1108995,152508,44995,99475,8038,-5191,17857663,3019682,620659,365494,215855,21647644
2020:Q4,18710431,11981319,9799848,2181471,1654428,780321,2483747,2584964,2713632,1757971,531562,424099,346166,239704,106462,2367466,1593875,864408,335842,393625,773591,653859,89258,30474,-128668,-101217,-32550,-68667,548296,1562736,461366,160639,54757,104401,1481,311,18710431,3060038,628547,-183284,191228,22024502
2021:Q1,19166601,12078038,9878709,2199329,1650237,791592,2752840,2798498,3023678,2021876,529335,472467,351811,260053,91758,2671867,1658847,1000768,311620,346459,1013020,761055,125957,126008,-225180,-45658,13447,-59105,536637,1581709,388027,170861,70370,102281,-1790,-7286,19166601,3097922,638435,-72275,230495,22600185
2021:Q2,19630657,12390242,10169985,2220257,1784081,807199,2988543,3040095,3343023,2361325,573204,408494,392242,291533,100709,2950781,1789612,1109514,357574,322524,1161169,960278,114921,85970,-302928,-51552,8193,-59745,508188,1675148,701309,187418,90874,100847,-4303,-8853,19630657,3166771,652233,13171,170467,23292363
2021:Q3,20077249,12689904,10447693,2242211,1792799,822440,2959009,3033118,3313318,2292204,603187,417927,405736,302255,103481,2907582,1878564,1118852,390337,369375,1029018,871097,109369,48552,-280200,-74109,-11086,-63023,483787,1685376,547754,196500,93985,102137,378,-4812,20077249,3251879,664756,-3816,161093,23828974
2021:Q4,20764278,13025315,10754127,2271188,1769198,835474,2990635,3096514,3316526,2260779,620113,435634,468707,338126,130581,2847819,1931940,1209247,421570,301123,915879,713406,67962,134511,-220012,-105879,-38421,-67458,489703,1745454,293872,201218,95672,104147,1399,1153,20764278,3340795,680575,41003,172053,24654601
2022:Q1,21149783,13177365,10886700,2290665,1756374,837207,3027079,3198157,3439029,2400437,615936,422656,529137,424467,104670,2909892,1932887,1289059,291742,352086,977005,686911,219524,70570,-240872,-171078,-97162,-73916,515709,1783973,152026,196116,96927,104917,-5728,7986,21149783,3442912,697952,-112889,148643,25029117
2022:Q2,21637570,13295185,10988940,2306245,1774418,875339,3260002,3468486,3696174,2615020,602694,478460,547440,421968,125472,3148734,1920657,1241315,302219,377123,1228077,951737,175003,101337,-227688,-208484,-129523,-78961,514633,1812348,130118,228170,101949,128949,-2728,7593,21637570,3542783,717435,-151504,202009,25544273
2022:Q3,21972739,13609216,11271419,2337797,1807377,893067,3299296,3541385,3558213,2457066,610822,490325,544727,403372,141355,3013486,1855613,1184260,321910,349443,1157873,869434,147557,140882,-16828,-242089,-158205,-83884,438312,1824004,118407,215377,98876,110627,5874,4497,21972739,3636373,731810,-155027,191254,25994640
2022:Q4,21953470,13674981,11317049,2357932,1825335,907468,3248385,3498833,3398385,2333652,564796,499937,548301,417799,130502,2850084,1839847,1218443,361282,260122,1010237,697410,73012,239815,100448,-250448,-166015,-84433,360745,1820570,109245,227565,98810,116253,12502,-2334,21953470,3688197,742085,210245,185593,26408404
2023:Q1,22136948,13965217,11565438,2399779,1827433,945763,3165119,3502824,3457564,2373916,591655,491993,576522,437436,139086,2881042,1840205,1076037,335596,428572,1040837,860443,116973,63421,45260,-337705,-243751,-93954,307792,1831057,101400,203063,100883,108747,-6567,-7096,22136948,3753312,754095,328171,158928,26813599
2023:Q2,22241803,14154120,11733262,2420858,1824089,961063,3172059,3513602,3473110,2422057,536952,514101,570250,430362,139888,2902860,1855787,1097381,351599,406807,1047073,894314,45465,107294,40492,-341543,-248119,-93424,212395,1821592,99869,206396,102842,108410,-4856,-10042,22241803,3797328,759689,437282,173088,27063012
2023:Q3,22522249,14368722,11917506,2451216,1859557,974397,3280744,3620141,3600621,2531589,546131,522901,582816,441272,141544,3017805,1837596,1044400,346498,446698,1180209,1045917,58089,76203,19520,-339397,-245831,-93566,105699,1830717,103098,216725,105876,114922,-4073,-11214,22522249,3844526,766937,640479,164061,27610128
2023:Q4,22817546,14448136,11976041,2472095,1882638,988140,3414217,3760657,3707373,2640762,552650,513961,611054,477752,133302,3096319,1861432,1128133,361032,372267,1234887,1034877,58316,141694,53284,-346440,-252289,-94151,115757,1847176,99952,231720,107547,129624,-5451,-10286,22817546,3893034,774225,632959,160767,27956997
2024:Q1,23094830,14647903,12141750,2506153,1890394,1023162,3393137,3822444,3833200,2665654,634277,533269,638620,479611,159009,3194580,1893613,1069432,339730,484451,1300967,1116611,135538,48818,-10756,-429307,-327263,-102044,114388,1855199,97215,277764,113832,167210,-3278,-9902,23094830,3929359,782479,620824,171565,28255929
