1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q4,1437444,683053,6044,578,19,176,676236,666445,30154,67556,1536,567199,9541,2535,7006,11915,66490,1437444,444535,395035,204455,190580,54308,67556,215781,35553,47980,10294,37,17579,28778,27069,1101,47162,228,262899,4247,258652,-2671
2004:Q1,1434603,681640,6250,95,19,97,675179,661148,17524,66401,4298,572925,9027,2776,6251,12575,70213,1434603,430943,423157,222037,201120,22675,66401,221791,32101,46487,10303,72,22554,29027,26569,1488,52962,228,262881,7171,255710,6755
2004:Q2,1473980,696583,6335,100,19,293,689836,686097,40545,61668,5949,577935,8569,2353,6216,12953,69778,1473980,406286,456691,245120,211571,46845,61668,223686,32091,51253,10331,108,19657,28119,25546,2925,53428,228,272843,8595,264248,5961
2004:Q3,1463153,702895,6278,103,19,142,696353,667910,32254,59750,6140,569766,8755,2213,6542,13087,70506,1463153,389952,473619,261585,212034,35405,59750,219173,35356,51441,10363,144,20715,19949,25974,1923,53080,228,276416,8495,267921,8838
2004:Q4,1522809,720794,6182,1142,26,95,713349,705685,26919,63243,11217,604306,8722,2021,6701,13497,74111,1522809,443486,453022,235523,217499,22176,63243,239117,26825,52072,10400,212,17527,39135,26278,3506,62881,281,285286,13333,271953,16479
2005:Q1,1499597,718297,5503,90,42,153,712509,679041,20235,71155,9745,577906,11295,5150,6145,13504,77460,1499597,437938,451410,234769,216641,20806,71155,222359,24940,46282,10443,281,16917,33325,25476,3784,60832,79,285292,15048,270244,10637
2005:Q2,1514590,724270,4610,111,33,117,719399,690863,30598,71509,16542,572214,8318,2087,6231,14322,76817,1514590,398561,494500,278710,215790,33467,71509,219851,24147,52186,10489,349,17480,26442,25921,3815,58952,70,288794,18746,270048,7908
2005:Q3,1481811,730200,4618,107,39,115,725321,649792,32975,63795,18069,534953,8833,2306,6527,13122,79864,1481811,342157,530551,315583,214968,34784,63795,208605,23919,53882,10566,417,15516,20523,20960,4766,57728,328,292819,20490,272329,9100
2005:Q4,1527284,750901,4775,2019,79,95,743933,672735,33886,72298,17389,549162,9264,2265,6999,13314,81070,1527284,356396,560332,336173,224159,37049,72298,192473,21894,48374,10652,445,17902,14603,17409,4299,56460,435,300149,19749,280400,8587
2006:Q1,1507896,754662,5664,76,73,98,748751,647660,4234,70502,16561,556363,8939,2068,6871,13637,82998,1507896,357207,548349,315537,232812,8624,70502,216718,29542,50624,16073,473,17113,16483,17148,5048,62521,1693,299162,18727,280435,7334
2006:Q2,1536956,760551,5699,87,74,156,754535,670918,41495,69509,21678,538236,9291,2171,7120,13468,82728,1536956,341269,520408,278925,241483,45946,69509,249945,37561,51335,16494,501,16516,30929,16237,4122,74653,1597,302095,24005,278090,7784
2006:Q3,1491184,756386,5601,94,71,112,750508,639063,48309,68122,23006,499626,8259,1945,6314,12605,74871,1491184,300679,526238,276087,250151,51476,68122,235350,42328,52010,16915,528,16261,15589,15695,5016,69778,1230,300832,25063,275769,8487
2006:Q4,1507438,774528,4960,812,179,113,768464,637052,28025,74976,26761,507290,9260,2061,7199,13988,72610,1507438,318944,521430,262603,258827,33195,74976,240649,30927,57301,17336,515,16276,16374,15808,5044,80480,588,311562,28935,282627,6682
2007:Q1,1486655,769494,4546,276,161,104,764407,617459,3862,71211,28161,514225,10452,2005,8447,13105,76145,1486655,330788,517714,252160,265554,7377,71211,246247,32752,60490,17639,501,15020,15078,16176,5626,81859,1106,306732,30270,276462,6586
2007:Q2,1483139,775014,4955,376,130,211,769342,607635,22246,64678,31251,489460,12802,2955,9847,13542,74146,1483139,255012,562095,289820,272275,28362,64678,258953,34069,58412,17942,488,16243,19000,16418,5587,89825,969,309244,34417,274827,4795
2007:Q3,1483142,775593,5875,367,98,128,769125,613947,71816,64270,29154,448707,9787,2231,7556,13281,70534,1483142,160123,597238,318238,279000,77247,64270,271064,46291,65299,18245,474,13612,17998,16759,5657,86295,434,306995,31513,275482,6205
2007:Q4,1534512,793694,16379,1939,1324,111,773941,639587,42912,75023,31742,489910,11829,2322,9507,15692,73710,1534512,210626,597314,311604,285710,56501,75023,279379,43881,60344,18546,507,13727,13654,16194,5614,104980,1932,306127,34175,271952,9542
2008:Q1,1523233,777387,5883,281,1321,113,769789,636895,42925,69948,29489,494533,14888,7672,7216,15276,78787,1523233,222698,570225,293526,276699,42885,69948,302532,43035,65565,17130,540,15730,11383,16964,7609,122378,2198,302476,37274,265202,12469
2008:Q2,1535495,787785,5257,330,1320,226,780652,640788,50217,69776,27651,493144,14109,5816,8293,15801,77012,1535495,208080,549287,281624,267663,53267,69776,347540,41670,74871,15714,573,15709,58542,16914,6041,115605,1901,299125,33693,265432,8420
2008:Q3,1949172,1156598,332749,32151,1299,131,790268,690193,41454,69379,39261,540099,12341,3436,8905,15517,74523,1949172,226686,523432,264834,258598,372655,69379,436129,44455,77309,14297,605,15462,94445,16682,9086,161934,1854,314105,42828,271277,6786
2008:Q4,2172930,1291949,365707,89291,3398,1380,832173,777518,3453,83394,62923,627748,13538,4691,8847,14606,75319,2172930,485671,428859,179358,249501,369385,83394,431245,28975,86818,12881,808,19307,135814,16452,5347,120078,4765,370133,68994,301139,4243
2009:Q1,2016161,1192297,267395,66401,3937,1154,853410,714341,4303,78238,45322,586478,13786,4445,9341,14946,80791,2016161,466885,438615,195373,243242,272199,78238,392939,26914,73710,12239,1010,21909,126391,17079,4848,103164,5675,363876,50921,312955,3409
2009:Q2,2132224,1246487,316241,65067,4832,1764,858583,774694,4038,102945,42969,624742,14976,4597,10379,15582,80485,2132224,513035,448151,211210,236941,319388,102945,383914,34855,68701,11597,1213,21968,125159,17511,4467,92028,6415,360350,49330,311020,4441
2009:Q3,2077633,1172008,273562,28621,4861,1918,863046,795782,3701,88953,33722,669406,14829,9890,4939,15760,79254,2077633,481270,529009,298368,230641,275039,88953,338007,34515,66839,10954,1415,24171,87525,17096,6715,81933,6844,360729,45530,315199,4626
2009:Q4,2125428,1134757,191872,59406,7727,2425,873327,871553,3789,102593,34264,730907,16126,10493,5633,16050,86942,2125428,535580,588396,364004,224392,193921,102593,339215,28604,52831,10312,1216,23633,99406,16987,7446,90721,8059,360953,47182,313771,4770
2010:Q1,2084860,1138296,216721,29082,8023,1683,882787,825454,4113,98762,35280,687299,16371,10851,5520,16214,88525,2084860,437703,626618,412921,213697,219689,98762,334804,29224,49829,10845,1016,24218,99015,15877,5853,90177,8750,363850,47814,316036,3434
2010:Q2,2201272,1235974,287813,44509,11079,1229,891344,843883,3234,99298,37057,704294,16429,10532,5897,16741,88245,2201272,455967,631473,428444,203029,291859,99298,353924,38084,60212,11377,816,25344,99106,16140,5245,86072,11528,366954,48818,318136,1797
2010:Q3,2196918,1234504,308087,8855,10874,2487,904201,838480,3616,98641,32130,704093,18537,11941,6596,16908,88489,2196918,422934,678451,486063,192388,310379,98641,307107,40332,62028,11910,617,22747,47321,15528,5895,89523,11206,375208,46558,328650,4198
2010:Q4,2373011,1301035,340914,17152,9589,3352,930028,941100,3640,108787,30449,798224,21858,14559,7299,16581,92437,2373011,527713,671396,489675,181721,342322,108787,327534,33666,54067,12442,600,23828,63364,26534,5820,96923,10290,390450,48360,342090,4809
2011:Q1,2214723,1100159,116412,22448,9154,141,952004,977994,3635,108180,43324,822855,20747,13177,7570,17136,98687,2214723,609273,631226,453320,177906,118683,108180,332003,34811,49438,13815,583,26194,70422,28994,8818,88761,10167,411308,56642,354666,4050
2011:Q2,2348686,1150554,135277,30545,10828,378,973526,1059726,3715,113287,46470,896254,23200,15349,7851,18119,97087,2348686,603609,711835,537752,174083,136704,113287,347249,36548,50807,15187,566,26456,62253,31732,6791,105410,11499,430852,62197,368655,5150
2011:Q3,2418478,1105621,56408,58304,1310,2643,986956,1154553,2963,112743,51400,987447,38212,17758,20454,18002,102090,2418478,735858,705474,535235,170239,58858,112743,351630,26566,60716,16559,549,25234,63671,33739,11432,111054,2110,450070,71801,378269,3845
2011:Q4,2615502,1186869,85865,84140,1692,153,1015019,1260542,956,125771,56052,1077763,45590,18991,26599,19374,103127,2615502,817057,749183,582807,166376,84558,125771,360866,25920,63133,17932,532,23884,72669,31664,10651,111849,2632,472282,75196,397086,5785
2012:Q1,2524681,1131916,43630,44323,1678,155,1042130,1212211,1275,122903,51125,1036908,46683,20472,26211,19758,114113,2524681,839005,682515,511247,171268,42306,122903,344606,31693,61664,17442,515,25982,42469,31267,13395,117367,2812,486895,71752,415143,6451
2012:Q2,2600284,1184083,91536,34008,1667,1608,1055264,1229133,1212,121246,49427,1057248,51931,22905,29026,22437,112700,2600284,794279,746904,570772,176132,89511,121246,344984,31636,65685,16953,499,27367,52916,28589,13314,105181,2844,496199,73940,422259,7161
2012:Q3,2643272,1190926,85568,25992,1649,5652,1072065,1262226,1040,115903,50437,1094846,57485,24962,32523,20709,111926,2643272,793245,781500,600532,180968,83569,115903,342534,35435,62353,16464,482,28894,36147,30796,16309,113489,2165,519466,81051,438415,7055
2012:Q4,2873762,1243744,92870,45228,1100,6455,1098091,1432680,1345,122075,51938,1257322,61794,27949,33845,21676,113868,2873762,924784,812454,626691,185763,92159,122075,374758,38397,64761,15975,497,29821,52582,27843,14205,128190,2487,540569,86342,454227,6963
2013:Q1,2893129,1236781,79383,29775,1100,9213,1117310,1438178,1514,119575,42585,1274504,71772,32251,39521,21872,124526,2893129,971564,799152,620384,178768,79581,119575,375392,34193,65345,15877,513,30581,64110,30176,20476,111634,2487,543233,84049,459184,4632
2013:Q2,2898936,1309450,134979,29743,1099,10050,1133579,1372665,1291,116830,41496,1213048,72432,31300,41132,22729,121660,2898936,994119,742087,570333,171754,135382,116830,354061,33286,54853,15781,529,28960,51730,30007,14178,121757,2980,551516,82846,468670,4941
2013:Q3,2961344,1301013,88553,57563,1065,8965,1144867,1429923,1274,120187,49539,1258923,86949,34211,52738,24147,119312,2961344,1004398,783039,608338,174701,88643,120187,385298,32850,63272,15684,544,30006,77358,34180,12194,116797,2413,574049,92715,481334,5730
2013:Q4,3229499,1410786,162633,71082,1460,7997,1167614,1579990,1627,128941,51171,1398251,92514,40221,52293,24484,121725,3229499,1115091,848725,671058,177667,163029,128941,377432,31647,56281,15587,635,33778,81607,32062,10904,111720,3211,591329,99389,491940,4952
2014:Q1,3204962,1380705,142468,25693,1460,7003,1204081,1558896,1708,125916,52881,1378391,109858,44317,65541,23613,131890,3204962,1144327,811979,617001,194978,142571,125916,352841,35700,62594,16400,726,32899,45420,32872,10803,112216,3211,621310,104201,517109,6018
2014:Q2,3319104,1393771,139445,29321,1460,5970,1217575,1653758,1824,125956,55464,1470514,117083,52936,64147,24919,129573,3319104,1156420,890372,678093,212279,139261,125956,362461,36761,61376,17214,816,31555,49318,32325,11482,114345,7269,638009,114370,523639,6625
2014:Q3,3413724,1468791,158461,77881,1460,5259,1225730,1669504,2080,128429,51789,1487206,122886,54864,68022,24104,128439,3413724,1130746,939027,709399,229628,160162,128429,409833,37811,64590,18027,907,32217,89298,31115,11816,116708,7344,641614,111912,529702,3913
2014:Q4,3559045,1541544,223653,43741,1601,5259,1267290,1716133,2489,145725,54811,1513108,137556,55898,81658,29897,133915,3559045,1086484,1037831,790778,247053,226346,145725,385231,37723,61982,18841,902,36022,64959,31894,12213,111762,8933,674173,115968,558205,3255
2015:Q1,3482964,1431513,100280,32869,1869,5246,1291249,1730298,2452,135177,54196,1538473,149197,61710,87487,29317,142639,3482964,1178857,990763,741945,248818,104427,135177,381044,37746,62025,19081,896,36450,53406,32054,12793,117661,8932,690865,121152,569713,1831
2015:Q2,3685953,1599094,254442,36790,2195,5264,1300403,1753870,2295,139017,49812,1562746,160928,63748,97180,32116,139945,3685953,1250438,981822,731164,250658,258526,139017,366412,32414,53783,19320,891,41152,41144,32943,12126,114093,18546,687913,118824,569089,1825
2015:Q3,3592636,1572933,198907,37414,10356,6246,1320010,1694474,2283,135875,39547,1516769,152811,64811,88000,31708,140710,3592636,1115578,1055745,803199,252546,202597,135875,388223,36509,65154,19560,886,38799,47366,33793,13432,115552,17172,693057,110604,582453,1561
2015:Q4,3852747,1732748,333713,33319,9671,5246,1350799,1787074,2334,137086,44449,1603205,148195,60552,87643,31358,153372,3852747,1200468,1092314,837876,254438,338078,137086,376791,34923,72211,19799,861,38737,40957,30406,11603,106076,21218,706822,110247,596575,1188
2016:Q1,3878160,1736701,314048,28056,16063,5215,1373319,1778736,2216,137982,50098,1588440,171887,62827,109060,34726,156110,3878160,1281307,1023726,756825,266901,317571,137982,388588,33464,71543,19123,836,36961,34663,34383,12903,110885,33827,727293,118140,609153,1693
2016:Q2,4012843,1815149,363733,36484,18964,5225,1390743,1815014,2126,136399,49603,1626886,192819,69908,122911,33768,156093,4012843,1240878,1103849,827123,276726,366932,136399,421566,37474,94161,18447,812,40473,43566,23174,12707,113972,36780,741073,124736,616337,2146
2016:Q3,4022589,1807320,353453,26359,16941,5196,1405371,1852698,2063,138219,54951,1657465,172780,64811,107969,34818,154973,4022589,1130280,1237350,958522,278828,355655,138219,408510,29425,88492,17771,787,38352,39678,21573,12399,124060,35973,749237,124958,624279,3338
2016:Q4,4122995,1896419,399356,33083,25312,5198,1433470,1879658,2211,143016,57249,1677182,152692,65555,87137,37096,157130,4122995,1131243,1274088,994846,279242,404037,143016,402358,27610,75524,17095,846,40613,48755,20758,10713,119201,41243,766888,128002,638886,1365
2017:Q1,3998099,1652291,92472,25776,63021,5195,1465827,1968820,2202,143156,59421,1764041,171605,70454,101151,38257,167126,3998099,1310733,1222055,936408,285647,96826,143156,429451,28566,76639,18269,906,34988,41829,19002,9871,126949,72432,794720,135070,659650,1158
2017:Q2,4141568,1764350,181304,17142,69586,5196,1491122,1990281,1994,140698,57925,1789664,178248,74245,104003,39358,169331,4141568,1307970,1267735,975316,292419,184751,140698,425461,28673,84996,19442,965,30407,33029,18354,9343,120284,79968,812846,137366,675480,2107
2017:Q3,4085870,1763742,159519,19216,69076,5195,1510736,1943711,2033,134379,70021,1737278,174091,67726,106365,35544,168782,4085870,1225425,1286730,987538,299192,162903,134379,439970,38614,85415,20615,1025,31050,37746,17732,8899,119526,79348,834272,142942,691330,2191
2017:Q4,4268349,1858153,229147,19004,63882,5288,1540832,2015371,1880,140552,59388,1813551,185023,75191,109832,37376,172426,4268349,1341003,1256418,950449,305969,231954,140552,446760,31881,93568,21788,975,30212,49435,18613,8959,118959,72370,848459,139867,708592,3203
2018:Q1,4426541,1951440,289967,21422,66289,5283,1568479,2071855,2201,140095,69653,1859906,179322,75846,103476,38843,185081,4426541,1434117,1256411,947579,308832,291767,140095,424330,33196,88173,20533,924,30629,23614,17322,8375,124613,76951,876344,150782,725562,3477
2018:Q2,4397673,2010788,333003,17915,58009,5331,1596530,1982077,2225,134532,76456,1768864,179879,71632,108247,41689,183240,4397673,1295016,1307156,995444,311712,336633,134532,423589,39875,95239,19279,874,30321,30951,13597,8154,115342,69957,898372,153419,744953,2375
2018:Q3,4419017,2079766,384927,16706,55426,5285,1617422,1928923,1769,127840,77901,1721413,189667,72749,116918,41023,179638,4419017,1109252,1459990,1145408,314582,388391,127840,410838,32680,84063,18025,824,29959,37179,15085,11109,112503,69411,920494,155935,764559,2212
2018:Q4,4583737,2117623,402352,12306,60470,5275,1637220,2053668,1751,132916,74351,1844650,177784,74443,103341,40894,193768,4583737,1166159,1518127,1200677,317450,405904,132916,430466,30191,93061,16770,784,28559,36795,14265,9620,126243,74178,927992,154069,773923,2173
2019:Q1,4471452,2054426,334348,8667,52392,5272,1653747,1992331,1618,131317,73565,1785831,190626,72255,118371,41010,193059,4471452,1249770,1426170,1105250,320920,337874,131317,394189,32344,91702,18604,745,19405,35884,13703,9315,108791,63696,930264,151092,779172,1868
2019:Q2,4461934,2001399,263893,9607,51073,5274,1671552,2027156,1592,128994,86976,1809594,197232,69959,127273,43347,192800,4461934,1134018,1549671,1225283,324388,266995,128994,428950,40920,98687,20437,706,24531,36402,13507,11239,118901,63620,950737,162209,788528,2569
2019:Q3,4670431,2154009,382663,10494,63528,5216,1692108,2071963,1978,128608,84666,1856711,193870,71942,121928,46748,203841,4670431,938305,1785508,1457661,327847,386029,128608,459470,45376,108286,22270,666,29909,34309,12802,11713,119011,75128,969462,161824,807638,3049
2019:Q4,4855981,2207264,404024,14494,59285,5212,1724249,2191467,1635,139075,78947,1971810,199389,77640,121749,45714,212147,4855981,1201234,1672521,1341232,331289,407211,139075,447030,47594,97256,24103,706,22364,34640,12249,12038,125234,70846,987016,161799,825217,1894
2020:Q1,5772310,2593151,515585,123074,157400,17425,1779667,2650229,1679,142313,91006,2415231,251431,100164,151267,46548,230951,5772310,1308564,1992169,1649231,342938,518948,142313,749099,44127,147224,23074,745,21934,142002,16484,20222,161986,171301,1059826,208595,851231,1391
2020:Q2,7671853,3792081,1722098,45041,130614,16253,1878075,3303917,1904,167254,70549,3064210,256110,106003,150107,54393,265352,7671853,1731211,2327161,1947062,380099,1725416,167254,645268,54522,152135,22044,784,20386,71071,20748,17173,138968,147437,1073435,192805,880630,2108
2020:Q3,7927435,3914554,1781704,28594,142834,18946,1942476,3416954,2447,178084,62956,3173467,265790,107301,158489,56457,273680,7927435,1956744,2293256,1922582,370674,1784873,178084,605154,46456,135217,21015,823,21718,57634,17017,17919,133937,153418,1106694,189203,917491,2630
2020:Q4,9129002,3945690,1728597,52957,152324,21867,1989945,4573130,2691,229872,61873,4278694,256339,112800,143539,56720,297123,9129002,3183800,2176787,1785474,391313,1732079,229872,660536,50151,130651,19985,952,28659,92452,16420,17881,138428,164957,1143082,196540,946542,2846
2021:Q1,9036684,3521621,1122040,136008,183873,33238,2046462,4804720,2435,248855,58601,4494829,306782,119626,187156,62495,341066,9036684,3550721,2190516,1788994,401522,1117106,248855,750549,59176,121155,21122,1081,24957,153876,15749,16947,136850,199636,1168099,211465,956634,10838
2021:Q2,9129363,3177970,851970,30559,199202,5285,2090954,5237174,4459,296644,74886,4861185,296099,132357,163742,69280,348840,9129363,3862909,2231268,1814887,416381,855708,296644,696685,55945,136424,22259,1210,25700,68603,24484,17316,132606,212138,1181812,212528,969284,4337
2021:Q3,8847649,2571090,215211,35111,207519,5737,2107512,5544752,3634,318559,80311,5142248,304928,124266,180662,65864,361015,8847649,3935442,2438916,2003258,435658,219111,318559,745208,70131,130455,23396,1339,31927,86377,25051,16157,137145,223230,1186919,210314,976605,3494
2021:Q4,9360256,2817507,406173,35863,219930,9361,2146180,5822421,2550,345731,82465,5391675,282046,122800,159246,64042,374240,9360256,4147504,2519361,2049837,469524,410331,345731,726473,72658,122183,24532,1112,28401,62587,20876,16572,140673,236879,1209515,214626,994889,1341
2022:Q1,9841066,3109011,651597,31725,239402,7507,2178780,5971560,2763,351163,92108,5525526,307546,127013,180533,57771,395178,9841066,4360594,2525983,2025485,500498,656181,351163,706140,53505,113837,24584,885,27897,52473,13350,16427,146641,256541,1238942,226628,1012314,2063
2022:Q2,10150996,3229145,782503,27881,218727,7480,2192554,6145617,2941,360991,72517,5709168,326943,126576,200367,59220,390071,10150996,4678488,2411917,1899133,512784,789741,360991,688300,47789,117517,24545,658,27671,54296,12664,15773,150050,237337,1221796,206573,1015223,-237
2022:Q3,10078883,3069660,636097,22271,203805,7466,2200021,6241960,3231,353418,88900,5796411,310635,110240,200395,61785,394843,10078883,4834223,2358499,1851429,507070,643718,353418,664275,48140,118761,24415,431,26035,44746,10115,17546,153198,220888,1225292,206606,1018686,-542
2022:Q4,9776413,2896613,446784,24039,194514,8963,2222313,6163104,2609,360426,83913,5716156,269752,101444,168308,57887,389057,9776413,4550419,2507378,1995328,512050,454724,360426,679919,50302,118331,24210,478,26718,69095,11214,15883,148840,214848,1224253,194320,1029933,-706
2023:Q1,9481282,2646008,177859,28826,190188,9710,2239425,6095854,6711,359556,88473,5641114,280185,96109,184076,58143,401092,9481282,4569921,2467356,1953257,514099,184509,359556,664905,47547,120805,24357,526,24862,73691,11992,17408,132702,211015,1231032,194292,1036740,4003
2023:Q2,9581573,2866142,402636,24517,167327,9746,2261916,5977378,6672,353335,82924,5534447,287958,102681,185277,59180,390915,9581573,4487597,2428080,1910632,517448,410893,353335,655127,52226,133506,24315,573,29750,63436,12897,15676,136767,185981,1243960,195351,1048609,2581
2023:Q3,9669143,3085243,657228,26840,143064,9718,2248393,5839535,7211,351440,82293,5398591,302945,101063,201882,58535,382885,9669143,4229466,2584927,2066248,518679,665311,351440,602596,44720,121241,24238,620,30268,60581,13126,15585,130134,162083,1231995,193074,1038921,3408
2023:Q4,9862033,3220471,768986,27485,150192,9720,2264088,5924420,6364,375566,85810,5456680,279858,101486,178372,60955,376329,9862033,4278900,2555934,2036804,519130,775994,375566,627851,58188,143275,24401,667,25129,46966,16207,15266,128330,169422,1243546,197016,1046530,4242
2024:Q1,10182469,3234214,775712,25928,148562,13942,2270070,6180346,5566,378391,88242,5708147,326062,106378,219684,54466,387381,10182469,4513759,2646607,2126221,520386,782757,378391,598448,58269,146763,24280,715,24732,19887,13688,15557,127900,166657,1259775,208562,1051213,2732
