date,FA766000105.Q,FA765013005.Q,FA764090005.Q,FA763025000.Q,FA763013005.Q,FA762050005.Q,FA764022005.Q,FA763069175.Q,FA763061100.Q,FA763061705.Q,FA763061805.Q,FA763061503.Q,FA763061603.Q,FA763061403.Q,FA763061795.Q,FA763062000.Q,FA763063005.Q,FA763063673.Q,FA763063653.Q,FA763063663.Q,FA763063693.Q,FA763063095.Q,FA764023005.Q,FA763068005.Q,FA763069005.Q,FA763065005.Q,FA763066000.Q,FA763092305.Q,FA763064103.Q,FA763092100.Q,FA763094905.Q,FA763064203.Q,FA763040005.Q,FA763090005.Q,FA764194005.Q,FA764190005.Q,FA764110005.Q,FA713022003.Q,FA713068715.Q,FA764112005.Q,FA764116005.Q,FA763127005.Q,FA763123005.Q,FA763128000.Q,FA763129205.Q,FA763122605.Q,FA763130005.Q,FA762150005.Q,FA764122005.Q,FA763169175.Q,FA763163005.Q,FA763169305.Q,FA763178000.Q,FA763190005.Q,FA763194705.Q,FA763193005.Q,FA763181105.Q,FA763164105.Q,FA763194603.Q,FA767005005.Q,FA763066303.Q,FA763139105.Q
1953:Q2,1170,409,-6224,184,-1308,-1820,-11136,-376,-9288,-1748,4,0,0,0,-1752,-60,336,0,0,0,0,336,9988,1068,-88,6880,2128,0,84,8,76,0,0,-2300,-8252,-8252,-4136,-836,-2544,-868,112,-9688,-9244,676,-848,-272,9508,-2316,-88,-88,0,428,-344,-1616,0,-1616,0,0,0,-1268,0,ND
1953:Q3,1251,422,28484,-368,908,752,12388,400,10104,828,72,0,0,0,756,672,384,0,0,0,0,384,8864,1492,280,6348,744,4,88,8,32,0,0,5808,27696,27696,6000,336,1100,4336,228,14824,11816,1196,1968,-156,6928,756,280,280,0,332,440,-1864,0,-1864,0,0,0,41,0,ND
1953:Q4,1224,415,4740,48,-872,-868,6824,184,-1252,7264,-28,0,0,0,7292,632,-4,0,0,0,0,-4,1724,-5200,184,6008,732,0,112,12,44,0,0,-2284,4048,4048,-5640,1000,-1264,-4476,-900,-8236,-3484,596,-4944,-404,10840,-784,188,188,0,604,932,6144,0,6144,0,0,0,117,0,ND
1954:Q1,1174,387,5632,460,-2424,428,4880,612,-760,1580,44,0,0,0,1536,2540,908,0,0,0,0,908,1744,-2396,24,5368,-1252,0,128,8,160,0,0,248,4944,4944,-2204,-1600,476,-808,-272,656,-900,1516,256,-216,10764,148,24,24,0,-1288,-504,-2652,0,-2652,0,0,0,99,0,ND
1954:Q2,1254,385,19048,212,212,-444,6976,-64,8484,-3304,-40,0,0,0,-3264,2332,-472,0,0,0,0,-472,10660,1608,28,7412,1612,0,152,12,76,0,0,1192,16756,16756,132,128,-440,600,-156,6104,792,-1328,6436,204,11652,-196,28,28,0,180,-632,-512,0,-512,0,0,0,-1424,0,ND
1954:Q3,1297,393,21268,12,-1576,936,8136,548,11364,-5480,8,0,0,0,-5488,1792,-88,0,0,0,0,-88,9348,1004,64,8476,-196,0,152,12,44,0,0,4204,20896,20896,3380,-224,608,3036,-40,8732,-3936,-84,13636,-884,8412,1208,64,64,0,56,764,-1720,0,-1720,0,0,0,532,0,ND
1954:Q4,1770,392,18296,-856,-1348,-840,9480,-176,1768,6920,-100,0,0,0,7020,1116,-148,0,0,0,0,-148,13332,1704,844,9516,1268,0,128,16,92,0,0,-1708,16132,16132,-3876,1188,-656,-4136,-272,2256,4148,1320,-4616,1404,9776,-1244,856,856,0,712,256,7396,0,7396,0,0,0,-786,0,ND
1955:Q1,1872,472,10956,1540,-384,2616,-7252,-304,-8904,472,72,0,0,0,400,1896,-412,0,0,0,0,-412,14600,3068,-208,9056,2684,0,104,12,156,0,0,-436,10920,10920,1104,-1024,2352,-424,200,4788,-4848,-296,10872,-940,8560,2612,-216,-216,0,-660,-840,-4428,0,-4428,0,0,0,1364,0,ND
1955:Q2,1844,503,14080,-516,-716,-2168,-12164,-516,-6440,-3552,16,0,0,0,-3568,-868,-788,0,0,0,0,-788,25736,10448,-488,11404,4372,0,88,12,104,0,0,3704,12276,12276,-184,1192,-2092,868,-152,3064,3876,116,-1192,264,8876,-2452,-488,-488,0,1260,-820,3020,0,3020,0,0,0,-464,0,ND
1955:Q3,1878,538,14756,452,2268,1392,-10256,92,-7464,-2168,36,0,0,0,-2204,172,-888,0,0,0,0,-888,19880,6220,52,11152,2456,4,76,12,44,0,0,884,14328,14328,4384,-248,2296,2260,76,3060,-4104,1224,6144,-204,5616,1668,48,48,0,1032,196,-1676,0,-1676,0,0,0,912,0,ND
1955:Q4,2421,564,12160,-624,-652,-1200,-4828,-272,-6424,2952,72,0,0,0,2880,-600,-484,0,0,0,0,-484,22520,10956,-92,8464,3192,0,68,16,68,0,0,-3208,10744,10744,-1488,3188,-2168,-2044,-464,-2428,3224,440,-6596,504,9180,-1736,-96,-96,0,568,-36,6780,0,6780,0,0,0,441,0,ND
1956:Q1,2144,416,16224,1108,-112,2584,-2332,144,-2648,120,192,0,0,0,-72,476,-424,0,0,0,0,-424,13556,3920,56,7984,1596,0,60,12,240,0,0,1108,15376,15376,-884,-3168,2396,-548,436,10180,6196,1708,1852,424,8392,3156,64,64,0,-1116,-168,-4248,0,-4248,0,0,0,880,0,ND
1956:Q2,2181,426,7316,-2488,-328,-2296,-13516,-204,-11176,-2108,52,0,0,0,-2160,176,-204,0,0,0,0,-204,21176,8080,76,9104,3916,0,44,16,108,0,0,4600,4588,4588,-1396,1652,-1896,-420,-732,-4664,-3244,1040,-2756,296,11004,-2944,76,76,0,140,-252,2624,0,2624,0,0,0,-974,0,ND
1956:Q3,2443,441,12484,2684,1128,1872,-264,344,-260,-904,32,0,0,0,-936,536,20,0,0,0,0,20,11536,1512,388,9232,404,0,44,16,40,0,0,-4572,11532,11532,4296,-584,1364,2888,628,356,-4084,-1912,6744,-392,5848,2772,388,388,0,-124,972,-2976,0,-2976,0,0,0,1050,0,ND
1956:Q4,3074,446,14908,1012,-472,-2160,2040,-112,1652,1528,-80,0,0,0,1608,-260,-768,0,0,0,0,-768,14852,5892,520,7008,1432,0,52,24,68,0,0,-508,14040,14040,-1676,2420,-2192,-1596,-308,1056,1228,-132,-820,780,10372,-2988,528,528,0,344,668,5736,0,5736,0,0,0,1760,0,ND
1957:Q1,2535,535,18456,-976,-1288,2484,11196,-72,8968,1040,252,0,0,0,788,704,556,0,0,0,0,556,6452,36,164,5028,1224,4,56,12,196,0,0,320,17728,17728,-3096,-3432,2268,-1612,-320,9804,8204,304,2588,-1292,14400,3564,164,164,0,-1068,-316,-5724,0,-5724,0,0,0,1272,0,ND
1957:Q2,2230,537,10288,20,864,-664,-14868,-196,-15604,-760,80,0,0,0,-840,960,732,0,0,0,0,732,17424,8828,-128,6164,2560,0,56,20,76,0,0,7360,8388,8388,992,888,928,-192,-632,-8108,-6836,2516,-5820,2032,12536,-1116,-128,-128,0,472,-432,4172,0,4172,0,0,0,-207,0,ND
1957:Q3,2248,552,13192,-152,560,-180,12780,332,11232,-208,144,0,0,0,-352,780,644,0,0,0,0,644,8160,-904,700,7360,1004,0,64,20,44,0,0,-8104,12024,12024,2808,-176,-192,3248,-72,2172,1012,-3452,4620,-8,7576,144,704,704,0,160,552,-2092,0,-2092,0,0,0,528,0,ND
1957:Q4,2656,542,8720,1404,-236,-1372,-1396,376,-7364,2976,-4,0,0,0,2980,1652,964,0,0,0,0,964,8924,804,352,6768,1000,0,72,20,72,0,0,1232,6712,6712,-4324,1756,-2904,-2920,-256,-6792,-1720,1608,-7148,468,13068,-2664,356,356,0,584,520,5964,0,5964,0,0,0,106,0,ND
1958:Q1,2105,556,24456,-1312,-792,2456,20880,1452,12484,3204,156,0,0,0,3048,2516,1224,0,0,0,0,1224,-480,-6160,708,5600,-628,0,92,12,216,0,0,3384,22560,22560,-5300,-2880,272,-3168,476,10876,6092,-288,6408,-1336,23068,2268,716,716,0,-2276,244,-7036,0,-7036,0,0,0,-347,0,ND
1958:Q2,1777,536,38916,368,-80,-248,15744,160,10428,-1960,-160,0,0,0,-1800,5216,1900,0,0,0,0,1900,14380,4676,-564,9484,784,0,124,12,68,0,0,8548,36916,36916,-1712,368,40,-2044,-76,14856,15096,3680,-4916,996,20096,0,-568,-568,0,932,-784,4096,0,4096,0,0,0,-760,0,ND
1958:Q3,1785,529,2316,-32,-636,252,10424,0,7872,1216,-24,0,0,0,1240,2188,-852,0,0,0,0,-852,5768,-6068,-228,11304,760,0,112,12,48,0,0,-13632,1192,1192,6544,612,836,5428,-332,-15784,-28484,-3100,17380,-1580,9856,1320,-232,-232,0,324,300,-1136,0,-1136,0,0,0,132,0,ND
1958:Q4,2637,549,29956,632,-612,-2628,2308,-780,1480,1228,-36,0,0,0,1264,616,-236,0,0,0,0,-236,25012,11648,-280,11820,1824,4,52,12,76,0,0,5100,29200,29200,-1444,1388,-1164,-1004,-664,12404,8704,648,1248,1804,12548,-3588,-280,-280,0,1152,140,8268,0,8268,0,0,0,1332,0,ND
1959:Q1,2139,562,13108,-356,696,3332,-4556,-176,-3308,-1400,184,0,0,0,-1584,920,-592,0,0,0,0,-592,10868,-1812,-448,9840,3288,0,16,12,276,0,0,2820,12488,12488,1988,-2200,2104,1268,816,3612,-1460,3712,1788,-428,9268,4356,-452,-452,0,-844,-484,-4956,0,-4956,0,0,0,957,0,ND
1959:Q2,2241,582,23052,844,-1136,-324,-12032,-664,-10952,-1160,112,0,0,0,-1272,584,160,0,0,0,0,160,30656,13316,-228,13204,4364,0,-68,16,92,0,0,5004,21432,21432,1876,400,1280,336,-140,648,668,-1228,552,656,11396,1020,-232,-232,0,1800,-968,5892,0,5892,0,0,0,39,0,ND
1959:Q3,2415,604,6988,-828,68,-1372,-7032,384,-7904,372,136,0,0,0,236,368,-252,0,0,0,0,-252,25932,8468,-92,12972,4584,0,-76,12,44,0,0,-9760,5756,5756,1748,420,-2252,3960,-380,2384,-100,240,2672,-428,5340,-2212,-92,-92,0,1032,-172,-2272,0,-2272,0,0,0,579,0,ND
1959:Q4,2459,602,12508,-608,-948,-1916,-10084,-164,-9140,-12,-132,0,0,0,120,-272,-496,0,0,0,0,-496,27776,13276,632,10940,2928,0,-68,16,72,0,0,-1732,10848,10848,-116,2556,496,-3540,372,-2356,4092,-604,-6028,184,7864,-2756,636,636,0,1356,-212,6432,0,6432,0,0,0,197,0,ND
1960:Q1,2183,624,7112,1368,448,3924,-10756,176,-11424,1052,276,0,0,0,776,-100,-460,0,0,0,0,-460,11992,-556,688,7980,3880,0,-84,16,380,0,0,-176,5984,5984,-924,-3068,1448,36,660,1900,-20,388,3288,-1756,8152,6936,696,696,0,-2456,480,-8800,0,-8800,0,0,0,431,0,ND
1960:Q2,2286,621,18996,1116,-2196,-48,-2920,284,-2172,12,40,0,0,0,-28,-972,-72,0,0,0,0,-72,20980,8472,52,9536,2920,0,12,12,72,0,0,1968,16604,16604,-2048,180,-2192,-1108,1072,4928,4604,-1344,596,1072,13640,-1716,52,52,0,1000,708,40,0,40,0,0,0,-727,0,ND
1960:Q3,2299,598,24012,-876,4056,-836,15836,532,12748,692,-76,0,0,0,768,1536,328,0,0,0,0,328,13060,-1248,912,11180,2216,4,60,12,44,0,0,-7348,22388,22388,5440,476,1304,3228,432,3632,-2720,1836,4392,124,16872,-1336,924,924,0,-136,1460,-4468,0,-4468,0,0,0,77,0,ND
1960:Q4,2228,572,25680,-272,-6680,-2512,10120,620,5572,2048,-44,0,0,0,2092,1784,96,0,0,0,0,96,17112,4900,1152,9832,1228,0,76,16,84,0,0,7736,22100,22100,-1736,3524,-2272,-2276,-712,-2776,1716,-16,-5532,1056,20180,-3956,1160,1160,0,980,1348,6900,0,6900,0,0,0,-1925,0,ND
1961:Q1,2277,564,20704,804,-1804,3988,11352,828,6140,728,4,0,0,0,724,3576,80,0,0,0,0,80,8248,-5876,652,8856,4616,0,44,16,416,0,0,-2360,19504,19504,-5096,-4368,324,-1364,312,6256,-4584,208,8804,1828,22472,4908,656,656,0,-2016,-372,-7304,0,-7304,0,0,0,513,0,ND
1961:Q2,2142,592,25692,-1892,1276,-4008,6420,368,7992,-44,128,0,0,0,-172,-1332,-564,0,0,0,0,-564,13880,2244,128,12524,-1016,0,52,20,60,0,0,9884,22568,22568,392,1664,-284,-1264,276,-612,356,-196,-356,-416,23392,-4100,132,132,0,1568,-1648,3444,0,3444,0,0,0,-1575,0,ND
1961:Q3,2145,618,40624,2552,236,4488,22904,1136,16328,-236,76,0,0,0,-312,6104,-428,0,0,0,0,-428,21220,5756,484,13644,1336,0,68,16,60,0,0,-10920,38928,38928,3928,516,188,3356,-132,14784,4544,1472,8232,536,16416,5228,488,488,0,1020,-724,-2212,0,-2212,0,0,0,-170,0,ND
1961:Q4,2146,680,33072,-92,1516,-4624,-216,1288,-5912,2200,-56,0,0,0,2256,2776,-568,0,0,0,0,-568,30616,13404,832,13852,2528,0,96,16,80,0,0,5680,29412,29412,2976,4000,132,236,-1392,-368,-312,788,-2644,1800,17876,-5384,844,844,0,2152,-824,12140,0,12140,0,0,0,-2195,0,ND
1962:Q1,2332,742,24036,356,440,5196,9240,-444,2672,1556,96,0,0,0,1460,5304,152,0,0,0,0,152,11968,-1320,-592,12296,1584,4,124,16,52,0,0,-3360,24292,24292,-8236,-5528,220,-3412,484,4704,2752,-1656,2416,1192,32440,5684,-600,-600,0,-2044,524,-8180,0,-8180,0,0,0,1846,0,ND
1962:Q2,2576,771,31608,-1676,-160,-4176,4960,-884,-212,1244,68,0,0,0,1176,5596,-784,0,0,0,0,-784,26916,5396,-496,17896,4120,0,160,16,36,0,0,5532,29612,29612,860,2176,-508,-660,-148,564,3204,-912,-1448,-280,27396,-4524,-504,-504,0,2464,132,3224,0,3224,0,0,0,-192,0,ND
1962:Q3,2655,749,34464,2880,1224,2664,1896,556,-1108,-1064,152,0,0,0,-1216,3636,-124,0,0,0,0,-124,28396,7664,-196,18524,2404,0,168,20,24,0,0,-2808,33720,33720,7252,716,2876,3676,-16,3268,-3640,1640,7068,-1800,20944,3316,-196,-196,0,1116,932,-2912,0,-2912,0,0,0,1162,0,ND
1962:Q4,2640,682,50688,1760,-1236,-2260,9460,164,-676,4296,16,0,0,0,4280,5324,352,0,0,0,0,352,39188,16840,1180,17796,3372,0,144,20,52,0,0,3560,46352,46352,-4764,5048,-2900,-4916,-1996,9880,2532,244,5600,1504,31008,-2872,1192,1192,0,1732,396,9780,0,9780,0,0,0,-2378,0,ND
1963:Q1,2570,729,21268,-1880,-1172,4956,9248,460,5412,0,-12,0,0,0,12,3292,84,0,0,0,0,84,15656,-5280,-196,16876,4256,0,128,20,60,0,0,-5748,21220,21220,-3784,-6720,628,-108,2416,-1144,-48,1020,-1036,-1080,32412,6048,-196,-196,0,-3860,412,-8668,0,-8668,0,0,0,1793,0,ND
1963:Q2,2493,691,40340,-1636,256,-3912,1608,-216,-3640,260,36,0,0,0,224,5860,-656,0,0,0,0,-656,36884,9744,348,22380,4412,4,116,16,40,0,0,6964,37976,37976,408,1660,-392,148,-1008,6128,6324,-920,-612,1336,27004,-4372,348,348,0,3024,-1192,6628,0,6628,0,0,0,-562,0,ND
1963:Q3,2524,734,36492,2764,-8,2816,-3332,-548,-7400,928,296,0,0,0,632,4524,-836,0,0,0,0,-836,34728,7948,36,22208,4536,0,108,20,88,0,0,-692,37140,37140,2304,-812,1476,1708,-68,5308,-5460,1044,9796,-72,22044,3048,180,40,140,3016,-80,1320,0,1320,0,0,0,2438,0,ND
1963:Q4,2746,852,44556,-288,-696,-2336,-428,376,-4232,548,-72,0,0,0,620,4024,-1144,0,0,0,0,-1144,43132,16784,580,20316,5452,0,108,20,112,0,0,4932,41656,41656,-824,4660,-1736,-2100,-1648,-1056,-3256,3352,-2264,1112,33100,-3348,1376,584,792,3040,-612,9980,0,9980,0,0,0,-1007,0,ND
