1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q2,722353,81665,640688,563907,76781,128,136,20016,71086,4036,163839,159364,112077,77769,29165,6267,-1124,47287,87863,0,-5808,20724,0,22376,10360,4200,2924,4892,9624,9540,84,0,-19700,1179,624,4736,52236,0,1872,40576,0,39976,15168,9612,5200,9348,648,240,360,4475
1968:Q3,741250,91861,649389,580558,68831,40,148,22779,72869,4217,160154,190470,116646,81945,29386,6391,-1076,73824,103820,0,28976,32220,0,-4768,-2232,-1332,-2200,996,9484,5912,3572,0,-26484,772,3508,4756,53420,0,1936,29996,0,28872,17908,10752,-3408,2896,724,756,368,-30316
1968:Q4,757524,95858,661666,589777,71889,-64,160,21352,74974,4411,163580,141832,118546,82208,30626,6710,-998,23286,70590,0,8188,35188,0,-5424,-6172,-708,-3704,5160,944,-132,1076,0,-32904,-506,1500,4852,56720,0,2032,47304,0,46312,18616,14900,5536,6664,596,636,356,21748
1969:Q1,772358,102602,669756,602308,67448,104,192,21263,76709,4562,160770,191057,121538,83394,31929,7052,-837,69519,89779,0,-7520,17684,0,34072,18832,-916,14988,1168,-11148,-13704,2556,0,-19328,5471,3416,4948,59764,0,2420,20260,0,19352,18472,12620,-7768,-4712,740,556,352,-30287
1969:Q2,790610,105660,684950,614341,70609,-428,212,20193,78588,4800,163950,150426,122044,83799,31721,7285,-761,28382,64170,0,-8672,16872,0,7788,-10392,8988,7644,1548,4716,7040,-2324,0,-23656,-3166,1020,5012,62088,0,2168,35788,0,34760,17072,11760,4104,1032,792,676,352,13524
1969:Q3,811619,104139,707480,625009,82471,700,220,18826,80467,4549,177695,204069,122160,83966,31310,7597,-713,81909,104313,0,7552,-4836,0,51812,27144,5544,11796,7328,-10580,-12424,1844,0,-14252,-2055,4544,5076,65500,0,1552,22404,0,21408,19032,7628,-3396,-2584,728,636,360,-26374
1969:Q4,826760,105623,721137,637434,83703,-676,228,17723,82059,4589,177992,183920,120477,84166,29326,7686,-701,63443,101199,0,1744,5056,0,29372,9408,7124,8588,4252,16264,10912,5352,0,-27584,-357,1684,5116,67104,0,2800,37756,0,36480,16240,7620,7940,4084,596,796,480,-5928
1970:Q1,841741,104573,737168,648912,88256,524,232,15488,83613,4768,182881,229226,119386,83257,29144,7719,-734,109840,118711,0,18480,5188,0,15928,3276,11632,3356,-2336,-3564,-6096,2532,0,1592,13615,1632,5364,57912,0,2564,8871,0,7819,12068,5195,-9432,-1268,1256,636,416,-46345
1970:Q2,860032,105512,754520,659113,95407,-236,228,15857,84833,4784,190849,225779,119825,84553,28247,7815,-790,105954,117445,0,19632,38428,0,964,-7776,3160,592,4988,-1880,-328,-1552,0,-2308,-3755,-396,5100,58900,0,2760,11491,0,10587,4500,3231,2208,-96,744,476,428,-34930
1970:Q3,874679,100657,774022,671283,102739,336,236,15695,86281,4676,200139,278354,121582,85487,29038,7929,-872,156772,179791,0,39388,69432,0,5220,-12492,2980,-224,14956,5604,1844,3760,0,-5328,-6637,3268,5264,60784,0,2796,23019,0,21787,11624,6347,-472,3416,872,796,436,-78215
1970:Q4,883724,101538,782186,678238,103948,-412,240,10014,88019,4828,196501,147855,120266,81132,32302,7808,-976,27589,59896,0,-47200,55692,0,-14136,-24160,780,-4124,13368,9732,8884,848,0,-9336,-5316,-264,5632,62412,0,2680,32307,0,31231,16976,2943,7440,3200,672,636,440,48646
1971:Q1,903659,98331,805328,697639,107689,36,296,18156,90262,4954,210893,266268,133009,91053,35048,8051,-1143,133259,168396,0,34788,96880,0,-34108,-35144,-3884,-4048,8968,1560,-540,2100,0,-10116,5804,1572,5996,63396,0,2624,35137,0,34029,21820,18265,-9356,2188,1112,756,352,-55375
1971:Q2,927064,100714,826350,712146,114204,-468,332,18967,92652,5035,219988,273628,140260,93781,39305,8408,-1234,133368,172525,0,18496,68548,0,20564,15608,-7352,1224,11084,-7220,-752,-6468,0,-1712,-15,128,6336,64920,0,2480,39157,0,38257,15840,11161,6900,4636,-280,596,304,-53640
1971:Q3,941115,102307,838808,725067,113741,-156,340,19780,94595,5450,222170,267191,145364,96059,41842,8758,-1295,121827,166552,0,28340,50888,0,17496,5220,3264,-852,9864,-6996,-676,-6320,0,-2408,4432,-988,6520,66788,0,2480,44725,0,43153,26784,15013,-3356,3772,940,1276,296,-45021
1971:Q4,959300,105468,853832,741768,112064,-316,344,22549,95891,7749,222095,160386,151582,99643,43932,9330,-1323,8804,71509,0,-28248,53984,0,-27844,-30104,2660,-1020,620,9744,11156,-1412,0,-10396,-3667,608,6552,68188,0,2588,62705,0,61509,31808,17893,6084,5200,524,876,320,61709
1972:Q1,986539,119785,866754,759398,107356,-88,380,23517,97548,7737,220216,285202,157822,101793,47120,10183,-1274,127380,181966,0,24304,72968,0,-5476,-2328,-7128,2516,1464,3308,-2912,6220,0,-1856,3622,1172,6676,74504,0,2744,54586,0,53470,33808,16546,-6772,9032,856,636,480,-64986
1972:Q2,1004185,123370,880815,778380,102435,-248,368,24725,99983,6024,220503,278045,162426,104884,48150,10662,-1270,115619,177557,0,15884,70796,0,19804,20812,-4664,1836,1820,-16,4112,-4128,0,-5496,-9467,-2644,6824,79060,0,2812,61938,0,60682,25672,20738,6912,6616,744,676,580,-57542
1972:Q3,1030120,124277,905843,797157,108686,300,372,26281,102285,6435,230745,275621,167088,108125,49338,10893,-1268,108533,162023,0,-504,81824,0,-4808,-3684,-2872,-728,2476,-5580,-3960,-1620,0,628,-1321,-644,6940,82556,0,2932,53490,0,52182,35760,16938,-4820,3448,856,716,592,-44876
1972:Q4,1076989,127128,949861,822223,127638,-148,376,29869,104738,7020,254701,245979,176639,113482,53191,11238,-1272,69340,145322,0,14156,67588,0,-20896,-14764,-8264,3224,-1092,14968,11512,3456,0,-4896,-13894,-3524,7056,81640,0,3124,75982,0,74158,41152,23834,7432,1128,612,1316,508,8722
1973:Q1,1095077,126399,968678,846972,121706,-272,516,36946,107113,7256,257721,302665,188738,122194,56561,11273,-1290,113927,187169,0,20416,85516,0,7904,-556,-1436,8868,1028,1288,-6128,7416,0,-8344,-8539,-1584,7216,80300,0,2996,73242,244,72394,43392,24978,5784,-2864,1104,160,444,-44944
1973:Q2,1124860,129181,995679,863022,132657,-340,544,34024,110355,6116,270036,336256,187362,121715,55585,11369,-1307,148894,206628,0,28564,58892,0,33912,31484,-276,3444,-740,3580,8124,-4544,0,-8052,2800,-2756,7416,79216,0,3056,57734,332,55814,33056,25582,1488,-4444,132,1196,392,-66220
1973:Q3,1152519,134089,1018430,881805,136625,16,552,30936,113830,6312,274543,304306,186658,121256,55430,11303,-1331,117648,183558,0,-15408,58264,0,34348,13616,4060,8812,7860,-7100,-1464,-5636,0,2744,19110,64,7452,81024,0,3060,65910,444,64378,36720,19286,6496,928,948,716,372,-29763
1973:Q4,1190659,139959,1050700,898440,152260,-88,556,26294,116957,6720,288147,276677,182676,118847,54010,11179,-1360,94001,158871,0,15836,43384,0,-6420,-10704,-4612,5100,3796,15832,13576,2256,0,-24844,26491,-4608,7304,82864,0,3032,64870,580,63062,44704,19990,-656,-1240,264,836,392,11470
1974:Q1,1206827,142792,1064035,915330,148705,-196,576,22526,120454,6720,284193,304195,178946,117644,51583,11116,-1397,125249,176517,0,12372,81396,1052,18544,13780,-10364,7672,7456,3720,-6904,10624,0,-14748,-19991,12,7128,84100,0,2932,51268,712,48904,40412,14340,-6584,-428,1164,1036,616,-20002
1974:Q2,1232887,148902,1083985,944362,139623,-36,564,24205,123382,6408,280202,278203,182145,121295,51072,11206,-1428,96058,159070,0,7448,65912,1228,29404,9056,4912,4052,11384,8296,11472,-3176,0,-20720,-27514,-1900,6928,87120,0,2868,63012,836,59724,33968,13472,10568,1592,124,1712,740,1999
1974:Q3,1269102,154911,1114191,973943,140248,-408,560,26084,127813,6164,287013,248468,188327,126628,51823,11332,-1456,60141,120217,0,-10004,29772,3264,57708,9224,22428,16300,9756,2048,2068,-20,0,-26564,-33223,-3808,7016,91132,0,2876,60076,964,57624,38364,9660,5340,3272,988,716,772,38545
1974:Q4,1298456,157587,1140869,984329,156540,-556,576,12650,133716,5900,295874,270319,175354,118105,47389,11339,-1479,94965,147937,0,12136,45640,3972,19200,-16400,8632,488,26480,9380,3356,6024,0,-16500,-28799,92,7404,92476,0,2936,52972,1088,50056,36472,-1688,12964,2140,168,1116,712,25555
1975:Q1,1318422,157988,1160434,1011791,148643,4268,588,14559,136829,5948,297763,380306,178813,122134,47233,10952,-1506,201493,237062,0,-13652,108172,4964,724,-17764,-5152,9412,14228,24900,6068,18832,0,12356,-14466,3440,12188,94988,0,3448,35569,1212,33481,32000,2113,-4092,2612,848,188,688,-82543
1975:Q2,1349955,121068,1228887,1040418,188469,496,592,16844,140021,6465,338773,412341,186625,126680,50606,10847,-1508,225716,270141,0,46716,74544,164,27632,46296,-11060,-1176,-6428,7400,4516,2884,0,19476,-16343,-124,9396,97824,0,3456,44425,1336,41985,32088,-2651,9740,2740,68,412,692,-73568
1975:Q3,1386478,152831,1233647,1074775,158872,-716,584,23542,143536,6717,317933,346875,200937,136037,55388,11006,-1494,145938,211315,0,-14824,65156,188,53536,32848,-4340,6928,18100,-6132,-11400,5268,0,14372,-10645,-4112,8236,101544,0,3996,65377,1464,62533,40868,11773,5356,3408,1128,720,660,-28942
1975:Q4,1422706,158541,1264165,1104027,160138,1644,584,27402,146575,6662,328513,356128,211267,142157,59364,11211,-1465,144861,239758,0,-12944,86120,-252,30412,6680,-392,8156,15968,24100,17000,7100,0,8628,-9166,-1888,11080,98692,0,4976,94897,1588,92065,53948,19845,14260,3968,44,652,592,-27615
1976:Q1,1456113,162503,1293610,1137302,156308,-496,628,31626,151272,6806,331276,380029,226087,150389,65592,11520,-1414,153942,232796,0,23744,112360,-352,-26708,-26324,-4392,15768,-11760,18736,5096,13640,0,14924,-23312,-1712,7952,101844,0,5320,78854,1724,75950,58348,19262,-9476,7064,752,548,632,-48753
1976:Q2,1481236,169337,1311899,1157103,154796,1032,624,31215,154943,7065,334297,426850,232504,152786,69283,11800,-1365,194346,276940,0,24388,93184,-864,48868,24252,2456,12272,9888,-4040,296,-4336,0,16792,-12868,-3864,9840,99564,0,5940,82594,1776,80478,46428,18102,8236,7028,684,-232,572,-92553
1976:Q3,1518387,176128,1342259,1186851,155408,-468,644,32321,158494,7173,337938,354317,236651,156419,69317,12230,-1315,117666,198964,0,-14068,84860,-76,10636,-6012,-2332,2848,16132,-3924,-404,-3520,0,10972,-9732,-3920,8884,109160,0,6172,81298,2028,78314,59580,19762,-5720,4128,564,352,604,-16379
1976:Q4,1554856,182716,1372140,1221106,151034,812,660,34766,162403,7900,340455,395788,252414,161586,79393,12701,-1266,143374,255924,0,9336,104884,-892,-20016,-47488,13840,-6688,20320,29568,27364,2204,0,14216,-8964,-2120,10104,113764,0,6044,112550,2472,109386,66180,30734,7460,4768,244,-24,716,-55333
1977:Q1,1588814,188798,1400016,1258165,141851,-824,716,37565,169051,14162,332765,410328,266012,169694,84000,13520,-1202,144316,260880,0,47720,142380,-640,-13980,-8808,-16876,6868,4836,-2388,-20132,17744,0,-15088,-30340,-2476,9200,119564,0,6928,116564,3012,112296,77264,28264,2056,4112,600,428,828,-77563
1977:Q2,1633021,195691,1437330,1286950,150380,104,752,39047,173901,7874,354806,365727,283211,174576,95733,14084,-1182,82516,216072,0,8520,80416,312,20832,7912,444,13328,-852,1648,6956,-5308,0,-18176,-10092,2244,9728,113088,0,7552,133556,3640,128812,80400,40920,196,6356,940,160,944,-10921
1977:Q3,1677748,198551,1479197,1318773,160424,-4,772,40624,178277,7653,370896,396021,290606,178976,98356,14460,-1186,105415,239723,0,14532,99632,-244,6684,9056,1372,-6268,2524,-10476,-5472,-5004,0,-12236,-2385,2864,9740,123940,0,7672,134308,3712,129476,92380,36092,-1904,2308,600,152,968,-25125
1977:Q4,1737356,208476,1528880,1357753,171127,-28,796,43179,183575,7415,389642,387776,298638,185170,99831,14851,-1214,89138,232310,0,-10940,86084,964,1500,-18436,1656,9904,8376,31296,28784,2512,0,-17268,7466,-968,11256,115624,0,7296,143172,3236,138284,93652,37884,1656,4192,900,756,896,1866
1978:Q1,1778084,211996,1566088,1388476,177612,40,844,36051,191404,7168,397095,461795,300930,184116,103346,14734,-1266,160865,310520,0,52460,112896,6148,-1288,-23448,616,28604,-7060,19724,-3108,22832,0,-16604,-14264,2020,10624,131668,0,7136,149655,2832,144971,98756,39675,-4376,9860,1056,852,1000,-64700
1978:Q2,1838230,223084,1615146,1447497,167649,1272,864,48994,197008,7096,406963,409134,326001,200857,110836,15635,-1327,83133,261884,0,18232,73964,5264,52560,31384,-204,24712,-3332,2428,2640,-212,0,-11208,-18916,-2316,12272,122676,0,6928,178751,2492,174183,95368,60227,4148,13136,1304,1052,1024,-2171
1978:Q3,1892608,236298,1656310,1479806,176504,-516,877,44854,203513,7196,416282,429702,329994,201371,114089,15915,-1381,99708,268939,0,13668,88612,4660,24472,18768,176,19872,-14344,11056,10068,988,0,-11576,-12661,52,11456,132240,0,6960,169231,2432,165111,111408,45191,-2400,10984,-72,612,1076,-13420
1978:Q4,1945960,247218,1698742,1520247,178495,936,873,45369,210055,7296,426686,436174,336702,206536,115408,16183,-1425,99472,264447,0,-17672,87344,6852,-14268,-55096,2352,34216,4260,65708,58984,6724,0,-5500,-14509,-708,11880,138112,0,7208,164975,2644,160555,119816,40559,9016,-9876,1040,616,1160,-9488
1979:Q1,2005182,253625,1751557,1556720,194837,-724,927,42907,215998,7448,444643,456210,336025,208077,113059,16365,-1476,120185,289504,0,31652,85076,27060,18492,-9284,5620,25744,-3588,4676,-23324,28000,0,-20028,-8436,-2836,10528,135796,0,7524,169319,2792,164307,123032,45223,-5384,1124,312,956,1264,-11567
1979:Q2,2045197,261998,1783199,1598270,184929,700,914,36728,223038,7312,437169,462773,335338,206981,113543,16326,-1512,127435,294282,0,36208,41756,27952,99988,77156,-744,25420,-1844,-5296,-6152,856,0,-22616,-41154,-288,11572,138480,0,7680,166847,2880,162019,104888,44711,-3884,16160,144,568,1380,-25604
1979:Q3,2110875,274827,1836048,1653946,182102,-196,929,39875,230103,7464,443491,447630,345583,215210,114983,16940,-1550,102047,280394,0,41852,71960,28564,28556,34008,4140,14136,-23728,15228,12412,2816,0,-28672,-30238,-3080,10384,138028,0,7812,178347,2944,173859,117648,45931,-824,10156,948,144,1400,-4139
1979:Q4,2169580,285202,1884378,1698946,185432,1108,947,33854,236371,7940,447878,502657,342070,213456,112935,17271,-1592,160587,324618,0,-30252,72328,38548,115044,90056,-4092,11728,17352,30908,25280,5628,0,-27552,-35962,-2688,11240,145080,0,7924,164031,2984,158407,120380,37379,3244,-3028,432,1312,1328,-54779
1980:Q1,2233200,284825,1948375,1751346,197029,-1240,989,30738,243728,8168,461098,475921,339357,215664,107318,18017,-1642,136564,267357,0,6272,98580,58328,22360,16724,26268,10120,-30752,-38436,-47384,8948,0,-17405,-57362,-6660,9832,183364,0,8484,130793,2956,125565,95028,17909,-1484,14308,-196,1028,1244,-14823
1980:Q2,2270768,292174,1978594,1753644,224950,-504,1000,5641,252014,8716,472385,604561,302109,196948,89274,17565,-1678,302452,357965,0,-6164,90304,61896,82888,79220,-4424,5268,2824,-9556,-11872,2316,0,-26274,-53409,2744,10752,198228,0,6556,55513,2868,50817,62628,-25283,2400,9824,1248,688,1140,-132176
1980:Q3,2349230,302195,2047035,1812243,234792,-1196,1021,13994,257943,9296,495216,584791,319705,209444,94101,17866,-1706,265086,384547,0,58804,137372,744,-2276,-4460,-3392,3472,2104,19256,13508,5748,0,-12204,-52729,1156,9668,218316,0,6440,119461,3056,113833,97956,5961,-3456,11552,1820,1376,1196,-89575
1980:Q4,2444643,318854,2125789,1882975,242814,824,1050,20488,263213,8932,517357,588786,341182,219544,105132,18228,-1722,247604,406357,0,-6260,170100,-21340,26236,35756,6188,6784,-22492,26464,17964,8500,0,-17657,-18982,396,10740,229836,0,6824,158753,3520,152221,105268,15125,7972,24160,-304,1604,1408,-71429
1981:Q1,2507965,330898,2177067,1941428,235639,-1516,1162,26314,268142,8652,518765,597623,349703,228761,104218,18488,-1764,247920,338849,0,55812,7116,133384,-18088,-54176,-17388,61888,-8412,-20544,-38528,17984,0,-30425,-3346,4496,9168,193268,0,8008,90929,3736,84869,72352,21285,-6456,-3084,772,648,1676,-78858
1981:Q2,2558139,342672,2215467,1975702,239765,-212,1168,18314,272823,9124,520398,639576,343689,224009,102363,19080,-1763,295887,429188,0,24564,97700,41152,85912,54832,1720,26024,3336,7192,-13332,20524,0,-48591,8788,5620,10596,188020,0,8236,133301,3716,126417,85868,22921,6500,10036,1092,1164,2004,-119178
1981:Q3,2657007,356887,2300120,2019574,280546,-1616,1174,24405,278277,9508,570930,720727,348309,234226,95774,20070,-1761,372418,471059,0,25680,112692,115952,56772,36972,-3344,28264,-5120,-12980,-18904,5924,0,-62219,19030,2740,8824,196728,0,7840,98641,4388,91637,58876,27865,-1564,5328,1132,672,1944,-149797
1981:Q4,2689677,352663,2337014,2038756,298258,-148,1168,6730,283144,9764,577052,762290,327886,220204,87787,21655,-1760,434404,528989,0,78708,165763,70488,4132,-20084,2764,1064,20388,32716,17932,14784,0,-26160,4442,5112,9712,176620,0,7456,94585,5760,85937,50852,7281,11280,16340,184,1380,1508,-185238
1982:Q1,2724699,352515,2372184,2082113,290071,-2768,1200,15571,281779,11476,571977,762153,332445,226609,85041,22673,-1878,429708,501329,0,27584,219798,27648,88738,21936,-1936,73880,-5142,9144,-19380,28524,0,-32460,-45654,3812,7668,189252,0,5800,71621,7040,62865,54152,22625,-8288,-9116,3492,600,1116,-190176
1982:Q2,2769538,359735,2409803,2110902,298901,1020,1190,15625,285258,10336,589278,721057,334811,229171,84243,23269,-1872,386246,465487,0,-10940,174690,46212,109855,73832,1684,57836,-23497,12556,5580,6976,0,-21114,-69978,968,8136,209836,0,5268,79241,8216,69621,36508,20689,4004,6892,1528,632,772,-131779
1982:Q3,2810495,350149,2460346,2159330,301016,-152,1189,15876,288492,10004,594039,804221,338894,231820,85286,23652,-1864,465327,530720,0,53572,104529,108156,105404,64316,-7536,34576,14048,-8208,-12288,4080,0,-17305,-66649,3500,6580,234940,0,6200,65393,9088,54805,33344,9769,-2580,13608,664,880,620,-210182
1982:Q4,2853110,356573,2496537,2221728,274809,-376,1189,25608,290732,8596,580988,566450,358101,243084,92759,24110,-1852,208349,341758,0,10788,224486,-53608,-59788,-66224,-4880,1412,9904,61676,29288,32388,0,-55540,-52108,5668,8852,234524,0,16808,133409,9656,121893,65704,22261,9036,23132,1760,1196,664,14538
1983:Q1,2893144,350873,2542271,2263170,279101,-2760,1258,32313,288541,8284,587653,752712,378664,247051,109221,24330,-1938,374048,497552,436,83880,237337,-125576,138696,76204,-2760,79216,-13964,-18532,-31544,13012,0,-50886,-52227,21800,7652,242576,0,12396,123504,10836,109760,87980,23876,-14520,6280,6144,2308,600,-165059
1983:Q2,2943387,359553,2583834,2330613,253221,2680,1260,48340,292275,8432,586824,781321,411241,266047,122240,24901,-1947,370080,550152,-184,11296,198092,-45684,130966,84724,572,62136,-16466,188,3872,-3684,0,-27100,-50550,30052,9472,278544,0,15060,180072,12616,164748,95416,37940,480,25788,5124,2128,580,-194497
1983:Q3,3002204,345432,2656772,2403934,252838,-1676,1256,57058,296257,8884,594337,827487,436704,277786,135017,25881,-1980,390783,587615,444,112,231207,16116,137725,55560,7744,41496,32925,-14964,2720,-17684,0,-27638,-64018,20256,8172,261740,0,18464,196832,12288,181580,115052,52892,-1416,6080,8972,2404,560,-233150
1983:Q4,3088124,355658,2732466,2458922,273544,3540,1246,68770,301234,7560,638282,602950,460446,293320,142179,26986,-2039,142504,380896,568,-54348,146586,8072,-41195,-42020,-164,-1208,2197,26860,17520,9340,0,-1880,-44342,18828,9776,292980,0,18992,238392,9860,225052,122388,77932,11792,3200,9740,2884,596,35332
1984:Q1,3176237,361174,2815063,2505960,309103,692,1321,77102,307833,8708,684701,786396,479611,306893,147826,26926,-2034,306785,535253,1012,18984,272792,9512,135348,113432,5620,64032,-47736,14648,-15248,29896,0,-92141,-34136,13722,5032,210952,0,-20472,228468,9472,216884,145764,79420,-12316,-9636,13652,2712,-600,-101695
1984:Q2,3258656,370444,2888212,2566514,321698,7720,1319,82167,313175,8212,715229,859998,493182,315995,151865,27448,-2126,366816,600788,360,20804,282937,32124,219968,132936,6756,58736,21540,-11912,-4400,-7512,0,-98992,-70203,12605,6080,196616,0,10400,233972,9124,222968,120136,99272,-9488,4996,8052,3276,-1396,-144769
1984:Q3,3332632,384110,2948522,2607185,341337,452,1337,77283,320067,8192,729610,767299,493591,316741,151424,27649,-2223,273708,456156,-1016,-20616,210916,16260,125077,61020,12384,59976,-8303,-6916,3756,-10672,0,-80749,-73879,32123,5424,239856,0,9676,182448,10252,170632,111436,71504,-9992,-6700,4384,2944,-1380,-37689
1984:Q4,3387186,395936,2991250,2658143,333107,2584,1367,83732,325727,8328,735455,745436,505735,327635,152638,27786,-2324,239701,491461,-364,28760,219444,119600,-74429,-88840,27984,-5948,-7625,36848,44052,-7204,0,-53858,-67929,19209,7612,245588,0,10980,251760,11836,236924,132980,76628,19652,6104,1560,3588,-588,-9981
1985:Q1,3451504,432285,3019219,2740466,278753,2188,1400,90210,335929,8906,696774,947861,521622,343131,153049,27812,-2370,426239,733297,460,57180,188572,-17912,350749,144004,-23681,146880,83546,50808,-39944,90752,0,-126139,-49689,30515,8440,232148,0,8164,307058,9856,294878,193140,99470,-5128,560,6836,2472,-148,-251087
1985:Q2,3492955,388524,3104431,2789648,314783,1944,1421,89065,343310,8593,739088,747758,527820,348021,154173,28108,-2482,219938,492636,-820,25228,123047,47584,75668,-64080,54751,47156,37840,47024,58512,-11488,0,-136483,-53368,64012,11372,262400,0,26972,272698,9512,259306,126472,79354,22820,30156,504,3444,436,-8670
1985:Q3,3541678,421527,3120151,2865153,254998,152,1424,105385,350138,9362,699887,652003,552926,369652,157901,27975,-2602,99077,426963,1580,44500,107131,-6168,121018,74552,-17730,47048,17149,-51028,-19776,-31252,0,-101488,-34973,79200,11252,214244,0,41696,327886,7348,315882,215280,85326,-14880,27844,2312,4260,396,47884
1985:Q4,3605428,428916,3176512,2893289,283223,1840,1455,88464,356909,8875,720106,715971,547141,357812,163136,28922,-2729,168830,599444,2044,-80984,86470,23480,66322,-122720,-43900,178064,54878,72448,103432,-30984,0,-112818,60761,123966,15068,295320,0,47368,430614,93936,334682,191928,71810,23208,44540,3196,2276,-280,4135
1986:Q1,3668708,426304,3242404,2940144,302260,3168,1455,90235,367792,9506,752494,925277,567100,368575,171990,29249,-2714,358177,578456,644,133896,109573,31921,14623,-83740,-12884,43864,67382,54448,11340,43108,0,-127639,-20128,117766,15704,231040,0,16608,220279,-10544,228919,158220,55403,-4416,13516,6196,2868,-964,-172783
1986:Q2,3709144,429417,3279727,2969349,310378,2592,1445,99835,374870,9958,776272,1004715,594276,383318,184090,29703,-2835,410439,624722,696,133496,80588,85025,96218,-29320,14326,50796,60416,-43408,-17508,-25900,0,-129720,8023,123532,18364,232764,0,19144,214283,-1220,214915,162020,67459,-31580,4572,12444,2268,-1680,-228443
1986:Q3,3754920,439467,3315453,3035963,279490,1100,1450,129157,383713,10482,781528,902586,636612,419472,189305,30788,-2953,265974,579105,1284,89224,135322,69039,-24734,73880,4801,-70636,-32779,-2948,14320,-17268,0,-142298,295,132973,18272,278848,0,23828,313131,3224,310091,237100,64611,-16340,15256,9464,1492,-1676,-121058
1986:Q4,3792002,456036,3335966,3073244,262722,2324,1458,115478,395172,10130,764108,1035803,637296,415168,192334,32856,-3062,398507,712954,480,112076,178147,-11141,71613,-8108,2148,47452,30121,57224,71452,-14228,0,-192551,-22179,146105,20636,330460,0,22084,314447,-3308,316311,240152,35651,39332,10644,-9468,2420,-976,-271695
1987:Q1,3843018,450732,3392286,3102246,290040,724,1467,88860,402073,10714,769516,836010,618936,393257,194733,34095,-3149,217074,416378,-264,-57552,68216,-2814,89810,-102176,-14214,133960,72240,59472,-8580,68052,0,-182478,-39631,182335,28260,240824,0,30200,199304,-132,188308,228192,-13496,-16788,-20864,11264,11244,-116,-66494
1987:Q2,3901266,511671,3389595,3172664,216931,1552,1497,101836,410556,10571,718807,948600,643589,412618,198561,35636,-3226,305011,640899,-648,46768,142667,37260,296925,141096,-2572,103424,54977,-8464,7940,-16404,0,-170737,-25603,40327,25528,228676,0,28200,335888,-604,332664,252584,47516,3688,25300,3576,2468,1360,-229793
1987:Q3,3972105,488976,3483129,3238648,244481,3748,1545,115106,419468,10918,770340,1049758,666819,432765,200989,36347,-3282,382939,669491,-500,22980,169808,24309,199400,38408,7291,94968,58732,2452,948,1504,0,-102393,-23369,19964,29224,301136,0,26480,286552,-960,285856,199660,53972,24512,8668,-956,416,1240,-279418
1987:Q4,4070838,506969,3563869,3272956,290913,-1556,1591,97803,428794,10101,804262,863264,661293,422812,206629,35171,-3319,201971,413575,888,-30304,216099,43201,33481,8636,22351,95028,-92534,-40060,-38232,-1828,0,-102048,-25064,-52178,41912,294988,0,32660,211604,500,202976,207648,41148,4336,-61412,11256,4524,3604,-59002
1988:Q1,4153166,502070,3651096,3355515,295581,724,1631,109698,434098,10584,827886,1044713,676896,437634,203865,38732,-3335,367817,631245,-140,50112,167353,39346,66138,7564,-9062,60888,6749,64856,26952,37904,0,-99448,-35973,42,23844,333864,2776,18476,263428,640,260792,193252,58496,7040,-6152,8156,2544,-548,-216827
1988:Q2,4231439,497805,3733634,3417436,316198,2520,1671,106790,441147,10384,854600,1074187,683989,440223,210236,36904,-3374,390198,685130,1624,27440,170410,-18196,178012,171852,-20693,49168,-22315,8580,20820,-12240,0,-22115,-6724,-3613,28856,300860,2872,17124,294932,96,291960,232808,50920,-2764,5748,5248,2656,220,-219587
1988:Q3,4324764,506668,3818096,3489624,328472,44,1697,96426,450690,11702,862233,1033937,682745,437587,212897,35694,-3433,351192,646024,752,4684,171144,-7806,131921,75884,16794,55740,-16496,-5788,3828,-9616,0,21375,-28880,-2794,24600,312484,2920,21412,294832,2756,288776,213732,40000,12188,17608,5248,2656,644,-171704
1988:Q4,4410708,517213,3893495,3565309,328186,2108,1697,103294,460572,11786,880677,1013534,701303,452260,216360,36198,-3515,312231,571711,1412,-43064,163609,38349,106763,4920,81590,68448,-48196,10760,14840,-4080,0,-69983,-45359,-2912,34016,350272,2920,24928,259480,2472,253052,222732,36848,-15612,9452,-368,2560,1396,-132857
1989:Q1,4533757,552879,3980878,3626311,354567,-140,1663,98734,467833,11549,907782,810129,702401,452618,214503,38865,-3585,107728,342328,1780,19718,61712,39020,58603,86334,-12911,13618,-28438,18426,16494,1932,0,-144965,-15853,-14745,15312,283668,5968,13684,234600,1719,216969,155821,45388,18104,-11224,8880,16288,-376,97653
