1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,12461943,1497496,10964447,10578127,386320,-1860,4841,118511,1321553,-23503,1843186,2652249,1592905,1033557,416394,153602,-10648,1059344,1567820,-31928,144966,564815,-35739,1318605,362750,477459,-21378,499773,-44751,-90323,33224,12348,-720951,-356787,-168679,90096,713556,7504,87113,508475,-10332,494303,41245,-20082,130488,333920,8732,25228,-724,-809064
2008:Q4,12357344,1444905,10912439,10305993,606446,-1242,4898,28892,1324966,22072,1932092,3656095,1462961,950715,369658,153090,-10502,2193134,1237741,-2536,732078,-19652,854489,1733233,788479,131410,146123,667221,-861085,-869889,10576,-1772,-1087641,-365228,-444410,111536,563606,7504,15846,-955393,-4836,-982285,-183548,-54401,-6076,-746992,8732,25228,6500,-1724003
2009:Q1,12032785,1202365,10830420,10214012,616408,-615,4910,27179,1322514,15915,1944661,2250389,1419717,949520,329785,150948,-10536,830672,813530,-17508,-42864,-216694,81348,719347,474237,-723085,223610,744585,-294350,-319614,19444,5820,242136,-77421,-121526,73196,449769,-808,18906,-17142,2564,-57634,183570,-83844,-55956,-91612,-9792,39900,-1972,-305728
2009:Q2,12077329,1131102,10946227,10203066,743161,-2455,4972,19326,1318061,14106,2059015,1726643,1384637,940275,305061,149742,-10441,342006,496958,288,239601,-102455,-379532,-1381949,-71428,-1380926,122380,-51975,38132,31108,18440,-11416,948748,-57454,561893,9672,592965,-808,27856,154953,14172,107497,151063,-148610,59204,55632,-9792,39900,-6616,332373
2009:Q3,12023565,1135304,10888261,10335733,552528,-3285,4980,56817,1316635,-90193,2007908,2087772,1435304,978468,318179,148986,-10329,652468,751115,1712,-20354,37765,-659469,196383,764197,-140477,140831,-568169,45768,31264,17452,-2948,-32175,-58006,646155,5844,531883,-808,56418,98648,7092,53184,-16128,-59524,71084,67544,-9792,39900,-1528,-79864
2009:Q4,12129048,1140741,10988307,10400652,587655,1127,4973,39051,1317367,-52224,1992451,2408217,1416027,958709,322096,145421,-10199,992190,1133995,-13164,23261,737235,-626959,56243,523310,-424560,200314,-242821,14530,13586,17976,-17032,-135801,-36778,440755,45880,608187,-808,21412,141805,4484,106841,52436,-86311,44592,105916,-9792,39900,-9420,-415765
2010:Q1,12288740,1191796,11096944,10495098,601846,-3543,4977,36426,1313730,-55737,1999219,2223483,1399252,952658,314781,141968,-10155,824231,519464,-17008,-453393,173703,-658281,439636,145976,16987,85035,191638,14319,-6237,12932,7624,-95352,201454,277878,4292,660141,6064,-33989,-304767,3732,-290727,-298104,-88259,115368,-20744,1012,-27780,10008,-224264
2010:Q2,12512040,1213243,11298797,10596058,702739,-1477,4953,57820,1311440,-10206,2075775,2751119,1435590,973945,330365,141298,-10018,1315529,1230402,11476,254136,-113368,-305737,700476,870943,-60658,41648,-151457,42712,42660,6784,-6732,-356408,158906,187520,7228,644583,6064,-7186,-85127,-8840,-52091,-70153,-72542,34004,55588,1012,-27780,3584,-675344
2010:Q3,12638296,1256304,11381992,10685261,696731,-3879,4904,67937,1309712,3494,2062103,2504106,1416232,981896,301756,142473,-9893,1087874,821902,10136,-47921,425493,-74730,-813557,119980,115101,13763,-1062401,15307,29107,8016,-21816,-1817,168848,368896,53584,692757,6064,18841,-265972,-10516,-216076,-208231,14711,-54220,30652,1012,-27780,-11600,-442004
2010:Q4,12787436,1289139,11498297,10813914,684383,-2005,4857,92554,1311809,-19202,2101086,3110185,1450377,1006170,308544,145443,-9780,1659808,1709247,13584,260841,75359,-252883,451317,-73334,96502,173497,254652,79786,109814,-6140,-23888,25177,188667,207822,1288,674783,6064,-22558,49439,5936,62671,-48871,33478,9676,67376,1012,-27780,8612,-1009099
2011:Q1,13138162,1426570,11711592,10937883,773709,-3565,4394,95845,1319946,3510,2178031,2054250,1459943,1016024,307185,146456,-9722,594307,842711,9348,263778,318914,-15991,-566161,-819970,606527,-22194,-330523,-16897,-18173,6188,-4912,-42866,164560,102867,63740,509503,14544,37373,248404,-624,227692,22928,100880,-32760,130844,5800,19840,1496,123780
2011:Q2,13249214,1445863,11803351,11054068,749283,-2351,4385,83844,1328844,1817,2153418,3130236,1464216,1011332,310679,151816,-9611,1666020,1627402,-17248,140152,690355,79026,22028,-649455,136974,665,533845,174389,174833,3892,-4336,-464629,149363,245356,73316,495877,14544,24874,-38618,-2632,-57750,-79926,84228,-63068,-4784,5800,19840,1924,-976819
2011:Q3,13392554,1471428,11921126,11135210,785916,-5768,4418,82266,1339274,-550,2197820,3655761,1482145,1018665,315572,157399,-9491,2173616,2114617,-3656,607744,114028,-275609,1349365,659893,146955,30519,511998,-42243,-48951,10312,-3604,-818802,142217,245544,130952,549180,14544,101354,-58998,-19420,-54418,-143663,107889,34080,-58524,5800,19840,-5000,-1457941
2011:Q4,13458353,1470905,11987448,11191223,796225,-1503,4442,97410,1346305,4698,2229297,2835203,1512896,1038888,323218,160151,-9361,1322307,1393406,-28088,174330,355070,-103738,136128,360880,-380604,36102,119749,-192132,-191964,3992,-4160,112576,179061,107749,86348,482001,14544,69556,71099,-5856,57395,-33979,144658,45380,-104464,5800,19840,-280,-605906
2012:Q1,13720382,1468324,12252058,11342406,909652,-4138,4554,129962,1348220,6792,2372350,1700291,1570651,1072102,342384,165406,-9241,129640,248672,-4412,53259,340396,-68794,-1140995,-427249,-528922,-133586,-51237,68826,93214,-12240,-12148,-56297,56906,383467,-33396,642034,9036,-1359,119032,-6880,115116,-91836,141364,-37808,94648,8748,3452,7344,672059
2012:Q2,13851860,1487682,12364178,11390108,974070,-2472,4612,117519,1359525,8246,2435784,2968117,1574009,1067829,347094,168227,-9141,1394108,1429692,-22240,-38088,339621,-19985,707039,495992,316784,6684,-112422,59671,76211,-14432,-2108,-184377,-2646,214824,-55568,422752,9036,-347,35584,-19324,43972,-94463,161139,560,-32012,8748,3452,7484,-532333
2012:Q3,13811848,1510004,12301844,11441933,859911,-3043,4653,121780,1367678,10745,2330928,3273374,1592211,1075475,359584,166233,-9081,1681163,1701634,5360,93877,95471,27387,363645,-145503,119224,-113706,503630,-40113,-13845,-12364,-13904,155279,-970,448067,15348,504549,9036,24696,20471,-14484,29863,-143013,143756,2008,18364,8748,3452,1640,-942446
2012:Q4,14287089,1572046,12715043,11552571,1162472,-787,4716,138699,1376131,-45027,2716826,3229142,1637172,1096094,383104,167036,-9062,1591970,1554723,-10228,376356,450400,211792,114487,710116,-222699,-145220,-227710,77820,98556,-12700,-8036,-493353,-20178,265454,31340,520937,9036,20861,-37247,-16916,-9979,-98328,188461,8584,-117444,8748,3452,-13804,-512315
2013:Q1,13904887,1650843,12254044,11664031,590013,-2756,5217,149894,1386851,18204,2100581,2167372,1691721,1110242,403077,187831,-9429,475651,729242,12876,59853,-100991,-124961,-995633,-261152,-344638,-52075,-337768,-81033,-72497,-1384,-7152,769955,141847,500004,1140,497512,5660,43014,253591,-5916,257879,-25325,200968,-1164,75104,8296,-2360,3988,-66791
2013:Q2,14037079,1683862,12353217,11702405,650812,-1368,5171,141056,1401691,19232,2167788,2113909,1706850,1108259,422432,185418,-9259,407059,565963,15248,191762,340905,33135,-1352839,-326427,-163338,-86364,-776711,226830,236502,-2560,-7112,332196,159983,27631,23904,516400,5660,45149,158905,-12560,166217,-49163,151156,19016,36912,8296,-2360,7608,53879
2013:Q3,14123638,1676332,12447306,11795140,652166,-3126,5113,142552,1412541,20925,2178095,2386549,1725484,1112286,435561,186807,-9170,661065,786147,-92,197745,369343,-45779,-129413,-20633,194474,-3997,-299257,-68059,-58015,-2736,-7308,-477825,158692,152516,32780,520674,5660,69905,125082,-17260,148722,22540,179702,-36404,-25412,8296,-2360,-4020,-208454
2013:Q4,14209478,1699103,12510375,11940580,569795,-406,5118,144378,1426032,21788,2112893,2501486,1733442,1117809,436083,188712,-9162,768044,1486649,-17636,311872,-143632,-138407,-263594,-137941,-177584,-49075,101005,189775,200411,-7472,-3164,477302,172648,245313,23248,562274,5660,61828,718605,-17492,734021,4996,178425,59512,482792,8296,-2360,4436,-388593
2014:Q1,14460196,1745793,12714403,12046536,667867,-2741,5224,145316,1437600,20363,2222455,2530983,1739814,1119762,442465,186841,-9254,791169,1140745,1728,-67958,601916,167101,-313107,-550988,350227,-33774,-78572,180269,193325,-8272,-4784,-181223,77224,240572,37072,340447,27480,29223,349575,-4528,323651,-21518,240917,10616,86456,7180,26532,3920,-308529
2014:Q2,14691362,1759499,12931863,12216758,715105,-602,5230,176968,1443695,19182,2310754,2854964,1792964,1153789,457004,191531,-9360,1062000,1350098,-10868,136118,526593,-81111,-256428,-477300,86393,-60458,194937,-76458,-64026,-7792,-4640,413036,61737,212645,47728,311282,27480,38344,288098,-2760,258830,-36369,236811,33348,17860,7180,26532,5496,-544210
2014:Q3,14888875,1799757,13089118,12374173,714945,-2462,5252,187077,1457535,-21405,2373248,3116828,1826668,1169578,471389,195281,-9580,1290160,1117467,11576,128722,260882,-31074,87628,-150059,220061,-45581,63207,114518,131038,-8732,-7788,-135807,73716,170852,54088,335282,27480,19605,-172692,-11168,-185420,-30943,220807,2180,-384644,7180,26532,-2636,-743580
2014:Q4,15095862,1837669,13258193,12508126,750067,-1919,5285,191619,1470375,19223,2385634,3328208,1860929,1183255,488988,198598,-9912,1467279,1725347,-27872,-311306,520229,-68880,69159,207731,-136313,-17414,15156,-18013,-10353,-7896,236,793762,63845,251930,68176,371345,27480,-14508,258069,-7752,241169,86759,177754,33080,-63604,7180,26532,-1880,-942574
2015:Q1,15286081,1905569,13380512,12552198,828314,-2900,5254,191951,1477040,20650,2468501,3572187,1878397,1185409,501286,201768,-10066,1693790,2038313,-4664,134332,769129,43550,15994,316477,96584,-58178,-338889,-10917,6687,-14568,-3036,338553,155498,177267,64684,325520,212,29154,344522,-2108,323522,35290,236180,33460,8180,10412,18668,4440,-1103686
2015:Q2,15431734,1943891,13487843,12706484,781359,-1633,5224,210684,1487181,21338,2451029,2456524,1924594,1209944,516526,208499,-10375,531930,1035070,-20424,364462,334491,73529,-289256,511,16652,-29498,-276920,-103753,-87005,-13644,-3104,-114205,151471,168156,37280,407663,212,25442,503140,-13656,494668,160882,251450,40596,31328,10412,18668,3460,-5495
2015:Q3,15546539,1948277,13598262,12832216,766046,-2924,5250,204882,1508011,21562,2449203,3118081,1955941,1218331,537153,211053,-10596,1162140,1497009,-13228,-224181,681965,118040,1419406,861373,559780,-1014,-733,-138621,-119537,-16724,-2360,-1026476,158417,-20011,62580,411332,212,67574,334869,-9920,327001,113105,247484,27388,-71388,10412,18668,-880,-668878
2015:Q4,15630610,1965812,13664798,12878224,786574,-2151,5336,197999,1521039,22126,2475999,2984819,1969118,1218848,548402,212598,-10730,1015701,1381081,-17028,174870,435203,-47691,-264569,146647,86485,-54326,-443374,-44300,-27832,-14240,-2228,375359,139354,63684,32304,498105,212,35578,365380,-6076,352912,170015,198829,24728,-51072,10412,18668,-124,-508820
2016:Q1,15707656,1925301,13782355,12974234,808121,-2653,5505,219584,1517248,21293,2515502,3123557,2007363,1231864,567267,219132,-10900,1116194,1533969,2904,32738,520138,92806,264436,304643,-127,-44743,4664,158607,168311,-7580,-2124,126159,-208991,65331,54048,361479,3184,61129,417775,3872,399867,110657,266058,31548,-21876,13480,9300,4736,-608055
2016:Q2,15785822,1943993,13841829,13115320,726509,-2318,5574,215360,1536559,14366,2456170,2911406,2024366,1238533,575963,221013,-11143,887040,1398669,-5240,-1345,588815,-127640,18964,207664,-31611,-5873,-151215,7238,14830,-5100,-2492,625983,-250776,80785,82688,305950,3184,70063,511629,-492,499541,207183,226506,7896,44476,13480,9300,3280,-455236
2016:Q3,15940626,1972518,13968108,13254819,713289,-1915,5568,221704,1557542,21443,2463609,2380525,2051683,1257322,582539,223215,-11393,328842,880552,-2000,-61094,1304290,-289993,-28476,-25733,-131008,70067,58197,-147560,-136760,-8384,-2416,-338019,-158089,138674,36884,364049,3184,58704,551710,-8924,555194,235430,247104,10260,48920,13480,9300,-3860,83084
2016:Q4,16116495,1993195,14123300,13386431,736869,-974,5473,224249,1571133,1184,2524620,882907,2078729,1265406,598232,226741,-11650,-1195822,-844303,-18120,-203506,426617,-248937,-766252,-66481,-58630,59493,-700634,-84409,-77245,216,-7380,56242,-235717,-69158,4864,251054,3184,39836,351520,-7144,354812,231962,205182,-7128,-88684,13480,9300,-5448,1641713
2017:Q1,16357295,2004238,14353057,13564085,788972,-2479,5356,208789,1595436,-6353,2591715,3095819,2103196,1268376,617538,228883,-11601,992623,1590699,18128,404985,441647,3381,-368115,-286228,113061,-92946,-102002,46721,58073,-3784,-7568,101324,110043,246441,24488,512929,16012,32716,598076,-1232,588472,329494,197858,-18216,72296,7040,5340,5496,-504104
2017:Q2,16551071,2012301,14538770,13666688,872082,-2452,5219,205543,1616116,21960,2664110,3172228,2111135,1276895,629869,216316,-11945,1061093,1652714,12400,157272,68490,56463,276493,301173,-53671,-25242,54233,-26394,-24218,3256,-5432,277716,116379,163402,4988,485656,16012,43836,591621,12260,572333,272837,172128,47600,72728,7040,5340,1688,-508118
2017:Q3,16747178,2055064,14692114,13809094,883020,-2347,5155,220739,1631137,-98975,2826369,2727484,2140663,1298336,638379,216335,-12387,586821,1033814,23712,70909,395643,90769,-378591,-339763,35596,-63605,-10819,-87292,-69492,-8672,-9128,-255540,97551,478846,26540,418109,16012,137145,446993,-14272,455697,268826,174123,-13236,18944,7040,5340,228,98886
2017:Q4,16995481,2123711,14871770,14049256,822514,-1310,5173,261106,1641948,22739,2696346,2879337,2209612,1342794,656601,223143,-12926,669725,1386343,-3424,205875,-65596,140806,56737,157682,-23047,53549,-131447,-172488,-165932,-4044,-2512,230980,107449,344123,27924,492966,16012,4979,716618,7808,703758,314047,233155,15412,134104,7040,5340,-288,-182992
2018:Q1,17204659,2071599,15133060,14252863,880197,-2366,5304,261862,1668797,22446,2780740,3195571,2239974,1357223,658856,237167,-13272,955597,1515531,12504,56582,717172,59860,125253,447799,-51094,-128653,-142799,-94148,-85608,-4908,-3632,-107661,23129,300480,51908,298774,5536,66141,559934,6068,535914,274522,182836,15884,66212,-3540,8216,9736,-414831
2018:Q2,17407174,2058107,15349067,14409113,939954,-1654,5354,252115,1693119,22186,2855994,2747023,2265311,1361609,674968,242463,-13729,481712,967337,1312,-327142,666274,272661,520271,541272,115501,9968,-146470,-33397,-23517,-6244,-3636,-577470,-42607,83020,48956,315902,5536,34021,485625,-1056,479061,325998,121519,64244,-29160,-3540,8216,-596,108971
2018:Q3,17648330,2085263,15563067,14534557,1028510,-2491,5394,243040,1712998,8383,2968280,3447090,2267084,1364801,674947,241367,-14031,1180006,1694287,-2600,-357451,70824,-151552,922132,671487,386204,44848,-180407,-13823,-3067,-6240,-4516,492245,-84679,450310,36256,256589,5536,70500,514282,-10860,513538,331589,186901,-11924,10512,-3540,8216,3388,-478809
2018:Q4,17852608,2081642,15770966,14633001,1137965,-1673,5368,234424,1728562,-15409,3109319,3007190,2260587,1365380,664778,244607,-14178,746603,1176986,236,-71366,270663,512394,1597745,681738,220348,81773,613885,-87788,-78448,-5624,-3716,-612181,-24946,-769530,56764,261147,5536,38314,430383,-2380,429479,245219,199492,91328,-103020,-3540,8216,-4932,102129
2019:Q1,18144924,2156670,15988254,14678471,1309783,-3105,5412,217492,1746769,17068,3248459,4466078,2263357,1360272,660591,256622,-14128,2202721,2644659,-3640,1322,607504,668042,-72730,172518,-44590,-104115,-96543,-4342,1918,-2276,-3984,675042,34942,276603,14800,421567,-1160,26710,441938,-4896,392446,241152,180130,-56812,-21716,49692,48548,5840,-1217619
2019:Q2,18283216,2222161,16061055,14882388,1178667,-951,5368,231642,1769015,14834,3158171,4287764,2306952,1390012,672592,258493,-14145,1980812,2687350,-5508,-210015,435703,-39801,1419309,737555,194933,-94105,580925,33272,39508,-2440,-3796,-65856,51214,550471,17276,463085,-1160,39360,706538,-304,661074,338215,170211,56980,45976,49692,48548,-2780,-1129593
2019:Q3,18408864,2197940,16210924,15074002,1136922,-2072,5346,244543,1788685,14595,3148137,3309890,2344283,1414433,687036,257000,-14186,965607,1593358,-476,-434389,718858,826729,-197149,-21999,-91819,-72604,-10727,125493,131377,-2272,-3612,29725,64706,-124769,53300,501044,-1160,31446,627751,-1512,577219,312266,206089,-8488,17660,49692,48548,3496,-161753
2019:Q4,18587986,2220394,16367592,15229452,1138140,-2800,5387,245836,1805607,13942,3167454,4467461,2361680,1425959,692123,257849,-14251,2105781,2726313,4824,741490,537963,326626,-551513,-375167,78572,25488,-280407,-2227,3969,-1576,-4620,671019,76780,513119,-5548,341688,-1160,73252,620532,-2364,574832,260159,184169,52848,27964,49692,48548,-484,-1300007
2020:Q1,18774836,2255919,16518917,15014548,1504369,-4215,5486,169594,1834817,15254,3483825,4888529,2341285,1372006,719305,264181,-14207,2547244,3137977,37432,144363,1212093,2038968,-531670,-1487531,12136,23852,919873,555658,561962,-1720,-4584,282287,-43714,-1252550,192404,453745,22476,26486,590733,-11372,564481,291450,36007,135048,68308,33668,27540,10084,-1404705
2020:Q2,20182994,2111918,18071076,13647419,4423657,-5024,5148,149857,1849428,-41168,6453938,8012652,2255343,1360706,666766,242194,-14323,5757309,5705268,-25844,1992126,2496178,964450,-1260636,-184995,-1361085,-51800,337244,-67630,-60742,-2920,-3968,899115,49437,176631,1284,351876,22476,105805,-52041,-9088,-66681,257446,-269143,-32604,-56048,33668,27540,-3812,-1558714
2020:Q3,19843546,2263341,17580205,14925819,2654386,-3603,5276,424678,1865243,17551,4917877,3196205,2645852,1637339,775438,247542,-14467,550353,1458880,15808,1227891,249868,-792792,-1089458,-121309,124352,3259,-1095760,-184068,-179992,-672,-3404,1017781,82286,233694,88404,410065,22476,176924,908527,-5280,887907,554175,106116,-44204,238152,33668,27540,-1640,1721672
2020:Q4,19714712,2394744,17319968,15188087,2131881,-1610,5328,420603,1916798,20261,4442083,5458330,2759768,1670973,846731,256701,-14637,2698562,3637000,3896,4565884,-2257170,-540254,483256,476482,33326,-79251,52699,144272,146640,-1484,-884,398014,11775,204256,91648,495278,22476,13669,938438,-12992,928250,474489,78865,23888,317340,33668,27540,-4360,-1016247
2021:Q1,22162222,2577641,19584581,15694885,3889696,-373,5273,470839,1983929,-200354,6539172,4473436,2915867,1769306,896766,264425,-14630,1557569,2603814,5408,1201251,1956760,563098,-3192359,-1915409,-305356,-106019,-865574,4447,-2313,7660,-900,1380336,-124610,608804,-3792,136115,11776,56581,1046245,2276,1004141,586208,160957,-1428,236656,21748,31324,8504,2065736
2021:Q2,21046077,2703921,18342156,16453539,1888617,-4145,5286,568974,2033497,25436,4456221,5187427,3047846,1892594,922831,247237,-14816,2139581,3476954,-5112,1615109,-324123,46859,127572,-383037,331811,-95070,273869,66196,63660,5140,-2604,1629324,-51634,158500,35804,128783,11776,37900,1337373,4,1309365,879944,302461,1784,103428,21748,31324,-3320,-731206
2021:Q3,21138329,2789859,18348470,16796345,1552125,1429,5336,418662,2130199,-24365,4121444,4197626,2992289,1813817,952219,241245,-14992,1205337,2510744,-3200,581896,392992,-385087,254444,324106,-200047,-99168,229553,179810,175862,5836,-1888,574144,-64786,409909,80956,366277,11776,111614,1305407,-3912,1278083,881902,229233,52732,92468,21748,31324,-88,-76182
2021:Q4,21284021,2901620,18382401,17230761,1151640,-1623,5456,457489,2203452,29573,3775929,4679338,3133210,1903423,978890,266057,-15160,1546128,2970944,1976,487712,1093016,229322,-1203768,-634203,89689,-151086,-508168,111036,108164,5580,-2708,1147207,-214010,991675,10544,289289,11776,15168,1424815,-2640,1395347,933894,258621,156280,24804,21748,31324,784,-903410
2022:Q1,21410529,3162775,18247754,17544004,703750,-2526,5627,456555,2284030,31437,3404745,4353682,3236837,1950380,1015394,286377,-15314,1116845,2607613,8328,596288,119255,92871,311811,621056,312496,-123025,-498717,419568,430832,-8388,-2876,1145001,-132895,-607999,62552,510270,13188,69377,1490768,8284,1442516,1006470,343278,58364,8996,25408,32932,7036,-948938
2022:Q2,21659694,3157770,18501924,17949510,552414,-3888,5701,401682,2365841,32110,3278238,3337218,3216634,1952399,1012804,266898,-15467,120584,1483574,4624,1648138,-1306198,302808,1532230,564583,694721,134484,138442,-182194,-168566,-10212,-3416,261407,-164865,-1275487,68560,481064,13188,100299,1362991,-10056,1343327,1022661,410650,80624,-196016,25408,32932,-3212,-58979
2022:Q3,22018767,3137041,18881726,18269110,612616,-2957,5842,391612,2415046,-74475,3484950,3671671,3183647,1970993,955092,273177,-15615,488024,1699680,6196,890461,-1489678,217767,1432435,1437301,925481,5138,-935484,-242513,-230349,-8132,-4032,627250,-31577,-474681,66744,565407,13188,118680,1211656,-3028,1181700,807488,313124,55196,-19516,25408,32932,52,-186721
2022:Q4,22274077,3095669,19178408,18555979,622429,-1169,5866,344462,2456615,21545,3394926,3796633,3115666,1958011,899900,273513,-15758,680967,1284934,-5456,-1523226,-523807,494630,2751875,1831589,757841,88152,74293,-195869,-184685,-8865,-2320,341105,-37207,-617050,37588,460487,13188,88676,603967,1084,579719,442480,315719,91316,-295204,25408,32932,-9768,-401706
2023:Q1,22643887,2763673,19880214,18932012,948202,-711,6025,399962,2461751,28122,3775057,4742734,3174931,2018569,888774,283393,-15805,1567803,2072944,-2456,-162264,-1761415,1567065,2158773,1205098,463013,131336,359326,-101990,-100829,-1401,240,-351129,-27740,-181199,96420,715521,14264,109094,505141,292,469269,355025,197236,-86140,-29468,32616,31496,4084,-967677
2023:Q2,22868020,2703839,20164181,19136630,1027551,-1401,6102,379805,2485904,5286,3880471,4734242,3172241,2017399,882134,288652,-15944,1562001,2206358,-12940,82943,-66678,822213,931333,1415292,-335372,134473,-283060,-28945,-24476,-5618,1148,-394511,45283,12159,59136,660351,14264,81752,644358,8996,603802,373637,171785,-21492,47256,32616,31496,64,-853771
2023:Q3,23085700,2765325,20320375,19456485,863890,-2636,6161,367880,2521557,-423159,4167689,3269229,3202511,2027422,899638,291536,-16085,66718,724822,8100,-795192,121872,642777,360578,555768,298843,37368,-531402,-265486,-264448,-2159,1120,372667,37585,-309146,-2448,462880,14264,76370,658105,164,623689,466126,19487,-716,106176,32616,31496,2756,898461
2023:Q4,23247519,2792473,20455046,19695294,759752,-597,6226,363395,2530997,-27026,3674347,4109572,3213726,2025292,904237,300425,-16228,895846,1380358,100,-211563,-70836,579137,1362051,342785,217203,101568,700496,130701,137157,-4232,-2224,-548417,-97990,-324585,-36880,486083,14264,98292,484512,-1104,451380,271640,129400,25036,-7312,32616,31496,2740,-435225
2024:Q1,23651952,2930182,20721770,19925162,796608,-2199,6334,333955,2539758,-45078,3706866,3486311,3236016,2001794,947319,303172,-16269,250295,866742,12949,711338,-440030,371376,-998389,-274587,-339250,96157,-480709,2837,7834,-3089,-1908,132714,-47308,378219,84408,517205,13488,127935,616448,9552,568580,279750,92666,9536,158264,28364,31948,6368,220556
