1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q2,4262,4103,16757,1737,-1634,-402,-3876,-483,-519,1881,-13420,8665,266,-63,-2297,283,2,-127,5047,17821,1626,0,16195,18400,18825,56,89,-291,1234,-157,17894,0,16138,1756,-425,1502,-1927,0,1802,-336,13142,680,946,2316
2011:Q3,4266,4287,37746,-9982,-2582,-192,1355,-2773,-3484,2236,-7228,12604,270,-166,7020,4334,3,-127,1912,35901,1623,0,34278,5350,11013,-113,65,261,1239,-1146,10707,0,10394,313,-5663,-4360,-1303,0,-32417,-1276,7400,679,944,2315
2011:Q4,11135,4416,-32882,-1613,-3561,-109,-3714,3500,2184,110,-12456,2948,335,-12,-2110,-1435,-15,-127,-299,-20222,1626,0,-21848,8990,12615,-110,-52,617,1237,471,10452,0,17879,-7427,-3625,-2775,-850,0,48591,-5069,14884,680,946,2315
2012:Q1,16292,4748,3517,5773,-2040,-233,4488,-1420,1489,-995,-1202,6616,257,168,1101,-4833,16,623,3817,-5620,2281,0,-7901,-21043,-7797,-73,402,-1386,-463,831,-7108,0,-2526,-4582,-13246,-12751,-495,0,-13017,1320,-4235,1330,951,379
2012:Q2,14656,4868,19985,-57,1149,-647,1430,-135,-2325,-2372,-968,7230,224,-80,2922,1379,0,510,943,12212,2279,-161,10094,21175,9617,-1156,68,1743,-465,170,9257,1966,5689,1602,11558,-3251,14837,-28,10978,-362,3980,1329,950,380
2012:Q3,14369,4864,-1120,3799,3308,89,2163,625,283,-1085,-1626,3966,139,17,-581,-580,-3,496,2612,-12579,2279,-152,-14706,12636,24911,-91,-73,-1105,-463,441,26202,-2246,4614,23834,-12275,-9075,43,-3243,23261,106,2907,1329,950,378
2012:Q4,-2013,4959,13595,2962,90,7,-1424,-487,-2105,-2598,-3758,7524,128,274,2419,4021,1,471,-2569,7215,2279,-42,4978,-10540,-2745,294,-21,-2422,-462,-285,151,-8,14829,-14670,-7795,-1057,-3593,-3145,-31107,-1012,13121,1329,950,379
2013:Q1,13360,5308,477,-4204,-834,246,8167,7,844,-1483,-1484,10283,224,-482,1194,5023,2,188,1152,-10199,-1422,27,-8804,7470,7365,604,138,-176,-553,-176,7528,-725,-4468,12721,105,-532,6044,-5407,15045,1077,-3687,-1710,288,929
2013:Q2,14139,5232,8758,-907,-3188,-157,4955,-762,-1909,-3304,200,10730,727,458,2407,4712,3,166,1826,-2244,-1425,1,-820,1970,62,-1228,104,-907,-552,-1848,4493,-73,3789,777,1908,-905,2727,86,2119,377,4570,-1712,287,931
2013:Q3,18919,5333,-1188,-436,-163,-101,4171,346,1546,-2605,1127,3757,465,-225,-306,5395,7,112,1201,-11308,-1423,-34,-9851,4062,3821,169,54,-988,-553,611,4528,-12,52,4488,241,-1654,1724,171,18836,-576,833,-1710,287,929
2013:Q4,17089,5451,-14205,-1203,1887,17,-1627,1125,4076,-2556,-6054,1782,941,-281,-617,-2739,54,177,-3960,-6854,-1425,20,-5449,371,-2007,-153,523,-413,-549,138,-1553,-95,-2303,845,2378,-2495,4835,38,26214,-695,-1520,-1712,287,929
2014:Q1,14749,5261,39791,4053,-2412,96,4095,-832,445,860,-2610,6232,332,1328,566,1376,10,292,4443,25612,38,394,25180,28040,32492,-355,171,990,-126,133,31679,-442,1458,30663,-4452,-3301,-1447,296,-2263,1009,2467,-921,959,-88
2014:Q2,15625,5389,-12600,1061,1295,-150,353,672,3707,-453,-3735,162,540,133,-2292,6011,-9,272,3425,-23239,39,-388,-22890,-10484,-7745,116,-173,761,-130,-284,-8035,11,8075,-16121,-2739,-1477,-1327,65,12352,-527,9085,-922,961,-88
2014:Q3,15008,5520,28622,1050,427,23,9675,294,3202,564,-6454,12069,581,220,839,2309,5,319,-463,13637,38,195,13404,13922,17891,-144,68,1757,-125,-383,16718,-11,6732,9997,-3969,-4852,737,146,-5211,73,7741,-921,959,-88
2014:Q4,17486,5545,-17637,-88,-1206,97,-1317,-281,-958,-990,-3540,4452,616,-380,3983,-1924,-1,298,-3080,-14635,37,-207,-14465,-15189,-10003,-64,37,506,-126,42,-10398,227,-1694,-8931,-5186,-3916,-1052,-218,14390,-508,-683,-922,959,-89
2015:Q1,16444,6175,21698,23,428,-100,8518,171,9,-584,7517,1405,497,53,-115,1507,3,172,5497,5215,799,1221,3195,8930,10264,91,57,1557,-63,1071,7551,-227,-294,8072,-1334,-4062,2664,64,-2499,314,-680,-329,1128,715
2015:Q2,15943,6205,22267,-5332,977,-99,7857,171,-768,-2828,2380,8902,530,-318,-799,-1303,3,171,3595,16985,799,-648,16834,7852,9446,0,-106,1658,-65,83,7876,0,8785,-909,-1594,-4703,3057,52,-4677,190,8397,-329,1128,717
2015:Q3,16091,6253,36499,4095,1069,-100,4000,391,-873,-2005,1887,4600,588,-878,2623,1618,-1,185,1946,21354,796,-102,20660,8323,8107,158,12,2019,-60,-1275,7253,0,11207,-3954,216,-6470,6589,97,-18338,-92,10823,-331,1127,715
2015:Q4,16030,6297,-15003,-1586,862,-100,1990,203,235,-1184,-1589,4325,870,331,-3196,-861,9,195,-3578,-9939,799,152,-10890,-3609,-8527,128,213,3060,-62,893,-12759,0,290,-13049,4918,-6223,11332,-191,21127,-376,-96,-329,1128,715
2016:Q1,16798,6273,34846,-1459,-3414,-114,10697,1471,926,1383,1107,5810,730,-46,3304,1907,-36,-4102,4764,22615,5048,603,16964,45115,27325,-927,-566,3249,1710,1072,22787,0,10457,12330,17790,-5902,23679,13,20794,995,8130,2028,3020,299
2016:Q2,16104,6354,17671,4010,-2035,-52,5360,1908,1988,1040,-2979,3403,773,-203,-3658,1263,63,132,1151,10867,5049,-438,6256,11749,13864,-25,1237,-1241,1709,-313,12497,0,13302,-805,-2115,-4715,2619,-19,3828,27,10976,2028,3021,298
2016:Q3,15538,6467,26640,-8049,855,190,25742,5083,7853,1826,3513,7467,1055,7,-3561,2807,17,132,5567,1878,5047,255,-3424,23242,24903,-24,266,-934,1712,-1243,25126,0,15951,9175,-1661,-3700,2187,-148,5673,111,13625,2028,3019,298
2016:Q4,16211,6587,-11120,-1815,-2249,-82,3576,2629,542,105,185,115,136,131,6796,3526,-23,132,-7773,-13475,5048,-1057,-17466,-3156,396,-23,-403,-1275,1712,1531,-1146,862,4206,-6214,-3552,-4388,2362,-1526,17588,-852,1880,2028,3020,298
2017:Q1,21670,6395,39030,956,542,-18,-3972,-3109,5036,-96,-4095,-1708,-697,121,5332,1469,6,309,6976,28006,9308,0,18698,22847,28807,-12,16,-456,260,-434,29433,-500,3672,26261,-5960,-5306,-810,156,-908,1678,-2874,3951,5357,2595
2017:Q2,23257,6532,28998,107,536,-21,6678,-2660,6706,1420,-2106,3318,1495,-391,4009,5947,57,309,4321,5951,9307,0,-3356,30846,35530,-15,1068,-460,259,-1321,35999,526,24006,11467,-4684,-4109,-519,-56,18573,380,17463,3949,5358,2594
2017:Q3,-29532,6643,30461,9941,1187,27,8373,-1814,9321,1342,-3124,2648,904,170,-484,-54,-52,309,689,9451,9308,0,143,60095,62936,31,-900,-519,261,566,63497,110,55562,7825,-2841,-1664,-1231,54,-6541,414,49017,3951,5357,2594
2017:Q4,23193,6807,-7101,-6733,1735,60,21947,-1335,12980,2921,-566,7947,667,-666,926,-5455,-11,309,-2622,-17258,9306,0,-26564,-20354,-18095,-22,-203,-446,262,2992,-20678,427,-7452,-13653,-2259,-1656,-440,-163,3133,-511,-13995,3949,5357,2594
2018:Q1,20507,6757,31279,1315,1791,-142,697,-1629,-7755,3882,654,5545,876,1103,6543,-1151,61,619,11183,8384,2189,0,6195,18992,16826,-98,980,-930,2101,933,13840,-549,8785,5604,2166,-920,2085,1001,1463,538,4771,1736,453,2278
2018:Q2,26666,6894,30287,6679,5541,-101,5697,-1165,-5102,1382,-7366,17948,260,254,1275,3678,-32,-229,6033,1232,2191,0,-959,16468,14612,-71,-520,-884,2096,-2075,16066,265,12321,3480,1856,-2153,3814,195,5953,482,8307,1737,454,2277
2018:Q3,22912,7001,29411,-7195,-3881,46,18039,-36,1588,8815,-8628,16300,723,122,9557,7279,9,-366,2342,2736,2188,0,548,26803,27886,-34,105,-394,2102,-18,26125,191,20405,5529,-1083,-2968,1901,-16,13303,-718,16392,1736,452,2277
2018:Q4,9711,7090,25041,-2489,-788,148,19240,677,19179,6128,-23583,16839,812,-37,2728,-1802,-6,-1145,-1727,10107,2189,0,7918,-14260,-12610,-18,-104,-768,2101,719,-14540,389,2549,-17478,-1650,-2904,1562,-308,-36679,555,-1464,1736,453,2277
2019:Q1,21922,7280,11600,2153,-371,363,12013,1307,-985,2031,-951,10611,350,-1770,-2459,3474,29,-271,4359,-6270,2618,0,-8888,20437,20483,19,482,44,653,1037,18248,-19,5755,12512,-46,-822,448,328,23479,388,4003,1249,1369,503
2019:Q2,20540,7424,26797,8576,3514,83,2964,-395,-2839,-2038,-2894,11130,120,199,-1349,861,-28,1175,5637,5045,2618,0,2427,23068,25994,-14,-477,-60,655,-1124,27014,720,14380,11914,-2926,-1204,-1517,-205,9387,-328,12626,1250,1368,504
2019:Q3,20022,7520,27253,4456,400,-80,7049,-1128,-6376,1882,-703,13374,-58,-1151,6096,2652,5,646,-2130,9368,2617,0,6751,19540,19551,-27,32,325,652,-890,19459,129,6965,12365,-11,-613,882,-280,4789,118,5214,1248,1369,503
2019:Q4,26303,7583,25757,2218,-1056,248,7666,683,3148,4370,-153,-382,1949,593,-4074,797,11,-1403,-1250,20058,2617,0,17441,9212,17002,7,178,-512,651,986,15692,358,16879,-1545,-7790,-3289,-4307,-194,2175,-104,15127,1249,1368,503
2020:Q1,17053,9058,12976,-3467,-62,374,15445,1385,963,-2020,-319,15436,736,-936,-2293,6452,126,258,10070,-13727,959,0,-14686,1342,6455,46,2438,-503,2776,2651,-953,-246,7149,-7856,-5113,-3473,-1735,95,-3638,-84,5903,1777,-818,-531
2020:Q2,18527,8645,26425,10395,8081,633,19713,2372,6077,-3012,544,13732,100,761,-15864,7547,72,362,7548,-12923,961,0,-13884,34871,42131,78,306,-591,2775,274,39289,-1074,18784,21579,-7260,469,-3979,-3750,18329,123,17535,1778,-817,-529
2020:Q3,19351,8923,37096,-8066,-2809,132,29912,-93,5446,9391,1953,13215,-114,-715,-7219,6577,382,1357,2667,14992,958,0,14034,50872,49373,33,4940,-35,2773,-3336,44998,-1284,29290,16992,1499,-304,-588,2391,24204,17,28044,1777,-819,-531
2020:Q4,20041,9212,26617,3695,4708,-910,-11755,-4436,-11595,-1287,808,4755,692,-98,3557,1339,-43,-1099,-2208,28739,959,0,27780,-1621,-4430,-83,-1251,-125,2773,1145,-6889,120,2,-7011,2809,-184,3165,-172,-17409,-586,-1244,1777,-818,-531
2021:Q1,19602,9177,20283,9025,1914,89,22748,-794,12002,-2509,-629,14678,72,288,60,6897,-34,286,9741,-30803,6849,0,-37652,54454,55199,-22,-629,-167,4748,1638,49631,882,31624,17125,-745,-164,-426,-155,44597,1243,27337,2793,4056,1494
2021:Q2,17073,9448,39347,-3231,-5740,262,30530,-348,19637,-4043,-621,15905,1195,-350,1460,2586,-44,-1437,8667,5449,6849,0,-1400,43104,40759,-10,-987,-445,4748,-2597,40050,-474,26400,14124,2345,-1676,2762,1259,11382,1852,22115,2792,4057,1493
2021:Q3,-6722,9551,20537,14186,3512,-270,9197,-1949,-662,-400,-128,12336,909,-420,-67,5835,-59,-708,10216,-21794,6848,0,-28642,64523,66247,-54,-888,-11,4743,-801,63258,-287,49185,14360,-1724,-3308,1308,276,27713,-32,44899,2793,4055,1493
2021:Q4,18583,9761,-5432,2527,-2880,-97,8551,-1316,672,-3257,240,12212,1229,-1483,1183,1620,-37,882,-5983,-10944,6848,409,-18201,-5010,-3029,-37,-495,-115,4746,1513,-8641,-272,4006,-12375,-1981,-4506,2811,-286,9244,-643,-279,2792,4056,1493
2022:Q1,23590,10153,85391,-19153,-3664,-745,8062,-1595,-16581,2244,2713,21281,1913,-1099,36648,3686,-73,441,13346,46029,6686,-409,39752,54159,55369,-27,-677,-78,3778,1004,51369,-271,18756,32884,-1210,-4209,2428,571,-17795,493,14887,3483,3203,386
2022:Q2,20684,10428,78367,-5716,1681,217,20566,367,11419,2164,265,6351,769,395,2943,615,-94,-2060,10053,48998,6687,212,42099,28537,29452,33,-548,-147,3773,-2563,28904,-3,39361,-10454,-915,-4660,3505,240,-39573,556,35493,3483,3204,385
2022:Q3,-903,10738,93623,351,5513,129,26340,172,14900,3246,-4081,12103,505,-1988,8741,4759,-77,691,-793,49452,6683,1060,41709,56899,55380,32,-650,508,3774,-507,52223,0,47141,5082,1519,-4270,5721,68,-48366,-472,43275,3481,3202,385
2022:Q4,23575,10852,-594,2162,7891,527,25109,904,27585,4139,-6643,-876,-457,191,-9821,2854,-11,368,3733,-33140,6686,-25,-39801,-3228,-2932,80,97,-104,3773,2301,-9079,0,14765,-23844,-296,-3185,2832,57,10089,-453,10897,3483,3203,385
2023:Q1,21916,11126,38611,-2755,-3299,-400,18729,354,6350,2933,-8275,17367,77,1109,-15720,2241,-51,-1464,17074,23070,3782,-132,19420,63777,65198,434,-454,-324,5513,159,59870,39,33859,25972,-1421,-3316,1491,404,35956,30,30906,2408,1374,545
2023:Q2,22361,11222,12999,4679,2874,-503,11466,224,6632,5862,-7491,6239,1240,-742,-4744,6947,6,-94,9583,-17713,3781,-473,-21021,38369,37184,450,-358,255,5512,-1544,32869,-39,28323,4585,1185,-2994,4287,-108,36509,-446,25370,2408,1373,545
2023:Q3,22226,11308,33158,-7506,-6959,-280,53456,1724,33880,11535,-8021,14338,106,498,-8535,2679,-9,-370,7277,-7199,3781,-642,-10338,43576,42887,961,-233,227,5510,209,36213,275,30468,5470,689,-2628,3539,-222,21336,-181,27516,2408,1373,544
2023:Q4,22888,11507,36821,13468,9601,-761,4211,-232,-453,7726,-5551,2721,1108,28694,4244,2276,69,58,10660,-36807,3781,0,-40588,34513,33793,436,1016,90,5510,1708,25033,-131,12079,13085,720,-2791,3518,-7,9074,-53,9126,2408,1373,545
2024:Q1,22379,11659,31810,81,-2696,112,56294,1637,25172,8418,-5714,26781,261,721,-25438,575,-34,-506,14310,-11869,8268,0,-20137,36959,37830,-301,-606,264,3096,3999,31379,233,36505,-5360,-871,-4728,4048,-191,15868,739,30960,4092,4176,1453
