1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,1647,281,5725,355,0,0,4280,0,990,161,3163,-34,-11,3,425,333,0,0,340,0,0,0,0,3717,3360,0,0,-24,0,32,3352,0,3300,52,357,305,52,0,-642,0,3300,0,0,0
1978:Q1,1664,314,4711,-505,0,0,4335,0,-6,-24,3680,685,-9,7,359,170,0,0,354,0,0,0,0,3723,3451,0,0,6,0,33,3412,0,3390,22,272,250,22,0,363,0,3390,0,0,0
1978:Q2,1532,344,4334,143,0,0,3201,0,-532,163,3401,169,-10,7,450,176,0,0,367,0,0,0,0,3875,3617,0,0,15,0,37,3565,0,3507,58,258,200,58,0,730,0,3507,0,0,0
1978:Q3,1536,365,5996,398,0,0,4578,0,673,-212,3661,456,1,8,452,182,0,0,377,0,0,0,0,3925,3680,0,0,15,0,33,3632,0,3574,58,245,187,58,0,-901,0,3574,0,0,0
1978:Q4,1550,388,6102,383,0,0,4393,0,555,574,2799,465,25,-13,723,209,0,0,382,0,0,0,0,3974,3683,0,0,-12,0,21,3674,0,3591,83,291,208,83,0,-966,0,3591,0,0,0
1979:Q1,1506,464,5026,-477,0,0,3813,0,446,237,2835,295,57,8,980,194,0,0,451,0,0,0,0,4189,3820,0,0,39,0,11,3770,0,3619,151,369,218,151,0,205,0,3619,0,0,0
1979:Q2,1589,481,4001,328,0,0,2053,0,-155,231,1451,526,-20,8,932,202,0,0,498,0,0,0,0,4219,3852,0,0,39,0,4,3809,0,3658,151,367,216,151,0,1326,0,3658,0,0,0
1979:Q3,1525,509,5243,128,0,0,3827,0,-47,319,2836,719,30,9,533,208,0,0,508,0,0,0,0,4265,3889,0,0,40,0,-4,3853,0,3703,150,376,226,150,0,38,0,3703,0,0,0
1979:Q4,1372,529,5392,271,0,0,3482,0,-29,297,2758,456,192,-14,745,238,0,0,478,0,0,0,0,4376,3930,0,0,-8,0,-15,3953,0,3755,198,446,248,198,0,-172,0,3755,0,0,0
1980:Q1,1275,530,4189,253,0,0,2572,0,493,-62,2542,-401,124,9,518,223,0,0,490,0,0,0,0,4468,4047,0,0,39,0,27,3981,0,3830,151,421,270,151,0,1024,0,3830,0,0,0
1980:Q2,1446,526,3420,-79,0,0,1479,0,-997,-73,1727,822,47,10,1233,230,0,0,500,0,0,0,0,3855,3483,0,0,21,0,47,3415,0,3338,77,372,295,77,0,1355,0,3338,0,0,0
1980:Q3,1333,544,3992,-41,0,0,2675,0,921,-61,1882,-67,44,9,567,239,0,0,499,0,0,0,0,3723,3353,0,0,17,0,46,3290,0,3221,69,370,301,69,0,521,0,3221,0,0,0
1980:Q4,1199,570,4417,-38,0,0,2798,0,1166,403,1571,-342,129,-17,776,274,0,0,495,0,0,0,0,4144,3749,0,0,27,0,24,3698,0,3156,542,395,288,107,0,356,0,3156,0,0,0
1981:Q1,1170,599,4324,29,0,0,2699,0,955,118,1074,552,61,11,656,254,0,0,614,0,0,0,0,3484,3168,0,0,17,0,2,3149,0,3087,62,316,254,62,0,-269,0,3087,0,0,0
1981:Q2,1151,628,3080,27,5,0,1555,5,-244,209,1092,493,92,10,436,265,0,0,690,0,0,0,0,3327,3058,0,0,19,0,-19,3058,0,2985,73,269,196,73,0,770,0,2985,0,0,0
1981:Q3,1119,657,3968,16,15,0,2457,20,655,292,1163,327,102,11,391,272,0,0,704,0,0,0,0,3304,2930,0,0,32,0,-21,2919,0,2793,126,374,248,126,0,-201,0,2793,0,0,0
1981:Q4,1093,697,2892,-37,22,0,1466,25,-123,185,61,1318,92,4,521,290,0,0,534,0,0,0,0,3156,2485,0,0,-90,0,-7,2582,0,2678,-96,671,408,263,0,660,0,2678,0,0,0
1982:Q1,1076,730,3454,115,42,0,1494,52,174,316,764,188,65,7,681,433,0,0,557,60,0,0,60,3075,2450,0,0,17,0,12,2421,0,2191,230,625,591,34,0,-33,0,2191,0,0,0
1982:Q2,850,718,7067,-40,132,0,1545,144,-170,364,1198,9,42,-137,700,308,0,0,532,3985,0,0,3985,6255,5486,0,0,7,0,27,5452,0,2154,3298,769,793,-24,0,-680,0,2154,0,0,0
1982:Q3,675,699,3530,-93,273,0,1829,294,630,407,703,-205,53,-123,682,326,0,0,519,64,0,0,64,2935,2158,0,0,-19,0,27,2150,0,2177,-27,777,805,-28,0,-619,0,2177,0,0,0
1982:Q4,509,686,3870,-190,1189,0,2452,1498,587,446,380,-459,99,-27,623,-136,0,0,517,-657,0,0,-657,5675,4809,0,0,121,0,13,4675,0,4310,365,866,629,237,0,1628,0,4310,0,0,0
1983:Q1,404,726,3838,-372,839,0,1991,784,1357,495,176,-821,149,-125,651,193,0,0,511,1,0,0,1,2881,2434,0,0,-22,0,0,2456,0,2470,-14,447,461,-14,0,-1279,0,2470,0,0,0
1983:Q2,359,733,3145,-198,702,0,711,898,712,556,-156,-1299,205,-82,754,455,0,0,501,97,0,0,97,2439,2142,0,0,32,0,-12,2122,0,2126,-4,297,301,-4,0,-1079,0,2126,0,0,0
1983:Q3,308,766,4300,-460,1311,0,1829,1388,1392,577,-241,-1287,206,-37,577,327,0,0,497,50,0,0,50,3929,3420,0,0,109,0,-14,3325,0,3114,211,509,298,211,0,-829,0,3114,0,0,0
1983:Q4,391,810,3018,-561,1716,0,2689,1751,1251,557,-80,-790,151,-82,118,60,0,0,488,-1561,0,0,-1561,5364,4866,0,0,35,0,-10,4841,0,4510,331,498,451,47,0,1927,0,4510,0,0,0
1984:Q1,287,859,3398,-96,658,0,2595,693,1262,773,-586,453,103,-117,-453,104,0,0,632,-28,0,0,-28,4400,3568,0,0,1,0,0,3567,0,3526,41,832,791,41,0,431,0,3526,0,0,0
1984:Q2,160,905,4102,811,83,0,3833,1011,1316,793,-553,1266,76,-137,-1615,311,0,0,732,8,0,0,8,4326,3612,0,0,58,0,2,3552,0,3603,-51,714,765,-51,0,-521,0,3603,0,0,0
1984:Q3,-15,940,3955,-249,587,0,4132,244,2135,892,-420,1281,90,-77,-1537,274,0,0,718,17,0,0,17,4312,3419,0,0,-37,0,6,3450,0,3579,-129,893,1022,-129,0,-598,0,3579,0,0,0
1984:Q4,-404,968,3778,64,101,0,3504,150,1818,754,-366,1148,84,118,-730,16,0,0,679,-58,0,0,-58,5066,3625,0,0,-93,0,12,3706,0,4108,-402,1441,1366,75,0,-83,0,4108,0,0,0
1985:Q1,-1018,1177,4639,606,42,0,4378,477,794,1550,201,1356,205,22,-700,-456,0,0,644,-102,0,0,-102,4088,4314,0,0,-13,0,17,4310,0,4364,-54,-226,-172,-54,0,-2746,0,4364,0,0,0
1985:Q2,-1089,1193,7185,19,688,0,5939,396,275,2194,580,2494,178,-83,-528,336,0,0,609,27,0,0,27,9451,9021,0,0,-8,0,20,9009,0,9082,-73,430,502,-72,0,-16,0,9082,0,0,0
1985:Q3,-1069,1180,11045,611,295,0,9479,773,2980,1971,1653,2102,150,56,-402,297,0,0,506,53,0,0,53,13704,12778,0,0,73,0,27,12678,0,12465,213,926,713,213,0,410,0,12465,0,0,0
1985:Q4,-631,1206,7931,3570,-2641,0,9375,1206,2334,2530,1072,2233,142,73,-325,-361,0,0,431,-2333,0,0,-2333,12065,11527,0,0,56,0,38,11433,0,11126,307,538,429,109,0,2297,0,11126,0,0,0
1986:Q1,-251,1272,11800,353,8,0,9775,27,3433,663,2484,3168,284,140,-250,228,0,0,1267,-5,0,0,-5,10749,9387,0,0,0,0,46,9341,0,9432,-91,1362,1453,-91,0,-2574,0,9432,0,0,0
1986:Q2,241,1231,11553,544,-196,0,9726,-72,2814,-99,3153,3930,220,50,-189,314,0,0,1092,-8,0,0,-8,10581,9994,0,0,14,0,52,9928,0,9920,8,587,579,8,0,-1962,0,9920,0,0,0
1986:Q3,719,1217,13391,499,-166,0,10933,-33,3655,-354,3757,3908,232,42,-42,450,0,0,1456,-13,0,0,-13,11996,11709,0,0,6,0,65,11638,0,11604,34,287,253,34,0,-1893,0,11604,0,0,0
1986:Q4,1077,1236,9685,836,-517,0,11321,141,3887,-105,4295,3103,273,-11,187,-472,0,0,1057,-2989,0,0,-2989,12931,12802,0,0,340,0,84,12378,0,11251,1127,129,-38,167,0,3088,0,11251,0,0,0
1987:Q1,1334,1239,12524,51,74,0,10170,61,2536,19,5204,2350,96,25,464,782,0,0,1035,-173,0,0,-173,10071,10623,0,0,65,0,104,10454,0,10590,-136,-552,-417,-135,0,-2358,0,10590,0,0,0
1987:Q2,1496,1267,12407,619,-633,0,10220,59,2016,12,6484,1649,306,59,779,373,0,0,745,-61,0,0,-61,11405,11519,0,0,129,0,125,11265,0,10867,398,-114,-512,398,0,-773,0,10867,0,0,0
1987:Q3,1519,1314,11837,485,-503,0,9877,108,1882,16,6347,1524,118,45,844,211,0,0,765,-5,0,0,-5,10445,10885,0,0,207,0,137,10541,0,10490,51,-440,-490,50,0,-1187,0,10490,0,0,0
1987:Q4,1570,1337,11577,325,-214,0,9143,210,2132,31,4793,1977,126,63,659,235,0,0,1044,196,0,0,196,12436,13560,0,0,900,0,140,12520,0,9459,3061,-1124,-537,-587,0,1092,0,9459,0,0,0
1988:Q1,1419,1341,11972,-1321,1520,0,8384,344,2246,25,3497,2272,145,115,774,869,0,0,1486,0,0,0,0,8362,8632,0,0,-112,0,79,8665,0,8388,277,-270,-547,277,0,-3532,0,8388,0,0,0
1988:Q2,1421,1381,11145,-350,640,0,7604,510,2224,1,2461,2408,130,45,724,421,0,0,1931,0,0,0,0,7127,7502,0,0,17,0,79,7406,0,7279,127,-375,-502,127,0,-3978,0,7279,0,0,0
1988:Q3,1534,1396,11136,-735,1038,0,7307,495,2363,43,1806,2600,137,6,886,569,0,0,1928,0,0,0,0,6806,7248,0,0,90,0,79,7079,0,6978,101,-442,-543,101,0,-4192,0,6978,0,0,0
1988:Q4,1510,1426,8465,-1278,1511,0,7493,299,2661,154,1531,2848,168,234,1259,469,0,0,1464,-2855,0,0,-2855,8269,8284,0,0,176,0,79,8029,0,7483,546,-15,-547,532,0,-111,0,7483,0,0,0
1989:Q1,2323,1653,11038,956,-790,0,7224,97,2671,570,691,3195,205,149,1881,384,0,0,1029,0,0,0,0,7540,8046,0,0,380,0,-172,7838,0,7932,-94,-506,-412,-94,0,-2828,0,7932,0,0,0
1989:Q2,2280,1685,11450,1036,-941,0,7234,-111,2888,792,23,3642,248,71,2748,372,0,0,682,0,0,0,0,8356,8517,0,0,121,0,-172,8568,0,8327,241,-161,-402,241,0,-2499,0,8327,0,0,0
1989:Q3,-132,1752,11023,1161,-1049,0,7157,-113,2857,972,-194,3635,243,83,2417,481,0,0,530,0,0,0,0,8924,8686,0,0,73,0,-172,8785,0,8136,649,238,-411,649,0,-3983,0,8136,0,0,0
