1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q2,72655,21976,11892,26988,15624,3664,4860,2840,11799,72655,54943,29007,12937,10711,1760,528,16352,3356,0,0,0,-108,7380,0,5724,0,1360,72655,2611,260,-1213,668,2704,192,70044,0,50188,-92,76,1352,24,4720,1024,1560,672,0,4196,216,0,6028,0,80,0,0,0
1965:Q3,47491,2976,6316,28872,18184,3772,4864,2052,9327,47491,52219,27019,12788,9748,2408,256,-4720,864,0,0,0,516,2028,0,-8128,0,-8,47491,4407,932,1327,32,1936,180,43084,0,27892,300,76,880,28,4832,492,1516,712,0,2200,268,0,4576,0,-688,0,0,0
1965:Q4,78127,28428,13752,28492,17660,3880,4992,1960,7455,78127,61343,31879,18234,9110,1888,232,14684,780,0,0,0,828,5892,0,7184,0,2100,78127,8355,2840,-125,1480,3976,184,69772,0,51724,-1064,68,832,20,6868,348,816,716,0,3216,288,0,3676,0,2264,0,0,0
1966:Q1,45651,-284,7364,28504,17184,3896,5384,2040,10067,45651,54175,25131,14195,12777,1888,184,-9908,-1240,0,0,0,-392,-3244,0,-5032,0,1384,45651,6811,-328,3559,-1356,4756,180,38840,0,21864,124,64,900,-8,5608,492,1272,760,0,3372,320,0,3468,0,604,0,0,0
1966:Q2,80219,32496,15904,26352,13188,3552,7116,2496,5467,80219,64671,28787,20393,10907,4236,348,13736,4384,0,0,0,-952,4800,0,5504,0,1812,80219,7703,5940,-1529,516,2588,188,72516,0,51116,180,56,1128,0,6356,332,1464,828,0,7388,336,0,2668,0,664,0,0,0
1966:Q3,27423,-4812,6496,22104,11672,2532,6084,1816,3635,27423,37271,14923,13401,7247,512,1188,-9300,1568,0,0,0,1604,-6040,0,-6432,0,-548,27423,8051,2528,-93,-420,5864,172,19372,0,6640,348,56,1044,0,6160,476,1264,804,0,4260,536,0,-624,0,-1592,0,0,0
1966:Q4,49559,17704,9544,17748,9768,2268,4604,1108,4563,49559,38499,19919,7098,7806,2888,788,9120,-960,0,0,0,-1192,1956,0,9316,0,1940,49559,6711,4224,-1149,1052,2424,160,42848,0,26412,1140,60,864,12,6016,804,1012,688,0,1512,588,0,3560,0,180,0,0,0
1967:Q1,21443,-5432,6328,16680,9356,2772,3000,1552,3867,21443,31127,14055,11204,6396,-568,40,-14020,-7040,0,0,0,-188,-7156,0,364,0,4336,21443,14371,5408,3887,-1336,6276,136,7072,0,1704,188,60,544,20,4556,320,1040,660,0,-4676,664,0,-124,0,2116,0,0,0
1967:Q2,43791,13500,6224,19940,9020,3332,5376,2212,4127,43791,40423,18971,8291,11809,1152,200,540,-3492,0,0,0,-224,4104,0,152,0,2828,43791,3659,1844,-1889,304,3296,104,40132,0,32672,552,64,1016,20,3724,-60,1436,664,0,-2564,720,0,-128,0,2016,0,0,0
1967:Q3,49547,2424,12304,29004,17616,3788,5388,2212,5815,49547,41115,23147,5084,10440,2020,424,6364,-720,0,0,0,1988,-312,0,5408,0,2068,49547,10003,4364,175,-412,5768,108,39544,0,26028,148,64,824,20,2844,332,1072,312,0,2144,644,0,1356,0,3756,0,0,0
1967:Q4,106395,55788,14944,28892,17440,4268,5300,1884,6771,106395,95911,80027,393,12679,2776,36,7880,1056,0,0,0,-1844,1916,0,6752,0,2604,106395,9127,6148,-1045,980,2932,112,97268,0,78448,180,56,748,16,4272,96,1712,312,0,4824,668,0,968,0,4968,0,0,0
1968:Q1,2316,-38452,6176,26828,16580,2648,5176,2424,7764,2316,13032,-18576,22940,6552,1888,228,-13260,-468,0,0,0,104,-8020,28,-4904,0,2544,2316,12548,2748,4532,-1120,6224,164,-10232,0,-21544,332,20,816,12,2936,32,1456,580,0,3568,724,0,2896,224,-2284,0,0,0
1968:Q2,88404,20760,30324,27708,15168,3060,6424,3056,9612,88404,72808,39976,15997,13663,2792,380,14540,2480,0,0,0,-24,6284,28,5772,0,1056,88404,13444,9624,-1424,340,4720,184,74960,0,45816,700,24,1540,8,3236,-164,1936,484,0,4768,760,0,7768,400,7684,0,0,0
1968:Q3,64376,8844,14228,30552,17908,3596,7252,1796,10752,64376,53220,28872,12624,10428,1124,172,9744,548,0,0,0,952,-1556,36,9764,0,1412,64376,13696,9484,-948,-580,5536,204,50680,0,37688,376,24,1512,8,3324,84,992,24,0,1940,340,0,3104,284,980,0,0,0
1968:Q4,96400,35460,13252,32788,18616,4440,8368,1364,14900,96400,83188,46312,21309,13243,1864,460,11860,932,0,0,0,-44,7720,68,3184,0,1352,96400,6612,944,180,1280,3992,216,89788,0,65780,68,24,1476,4,5328,-16,960,348,0,3120,328,0,6900,484,4984,0,0,0
1969:Q1,32452,264,-9956,29524,18472,3780,5392,1880,12620,32452,51416,19352,18743,11157,1616,548,-20756,288,0,0,0,-1132,-4064,16,-15864,0,1792,32452,-1616,-11148,6092,-1288,4536,192,34068,0,22768,652,124,1532,8,3304,48,1816,256,0,4076,360,0,4304,356,-6936,1400,0,0
1969:Q2,100772,26552,32284,30176,17072,4624,5700,2780,11760,100772,79400,34760,24589,18679,1072,300,18328,4328,0,0,0,0,8872,24,5104,0,3044,100772,7860,4716,-1768,548,4128,236,92912,0,55252,1496,180,2380,4,4448,-40,1284,196,0,7692,340,0,15576,576,-1720,5248,0,0
1969:Q3,47660,-3364,12168,31228,19032,4640,5916,1640,7628,47660,60272,21408,20001,16551,2048,264,-13332,6108,0,0,0,0,-7672,16,-11784,0,720,47660,-5700,-10580,-96,72,4384,520,53360,0,19472,1604,196,1852,4,5324,260,2288,300,0,11508,992,0,6740,536,-6500,8784,0,0
1969:Q4,98596,27172,32204,31600,16240,6656,7732,972,7620,98596,73544,36480,18562,14882,1748,1872,22744,5396,0,0,0,0,6856,52,10440,0,2308,98596,22464,16264,-684,1308,4696,880,76132,0,42228,1524,172,1244,12,5208,328,688,100,0,13432,1020,0,7620,1164,1040,352,0,0
1970:Q1,23691,-19312,12092,25716,14964,8768,-404,2388,5195,23691,33903,7819,52882,-27922,1288,-164,-11760,1824,0,0,0,0,-4572,-48,-8964,0,1548,23691,1891,-3564,931,-792,3612,1704,21800,0,-13960,4068,120,884,32,5460,56,2776,300,0,9928,1180,0,2924,1180,-4712,11564,0,0
1970:Q2,58667,16556,15360,23520,6640,6348,9212,1320,3231,58667,49251,10587,20256,17428,1484,-504,6972,1964,0,0,0,0,10080,32,-5104,0,2444,58667,1623,-1880,-401,656,2812,436,57044,0,28312,2648,92,1476,48,4804,-68,1396,632,0,7584,856,0,6484,860,-3064,4984,0,0
1970:Q3,58447,16040,2248,33812,12864,8456,11216,1276,6347,58447,51315,21787,6757,19191,2804,776,7316,1156,0,0,0,0,-64,0,6224,0,-184,58447,14519,5604,4299,808,3144,664,43928,0,32868,3476,84,1032,52,3468,-80,2696,-76,0,8032,1676,0,172,896,1052,-11420,0,0
1970:Q4,72639,20936,11460,37300,17868,8644,9784,1004,2943,72639,53099,31231,-603,17971,4300,200,15356,360,0,0,0,0,3196,36,11764,0,4184,72639,14603,9732,611,1396,2000,864,58036,0,47936,32,96,716,48,4616,-88,2656,524,0,5276,2492,0,-408,1664,1572,-9096,0,0
1971:Q1,59561,-7928,10432,38792,23948,8732,4788,1324,18265,59561,65857,34029,8032,15980,7444,372,-10212,-3700,0,0,0,0,-884,72,-5700,0,3916,59561,17345,1560,10437,-392,4516,1224,42216,0,22992,176,104,1300,0,1560,-364,3696,396,0,-1828,4808,0,8380,924,456,-384,0,0
1971:Q2,80889,21296,3876,44556,20184,10960,9560,3852,11161,80889,83457,38257,15937,28115,1420,-272,-5768,-9796,0,0,0,0,6200,36,-2208,0,3200,80889,-943,-7220,617,1540,3496,624,81832,0,65676,2264,216,2060,-20,844,-664,1460,604,0,-7916,6460,0,5172,1448,3428,800,0,0
1971:Q3,88357,7356,12696,53292,29640,9388,12948,1316,15013,88357,91737,43153,20079,21881,5628,996,-5904,1584,0,0,0,0,-7868,56,324,0,2524,88357,285,-6996,2849,1064,2060,1308,88072,0,60604,1204,108,1768,-28,2092,-584,3288,32,0,8620,3188,0,4664,1004,2504,-392,0,0
1971:Q4,118885,21244,20848,58900,33408,9804,14624,1064,17893,118885,95825,61509,4006,24298,5648,364,19716,1196,0,0,0,0,6348,4,12168,0,3344,118885,15253,9744,1177,2020,1152,1160,103632,0,72208,-1120,100,2196,-40,3992,-440,2928,440,0,7624,4588,0,6272,1448,3916,-480,0,0
1972:Q1,103266,13340,11132,62248,36840,10344,12204,2860,16546,103266,110074,53470,29967,19137,6432,1068,-10352,-7776,0,0,0,0,-96,132,-2612,0,3544,103266,7594,3308,-182,-164,3292,1340,95672,0,63944,3232,8,2656,-32,416,-1304,3440,84,0,-2764,4104,0,12344,2288,7528,-272,0,0
1972:Q2,122406,27576,7620,66472,31868,13464,17088,4052,20738,122406,114858,60682,15682,37962,1744,-1212,8120,332,0,0,0,0,3656,32,4100,0,-572,122406,6530,-16,3198,1244,492,1612,115876,0,91628,-284,-92,2780,-44,1044,-796,-1376,-208,0,3856,4824,0,8436,2596,5416,-1904,0,0
1972:Q3,124286,23220,11460,72668,42460,11152,16072,2984,16938,124286,117450,52182,27515,28925,8324,504,4996,2644,0,0,0,0,2804,-16,-436,0,1840,124286,3886,-5580,3890,956,3472,1148,120400,0,88416,2540,308,988,-44,1732,-1072,5512,332,0,7248,4268,0,7376,1348,1576,-128,0,0
1972:Q4,197986,53672,34224,86256,44712,16168,23352,2024,23834,197986,159290,74158,36820,39512,7780,1020,34068,4972,0,0,0,0,13456,228,15412,0,4628,197986,21794,14968,3102,2136,140,1448,176192,0,132384,-3228,-188,2964,-48,6368,-548,4396,520,0,10700,6356,0,11600,3216,364,1336,0,0
1973:Q1,170254,54144,17312,73820,45696,7268,16340,4516,24978,170254,184246,72394,68846,35842,6496,668,-18576,1764,0,0,0,0,-1900,292,-18732,0,4584,170254,7118,1288,-3278,-676,8672,1112,162380,0,125020,2932,-16,4028,-20,1996,-856,3112,648,0,10132,3024,0,12628,1836,-4336,2252,0,756
1973:Q2,173758,40668,24872,82636,40276,13456,23020,5884,25582,173758,149718,55814,61438,31238,2196,-968,17640,10900,0,0,0,0,9836,276,-3372,0,6400,173758,8642,3580,5622,848,-2380,972,165208,0,120104,2148,-20,2864,-12,4980,-300,-1428,756,0,17508,5820,0,14020,3556,-6224,1436,0,-92
1973:Q3,166138,34592,32588,79672,42920,12680,20108,3964,19286,166138,160314,64378,80690,8082,5500,1664,7044,12612,0,0,0,0,-1412,128,-4284,0,-1220,166138,5374,-7100,3042,-300,7948,1784,161332,0,101992,4628,240,2752,-8,8356,-312,3956,268,0,23028,1768,0,8408,4444,-2656,4468,0,-568
1973:Q4,149426,28868,26060,74508,44152,8256,18684,3416,19990,149426,120586,63062,56400,-3372,4716,-220,23752,3396,0,0,0,0,7432,244,12680,0,5088,149426,22842,15832,2390,496,1192,2932,126552,0,80096,2936,244,2796,-20,11136,60,2900,1012,0,11820,3932,0,12520,2596,-4128,-1348,0,32
1974:Q1,111704,23332,4700,69332,42128,8656,14996,3552,14340,111704,135000,48904,47635,32985,5244,232,-22344,-608,0,0,0,0,-5808,304,-16232,0,-952,111704,4340,3720,6052,-988,-6256,1812,107288,0,66748,3168,224,1824,-8,5020,68,2256,544,0,7500,6676,0,11612,1828,-2588,2416,0,76
1974:Q2,188780,60320,45980,69008,35360,7464,19688,6496,13472,188780,155412,59724,46024,44616,5820,-772,17492,10588,0,0,0,0,3236,336,3332,0,15876,188780,18540,8296,1876,388,6124,1856,169972,0,117688,9880,224,1660,-8,6828,-64,2656,212,0,24424,1692,0,4920,-136,-1876,1872,0,268
1974:Q3,143228,30920,44772,57876,34680,6848,10672,5676,9660,143228,128244,57624,25205,42399,1448,1568,5684,12520,0,0,0,440,-6472,220,-1024,0,9300,143228,9648,2048,-712,-456,6996,1772,133476,0,73308,6948,936,3612,-4,8288,-36,-860,372,0,29252,5880,0,8848,-1292,-1204,-572,0,104
1974:Q4,116872,28060,37984,52516,29908,4532,13336,4740,-1688,116872,98924,50056,16200,28424,2568,1676,9140,4128,0,0,0,2340,396,52,2224,0,8808,116872,32096,9380,-336,72,18540,4440,84340,0,45912,7436,520,2240,-16,9976,16,900,1116,0,17420,3684,0,-3860,-356,-596,-52,0,436
1975:Q1,20305,-40648,11984,46856,31204,-328,8528,7452,2113,20305,48697,33481,-24880,22896,16816,384,-34264,-14560,0,0,0,1032,-17136,-144,-3456,0,5872,20305,31809,24900,-2191,-2212,9116,2196,-11652,0,-28428,2664,100,2892,-24,5904,148,8160,12,0,-8128,11848,0,-736,-5160,-8,-896,0,148
1975:Q2,59661,-7744,15832,54224,34540,596,12108,6980,-2651,59661,55645,41985,-17878,24530,7048,-40,912,-5444,0,0,0,1176,2268,-408,3320,0,3104,59661,20789,7400,-4579,-272,16448,1792,39080,0,24816,-1264,120,1988,84,4412,-124,5916,420,0,1772,4732,0,820,-5084,512,-40,0,-208
1975:Q3,69673,-14836,14128,58608,41672,320,14400,2216,11773,69673,85425,62533,-49,17613,4868,460,-19884,2716,0,0,0,644,-18128,-388,-4728,0,4132,69673,3141,-6132,-6119,-532,14732,1192,66488,0,28604,1412,240,6668,76,3020,-48,8068,260,0,8136,4728,0,10576,-5852,1284,-684,0,44
1975:Q4,129857,10420,33564,66028,47804,-540,15688,3076,19845,129857,105609,92065,-5384,16368,2608,-48,15400,1452,0,0,0,604,-2796,-260,16400,0,8848,129857,39761,24100,229,792,13392,1248,89792,0,68392,1640,244,5456,120,4820,68,-1472,-1332,0,10052,6904,0,1088,-4104,2300,-4384,0,304
1976:Q1,117202,-23820,39780,81980,63528,5764,8912,3776,19262,117202,125442,75950,1700,33424,9332,5036,-12572,-8352,0,0,0,-100,-752,-148,-3220,0,4332,117202,40746,18736,5510,-1020,13760,3760,76596,0,36424,-620,96,5736,0,2220,0,624,4,0,-2948,10564,0,12632,-1332,5416,7780,0,-140
1976:Q2,144558,21256,31096,74104,49804,5752,12496,6052,18102,144558,137018,80478,17605,26247,17916,-5228,788,-1932,0,0,0,0,-380,-132,3232,0,6752,144558,-5446,-4040,-1706,700,-6276,5876,149656,0,100212,3164,88,5952,96,2608,0,10044,320,0,2048,11456,0,9552,-1340,5056,400,0,348
1976:Q3,155226,-172,46884,88752,62012,5208,15088,6444,19762,155226,154438,78314,25382,29230,16564,4948,-2668,3152,0,0,0,-176,-6496,-88,940,0,3456,155226,16470,-3924,-3250,628,17472,5544,138292,0,82136,316,-16,6860,-4,3416,-40,10232,8,0,9848,11872,0,12912,-1336,1688,400,0,464
1976:Q4,224414,38508,61792,93380,67324,3944,16148,5964,30734,224414,176906,109386,21921,29039,13172,3388,33912,-800,0,0,0,-1272,7696,-164,28452,0,13596,224414,53114,29568,6546,2540,6800,7660,171292,0,128864,-28,-12,5492,116,6772,164,-2936,428,0,4048,14836,0,11104,-1340,3460,324,0,8
1977:Q1,165472,17024,13124,107060,81356,4988,12844,7872,28264,165472,206228,112296,36160,44048,12356,1368,-44616,-5600,0,0,0,-4688,-4468,-148,-29712,0,3860,165472,14440,-2388,1704,-600,5648,10076,150444,0,96544,2428,8,6716,216,2812,24,-808,-192,0,3220,18900,0,19844,-648,1704,-324,0,588
1977:Q2,223952,23808,33896,125328,91500,10416,11580,11832,40920,223952,209200,128812,37300,45656,5596,-8164,11852,5020,0,0,0,80,1636,-164,5280,0,2900,223952,19896,1648,6144,532,3012,8560,204248,0,145980,5196,8,6860,164,6204,476,-7324,720,0,10732,10248,0,20880,-648,4352,400,0,-192
1977:Q3,282380,32780,76716,136792,98536,8356,21788,8112,36092,282380,264844,129476,36839,39869,53796,4864,9348,5348,0,0,0,320,7108,-80,-3348,0,8188,282380,21764,-10476,2684,760,18208,10588,260800,0,154100,2432,156,7228,108,6672,-212,39716,-968,0,9912,17728,0,24744,-644,-172,0,0,-184
1977:Q4,305184,41800,81312,144188,99416,9776,28664,6332,37884,305184,248224,138284,55142,41342,10704,2752,51448,12476,0,0,0,20,9592,-36,29396,0,5512,305184,60896,31296,3408,2804,12592,10796,243900,0,164292,5388,148,6140,-44,12376,44,-4936,1676,0,17264,17564,0,22420,-656,2184,40,0,388
1978:Q1,255059,34704,43928,136752,100080,10088,18584,8000,39675,255059,286055,144971,73810,45326,20808,1140,-26312,4420,0,0,0,300,-6500,-44,-24488,0,-4684,255059,58087,19724,6599,-68,19208,12624,196380,0,121996,7704,-428,8112,-36,6096,248,-136,164,0,14372,10836,0,19392,-196,7496,760,0,592
1978:Q2,318927,52236,58820,147644,101152,13780,21540,11172,60227,318927,275275,174183,46285,60599,1580,-7372,36744,15984,0,0,0,400,8976,-100,11484,0,6908,318927,33975,2428,5351,1684,11764,12748,283952,0,182240,11568,-440,10736,-40,10196,352,-4596,656,0,29032,12396,0,21048,-192,10196,800,0,1000
1978:Q3,336003,26816,103992,160004,119024,9636,22132,9212,45191,336003,308223,165111,27886,65290,49948,-12,21364,15536,0,0,0,220,-200,-36,5844,0,6416,336003,53107,11056,1459,2264,25800,12528,281420,0,139060,8840,56,5048,4,11764,236,35448,644,0,32660,12576,0,27424,-264,7124,800,0,1476
1978:Q4,382295,69820,108288,163628,124636,9788,22356,6848,40559,382295,308315,160555,43310,62366,42064,20,45676,14048,0,0,0,680,11080,-20,19888,0,28304,382295,99131,65708,2423,4384,12880,13736,285208,0,172052,17348,60,5220,100,19576,60,-2940,716,0,33108,18608,0,34856,-124,-14344,912,0,-2044
1979:Q1,252407,35536,7456,164192,121652,9804,18028,14708,45223,252407,287831,164307,65732,53208,4524,60,-41876,-3156,0,0,0,460,-3428,-16,-35736,0,6452,252407,36879,4676,9747,1400,16376,4680,213768,0,113676,13480,64,5368,228,12716,308,180,844,0,21600,19600,0,29584,-92,-3276,-512,0,1760
1979:Q2,345711,64288,69884,166828,113608,9072,26144,18004,44711,345711,289555,162019,48569,93667,-15368,668,43988,12760,0,0,0,440,11660,-24,19152,0,12168,345711,37979,-5296,7955,2800,26792,5728,305584,0,173728,19024,80,1364,-80,14468,-192,164,880,0,30116,19516,0,36480,-92,10528,-400,0,2148
1979:Q3,402899,73856,105432,177680,123548,9972,30568,13592,45931,402899,342687,173859,50856,81196,37164,-388,26272,14100,0,0,0,540,8904,-24,2752,0,33940,402899,44827,15228,1691,2144,18700,7064,355748,0,181348,27120,84,3784,120,16244,872,31864,1220,0,26924,27212,0,34284,-92,5164,-400,0,2324
1979:Q4,302315,47488,68068,149380,104908,10524,24260,9688,37379,302315,262115,158407,33970,67178,2116,444,36952,12968,0,0,0,920,328,-28,22764,0,3248,302315,59307,30908,711,2904,15260,9524,241292,0,130920,9064,96,708,768,24308,684,332,1128,0,39968,25876,0,16176,-92,-11164,2520,0,1716
1980:Q1,217293,26340,33816,139228,98268,7916,17736,15308,17909,217293,226993,125565,43411,72177,-14368,208,-20140,9136,0,0,0,1120,-1024,-8,-29364,0,10440,217293,-995,-38436,7649,-2784,27272,5304,216032,0,72868,15108,84,1656,496,24172,208,13268,1800,0,37988,20704,0,23196,-104,5108,-520,0,2256
1980:Q2,82005,-20880,32140,96028,56484,5524,19808,14212,-25283,82005,53525,50817,-35354,54786,-16984,260,7480,-7032,0,0,0,1580,-544,-12,13488,0,21000,82005,35617,-9556,10761,-784,26268,8928,37924,0,-17048,7496,568,-11692,188,22604,288,9432,964,0,4140,16248,0,5704,-108,-460,-400,0,8464
1980:Q3,238313,39048,54180,139124,105264,7240,19676,6944,5961,238313,203477,113833,26801,60783,624,1436,18816,7188,0,0,0,660,2888,-12,8092,0,16020,238313,63917,19256,10969,1744,20908,11040,175616,0,92524,5032,668,-1584,176,13308,832,3356,1208,0,18420,22700,0,14080,-112,5408,-400,0,-1220
1980:Q4,366929,106540,95064,150200,110188,9232,24316,6464,15125,366929,295137,152221,72610,65010,3504,1792,56040,19208,0,0,0,1500,2428,-8,32912,0,15752,366929,70069,26464,9029,3756,20004,10816,299904,0,153348,23068,680,4460,516,16896,372,9248,1172,0,42316,17072,0,12592,-108,19060,-788,0,-3044
1981:Q1,175069,-3800,34060,123524,76964,5688,30432,10440,21285,175069,192125,84869,29894,75010,1444,908,-37180,848,0,0,0,2700,-3312,-8,-37408,0,20124,175069,37545,-20544,13729,6456,30556,7348,124684,0,42524,12216,1000,3688,244,14544,736,11152,1104,0,18040,13204,0,17604,-40,-11720,388,0,12840
1981:Q2,360261,102652,87660,147028,86844,4016,43832,12336,22921,360261,297657,126417,103375,63897,940,3028,42308,27680,0,0,0,20,7920,-12,6700,0,20296,360261,64345,7192,12717,7200,29400,7836,294456,0,163180,10040,1120,3476,368,13880,492,9248,1744,0,38852,14364,0,34380,-44,1488,1868,0,1460
1981:Q3,278689,63944,72484,114396,58632,4348,41704,9712,27865,278689,238581,91637,98708,53924,-5284,-404,31540,33008,0,0,0,3600,1576,-8,-6636,0,8568,278689,28077,-12980,6133,8668,19240,7016,239816,0,104196,12400,1360,1308,408,13920,28,10636,2392,0,54308,14076,0,27340,-44,-4444,1932,0,10796
1981:Q4,335285,129484,96356,102164,47772,5112,42800,6480,7281,335285,211577,85937,56177,66043,2000,1420,38948,3388,0,0,0,1200,1452,-8,32916,0,84760,335285,69053,32716,5005,9664,16620,5048,247736,0,154480,9964,1720,-1672,368,13500,140,9364,1276,0,18892,18464,0,11692,-40,7820,1768,0,18496
1982:Q1,213348,77843,8828,104052,61048,5052,31064,6888,22625,213348,190961,62865,63499,49609,14012,976,-27132,3872,0,0,0,1600,5192,-8,-37788,0,49519,213348,35361,9144,-95,6116,12736,7460,172975,0,69459,31348,2188,960,260,9560,0,13552,1884,0,16176,34568,0,10400,80,-15092,-2368,0,5012
1982:Q2,299322,116525,71516,90592,44940,4216,36112,5324,20689,299322,228661,69621,89034,63714,4140,2152,29172,12944,0,0,0,0,36,8,16184,0,41489,299322,46517,12556,4181,5416,21632,2732,250349,0,105709,29540,2764,-344,168,8796,5892,12316,944,0,27288,37292,0,22792,84,-604,-2288,0,2456
1982:Q3,223541,72116,52504,89152,40520,2816,42556,3260,9769,223541,205157,54805,80142,67770,2252,188,28,-7024,0,0,0,0,-356,4,7404,0,18356,223541,28441,-8208,2293,4020,20848,9488,183776,0,51688,12708,2788,1860,212,7432,3900,12328,1764,0,10120,53120,0,18692,80,6796,288,0,11324
1982:Q4,230802,31069,58256,119216,71440,9688,37232,856,22261,230802,184581,121893,-9855,50423,21568,552,27164,-6564,0,0,0,0,5492,0,28236,0,19057,230802,91337,61676,5153,2836,9596,12076,139281,0,22253,-276,2260,1924,396,8200,5636,10068,424,0,5776,73152,0,-10796,80,19972,212,0,184
1983:Q1,159871,13895,-29232,151332,95456,4128,50832,916,23876,159871,196224,109760,-3943,75631,13808,968,-42024,-22136,0,0,0,0,4836,0,-24724,0,5671,159871,-1752,-18532,-5400,2192,4920,15068,156203,0,21595,13984,1816,6176,596,7224,5144,15308,840,0,-14644,71992,0,24236,-60,3808,-1812,0,5420
1983:Q2,358265,36269,108152,175904,102072,14964,55540,3328,37940,358265,322396,164748,59672,58732,37976,1268,18288,-1948,0,0,0,0,1504,-24,18756,0,17581,358265,59132,188,10016,3060,15248,30620,291373,0,138985,-5396,1456,7880,820,6720,2612,14728,464,0,4996,66176,0,29380,-68,24060,-1440,0,7760
1983:Q3,416591,68435,88652,206612,128536,20092,55040,2944,52892,416591,375876,181580,98180,67892,26812,1412,-4964,-692,0,0,0,0,420,-20,-4672,0,45679,416591,35580,-14964,16176,5200,9008,20160,378827,0,192971,33972,1316,10564,824,11120,3440,15224,200,0,1932,73908,0,28488,-64,4092,840,0,2184
1983:Q4,379430,3466,73732,224300,138272,21780,61796,2452,77932,379430,412944,225052,85074,83050,18980,788,32592,6436,0,0,0,0,2952,-16,23220,0,-66106,379430,54880,26860,4484,6924,6716,9896,316930,0,174670,3936,1412,11380,604,15384,-1780,12912,2008,0,22184,53076,0,18528,-72,1584,1104,0,7620
1984:Q1,474363,100951,58504,235488,154060,24172,60260,-3004,79420,474363,471136,216884,119756,109184,26060,-748,-28304,-4136,0,0,0,0,-6036,0,-18132,0,31531,474363,49460,14648,2520,9868,6360,16064,390479,0,248683,17728,1388,20316,412,1692,-928,20012,300,0,15212,44492,0,32232,460,-9816,-1704,0,34424
1984:Q2,611090,117530,136304,257984,139376,32016,85116,1476,99272,611090,529752,222968,159931,118625,27080,1148,46616,33560,0,0,0,0,13456,8,-408,0,34722,611090,49532,-11912,19292,9920,10768,21464,539190,0,361050,17376,1248,16244,304,9484,-2092,21024,836,0,41076,31124,0,38648,452,3736,-1320,0,22368
1984:Q3,464144,59692,107612,225336,114792,21668,88364,512,71504,464144,411880,170632,95951,115701,25832,3764,38880,28952,0,0,0,0,1444,4,8480,0,13384,464144,68060,-6916,28812,10052,14076,22036,390056,0,234804,9384,1340,10132,360,7820,-1312,17312,104,0,36700,48776,0,31432,452,-8968,1720,0,6028
1984:Q4,557527,106423,139628,234848,135468,23084,80476,-4180,76628,557527,500320,236924,93416,111148,32032,26800,55320,7132,0,0,0,0,3904,0,44284,0,1887,557527,105096,36848,8660,10184,37388,12016,424139,0,233979,25736,1652,12908,336,5572,2776,15552,1176,0,17528,53796,8000,37528,336,5676,1588,0,28292
1985:Q1,493001,34577,64944,294010,202928,21604,68278,1200,99470,493001,540320,294878,63719,103286,68576,9860,-39032,1156,0,0,0,0,-14224,4,-25968,0,-8287,493001,102850,50808,-4066,6792,25804,23512,396623,0,175465,6304,2088,12828,820,14803,5224,75864,256,0,20448,60184,2015,24992,200,-4880,12,0,-6472
1985:Q2,548450,55415,173884,239797,142852,25896,75621,-4572,79354,548450,493431,259306,38920,105229,76932,13044,65588,20728,0,0,0,0,-8620,16,53464,0,-10569,548450,125854,47024,11886,5936,25976,35032,422884,0,173235,12672,2628,10332,712,14482,3052,26164,104,0,27908,68228,7499,50052,300,25056,460,0,-288
1985:Q3,534366,56103,136672,256265,176252,22696,68685,-11368,85326,534366,496251,315882,55983,53658,66056,4672,45056,25452,0,0,0,1200,22800,28,-4424,0,-6941,534366,62398,-51028,26334,3816,28276,55000,469328,0,201607,18316,2496,6148,600,13079,-1772,31100,-96,0,27036,88968,3550,71284,312,8360,-1660,0,2640
1985:Q4,643795,77389,244544,250052,198368,43804,66468,-58588,71810,643795,535826,334682,98505,19427,78072,5140,102160,13268,0,0,0,3140,-9772,32,95492,0,5809,643795,174806,72448,10082,2144,-8036,98168,435457,0,175213,42580,1676,9492,568,17484,10620,-30436,-48,0,9140,98128,10808,41396,3404,46924,-1492,0,33532
1986:Q1,404685,28733,69840,250709,174568,28236,57769,-9864,55403,404685,413028,228919,60731,79163,41728,2488,-3104,-5620,0,0,0,460,-5968,24,8000,0,-5239,404685,82519,54448,-8505,-660,12568,24668,336186,0,111741,11684,932,11460,1136,20329,-616,34708,364,0,-16252,106892,5712,39560,448,8596,-508,0,-14020
