1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q3,1848676,60132,149146,1542445,1229454,66680,237119,9192,96954,1848676,1907066,1280564,149832,346780,128926,964,-53861,-63221,300,36,352,0,19736,10508,-21960,388,-4530,1848676,163654,-37038,23794,5348,7280,164270,1636429,0,632975,53690,6276,48793,528,9206,-112,56054,-8296,8712,-98630,145453,698096,55960,38856,6600,1120,-18852,48593
2005:Q4,2103326,256853,168631,1598909,1223564,77712,288445,9188,78934,2103326,1976441,1179686,395462,353892,46633,768,86157,31757,8148,72,476,0,29120,2664,5252,8668,40729,2103326,46843,7532,-12258,5344,4645,41580,2060645,0,454199,91300,11796,37354,312,28500,-324,-4771,6972,13656,16343,265507,916400,290420,-5528,-73732,17400,-5160,-4161
2006:Q1,2431793,281784,464999,1606024,1252032,36000,314756,3236,78986,2431793,2220060,1381270,365980,408274,64240,296,217746,93574,-236,20,2876,0,-18728,-368,140660,-52,-6013,2431793,42939,83788,5091,-1540,4008,-48408,2294281,0,646402,114439,4512,43844,52,26839,22128,62636,3132,7328,101934,327590,770937,38992,39856,78488,-1764,6936,94573
2006:Q2,2566678,229484,592095,1630277,1344127,35636,247242,3272,114821,2566678,2258863,1472080,265327,421283,99261,912,283937,100789,6844,-28,1380,0,-1928,10852,166216,-188,23877,2566678,168261,128517,-17331,-1544,16016,42603,2279653,0,729238,90641,-788,43235,432,39348,22128,72853,4596,9824,153105,267167,717746,133880,8716,28364,-13020,-27812,118764
2006:Q3,1563267,121226,-34986,1353027,1024590,40228,284905,3304,124000,1563267,1717450,1156426,96078,412927,51439,580,-149601,-174633,1952,-76,2556,0,-21808,5244,36968,196,-4582,1563267,-30388,-49702,-39195,-1548,-173,60230,1625275,0,412097,79134,2280,33334,220,25554,22128,68959,8724,7432,-137166,268373,666938,105899,460,53212,356,7340,-31620
2006:Q4,1859778,148125,460859,1088172,710703,61780,312382,3308,162621,1859778,1806634,1053404,292951,414744,44944,592,39757,37073,8356,-152,4580,0,-8988,-22232,9812,11308,13386,1859778,128751,22969,-2214,-1544,3993,105547,1777199,0,319192,40666,9396,27286,2164,29559,22124,-28068,-4028,14620,88126,307414,756582,83193,-92760,165620,3860,32252,-46172
2007:Q1,2017189,213244,609950,1083125,812807,75772,189974,4572,110870,2017189,1773704,832921,292472,469391,178071,848,232437,8133,-10544,-24,5040,0,35568,22996,169716,1552,11048,2017189,259672,97208,4006,7444,13490,137524,1569370,0,193740,108759,-4400,29211,456,27959,2220,86839,5652,43308,-16554,493285,631381,-39338,43792,-40612,-6636,10308,188147
2007:Q2,2593527,263765,921313,1269697,904844,52632,307602,4620,138751,2593527,2181000,1208607,435742,462256,73691,704,401058,63662,10592,8,12908,0,61284,-5264,257804,64,11468,2593527,268872,224139,-29599,7440,20999,45893,2262244,0,595301,91408,88,31687,2024,39519,2216,2043,6704,46048,150213,484036,580922,21344,-33656,259560,876,-18088,62411
2007:Q3,2793246,523845,849211,1238881,799972,100972,333266,4672,181309,2793246,2080952,847717,715829,464643,52151,612,696542,536662,37904,3008,24688,0,93132,-16164,18560,-1248,15752,2793246,89930,85050,-47364,7444,-6410,51210,2634600,0,773920,202819,6544,34566,1020,26519,2216,78551,7176,28436,693611,651969,263442,27390,-30776,-140988,1756,6428,68716
2007:Q4,2363826,324558,994983,874360,497689,143420,228579,4672,169925,2363826,1636067,741118,432059,467766,-5377,500,698439,181791,15708,-52,13540,0,21080,-8460,435404,39428,29320,2363826,468025,470720,12500,7444,-1523,-21116,1904655,0,570980,84281,-12904,36797,1916,51459,2216,10319,31228,26480,267206,874775,-186981,15100,-40428,110972,6816,54424,-8853
2008:Q1,2232570,518664,960055,609343,358810,54124,174544,21864,144508,2232570,1420124,687442,318794,349076,64371,440,805410,211022,-15200,116,11936,0,5528,-2780,591696,3092,7036,2232570,382161,405259,5572,-2976,10358,-36051,1848294,158972,692047,45932,2860,35317,400,44933,-8012,88863,-6076,12716,219496,585037,-169942,74616,-59372,132272,-1580,-184,2114
2008:Q2,367856,48917,-37210,288925,49869,52692,164501,21864,67224,367856,463041,-94275,144720,354521,57260,816,-90777,-15729,27600,420,5260,0,56788,-4660,-273212,112756,-4408,367856,-29135,1992,-35929,-2964,61662,-53896,432529,-37840,148455,2323,-1100,43729,632,37554,-8004,118752,-33940,10388,129928,621528,-259658,-67284,-25200,-258772,4656,6384,-35538
2008:Q3,2266419,1388000,776374,122127,-22203,22854,99368,22108,-20082,2266419,925227,494303,105909,292305,31610,1100,1342468,282556,32400,2804,35256,0,-66848,2532,782740,271028,-1276,2266419,-130062,-44751,-17863,-2972,-9719,-54757,2451373,1038088,246268,73129,540,41174,-1352,43714,-8008,99662,-6452,24764,382898,495770,-251949,-127292,-22944,315396,-2744,110712,-54892
2008:Q4,-1517804,770015,-2088055,-145364,-272032,21287,83146,22236,-54401,-1517804,-960403,-982285,-286524,304948,2475,984,-589150,-479810,-11600,2140,44116,0,-23796,-6312,-1661896,1548008,31748,-1517804,-888255,-861085,16254,-2976,55887,-96335,-623008,802424,-222569,100781,-1800,26356,1228,22772,-8012,43175,-9280,1744,-331049,327362,-369171,-203901,-87512,-703152,7528,-19932,-6541
2009:Q1,-1846379,-792109,-1117405,146978,151886,4148,-20199,11144,-83844,-1846379,-660775,-57634,-567252,-41030,4543,600,-1186505,-328109,-41200,-2012,1756,0,-26236,-8544,-428104,-354056,900,-1846379,-224642,-294350,45092,-1204,90414,-64594,-1499324,-406592,-150328,-125680,304,26168,124,-33372,-2448,37927,-1860,2340,-414517,357207,-323973,-171648,-100948,-209332,-5668,22972,-122413
2009:Q2,-1181037,-922449,-221916,111938,108115,39352,-46801,11272,-148610,-1181037,-317044,107497,-407786,-108283,90753,776,-854601,-308597,-7200,168,-8164,0,41876,-972,-31948,-539764,-9392,-1181037,208466,38132,-45941,-1208,186046,31436,-1383690,-539316,-482855,-131001,-4160,7750,124,-30220,-2448,124149,-3008,1796,-305862,519759,-396915,-174002,-5800,15000,-3084,26404,-5812
2009:Q3,-1219802,-775489,-227163,-157625,-85268,12668,-96417,11392,-59524,-1219802,-624544,53184,-550509,-120572,-7370,724,-578617,-223617,-800,-1276,-10864,0,-68596,-308,71616,-344772,-16640,-1219802,200546,45768,7879,-1208,156555,-8448,-1393362,-280056,-817432,-154415,4892,1660,-992,-35225,-2448,71082,96,1412,-212243,532012,-343266,-202731,-20704,98560,1136,-34700,-26985
2009:Q4,-966171,-536893,-225972,-116995,26852,-16536,-138703,11392,-86311,-966171,-440310,106841,-460253,-120333,32255,1180,-512617,-204285,-7200,920,2224,0,-68736,-1536,5092,-239096,-13244,-966171,227498,14530,-22127,-1208,249157,-12854,-1182959,-164352,-639392,-111836,-3548,-5319,-1396,-16383,-2444,49443,-2860,-312,-197085,424338,-232790,-322059,-9376,130660,-6360,-71888,-10710
2010:Q1,-1062031,-201479,-376414,-395879,-288912,-14831,-100124,7988,-88259,-1062031,-842626,-290727,-518466,-40167,1946,4788,-254457,-148305,-4400,-6656,-1952,0,-74044,-204,-4500,-14396,35052,-1062031,81897,14319,15344,4172,44437,3625,-1164807,-21624,-354001,1715,-6792,-5223,-732,-18557,2772,26162,1244,-6856,-361365,155891,-354629,-185748,23012,-86236,9576,16584,20879
2010:Q2,-522433,-158505,-48774,-242612,-60041,-20130,-170521,8080,-72542,-522433,-327737,-52091,-449242,-20382,194335,-356,-214496,-198936,-1600,2796,-5028,0,-21604,-412,9244,1044,19800,-522433,99223,42712,-24004,4164,120695,-44344,-510393,-39900,-335898,-79281,-31012,-7140,-36,-14680,2776,217355,812,2616,-183560,246962,-241033,-116581,-21752,86144,5632,-1816,-111263
2010:Q3,-403372,-70975,-36277,-310831,-174287,18105,-162813,8164,14711,-403372,-323902,-216076,-156570,-6852,54128,1468,-227998,-148394,800,188,-924,0,-100260,36,57220,-36664,148528,-403372,227312,15307,-5232,4164,188704,24369,-533965,-85812,-223454,-11365,-1100,-6460,-152,-747,2776,98856,1168,6156,-242964,185818,-242329,-66994,-4796,43452,312,13668,-96719
2010:Q4,-126580,45403,-84392,-121069,-20731,11720,-120226,8168,33478,-126580,-51742,62671,-78323,-9934,-29297,3140,-123621,-100053,3620,-1980,-452,0,-59988,556,58724,-24048,48784,-126580,302156,79786,-1132,4172,208948,10382,-274154,-31764,-155355,22858,-292,-6141,-392,169,2776,-33289,-2652,-5244,-74790,188256,-270850,-67753,-3172,178588,3344,-18452,-154581
2011:Q1,43703,-3836,116984,-170325,-63588,-15700,-103957,12920,100880,43703,110488,227692,-74403,-56179,8870,4508,-110633,-34525,-9648,12,3376,0,7544,-4940,25324,-97776,43848,43703,129896,-16897,17493,-5808,185143,-50035,-109951,-115748,-269311,41860,-3996,-754,-168,4562,-4612,57770,-1240,48704,32345,205615,-268275,-42519,49200,133856,32052,-9292,23759
2011:Q2,-55110,76166,-11182,-204322,-93894,-12128,-111365,13064,84228,-55110,-184368,-57750,122177,-66147,-196948,14300,66449,-142679,-3512,356,200,0,6036,-1328,225216,-17840,62808,-55110,236428,174389,-1762,-5804,157269,-87665,-345847,-55424,-25304,38859,-4012,5061,1064,29132,-4612,-149156,564,51972,-198348,180599,-119764,-88134,-7640,1880,-10744,8160,54309
2011:Q3,555852,284487,421832,-258356,-151223,2224,-122564,13208,107889,555852,486030,-54418,177273,-69292,415956,16512,87306,-43606,3724,260,1260,0,35624,160,107140,-17256,-17484,555852,86267,-42243,-4889,-5808,181388,-42181,236051,-51716,192904,92434,508,3516,1080,33837,-4612,482900,8892,-17868,-219788,150616,-176566,-59203,-4760,-202288,2428,3736,233534
2011:Q4,3230,236514,-331978,-45965,-38307,26992,-47858,13208,144658,3230,252357,57395,255704,-41301,-11246,-8196,-296931,-22163,1632,-208,1320,0,15892,184,-235004,-58584,47804,3230,-58247,-192132,933,-5804,121016,17740,137279,-47380,335627,8719,2056,22761,1340,26481,-4612,-9374,-3168,-7160,-113042,123450,-136475,8640,-1556,-31100,-9420,-28508,-75803
2012:Q1,204066,105267,91994,-134559,-72660,8380,-76447,6168,141364,204066,204495,115116,-130965,167512,37900,14932,-47129,-905,-5080,1608,5056,0,-17952,-636,26748,-55968,46700,204066,243730,68826,17940,-2412,166590,-7214,148960,-46112,149813,-11075,-2760,28815,1028,17259,1192,37476,-6140,2876,-41603,117157,-146893,-8757,56,16868,79168,-39408,-188624
2012:Q2,567939,199789,316450,-109439,-70251,21464,-66816,6164,161139,567939,457046,43972,-36281,185021,263805,528,58281,-9443,3344,272,14188,0,25392,588,67872,-43932,52612,567939,223387,59671,-27790,-2416,171105,22817,329483,-57744,283831,-1840,-1780,29474,896,20839,1196,229449,-2404,20100,-95988,178815,-164471,-40182,11928,-42956,-92,-39588,15069
2012:Q3,514239,172053,321394,-122964,-117853,41700,-53046,6236,143756,514239,423244,29863,133063,174522,85937,-140,76587,6027,2640,-292,-284,0,49476,124,30860,-11964,14408,514239,108444,-40113,-5413,-2416,116397,39989,507878,-12236,214207,-14210,-264,26063,556,13500,1200,110577,-912,5600,-58213,101945,-170314,-26588,4788,79912,219424,12844,-102083
2012:Q4,232360,270867,-246386,19418,-79244,40632,51798,6232,188461,232360,114231,-9979,162889,176606,-151210,-64076,37061,22017,2776,-84,-5192,0,12412,11148,10724,-16740,81068,232360,-27398,77820,11147,-2408,-90360,-23596,464880,-3644,372802,-1059,13392,32060,512,10618,1196,-167370,400,20276,-15239,125454,-75462,-13580,10884,155928,-13788,11500,-205122
2013:Q1,594603,41215,330401,22019,-15073,37284,-11833,11640,200968,594603,467895,257879,-14962,93743,129638,1596,68964,90932,-11428,552,3796,0,656,-2412,-25892,12760,57744,594603,74596,-81033,1008,1000,141472,12149,484574,-696,21261,19709,-2036,36798,896,-2474,-700,156490,-4156,82624,66459,122339,-8574,2554,1684,29216,2616,-39436,35433
2013:Q2,797482,163441,365973,116912,-30131,39288,95987,11768,151156,797482,419254,166217,303554,113967,-164620,136,308851,58163,4944,416,4948,0,36180,-3824,191012,17012,69376,797482,319278,226830,-7812,996,122882,-23618,382366,-496,163631,-19273,-2152,40162,2908,25355,-696,-147268,-1632,74676,196275,132970,-694863,24797,562548,34304,18988,-27868,95838
2013:Q3,359895,172990,-161250,168454,41736,59916,54906,11896,179702,359895,220673,148722,123860,108530,-161050,612,78398,61502,12464,216,-3692,0,-3120,956,2540,7532,60824,359895,-55469,-68059,-9939,996,116726,-95193,549051,-628,149540,58171,-6496,51090,1860,30120,-700,-32802,-5988,111632,207316,145153,-154190,-20188,5748,44196,-40880,6096,-133686
2013:Q4,2001051,277054,1422492,123080,23480,64420,23284,11896,178425,2001051,1700425,734021,267207,120961,401824,176412,239594,82850,1684,2092,2712,0,7560,4448,105388,32860,61032,2001051,900278,189775,8155,996,707400,-6047,1166725,-16,324453,43692,3316,54510,3764,35503,-696,441668,-4216,58452,147410,122678,-153968,-40007,22008,121692,-53668,40152,-65952
2014:Q1,1229344,274289,591269,122869,9086,50256,52087,11440,240917,1229344,846425,323651,144464,272467,61546,44296,292307,73427,1668,684,1516,0,-14124,-1376,223240,7272,90612,1229344,448255,180269,41244,-380,269024,-41901,645648,-60,358946,102523,-2416,63257,1328,31740,1660,84210,3772,43496,30547,88726,-143067,-22669,86240,-31652,-10652,-40280,135441
2014:Q2,936273,314762,238832,145868,-4409,54168,84541,11568,236811,936273,765618,258830,47492,277584,223668,-41956,74087,62235,10204,-692,2428,0,-8992,10872,6564,-8532,96568,936273,-105800,-76458,-9706,-376,-16286,-2974,1114493,-132,512148,48165,-5160,72319,2160,24862,1660,218424,8480,-22488,60906,57068,-47731,5602,-1572,224368,-35652,-8936,-72420
2014:Q3,582272,264854,-52711,149322,-1687,58808,80505,11696,220807,582272,261853,-185420,258817,284028,79216,-174788,279072,68780,12740,272,1340,0,28772,5580,110904,50684,41348,582272,-379225,114518,1147,-380,-461644,-32866,889016,-140,369228,40793,-6164,70210,2324,40486,1660,88828,-7268,-51544,129405,64250,11715,-6298,18368,109420,-1120,14864,72481
2014:Q4,1040880,459283,43517,360325,113559,110548,124523,11696,177754,1040880,845881,241169,306556,304591,-6938,504,47827,28083,9016,148,2156,0,35308,8284,-81000,45832,147172,1040880,115498,-18013,-16200,-376,104218,45869,945192,-56,529434,119951,-2344,70949,2464,42264,1660,-36390,1960,-73008,133246,89925,-4245,49389,17068,-6324,3916,5332,-19810
2015:Q1,940695,334992,73864,295659,73610,97124,113088,11836,236180,940695,793007,323522,302296,229251,-62555,492,77216,28720,-1976,228,8904,0,12208,4264,9548,15320,70472,940695,189479,-10917,46793,7056,114298,32249,674979,0,488029,109232,-17408,78851,1988,53340,-2048,-65635,2272,-17664,69993,15856,67208,1154,-26484,-62532,-9944,-11228,76237
2015:Q2,864973,313738,-163593,463379,198154,105952,147305,11968,251450,864973,850244,494668,218888,255436,-119216,468,-17563,18765,20080,-424,8864,0,29708,12704,-101540,-5720,32292,864973,-38364,-103753,20668,7064,116496,-78839,927323,0,520331,58875,-3396,78799,2120,26503,-2048,-43204,1840,-5824,195622,127306,-20561,-11857,2716,65824,-28912,-36812,-23986
2015:Q3,539255,180902,-253347,364215,148329,75556,128235,12096,247484,539255,410210,327001,16918,261100,-194561,-248,71441,-19219,19796,48,4112,0,6104,36496,-16168,40272,57604,539255,-102086,-138621,26066,7056,84323,-80911,316675,0,422589,82642,-2560,76986,2352,29821,-2048,-87237,932,-46772,143441,177947,-130612,11321,-47356,-304072,-69704,59004,324667
2015:Q4,1471900,307648,455511,509911,207023,134232,156556,12100,198829,1471900,1398430,352912,264496,259854,521332,-164,-20294,92654,-888,852,3652,0,13264,18980,-88540,-60268,93764,1471900,72946,-44300,-1388,7056,111210,368,1460243,0,649167,72131,-964,70408,3480,68741,-2048,555964,-5584,-52356,147184,186683,-65052,-69234,-46940,-70852,-6836,26352,-61290
2016:Q1,1428703,342975,455971,363699,150897,105016,90678,17108,266058,1428703,1075905,399867,176939,375969,123702,-572,281714,114186,-6928,-2264,12408,0,6028,-19364,156604,21044,71084,1428703,274642,158607,-19473,-1992,99955,37545,1037693,0,646437,75803,-3052,56387,2920,53947,268,95814,1616,-23128,160443,138487,-74429,-98756,44828,-46072,-2164,8344,116368
2016:Q2,1272235,222525,368834,454370,244915,102724,89627,17104,226506,1272235,984533,499541,-203585,391097,298712,-1232,183410,93482,6180,4948,18780,0,-10052,2856,52096,15120,104292,1272235,154156,7238,-23503,-1988,84664,87746,1172108,0,585636,86207,-2696,70389,3092,22014,268,227336,3040,4444,194373,165574,-142947,-58607,-14428,-1176,-4616,34204,-54030
2016:Q3,1114975,156970,106983,603918,277502,131088,178032,17296,247104,1114975,1198256,555194,156136,383180,103762,-16,-54353,36339,7564,1064,9420,0,11128,-3360,-89708,-26800,-28928,1114975,-5833,-147560,-21796,-1988,90595,74916,1125763,0,474379,18690,-1416,125333,4220,35832,272,79338,35992,23980,157441,135788,-109350,-11295,74800,82500,9900,-10640,-4956
2016:Q4,456969,-74318,-205220,531325,265386,134256,114392,17292,205182,456969,526427,354812,-234171,402999,-40,2828,-53302,25694,1248,-1612,1228,0,-7024,-8512,-87316,22992,-16156,456969,-5960,-84409,-22162,-1992,116694,-14091,480324,0,282916,-66272,-1488,87071,544,21642,264,2012,-14584,52840,253055,190175,-127686,-34014,-46120,-139632,-7456,27056,-17395
2017:Q1,963694,17509,178809,569518,379018,105048,75392,10060,197858,963694,897194,588472,-113271,455748,-33944,188,99928,6584,-5980,64,12032,0,-5904,-19376,84176,28332,-33428,963694,168986,46721,18125,8428,89957,5755,694882,0,191043,-1084,-2376,104155,-2788,45362,4412,-14104,-16572,59884,235051,201126,-106115,-10853,-30168,25576,-4816,17148,99826
2017:Q2,1144408,182470,209857,579953,319213,104204,146363,10172,172128,1144408,1049079,572333,151239,461936,-136969,540,60941,9589,5816,4272,160,0,-5140,5052,11652,29540,34388,1144408,10892,-26394,-10841,8420,89505,-49798,915430,0,439501,10423,-380,94221,5980,54016,4412,-73417,-8488,29800,149314,187355,-36730,-25509,-2084,34188,-1164,53992,218087
2017:Q3,1391985,133859,560682,523321,319654,108124,85259,10284,174123,1391985,1342349,455697,-11638,462533,435597,160,4793,78149,15548,-3600,3400,0,2136,-12608,-71724,-6508,44844,1391985,8127,-87292,4547,8416,101568,-19112,1340916,0,349974,29548,-1840,79952,3616,45537,4408,487841,-16456,-1928,228456,189958,-41563,-47627,-2672,13372,42188,-21848,42942
2017:Q4,1071505,87497,-4843,755696,362315,195360,187738,10284,233155,1071505,1238658,703758,145943,475278,-87304,984,-183453,-14921,17280,-812,11232,0,-36488,6772,-182420,15904,16300,1071505,27880,-172488,38761,8420,101879,51308,999616,0,415154,-15491,3952,77768,2668,30625,4408,-127652,10988,-12984,214988,195564,-12271,-4967,14640,138732,35208,28288,44009
2018:Q1,1087420,134711,236075,533797,302970,97448,123911,9468,182836,1087420,1014322,535914,27283,281223,168998,904,47578,43422,-33276,3920,16536,0,6764,-8164,15732,2644,25520,1087420,-46251,-94148,-5916,1044,99833,-47064,1021313,0,399150,-22133,-2408,96565,3504,60812,-2848,206402,2156,23368,147121,163863,-38407,-19073,1200,20852,-7924,-10888,112358
2018:Q2,1122442,285084,10349,705490,353550,119152,223212,9576,121519,1122442,1148195,479061,158844,286469,222961,860,-52581,-36929,23444,-2080,3956,0,-6640,-2528,-16624,-15180,26828,1122442,62960,-33397,-24976,1044,102895,17393,1239149,0,384085,79153,-772,103874,1040,61151,-2852,248253,7940,57504,156803,159354,36779,-2091,-1268,-44620,-24164,18980,-179667
2018:Q3,1102138,109418,250658,555160,363189,147928,34368,9676,186901,1102138,1119529,513538,201785,301055,101966,1184,-95375,-90799,23568,420,-740,0,-16056,-2244,-16828,7304,77984,1102138,89109,-13823,6038,1044,93312,2539,834874,0,295910,-2698,-1244,82936,2892,62078,-2844,136518,12464,28036,87022,159987,-3939,-14033,24336,15892,-37320,-11120,178154
2018:Q4,1358977,627511,2729,529245,267331,138172,114061,9680,199492,1358977,1168874,429479,416976,303220,17734,1464,110730,47286,-2080,-416,6036,0,14260,11868,24340,9436,79372,1358977,-44850,-87788,10894,1048,100576,-69580,1235176,0,696198,106266,-552,64289,3248,62690,-2852,45566,-848,-106460,206187,180056,14723,11017,79476,-45380,-5836,-72612,168651
2019:Q1,805174,71618,21114,532311,257264,101308,151943,21796,180130,805174,924290,392446,427147,114150,-10445,992,-156088,-58512,-28080,1928,4576,0,12116,-2964,-41668,-43484,36972,805174,95445,-4342,4366,1716,109376,-15670,571260,0,208410,47530,2892,58745,1400,62488,-620,8359,1300,-31352,45345,113809,41833,31833,40180,-118452,11888,45672,138469
2019:Q2,957045,288749,-60431,558516,347079,107108,82289,22040,170211,957045,863534,661074,237717,115508,-151822,1056,-68753,-93661,2720,-1908,160,0,-4668,-9872,35708,2768,162264,957045,37360,33272,-28888,1712,84444,-53180,905406,0,530125,56358,5616,64727,480,32560,-620,-90270,-2840,-39276,90470,105666,8728,833,39272,57272,22500,23804,14279
2019:Q3,1825174,130961,765333,722791,325602,184208,190697,22284,206089,1825174,1604396,577219,399747,101659,524732,1040,93946,-124506,11116,128,16176,0,13900,-4272,134312,47092,126832,1825174,276216,125493,13544,1712,99783,35683,1475120,0,372042,5204,-4088,76126,-232,68196,-620,506540,592,-39624,156153,98831,110762,-17193,32656,58908,51936,-1068,73839
2019:Q4,934190,65960,131604,552457,268771,149752,111654,22280,184169,934190,1002631,574832,210518,123006,93175,1100,-119045,-94077,-7708,712,10672,0,2420,96,-34416,3256,50604,934190,183726,-2227,32001,1716,80553,71683,665359,0,335087,4140,9644,74467,7796,45368,-620,18427,-4532,-30328,95008,136770,16836,-33584,-51224,40456,-32768,34416,85106
2020:Q1,5763261,2606218,2433296,687741,392446,85216,189491,20588,36007,5763261,3338893,564481,2216229,337113,220634,436,2070049,665941,42408,9752,77204,0,27736,-10028,831996,425040,354320,5763261,663221,555658,12603,2628,75894,16438,4854032,234864,1903757,634796,7628,81127,2944,43967,1148,194978,1800,-124908,1056301,117339,219585,16033,-95360,551032,44260,-37260,246008
2020:Q2,-81529,122108,-524535,590041,338698,134084,96674,20584,-269143,-81529,1575477,-66681,229050,818549,593907,652,-1506566,-1094994,-49248,1224,2344,0,25884,-14076,-321248,-56452,-150440,-81529,494856,-67630,-34571,2632,541847,52578,-542879,-111072,153300,-252516,8516,78492,400,7255,1152,195967,-3940,-232,-552569,-44418,-52136,-100210,-12284,-303532,-38744,483692,-33506
2020:Q3,480372,-796793,290105,880945,630799,126652,102678,20816,106116,480372,864619,887907,-647646,466292,156303,1764,-363807,-267351,-11196,19760,-18800,0,32616,-7128,-152328,40620,-20440,480372,258217,-184068,37626,2636,312287,89736,214271,3016,-506285,-238082,-5740,64415,-456,5879,1148,111411,1156,-2876,439906,30701,-188,35835,29652,269016,-57740,33504,7884
2020:Q4,1150396,-276757,466966,881322,555761,186524,118225,20812,78865,1150396,1064816,928250,-436088,482693,88817,1144,10844,-234912,-17984,-5004,1236,0,12872,1176,165672,87788,74736,1150396,288327,144272,41795,2632,86276,13352,946941,82068,-389780,-73594,-6788,17562,2768,41307,1148,79761,-2540,7272,727226,-14490,-22186,8722,19872,416000,8012,44600,-84871
2021:Q1,1924719,114324,740453,908985,651348,125332,96998,35308,160957,1924719,1514624,1004141,190269,380025,-60468,656,337628,43508,-11868,-2516,34340,0,-11928,-1372,108360,179104,72468,1924719,169319,4447,19636,-1756,111667,35325,1751975,26016,48934,-67603,-4708,57745,288,19990,1128,149120,1468,63668,958496,33705,13430,45577,16356,460820,58260,-130716,3425
2021:Q2,1820465,-182693,444558,1256138,957052,121656,141726,35704,302461,1820465,1659481,1309365,-38673,177459,211325,4,47484,-241996,-4504,-3948,-14720,0,162988,-688,132584,17768,113500,1820465,181261,66196,-36057,-1756,116770,36108,1554272,109752,-15232,9359,-3680,82198,4780,47738,1124,246837,-1280,68284,595261,117458,44837,62928,64624,167480,33680,-81876,84932
2021:Q3,1940719,-177033,560353,1328166,963462,125836,202776,36092,229233,1940719,1619299,1278083,290692,213950,-163173,-252,156379,-43685,1076,-3552,-5724,0,-28232,412,253472,-17388,165040,1940719,491978,179810,20099,-1756,264959,28866,1105964,-84404,231943,128613,-5572,106916,3636,69245,1124,-129077,-1224,38672,628235,51497,173740,-67224,85384,-10736,-18112,-96692,342777
2021:Q4,3400321,757602,850048,1534051,999322,211192,287440,36096,258621,3400321,3108532,1395347,712852,696702,302179,1452,38353,-61123,5128,-1980,13708,0,-56992,3556,85924,50132,253436,3400321,287474,111036,53894,-1756,218292,-93992,2957934,-91624,1123440,267323,-3504,122537,4916,69503,1124,377623,-104,51472,696004,91284,242964,-154528,71224,85460,20648,-17828,154914
2022:Q1,3911811,263188,1771857,1533488,1079178,168308,275746,10256,343278,3911811,3145635,1442516,860151,486446,356034,488,659136,232904,6488,-2708,45700,0,-186848,-1160,518604,46156,107040,3911811,710709,419568,3662,4640,236503,46336,3040157,-32284,668707,108221,0,210062,7652,90299,632,309642,-184,82428,1132217,152579,113860,-15806,13008,61736,81180,56208,160945
2022:Q2,3352305,847239,508747,1585670,1096473,176684,302141,10372,410650,3352305,3055560,1343327,933024,491247,287603,360,100277,342757,70372,-2192,29516,0,-57364,2656,-188624,-96844,196468,3352305,-17122,-182194,-47562,4604,212401,-4370,3326514,-22648,1596571,188324,1472,315022,3076,85886,884,292967,1584,-42452,840645,200996,92991,25794,31268,-136960,-20132,-128772,42912
2022:Q3,2398892,348320,494299,1243150,868452,157064,207145,10488,313124,2398892,1945553,1181700,328682,324651,109960,560,274031,499111,70552,-2600,12448,0,-5444,2080,-247204,-54912,179308,2398892,-148913,-242513,-8147,2944,86222,12581,2544037,-9324,973578,121172,3752,278592,2020,61110,824,80036,2840,-56092,833414,209274,72237,32948,-21756,-57668,19568,-2488,3768
2022:Q4,1983854,432097,395614,840424,480736,161345,187860,10484,315719,1983854,1579887,579719,284588,429948,284156,1476,359660,560132,76448,388,676,0,16928,-2744,-256360,-35808,44308,1983854,-156224,-195869,14830,3080,84814,-63079,1974579,-12628,767344,277415,1520,176416,-1828,48086,848,299716,-5140,-59028,808584,181655,-56837,102880,12216,-581392,5000,9752,165499
2023:Q1,1838270,112135,825778,703121,378645,123953,180600,19924,197236,1838270,866859,469269,79432,287718,29360,1080,827255,1035823,-35928,-1816,13172,0,-50500,4500,-144336,6340,144156,1838270,-55091,-101990,14116,1172,25685,5926,1927652,-8240,533180,-8678,552,137954,308,52617,836,17640,540,-40972,1086177,139671,82765,-7953,-7716,-71224,-3096,23292,-34291
