1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q1,1921,0,0,0,0,0,0,1022,1022,1001,0,0,21,0,0,0,0,899,702,197,0,0,0,1921,21,0,0,0,21,0,21,0,0,0,1900,702,702,0,1198,0,197,1001,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,-21,0,-878,320,-1198,899,0
1965:Q2,1862,0,0,0,0,0,0,1006,1006,982,0,0,24,0,0,0,0,856,658,198,0,0,0,1862,24,0,0,0,24,0,24,0,0,0,1838,658,658,0,1180,0,198,982,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,-24,0,-832,348,-1180,856,0
1965:Q3,1886,0,0,0,0,0,0,982,982,966,0,0,16,0,0,0,0,904,704,200,0,0,0,1886,16,0,0,0,16,0,16,0,0,0,1870,704,704,0,1166,0,200,966,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,-16,0,-888,278,-1166,904,0
1965:Q4,1976,0,0,0,0,0,0,1025,1025,1005,0,0,20,0,0,0,0,951,751,200,0,0,0,1976,20,0,0,0,20,0,20,0,0,0,1956,751,751,0,1205,0,200,1005,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0,-931,274,-1205,951,0
1966:Q1,2072,0,0,0,0,0,0,1085,1085,1065,0,0,20,0,0,0,0,987,787,200,0,0,0,2072,20,0,0,0,20,0,20,0,0,0,2052,787,787,0,1265,0,200,1065,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0,-967,298,-1265,987,0
1966:Q2,2090,0,0,0,0,0,0,1098,1098,1073,0,0,25,0,0,0,0,992,786,206,0,0,0,2090,25,0,0,0,25,0,25,0,0,0,2065,786,786,0,1279,0,206,1073,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0,-967,312,-1279,992,0
1966:Q3,2073,0,0,0,0,0,0,1112,1112,1096,0,0,16,0,0,0,0,961,748,213,0,0,0,2073,16,0,0,0,16,0,16,0,0,0,2057,748,748,0,1309,0,213,1096,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,-16,0,-945,364,-1309,961,0
1966:Q4,2039,0,0,0,0,0,0,1092,1092,1070,0,0,22,0,0,0,0,947,725,222,0,0,0,2039,22,0,0,0,22,0,22,0,0,0,2017,725,725,0,1292,0,222,1070,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,-22,0,-925,367,-1292,947,0
1967:Q1,2072,0,0,0,0,0,0,1075,1075,1053,0,0,22,0,0,0,0,997,772,225,0,0,0,2072,22,0,0,0,22,0,22,0,0,0,2050,772,772,0,1278,0,225,1053,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,-22,0,-975,303,-1278,997,0
1967:Q2,1822,0,0,0,0,0,0,854,854,833,0,0,21,0,0,0,0,968,740,228,0,0,0,1822,21,0,0,0,21,0,21,0,0,0,1801,740,740,0,1061,0,228,833,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,-21,0,-947,114,-1061,968,0
1967:Q3,2165,0,0,0,0,0,0,1124,1124,1103,0,0,21,0,0,0,0,1041,811,230,0,0,0,2165,21,0,0,0,21,0,21,0,0,0,2144,811,811,0,1333,0,230,1103,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,-21,0,-1020,313,-1333,1041,0
1967:Q4,2180,0,0,0,0,0,0,1207,1207,1186,0,0,21,0,0,0,0,973,742,231,0,0,0,2180,21,0,0,0,21,0,21,0,0,0,2159,742,742,0,1417,0,231,1186,0,0,0,0,0,0,0,0,-21,0,0,0,0,0,0,0,0,0,-21,0,-952,465,-1417,973,0
1968:Q1,2397,0,0,0,0,0,0,1475,1475,1450,0,0,25,0,0,0,0,922,694,228,0,0,0,2397,25,0,0,0,25,0,25,0,0,0,2372,694,694,0,1678,0,228,1450,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0,-897,781,-1678,922,0
1968:Q2,2376,0,0,0,0,0,0,1367,1367,1338,0,0,29,0,0,0,0,1009,773,236,0,0,0,2376,29,0,0,0,29,0,29,0,0,0,2347,773,773,0,1574,0,236,1338,0,0,0,0,0,0,0,0,-29,0,0,0,0,0,0,0,0,0,-29,0,-980,594,-1574,1009,0
1968:Q3,2638,0,0,0,0,0,0,1584,1584,1548,0,0,36,0,0,0,0,1054,811,243,0,0,0,2638,36,0,0,0,36,0,36,0,0,0,2602,811,811,0,1791,0,243,1548,0,0,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,-36,0,-1018,773,-1791,1054,0
1968:Q4,2670,0,0,0,0,0,0,1567,1567,1545,0,0,22,0,0,0,0,1103,850,253,0,0,0,2670,22,0,0,0,22,0,22,0,0,0,2648,850,850,0,1798,0,253,1545,0,0,0,0,0,0,0,0,-22,0,0,0,0,0,0,0,0,0,-22,0,-1081,717,-1798,1103,0
1969:Q1,2617,0,0,0,0,0,0,1476,1476,1455,0,0,20,0,1,0,0,1141,866,275,0,0,0,2617,20,0,0,0,20,0,20,0,0,0,2596,866,866,0,1730,0,275,1455,0,0,0,0,1,1,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0,-1120,610,-1730,1141,-1
1969:Q2,2659,0,0,0,0,0,0,1459,1459,1440,0,0,19,0,0,0,0,1200,922,278,0,0,0,2659,19,0,0,0,19,0,19,0,0,0,2640,922,922,0,1718,0,278,1440,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,0,0,0,-19,0,-1181,537,-1718,1200,0
1969:Q3,2555,0,0,0,0,0,0,1418,1418,1399,0,0,18,0,1,0,0,1137,885,252,0,0,0,2555,18,0,0,0,18,0,18,0,0,0,2536,885,885,0,1651,0,252,1399,0,0,0,0,1,1,0,0,-18,0,0,0,0,0,0,0,0,0,-18,0,-1118,533,-1651,1137,-1
1969:Q4,2654,0,0,0,0,0,0,1507,1507,1487,0,0,20,0,0,0,0,1147,890,257,0,0,0,2654,20,0,0,0,20,0,20,0,0,0,2634,890,890,0,1744,0,257,1487,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0,-1127,617,-1744,1147,0
1970:Q1,2612,0,0,0,0,0,0,1420,1420,1394,0,0,26,0,0,0,0,1192,938,254,0,0,0,2612,26,0,0,0,26,0,26,0,0,0,2586,938,938,0,1648,0,254,1394,0,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,-26,0,-1166,482,-1648,1192,0
1970:Q2,2536,0,0,0,0,0,0,1340,1340,1307,0,0,32,0,1,0,0,1196,925,271,0,0,0,2536,32,0,0,0,32,0,32,0,0,0,2503,925,925,0,1578,0,271,1307,0,0,0,0,1,1,0,0,-32,0,0,0,0,0,0,0,0,0,-32,0,-1163,415,-1578,1196,-1
1970:Q3,2401,0,0,0,0,0,0,1232,1232,1204,0,0,27,0,1,0,0,1169,888,281,0,0,0,2401,27,0,0,0,27,0,27,0,0,0,2373,888,888,0,1485,0,281,1204,0,0,0,0,1,1,0,0,-27,0,0,0,0,0,0,0,0,0,-27,0,-1141,344,-1485,1169,-1
1970:Q4,2475,0,0,0,0,0,0,1268,1268,1225,0,0,40,0,3,0,0,1207,931,276,0,0,0,2475,40,0,0,0,40,0,40,0,0,0,2432,931,931,0,1501,0,276,1225,0,0,0,0,3,3,0,0,-40,0,0,0,0,0,0,0,0,0,-40,0,-1164,337,-1501,1207,-3
1971:Q1,2649,0,0,0,0,0,0,1410,1410,1366,0,0,41,0,3,0,0,1239,946,293,0,0,0,2649,41,0,0,0,41,0,41,0,0,0,2605,946,946,0,1659,0,293,1366,0,0,0,0,3,3,0,0,-41,0,0,0,0,0,0,0,0,0,-41,0,-1195,464,-1659,1239,-3
1971:Q2,2870,0,0,0,0,0,0,1611,1611,1578,0,0,30,0,3,0,0,1259,960,299,0,0,0,2870,30,0,0,0,30,0,30,0,0,0,2837,960,960,0,1877,0,299,1578,0,0,0,0,3,3,0,0,-30,0,0,0,0,0,0,0,0,0,-30,0,-1226,651,-1877,1259,-3
1971:Q3,2837,0,0,0,0,0,0,1474,1474,1439,0,0,31,0,4,0,0,1363,1034,329,0,0,0,2837,31,0,0,0,31,0,31,0,0,0,2802,1034,1034,0,1768,0,329,1439,0,0,0,0,4,4,0,0,-31,0,0,0,0,0,0,0,0,0,-31,0,-1328,440,-1768,1363,-4
1971:Q4,3391,0,0,0,0,0,0,1454,1454,1411,0,0,37,0,6,0,0,1937,1648,289,0,0,0,3391,37,0,0,0,37,0,37,0,0,0,3348,1648,1648,0,1700,0,289,1411,0,0,0,0,6,6,0,0,-37,0,0,0,0,0,0,0,0,0,-37,0,-1894,-194,-1700,1937,-6
1972:Q1,3400,0,0,0,0,0,0,1466,1466,1417,0,0,43,0,6,0,0,1934,1600,334,0,0,0,3400,43,0,0,0,43,0,43,0,0,0,3351,1600,1600,0,1751,0,334,1417,0,0,0,0,6,6,0,0,-43,0,0,0,0,0,0,0,0,0,-43,0,-1885,-134,-1751,1934,-6
1972:Q2,2869,0,0,0,0,0,0,1363,1363,1304,0,0,53,0,6,0,0,1506,1153,353,0,0,0,2869,53,0,0,0,53,0,53,0,0,0,2810,1153,1153,0,1657,0,353,1304,0,0,0,0,6,6,0,0,-53,0,0,0,0,0,0,0,0,0,-53,0,-1447,210,-1657,1506,-6
1972:Q3,3366,0,0,0,0,0,0,1757,1757,1681,0,0,67,0,9,0,0,1609,1248,361,0,0,0,3366,67,0,0,0,67,0,67,0,0,0,3290,1248,1248,0,2042,0,361,1681,0,0,0,0,9,9,0,0,-67,0,0,0,0,0,0,0,0,0,-67,0,-1533,509,-2042,1609,-9
1972:Q4,3220,0,0,0,0,0,0,1465,1465,1425,0,0,31,0,9,0,0,1755,1360,395,0,0,0,3220,31,0,0,0,31,0,31,0,0,0,3180,1360,1360,0,1820,0,395,1425,0,0,0,0,9,9,0,0,-31,0,0,0,0,0,0,0,0,0,-31,0,-1715,105,-1820,1755,-9
1973:Q1,3297,0,0,0,0,0,0,1483,1483,1435,0,0,39,0,9,0,0,1814,1416,398,0,0,0,3297,39,0,0,0,39,0,39,0,0,0,3249,1416,1416,0,1833,0,398,1435,0,0,0,0,9,9,0,0,-39,0,0,0,0,0,0,0,0,0,-39,0,-1766,67,-1833,1814,-9
1973:Q2,3127,0,0,0,0,0,0,1598,1598,1552,0,0,37,0,9,0,0,1529,1170,359,0,0,0,3127,37,0,0,0,37,0,37,0,0,0,3081,1170,1170,0,1911,0,359,1552,0,0,0,0,9,9,0,0,-37,0,0,0,0,0,0,0,0,0,-37,0,-1483,428,-1911,1529,-9
1973:Q3,2961,0,0,0,0,0,0,1383,1383,1336,0,0,37,0,10,0,0,1578,1203,375,0,0,0,2961,37,0,0,0,37,0,37,0,0,0,2914,1203,1203,0,1711,0,375,1336,0,0,0,0,10,10,0,0,-37,0,0,0,0,0,0,0,0,0,-37,0,-1531,180,-1711,1578,-10
1973:Q4,3213,0,0,0,0,0,0,1533,1533,1480,0,0,44,0,9,0,0,1680,1303,377,0,0,0,3213,44,0,0,0,44,0,44,0,0,0,3160,1303,1303,0,1857,0,377,1480,0,0,0,0,9,9,0,0,-44,0,0,0,0,0,0,0,0,0,-44,0,-1627,230,-1857,1680,-9
1974:Q1,3678,0,0,0,0,0,0,1998,1998,1940,0,0,49,0,9,0,0,1680,1310,370,0,0,0,3678,49,0,0,0,49,0,49,0,0,0,3620,1310,1310,0,2310,0,370,1940,0,0,0,0,9,9,0,0,-49,0,0,0,0,0,0,0,0,0,-49,0,-1622,688,-2310,1680,-9
1974:Q2,3812,0,0,0,0,0,0,2210,2210,2143,0,0,58,0,9,0,0,1602,1222,380,0,0,0,3812,58,0,0,0,58,0,58,0,0,0,3745,1222,1222,0,2523,0,380,2143,0,0,0,0,9,9,0,0,-58,0,0,0,0,0,0,0,0,0,-58,0,-1535,988,-2523,1602,-9
1974:Q3,3227,0,0,0,0,0,0,1686,1686,1624,0,0,53,0,9,0,0,1541,1159,382,0,0,0,3227,53,0,0,0,53,0,53,0,0,0,3165,1159,1159,0,2006,0,382,1624,0,0,0,0,9,9,0,0,-53,0,0,0,0,0,0,0,0,0,-53,0,-1479,527,-2006,1541,-9
1974:Q4,3507,0,0,0,0,0,0,2032,2032,1960,0,0,63,0,9,0,0,1475,1104,371,0,0,0,3507,63,0,0,0,63,0,63,0,0,0,3435,1104,1104,0,2331,0,371,1960,0,0,0,0,9,9,0,0,-63,0,0,0,0,0,0,0,0,0,-63,0,-1403,928,-2331,1475,-9
1975:Q1,3726,0,0,0,0,0,0,2239,2239,2163,0,0,64,0,12,0,0,1487,1119,368,0,0,0,3726,64,0,0,0,64,0,64,0,0,0,3650,1119,1119,0,2531,0,368,2163,0,0,0,0,12,12,0,0,-64,0,0,0,0,0,0,0,0,0,-64,0,-1411,1120,-2531,1487,-12
1975:Q2,3641,0,0,0,0,0,0,2025,2025,1951,0,0,59,0,15,0,0,1616,1233,383,0,0,0,3641,59,0,0,0,59,0,59,0,0,0,3567,1233,1233,0,2334,0,383,1951,0,0,0,0,15,15,0,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-1542,792,-2334,1616,-15
1975:Q3,4446,0,0,0,0,0,0,2767,2767,2693,0,0,59,0,15,0,0,1679,1286,393,0,0,0,4446,59,0,0,0,59,0,59,0,0,0,4372,1286,1286,0,3086,0,393,2693,0,0,0,0,15,15,0,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-1605,1481,-3086,1679,-15
1975:Q4,4346,0,0,0,0,0,0,2680,2680,2606,0,0,59,0,15,0,0,1666,1249,417,0,0,0,4346,59,0,0,0,59,0,59,0,0,0,4272,1249,1249,0,3023,0,417,2606,0,0,0,0,15,15,0,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-1592,1431,-3023,1666,-15
1976:Q1,4279,0,0,0,0,0,0,2577,2577,2503,0,0,59,0,15,0,0,1702,1305,397,0,0,0,4279,59,0,0,0,59,0,59,0,0,0,4205,1305,1305,0,2900,0,397,2503,0,0,0,0,15,15,0,0,-59,0,0,0,0,0,0,0,0,0,-59,0,-1628,1272,-2900,1702,-15
1976:Q2,4269,0,0,0,0,0,0,2503,2503,2440,0,0,51,0,12,0,0,1766,1374,392,0,0,0,4269,51,0,0,0,51,0,51,0,0,0,4206,1374,1374,0,2832,0,392,2440,0,0,0,0,12,12,0,0,-51,0,0,0,0,0,0,0,0,0,-51,0,-1703,1129,-2832,1766,-12
1976:Q3,4498,0,0,0,0,0,0,2705,2705,2648,0,0,45,0,12,0,0,1793,1373,420,0,0,0,4498,45,0,0,0,45,0,45,0,0,0,4441,1373,1373,0,3068,0,420,2648,0,0,0,0,12,12,0,0,-45,0,0,0,0,0,0,0,0,0,-45,0,-1736,1332,-3068,1793,-12
1976:Q4,4807,0,0,0,0,0,0,2832,2832,2777,0,0,43,0,12,0,0,1975,1531,444,0,0,0,4807,43,0,0,0,43,0,43,0,0,0,4752,1531,1531,0,3221,0,444,2777,0,0,0,0,12,12,0,0,-43,0,0,0,0,0,0,0,0,0,-43,0,-1920,1301,-3221,1975,-12
1977:Q1,6261,0,0,0,0,0,0,2720,2720,2679,0,0,28,0,13,0,0,3541,3007,534,0,0,0,6261,28,0,0,0,28,0,28,0,0,0,6220,3007,3007,0,3213,0,534,2679,0,0,0,0,13,13,0,0,-28,0,0,0,0,0,0,0,0,0,-28,0,-3500,-287,-3213,3541,-13
1977:Q2,4703,0,0,0,0,0,0,2734,2734,2663,0,0,56,0,15,0,0,1969,1372,597,0,0,0,4703,56,0,0,0,56,0,56,0,0,0,4632,1372,1372,0,3260,0,597,2663,0,0,0,0,15,15,0,0,-56,0,0,0,0,0,0,0,0,0,-56,0,-1898,1362,-3260,1969,-15
1977:Q3,4927,0,0,0,0,0,0,3014,3014,2951,0,0,45,0,18,0,0,1913,1422,491,0,0,0,4927,45,0,0,0,45,0,45,0,0,0,4864,1422,1422,0,3442,0,491,2951,0,0,0,0,18,18,0,0,-45,0,0,0,0,0,0,0,0,0,-45,0,-1850,1592,-3442,1913,-18
1977:Q4,4579,0,0,0,0,0,0,2725,2725,2675,0,0,32,0,18,0,0,1854,1356,498,0,0,0,4579,32,0,0,0,32,0,32,0,0,0,4529,1356,1356,0,3173,0,498,2675,0,0,0,0,18,18,0,0,-32,0,0,0,0,0,0,0,0,0,-32,0,-1804,1369,-3173,1854,-18
1978:Q1,4591,0,0,0,0,0,0,2799,2799,2742,0,0,36,0,21,0,0,1792,1324,468,0,0,0,4591,36,0,0,0,36,0,36,0,0,0,4534,1324,1324,0,3210,0,468,2742,0,0,0,0,21,21,0,0,-36,0,0,0,0,0,0,0,0,0,-36,0,-1735,1475,-3210,1792,-21
1978:Q2,4719,0,0,0,0,0,0,2945,2945,2882,0,0,42,0,21,0,0,1774,1286,488,0,0,0,4719,42,0,0,0,42,0,42,0,0,0,4656,1286,1286,0,3370,0,488,2882,0,0,0,0,21,21,0,0,-42,0,0,0,0,0,0,0,0,0,-42,0,-1711,1659,-3370,1774,-21
1978:Q3,4842,0,0,0,0,0,0,3043,3043,2977,0,0,45,0,21,0,0,1799,1285,514,0,0,0,4842,45,0,0,0,45,0,45,0,0,0,4776,1285,1285,0,3491,0,514,2977,0,0,0,0,21,21,0,0,-45,0,0,0,0,0,0,0,0,0,-45,0,-1733,1758,-3491,1799,-21
1978:Q4,5021,0,0,0,0,0,0,3197,3197,3132,0,0,41,0,24,0,0,1824,1317,507,0,0,0,5021,41,0,0,0,41,0,41,0,0,0,4956,1317,1317,0,3639,0,507,3132,0,0,0,0,24,24,0,0,-41,0,0,0,0,0,0,0,0,0,-41,0,-1759,1880,-3639,1824,-24
1979:Q1,5334,0,0,0,0,0,0,3472,3472,3398,0,0,50,0,24,0,0,1862,1352,510,0,0,0,5334,50,0,0,0,50,0,50,0,0,0,5260,1352,1352,0,3908,0,510,3398,0,0,0,0,24,24,0,0,-50,0,0,0,0,0,0,0,0,0,-50,0,-1788,2120,-3908,1862,-24
1979:Q2,5174,0,0,0,0,0,0,3346,3346,3262,0,0,57,0,27,0,0,1828,1336,492,0,0,0,5174,57,0,0,0,57,0,57,0,0,0,5090,1336,1336,0,3754,0,492,3262,0,0,0,0,27,27,0,0,-57,0,0,0,0,0,0,0,0,0,-57,0,-1744,2010,-3754,1828,-27
1979:Q3,5533,0,0,0,0,0,0,3667,3667,3573,0,0,67,0,27,0,0,1866,1350,516,0,0,0,5533,67,0,0,0,67,0,67,0,0,0,5439,1350,1350,0,4089,0,516,3573,0,0,0,0,27,27,0,0,-67,0,0,0,0,0,0,0,0,0,-67,0,-1772,2317,-4089,1866,-27
1979:Q4,6022,0,0,0,0,0,0,4037,4037,3938,0,0,69,0,30,0,0,1985,1456,529,0,0,0,6022,69,0,0,0,69,0,69,0,0,0,5923,1456,1456,0,4467,0,529,3938,0,0,0,0,30,30,0,0,-69,0,0,0,0,0,0,0,0,0,-69,0,-1886,2581,-4467,1985,-30
1980:Q1,6210,0,0,0,0,0,0,4168,4168,4065,0,0,73,0,30,0,0,2042,1508,534,0,0,0,6210,73,0,0,0,73,0,73,0,0,0,6107,1508,1508,0,4599,0,534,4065,0,0,0,0,30,30,0,0,-73,0,0,0,0,0,0,0,0,0,-73,0,-1939,2660,-4599,2042,-30
1980:Q2,6416,0,0,0,0,0,0,4237,4237,4134,0,0,71,0,32,0,0,2179,1621,558,0,0,0,6416,71,0,0,0,71,0,71,0,0,0,6313,1621,1621,0,4692,0,558,4134,0,0,0,0,32,32,0,0,-71,0,0,0,0,0,0,0,0,0,-71,0,-2076,2616,-4692,2179,-32
1980:Q3,6387,0,0,0,0,0,0,4063,4063,3979,0,0,51,0,33,0,0,2324,1741,583,0,0,0,6387,51,0,0,0,51,0,51,0,0,0,6303,1741,1741,0,4562,0,583,3979,0,0,0,0,33,33,0,0,-51,0,0,0,0,0,0,0,0,0,-51,0,-2240,2322,-4562,2324,-33
1980:Q4,6504,0,0,0,0,0,0,4271,4271,4157,0,0,81,0,33,0,0,2233,1644,589,0,0,0,6504,81,0,0,0,81,0,81,0,0,0,6390,1644,1644,0,4746,0,589,4157,0,0,0,0,33,33,0,0,-81,0,0,0,0,0,0,0,0,0,-81,0,-2119,2627,-4746,2233,-33
1981:Q1,6265,0,0,0,0,0,0,4102,4102,4023,0,0,47,0,32,0,0,2163,1587,576,0,0,0,6265,47,0,0,0,47,0,47,0,0,0,6186,1587,1587,0,4599,0,576,4023,0,0,0,0,32,32,0,0,-47,0,0,0,0,0,0,0,0,0,-47,0,-2084,2515,-4599,2163,-32
1981:Q2,6279,0,0,0,0,0,0,3998,3998,3929,0,0,39,0,30,0,0,2281,1681,600,0,0,0,6279,39,0,0,0,39,0,39,0,0,0,6210,1681,1681,0,4529,0,600,3929,0,0,0,0,30,30,0,0,-39,0,0,0,0,0,0,0,0,0,-39,0,-2212,2317,-4529,2281,-30
1981:Q3,6160,0,0,0,0,0,0,3783,3783,3707,0,0,46,0,30,0,0,2377,1781,596,0,0,0,6160,46,0,0,0,46,0,46,0,0,0,6084,1781,1781,0,4303,0,596,3707,0,0,0,0,30,30,0,0,-46,0,0,0,0,0,0,0,0,0,-46,0,-2301,2002,-4303,2377,-30
1981:Q4,6294,0,0,0,0,0,0,3853,3853,3753,0,0,70,0,30,0,0,2441,1842,599,0,0,0,6294,70,0,0,0,70,0,70,0,0,0,6194,1842,1842,0,4352,0,599,3753,0,0,0,0,30,30,0,0,-70,0,0,0,0,0,0,0,0,0,-70,0,-2341,2011,-4352,2441,-30
1982:Q1,6428,0,0,0,0,0,0,3559,3559,3463,0,0,66,0,30,0,0,2869,2257,612,0,0,0,6428,66,0,0,0,66,0,66,0,0,0,6332,2257,2257,0,4075,0,612,3463,0,0,0,0,30,30,0,0,-66,0,0,0,0,0,0,0,0,0,-66,0,-2773,1302,-4075,2869,-30
1982:Q2,6311,0,0,0,0,0,0,3727,3727,3638,0,0,60,0,29,0,0,2584,1939,645,0,0,0,6311,60,0,0,0,60,0,60,0,0,0,6222,1939,1939,0,4283,0,645,3638,0,0,0,0,29,29,0,0,-60,0,0,0,0,0,0,0,0,0,-60,0,-2495,1788,-4283,2584,-29
1982:Q3,6205,0,0,0,0,0,0,3704,3704,3636,0,0,41,0,27,0,0,2501,1832,669,0,0,0,6205,41,0,0,0,41,0,41,0,0,0,6137,1832,1832,0,4305,0,669,3636,0,0,0,0,27,27,0,0,-41,0,0,0,0,0,0,0,0,0,-41,0,-2433,1872,-4305,2501,-27
1982:Q4,5829,0,0,0,0,0,0,3680,3680,3621,0,0,32,0,27,0,0,2149,1487,662,0,0,0,5829,32,0,0,0,32,0,32,0,0,0,5770,1487,1487,0,4283,0,662,3621,0,0,0,0,27,27,0,0,-32,0,0,0,0,0,0,0,0,0,-32,0,-2090,2193,-4283,2149,-27
1983:Q1,6089,0,0,0,0,0,0,4018,4018,3975,0,0,16,0,27,0,0,2071,1389,682,0,0,0,6089,16,0,0,0,16,0,16,0,0,0,6046,1389,1389,0,4657,0,682,3975,0,0,0,0,27,27,0,0,-16,0,0,0,0,0,0,0,0,0,-16,0,-2028,2629,-4657,2071,-27
1983:Q2,5694,0,0,0,0,0,0,3586,3586,3550,0,0,10,0,26,0,0,2108,1451,657,0,0,0,5694,10,0,0,0,10,0,10,0,0,0,5658,1451,1451,0,4207,0,657,3550,0,0,0,0,26,26,0,0,-10,0,0,0,0,0,0,0,0,0,-10,0,-2072,2135,-4207,2108,-26
1983:Q3,6230,0,0,0,0,0,0,4009,4009,3976,0,0,9,0,24,0,0,2221,1617,604,0,0,0,6230,9,0,0,0,9,0,9,0,0,0,6197,1617,1617,0,4580,0,604,3976,0,0,0,0,24,24,0,0,-9,0,0,0,0,0,0,0,0,0,-9,0,-2188,2392,-4580,2221,-24
1983:Q4,5859,0,0,0,0,0,0,3969,3969,3942,0,0,3,0,24,0,0,1890,1316,574,0,0,0,5859,3,0,0,0,3,0,3,0,0,0,5832,1316,1316,0,4516,0,574,3942,0,0,0,0,24,24,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0,-1863,2653,-4516,1890,-24
1984:Q1,6343,0,0,0,0,0,0,4166,4166,4139,0,0,5,0,22,0,0,2177,1582,595,0,0,0,6343,5,0,0,0,5,0,5,0,0,0,6316,1582,1582,0,4734,0,595,4139,0,0,0,0,22,22,0,0,-5,0,0,0,0,0,0,0,0,0,-5,0,-2150,2584,-4734,2177,-22
1984:Q2,6386,0,0,0,0,0,0,4333,4333,4309,0,0,1,0,23,0,0,2053,1474,579,0,0,0,6386,1,0,0,0,1,0,1,0,0,0,6362,1474,1474,0,4888,0,579,4309,0,0,0,0,23,23,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-2029,2859,-4888,2053,-23
1984:Q3,6597,0,0,0,0,0,0,4549,4549,4523,0,0,1,0,25,0,0,2048,1477,571,0,0,0,6597,1,0,0,0,1,0,1,0,0,0,6571,1477,1477,0,5094,0,571,4523,0,0,0,0,25,25,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-2022,3072,-5094,2048,-25
1984:Q4,6817,0,0,0,0,0,0,4735,4735,4706,0,0,1,0,28,0,0,2082,1437,645,0,0,0,6817,1,0,0,0,1,0,1,0,0,0,6788,1437,1437,0,5351,0,645,4706,0,0,0,0,28,28,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-2053,3298,-5351,2082,-28
1985:Q1,6522,0,0,0,0,0,0,4295,4295,4261,0,0,0,0,34,0,0,2227,1630,597,0,0,0,6522,0,0,0,0,0,0,0,0,0,0,6488,1630,1630,0,4858,0,597,4261,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2193,2665,-4858,2227,-34
1985:Q2,7041,0,0,0,0,0,0,4893,4893,4852,0,0,4,0,37,0,0,2148,1520,628,0,0,0,7041,4,0,0,0,4,0,4,0,0,0,7000,1520,1520,0,5480,0,628,4852,0,0,0,0,37,37,0,0,-4,0,0,0,0,0,0,0,0,0,-4,0,-2107,3373,-5480,2148,-37
1985:Q3,7388,0,0,0,0,0,0,5047,5047,5009,0,0,0,0,38,0,0,2341,1682,659,0,0,0,7388,0,0,0,0,0,0,0,0,0,0,7350,1682,1682,0,5668,0,659,5009,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2303,3365,-5668,2341,-38
