1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q4,7549,0,0,0,0,0,0,5330,5330,5296,0,0,0,0,34,0,0,2219,1541,678,0,0,0,7549,0,0,0,0,0,0,0,0,0,0,7515,1541,1541,0,5974,0,678,5296,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2185,3789,-5974,2219,-34
1986:Q1,7337,0,0,0,0,0,0,4960,4960,4930,0,0,0,0,30,0,0,2377,1657,720,0,0,0,7337,0,0,0,0,0,0,0,0,0,0,7307,1657,1657,0,5650,0,720,4930,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2347,3303,-5650,2377,-30
1986:Q2,7656,0,0,0,0,0,0,5166,5166,5139,0,0,0,0,27,0,0,2490,1739,751,0,0,0,7656,0,0,0,0,0,0,0,0,0,0,7629,1739,1739,0,5890,0,751,5139,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2463,3427,-5890,2490,-27
1986:Q3,7969,0,0,0,0,0,0,5348,5348,5321,0,0,0,0,27,0,0,2621,1843,778,0,0,0,7969,0,0,0,0,0,0,0,0,0,0,7942,1843,1843,0,6099,0,778,5321,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2594,3505,-6099,2621,-27
1986:Q4,7140,0,0,0,0,0,0,4607,4607,4580,0,0,0,0,27,0,0,2533,1732,801,0,0,0,7140,0,0,0,0,0,0,0,0,0,0,7113,1732,1732,0,5381,0,801,4580,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2506,2875,-5381,2533,-27
1987:Q1,7401,0,0,0,0,0,0,4722,4722,4690,0,0,0,0,32,0,0,2679,1867,812,0,0,0,7401,0,0,0,0,0,0,0,0,0,0,7369,1867,1867,0,5502,0,812,4690,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2647,2855,-5502,2679,-32
1987:Q2,7567,0,0,0,0,0,0,4924,4924,4890,0,0,0,0,34,0,0,2643,1812,831,0,0,0,7567,0,0,0,0,0,0,0,0,0,0,7533,1812,1812,0,5721,0,831,4890,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2609,3112,-5721,2643,-34
1987:Q3,7473,0,0,0,0,0,0,4743,4743,4707,0,0,0,0,36,0,0,2730,1878,852,0,0,0,7473,0,0,0,0,0,0,0,0,0,0,7437,1878,1878,0,5559,0,852,4707,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2694,2865,-5559,2730,-36
1987:Q4,7235,0,0,0,0,0,0,4710,4710,4674,0,0,0,0,36,0,0,2525,1651,874,0,0,0,7235,0,0,0,0,0,0,0,0,0,0,7199,1651,1651,0,5548,0,874,4674,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2489,3059,-5548,2525,-36
1988:Q1,7423,0,0,0,0,0,0,4777,4777,4743,0,0,0,0,34,0,0,2646,1789,857,0,0,0,7423,0,0,0,0,0,0,0,0,0,0,7389,1789,1789,0,5600,0,857,4743,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2612,2988,-5600,2646,-34
1988:Q2,7588,0,0,0,0,0,0,4992,4992,4959,0,0,0,0,33,0,0,2596,1729,867,0,0,0,7588,0,0,0,0,0,0,0,0,0,0,7555,1729,1729,0,5826,0,867,4959,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2563,3263,-5826,2596,-33
1988:Q3,8057,0,0,0,0,0,0,5131,5131,5097,0,0,0,0,34,0,0,2926,2053,873,0,0,0,8057,0,0,0,0,0,0,0,0,0,0,8023,2053,2053,0,5970,0,873,5097,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2892,3078,-5970,2926,-34
1988:Q4,7801,0,0,0,0,0,0,4854,4854,4821,0,0,0,0,33,0,0,2947,2072,875,0,0,0,7801,0,0,0,0,0,0,0,0,0,0,7768,2072,2072,0,5696,0,875,4821,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2914,2782,-5696,2947,-33
1989:Q1,7968,0,0,0,0,0,0,5081,5081,5048,0,0,0,0,33,0,0,2887,2030,857,0,0,0,7968,0,0,0,0,0,0,0,0,0,0,7935,2030,2030,0,5905,0,857,5048,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2854,3051,-5905,2887,-33
1989:Q2,8167,0,0,0,0,0,0,5020,5020,4984,0,0,0,0,36,0,0,3147,2279,868,0,0,0,8167,0,0,0,0,0,0,0,0,0,0,8131,2279,2279,0,5852,0,868,4984,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3111,2741,-5852,3147,-36
1989:Q3,10129,2300,2300,2300,0,0,0,4744,4744,4708,0,0,0,0,36,0,0,3085,2196,889,0,0,0,10129,1012,34,34,0,706,706,0,272,272,0,7793,2196,2196,0,5597,0,889,4708,0,1289,1289,0,36,36,0,0,1289,2267,2267,0,0,0,0,0,0,0,-706,-272,-3049,2548,-5597,1797,-36
1989:Q4,9632,950,950,950,0,0,0,5366,5366,5123,0,0,0,0,243,0,0,3316,2394,922,0,0,0,9632,591,23,23,0,478,478,0,91,91,0,8439,2394,2394,0,6045,0,922,5123,0,360,360,0,243,243,0,0,360,928,928,0,0,0,0,0,0,0,-478,-91,-3073,2972,-6045,2956,-243
1990:Q1,8970,0,0,0,0,0,0,5570,5570,5362,0,0,0,0,208,0,0,3400,2421,979,0,0,0,8970,0,0,0,0,0,0,0,0,0,0,8762,2421,2421,0,6341,0,979,5362,0,0,0,0,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3192,3149,-6341,3400,-208
1990:Q2,9767,0,0,0,0,0,0,5084,5084,5046,0,0,0,0,38,0,0,4683,3661,1022,0,0,0,9767,0,0,0,0,0,0,0,0,0,0,9729,3661,3661,0,6068,0,1022,5046,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4645,1423,-6068,4683,-38
1990:Q3,9058,0,0,0,0,0,0,5166,5166,5127,0,0,0,0,39,0,0,3892,2830,1062,0,0,0,9058,0,0,0,0,0,0,0,0,0,0,9019,2830,2830,0,6189,0,1062,5127,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3853,2336,-6189,3892,-39
1990:Q4,16166,0,0,0,0,0,0,12385,12385,5297,0,0,0,0,7088,0,0,3781,2685,1096,0,0,0,16166,0,0,0,0,0,0,0,0,0,0,9078,2685,2685,0,6393,0,1096,5297,0,0,0,0,7088,7088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,9700,-6393,3781,-7088
1991:Q1,10380,0,0,0,0,0,0,6498,6498,5388,0,0,0,0,1110,0,0,3882,2750,1132,0,0,0,10380,0,0,0,0,0,0,0,0,0,0,9270,2750,2750,0,6520,0,1132,5388,0,0,0,0,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2772,3748,-6520,3882,-1110
1991:Q2,9286,0,0,0,0,0,0,5545,5545,5403,0,0,0,0,142,0,0,3741,2591,1150,0,0,0,9286,0,0,0,0,0,0,0,0,0,0,9144,2591,2591,0,6553,0,1150,5403,0,0,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3599,2954,-6553,3741,-142
1991:Q3,13387,0,0,0,0,0,0,9267,9267,5264,0,0,0,0,4003,0,0,4120,2962,1158,0,0,0,13387,0,0,0,0,0,0,0,0,0,0,9384,2962,2962,0,6422,0,1158,5264,0,0,0,0,4003,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-117,6305,-6422,4120,-4003
1991:Q4,10335,1284,1284,1284,0,0,0,5197,5197,5153,0,0,0,0,44,0,0,3854,2697,1157,0,0,0,10335,139,0,0,0,0,0,0,139,139,0,9007,2697,2697,0,6310,0,1157,5153,0,1145,1145,0,44,44,0,0,1145,1284,1284,0,0,0,0,0,0,0,0,-139,-3810,2500,-6310,2709,-44
1992:Q1,9327,0,0,0,0,0,0,5392,5392,5347,0,0,0,0,45,0,0,3935,2804,1131,0,0,0,9327,0,0,0,0,0,0,0,0,0,0,9282,2804,2804,0,6478,0,1131,5347,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3890,2588,-6478,3935,-45
1992:Q2,9537,0,0,0,0,0,0,5797,5797,5700,0,0,0,0,97,0,0,3740,2615,1125,0,0,0,9537,0,0,0,0,0,0,0,0,0,0,9440,2615,2615,0,6825,0,1125,5700,0,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3643,3182,-6825,3740,-97
1992:Q3,28858,17700,17700,17700,0,0,0,5615,5615,5572,0,0,0,0,43,0,0,4008,2883,1125,1535,1535,0,28858,9120,340,340,0,6955,6955,0,1825,1825,0,9580,2883,2883,0,6697,0,1125,5572,0,10115,10115,0,43,43,0,0,8580,17360,17360,0,0,0,0,0,0,0,-6955,-1825,-3965,2732,-6697,-6107,1492
1992:Q4,9920,0,0,0,0,0,0,5809,5809,5766,0,0,0,0,43,0,0,4111,2979,1132,0,0,0,9920,0,0,0,0,0,0,0,0,0,0,9877,2979,2979,0,6898,0,1132,5766,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4068,2830,-6898,4111,-43
1993:Q1,11998,1769,1769,1769,0,0,0,6095,6095,5446,0,0,0,0,649,0,0,4135,2984,1151,0,0,0,11998,804,24,24,0,480,480,0,300,300,0,9581,2984,2984,0,6597,0,1151,5446,0,965,965,0,649,649,0,0,965,1745,1745,0,0,0,0,0,0,0,-480,-300,-3486,3111,-6597,3170,-649
1993:Q2,9985,0,0,0,0,0,0,5658,5658,5618,0,0,0,0,40,0,0,4327,3157,1170,0,0,0,9985,0,0,0,0,0,0,0,0,0,0,9945,3157,3157,0,6788,0,1170,5618,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4287,2501,-6788,4327,-40
1993:Q3,11021,310,310,310,0,0,0,6321,6321,6221,0,0,0,0,100,0,0,4390,3196,1194,0,0,0,11021,193,6,6,0,123,123,0,64,64,0,10611,3196,3196,0,7415,0,1194,6221,0,118,118,0,100,100,0,0,118,304,304,0,0,0,0,0,0,0,-123,-64,-4290,3125,-7415,4272,-100
1993:Q4,11016,0,0,0,0,0,0,6230,6230,6191,0,0,0,0,39,0,0,4786,3566,1220,0,0,0,11016,0,0,0,0,0,0,0,0,0,0,10977,3566,3566,0,7411,0,1220,6191,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4747,2664,-7411,4786,-39
1994:Q1,23548,12510,12510,12510,0,0,0,5943,5943,5908,0,0,0,0,35,0,0,5095,3833,1262,0,0,0,23548,7748,342,342,0,3258,3258,0,4148,4148,0,11003,3833,3833,0,7170,0,1262,5908,0,4762,4762,0,35,35,0,0,4762,12168,12168,0,0,0,0,0,0,0,-3258,-4148,-5060,2110,-7170,333,-35
1994:Q2,12211,0,0,0,0,0,0,6885,6885,5988,0,0,0,0,897,0,0,5326,4046,1280,0,0,0,12211,0,0,0,0,0,0,0,0,0,0,11314,4046,4046,0,7268,0,1280,5988,0,0,0,0,897,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4429,2839,-7268,5326,-897
1994:Q3,11459,0,0,0,0,0,0,6550,6550,6288,0,0,0,0,262,0,0,4909,3620,1289,0,0,0,11459,0,0,0,0,0,0,0,0,0,0,11197,3620,3620,0,7577,0,1289,6288,0,0,0,0,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4647,2930,-7577,4909,-262
1994:Q4,11567,0,0,0,0,0,0,6669,6669,6619,0,0,0,0,50,0,0,4898,3609,1289,0,0,0,11567,0,0,0,0,0,0,0,0,0,0,11517,3609,3609,0,7908,0,1289,6619,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4848,3060,-7908,4898,-50
1995:Q1,11817,0,0,0,0,0,0,6987,6987,6936,0,0,0,0,51,0,0,4830,3570,1260,0,0,0,11817,0,0,0,0,0,0,0,0,0,0,11766,3570,3570,0,8196,0,1260,6936,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4779,3417,-8196,4830,-51
1995:Q2,11823,0,0,0,0,0,0,7059,7059,7007,0,0,0,0,52,0,0,4764,3502,1262,0,0,0,11823,0,0,0,0,0,0,0,0,0,0,11771,3502,3502,0,8269,0,1262,7007,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4712,3557,-8269,4764,-52
1995:Q3,12256,0,0,0,0,0,0,7105,7105,6612,0,0,0,0,493,0,0,5151,3878,1273,0,0,0,12256,0,0,0,0,0,0,0,0,0,0,11763,3878,3878,0,7885,0,1273,6612,0,0,0,0,493,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4658,3227,-7885,5151,-493
1995:Q4,13993,1950,1950,1950,0,0,0,6749,6749,6704,0,0,0,0,45,0,0,5294,3998,1296,0,0,0,13993,818,20,20,0,444,444,0,354,354,0,11998,3998,3998,0,8000,0,1296,6704,0,1132,1132,0,45,45,0,0,1132,1930,1930,0,0,0,0,0,0,0,-444,-354,-5249,2751,-8000,4162,-45
1996:Q1,12725,0,0,0,0,0,0,7336,7336,7284,0,0,0,0,52,0,0,5389,4048,1341,0,0,0,12725,0,0,0,0,0,0,0,0,0,0,12673,4048,4048,0,8625,0,1341,7284,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5337,3288,-8625,5389,-52
1996:Q2,12767,0,0,0,0,0,0,7025,7025,6976,0,0,0,0,49,0,0,5742,4361,1381,0,0,0,12767,0,0,0,0,0,0,0,0,0,0,12718,4361,4361,0,8357,0,1381,6976,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5693,2664,-8357,5742,-49
1996:Q3,12862,0,0,0,0,0,0,6828,6828,6779,0,0,0,0,49,0,0,6034,4608,1426,0,0,0,12862,0,0,0,0,0,0,0,0,0,0,12813,4608,4608,0,8205,0,1426,6779,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5985,2220,-8205,6034,-49
1996:Q4,13177,0,0,0,0,0,0,7231,7231,7180,0,0,0,0,51,0,0,5946,4472,1474,0,0,0,13177,0,0,0,0,0,0,0,0,0,0,13126,4472,4472,0,8654,0,1474,7180,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5895,2759,-8654,5946,-51
1997:Q1,13575,0,0,0,0,0,0,7155,7155,7100,0,0,0,0,55,0,0,6420,4896,1524,0,0,0,13575,0,0,0,0,0,0,0,0,0,0,13520,4896,4896,0,8624,0,1524,7100,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6365,2259,-8624,6420,-55
1997:Q2,13960,0,0,0,0,0,0,7379,7379,7254,0,0,0,0,125,0,0,6581,5005,1576,0,0,0,13960,0,0,0,0,0,0,0,0,0,0,13835,5005,5005,0,8830,0,1576,7254,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6456,2374,-8830,6581,-125
1997:Q3,14300,0,0,0,0,0,0,7421,7421,7271,0,0,0,0,150,0,0,6879,5250,1629,0,0,0,14300,0,0,0,0,0,0,0,0,0,0,14150,5250,5250,0,8900,0,1629,7271,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6729,2171,-8900,6879,-150
1997:Q4,14354,0,0,0,0,0,0,7259,7259,7186,0,0,0,0,73,0,0,7095,5413,1682,0,0,0,14354,0,0,0,0,0,0,0,0,0,0,14281,5413,5413,0,8868,0,1682,7186,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7022,1846,-8868,7095,-73
1998:Q1,14465,0,0,0,0,0,0,6820,6820,6763,0,0,0,0,57,0,0,7645,5918,1727,0,0,0,14465,0,0,0,0,0,0,0,0,0,0,14408,5918,5918,0,8490,0,1727,6763,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7588,902,-8490,7645,-57
1998:Q2,14919,0,0,0,0,0,0,6887,6887,6834,0,0,0,0,53,0,0,8032,6254,1778,0,0,0,14919,0,0,0,0,0,0,0,0,0,0,14866,6254,6254,0,8612,0,1778,6834,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7979,633,-8612,8032,-53
1998:Q3,15553,0,0,0,0,0,0,7348,7348,7276,0,0,0,0,72,0,0,8205,6371,1834,0,0,0,15553,0,0,0,0,0,0,0,0,0,0,15481,6371,6371,0,9110,0,1834,7276,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8133,977,-9110,8205,-72
1998:Q4,16383,0,0,0,0,0,0,7871,7871,7808,0,0,0,0,63,0,0,8512,6616,1896,0,0,0,16383,0,0,0,0,0,0,0,0,0,0,16320,6616,6616,0,9704,0,1896,7808,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8449,1255,-9704,8512,-63
1999:Q1,16113,0,0,0,0,0,0,7288,7288,6945,0,0,0,0,343,0,0,8825,6862,1963,0,0,0,16113,0,0,0,0,0,0,0,0,0,0,15770,6862,6862,0,8908,0,1963,6945,0,0,0,0,343,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8481,426,-8908,8825,-343
1999:Q2,17631,0,0,0,0,0,0,8476,8476,8048,0,0,0,0,428,0,0,9156,7158,1998,0,0,0,17631,0,0,0,0,0,0,0,0,0,0,17204,7158,7158,0,10046,0,1998,8048,0,0,0,0,428,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8728,1318,-10046,9156,-428
1999:Q3,19822,1750,1750,1750,0,0,0,8985,8985,8566,0,0,0,0,419,0,0,9088,7086,2002,0,0,0,19822,1313,22,22,0,878,878,0,413,413,0,17654,7086,7086,0,10568,0,2002,8566,0,438,438,0,419,419,0,0,438,1728,1728,0,0,0,0,0,0,0,-878,-413,-8669,1899,-10568,8650,-419
1999:Q4,23717,0,0,0,0,0,0,14080,14080,8531,0,0,0,0,5549,0,0,9638,7664,1974,0,0,0,23717,0,0,0,0,0,0,0,0,0,0,18169,7664,7664,0,10505,0,1974,8531,0,0,0,0,5549,5549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4089,6416,-10505,9638,-5549
2000:Q1,18486,0,0,0,0,0,0,9499,9499,8893,0,0,0,0,606,0,0,8987,7073,1914,0,0,0,18486,0,0,0,0,0,0,0,0,0,0,17880,7073,7073,0,10807,0,1914,8893,0,0,0,0,606,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8381,2426,-10807,8987,-606
2000:Q2,18446,0,0,0,0,0,0,9467,9467,9010,0,0,0,0,457,0,0,8979,7100,1879,0,0,0,18446,0,0,0,0,0,0,0,0,0,0,17989,7100,7100,0,10889,0,1879,9010,0,0,0,0,457,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8522,2367,-10889,8979,-457
2000:Q3,18698,0,0,0,0,0,0,9852,9852,8932,0,0,0,0,920,0,0,8846,6979,1867,0,0,0,18698,0,0,0,0,0,0,0,0,0,0,17778,6979,6979,0,10799,0,1867,8932,0,0,0,0,920,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7926,2873,-10799,8846,-920
2000:Q4,21240,0,0,0,0,0,0,12412,12412,9815,0,0,0,0,2597,0,0,8828,6949,1879,0,0,0,21240,0,0,0,0,0,0,0,0,0,0,18643,6949,6949,0,11694,0,1879,9815,0,0,0,0,2597,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6232,5463,-11694,8828,-2597
2001:Q1,19272,0,0,0,0,0,0,10234,10234,10079,0,0,0,0,155,0,0,9038,7122,1916,0,0,0,19272,0,0,0,0,0,0,0,0,0,0,19117,7122,7122,0,11995,0,1916,10079,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8882,3112,-11995,9038,-155
2001:Q2,24804,4400,4400,4400,0,0,0,10942,10942,10752,0,0,0,0,190,0,0,9462,7523,1939,0,0,0,24804,2025,0,0,0,1325,1325,0,700,700,0,20214,7523,7523,0,12691,0,1939,10752,0,2375,2375,0,190,190,0,0,2375,4400,4400,0,0,0,0,0,0,0,-1325,-700,-9271,3419,-12691,7087,-190
2001:Q3,40003,7200,7200,7200,0,0,0,11076,11076,10667,0,0,0,0,409,0,0,8535,6587,1948,13192,13192,0,40003,15686,3863,3863,0,11207,11207,0,616,616,0,20927,6587,6587,0,14340,1725,1948,10667,0,2981,2981,0,409,409,0,0,-8486,3337,3337,0,0,0,0,0,0,0,-11207,-616,-9851,4489,-14340,5554,12783
2001:Q4,19976,0,0,0,0,0,0,11313,11313,10752,0,0,0,0,561,0,0,8663,6719,1944,0,0,0,19976,0,0,0,0,0,0,0,0,0,0,19415,6719,6719,0,12696,0,1944,10752,0,0,0,0,561,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8102,4594,-12696,8663,-561
2002:Q1,23521,0,0,0,0,0,0,14895,14895,12652,0,0,-3,0,2246,0,0,8626,6714,1912,0,0,0,23521,-3,0,0,0,-3,0,-3,0,0,0,21278,6714,6714,0,14564,0,1912,12652,0,0,0,0,2246,2246,0,0,3,0,0,0,0,0,0,0,0,0,3,0,-6383,8181,-14564,8626,-2246
2002:Q2,19942,0,0,0,0,0,0,11799,11799,11351,0,0,-3,0,450,0,0,8143,6273,1870,0,0,0,19942,-3,0,0,0,-3,0,-3,0,0,0,19494,6273,6273,0,13221,0,1870,11351,0,0,0,0,450,450,0,0,3,0,0,0,0,0,0,0,0,0,3,0,-7695,5526,-13221,8143,-450
2002:Q3,19226,0,0,0,0,0,0,10807,10807,10336,0,0,0,0,472,0,0,8419,6602,1817,0,0,0,19226,0,0,0,0,0,0,0,0,0,0,18754,6602,6602,0,12152,0,1817,10336,0,0,0,0,472,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7947,4205,-12152,8419,-472
2002:Q4,23329,0,0,0,0,0,0,15863,15863,11204,0,0,6,3592,1062,0,0,7467,5713,1754,0,0,0,23329,6,0,0,0,6,0,6,0,0,0,18670,5713,5713,0,12957,0,1754,11204,0,3592,0,3592,1062,1062,0,0,-6,0,0,0,0,0,0,0,0,0,-6,0,-2808,10150,-12957,3875,-1062
2003:Q1,23735,0,0,0,0,0,0,16424,16424,10793,0,0,14,3622,1995,0,0,7311,5631,1680,0,0,0,23735,14,0,0,0,14,0,14,0,0,0,18104,5631,5631,0,12473,0,1680,10793,0,3622,0,3622,1995,1995,0,0,-14,0,0,0,0,0,0,0,0,0,-14,0,-1680,10793,-12473,3689,-1995
2003:Q2,25624,0,0,0,0,0,0,18867,18867,12180,0,0,21,3669,2997,0,0,6757,5142,1615,0,0,0,25624,21,0,0,0,21,0,21,0,0,0,18937,5142,5142,0,13795,0,1615,12180,0,3669,0,3669,2997,2997,0,0,-21,0,0,0,0,0,0,0,0,0,-21,0,-70,13725,-13795,3088,-2997
2003:Q3,24632,0,0,0,0,0,0,17879,17879,11611,0,0,26,3735,2507,0,0,6753,5193,1560,0,0,0,24632,26,0,0,0,26,0,26,0,0,0,18364,5193,5193,0,13171,0,1560,11611,0,3735,0,3735,2507,2507,0,0,-26,0,0,0,0,0,0,0,0,0,-26,0,-485,12686,-13171,3018,-2507
2003:Q4,24124,0,0,0,0,0,0,16600,16600,11377,0,0,30,3816,1378,0,0,7524,6010,1514,0,0,0,24124,30,0,0,0,30,0,30,0,0,0,18901,6010,6010,0,12891,0,1514,11377,0,3816,0,3816,1378,1378,0,0,-30,0,0,0,0,0,0,0,0,0,-30,0,-2301,10590,-12891,3708,-1378
2004:Q1,26191,0,0,0,0,0,0,18825,18825,11900,0,0,32,3939,2954,0,0,7366,5889,1477,0,0,0,26191,32,0,0,0,32,0,32,0,0,0,19266,5889,5889,0,13377,0,1477,11900,0,3939,0,3939,2954,2954,0,0,-32,0,0,0,0,0,0,0,0,0,-32,0,-441,12936,-13377,3427,-2954
2004:Q2,23788,0,0,0,0,0,0,16295,16295,11053,0,0,32,4028,1182,0,0,7493,6048,1445,0,0,0,23788,32,0,0,0,32,0,32,0,0,0,18547,6048,6048,0,12499,0,1445,11053,0,4028,0,4028,1182,1182,0,0,-32,0,0,0,0,0,0,0,0,0,-32,0,-2252,10247,-12499,3465,-1182
2004:Q3,52222,17308,17308,17308,0,0,0,23144,18680,12603,0,0,29,4075,1973,4464,4464,8078,6659,1419,3691,3691,0,52222,12724,1126,1126,0,6569,6540,29,5028,5028,0,20682,6659,6659,0,14023,0,1419,12603,0,16844,12769,4075,1973,1973,0,0,4585,16182,16182,0,0,0,0,0,0,0,-6569,-5028,2463,12021,-9559,-8766,1719
2004:Q4,24976,0,0,0,0,0,0,17558,17558,11237,0,0,25,4083,2214,0,0,7418,6019,1399,0,0,0,24976,25,0,0,0,25,0,25,0,0,0,18655,6019,6019,0,12636,0,1399,11237,0,4083,0,4083,2214,2214,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0,-1096,11539,-12636,3335,-2214
2005:Q1,30236,0,0,0,0,0,0,22653,22653,12486,0,0,18,3931,6219,0,0,7583,6199,1384,0,0,0,30236,18,0,0,0,18,0,18,0,0,0,20069,6199,6199,0,13870,0,1384,12486,0,3931,0,3931,6219,6219,0,0,-18,0,0,0,0,0,0,0,0,0,-18,0,2585,16454,-13870,3652,-6219
2005:Q2,26174,0,0,0,0,0,0,18753,18753,12793,0,0,12,3930,2017,0,0,7421,6053,1368,0,0,0,26174,12,0,0,0,12,0,12,0,0,0,20214,6053,6053,0,14161,0,1368,12793,0,3930,0,3930,2017,2017,0,0,-12,0,0,0,0,0,0,0,0,0,-12,0,-1462,12700,-14161,3491,-2017
2005:Q3,86903,27879,27879,27879,0,0,0,36009,35368,11846,17100,0,9,3930,2483,641,641,7635,6284,1351,15380,15380,0,86903,26150,945,945,0,13579,13571,9,11625,11625,0,21531,6284,6284,0,15247,2050,1351,11846,0,36739,32809,3930,2483,2483,0,0,1730,26934,26934,0,0,0,0,0,0,0,-13579,-11625,14478,29084,-14606,-29104,12897
