date,FA907005005.Q,FA903012005.Q,FA903091005.Q,FA904010005.Q,FA902050005.Q,FA903020005.Q,FA903023005.Q,FA903028003.Q,FA903029200.Q,FA903070005.Q,FA903078005.Q,FA903090005.Q,FA906000105.Q,FA087005005.Q,FA156600075.Q
1957:Q3,-127330,-44,0,3116,-8572,780,304,972,-496,1159,-8616,-114463,-690,658,32
1957:Q4,-3618,-40,0,-3212,-320,856,936,1348,-1428,6291,-8052,2051,-1192,1164,28
1958:Q1,39706,-80,0,-3688,492,2276,888,1240,148,-8811,-9564,58511,570,-606,36
1958:Q2,61701,-36,0,-2452,7600,1372,1032,644,-304,6177,-12460,62607,-1107,1071,36
1958:Q3,111270,-52,0,5012,-6800,-3780,-2436,144,-1488,-2719,-9828,130497,-1060,1024,36
1958:Q4,48048,-32,0,-1296,2284,1104,-112,-248,1464,1897,-10228,55471,-1152,1112,40
1959:Q1,32558,-24,0,1076,5872,-2248,680,-556,-2372,3707,1116,23284,-225,181,44
1959:Q2,56360,-72,0,280,2148,-1072,-168,-784,-120,839,548,51499,2190,-2230,40
1959:Q3,-33859,-100,0,4028,-4980,-404,-532,-1248,1376,-1705,-1468,-26726,-2504,2464,40
1959:Q4,95453,44,0,-3628,852,1520,4,-1976,3492,2107,-1328,96308,-422,386,36
1960:Q1,-99199,-64,0,40,4344,-892,-132,-1772,1012,-1656,280,-100694,-557,525,32
1960:Q2,39085,-20,0,-1148,-1544,-404,268,-640,-32,3776,1752,34389,2284,-2316,32
1960:Q3,-114915,-36,0,3064,-1656,-1024,-1500,916,-440,-2648,-736,-111527,-352,316,36
1960:Q4,184942,-40,0,-2616,-428,3984,640,2412,932,-504,2140,178703,3703,-3739,36
1961:Q1,188279,-24,0,-1712,16,4466,994,2488,984,97,244,184037,1155,-1203,48
1961:Q2,-13941,-48,0,-1616,544,2002,982,1148,-128,-5055,-1412,-9478,1122,-1174,52
1961:Q3,47562,-436,0,2856,-1560,-712,-3484,-72,2844,-2139,-1160,51281,-568,516,52
1961:Q4,58534,-24,0,-260,2256,1016,1776,-1180,420,-3131,-1208,58148,1737,-1793,56
1962:Q1,5028,20,0,-3792,-888,-184,772,-1336,380,2819,3500,5120,-1567,1511,52
1962:Q2,-3673,-4,0,-628,-200,2204,1564,-556,1196,-405,1108,-5395,-353,297,56
1962:Q3,-1024,160,0,3464,-3380,-2300,-3496,140,1056,1999,2660,-1965,-1662,1602,60
1962:Q4,4297,-24,0,-4872,896,3298,2554,700,44,-4081,-2828,8445,3463,-3523,60
1963:Q1,27814,-8,0,-508,2944,2906,878,776,1252,1903,2120,16339,2118,-2178,60
1963:Q2,-3899,4,0,116,84,120,-436,340,216,-4141,-2596,-1706,4220,-4296,72
1963:Q3,2708,32,0,1448,-3420,2416,588,-20,1848,3191,-672,777,-1064,996,64
1963:Q4,5830,112,0,-2248,6052,-1492,-644,-344,-504,-409,-2096,5605,306,-374,68
1964:Q1,13268,72,0,1636,524,8856,2732,1624,4500,-1941,3188,3526,-2593,2525,68
1964:Q2,-6180,68,0,-2128,-4476,-3464,-1260,-2128,-76,-1677,-260,5783,-26,-54,76
1964:Q3,-16465,156,0,2020,-2564,-162,-2606,100,2344,-2333,-444,-12111,-1027,935,84
1964:Q4,14031,492,0,-5300,8836,-4674,514,-3348,-1840,1071,-796,10895,3507,-3591,80
1965:Q1,34925,196,0,6320,-3668,7060,1712,3932,1416,4355,2432,15959,2271,-2367,88
1965:Q2,-8897,60,0,-1016,-2264,912,1888,344,-1320,-3145,944,-6792,2404,-2492,84
1965:Q3,-11422,-48,0,-1776,-1476,-2290,-2122,408,-576,-2553,248,-23,-3504,3416,84
1965:Q4,-23421,48,0,-2984,1000,1832,248,524,1060,-2401,-420,-16016,-4480,4400,80
1966:Q1,19970,68,0,5508,-1744,10264,548,504,9212,-2185,4184,10394,-6519,6403,108
1966:Q2,-14844,236,0,992,-1800,4778,1854,348,2576,-9593,2064,-7516,-4005,3893,108
1966:Q3,-21675,356,0,1872,-7776,-4760,-6512,184,1568,-5605,-952,539,-5349,5241,104
1966:Q4,427,-32,0,-2256,864,-1054,4058,16,-5128,-1473,-3288,12567,-4901,4797,100
1967:Q1,22374,104,0,-700,5540,1814,2710,-2000,1104,-3853,4672,22292,-7495,7375,112
1967:Q2,1348,440,0,832,376,3000,980,2120,-100,-2201,5520,-3204,-3415,3303,108
1967:Q3,-25065,72,0,-264,-2104,-4552,-3796,-3048,2292,-1873,-3292,-10468,-2584,2468,108
1967:Q4,-6007,248,0,36,3476,726,2650,2052,-3976,-1921,-4380,-3767,-425,297,120
1968:Q1,17458,212,0,-2148,-4028,6078,4334,3364,-1620,-1512,10636,13614,-5394,5262,132
1968:Q2,13701,604,0,6020,5736,4558,1534,-1124,4148,-3752,-2556,10106,-7015,6879,136
1968:Q3,-11900,52,0,-4116,-6672,-7868,-7784,240,-324,1036,-3144,10507,-1695,1547,148
1968:Q4,13344,128,0,4912,8240,15138,5814,5412,3912,-8996,-3952,-3121,995,-1155,160
1969:Q1,21658,60,0,-440,-4496,652,2184,176,-1708,-2544,2836,30380,-4790,4598,192
1969:Q2,22910,592,0,11488,752,6012,2212,116,3684,-5400,12952,-1652,-1834,1622,212
1969:Q3,-7215,28,0,-10184,-16904,-8220,-6320,88,-1988,-5604,-3160,38548,-1719,1499,220
1969:Q4,-16239,196,0,1424,8028,1396,-1828,-5168,8392,488,-5924,-23009,1162,-1390,228
1970:Q1,-23273,44,0,13016,-1264,-4618,-6702,12,2072,5171,3960,-35215,-4367,4135,232
1970:Q2,-38121,-248,0,-2436,20088,-2566,2346,20,-4932,4931,-3304,-48840,-5746,5518,228
1970:Q3,-32420,-68,0,-5736,-13324,8588,-420,4944,4064,3287,1060,-19411,-6816,6580,236
1970:Q4,67289,-44,0,-5508,2316,42,666,-288,-336,-8481,540,83808,-5384,5144,240
1971:Q1,-34080,-92,0,17548,4400,-942,-5482,-5044,9584,20169,536,-62092,-13607,13311,296
1971:Q2,-47332,-28,0,-7768,6172,5932,3816,636,1480,-875,-4856,-33297,-12612,12280,332
1971:Q3,-48917,-52,0,-8280,-14188,1672,-668,-2432,4772,-1795,5552,-19265,-12561,12221,340
1971:Q4,57496,220,0,-9812,8400,-4492,844,2512,-7848,-4099,4408,63478,-607,263,344
1972:Q1,-31518,-380,0,-4756,1176,12326,402,96,11828,6886,-1536,-39877,-5357,4977,380
1972:Q2,-51098,-72,0,-4700,8108,-2020,-256,296,-2060,-1882,1972,-34840,-17664,17296,368
1972:Q3,-38733,-92,0,-9104,-9140,19584,7896,128,11560,6354,3284,-40354,-9265,8893,372
1972:Q4,-35399,-68,0,-5228,8376,-8844,-5732,100,-3212,-17038,6156,-20901,2148,-2524,376
1973:Q1,-120826,-76,0,7976,-6968,-1432,-1108,132,-456,-3702,1232,-110670,-7186,6670,516
1973:Q2,-31549,328,0,-16092,8100,512,648,192,-328,7410,2408,-19296,-14919,14375,544
1973:Q3,-2369,-76,-6000,16208,-13284,16104,6196,332,9576,-14366,2256,-176,-3035,2483,552
1973:Q4,4045,-100,0,-5592,-1212,-15624,-4736,496,-11384,4950,3344,19889,-1610,1054,556
1974:Q1,3936,12,-2000,-1296,-15620,-4782,-2042,436,-3176,364,11088,16807,-637,61,576
1974:Q2,37863,-56,0,8720,32260,5402,-266,136,5532,-9300,5468,5622,-10253,9689,564
1974:Q3,905,-168,-2000,4728,-13400,9312,8288,-124,1148,7344,7204,-7985,-4130,3570,560
1974:Q4,47080,-152,0,-4796,26852,-8434,-6238,-388,-1808,-492,5596,45607,-17101,16525,576
1975:Q1,-45121,-136,-1772,-3128,-13292,-7156,-7084,-464,392,-28163,2092,22412,-15978,15390,588
1975:Q2,-14827,-92,924,-20724,2160,4,0,-364,368,-9687,-3680,30742,-14474,13882,592
1975:Q3,34098,-192,1716,15512,4408,9538,4650,-300,5188,13677,-1884,916,-9593,9009,584
1975:Q4,32592,-96,-2248,-10516,-6996,4338,2594,-316,2060,-22327,-860,87005,-15708,15124,584
1976:Q1,-8297,-148,384,2548,8628,-1766,-3054,-260,1548,-17502,-1168,20041,-19314,18686,628
1976:Q2,-33056,736,1188,-3808,10916,-3876,4052,-140,-7788,-8930,-3784,-3942,-21556,20932,624
1976:Q3,26767,-912,1644,8160,21224,3860,708,24,3128,7898,-148,3050,-18009,17365,644
1976:Q4,20389,-128,-608,-10056,-10016,690,-5142,172,5660,-14450,2992,78256,-26291,25631,660
1977:Q1,-34073,-520,1552,-12724,24896,2234,-2534,220,4548,8904,2648,-32606,-28457,27741,716
1977:Q2,3794,-100,1988,6016,-5352,3222,7414,148,-4340,1276,3856,14340,-21452,20700,752
1977:Q3,-11385,-104,-3644,-9016,9616,11468,6388,132,4948,-13584,376,14883,-21380,20608,772
1977:Q4,18708,-320,-4424,-11492,-13216,-4256,-5752,136,1360,-38588,3920,96615,-9531,8735,796
1978:Q1,-31044,104,-904,11744,50804,-11078,-9078,116,-2116,-5665,5400,-77805,-3644,2800,844
1978:Q2,58161,-108,7040,-2664,-6392,13026,13254,60,-288,-30825,760,100244,-22920,22056,864
1978:Q3,-16454,44,1504,332,12704,7438,6742,-124,820,-40421,2172,29838,-30065,29188,877
1978:Q4,23860,-144,-1748,-10376,-57644,-62940,-62588,-220,-132,-20685,3088,214440,-40131,39258,873
1979:Q1,34699,-204,-3256,-8920,53832,-9762,-6042,-208,-3512,-16013,5156,39574,-25708,24781,927
1979:Q2,-3549,-176,-4204,576,476,4176,5532,-116,-1240,-9613,10556,36589,-41929,41015,914
1979:Q3,29913,-80,22392,-8852,-19504,-1442,-2510,-44,1112,-8429,7060,98134,-59366,58437,929
1979:Q4,18483,-140,-3292,2140,-80268,12090,8290,48,3752,-14885,7000,152546,-56708,55761,947
1980:Q1,65372,-180,7116,-388,39044,-12596,-2848,64,-9812,-28343,1840,127665,-68786,67797,989
1980:Q2,-23298,-124,7284,-23260,-12780,8722,-2706,20,11408,-24567,24280,53812,-56665,55665,1000
1980:Q3,-48911,-216,-19204,-20628,1440,-7488,-1488,28,-6028,9213,3976,17759,-33763,32742,1021
1980:Q4,20731,-188,5972,12292,-35588,16184,2676,44,13464,-48351,-492,92839,-21937,20887,1050
1981:Q1,8454,-248,10068,-3328,100596,-12578,-15606,44,2984,5609,-3564,-27625,-60476,59314,1162
1981:Q2,-117175,-220,-18960,-3220,-11540,36160,37940,24,-1804,-20559,26564,-88806,-36594,35426,1168
1981:Q3,-50617,-188,-27676,-16376,-19360,-20724,-14384,12,-6352,-19067,7092,75614,-29932,28758,1174
1981:Q4,-69205,-164,-9536,13207,8748,12552,-8924,8,21468,-18959,184,-46738,-28499,27331,1168
1982:Q1,75675,-204,6540,9834,52214,-2496,-428,12,-2080,1705,11008,448,-3374,2174,1200
1982:Q2,6822,-212,-19176,6805,-44342,2506,9374,24,-6892,6233,11932,49515,-6439,5249,1190
1982:Q3,-51552,-256,492,-904,-2723,2630,2818,-44,-144,28361,-5536,-66940,-6676,5487,1189
1982:Q4,29798,-144,-36,-2815,35307,-8556,-10368,116,1696,12101,13064,3753,-22876,21687,1189
1983:Q1,-90096,-232,13024,-35423,-53610,10792,9220,108,1464,-51076,14140,44135,-31845,30587,1258
1983:Q2,-73344,-184,-6892,16863,-43849,-5662,2570,64,-8296,-41496,-18724,80062,-53463,52203,1260
1983:Q3,-87324,-156,-1056,11212,20967,11428,1960,64,9404,-53984,-2968,4080,-76846,75590,1256
1983:Q4,49040,-312,-5788,-55751,31676,272,-7420,12,7680,-40484,-6240,195936,-70270,69024,1246
1984:Q1,54201,68,-2152,43530,776,4914,6970,36,-2092,-44784,-3960,99052,-43244,41923,1321
1984:Q2,-90193,-276,-4388,8249,-55023,2808,2084,56,668,-21664,-1780,29957,-48076,46757,1319
1984:Q3,-87368,-164,7132,6407,49019,-770,898,32,-1700,-14936,14504,-103371,-45189,43852,1337
1984:Q4,-189897,-160,-2544,18503,-45865,-12508,-8088,28,-4448,-37032,11396,-87176,-34511,33144,1367
1985:Q1,-67110,428,4416,-1399,-68291,20376,12060,28,8288,-36986,6380,48531,-40565,39165,1400
1985:Q2,29393,-708,-4548,-3011,-62940,-7088,1048,32,-8168,38314,-2848,120177,-47955,46534,1421
1985:Q3,205172,-244,28952,-12918,-9519,8418,-5354,32,13740,-3130,7220,248769,-62375,60951,1424
1985:Q4,-83727,-464,-3408,-14799,17059,-13300,-2428,32,-10904,24242,2660,-24614,-71104,69649,1455
1986:Q1,-89855,224,28992,-38323,61751,13866,18818,32,-4984,14407,2412,-103419,-69765,68310,1455
1986:Q2,-194314,-120,3856,-15429,-8813,-14524,-4704,28,-9848,-6477,-364,-74436,-78008,76563,1445
1986:Q3,-155368,-128,31504,-2393,-32150,-16958,-7234,28,-9752,-709,8668,-49324,-93877,92427,1450
1986:Q4,-334188,-80,18004,-4641,1483,-20488,-9328,24,-11184,17923,12720,-275568,-83541,82083,1458
1987:Q1,-104864,-160,-17824,20723,-3825,12148,22264,24,-10140,-13568,24773,-55967,-71163,69696,1467
1987:Q2,-285706,-188,32844,-11504,-62553,-10970,-7718,20,-3272,-2820,-16019,-166232,-48264,46767,1497
1987:Q3,-249148,-12,-2396,38508,10900,4678,4198,20,460,9444,18423,-307751,-20942,19397,1545
1987:Q4,20759,-204,46464,-35017,-29203,-4190,-18814,16,14608,-37172,10518,109719,-40157,38566,1591
1988:Q1,-26353,-132,-23404,-9894,36777,12754,14550,0,-1796,-18460,1664,-18851,-6807,5176,1631
1988:Q2,-188057,-248,-4372,12337,-26473,636,4272,0,-3636,-40632,5497,-119521,-15281,13610,1671
1988:Q3,-174867,-64,2464,5235,-19475,6498,-1954,0,8452,-18496,-4213,-147832,1015,-2712,1697
1988:Q4,-202417,0,14912,-9646,-16765,-10014,-10342,0,328,-64424,12832,-132395,3084,-4781,1697
1989:Q1,165561,-388,49224,18142,41101,-756,11324,0,-12080,17563,908,58793,-19026,17363,1663
1989:Q2,-92401,-148,59632,-32600,-15075,26200,22981,0,3219,-9496,15950,-65244,-71620,69940,1680
1989:Q3,26423,-248,16268,-8530,-13702,22222,22123,0,98,6260,-5666,100643,-90823,89144,1679
1989:Q4,150124,-260,44928,-6318,-9030,-22796,-22819,0,23,-41096,-9183,290547,-96668,94865,1803
1990:Q1,-166323,-256,-29492,13973,-39868,34732,32654,0,2078,50383,21259,-110302,-106753,104879,1874
1990:Q2,-105603,-256,49864,2732,-12099,5357,-1308,0,6665,-47062,2760,-9804,-97095,95138,1957
1990:Q3,-359564,-224,47804,-18115,-103782,20259,5883,0,14376,-21921,10350,-187806,-106130,104121,2009
1990:Q4,-58813,1448,34656,-13521,4162,-13135,-23847,0,10713,-17440,5082,19245,-79310,77283,2027
1991:Q1,138808,-1880,-31768,4034,-88350,-12662,-15560,0,2897,108779,-7225,232009,-64129,62106,2023
1991:Q2,-274036,-252,-20920,17352,17289,18202,18221,0,-19,12968,-35691,-188568,-94415,92374,2041
1991:Q3,73233,-148,100,13886,-11169,57172,39353,0,17819,39816,26943,56445,-109812,107748,2064
1991:Q4,246579,-8,-57392,13475,-11832,-96978,-94389,0,-2589,9229,2629,498148,-110691,108619,2072
1992:Q1,413147,-412,-40696,-29088,10917,23679,15777,0,7902,27312,13633,488312,-80510,78393,2117
1992:Q2,44883,-184,36800,-14034,13541,-15537,-14918,0,-619,-6392,-5479,133728,-97561,95426,2135
1992:Q3,-224626,-152,3356,24874,66726,8834,15095,0,-6261,41277,23574,-251349,-141766,139638,2128
1992:Q4,128312,-104,8832,-13123,-74534,-8036,-13317,0,5282,10859,6744,348440,-150766,148598,2168
1993:Q1,21757,-216,-17380,8878,227603,-2580,3387,0,-5967,-40142,27552,3635,-185593,183453,2140
1993:Q2,-36095,-168,15340,3393,-57052,-5146,-11162,0,6016,-21748,-2928,179071,-146858,144670,2188
1993:Q3,-422847,-220,-34436,-23306,99993,-5274,-3423,0,-1851,-2656,39923,-329649,-167223,164976,2247
1993:Q4,-168082,-204,13996,29277,-132630,1992,5269,0,-3277,75783,36,-25423,-130909,128602,2307
1994:Q1,-372377,-236,-16084,-18080,52400,-19211,-16229,0,-2982,-13201,31611,-227791,-161785,159426,2359
1994:Q2,-106674,-204,58204,33525,65634,-5675,-2405,0,-3270,-9321,-8238,-89431,-151167,148720,2447
1994:Q3,-377968,-236,60944,16113,29263,-5095,-2391,0,-2705,6806,13014,-371001,-127777,125228,2549
1994:Q4,-322386,-176,46356,-1724,-29205,-401,1659,0,-2060,22516,-10009,-223522,-126221,123627,2594
1995:Q1,106700,-192,32320,10533,116942,-12055,-7884,0,-4171,30910,27186,24089,-123032,120366,2666
1995:Q2,-194541,-376,101184,-17361,-114975,-21953,-18345,0,-3608,48007,4672,-90989,-102749,100050,2699
1995:Q3,-280177,-292,-66640,22463,85501,-4940,-1594,0,-3346,-45750,25870,-221027,-75362,72651,2711
1995:Q4,-22179,-464,22088,-45673,-93695,-354,3849,0,-4204,-44762,26802,192198,-78319,75585,2734
1996:Q1,-244878,-1068,69508,34356,-80190,-18642,-15143,0,-3499,-29487,18288,-186675,-50969,48221,2748
1996:Q2,74110,-1184,37224,-30716,-26298,-5111,-1035,0,-4076,18052,22878,127624,-68360,65603,2757
1996:Q3,-164667,1448,81256,-8289,32082,21991,26596,0,-4605,-176533,12455,-61672,-67406,64638,2768
1996:Q4,1578,-892,33348,17580,-40901,-12507,-8579,0,-3928,74332,16342,-33197,-52527,49648,2879
1997:Q1,133766,-328,202600,49649,-95541,-43321,-40373,0,-2948,-105137,50842,90656,-15655,12717,2938
1997:Q2,-12537,-312,-7768,-25519,67369,21208,25281,0,-4072,-32572,20063,-8007,-47000,44014,2986
1997:Q3,-213483,740,77764,-47775,47197,12885,16060,0,-3174,24718,31572,-343660,-16925,13875,3050
1997:Q4,223436,-568,154008,-60549,204704,-17091,-11709,0,-5382,-15490,18770,-86866,26517,-29599,3082
1998:Q1,306842,-164,-57068,31397,-7963,-48449,-45088,0,-3361,17494,39136,307622,24838,-27899,3061
1998:Q2,-48106,-264,116980,17097,-141199,-8840,-5988,0,-2852,-15213,9347,-99715,73700,-76784,3084
1998:Q3,-574485,880,105032,11253,226428,22080,25727,0,-3647,-111601,24698,-939839,86583,-89690,3107
1998:Q4,44692,-1120,-185768,-94633,-82305,33087,35602,0,-2515,8093,36522,302779,28037,-31193,3156
1999:Q1,672803,-1472,55376,64929,136691,-58583,-57299,0,-1284,-40008,-8274,452964,71179,-74362,3183
1999:Q2,693679,604,73124,4794,-67468,3470,4270,0,-800,90383,4906,545468,38398,-41646,3248
1999:Q3,60688,188,-4680,-7612,35922,17496,17915,0,-419,-13850,33366,-6021,5879,-9246,3367
1999:Q4,719844,-2228,-27664,-102674,-362759,4711,5412,0,-701,20316,36322,1165186,-11365,7991,3374
2000:Q1,857969,-1800,219160,47614,509347,-42463,-42351,0,-112,84572,33071,-141967,150436,-153883,3447
2000:Q2,-265427,-711,47092,51309,10922,80828,81328,0,-500,44746,8778,-544523,36131,-39637,3506
2000:Q3,-565800,900,-37084,-40000,193051,-13132,-12446,0,-686,-56452,64486,-798171,120602,-124189,3587
2000:Q4,-1077948,-3332,107520,14257,-95492,9385,9361,0,25,-83358,85227,-1173822,61666,-65339,3673
2001:Q1,-103178,-920,74772,443,-153863,-94148,-94767,0,619,61066,41171,-237112,205413,-209189,3776
2001:Q2,-434131,-292,-158520,17146,59971,-16851,-15190,0,-1661,-15040,-40896,-408991,129342,-133108,3766
2001:Q3,-1235019,1084,22504,9614,75035,-26354,-23681,0,-2673,-24039,93394,-1503167,116909,-120656,3747
2001:Q4,281082,-240,-40760,-39051,-65201,-24637,-26544,0,1908,-18835,-7893,477483,215,-3950,3735
2002:Q1,477060,-1516,-34452,108076,70718,21172,18562,0,2609,156606,110091,6845,39520,-43273,3753
2002:Q2,390685,-860,35788,-53046,314468,5568,7211,0,-1643,33788,9072,-30214,76121,-79878,3757
2002:Q3,-576437,1136,98356,-40931,-224103,-59445,-41615,0,-17830,174783,12778,-602955,63945,-67698,3753
2002:Q4,853705,-1128,-19468,-26386,242954,23627,9613,0,14014,233490,-36415,304949,132082,-135839,3757
2003:Q1,504484,-240,170872,-3710,81296,7514,18378,0,-10864,-194764,-17655,393328,67842,-71665,3823
2003:Q2,1322164,536,148524,-72823,257391,4638,-3568,0,8206,133288,-44844,835079,60376,-64251,3875
2003:Q3,-96497,-740,-159488,60670,-6393,-66473,-37512,0,-28961,124973,-69210,25380,-5216,1267,3949
2003:Q4,249334,-784,103660,-11770,75942,18503,-12917,0,31421,53019,-55927,108620,-41930,37876,4054
2004:Q1,-98486,-388,85596,30375,-214358,40599,75892,0,-35294,-37365,62139,-53413,-11670,7436,4234
2004:Q2,26633,44,215796,21378,-255213,-4188,-3685,0,-503,-76223,-117117,210828,31329,-35681,4352
2004:Q3,-84378,-264,58868,-16396,429729,15894,16275,0,-381,35303,26892,-700715,66311,-70769,4458
2004:Q4,652457,-500,159224,49499,153874,19805,23167,0,-3362,49569,19001,193115,8869,-13397,4528
2005:Q1,381700,352,275628,25203,97859,-24548,-27998,0,3450,-44530,-35072,108693,-21884,17232,4652
2005:Q2,-640751,800,-236996,-142572,466689,-6474,-7061,0,587,-30871,-53300,-675450,37423,-42104,4681
2005:Q3,-595719,1660,71172,29004,-53805,12989,11405,0,1585,20983,-26177,-684788,33243,-37932,4689
2005:Q4,-1106499,-120,-172344,91909,-68639,-2661,-2723,0,63,-158122,-58083,-898996,160557,-165197,4640
2006:Q1,92882,-4780,301448,-11201,90285,-20858,-19147,0,-1710,-19346,23590,-458341,192084,-196732,4648
2006:Q2,-589769,312,385264,-161856,297619,8522,7928,0,594,146171,-30011,-1450858,215069,-219659,4590
2006:Q3,322339,624,124608,124903,671176,10613,10792,0,-179,121142,60746,-1041763,250290,-254850,4560
2006:Q4,-73919,-492,-64620,45562,151064,-10430,-11393,0,963,310957,57687,-726983,163336,-167927,4591
2007:Q1,-623751,-252,173128,25343,-4291,-27584,-23079,0,-4505,31770,-126486,-817032,121652,-126337,4685
2007:Q2,564673,-1924,473084,-267349,-57643,13510,12975,0,535,-35604,-53167,389183,104582,-109289,4707
2007:Q3,-887067,-1876,182368,147586,55746,2512,2262,0,250,-163302,15642,-1022030,-103713,98990,4723
2007:Q4,-1668190,-572,-27956,116804,-866929,15660,12499,0,3161,-56734,51511,-709409,-190567,185819,4748
2008:Q1,211061,-900,-244316,51502,458518,-35485,-35176,0,-308,47571,11860,59547,-137236,132453,4783
2008:Q2,-783718,-460,-470980,-179941,-778696,20045,22154,0,-2109,-4849,-54323,938087,-252601,247807,4794
