1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,38850,29827,0,461,223,2382,0,-13,83,263,2188,445,1218,0,911,0,862,6103,2563,0,0,177,1808,0,218,0,0,564,441,0,0,0,0,104,307,0,-79,0,0,32747
1952:Q1,42325,33221,0,418,43,2577,-230,-13,90,263,2236,414,1351,0,901,0,1054,6737,2590,0,31,206,1902,32,220,0,0,589,603,0,0,0,0,216,427,0,-79,0,0,35589
1952:Q2,48334,39046,0,367,142,2670,-220,-13,99,264,2349,298,1474,0,900,0,958,6890,2475,0,128,233,1948,48,222,0,0,611,631,0,0,0,0,218,458,0,-82,0,0,41444
1952:Q3,47845,38206,0,333,-29,2954,-219,-12,109,265,2437,260,1574,0,860,0,1107,7387,2587,0,244,307,2048,39,224,0,0,631,657,0,0,0,0,222,514,0,-86,0,0,40458
1952:Q4,36543,27278,0,275,285,2771,-229,-12,119,279,1885,266,1671,0,849,0,1106,8307,3473,0,361,207,2169,28,227,0,0,645,672,0,0,0,0,81,537,0,-93,0,0,28236
1953:Q1,32715,23009,0,266,201,2992,-247,-12,126,279,1955,322,1645,0,839,0,1340,8370,3585,0,245,224,1981,218,226,0,0,658,682,0,0,0,0,229,419,0,-97,0,0,24345
1953:Q2,23304,13521,0,251,58,3098,-223,-13,137,280,2007,299,1788,0,828,0,1273,8231,3655,0,136,148,2135,-20,222,0,0,666,683,0,0,0,0,228,479,0,-101,0,0,15073
1953:Q3,19518,8862,0,263,229,3464,-224,-13,148,281,2017,308,1919,0,817,0,1447,8725,3847,0,273,244,2093,-36,221,0,0,675,685,0,0,0,0,233,595,0,-105,0,0,10793
1953:Q4,33341,23289,0,226,342,2909,-229,-13,163,290,2022,305,1844,0,819,0,1374,9766,4553,0,397,205,2404,-62,222,0,0,688,685,0,0,0,0,228,556,0,-110,0,0,23576
1954:Q1,45074,34536,0,232,224,3145,-232,-13,181,291,2154,331,1919,0,808,0,1498,9619,4667,0,267,219,2162,-28,226,0,0,710,692,0,0,0,0,234,585,0,-115,0,0,35455
1954:Q2,61512,50728,0,216,230,3293,-234,-14,200,292,2292,298,2036,0,807,0,1368,9959,4624,0,121,150,2654,-6,230,0,0,738,700,0,0,0,0,252,616,0,-120,0,0,51552
1954:Q3,81637,70303,0,250,149,3794,-240,-13,218,293,2324,290,2101,0,796,0,1372,10435,4688,0,212,232,2761,14,236,0,0,766,710,0,0,0,0,233,708,0,-125,0,0,71202
1954:Q4,84467,73192,0,242,179,3537,-310,-13,239,326,2303,324,2506,0,793,0,1149,11638,5276,0,315,192,3144,-18,248,0,0,787,730,0,0,0,0,321,773,0,-130,0,0,72829
1955:Q1,92034,79854,0,292,198,3692,-299,-13,253,327,2299,323,2860,0,792,0,1456,11590,5415,0,213,199,2910,-1,250,0,0,800,762,0,0,0,0,306,872,0,-136,0,0,80444
1955:Q2,117784,103694,0,254,237,4242,-277,-12,271,329,2372,346,3989,0,791,0,1548,12226,5513,0,141,197,3321,-9,250,0,0,806,798,0,0,0,0,319,1032,0,-142,0,0,105558
1955:Q3,134458,119130,0,260,248,4856,-288,-11,290,330,2408,384,4454,0,790,0,1607,12996,5559,0,313,208,3627,-59,251,0,0,812,843,0,0,0,0,317,1273,0,-148,0,0,121463
1955:Q4,137522,121674,0,238,402,4461,-293,-11,311,357,2490,339,5330,0,779,0,1445,13758,6386,0,469,221,3332,-69,255,0,0,828,896,0,0,0,0,313,1281,0,-154,0,0,123765
1956:Q1,154991,138791,0,233,202,4941,-288,-12,334,359,2605,330,4761,0,768,0,1967,14167,6778,0,391,182,3374,36,258,0,0,853,952,0,0,0,0,311,1193,0,-161,0,0,140825
1956:Q2,145543,129234,0,231,202,5050,-285,-11,357,360,2728,387,4752,0,758,0,1780,14445,6680,0,291,292,3538,125,261,0,0,887,1027,0,0,0,0,328,1184,0,-168,0,0,131098
1956:Q3,139166,122960,0,261,103,5440,-299,-12,381,360,2694,344,4456,0,757,0,1721,14877,6605,0,466,353,3561,202,266,0,0,921,1101,0,0,0,0,316,1261,0,-175,0,0,124289
1956:Q4,159131,143522,0,263,272,4745,-320,-12,407,365,2727,500,4374,0,760,0,1528,15878,7601,0,533,325,3525,234,274,0,0,947,1153,0,0,0,0,296,1171,0,-181,0,0,143253
1957:Q1,144528,128102,0,311,168,5158,-317,-12,433,366,2768,428,4418,0,749,0,1956,15395,7737,0,379,220,3298,235,288,0,0,967,1200,0,0,0,0,300,960,0,-189,0,0,129133
1957:Q2,163067,146505,0,400,-56,5323,-303,-12,461,367,2858,435,4598,0,748,0,1743,15554,7549,0,222,212,3806,278,308,0,0,982,1223,0,0,0,0,301,870,0,-197,0,0,147513
1957:Q3,135881,118726,0,386,151,5958,-377,-12,491,367,2849,425,4338,0,747,0,1832,15872,7609,0,376,210,3861,258,329,0,0,996,1260,0,0,0,0,308,870,0,-205,0,0,120010
1957:Q4,135065,118622,0,296,146,5325,-423,-13,527,356,2899,476,4279,0,737,0,1838,16506,7998,0,540,308,3784,288,352,0,0,1011,1298,0,0,0,0,300,841,0,-214,0,0,118559
1958:Q1,149888,133583,0,294,187,5509,-400,-14,565,357,2891,478,3569,0,737,0,2132,16280,7958,0,320,259,3687,311,362,0,0,1028,1322,0,0,0,0,298,956,0,-221,0,0,133609
1958:Q2,167199,150139,0,308,616,5698,-308,-14,601,357,3121,474,3253,0,737,0,2217,17395,8171,0,125,259,4546,393,367,0,0,1043,1335,0,0,0,0,314,1071,0,-229,0,0,149805
1958:Q3,200207,182142,0,335,226,6641,-322,-14,636,357,3172,448,3624,0,727,0,2235,16959,8163,0,246,244,3797,465,370,0,0,1061,1345,0,0,0,0,318,1187,0,-237,0,0,183247
1958:Q4,214165,196038,0,317,312,6373,-358,-15,674,395,3110,477,4181,0,728,0,1933,18468,8783,0,461,240,4336,448,376,0,0,1083,1366,0,0,0,0,320,1300,0,-245,0,0,195697
1959:Q1,221855,202940,0,317,441,7105,-352,-15,704,395,2995,612,3981,0,717,0,2015,19142,9245,0,489,245,4223,591,363,0,0,1112,1410,0,0,0,0,308,1410,0,-254,0,0,202712
1959:Q2,235755,216731,0,317,211,7652,-348,-14,734,396,2945,531,3852,0,715,0,2033,20107,9459,0,452,279,4775,791,346,0,0,1149,1455,0,0,0,0,316,1348,0,-263,0,0,215648
1959:Q3,230311,210108,0,317,270,8453,-391,-14,764,397,2838,481,4133,0,705,0,2250,20794,9486,0,461,319,5044,953,305,0,0,1187,1518,0,0,0,0,342,1451,0,-272,0,0,209518
1959:Q4,251619,231984,0,317,593,7373,-437,-15,798,413,2912,559,4656,0,707,0,1759,19664,10059,0,472,363,3605,440,324,0,0,1220,1570,0,0,0,0,363,1529,0,-281,0,0,231955
1960:Q1,228716,208679,0,317,209,7844,-483,-17,834,413,3092,575,3637,0,696,0,2920,20336,11223,0,463,365,2867,580,330,0,0,1248,1652,0,0,0,0,343,1556,0,-291,0,0,208380
1960:Q2,236530,216662,0,317,730,6832,-403,-19,869,415,3230,563,3672,0,694,0,2968,19970,10541,0,469,535,2880,696,336,0,0,1270,1725,0,0,0,0,360,1459,0,-301,0,0,216560
1960:Q3,209826,190059,0,317,216,7087,-540,-20,897,417,3264,591,3793,0,694,0,3051,20603,10896,0,501,384,3115,629,343,0,0,1294,1818,0,0,0,0,392,1542,0,-311,0,0,189223
1960:Q4,252037,233738,0,317,419,5791,-630,-22,925,431,3301,565,3780,0,695,0,2727,20121,9785,0,523,317,3847,582,357,0,0,1327,1863,0,0,0,0,366,1476,0,-322,0,0,231916
1961:Q1,298445,278349,0,317,262,7051,-677,-24,954,433,3375,651,3784,0,682,0,3288,18622,9989,0,559,321,2414,192,368,0,0,1371,1895,0,0,0,0,370,1476,0,-333,0,0,279823
1961:Q2,298388,278565,0,317,190,6754,-717,-25,983,433,3573,545,3928,0,680,0,3162,21842,10280,0,537,371,5057,258,384,0,0,1427,1942,0,0,0,0,380,1551,0,-345,0,0,276545
1961:Q3,311474,290445,0,317,84,7719,-767,-26,1009,434,3657,529,4226,0,680,0,3167,20322,9926,0,502,354,3596,229,400,0,0,1483,1985,0,0,0,0,384,1820,0,-357,0,0,291151
1961:Q4,324913,304662,0,317,254,7308,-882,-26,1033,483,3658,591,4476,0,677,0,2362,21286,10080,0,508,348,4086,177,418,0,0,1525,2021,0,0,0,0,387,2105,0,-369,0,0,303627
1962:Q1,327145,304823,0,221,137,8728,-904,-28,1050,483,3554,594,4415,0,666,0,3406,21137,10849,0,515,379,3068,174,426,0,0,1558,2135,0,0,0,0,386,2029,0,-382,0,0,306007
1962:Q2,327705,305068,0,214,208,8294,-863,-30,1065,484,3625,645,4970,0,666,0,3359,23373,10759,0,461,365,4997,163,430,0,0,1580,2351,0,0,0,0,384,2278,0,-395,0,0,304332
1962:Q3,329256,305169,0,214,215,9015,-799,-31,1074,485,3681,552,5413,0,654,0,3614,23698,10915,0,420,398,4756,160,436,0,0,1600,2480,0,0,0,0,404,2538,0,-409,0,0,305558
1962:Q4,328397,305321,0,214,344,7786,-808,-31,1082,463,3973,606,5503,0,662,0,3282,23349,10201,0,381,411,4877,325,450,0,0,1628,2555,0,0,0,0,400,2544,0,-423,0,0,305048
1963:Q1,330761,305543,0,214,82,9281,-754,-33,1087,463,3895,680,5482,0,656,0,4165,11011,-706,0,405,394,3509,200,461,0,0,1661,2611,0,0,0,0,382,2532,0,-438,0,0,319751
1963:Q2,332774,305748,0,179,124,9541,-756,-34,1086,464,4152,653,6310,0,657,0,4650,13899,-546,0,380,376,5957,174,472,0,0,1699,2632,0,0,0,0,394,2814,0,-453,0,0,318875
1963:Q3,335776,305958,0,179,67,11399,-741,-34,1084,463,4259,576,6874,0,652,0,5040,13878,-435,0,377,392,5308,194,487,0,0,1738,2670,0,0,0,0,439,3177,0,-469,0,0,321897
1963:Q4,334688,306170,0,179,192,10101,-792,-34,1083,487,4362,628,7161,0,649,0,4502,13566,-1495,0,328,351,5739,335,503,0,0,1774,2785,0,0,0,0,375,3356,0,-485,0,0,321122
1964:Q1,335780,306352,0,179,108,10943,-838,-39,1072,487,4360,657,6921,0,639,0,4939,13955,-1366,0,286,437,5823,344,526,0,0,1808,2972,0,0,0,0,376,3251,0,-502,0,0,321825
1964:Q2,337727,306596,0,120,137,11209,-959,-45,1063,488,4529,730,7482,0,640,0,5737,14666,-1364,0,279,349,5931,434,553,0,0,1840,3255,0,0,0,0,359,3549,0,-519,0,0,323061
1964:Q3,338615,306820,0,120,180,12209,-1118,-46,1054,489,4552,638,7782,0,631,0,5304,15771,-1533,0,293,458,6551,441,578,0,0,1872,3551,0,0,0,0,394,3703,0,-537,0,0,322844
1964:Q4,338723,306985,0,120,875,11269,-1348,-49,1047,519,4655,695,7876,0,625,0,5454,15513,-1938,0,309,359,6355,581,601,0,0,1909,3781,0,0,0,0,387,3725,0,-556,0,0,323210
1965:Q1,341741,307256,0,121,608,12973,-1468,-52,1039,520,4756,759,7998,0,614,0,6617,16104,-1256,0,270,464,5646,884,605,0,0,1951,3955,0,0,0,0,381,3779,0,-575,0,0,325638
1965:Q2,342705,307413,0,246,492,13009,-1334,-55,1032,519,4976,719,7959,0,615,0,7114,18503,-566,0,282,412,6698,1192,597,0,0,2000,4105,0,0,0,0,420,3958,0,-595,0,0,324202
1965:Q3,344398,307686,0,247,396,14264,-1019,-57,1023,518,5039,645,8189,0,608,0,6859,16847,-1812,0,319,446,6294,644,590,0,0,2048,4186,0,0,0,0,434,4314,0,-616,0,0,327551
1965:Q4,343967,307911,0,247,351,14271,-1037,-61,1018,517,5090,844,7668,0,608,0,6540,22275,3125,0,307,451,6694,614,604,0,0,2092,4340,0,0,0,0,442,4243,0,-637,0,0,321693
1966:Q1,346285,308155,0,247,239,16452,-876,-62,1013,516,4780,972,7006,0,598,0,7245,23886,4707,0,309,609,6537,636,623,0,0,1963,4551,0,0,0,0,441,4169,0,-659,0,0,322398
1966:Q2,345385,308358,0,91,336,16021,-847,-62,1011,517,5152,775,6133,0,589,0,7311,24531,4189,0,374,610,7202,1029,652,0,0,1853,4820,0,0,0,0,393,4091,0,-682,0,0,320854
1966:Q3,348867,308409,0,356,261,18345,-863,-63,1004,519,5549,774,5742,0,578,0,8256,25320,4410,0,377,690,7504,974,684,0,0,1734,5132,0,0,0,0,486,4035,0,-706,0,0,323547
1966:Q4,344700,308661,0,656,493,14083,-922,-65,1002,494,5460,752,4451,0,574,0,9061,18820,-810,0,452,650,6460,757,716,0,0,1948,5355,0,0,0,0,351,3671,0,-730,0,0,325881
1967:Q1,347532,308793,0,632,288,16334,-1090,-66,1004,495,5199,753,4034,0,569,0,10587,17566,-2206,0,457,733,6221,299,741,0,0,2585,5550,0,0,0,0,296,3628,0,-738,0,0,329965
1967:Q2,347193,308896,0,839,398,15034,-1098,-67,1009,496,5608,772,4139,0,560,0,10607,18534,-2529,0,498,663,6606,567,768,0,0,2551,5842,0,0,0,0,293,4022,0,-747,0,0,328659
1967:Q3,348666,309234,0,823,411,17232,-1034,-67,1009,497,5890,764,3553,0,548,0,9806,19223,-3229,0,468,848,7630,305,792,0,0,2509,6090,0,0,0,0,419,4146,0,-755,0,0,329443
1967:Q4,349851,312097,0,1019,556,14731,-942,-67,1013,522,6189,813,2429,0,534,0,10957,22143,-964,0,452,671,8420,187,812,0,0,2510,6360,0,0,0,0,392,4067,0,-764,0,0,327709
1968:Q1,353613,310400,0,1203,535,18549,-937,-66,1012,523,6157,838,2920,9,518,0,11952,23583,409,0,471,790,8053,358,844,0,0,2540,6655,0,0,0,0,385,3891,-40,-773,0,0,330030
1968:Q2,353728,310841,0,1359,636,17656,-1138,-65,1012,524,6331,945,3188,18,499,0,11922,21804,-2680,0,464,787,8709,652,845,0,0,2591,6781,0,0,0,0,376,4184,-124,-781,0,0,331924
1968:Q3,358060,311531,0,1199,594,20362,-1137,-65,1008,525,6387,823,3942,31,481,0,12379,20266,-5210,0,400,818,10292,-259,872,0,0,2656,6965,0,0,0,0,339,4356,-173,-790,0,0,337794
1968:Q4,358391,312265,0,1215,893,19512,-1393,-66,1012,549,6644,781,3271,44,474,0,13190,23102,-2995,0,367,906,9220,736,956,0,0,2733,7151,0,0,0,0,405,4686,-264,-799,0,0,335289
1969:Q1,364836,313127,0,1172,539,24938,-2729,-95,1012,550,6598,884,3644,64,468,395,14269,22332,-3255,0,324,843,7191,984,1138,0,0,2854,7382,0,0,0,0,418,5201,-329,-809,390,0,342504
1969:Q2,366398,313907,0,990,826,22203,-2840,-135,1015,552,6868,903,5205,67,446,580,15811,25312,-4045,0,302,776,9543,731,1438,0,0,2979,7590,0,0,0,0,526,6117,-460,-818,633,0,341086
1969:Q3,381011,314742,0,923,626,33098,-2990,-138,1015,553,6872,1104,5405,64,427,964,18346,21765,-4890,0,289,896,6895,679,1710,0,0,3051,7807,0,0,0,0,613,5714,-579,-827,407,0,359246
1969:Q4,375113,315710,0,917,1201,24210,-1465,-141,1025,521,6994,1278,3837,76,417,414,20119,23353,-3058,0,257,776,7163,-41,1806,0,0,3167,7998,0,0,0,0,761,5455,-843,-837,749,0,351760
1970:Q1,379658,304215,7623,317,1026,29514,-3722,-145,1037,523,6876,1476,5804,50,408,208,24448,26178,-2454,0,256,930,7064,607,1919,0,0,3260,8227,0,0,0,0,833,6205,-1133,-846,1310,0,353479
1970:Q2,376359,304388,7763,317,1135,24042,-3404,-149,1053,525,7111,1558,5679,45,398,160,25738,33197,3091,0,258,866,7670,-21,1984,0,0,3347,8631,0,0,0,0,920,6341,-1324,-856,2290,0,343163
1970:Q3,371273,304546,8105,304,1185,25411,-3845,-154,1064,526,7065,1643,5313,53,397,216,19444,24148,-2210,0,229,997,5904,-560,2022,0,0,3431,8715,0,0,0,0,830,6330,-1540,-866,866,0,347125
1970:Q4,367468,304769,8581,304,1672,21894,-3290,-158,1084,537,7154,1799,3147,42,392,1573,17968,25761,-1957,0,217,866,6491,-1407,2062,0,0,3513,8853,0,0,0,0,1528,6621,-1916,-875,1765,0,341707
1971:Q1,372264,304877,9335,314,1172,26220,-4265,-167,1088,539,7128,1699,6634,44,379,1165,16102,31578,62,1000,206,964,9128,-812,1886,0,0,3636,8982,0,0,0,0,1485,7377,-2103,-885,652,0,340685
1971:Q2,368714,304619,9739,311,1128,23398,-5276,-175,1089,540,7383,1657,7473,26,366,1575,14861,35184,139,2000,255,990,11283,-1085,1723,0,0,3785,9241,0,0,0,0,1636,7825,-2418,-896,706,0,333529
1971:Q3,378400,304758,10424,311,933,28481,-4728,-185,1082,542,7454,2046,8963,-233,343,3454,14755,39220,2249,3000,325,971,11059,-821,1956,0,0,3934,9472,0,0,0,0,1861,7877,-2620,-906,863,0,339180
1971:Q4,374653,305228,11476,311,1467,23955,-4423,-196,1083,608,7735,1697,7398,-655,321,3578,15070,47156,8087,4000,308,1051,11843,-780,2133,0,0,4063,9693,0,0,0,0,1681,8359,-2910,-916,544,0,327497
1972:Q1,383020,305390,12396,312,1180,29342,-1980,-203,1086,610,7873,1863,8817,-1121,480,2629,14346,56775,15290,5000,333,880,12253,-238,1958,0,0,4176,10915,0,0,0,0,1719,8616,-3344,-927,144,0,326245
1972:Q2,384938,305840,12681,312,1469,29165,-914,-211,1088,611,8490,1897,9384,-1639,644,2826,13295,64711,17489,6200,335,972,14849,-178,1815,0,0,4275,12936,0,0,0,0,1728,8968,-3861,-937,120,0,320228
1972:Q3,384806,305892,13184,312,1383,31150,-1127,-217,1081,613,8749,2231,9312,-2213,821,2830,10805,66848,17366,7400,290,961,13267,-144,1889,0,0,4371,14998,0,0,0,0,1751,9179,-4103,-948,571,0,317957
1972:Q4,385584,306040,14160,312,1469,30417,843,-223,1084,693,8842,2102,8461,-2743,978,2643,10506,91228,36502,8600,206,1068,14796,502,2143,0,0,4475,16445,0,0,0,0,1362,9734,-4727,-959,1081,0,294357
1973:Q1,392017,307206,15128,312,1571,34779,759,-225,1122,694,9134,2819,9281,-2574,89,3212,8710,116299,55995,10356,208,945,15368,493,2261,0,0,4586,17645,0,0,0,0,1664,9739,-5053,-970,3062,0,275718
1973:Q2,398858,307813,15261,312,1530,37697,971,-228,1162,700,9483,2457,10287,-2557,-151,3401,10720,122096,55637,10817,215,1131,18175,523,2211,0,0,4701,18501,0,0,0,0,1711,10311,-5797,-981,4941,0,276761
1973:Q3,404138,308952,15888,312,1914,40916,968,-242,1181,706,9439,3139,10610,-3253,-2726,4695,11639,115937,50703,11226,235,991,13209,729,2247,0,0,4819,19020,0,0,0,0,2309,10067,-6762,-992,8136,0,288201
1973:Q4,410685,309971,17447,312,2721,37873,1307,-255,1212,817,9618,3513,11874,-3272,-2954,4719,15782,134188,62923,11427,178,1362,18347,592,2221,0,0,4934,20067,0,0,0,0,2349,11197,-7279,-1003,6873,0,276497
1974:Q1,417129,311054,18524,0,1909,42261,957,-256,1315,756,9649,3165,13593,-2684,-3975,4436,16425,127879,59208,11433,118,1023,14498,526,2277,0,0,5071,21015,0,9,0,0,2108,11755,-7639,-1015,7492,0,289250
1974:Q2,416819,310946,19382,0,1976,37157,1078,-258,1423,694,10078,2976,13051,-866,-4267,3893,19556,123062,54873,11258,144,1174,13657,505,2230,0,0,5213,22161,0,2,0,0,1435,11496,-7518,-1026,7458,0,293757
1974:Q3,423136,313096,20985,0,2164,39516,758,-257,1510,633,10227,2814,12406,-240,-5315,1123,23716,124847,64910,11005,176,1161,8736,359,2088,0,0,5370,23590,0,2,0,0,1745,10463,-7190,-1038,3470,0,298288
1974:Q4,408993,313519,23025,1723,2517,24497,690,-255,1607,556,10559,2502,8108,-82,-5515,1641,23901,168860,107738,10776,124,3193,9576,-25,2005,0,0,5551,24697,0,2,0,0,533,8975,-7103,-1050,3868,0,240133
1975:Q1,699414,592514,23806,1542,1774,27977,1506,-260,1629,592,10642,2609,8819,-91,-6939,1405,31889,262777,200397,10510,109,3122,10048,101,2171,0,0,5771,25861,0,0,0,0,462,8360,-5877,-1062,2804,0,436637
1975:Q2,704365,604205,23807,1376,1962,27606,1668,-267,1642,628,11074,3516,4661,-273,-7763,2741,27782,258897,192932,10137,94,2965,8055,643,2352,0,0,6043,28740,0,50,0,0,886,8175,-4846,-1074,3745,0,445468
1975:Q3,723279,613481,24202,1222,1858,37480,2035,-249,1631,664,11305,3281,5673,-365,-5703,3773,22991,266825,185419,9820,92,2807,16934,175,2466,0,0,6302,32945,0,66,0,0,1791,8026,-3680,-1086,4748,0,456454
1975:Q4,707481,604490,26055,1125,2306,34347,1955,-232,1634,701,11875,3589,1957,-457,-5697,2746,21087,273801,189424,9719,52,3201,18802,244,2588,0,0,6486,35450,0,51,0,0,1496,7558,-2819,-1099,2648,0,433680
1976:Q1,743352,632763,25764,1061,2085,37191,2158,-170,1663,736,12070,3479,2587,-260,-2757,3773,21209,275335,186039,9823,11,3120,21182,69,2443,0,0,6686,35497,0,92,0,0,1287,7577,-2535,1432,2612,0,468016
1976:Q2,754042,638999,25888,950,1912,39314,1501,-118,1696,788,12770,3168,2951,-252,-2419,4992,21902,282806,197069,10112,114,3048,19900,-244,2321,0,0,6870,33278,0,92,0,0,884,7454,-2259,1594,2573,0,471236
1976:Q3,773922,653397,26346,791,2335,45403,1526,-116,1718,840,13112,3583,3054,-326,-2473,5306,19426,290543,203304,10493,165,3088,18508,-48,2432,0,0,7047,35445,0,145,0,0,1084,6967,-1971,1454,2430,0,483379
1976:Q4,743584,636404,27301,650,2364,33755,1450,-115,1759,906,13391,3874,1522,-212,-2970,6036,17469,291804,203941,10873,141,2982,16791,-224,2493,0,0,7225,38493,0,24,0,0,1023,6878,-1679,727,2116,0,451780
1977:Q1,775371,652076,27590,576,1785,38930,1821,-93,1942,958,13721,4169,3403,-174,-2514,6835,24346,302137,203419,11296,145,2882,20222,-457,2525,0,0,7579,43725,0,139,0,0,956,6557,-1567,1488,3228,0,473233
1977:Q2,787103,654130,26631,481,2033,45506,1143,-75,2123,980,14011,4465,2116,-293,-2185,6870,29167,304188,200976,11802,76,2829,23736,-507,2496,0,0,7915,43733,0,149,0,0,1344,6663,-1502,1712,2766,0,482915
1977:Q3,811835,671490,26838,395,2364,50267,1569,-125,2296,1002,14326,4172,3511,-264,-2576,6885,29685,314602,206740,12317,6,2768,23078,-589,2501,0,0,8241,47881,0,236,0,0,1370,7523,-1392,1624,2298,0,497233
1977:Q4,805987,672116,27248,0,2536,42231,2018,-195,2482,994,14739,4229,2172,-263,-5011,8064,32627,330600,227253,12764,-13,2378,21055,-818,2505,0,0,8557,46992,0,147,0,0,1996,7502,-1247,-419,1948,0,475387
1978:Q1,844422,696966,28779,0,2124,51660,2466,-197,2562,1016,15095,3974,2987,-273,-3864,8054,33073,356839,241404,13151,-16,2211,23629,-303,2784,232,0,8761,51862,0,337,0,0,2518,7191,-1218,2000,2296,0,487583
1978:Q2,869735,704146,29376,0,2462,60461,3391,-199,2633,1074,15446,4402,682,-360,-748,6773,40196,348459,229864,13485,33,2340,26246,-26,3182,783,0,8981,50378,0,275,0,0,2421,7608,-1178,1906,2161,0,521276
1978:Q3,904811,725889,29553,0,2579,67314,4756,-215,2668,1132,15831,4993,5061,-392,-90,6295,39437,367644,234806,13814,108,2358,33983,530,3394,1240,0,9208,53177,0,269,0,0,2624,8982,-1135,2465,1821,0,537167
1978:Q4,933843,741545,30488,0,3470,67066,4496,-232,2683,1188,16284,5489,8236,-326,154,5698,47604,403685,264063,14186,131,2887,33286,317,3559,1795,0,9486,57146,0,1212,0,0,2442,9860,-1099,2551,1863,0,530158
1979:Q1,981675,776716,32477,0,2597,73471,5980,-239,2766,1339,16795,5459,8780,-354,-2140,5665,52363,407348,265545,14604,191,2580,32253,337,3949,2146,0,9811,59705,0,483,0,0,2759,9558,-1081,2534,1974,0,574327
1979:Q2,1004855,789770,32887,0,2810,80371,4022,-246,2831,1490,17387,5852,13003,-451,-2857,2544,55442,416509,267415,15073,229,2748,34047,289,4311,2522,0,10181,61640,0,612,0,0,2300,11171,-1065,3260,1776,0,588346
1979:Q3,1049667,824538,33693,0,3090,77753,4114,-254,2857,1640,17979,5406,18595,-337,-572,2285,58880,432205,287796,15529,272,3733,23766,394,4566,2977,0,10559,61688,0,770,0,0,2332,13643,-1049,3553,1676,0,617462
1979:Q4,1071536,847611,37425,0,4112,72249,3635,-262,2828,1778,18454,6575,15145,-460,1259,3949,57238,455919,312263,15908,188,3045,19887,374,4849,3592,0,10911,63710,0,767,0,0,2856,12497,-1036,4354,1754,0,615618
1980:Q1,1126168,889056,38986,0,2728,79232,4683,31,4641,1929,18737,6645,17619,-357,-867,1198,61907,450434,301635,15507,209,2585,26588,361,5243,4773,0,11242,65572,18,483,0,0,2912,10050,-1019,3655,620,0,675735
1980:Q2,1164203,920132,41439,0,3890,74789,3008,696,4656,2006,18758,7321,32141,-303,-378,2176,53872,460796,302372,13623,154,3123,25205,3761,5632,5643,0,11555,66936,35,1346,0,0,2886,14081,-1001,4584,861,0,703407
1980:Q3,1212081,970371,42702,0,2568,75290,3092,1389,3777,2075,18845,8309,30137,-238,44,2738,50982,503938,340348,13132,128,3226,25296,4217,6059,6061,0,11873,69121,53,1011,0,0,3236,15003,-982,5322,834,0,708143
1980:Q4,1213839,965422,44203,0,3129,74853,3385,1880,4480,2617,19216,8635,30186,-265,140,1951,54007,522775,349323,16906,122,3526,30589,4982,6609,7031,0,12218,67837,70,754,0,0,4106,12503,-964,5750,1413,0,691064
1981:Q1,1323946,1070205,42822,0,2619,77551,3828,2221,4331,2679,20001,9051,40945,-292,-3638,1233,50390,609867,425025,20421,221,3056,34684,5432,7411,6439,0,12531,66440,88,-1486,0,0,5485,16455,-956,5084,3537,0,714079
1981:Q2,1326081,1066326,41457,0,3233,82904,3379,2474,3869,2752,21204,8955,43901,-282,-6690,1454,51145,617937,424714,23811,270,4149,39492,5764,8381,5920,0,12737,67445,105,484,0,0,3524,15328,-946,5507,1252,0,708143
1981:Q3,1360994,1098327,42032,0,3646,78412,4232,2638,4705,2878,22513,9257,47827,-296,-12503,4391,52935,636606,437010,26576,332,3592,37475,7200,9178,6805,0,13091,69127,123,400,0,0,3936,15986,-939,4814,1900,0,724387
1981:Q4,1348296,1100629,42896,0,3763,66121,4960,2719,4646,2782,23512,10079,47880,-298,-11771,2238,48140,663659,466774,28966,205,3954,32322,7737,9462,6183,0,13845,66368,141,1078,0,0,4747,14328,-933,6539,1943,0,684637
1982:Q1,1406443,1143609,50009,0,2918,68554,5649,2620,4249,2816,24245,9970,52254,-258,-17617,3466,53959,877674,669204,25834,188,3921,44320,9328,9042,5167,3600,15707,61333,171,390,0,0,4970,17014,-947,6167,2265,0,528769
1982:Q2,1435031,1142046,56919,0,2850,85050,7358,2251,4334,2792,24828,10751,55847,-230,-24154,2275,62115,891687,670207,22827,172,3871,55827,9603,7860,6421,3600,17277,62025,202,1436,0,0,4807,18570,-970,6146,1806,0,543344
1982:Q3,1446125,1170337,63908,0,2811,61260,6481,1981,4290,2764,25532,7390,52510,-195,-15263,6715,55604,915519,689213,20445,245,4386,55967,9910,6688,6264,3600,19042,68418,233,2104,0,0,2241,18756,-986,7103,1890,0,530606
1982:Q4,1415248,1155686,71472,0,3719,39774,5798,2181,3954,3306,26538,12060,48093,-165,-20551,3771,59613,926360,694987,18438,196,3947,57594,12092,6298,5882,3452,20719,68471,264,1291,0,0,5668,16694,-1008,8949,2426,0,488888
1983:Q1,1471259,1168201,74238,0,2666,60651,5915,2525,4197,3292,27723,13088,50268,-150,-14938,2719,70865,960307,712735,19403,145,4036,67004,8333,6314,5829,3452,21855,72888,299,380,204,0,6234,20653,-995,10905,633,0,510952
