1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,103723,904,28772,0,38927,18866,249,1816,0,-1,28,6769,4153,517,1035,0,934,0,345,409,92737,8357,2612,2188,409,0,135,2114,0,171,0,0,1224,21009,35354,18866,0,0,0,106,0,249,0,-57,0,0,0,10986
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,114830,1007,31927,0,42425,21026,666,2284,0,-12,53,7290,4428,585,1295,0,921,0,491,444,101042,8692,3171,2308,444,0,160,2357,0,215,0,0,1467,21647,39109,21026,0,0,0,107,0,407,0,-67,0,0,0,13788
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,1501697,7258,677180,23806,396218,216419,1774,30977,1506,-260,1629,54271,32456,5498,12909,-91,3321,1405,31889,3532,1065060,40699,219592,26610,3532,109,3122,12937,101,2171,0,0,13029,110527,394676,216419,0,0,0,462,0,8360,-5877,2188,16404,0,0,436637
1975:Q2,1502513,7431,674792,23807,399699,219290,1962,30806,1668,-267,1642,55689,33383,6237,9503,-273,3082,2741,27782,3539,1057045,41563,213186,26689,3539,94,2965,10776,643,2352,0,0,13474,99327,398323,219290,50,0,0,886,0,8175,-4846,2426,18132,0,0,445468
1975:Q3,1548837,7596,689619,24202,408139,229193,1858,40880,2035,-249,1631,57275,34108,5526,14176,-365,2955,3773,22991,3494,1092383,42562,206748,26843,3494,92,2807,19179,175,2466,0,0,13898,109083,406917,229193,66,0,0,1791,0,8026,-3680,2664,20059,0,0,456454
1975:Q4,1546268,7744,674248,26055,415660,234075,2306,37897,1955,-232,1634,59203,35136,6251,13870,-457,2820,3446,21087,3570,1112588,43806,211856,27243,3570,52,3201,21464,244,2588,0,0,14230,105208,414535,234075,51,0,0,1496,0,7558,-2819,2901,20628,0,700,433680
1976:Q1,1582394,7902,694028,25764,424401,229173,2085,40841,2158,-170,1663,61480,35888,6600,15274,-260,5953,4473,21519,3622,1114377,45136,209499,28039,3622,11,3120,24303,69,2443,0,0,14588,96762,423340,229173,92,0,0,1287,0,7577,-2535,5679,21472,0,700,468016
1976:Q2,1600666,8045,704265,25888,427074,226088,1912,43054,1501,-118,1696,64135,37164,6028,16777,-252,6165,5692,22080,3472,1129430,46621,221650,29151,3472,114,3048,22760,-244,2321,0,0,14915,98544,426124,226088,92,0,0,884,0,7454,-2259,5614,22381,0,700,471236
1976:Q3,1637054,8196,722771,26346,435951,224603,2335,49253,1526,-116,1718,66940,38084,6650,18006,-326,5932,6106,19624,3455,1153675,48164,229052,30403,3455,165,3088,21575,-48,2432,0,0,15243,104819,435160,224603,145,0,0,1084,0,6967,-1971,5489,23050,0,800,483379
1976:Q4,1619959,8375,707821,27301,443605,223777,2364,37759,1450,-115,1759,69698,38934,7740,17754,-212,6180,6836,18079,854,1168179,49675,230852,31621,854,141,2982,20657,-224,2493,0,0,15600,109910,442955,223777,24,0,0,1023,0,6878,-1679,5997,23842,0,800,451780
1977:Q1,1680065,8582,730120,27590,452917,232156,1785,43070,1821,-93,1942,72695,39992,7678,19707,-174,6579,7635,25277,786,1206831,51407,231617,32949,786,145,2882,23731,-457,2525,0,0,16161,121769,452341,232156,139,0,0,956,0,6557,-1567,6938,24996,0,800,473233
1977:Q2,1708305,8818,730866,26631,460834,235642,2033,49746,1143,-75,2123,75832,41099,8177,19146,-293,8222,7770,29707,884,1225390,53295,230518,34406,884,76,2829,27448,-507,2496,0,0,16733,120469,460353,235642,149,0,0,1344,0,6663,-1502,7781,25414,0,900,482915
1977:Q3,1749734,9060,751974,26838,462729,241489,2364,54607,1569,-125,2296,79087,42251,7744,21565,-264,7796,7785,30128,841,1252501,55213,237691,35913,841,6,2768,26650,-589,2501,0,0,17301,128365,462334,241489,236,0,0,1370,0,7523,-1392,7555,25826,0,900,497233
1977:Q4,1761517,9284,752543,27248,470572,245466,2536,46876,2018,-195,2482,82379,43453,8375,19825,-263,6018,8964,33118,818,1286130,57037,259688,37391,818,-13,2378,25201,-818,2505,0,0,17841,127419,470572,245466,147,0,0,1996,0,7502,-1247,5571,25776,0,900,475387
1978:Q1,1826247,9534,780050,28779,481894,252253,2124,56380,2466,-197,2562,85791,44610,8413,21087,-273,7325,8954,33634,861,1338664,58821,275679,38845,861,-16,2211,28068,-303,2784,232,0,18295,134946,481894,252253,337,0,0,2518,0,7191,-1218,7616,26750,0,900,487583
1978:Q2,1859261,9790,778212,29376,491793,254129,2462,65410,3391,-199,2633,89356,45764,9412,21183,-360,8503,7001,40556,849,1337985,60553,265863,40309,849,33,2340,31256,-26,3182,783,0,18771,124444,491793,254129,275,0,0,2421,0,7608,-1178,8125,26228,0,228,521276
1978:Q3,1895761,10059,788733,29553,495324,256679,2579,72359,4756,-215,2668,92988,46941,10617,26213,-392,9593,6525,39954,827,1358594,62293,272562,41782,827,108,2358,39607,530,3394,1240,0,19267,116021,495324,256679,269,0,0,2624,0,8982,-1135,9231,26402,0,230,537167
1978:Q4,1951949,10349,808538,30488,505051,263167,3470,72288,4496,-232,2683,96635,48155,11695,30485,-326,9520,5932,48620,935,1421791,64095,303536,43261,935,131,2887,39492,317,3559,1795,0,19835,124139,505051,263167,1212,0,0,2442,0,9860,-1099,9286,27656,0,234,530158
1979:Q1,2019064,10665,838735,32477,517004,269750,2597,78753,5980,-239,2766,100405,49436,12148,30738,-354,8403,5900,52918,982,1444737,65976,306730,44750,982,191,2580,38942,337,3949,2146,0,20476,121724,517004,269750,483,0,0,2759,0,9558,-1081,8396,28850,0,235,574327
1979:Q2,2063587,11010,848122,32887,527122,276049,2810,85695,4022,-246,2831,104214,50789,13800,35280,-451,9846,2796,56046,965,1475241,67896,310333,46260,965,229,2748,41995,289,4311,2522,0,21191,119992,527122,276049,612,0,0,2300,0,11171,-1065,10145,29924,0,252,588346
1979:Q3,2116265,11360,872987,33693,529800,283565,3090,83292,4114,-254,2857,108067,52111,13677,42955,-337,11688,3019,59657,924,1498803,69849,332414,47770,924,272,3733,32037,394,4566,2977,0,21919,110137,529800,283565,770,0,0,2332,0,13643,-1049,11702,30313,0,734,617462
1979:Q4,2166136,11692,897041,37425,539904,293200,4112,78095,3635,-262,2828,111960,53262,15829,40863,-460,12692,4994,58384,942,1550519,71830,358498,49258,942,188,3045,29141,374,4849,3592,0,22603,113140,539904,293200,767,0,0,2856,0,12497,-1036,13647,30179,0,1045,615618
1980:Q1,2253807,12003,951907,38986,552484,295170,2728,85148,4683,31,4641,115941,54089,16329,42918,-357,11322,2379,62627,778,1578073,73951,349447,49807,778,209,2585,36272,361,5243,4773,0,23245,128423,552484,295188,483,0,0,2912,0,10050,-1019,11106,30593,0,1181,675735
1980:Q2,2300753,12288,978680,41439,562984,289187,3890,80940,3008,696,4656,119356,54575,17447,58527,-303,14522,3487,54645,729,1597346,75590,351688,48859,729,154,3123,35331,3761,5632,5643,0,23843,125484,562984,289222,1346,0,0,2886,0,14081,-1001,15103,31577,0,1311,703407
1980:Q3,2352580,12587,1026296,42702,563797,287601,2568,81600,3092,1389,3777,122646,55119,17807,57530,-238,16433,4379,52775,720,1644437,77200,391098,49277,720,128,3226,34794,4217,6059,6061,0,24460,125046,563797,287654,1011,0,0,3236,0,15003,-982,17984,32807,0,1641,708143
1980:Q4,2379245,12939,1025254,44203,574353,287401,3129,81174,3385,1880,4480,126344,56007,18703,59136,-265,20352,3791,55137,1842,1688181,78906,401439,53926,1842,122,3526,40657,4982,6609,7031,0,25157,127669,574353,287471,754,0,0,4106,0,12503,-964,19831,36420,0,1840,691064
1981:Q1,2518425,13358,1135103,42822,587913,298732,2619,84159,3828,2221,4331,129493,57560,18745,64316,-292,17342,3314,51187,1674,1804346,80908,478469,58242,1674,221,3056,44378,5432,7411,6439,0,25889,131338,587913,298820,-1486,0,0,5485,0,16455,-956,17534,35043,0,2081,714079
1981:Q2,2560433,13859,1140930,41457,598883,307908,3233,89804,3379,2474,3869,132551,59567,18748,66087,-282,20168,3762,52185,1851,1852289,82967,479425,62371,1851,270,4149,49285,5764,8381,5920,0,26596,142049,598883,308013,484,0,0,3524,0,15328,-946,20167,35501,0,2308,708143
1981:Q3,2637891,14345,1193651,42032,598335,322720,3646,85478,4232,2638,4705,135470,61697,21058,67427,-296,18526,6896,53511,1820,1913503,84927,492916,65869,1820,332,3592,49276,7200,9178,6805,0,27436,164451,598335,322843,400,0,0,3936,0,15986,-939,16982,39653,0,2505,724387
1981:Q4,2647580,14722,1190935,42896,608916,329132,3763,73699,4960,2719,4646,138052,63508,21993,68983,-298,22043,5114,50224,1573,1962943,86791,523795,69045,1573,205,3954,44236,7737,9462,6183,0,28567,156674,608916,329273,1078,0,0,4747,0,14328,-933,22483,41953,0,2876,684637
1982:Q1,2736921,15001,1233022,50009,623328,341656,2918,75945,5649,2620,4249,140277,65150,22560,72811,-258,18077,6335,55936,1636,2208152,88241,727272,66791,1636,188,3921,56910,9328,9042,5167,3600,30708,150746,623328,341827,390,0,0,4970,0,17014,-947,19932,45219,0,2869,528769
1982:Q2,2793318,15194,1228844,56919,634294,351959,2850,92066,7358,2251,4334,142407,66621,22951,74251,-230,20055,4151,65183,1861,2249974,89558,729164,64894,1861,172,3871,68027,9603,7860,6421,3600,32471,148823,634294,352161,1436,0,0,4807,0,18570,-970,22218,49256,0,1876,543344
1982:Q3,2794238,15349,1229495,63908,633623,355716,2811,69511,6481,1981,4290,144556,68243,21203,77812,-195,28365,9888,59288,1913,2263632,91108,749072,63432,1913,245,4386,69780,9910,6688,6264,3600,34391,127576,633623,355949,2104,0,0,2241,0,18756,-986,31665,48743,0,3173,530606
1982:Q4,2776318,15515,1204742,71472,644261,358378,3719,48750,5798,2181,3954,149408,70248,26792,76502,-165,24144,6929,61893,1798,2287430,95310,755926,61727,1798,196,3947,72326,12092,6298,5882,3452,36234,117527,644261,358642,1291,0,0,5668,0,16694,-1008,34206,51804,0,3158,488888
1983:Q1,2836076,15665,1200377,74238,659394,356934,2666,69199,5915,2525,4197,151864,72346,26870,79856,-150,31831,5607,74868,1875,2325124,98409,774747,62177,1875,145,4036,80786,8333,6314,5829,3452,37520,105064,659394,357233,380,204,0,6234,0,20653,-995,37175,53271,0,2888,510952
1983:Q2,2853943,15810,1189349,77655,670233,350784,2874,79323,5179,3482,4324,153986,74624,26883,82095,-134,36961,4904,73698,1913,2330800,102174,781052,61813,1913,429,3905,80606,7573,7155,4576,3452,39690,91491,670233,351135,363,223,0,6617,0,20681,-984,38345,55422,0,2936,523143
1983:Q3,2918549,15950,1225052,80665,669248,359060,3217,85945,6106,4396,4399,157311,76974,27003,82001,-129,38749,7697,73029,1875,2375490,106790,780698,62155,1875,530,4428,83419,8747,7960,5844,3452,42556,108953,669248,359482,95,225,0,6434,0,20328,-984,41239,58762,0,3255,543058
1983:Q4,2961839,16099,1224057,84094,679718,365216,3537,86816,6230,4714,4266,162152,79296,26344,87132,-112,38322,8862,83284,1812,2412902,111538,777309,63966,1812,294,4860,79471,8509,7977,6207,2039,43951,128778,679718,365725,541,277,0,6748,0,17227,-970,40968,62106,0,3852,548936
1984:Q1,3096642,15949,1330039,87251,696101,371789,3215,77887,6685,4949,4315,165719,82626,25853,89631,-200,35783,15429,81557,2064,2526336,106420,790445,70692,2064,443,4882,107982,9637,7737,5913,2039,44061,179392,696101,372263,474,201,0,7716,0,7024,-1699,41704,67032,0,3813,570306
1984:Q2,3208265,15600,1393671,87669,707154,374659,3291,83579,6238,4626,4576,169271,86548,28490,93059,-282,39274,8660,100121,2061,2640561,109020,839558,69382,2061,1320,5630,112734,10106,6790,6002,2039,45649,218065,707154,375098,792,201,0,8094,0,6524,-2415,42699,70412,0,3646,567704
1984:Q3,3268498,15255,1420232,91000,707243,369917,3313,107951,8134,4217,4495,172721,90483,30483,94502,-363,42212,12222,92290,2191,2712576,111439,896954,67533,2191,2166,8461,134358,12381,5719,5702,2039,46684,203477,707243,370339,539,199,0,8952,0,6342,-3127,47088,70649,0,5247,555923
1984:Q4,3231356,15108,1350839,93673,717345,375214,3922,112882,7869,4297,5125,176426,93469,35695,96579,-460,42293,8894,90098,2088,2742887,114184,910682,65625,2088,1698,8523,144656,11451,5214,5769,1978,50607,193955,717345,375583,423,469,0,9529,0,1769,-3634,46102,74239,0,4632,488469
1985:Q1,3359203,15071,1420259,99651,724292,378998,3183,119092,9074,4431,5047,180736,97137,34571,100479,-523,49152,9488,106908,2158,2800714,116225,945082,66995,2158,1277,8272,147075,11276,4766,6494,1978,51079,192083,724292,379384,-574,361,0,9404,0,3843,-3672,49888,77903,0,5126,558490
1985:Q2,3425725,15180,1436895,103927,735026,381561,3043,132564,7707,4990,4555,189746,100975,38410,105399,-594,51568,9562,103319,1892,2840198,122968,947846,68351,1892,1692,8041,157139,9556,4686,6547,1978,53150,186303,735026,381965,1300,215,0,9422,0,3972,-3743,56967,80254,0,4671,585528
1985:Q3,3594035,15279,1523415,118297,735823,395471,3126,133854,12094,5526,4448,202424,103176,45187,107633,-664,53955,9740,123377,1874,2943751,133392,989559,70414,1874,2847,8422,153308,11302,4675,7620,1978,54186,222027,735823,395911,377,201,0,7785,0,5791,-3813,55613,80561,0,3897,650285
1985:Q4,3638120,15209,1386009,122822,737035,382476,3922,137450,5466,5594,5200,213856,238552,41733,113018,-636,80175,8078,140223,1938,3045519,145234,1039311,70633,1938,7689,8035,159439,7400,4443,7167,-377,56133,238404,737035,382966,2159,1473,0,3920,0,3991,-4716,83597,86139,0,3506,592601
1986:Q1,3627258,14968,1334436,126175,757662,377061,2698,142850,6762,5203,5072,223197,247490,42798,112235,-657,79140,18462,129790,1916,3030484,149386,1033255,73217,1916,7946,7707,158760,9460,4011,7995,-377,55540,202705,757662,377650,1999,2098,0,4444,0,4742,-5968,87249,85164,0,3923,596774
1986:Q2,3648103,14548,1324426,127097,769775,375671,2754,145020,5684,4389,4746,233125,250143,42791,110848,-552,83763,13176,138825,1873,3042160,154172,1019505,76099,1873,9176,7341,157103,8796,3400,9016,-377,58360,213496,769775,376351,2437,2631,0,514,0,3924,-7173,89474,82241,0,4026,605943
1986:Q3,3809195,14129,1425845,128549,775820,390751,2749,153040,7537,3499,5547,244763,251760,45298,117739,-657,80818,13339,147748,920,3203741,160129,1083451,79486,920,9990,7635,162752,11281,2797,9357,-377,61029,275762,775820,391422,2462,3115,0,1437,30,8213,-8282,75471,85798,0,4043,605454
1986:Q4,3772752,13885,1373785,131304,778161,381204,2802,147725,6847,2871,5665,257140,257483,49437,116328,-1349,82320,14248,151969,927,3287379,165650,1117202,82192,927,9382,7734,165784,10725,2380,10340,-3392,62918,304131,778161,381906,3570,4323,0,5823,30,6234,-9044,86683,89012,0,4709,485373
1987:Q1,3754889,13856,1301659,126841,796638,351184,2649,176698,8578,2456,5844,267595,273799,51082,115906,-1512,93068,14576,152893,1080,3277278,173200,1133630,83212,1080,9245,6892,183652,12007,2090,12187,-3392,65942,233603,796638,351954,4133,5231,0,7649,30,7375,-10638,103765,93210,0,4582,477611
1987:Q2,3785628,14196,1293723,126297,806245,348526,2981,178677,7991,2136,5754,278860,283623,48542,119870,-1754,87823,14184,167033,921,3289296,180250,1146853,82996,921,9655,6243,170966,11474,1887,12083,-3392,69535,232966,806245,349291,3909,4081,0,9091,30,6724,-11994,101135,94318,0,4029,496332
1987:Q3,3791952,14506,1266863,124144,808772,345351,2951,186820,10073,1914,6644,289400,299263,44898,116024,-1937,99824,14941,160576,925,3354381,186870,1161751,83286,925,10538,9713,170981,14198,1785,12079,-3392,73919,247490,807810,345970,3790,5386,0,8668,30,9699,-13483,113385,98207,0,4776,437571
1987:Q4,4099875,15407,1461262,124862,810107,394000,3626,172235,10197,1794,6943,301919,322174,45694,148006,-2245,84712,16054,182346,781,3675715,195035,1248505,84712,781,13261,9907,190416,13863,1815,8058,-3435,76634,424050,808941,394571,4076,5753,0,12696,30,12356,-15072,83904,99269,0,5589,424159
1988:Q1,4216904,15270,1513634,129207,830509,389616,3326,180202,13051,1822,6919,310584,324549,49740,169763,-2222,80348,15586,184327,673,3783400,199654,1292579,88553,673,6518,8128,201008,17283,2021,10158,-3435,81702,440993,828746,390143,6925,6256,0,12853,30,12991,-15687,90395,99876,0,5037,433504
1988:Q2,4293359,15325,1510112,133552,840456,390822,3758,193615,12831,2023,6728,317990,330029,45910,174280,-2260,94211,18706,204622,650,3866857,203935,1313175,92590,650,7227,8291,215044,16899,2430,9263,-3435,83509,447545,837649,391305,5509,6369,0,13753,30,15587,-16251,107145,101227,0,7411,426502
1988:Q3,4380270,15486,1562500,137898,843650,397908,4261,203095,14268,2273,8019,325069,328000,47911,169354,-2133,84169,20685,217267,590,3967809,209288,1352729,96219,590,6829,8452,227135,17940,2883,10717,-3435,83406,486764,840067,398420,7303,5478,0,15501,30,14586,-17027,92820,101722,0,9393,412461
1988:Q4,4541609,15835,1664740,142243,844830,402354,4709,219002,14664,2447,7704,333098,332820,44840,168197,-1971,90704,21821,232843,729,4221241,215520,1546187,99758,729,7424,9401,238852,18638,3177,8464,-6290,85161,510277,839008,404471,5410,5457,0,20215,30,15098,-17785,98126,103602,0,10311,320368
1989:Q1,4639113,15741,1752864,147461,865822,424821,3266,157385,16808,2730,6650,340936,342110,43648,163282,-2225,92555,21279,243255,726,4322055,218941,1642986,102714,726,7075,8269,192568,21416,3391,10051,-6290,87100,503902,859716,427554,3909,6183,0,18086,30,15574,-17931,104249,102235,0,9601,317058
1989:Q2,4673995,15850,1725455,152679,875401,432173,3273,161006,17141,2821,6633,349504,349021,45123,169485,-2109,100045,21259,248562,673,4345326,222630,1623717,106285,673,7651,9729,201763,20890,3674,8844,-6290,91002,484838,868248,436092,6630,7295,0,23021,30,16534,-18045,114676,106215,0,9225,328668
1989:Q3,4753956,15976,1726814,157897,878861,451886,3082,171226,20992,2922,7050,358289,357569,50012,173077,-2106,103902,20398,255404,705,4372769,227349,1621007,108742,705,8579,7978,208043,24634,3917,9553,-6290,93576,443946,871378,457086,9763,8026,0,28430,30,17119,-18175,131045,107690,0,8638,381187
1989:Q4,4777152,16649,1725264,163116,877193,486296,3993,161431,19258,3074,7581,366466,364931,51697,174207,-1992,89454,20253,247695,586,4413518,232036,1620173,109775,586,8791,7196,199015,22663,4066,10042,-10952,88668,467653,869421,492565,7885,8674,0,30259,30,17978,-18421,125064,112259,0,8092,363634
1990:Q1,4909873,16296,1758861,162295,898402,512280,3970,194243,19244,3315,7350,373349,366927,46725,166853,-1672,98613,20869,261293,660,4504205,240590,1658648,109126,660,9151,5397,165031,23159,3363,10943,-10952,84069,502537,890962,518889,8120,9202,0,29357,30,15967,-18129,131000,108608,0,8478,405667
1990:Q2,4884889,16310,1702839,161474,907925,518941,3809,178853,19355,3667,7702,379463,369584,48254,179618,-1737,100815,20914,266457,646,4438291,242145,1608115,107477,646,10301,4951,159247,22050,4215,12803,-10952,84157,469314,900232,526770,11372,9706,0,32687,30,15844,-17851,134643,102020,0,8369,446597
1990:Q3,5086899,16271,1835842,160653,910313,580906,4022,178676,22782,3972,7925,385405,368990,45897,195286,-1569,88673,24903,257279,674,4664272,246949,1652898,106437,674,8868,5693,170053,25577,4223,13332,-10952,82562,558379,902876,588531,6354,9634,0,31220,30,15701,-17545,144415,110143,0,8220,422627
1990:Q4,5063526,16764,1838479,159833,908854,583399,2958,159966,22067,3978,8062,392885,372456,55565,186365,-1843,84477,23372,245261,628,4710409,251488,1694617,106813,628,10299,6046,176991,25277,4192,12335,-4537,83868,535634,901166,591230,15625,9980,0,32941,30,16088,-17041,145581,102562,0,8597,353117
1991:Q1,5116902,16638,1859490,159681,931601,564848,2592,155595,26005,3913,8050,398735,386615,56899,190331,-1848,93922,23561,239583,691,4715281,253157,1725639,109035,691,11104,5318,181247,30144,4100,14404,-4537,97183,485235,924180,568758,2775,8525,0,32294,30,17615,-16821,155241,100436,0,9527,401621
1991:Q2,5165220,16415,1874192,160029,939740,592195,2555,150162,23551,3656,8236,400994,399552,58762,199733,-1771,98683,23952,213691,893,4774231,255357,1708831,112305,893,11373,5044,170488,26724,3937,17947,-4537,94574,514469,932065,596958,8656,8654,0,31129,30,18286,-16794,167874,100301,0,9668,390989
1991:Q3,5222365,16192,1918876,162377,941335,598101,2850,141724,25841,3339,9200,403961,408889,64943,203334,-1716,101562,22897,197331,1330,4774881,257588,1691578,113781,1330,9941,5136,164997,31091,3762,19852,-4537,100954,501272,934630,603133,8830,8634,0,32173,30,22775,-16783,178668,97643,0,8403,447484
1991:Q4,5254797,16062,1902094,163475,938138,600784,2513,144570,26619,3104,8927,411146,417958,63534,210456,-1555,108458,22323,214546,1646,4761565,261513,1659501,115983,1646,13922,5572,163717,30273,3669,17186,-6645,99195,485957,931179,605405,7644,10305,0,39208,30,27198,-16516,198429,99341,0,7852,493232
1992:Q1,5672490,16005,2173349,166934,962029,663367,2103,147913,25613,3593,8450,416262,423806,75565,223032,-3122,116001,21748,228128,1714,5017646,265505,1790001,117229,1714,10133,5093,163256,30849,3649,21374,-6645,97541,523491,955360,668105,7183,23953,0,31073,30,24698,-16429,213801,79065,0,7617,654844
1992:Q2,5743668,15990,2163509,170393,970628,717412,1259,150759,26516,3782,8932,422482,427160,71499,215131,-3324,128796,21746,229146,1853,5029547,270059,1720866,117963,1853,11680,5154,166324,31235,3366,21189,-6645,98062,533395,963704,722153,7916,28117,0,32356,30,19414,-16825,211475,78629,0,8077,714121
1992:Q3,5856027,16023,2185709,172602,972761,754070,1355,151574,31377,3893,9539,428780,431055,75987,218135,-3765,146990,25033,233284,1624,5154403,274830,1709803,119551,1624,8690,7047,163166,37047,3127,22150,-6645,99304,547969,966130,758107,7506,38513,0,33069,30,20891,-16844,270229,80731,0,8379,701623
1992:Q4,5847962,16110,2163167,177312,969718,779615,1780,148569,27523,4182,9159,434456,432690,76164,227281,-4172,123223,25885,233630,1670,5136311,278975,1728977,121074,1670,10641,7351,155201,33467,2992,21070,-4797,96283,523600,962834,784159,10203,29522,0,26901,30,20202,-17342,251320,83089,0,8889,711651
1993:Q1,5899981,16228,2186291,178576,994540,776760,2249,151784,28438,4467,9455,438820,444399,63349,222294,-4634,146343,25921,212700,2001,5217241,282289,1769472,124270,2001,3274,7690,148651,35147,2849,23356,-4797,97400,495424,987749,781397,14205,30923,0,29477,30,23981,-17575,289211,81990,0,8827,682741
1993:Q2,5988765,16348,2208118,179840,1001889,789712,1987,168176,28774,4809,9724,442040,450980,69169,240925,-4792,145409,24856,208378,2423,5273916,285026,1779678,127886,2423,270,9204,151938,36840,2804,23358,-4797,101490,507986,995101,794437,15807,30868,0,28763,30,25729,-17746,283546,85840,0,7435,714849
1993:Q3,6020649,16468,2199158,181105,1003632,785565,3286,170393,29722,5177,9992,445348,459177,65929,241165,-5087,163463,24623,218548,2985,5303747,288959,1783749,132260,2985,2003,8348,150185,37733,2702,24472,-4797,95373,495130,997084,789867,18464,32007,0,33867,30,28095,-16900,309842,85120,0,7169,716902
1993:Q4,6037713,16591,2184968,182369,999827,795251,2434,175020,26323,5570,9954,449647,468152,69601,242799,-5268,165724,22788,224016,1947,5383652,290857,1864197,136902,1947,4008,9564,129051,32712,2552,23016,-13457,92783,492024,993027,799360,22764,29466,0,32538,30,29104,-17572,331325,90874,0,6580,654061
1994:Q1,6348494,16729,2211067,183569,1024389,839083,2585,369256,31047,5540,9942,453713,475300,56912,240756,-6010,188384,23903,220418,1911,5675973,294131,1862323,142426,1911,6017,8572,226688,38489,2793,24611,-13457,104075,544254,1017886,842905,29155,43872,0,30753,30,24904,-16556,362298,90477,0,7416,672521
1994:Q2,6406718,16877,2192711,188520,1031773,866907,3857,412078,37115,5739,10370,457504,482313,48997,242006,-6626,189215,23125,202161,2076,5777235,296537,1864925,146772,2076,8033,8865,258649,45951,2919,24430,-13457,94413,548969,1025218,870981,26724,58089,0,28368,30,21159,-15931,379547,87036,0,6932,629483
1994:Q3,6362981,17018,2134349,193471,1034585,870822,3681,390700,39559,6046,10984,461405,490073,46263,248533,-7414,193910,22160,204426,2410,5760442,300966,1879319,151714,2410,11725,8736,233176,47002,2913,19464,-13457,101984,509519,1027945,875453,24791,57225,0,26384,30,17319,-14968,394065,90827,0,5900,602539
1994:Q4,6383887,17162,2114355,198422,1029866,882917,3136,382051,40940,7405,11746,465833,507348,42850,259090,-7331,196654,21895,207524,2024,5879438,304262,1981713,155925,2024,25104,9833,239659,45865,2432,19984,-13428,100138,500399,1023064,887504,25824,54447,0,27293,0,12883,-13558,387017,96979,0,4075,504449
1995:Q1,6459184,17343,2070009,201823,1055545,860559,4573,407880,71220,7259,10321,475173,522390,38667,267595,-7418,221059,21495,211664,2027,5922022,310888,2012665,165168,2027,22148,8624,232749,43602,2026,20498,-13428,106459,464419,1048955,864786,21565,51061,0,27502,0,15667,-13750,425679,98820,0,3892,537162
1995:Q2,6385062,17533,2033604,205224,1063445,839206,4955,355989,81063,8299,10199,485196,535258,43994,280460,-7565,198942,20019,207202,2039,5877505,317526,2011897,174505,2039,63658,9427,211312,40169,2390,20026,-13428,100287,426475,1056692,843787,29168,59892,0,29030,0,15512,-13657,383933,104214,0,2651,507557
