1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,103723,904,28772,0,38927,18866,249,1816,0,-1,28,6769,4153,517,1035,0,934,0,345,409,92737,8357,2612,2188,409,0,135,2114,0,171,0,0,1224,21009,35354,18866,0,0,0,106,0,249,0,-57,0,0,0,10986
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,114830,1007,31927,0,42425,21026,666,2284,0,-12,53,7290,4428,585,1295,0,921,0,491,444,101042,8692,3171,2308,444,0,160,2357,0,215,0,0,1467,21647,39109,21026,0,0,0,107,0,407,0,-67,0,0,0,13788
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q3,6438589,17727,2046272,208625,1066418,818310,4494,370978,77270,8272,10231,483227,544142,45783,283920,-7653,220247,23003,215043,2281,5934161,316789,2058294,183406,2281,77991,9299,202833,42160,2522,19358,-13428,104060,404941,1059800,823144,32484,54920,0,39114,0,15478,-13769,401851,106739,0,3894,504428
1995:Q4,6528190,17922,2079825,212026,1078861,812269,4284,386360,75616,10325,10265,494292,552943,46873,288441,-7698,229723,22682,210919,2262,6030576,320224,2135630,193350,2262,80418,10737,190070,36585,4024,19521,-20395,112448,404208,1072200,817070,36624,56774,0,26883,0,18214,-14502,412639,112640,0,2952,497615
1996:Q1,6650423,18104,2126665,219384,1091643,799730,4161,378137,68281,10188,10448,497631,557504,47651,292100,-7744,272479,22139,239514,2409,6164996,321057,2218659,201892,2409,55555,9812,189162,31417,3831,22226,-20395,106531,400179,1085043,804886,42939,55640,0,30171,0,17701,-15351,485525,113633,0,2475,485427
1996:Q2,6644420,18302,2114255,226742,1098290,790165,4251,396629,65246,9902,10791,499694,562722,41751,289333,-7807,262797,22430,236779,2148,6210058,322188,2222993,210399,2148,33356,10203,219788,27915,3947,21104,-20395,107866,396895,1090964,795603,43963,61598,0,52654,0,20883,-15938,481851,117101,0,2972,434362
1996:Q3,6819521,18496,2176142,234100,1102321,796823,4530,420580,64794,10734,10967,505382,573705,41326,291987,-7884,299368,24120,249965,2065,6334989,325533,2242953,219907,2065,58284,10155,234364,27632,4374,19667,-20395,106760,404722,1095147,802091,42494,62050,0,52673,0,27195,-16806,517885,113714,0,2525,484532
1996:Q4,6894646,18685,2165836,241458,1093864,770459,3730,413464,73534,10886,10844,498279,676222,45991,300158,-9069,311048,37910,229223,2124,6454974,328121,2275890,229566,2124,82075,11201,215730,27375,4798,19868,-19009,125211,412369,1086595,834615,43553,60795,0,60102,0,37039,-17802,514278,117754,0,2727,439673
1997:Q1,7115353,18752,2204089,256707,1120594,783230,3761,425422,83713,13094,4701,500623,659917,52238,310744,-9784,387749,45021,252633,2149,6640777,331381,2235230,242103,2149,108130,10558,224337,28936,4945,13044,-18952,131431,440101,1114041,849521,49060,68775,0,52769,0,38645,-18289,608396,122072,0,2393,474576
1997:Q2,6907311,18825,2052035,270706,1128681,680411,4898,438961,82010,14176,4952,502636,681798,45705,288872,-11345,397230,50266,254334,2160,6461635,334814,2119273,255844,2160,121317,12783,225711,27009,5311,15986,-18886,129334,344519,1121982,753188,51427,82915,0,56689,59,48498,-20930,664071,126240,0,2321,445676
1997:Q3,6902470,18903,1979027,284705,1127917,612536,3947,452711,80365,15192,4810,511016,690225,50611,323471,-13938,441020,53168,264595,2189,6453500,340342,2116958,270606,2189,148850,12316,234774,25643,5298,15445,-18814,139280,298821,1123725,690174,58816,79652,0,57643,92,41650,-23331,698180,132027,0,3164,448971
1997:Q4,6932308,18988,1944786,297455,1122059,626080,5006,488132,86088,15577,4626,509035,711245,53140,307358,-17521,401611,57876,298700,2068,6559802,340374,2127662,286185,2068,155520,13217,256772,28554,6639,17309,-30190,144972,335155,1115424,706855,60716,81874,0,67695,92,55828,-29441,669775,143709,0,3038,372506
1998:Q1,6924010,18949,1887339,322985,1150986,530337,4672,339518,84093,16318,5004,512837,748673,66857,277346,-21937,600408,63373,314162,2090,6549806,342668,2031555,315034,2090,193281,13426,206537,26569,6698,21260,-30237,158632,271959,1144381,617877,77975,78494,0,65634,99,36157,-32236,842494,155911,0,3548,374204
1998:Q2,7081555,19250,1999034,344765,1158982,548195,4525,350207,89591,17124,5543,513548,746154,63914,265997,-19915,581342,64454,326729,2116,6779827,342944,2074801,348040,2116,183463,14629,233665,31026,7030,17747,-30274,159724,333842,1152409,639274,62392,84692,0,67938,581,40717,-31354,871277,169866,0,3283,301728
1998:Q3,7469375,18750,2180954,365295,1162277,734308,3664,383913,85214,17584,5381,516458,732939,65472,269623,-15721,551831,66122,323332,1978,7301422,346180,2142543,381954,1978,194599,15388,247041,35481,7596,19552,-30307,171349,488641,1155577,824221,66677,90602,0,65794,858,32241,-25804,884692,180915,0,3654,167953
1998:Q4,7440786,17616,2276256,389575,1153445,574204,5079,394218,83050,21860,5173,511497,758190,70076,303145,-6290,504194,69673,307908,1918,7265595,346694,2463084,411089,1918,159164,16139,274331,34793,9730,24032,-40392,162156,331914,1146745,672984,65501,83122,0,67597,917,38030,-15566,829802,178917,0,2895,175192
1999:Q1,7685280,18893,2376145,405492,1182173,568067,3466,389261,76278,22554,4991,511868,793297,62100,319366,-7260,582224,70864,303461,2040,7405384,346872,2446464,436699,2040,160914,15636,290523,32864,9723,26137,-40305,169506,350712,1175476,669496,60274,93151,0,70415,2091,50362,-14648,863371,184819,0,2791,279896
1999:Q2,7770819,18976,2420563,426409,1190469,509514,4513,381673,75183,23833,4952,518264,808869,58133,325927,-7762,602402,76098,330652,2152,7374686,347866,2411532,453973,2152,153482,16406,313333,30351,10134,22588,-40207,168011,314689,1183812,615110,70179,88687,0,69599,3699,55556,-14828,892752,198404,0,7407,396133
1999:Q3,8083892,19020,2564409,444825,1194223,635487,5158,408257,89721,25570,5058,527105,827411,53022,335007,-6757,563834,78032,312241,2269,7664320,354227,2458470,474911,2269,151000,16370,314309,31995,10315,19364,-40101,174380,424999,1187522,740959,65318,86137,0,73469,4230,55577,-13880,873995,190626,0,7859,419572
1999:Q4,8244859,19801,2503562,463242,1185598,473553,3747,422558,90176,24054,6034,645497,823693,58548,384168,866,610037,89885,385930,53910,7528094,417951,2420715,493575,2570,145812,16798,309592,37143,8708,8835,72599,160562,268172,1179048,586664,87962,92293,0,72549,4230,71012,2825,872778,182254,0,13447,716765
2000:Q1,8591344,19058,2504323,485552,1214487,452829,5073,436163,93172,24748,5368,651728,838680,62029,464576,553,794351,76674,404955,57025,7872325,423173,2584274,515617,2276,143921,16494,326557,33007,8370,17294,76843,163337,191050,1207858,566995,43253,93746,0,75758,4951,104334,2454,1071558,189003,35,10167,719019
2000:Q2,8962385,19251,2717130,504362,1222363,533434,4601,441207,90376,25312,6141,661089,835826,58304,472788,589,764230,79474,465416,60492,8333908,430601,2822462,540972,2335,137974,16564,349724,30524,8777,13822,81100,176912,250412,1215849,645878,51250,109247,0,79187,8025,106957,2372,1051061,191140,35,10728,628477
2000:Q3,9279715,19103,2900798,527023,1226750,547531,4562,483095,97816,26948,7464,667742,836945,55935,498637,726,744314,124483,445843,64000,8766377,438577,3079118,562341,2436,138550,18328,374246,32791,9213,16885,85375,196253,261632,1220196,659038,62050,116030,0,80861,9542,117363,2448,1040895,199013,35,43160,513338
2000:Q4,9709682,19913,3170847,549183,1237307,717031,4277,483385,100691,24756,5607,669807,811421,63230,524878,1091,653245,127937,477511,67566,9973455,440352,3941527,583448,2594,123322,19277,374543,33481,6598,18896,101367,202761,386804,1230917,824987,66503,113187,0,63374,11682,126426,3126,1045339,206523,140,46280,-263772
2001:Q1,10230371,19090,3463391,562973,1248040,927675,3658,483645,110113,24506,3459,680929,773797,95471,551541,891,684135,129520,393508,74030,10679656,446239,4224935,611836,2494,124143,19254,380908,32974,7071,29899,113234,254506,514403,1241562,1030946,44567,92241,0,62923,14479,134346,2383,1016058,230513,140,47602,-449285
2001:Q2,10315986,18820,3452104,576763,1256304,880161,2895,464343,102178,23443,6047,696133,810062,91678,561312,1153,783794,148915,359260,80621,10885586,462945,4257476,644165,2520,126143,20168,382476,31551,7787,29858,123464,255270,497922,1249947,984510,53894,85218,0,63688,20408,127293,2479,1164029,235319,140,56917,-569600
2001:Q3,10833414,19613,3649842,590553,1261810,1129451,2716,529659,106758,24491,5468,723285,784033,111175,559276,1253,775114,161099,310603,87215,11669868,483518,4470563,674041,2550,118756,20444,448572,39655,8182,39528,133866,263744,650734,1255418,1228707,46713,83265,0,71510,23499,139359,2905,1155227,243131,140,65842,-836454
2001:Q4,10916507,19464,3586500,604343,1252752,1047386,1679,414671,89034,28996,3768,826770,820473,110298,575643,1762,888963,163709,386547,93749,11802154,491026,4468908,713502,2522,107588,20305,433973,32037,12477,27274,278286,249948,585265,1246535,1148839,60431,78465,0,68910,26405,162090,3847,1300085,222715,80,60640,-885647
2002:Q1,11088264,19796,3654625,609023,1283391,1050112,2298,411651,70794,29741,5170,842720,867773,106151,568849,1913,917019,179369,371132,96737,11989695,498490,4432537,723279,2530,102066,21173,486692,31833,13476,42659,276948,237795,633414,1277087,1150030,52237,90188,0,68694,34473,161971,3992,1346094,228060,80,73896,-901431
2002:Q2,11396676,19666,3813466,613703,1292678,1247362,2197,478599,100008,28749,4770,860939,857982,113058,582075,1968,804795,177320,297665,99676,12404452,513724,4548094,733767,2489,91269,21006,530527,34049,14050,33136,282276,245484,724032,1286502,1400464,56539,76972,0,74141,39684,170008,4250,1230545,221804,80,69560,-1007777
2002:Q3,11805317,20386,3944636,618384,1298555,1395461,3146,514239,110616,30305,5585,877012,847755,133152,610462,2260,775416,180200,334990,102757,12880778,526366,4701287,744465,2593,85896,20094,567577,34265,13784,32255,285355,256339,827220,1292352,1541218,61212,71989,0,85291,43261,183828,4189,1202657,226711,80,70494,-1075460
2002:Q4,11803373,20368,3920070,623064,1304221,1444468,1654,525258,108984,28286,5694,899076,829018,147649,625666,1930,732064,182733,297398,105771,12719436,548758,4781335,507771,2627,80245,19616,600618,36267,6439,32843,291311,252095,784174,1282824,1597473,51375,78481,0,90867,46323,197195,4329,1128494,233247,118,64611,-916063
2003:Q1,12210781,21732,4003038,628911,1336275,1435130,1117,550223,105602,29829,6301,926674,882468,140525,627994,2651,917961,140196,336318,117836,12941336,561385,4736171,512475,2627,76588,19309,617011,35444,7899,33130,300675,272426,804047,1314075,1591375,45320,79185,0,92224,52107,212217,4355,1300863,245820,118,24490,-730555
2003:Q2,12494276,22073,3812630,634758,1346092,1437565,1820,590262,138088,31088,6803,944799,952725,141920,668365,2649,1094800,141082,406929,119828,13025496,572212,4586371,517179,2627,73996,18852,649992,45173,6790,31496,298933,282061,663240,1322898,1607417,36884,83219,0,101080,58645,234489,4170,1542116,259979,118,25559,-531220
2003:Q3,12563349,22091,3758945,640605,1356438,1438703,1848,637973,115544,34066,6772,964991,966588,128621,733397,2156,1062908,144661,423894,123149,13035296,591276,4542217,521848,2627,73991,18510,680254,33339,6262,25725,298606,272857,638594,1331993,1614862,38061,84622,0,105571,62627,260359,4526,1532296,268962,118,25193,-471946
2003:Q4,12385349,21995,3640467,646452,1366647,1344134,1546,606397,109587,31704,7427,988210,996778,102887,739545,2646,1083511,148184,421909,125323,12894721,611710,4614036,526093,2627,69800,18231,634301,29571,4268,24599,286304,267924,549847,1325844,1533181,33201,95169,0,109362,67713,276807,4888,1505299,277075,163,26709,-509372
2004:Q1,12748208,21921,3654883,663644,1399836,1402470,2193,617899,110219,34552,7995,996805,1053577,124874,760369,4949,1179290,153798,436025,122908,13222223,619334,4588234,574479,2627,72813,18117,629026,28016,4618,27691,275236,290145,532817,1359468,1594350,36278,149934,0,104287,75183,275006,5826,1646043,285199,163,27334,-474016
2004:Q2,13034332,22695,3754304,680836,1412968,1417415,2291,601744,97651,36875,9376,1009640,1063364,95639,773519,2336,1287929,167689,473861,124200,13471225,626909,4625314,622930,2627,66389,17857,669651,32705,3856,27368,273833,287809,573340,1371913,1620349,39919,95451,0,102724,79927,266728,6016,1733532,284400,163,39515,-436893
2004:Q3,13471792,23030,3839025,698028,1419530,1616644,4716,607988,107818,40032,9245,1046980,1059721,105621,780708,3797,1327068,171891,487905,122045,14013160,644462,4694509,671419,2627,84737,17707,748703,32191,6362,23919,275746,286933,617939,1377886,1814337,36815,99145,0,109394,83523,276672,6543,1775493,286048,163,39887,-541368
2004:Q4,13636894,23500,3847227,715220,1424543,1416534,2801,663260,107427,42480,9326,1056438,1082539,93685,789939,4594,1457490,179553,598042,122296,14169129,666424,4833529,719949,2627,58048,18575,782451,30802,5217,24028,290558,289878,575459,1366573,1628195,43782,117819,1335,113852,86462,284632,7747,1881885,292641,204,46456,-532235
2005:Q1,14093129,23764,4006098,750894,1459577,1490682,2866,684649,121633,42831,8742,1067745,1104274,103947,756572,2691,1517669,189565,621436,137495,14588177,679885,4912251,772706,2627,61609,17551,764539,30247,5511,31342,300413,297408,601570,1399693,1703078,27415,131708,2554,135198,93275,280807,8835,1993850,280971,248,52886,-495047
2005:Q2,14319402,24474,4090404,786569,1482094,1562363,3227,663738,120019,42026,12056,1091284,1108805,103271,770605,4110,1489786,202091,618345,144135,14949843,688878,5058120,825726,2627,70159,17898,765333,33459,5128,27530,310062,293766,580457,1425659,1781605,21467,128275,2638,124607,95812,291788,9549,2038578,295272,212,55238,-630441
2005:Q3,14614249,23735,4094631,822243,1490852,1616296,3904,644037,142875,41832,14181,1143695,1140226,103049,819913,4304,1511811,203101,642878,150687,15279681,716097,5203217,878525,2627,84545,17324,777165,35717,5353,25614,319008,301944,539864,1432429,1838686,33383,127698,3394,75986,98724,236758,10948,2140966,316671,239,56799,-665432
2005:Q4,14594622,23296,4114218,857917,1505350,1596028,3925,652996,118028,42159,11944,1154458,1121251,91789,781632,8101,1488137,210683,654334,158376,15591068,748450,5435602,931423,2627,83305,18143,805858,34226,5305,24055,331359,304553,517948,1424602,1822937,32530,123778,4798,117830,101399,240890,14439,2073549,330235,202,61025,-996446
2006:Q1,14964374,23495,4188634,894069,1538870,1464580,4662,712133,133113,41559,9903,1149938,1155773,104384,776101,4684,1733336,214286,656686,158168,16358953,750864,5558395,1010570,2627,65961,17484,760564,38255,6122,28000,308200,307891,912259,1459253,1735490,25475,152830,7915,109431,105633,221186,13159,2380715,319909,255,60511,-1394579
2006:Q2,15151263,23676,4276590,930221,1553540,1575258,4801,695634,158244,41740,9792,1147114,1166028,113614,775211,5324,1680989,210430,627453,155605,16954930,753192,5786007,1089734,2627,77251,17659,781373,40496,8460,22317,307165,312853,974610,1475064,1842363,44334,153210,10594,114048,117027,209136,14163,2418717,335873,179,46477,-1803666
2006:Q3,15353004,23733,4295042,966373,1558319,1577389,5539,713994,143894,38976,12604,1148773,1188253,99830,790175,7326,1752617,218035,654896,157236,17355829,754369,5906021,1168820,2627,81894,17785,832917,41745,6127,24547,303028,333120,946185,1480283,1850297,44680,160876,11395,122828,119134,192993,14475,2555401,341332,220,42729,-2002824
2006:Q4,15298558,23897,4206492,1002525,1568454,1542639,5391,598438,136667,37746,9215,1142974,1201321,103642,807896,11624,1828295,236024,679955,155363,17575103,771376,6116283,1247963,2627,83259,17026,719025,37571,5944,28939,286227,347146,908344,1469890,1825722,47225,150384,14699,114651,123354,210888,21074,2619372,369944,192,35977,-2276544
2007:Q1,15841392,24433,4357861,1025997,1603328,1609925,5785,571096,155447,36833,10451,1155036,1236718,101633,753783,9222,2116065,226189,680329,161261,18339308,776560,6236324,1318277,2627,94566,16772,679639,41262,6380,36209,292696,352818,921279,1505889,1893788,52327,151371,17345,123531,125838,207006,16594,3061003,370488,209,38511,-2497916
2007:Q2,16217458,24463,4366140,1049469,1654777,1450326,5504,673864,161972,36510,8303,1162085,1263436,109016,770128,7234,2330935,235474,738522,169300,18687675,800776,6336248,1388548,2627,76715,17388,666211,44742,8666,36772,286084,365326,886703,1536896,1745997,49086,146996,17354,140335,130167,210804,17695,3335111,398901,198,41329,-2470217
2007:Q3,16225367,24929,4430540,1072940,1663910,1528190,5777,711457,165964,34611,3527,1173343,1301092,113743,760359,10225,2129852,256029,660860,178019,18974512,813825,6451264,1459058,2627,87100,16715,754680,53033,8571,35038,283176,371828,890392,1541213,1832371,69975,152271,23378,135466,133003,218703,17640,3165137,409314,164,48570,-2749145
2007:Q4,16170631,24929,4542998,1096412,1660694,1629406,3383,662315,161494,26167,3600,1154598,1293408,112906,761648,11912,1965958,290707,556746,211350,19266017,832868,6714552,1529557,2627,92957,40474,768081,45920,12061,33531,281864,399547,962110,1518489,1931324,72377,156331,28906,141695,133270,224724,15190,2837128,422537,222,67675,-3095386
2008:Q1,16568799,26265,4698350,1124984,1695641,1831732,2371,691555,178210,26810,7600,1168484,1283191,133214,777080,12954,1850288,295467,559586,205017,19711101,845414,6494411,1538767,2627,104234,37260,884303,61677,12752,37067,328517,414485,1115673,1554164,2120180,43535,157136,36019,127384,132037,231960,15634,2883780,460336,335,71414,-3142302
2008:Q2,16552061,26657,4778708,1153556,1711227,1897917,1794,609934,152204,27311,3200,1170939,1292771,120572,769235,12684,1616531,363517,600172,243132,19445709,853061,6258157,1548615,2627,102845,77194,811287,42716,13518,35103,337550,407923,1182986,1568220,2187934,43101,172971,40775,128375,136767,243351,18634,2598059,518325,264,115351,-2893648
2008:Q3,17064992,26476,4962554,1182128,1719446,2236710,3239,615410,163506,23564,1900,1197928,1182612,144763,788554,15023,1489814,354610,492139,464616,20021236,870658,6145908,1558322,2627,109419,303126,910801,53686,12841,28728,384004,426627,1337412,1570023,2506600,42094,159608,37561,107743,124829,258760,19967,2444998,504249,339,100306,-2956245
2008:Q4,17528597,28101,5503419,1210699,1705478,2694876,1351,574095,206061,21705,4700,1175390,1128850,155191,778491,14720,834800,460543,265211,764916,20384766,887694,6211909,1567888,2627,125353,568846,1068933,48959,11074,30012,394699,490723,1597555,1537310,2930757,43635,124953,35728,99113,117107,257652,16681,1443570,611595,218,160175,-2856169
2009:Q1,17572790,27608,5595362,1218861,1748605,2890792,1996,495977,178572,21833,20742,1186905,1103780,190332,762300,14878,859898,516285,230606,507458,20827811,887480,6147096,1553287,2627,124817,333926,963352,49979,10009,35388,417218,494053,1725469,1584719,3113906,49652,88513,51252,109651,106493,259754,14256,1542568,1032542,250,129554,-3255021
2009:Q2,17282433,25954,5467634,1227023,1769464,2846822,4074,493992,140059,20838,20906,1175288,1134213,190749,714523,17272,911097,520118,284889,317518,20392655,892069,6094449,1537909,2626,127508,160566,876746,49512,9063,32092,379754,469847,1631658,1604494,3083756,31691,105998,58480,127222,99628,248610,12841,1629583,998275,236,128042,-3110222
2009:Q3,17127898,25572,5374431,1235185,1778739,2654314,3670,483004,147362,26749,20746,1179873,1206064,207197,691865,13605,961975,544354,306958,266235,19912902,901456,5998794,1522440,2627,119531,113107,801308,41778,8010,30502,348479,472906,1518884,1612734,2904637,32218,129838,62730,104658,91398,253470,12685,1736724,945835,253,145900,-2785004
2009:Q4,17157948,23217,5458388,1243347,1758316,2616665,-2562,603063,120753,24996,19363,1164082,1197535,217459,644198,13189,974234,519956,340623,221126,19919737,918842,6126560,1506991,2627,141874,74840,812806,44512,6529,30611,326633,446783,1508559,1573923,2881712,45732,144530,74528,100313,84515,245869,13677,1712899,947309,285,146277,-2761789
2010:Q1,17145155,25719,5470967,1225800,1822425,2665080,-3553,483770,134361,22204,11364,1176995,1220989,119412,634163,16768,1036866,507734,366354,207737,19996361,905837,6128083,1531871,2627,115676,67607,750446,44206,7462,30885,360213,457148,1496327,1639197,2937685,31446,134694,71476,129453,82420,253305,14448,1774125,890799,312,138614,-2851206
2010:Q2,17592418,26615,5734477,1213539,1868262,2909890,-4031,435106,147221,26116,11963,1160511,1227059,107182,628374,14669,973645,532953,375698,203169,20473602,902186,6240096,1556737,2627,120965,68004,792844,43575,13277,29562,370788,464266,1643132,1683982,3175520,34097,95389,83947,120092,75644,263381,12643,1639909,882570,302,158067,-2881184
2010:Q3,17679598,23715,5714904,1201278,1904052,2876043,-6592,442067,158478,21563,12383,1170820,1243990,109781,626000,23224,1009094,547306,405776,195716,20442369,902248,6264142,1581430,2627,118554,65860,737448,42894,12091,31535,355586,445415,1574038,1715944,3154543,42514,103189,88475,146441,73462,245672,14595,1676409,904205,298,142754,-2762771
2010:Q4,17224158,25868,5658457,1189017,1909543,2854169,23387,422817,121762,19999,11092,1164105,1264895,130331,363455,17778,1008884,513790,322303,202506,18272767,907619,4373497,1606397,2627,114181,81558,661931,29193,11015,71894,380809,421134,1523883,1703039,3149522,22399,-468,97038,148632,70386,246957,12451,1634510,860287,339,141936,-1048608
2011:Q1,17329855,26242,5687319,1183755,1945270,2813194,-5137,380069,122323,18773,11618,1173249,1333695,90635,358666,21109,1102553,533627,315514,217381,18474387,912311,4351792,1618959,2627,103067,91127,662817,42698,10875,80811,378118,434964,1510428,1738948,3135089,13908,89779,103334,108822,70261,239714,14058,1719810,876159,353,163557,-1144531
2011:Q2,17550552,26723,5699458,1178493,2047073,2840732,-9504,390519,135013,17170,12185,1191143,1346101,92269,351593,21315,1127074,498122,333843,251230,18683542,916865,4239235,1631343,2627,96332,103218,662068,47923,11948,70704,398052,445308,1540187,1847196,3165715,54875,172482,103106,109190,67925,231187,15608,1750956,879147,345,120000,-1132990
2011:Q3,17944176,25473,5916957,1173230,1970560,3169702,1066,379456,164408,20168,11454,1201850,1357606,96067,369844,23272,996126,490735,316900,259302,19664060,937850,4445604,1643652,2627,113166,102713,788623,44939,16687,63284,436066,504228,1745810,1761805,3486918,19047,340945,106253,153984,62829,256923,16205,1633642,856380,351,123529,-1719884
2011:Q4,17912604,25403,5993652,1167968,1943445,3131069,3683,350544,165665,14827,12446,1212302,1367277,87101,367724,20311,969232,445450,299231,335274,19027346,965908,4229217,1656054,2627,113796,223853,728402,44219,11808,59009,415419,483877,1667171,1718816,3453002,51616,132976,104809,148492,63185,251914,12838,1515218,861979,389,110752,-1114741
2012:Q1,18104902,27239,5999392,1180909,1980314,2936590,6131,342801,156272,34805,13216,1232306,1367079,89581,366764,34938,1078955,658884,321504,277222,18871083,960868,4232960,1696815,2627,97822,66073,613563,49910,32402,67479,408418,478344,1555569,1756943,3254973,12189,138749,111875,150059,61932,248750,17680,1620276,1169468,378,64961,-766181
2012:Q2,18321911,29110,6184336,1193849,1998485,3035278,2524,372815,151125,35819,13080,1241563,1365483,87028,349488,30930,1006313,648470,314857,261358,19283918,959344,4455437,1737691,2627,101941,48580,675254,45588,38798,61216,418888,488628,1611886,1772370,3353835,13109,157536,104376,135949,64388,234315,18658,1612412,1102253,390,68449,-962007
2012:Q3,18458600,29520,6159716,1206790,1998721,3006260,9303,371184,164627,35710,14420,1262067,1400909,83587,345094,50654,1055633,703248,319674,241483,19110291,961694,4375227,1778326,2626,103722,32239,629383,54288,35245,60648,404567,489650,1560911,1774388,3329505,11906,169583,120504,139629,65501,228113,23555,1617712,1070600,391,70377,-651691
2012:Q4,18517404,26069,6244515,1219731,2002353,2999908,8730,329858,142181,35133,12726,1258861,1419194,82871,363800,41178,1022271,755360,315993,236672,19012288,976871,4196445,1818927,2627,99774,28544,612477,43919,34039,59777,410040,499496,1588499,1764821,3319878,34184,171225,115215,152575,62514,221060,30063,1498734,1195891,515,74178,-494884
2013:Q1,18952661,27066,6343684,1230182,2011006,3109771,9549,342226,141148,35716,15283,1266389,1435523,79580,365294,36043,1133852,811991,320419,237939,19357840,982962,4133361,1866190,2626,98048,29251,570550,52838,35540,67910,399937,513576,1614395,1774725,3433223,13635,206993,104749,167897,63524,210835,33369,1666358,1239985,515,74848,-405179
2013:Q2,19298725,28968,6456554,1240633,2116931,3337783,6217,400951,134068,35836,15547,1270882,1442106,81231,364375,36624,1000617,809684,301370,218348,19736711,993007,4013849,1913109,2626,95546,24552,609236,67312,36895,68698,397789,525111,1754333,1883154,3658778,23734,209689,69618,167708,56625,208654,34335,1616859,1235304,448,69742,-437986
2013:Q3,19562408,27963,6582126,1251085,2154382,3451092,10631,385276,122545,34422,15431,1275410,1448401,79145,370992,20616,995888,818841,286909,231253,19902911,1007373,4068256,1959963,2626,89640,22794,552445,63585,39540,58735,386577,520722,1823889,1920992,3772634,4157,223970,73205,166834,55425,205012,20241,1583203,1212669,458,67966,-340503
2013:Q4,19467534,29072,6639103,1261536,2000332,3532375,7212,366793,111104,33596,14210,1273857,1463703,72957,364115,16529,1046419,672150,268777,293694,19886917,1031845,4103390,2006989,2626,86445,24487,535851,65021,38614,58743,379819,521698,1853436,1751125,3857262,20078,221158,61480,165627,53492,202968,23269,1589590,1129227,348,102329,-419383
2014:Q1,19697362,30052,6635493,1281013,2023655,3607366,7738,386022,109876,35393,13793,1305536,1483026,70679,381156,21148,1078611,669033,269512,288260,20408719,1034667,4162632,2072624,2626,87880,25248,528631,70800,37604,69876,404608,549581,1845095,1775259,3930128,26305,322214,64658,152109,50427,205022,26520,1737782,1120420,348,105656,-711357
2014:Q2,19767473,31426,6631707,1300490,2035045,3562130,8412,409374,107460,30622,16142,1297501,1495458,68980,379080,21273,1117354,674544,286041,294434,20359911,1043038,4110635,2138435,2626,78069,26389,524986,71595,37778,65729,380546,551542,1800895,1784024,3884384,29821,338759,65082,151430,54349,203456,26900,1727689,1155955,348,105451,-592438
