1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,15988,-7508,22920,612,3220,0,-752,0,104,0,556,19180,0,576,15988,-17305,3068,0,0,0,-464,8,2728,5860,12000,0,-3044,14089,-1064,0,-1480,0,1592
1982:Q4,54496,20072,29196,640,2516,0,-1020,0,104,0,1440,25516,0,5228,54496,-55540,3584,0,0,0,-444,16,2492,744,63716,0,18984,11948,-1172,0,4492,0,5676
1983:Q1,21240,22984,-5592,668,1844,0,-1908,0,364,0,580,-7140,0,3848,21240,-50886,7768,0,0,0,316,36,2604,5820,12408,0,19644,14738,-756,0,-880,0,10428
1983:Q2,42780,37172,-1436,696,1204,0,-580,0,364,0,56,-3176,0,7044,42780,-27100,8540,0,0,0,240,4,3016,6392,9384,0,13260,18060,-652,0,7096,0,4540
1983:Q3,35524,8556,23948,800,1192,0,-320,0,364,0,412,21500,0,3020,35524,-27638,8436,0,0,0,288,-12,2308,1108,6544,0,25684,15638,-488,0,164,0,3492
1983:Q4,47268,11744,34708,960,1804,0,-468,0,364,0,2768,29280,0,816,47268,-1880,8376,0,0,0,424,-24,472,412,8,0,21364,6288,-496,0,10804,0,1520
1984:Q1,-79356,-62972,-14604,1040,3164,0,120,0,0,0,1616,-20544,0,-1780,-79356,-92141,12852,0,0,0,440,8,-1812,916,-14628,0,7120,12261,212,0,-5884,0,1300
1984:Q2,-118012,-104928,-12972,1080,3060,0,-456,0,0,0,888,-17544,0,-112,-118012,-98992,12368,0,0,0,-104,0,-6460,-900,-19672,0,1832,-2080,-484,0,-824,0,-2696
1984:Q3,-33204,-71572,35584,1120,4088,0,-1888,0,0,0,472,31792,0,2784,-33204,-80749,13412,0,0,0,-308,-16,-6148,1988,14800,0,11076,16841,-616,0,3232,0,-6716
1984:Q4,-36064,-75940,36996,1160,5464,0,-1772,0,0,0,1480,30664,0,2880,-36064,-53858,13504,0,0,0,-652,-284,-2920,-968,304,0,9064,6794,-1200,0,-520,0,-5328
1985:Q1,-82080,-86808,-2792,1200,-688,404,624,0,108,0,-244,-4196,0,7520,-82080,-126139,-5948,0,0,0,404,260,-2800,6352,14172,0,21068,11439,-460,0,4896,0,-5324
1985:Q2,-58676,-69968,10700,1400,2008,460,4,0,108,0,4036,2684,0,592,-58676,-136483,-6316,0,0,0,560,20,-2112,5128,18488,0,39472,19343,-508,0,1564,0,2168
1985:Q3,-61736,-76972,11336,1440,2852,-600,1756,0,108,0,-2344,8124,0,3900,-61736,-101488,-5996,0,0,0,-156,44,-1608,1196,9796,0,16384,18960,-188,0,-3880,0,5200
1985:Q4,-70816,-102528,28972,1500,1716,-584,1492,0,108,0,8364,16376,0,2740,-70816,-112818,-6956,0,0,0,-1080,20,-1300,6608,-104,0,37356,-15522,-560,0,7788,0,15752
1986:Q1,-48228,-59664,3788,1300,5812,-308,6256,0,-100,0,1852,-11024,0,7648,-48228,-127639,19816,0,0,0,880,36,-1000,-17268,-28320,0,25240,46943,4368,0,3648,0,25068
1986:Q2,-65712,-87068,14236,1300,2316,2056,6380,0,-100,0,2284,0,0,7120,-65712,-129720,20808,0,0,0,2460,-76,-756,-9928,1648,0,19680,6176,3200,0,-6916,0,27712
1986:Q3,-79704,-84672,8936,1400,1012,-1192,5580,0,-100,0,2236,0,0,-3968,-79704,-142298,19188,0,344,0,3456,20,-168,17184,-39696,0,25836,8510,2400,0,7468,0,18052
1986:Q4,-103172,-107220,10236,1400,-152,1724,5016,0,-100,0,2348,0,0,-6188,-103172,-192551,20088,0,520,0,1752,48,748,1744,15916,0,25400,19599,1600,0,1204,0,760
1987:Q1,-26332,-42876,11092,1476,-1668,-984,9268,0,156,0,2844,0,0,5452,-26332,-182478,5760,0,416,0,3244,32,1856,25788,45020,0,34216,6250,6864,0,-11352,0,38052
1987:Q2,-65608,-76164,7816,1492,-2048,-632,5764,0,156,0,3084,0,0,2740,-65608,-170737,6004,0,492,0,1328,20,3116,3664,-24388,0,45544,36529,4380,0,-4960,0,33400
1987:Q3,-62460,-70172,8800,1492,-1960,-892,5716,0,156,0,4288,0,0,-1088,-62460,-102393,6356,0,328,0,584,-36,3376,148,-29768,0,32824,-1503,1624,0,7168,0,18832
1987:Q4,-106892,-112712,21444,1496,-2148,-908,8348,0,156,0,14500,0,0,-15624,-106892,-102048,4880,0,892,0,472,-376,2636,-3424,8416,0,16904,13900,304,0,-19264,0,-30184
1988:Q1,-85524,-100492,12040,668,-2188,-472,13416,0,24,0,592,0,0,2928,-85524,-99448,-74268,0,248,0,2900,-4,3096,1316,50000,0,24460,8984,748,0,520,0,-4076
1988:Q2,-119040,-139152,24864,-192,-2008,444,25068,0,24,0,1528,0,0,-4752,-119040,-22115,-78460,0,636,0,1988,32,2896,-3996,-6384,0,15576,-29653,2772,0,-3976,0,1644
1988:Q3,-51960,-83060,30328,6820,-2172,-232,24188,0,24,0,1700,0,0,772,-51960,21375,-78004,0,1220,0,1840,0,3544,-3076,-21160,20,36092,-24271,4292,0,3508,0,2660
1988:Q4,-169556,-194500,19484,2656,-2188,-272,19804,0,24,0,-540,0,0,5460,-169556,-69983,-79672,0,1500,0,1224,-32,5036,-3568,4840,8,15276,-36173,3196,0,528,0,-11736
1989:Q1,-167988,-172376,700,968,-1648,-792,2504,0,-72,0,-260,0,0,3688,-167988,-144965,-4536,0,1256,0,4684,4,7524,7600,-37872,44,7408,-1255,-8016,0,-668,0,804
1989:Q2,-78432,-98116,1696,1664,-1608,-364,-108,0,-72,0,2184,0,0,17988,-78432,-115659,-4892,0,912,0,-1144,4,10992,8360,-25480,36,14104,20643,-832,0,-3200,0,17724
1989:Q3,-101520,-145884,14100,1664,-1644,-680,13180,0,-72,0,1652,0,0,30264,-101520,-138803,-5372,0,612,0,-1460,0,9668,12792,-21268,48,14004,9047,1712,0,-4200,0,21700
1989:Q4,-52900,-79540,9728,1664,-1460,-700,9520,0,-72,0,776,0,0,16912,-52900,-66541,-5436,0,1488,0,-1036,0,3548,5972,-51092,52,20680,38781,6008,0,512,0,-5836
1990:Q1,-50588,-68968,18292,2652,-4112,-1428,12716,0,-404,0,1124,7744,0,88,-50588,-34167,6048,0,2060,0,-2656,0,-2660,5769,2208,136,-4644,4007,2684,0,-14940,0,-14432
1990:Q2,-29160,-48228,-5452,560,-2644,-936,-10232,0,-404,0,460,7744,0,24520,-29160,-51252,6372,0,864,0,-2824,4,-8960,5343,-13232,136,18212,26749,-4892,0,10448,0,-16128
1990:Q3,-69228,-74912,3496,52,-5792,-1780,5900,0,-404,0,-2224,7744,0,2188,-69228,-62259,5448,0,4012,0,-3320,-4,-10100,-611,-11672,156,29220,-6738,6560,0,-8552,0,-11368
1990:Q4,-56568,-60824,1436,5332,-2664,-1276,-2828,0,-404,0,-968,4244,0,2820,-56568,-116994,5876,0,152,0,-11440,0,-6096,17495,23968,724,47328,11767,-4004,0,-328,0,-25016
1991:Q1,43556,-4664,20896,3588,-2580,-444,3168,0,220,0,776,16168,0,27324,43556,45474,6256,0,-1464,0,5672,-16,-3040,-33209,20820,264,35064,-43689,-5128,0,7588,0,8964
1991:Q2,87644,12444,38120,648,-2552,-248,22100,0,220,0,1900,16052,0,37080,87644,10253,6192,0,1724,0,-2964,0,-980,7575,19860,100,22300,-11368,6936,0,-1128,0,29144
1991:Q3,77004,19232,23216,-3036,-2516,-316,17916,0,220,0,328,10620,0,34556,77004,-13291,6468,0,268,0,-960,32,-160,-1019,-11172,660,40304,52934,3792,0,3216,0,-4068
1991:Q4,105224,48716,32844,2480,-2576,644,15116,0,220,0,848,16112,0,23664,105224,41941,6956,0,-356,0,432,60,-604,20501,16084,1204,58680,-23350,1540,0,-192,0,-17672
1992:Q1,120036,47276,42084,2172,-48,-28,24648,0,48,0,-2624,17916,0,30676,120036,157439,-31624,0,2000,0,-1012,-64,-720,13089,-51104,1484,8432,54624,1352,0,-8828,0,-25032
1992:Q2,90276,35968,41472,4612,-1524,-236,21716,0,48,-20,3104,13772,0,12836,90276,-6539,-31976,0,1712,0,316,0,-572,6888,75356,1140,20896,36075,2912,0,2196,0,-18128
1992:Q3,87056,13352,37120,2876,-1932,2224,16460,0,48,8,584,16852,0,36584,87056,107045,-32732,0,828,0,-2212,4,-324,3119,-15404,1000,2624,61452,-2024,0,-4284,0,-32036
1992:Q4,112348,19380,43480,7696,-388,480,17840,0,48,36,2696,15072,0,49488,112348,-3889,-34136,0,-448,0,2792,-36,0,6236,-5068,1224,23440,110489,-2312,0,8384,0,5672
1993:Q1,88620,14632,40652,2464,2684,1612,23696,524,-424,-16,1052,9060,0,33336,88620,-250813,46220,0,396,0,2028,0,432,-227,138060,1596,62580,70604,3712,524,2636,0,10872
1993:Q2,128884,31312,42840,1476,11092,252,23696,576,-424,0,-360,6532,0,54732,128884,-81667,46100,0,1480,0,1148,616,916,4950,22628,1380,-2728,121445,3712,576,13928,0,-5600
1993:Q3,162156,47768,32092,132,332,-4140,23696,24,-424,4,9456,3012,0,82296,162156,-58129,46960,0,384,0,4936,-556,1028,14405,-38080,1584,24872,152972,3712,24,7024,0,1020
1993:Q4,158188,44308,30740,3568,208,-1072,23696,676,-424,-4,1004,3088,0,83140,158188,-193047,47732,0,1152,0,2084,-60,772,26291,14808,2116,48296,158411,3712,676,8612,0,36632
1994:Q1,82328,3768,1736,2536,-3140,-836,2364,868,-1036,-4,2076,-1092,0,76824,82328,-38684,-30700,0,3140,0,-5192,-4,800,17808,-40492,2352,25812,138752,6064,868,-7576,0,9380
1994:Q2,60000,13284,-3452,60,-3000,-952,2364,-1064,-1036,4,2460,-2288,0,50168,60000,-108384,-30596,0,2012,0,-3452,0,804,16721,70272,1484,33104,105595,6064,-1064,-6516,0,-26044
1994:Q3,-18368,-37872,-8468,2256,-2840,-2128,2364,-348,-1036,8,700,-7444,0,27972,-18368,-182379,-31864,0,-580,0,-1632,0,804,12147,42768,1588,8768,134220,6064,-348,-336,0,-7588
1994:Q4,-86128,-114292,-9276,2216,-5204,-3068,2364,432,-1036,-12,4516,-9484,0,37440,-86128,-76237,-31628,0,1752,0,-2312,0,804,11088,-94128,1392,36584,86718,6064,432,1008,0,-27664
1995:Q1,-18548,-43204,5760,572,-3012,-2668,7892,-64,-1796,3020,4472,-2656,0,18896,-18548,24432,-2640,0,-2220,0,-216,8,4328,-6739,-64288,1504,-18200,69175,-620,-64,1068,0,-24076
1995:Q2,2708,-45060,-3548,4912,-2284,-6216,7892,564,-1796,744,572,-7936,0,51316,2708,-51066,-2872,0,-1644,0,2984,16,-1452,-19373,-78068,2536,24636,114071,-620,564,1000,0,11996
1995:Q3,26452,-70192,-4944,2152,-2104,-540,7892,312,-1796,364,-1184,-10040,0,101588,26452,-102004,-3080,0,30876,0,6524,-24,-2252,-10142,-105492,2936,34200,162355,-620,312,4720,0,8144
1995:Q4,36868,-48648,-4320,2784,-1380,-4800,7892,952,-1796,192,-120,-8044,0,89836,36868,-261,-3244,0,22524,0,1744,20,-4128,-14754,-118760,3580,32024,67443,-620,952,24172,0,26176
1996:Q1,21320,-68624,-28116,3208,-11856,-8860,300,988,-1664,1864,1728,-13824,0,118060,21320,-101307,26628,0,11876,0,3728,0,-16472,3192,-111136,4128,-8088,243727,-2640,988,-32348,0,-956
1996:Q2,62560,-23760,-14600,3224,-924,-1124,300,600,-1664,1376,-2356,-14032,0,100920,62560,-168170,27664,0,18796,0,656,0,1432,8691,-115660,4972,-8996,271971,-2640,600,11996,0,11248
1996:Q3,-53736,-74924,-26496,2884,-2668,-3072,300,572,-1664,332,896,-24076,0,47684,-53736,-285920,28352,0,14928,0,1988,-8,2732,6778,-74604,3576,91956,192878,-2640,572,-13952,0,-20372
1996:Q4,9508,-11996,-43224,3292,-3840,-22180,300,2200,-1664,-3456,168,-18044,0,64728,9508,-182383,30556,0,13516,0,3260,-8,-15968,-10001,-63044,4156,-2220,204620,-2640,2200,26536,0,928
1997:Q1,-71012,-66720,-80444,636,-20692,-2332,-11148,1252,-2456,804,6904,-53412,0,76152,-71012,-194630,79296,0,10572,0,568,0,2716,6724,-157688,3704,2588,162514,-10016,1252,3104,0,18284
1997:Q2,-57784,-84864,-46884,3548,-7324,2144,-11148,1632,-3708,2028,256,-34312,0,73964,-57784,-227910,92704,0,10476,0,-172,0,660,2824,-138844,4360,-18208,149886,-10016,1632,-5704,0,80528
1997:Q3,-39148,-77548,-37864,1772,-7748,-2316,-11148,4148,-3856,-640,4248,-22324,0,76264,-39148,-415739,99212,0,19460,0,-572,-12,2744,5989,-143584,4840,20680,266181,-10016,4148,13064,0,94456
1997:Q4,-106720,-70024,-40624,6748,-19232,-13372,-11148,6728,-2528,268,5488,-13576,0,3928,-106720,-336509,101636,0,29160,0,3216,0,4224,10462,-171108,4748,32696,197203,-10016,6728,-956,0,21796
1998:Q1,-10780,-44580,6192,424,6940,-3612,-6808,2296,-632,7560,11892,-11868,0,27608,-10780,-428773,127624,0,8780,0,2836,0,-4728,10290,-21444,4108,-55792,229116,-11740,2296,18488,0,108160
1998:Q2,-52872,-94488,-11124,5524,-6640,2336,-6808,3440,-1464,6144,2912,-16568,0,52740,-52872,-385451,131340,0,21000,0,2864,0,-11512,9309,-46916,5744,-31164,210958,-11740,3440,12908,0,36348
1998:Q3,-269448,-238188,-26236,2540,-8968,-4396,-6808,6120,712,-3496,-236,-11704,0,-5024,-269448,-293786,117808,0,7668,0,4588,0,6916,16183,-93548,1784,-18424,51867,-11740,6120,-10704,0,-54180
1998:Q4,-163096,-464084,-29136,6760,-10224,-13152,-6808,12240,540,-4752,6288,-20028,0,330124,-163096,-448361,142388,0,-60784,0,1004,0,-12088,3083,41568,4332,-7220,187039,-11740,12240,-44540,0,29984
1999:Q1,-79312,-50276,-9176,1936,-6756,-4504,13280,1220,-2404,-88,4564,-16424,0,-19860,-79312,-421167,453012,0,-13424,0,3648,0,3208,31828,-280476,4256,-48660,125855,5460,1220,23896,0,32032
1999:Q2,364,-321536,37640,868,-9016,-3160,22520,10260,-1928,1132,16248,716,0,284260,364,-579998,483416,0,-31896,0,-4016,0,-5112,24674,-198836,5128,20908,134268,7520,10260,10312,0,123736
1999:Q3,-48356,-85736,-84232,-92,-7056,-6828,-49392,5664,-916,-2092,4772,-28292,0,121612,-48356,-559160,451720,0,24308,0,2956,0,-5360,33506,-215104,3716,22024,199510,-62648,5664,-27064,0,77576
1999:Q4,165080,68460,25388,12680,-8288,-9488,-5768,31504,-412,11200,5152,-11192,0,71232,165080,-753407,517416,0,-65516,0,2608,0,388,24875,-12148,4624,-18908,233920,-8144,31504,23848,0,184020
2000:Q1,235168,196768,-36764,412,-13144,-6180,2500,2088,-1276,-4700,11784,-28248,0,75164,235168,-449681,-166948,0,-16728,0,2300,0,-8756,-1776,161340,8308,-27904,461490,-2968,2088,20628,0,253776
2000:Q2,121804,-107400,40308,4936,-1512,12864,476,46312,-2300,-612,-1740,-18116,0,188896,121804,-82500,-162048,0,11804,0,-496,0,-11220,1027,-13020,4992,28480,136841,4744,46312,14684,0,142204
2000:Q3,116128,46924,2888,4308,-964,-4936,-13992,14076,308,232,10584,-6728,0,66316,116128,-394455,-160032,0,-3988,0,2840,0,-15816,1576,14024,5056,176656,233000,-7292,14076,28076,0,222408
2000:Q4,-89648,-279852,93724,7876,-2376,-4756,-11004,107168,-2756,5720,6920,-13068,0,96480,-89648,-368055,-147084,0,32776,0,-1824,0,40972,-15807,95172,2572,-130656,102022,5744,107168,17236,0,170116
2001:Q1,182260,57256,38820,4904,-1832,-6780,-4844,57880,-272,-188,1504,-11552,0,86184,182260,-214699,-209016,0,40544,0,3128,0,7344,1347,-17728,-3280,178732,116496,2100,57880,43008,0,176404
2001:Q2,202236,-20768,176,5884,-2216,-5040,-3948,11312,1416,796,5308,-13336,0,222828,202236,-126295,-220564,0,-27928,0,2808,0,4180,4355,172592,3180,53516,164288,-3832,11312,23840,0,140784
2001:Q3,-39512,-80136,-2932,2860,-6580,-10908,2376,27932,-1940,2688,3152,-22512,0,43556,-39512,-488548,-187512,0,48112,0,8016,0,8332,18230,152148,-4560,212304,115829,2872,27932,-34832,0,82164
2001:Q4,196588,29732,82948,19024,12556,19240,14172,26928,-1164,2384,3632,-13824,0,83908,196588,26738,-206812,0,-45380,0,-368,0,11172,-46217,111272,2376,15892,135259,-6244,26928,42052,0,129920
2002:Q1,53360,-4752,66108,5180,16244,-7420,28052,24040,-4800,4396,4992,-4576,0,-7996,53360,-232962,-2268,0,-11536,0,-2732,0,2176,16374,-31608,5472,81104,107632,-984,24040,2504,0,96148
2002:Q2,179552,46100,57424,8080,-1372,-9152,13888,65224,-2608,3180,2948,-22764,0,76028,179552,-131215,-1956,0,34504,0,1916,0,5100,20181,-142808,2092,95664,116862,13296,65224,34480,0,66212
2002:Q3,-99868,-80400,31832,4224,4376,-9200,20048,43196,-3444,28,-2208,-25188,0,-51300,-99868,-632145,-1612,0,45804,0,1928,0,2336,903,-36008,1132,556424,-121861,22364,28208,100,0,32560
2002:Q4,137428,9252,77092,4692,5524,-180,18796,48748,5388,-3252,5588,-8212,0,51084,137428,293186,-1736,0,-29140,0,4280,0,19604,20179,-51424,35040,-306344,49592,2628,48816,1704,0,51044
2003:Q1,121604,-38020,25548,6104,-1096,-6480,30164,6048,-2672,-1248,2068,-7340,0,134076,121604,-404744,-104880,0,10924,0,2328,0,-3216,6033,294252,36816,366216,-64661,5132,7196,-18400,0,-11392
2003:Q2,183064,-3664,111908,12072,18348,-3724,60808,14988,-824,736,9988,-484,0,74820,183064,690471,-120496,0,-3400,0,2536,0,-1092,6388,-31128,10724,-642704,144025,3644,14572,36440,0,73084
2003:Q3,218972,19288,44496,10596,-3256,-6160,59272,-24056,-2460,2216,17528,-9184,0,155188,218972,234137,-123152,0,-3400,0,4972,0,4296,3355,-142372,-9684,-17052,338343,17012,-25628,-14864,0,-46992
2003:Q4,212732,13776,91032,7524,2524,576,22600,66256,4192,4828,4040,-21508,0,107924,212732,441488,-137488,0,-3400,0,-4404,0,2552,-26596,-137480,13204,-335204,256868,6892,64212,13560,0,58528
2004:Q1,194456,33344,93580,4772,-444,-4528,60864,30084,-3348,8440,3320,-5580,0,67532,194456,-19410,7256,0,-3400,0,2884,0,-6804,16757,31184,11904,-211952,258076,52124,24956,42740,0,-11860
2004:Q2,213632,-48804,101432,3364,-3288,-6208,35772,60768,-3472,2928,21976,-10408,0,161004,213632,-193519,7352,0,-3400,0,-3508,0,4552,15208,-58928,2364,222136,128523,13624,57224,13248,0,8756
2004:Q3,79208,-123072,130624,8888,-2564,-7044,19964,27052,-580,9788,12676,62444,0,71656,79208,-210113,7184,0,-3400,0,-412,0,3432,11836,95660,5232,-55940,194173,20664,24804,-19776,0,5864
2004:Q4,60032,-125672,146884,5436,-9776,-9264,12444,107592,24212,13752,2376,112,0,38820,60032,-754723,7808,0,-3400,0,-4652,0,-708,-21225,5132,13204,312068,190748,88,97984,32440,0,185268
2005:Q1,78288,-165572,59504,11360,-4504,-9688,43936,40620,64,5008,2076,-29368,0,184356,78288,-155056,-181068,0,-3400,0,-2648,0,5064,19216,-63732,5632,139052,146448,33200,23956,35612,0,76012
2005:Q2,14188,-183528,77624,9048,-2248,-812,26316,40704,72,2012,80,2452,0,120092,14188,12660,-182716,0,-3400,0,3472,0,8388,-2400,-56464,2884,6688,139692,22908,37128,-23956,0,49304
2005:Q3,-56472,-273184,11032,11096,-3088,-3892,15600,14584,68,3064,8032,-34432,0,205680,-56472,98468,-188464,0,-3400,0,-2980,0,4080,9221,-38820,8496,-247472,178311,16804,5508,-11812,0,115588
2005:Q4,7664,-343432,114488,2168,-364,-3864,-9508,131016,88,-2076,15936,-18908,0,236608,7664,-191960,-191452,0,-3400,0,-1296,0,11500,-549,-61120,7256,-30308,162906,444,121864,92516,0,91264
2006:Q1,-195772,-402448,36868,5432,-3716,-19908,10856,39828,20,9040,20704,-25388,0,169808,-195772,-711219,-218148,0,-3400,0,-1140,0,5476,14961,-53860,6864,311120,187285,-4476,27448,3700,0,239616
2006:Q2,-200440,-362692,74820,9204,-5312,-17872,19148,98384,-2008,4176,-2596,-28304,0,87432,-200440,-107789,-214000,0,-3400,0,-3808,0,-5000,-50,-53860,-3096,-55480,66018,2908,79632,15048,0,82436
2006:Q3,-401388,-431696,-5900,6844,-7164,-9848,-8052,21392,36,2376,5068,-16552,0,36208,-401388,-219592,-225060,0,-3400,0,-168,0,1936,10235,-53860,8428,-155252,119281,272,14280,-3656,0,105168
2006:Q4,-71756,-471148,143516,19180,-7932,-10572,17228,136380,56,-944,-768,-9112,0,255876,-71756,58900,-238948,0,-3400,0,3576,0,-7204,-28487,-53860,9880,-258848,260859,10824,117804,8248,0,48900
2007:Q1,-114388,-373352,54076,5948,-11428,-18228,47700,57368,-2984,5272,18568,-48140,0,204888,-114388,-663171,33996,0,-3400,0,-5532,0,-2372,24202,-10176,-192,-38988,278366,49572,42488,55524,0,125296
2007:Q2,-408448,-595956,50892,7612,-10052,-19128,43136,69464,-4996,-1692,6496,-39948,0,136616,-408448,-1142977,35972,0,-3400,0,3080,0,2160,-50,-10176,8228,89976,102971,33620,52644,38532,0,380972
2007:Q3,-137628,-533540,138668,5988,-15324,-24228,18896,192472,4608,-21084,9364,-32024,0,257244,-137628,-417216,36532,0,-3400,0,8192,0,8656,7560,-10176,-1836,-69032,79136,13440,166420,-18944,0,63040
2007:Q4,-358052,-661028,310600,10560,-34436,-23320,3748,283128,61840,-14524,15620,7984,0,-7624,-358052,-1130124,35132,0,-3400,0,-4,0,-6316,-14180,-10176,6116,79440,-23213,1800,251196,49036,0,406640
2008:Q1,9,-421964,363504,8648,-7364,-24888,-8900,105011,-4,17480,68756,204764,1,58469,9,-779134,228468,0,-3400,0,4460,4,17608,27266,28200,-23808,314024,-50457,-6580,70487,-88948,0,261820
2008:Q2,40208,-312524,362308,8032,15672,-11132,-31724,84728,28856,14488,29844,223544,-0,-9576,40208,-759379,221092,0,-3400,0,-1984,0,6888,-38087,28200,6844,274428,84225,-8360,49044,52512,0,128184
2008:Q3,-88912,-409904,415460,10420,-8920,-5516,-22204,305070,8,-2068,43240,95432,-2,-94468,-88912,-720951,201464,0,-3400,0,-5580,-4,51484,50763,28200,-15060,176308,-124914,-6896,269514,-46572,0,56732
2008:Q4,573486,-568568,1250680,21316,-244,6760,-26928,214071,110296,-24244,27684,761968,160001,-108626,573486,-1087641,156016,1025360,-3400,0,6508,0,83284,26734,28200,4296,261728,-99618,-13120,185667,-55420,0,54892
2009:Q1,451229,-148068,612712,13632,-488,-5800,-5048,33670,368044,5540,-14412,217576,-2,-13415,451229,242136,-81644,363644,-3400,0,17516,0,-18232,-15493,-83980,-2856,291704,-178899,-3468,-72802,-69664,0,66668
2009:Q2,580789,70080,422324,16048,4164,1456,-3348,160159,200884,11188,21920,5252,4601,88385,580789,948748,-94072,-127876,-3400,0,-16448,0,9532,6483,-83980,13752,-549132,218431,-1212,94167,-12324,0,178120
2009:Q3,421863,2976,320900,9052,-4844,-528,-4712,121916,85752,14576,7780,83684,8224,97987,421863,-32175,-108168,53700,-3400,0,-8252,0,9108,-7679,-83980,3700,-42420,256681,-3072,70548,20600,0,296672
2009:Q4,127631,-281316,327120,7824,-8648,-4300,72,150120,120028,-2128,-12780,-32048,108980,81827,127631,-135801,-114104,-287088,-3400,100424,32304,0,-12164,29980,-83980,12860,15756,128591,-2328,76460,39572,100424,230124
2010:Q1,-1878,-163340,159736,16388,-21636,-6776,288,27840,122400,4592,5464,1140,10036,1726,-1878,-95352,-52332,-5440,-3400,1240,-3328,0,-45132,58026,38656,8324,-116316,74324,-956,-4732,-75428,1240,218728
2010:Q2,231927,-137532,370740,10844,220,-13144,4112,172059,152008,8192,7220,27960,1269,-1281,231927,-356408,-46124,74744,-3400,1268,-8328,0,192,40111,38656,4512,292096,7516,1952,95791,-3984,1268,92064
2010:Q3,81304,-269440,248484,16872,-7104,8072,10772,146637,26460,3040,-4392,46832,1295,102260,81304,-1817,-51068,19676,-3400,1296,-4676,0,21124,36503,38656,-2292,-209448,46792,4744,111645,-34484,1296,106756
2010:Q4,243176,-145720,175000,3540,-11704,-3072,6548,125403,20836,8368,19044,4724,1313,213896,243176,25177,-56276,7264,-3400,1312,9240,200,3120,50040,38656,13828,-236080,147339,2472,116455,21740,1312,100776
2011:Q1,-52226,-168732,50028,6976,-151648,-7304,6560,101871,35892,97356,6388,14288,-60351,66478,-52226,-42866,24644,61308,-3400,-105540,-9444,-24,2960,17935,-82640,-1232,-161548,148158,5360,67487,29896,-105540,102260
2011:Q2,-194331,-381436,258384,8996,6008,-7740,9680,165135,88524,7892,2264,-22376,1,-71279,-194331,-464629,24548,49584,-3400,0,16740,-176,-9188,11947,-82640,2688,6780,39480,5040,125987,488,0,82420
2011:Q3,-288289,-507240,166348,16084,-17440,-11988,3424,98154,52564,11804,2540,20428,-9222,52603,-288289,-818802,21028,968,-3400,0,3484,12,28080,-2065,-82640,-17864,614344,-79956,4148,35834,-51732,0,60272
2011:Q4,-179638,-323800,164164,-6524,-11100,-7328,4404,105436,110268,3076,-29028,-1152,-3888,-20002,-179638,112576,23376,49296,-3400,0,-6812,0,-8440,61519,-82640,-23004,-175480,-80353,3324,45352,-23056,0,-71896
2012:Q1,1292,-181884,153144,3460,-51004,-9572,1904,234057,38316,29152,-70628,12004,-34545,30032,1292,-56297,-26316,-19760,-3400,0,-39928,0,4404,-15830,-23700,3752,-200,-111915,760,155549,1380,0,132792
2012:Q2,-144730,-383248,133812,1248,-13004,-8964,10320,148586,168,13296,-3088,-14752,2,104706,-144730,-184377,-25452,-18076,-3400,0,8112,0,11688,-309,-23700,-2576,146516,-68879,4176,78106,5628,0,-72188
2012:Q3,177363,-295584,281864,824,-36300,-6740,15620,226480,12,44720,776,36472,-0,191083,177363,155279,-26920,-9880,-3400,0,708,0,-2324,2382,-23700,-4156,-225780,-15362,2752,179532,32180,0,116052
2012:Q4,-58540,-261248,112632,2032,-4228,-6380,17696,132461,0,784,2544,-32276,-1,90076,-58540,-493353,-26648,-5000,-3400,0,-500,0,9676,5713,-23700,-7532,23860,10847,4128,79337,-2776,0,370808
2013:Q1,447516,-86012,291312,-5564,-2128,-5540,29208,248696,4,20956,12720,-7040,-0,242216,447516,769955,9988,-5160,-3400,0,-2120,0,4776,-11920,-207720,14812,-324616,76577,5160,246720,-91552,0,-33984
2013:Q2,276095,-297864,91380,532,-3620,-9044,23584,112089,24,3444,-14284,-21344,-1,482579,276095,332196,10224,-2776,-3400,0,-3956,0,9628,-5390,-207720,8408,-67404,196648,4148,157425,6104,0,-158040
2013:Q3,-194461,-333376,209960,2600,-6616,-10564,1448,234591,1936,1348,12736,-27520,1,-71045,-194461,-477825,10704,-10304,-3400,0,1272,0,-1224,-39361,-207720,-7748,-213944,224410,688,224883,-5816,0,310924
2013:Q4,265594,-302964,72576,4724,-9980,-7948,3820,124503,0,-42236,11976,-12284,1,495982,265594,477302,11764,-1120,-3400,0,-1260,0,-2468,18247,-207720,37548,-314340,289566,4420,161443,134032,0,-338420
2014:Q1,11120,-379400,87940,-6768,-13204,-14900,4120,112419,300,5788,2864,-2680,1,302580,11120,-181223,35560,-552,-3400,0,-2456,0,2264,-36556,-183908,6924,-183988,174324,2620,68887,-87660,0,400284
2014:Q2,415772,-165804,329548,4356,-5908,-12112,1808,287023,292,14456,9052,30580,1,252028,415772,413036,37228,-1080,-3400,0,-700,0,-9168,-36378,-183908,-976,-99180,66499,2028,241975,31584,0,-41788
