1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q3,376441,-305016,203492,2740,-19408,-16640,9868,220840,4,4488,2932,-1332,0,477965,376441,-135807,37460,-4236,-3400,0,1560,0,3356,-5405,-183908,6500,95204,115218,9244,195396,40444,0,204816
2014:Q4,655143,-332468,293680,1180,-15664,-14736,3944,343066,0,992,2788,-27892,2,693931,655143,793762,39104,-680,-3400,0,4292,0,15932,-20308,-183908,-17048,-157852,21103,3360,256738,10164,0,-106116
2015:Q1,536124,-483112,318216,12092,-16248,-21544,3396,289732,0,-1816,3628,48976,0,701020,536124,338553,-43024,-440,-3400,0,-1756,0,-460,-23565,-29276,5296,60412,102160,1420,195528,-109620,0,44296
2015:Q2,49047,-408948,221856,2092,-18812,-3800,3588,226751,704,14988,-5668,2012,1,236139,49047,-114205,-42924,584,-3400,0,3096,0,-3196,-11808,-29276,-5128,31964,154648,2672,224631,7848,0,-166460
2015:Q3,-669145,-623104,116556,2104,-25880,-8168,2320,198850,0,-6784,4516,-50400,-2,-162597,-669145,-1026476,-39948,-200,-3400,0,3264,0,10492,107103,-29276,460,250764,66566,1664,113594,-33060,0,-90692
2015:Q4,-345514,-509552,150912,10928,-24892,-7604,-1868,208627,0,-10320,2436,-26396,1,13126,-345514,375359,-42524,-40,-3400,0,3444,0,-12784,40114,-29276,-476,-252680,-91762,-696,160651,61304,0,-552748
2016:Q1,-615337,-498320,124504,-34592,-23608,-7772,1264,213314,0,-8320,64,-15848,2,-241521,-615337,126159,64388,0,-3400,0,-29488,0,13216,-34051,-113496,-10748,52608,-111735,-112,45418,-122352,0,-491744
2016:Q2,176051,-502192,135544,4684,-18860,-5916,132,187752,0,-7220,-1008,-24020,-0,542699,176051,625983,65612,-120,-3400,0,-1880,0,-14632,-21980,-113496,-8716,-127428,-148196,-212,102128,6984,0,-184596
2016:Q3,-36178,-432876,443804,3148,-14800,-4408,4124,396876,0,99744,3844,-44724,-0,-47106,-36178,-338019,67780,-80,-3400,0,824,-12,-14244,-26090,-113496,-9168,-158148,-167245,420,280340,44220,0,400140
2016:Q4,-244248,-333456,256308,6912,-17552,-6824,-2200,338253,0,-4688,-8112,-49480,-1,-167100,-244248,56242,69988,-40,-3400,0,2776,0,27184,-26104,-113496,6100,-140968,-19555,136,316301,49660,0,-469072
2017:Q1,258548,-320108,495192,-7856,-21224,-17172,2868,615023,4,-14352,3024,-65124,1,83464,258548,101324,-85108,4,-3400,0,-3788,0,21328,-1338,-53116,3036,-141108,-227552,376,467971,-65980,0,245900
2017:Q2,437148,-247132,452272,2456,-16436,-13344,-1820,518412,0,17636,3124,-57756,-0,232008,437148,277716,-87292,-520,-3400,0,144,0,16036,4681,-53116,4804,8268,-82345,-3288,375540,58052,0,-78132
2017:Q3,113130,-457868,277512,3000,-6656,-15048,1504,371120,0,15624,17764,-109796,0,293486,113130,-255540,-90748,-40,-3400,0,-4876,0,-1936,-6397,-53116,-6024,-21504,-104694,1684,241136,12388,0,406196
2017:Q4,-39902,-286840,296136,13732,-6624,-18992,160,379289,0,-2836,13208,-81800,-1,-49198,-39902,230980,-96304,0,-3400,0,552,0,3704,-18802,-53116,24088,-93176,-119969,-960,302165,-109536,0,-106128
2018:Q1,579102,-451612,283448,-27792,-3680,-20028,-220,328907,30744,6500,-11812,-19172,1,747266,579102,-107661,-39856,15956,-3400,0,11608,0,26172,-36737,-80000,-1168,15448,-96862,-68,250631,44616,0,580424
2018:Q2,-1085839,-919748,203228,3764,-8612,-108,7556,300112,4,3372,-2360,-100500,-0,-369319,-1085839,-577470,-41024,4,-3400,0,-1872,0,5100,-38016,-80000,-5212,-97404,-162529,-1612,176968,-4444,0,-254928
2018:Q3,105095,-268228,211452,2672,-11872,-6688,-920,367538,0,11184,-1532,-148928,-2,161871,105095,492245,-43980,-80,-3400,0,-4564,0,38228,-53598,-80000,-5964,-179024,-125497,192,263882,44460,0,-237804
2018:Q4,-690450,-871552,35720,444,-11616,-24340,1056,247627,0,-7420,6652,-176684,1,145382,-690450,-612181,-37832,0,-3400,0,4916,0,10912,-48681,-80000,-74212,-68044,-99227,-156,125419,-164212,0,356248
2019:Q1,-564759,-583444,138064,-6756,-3288,-23544,5652,264326,0,23932,8720,-130980,2,-119379,-564759,675042,9644,0,-3400,0,2440,0,-9836,-19072,-168808,-60,84480,-225839,544,125350,-34416,0,-1000828
2019:Q2,9223,-54620,275696,1308,-4816,-13952,6868,339555,88,2964,63476,-119796,1,-211853,9223,-65856,10008,0,-3400,0,1940,0,-5396,6729,-168808,-9916,-380192,-196613,5324,174267,61128,0,580008
2019:Q3,-157771,-386864,184368,6904,-2452,-20608,6424,349568,0,4652,4100,-164220,0,44725,-157771,29725,10128,0,-3400,0,-2660,0,24384,9713,-168808,-14424,271768,-202477,-16,173316,-24712,0,-260308
2019:Q4,-129361,-347756,33104,3948,-13156,-11916,4584,336779,0,-115052,12124,-184208,1,185291,-129361,671019,10992,0,-3400,0,1468,0,-16296,-7659,-168808,4496,-157120,-252687,4680,191139,-91640,0,-315544
2020:Q1,918853,-276152,158976,-9488,-13892,-22612,11272,371406,0,-69796,31500,-139416,2,1036029,918853,282287,-109816,0,-3400,0,4560,0,-9172,-9399,-112392,-48832,30816,-361162,7720,278858,53304,0,915480
2020:Q2,447940,-42524,655036,2980,1876,3996,-652,616694,308,14064,-21720,37492,-2,-164572,447940,899115,-131728,0,-3400,0,1392,0,-63456,-12155,-112392,18936,-204008,-330166,32,190326,18244,31896,145304
2020:Q3,1041384,85060,465752,4932,-1216,-8236,-192,454183,232,8444,744,6860,1,490572,1041384,1017781,-142892,0,-3400,0,2256,0,-28876,-6010,-112392,-23432,269440,-666186,24,192395,37664,2576,502436
2020:Q4,754643,-93984,626672,9140,-736,-31752,520,561277,0,14168,51864,22192,-1,221955,754643,398014,-159592,0,-3400,0,3584,0,14228,24138,-112392,-42160,-211404,-567858,-172,379101,-82140,632,1114064
2021:Q1,1566115,176648,1028132,-1356,-656,-23424,27152,1075864,0,3780,4036,-57264,0,361335,1566115,1380336,-92868,-40,-3400,0,4096,0,240,-57062,-294968,18360,-222048,-590042,16728,921876,154572,-1076,331412
2021:Q2,1204948,-87812,973200,6428,-6704,-20824,16248,1076395,484,3228,1828,-103884,1,319560,1204948,1629324,-100456,0,-3400,0,3848,0,5840,-104291,-294968,13580,-140820,-197824,8212,801903,-111724,-29780,-274496
2021:Q3,789155,-214916,552956,15076,-13232,-29704,12584,719412,0,7508,-3220,-155468,-0,451115,789155,574144,-100692,0,-3400,0,-2364,0,-268,-65075,-294968,-9540,-17872,-102282,2212,531212,-104044,-4248,386340
2021:Q4,-55703,-410264,697552,-10952,-18024,-24432,12748,870226,0,13364,-21776,-123600,-2,-342991,-55703,1147207,-111412,-40,-3400,0,3968,0,4732,-87007,-294968,18444,-66484,-376636,4824,671574,-73788,0,-892716
2022:Q1,361617,-490512,521632,-26628,-16836,-35384,1452,870254,0,-8304,-28692,-234232,2,330497,361617,1145001,-156768,0,-3400,0,2312,0,146592,15555,-115104,-31844,-115512,-522137,1152,703994,65724,0,-773948
2022:Q2,625140,-546496,465372,9028,-18640,-30192,2188,556603,0,-9932,128,-43812,1,706264,625140,261407,-130988,0,-3400,0,-7752,0,11772,21990,-152820,17516,-260048,-326396,1608,376219,-74656,0,890688
2022:Q3,421450,-544256,317280,3944,-17080,-32700,-2104,395340,0,-10224,3600,-23496,0,648426,421450,627250,-124076,0,-3400,0,-908,0,34964,-17137,-136584,-13600,31668,-251419,-8,213544,93560,0,-32404
2022:Q4,-935736,-644064,650712,82880,-12740,-23608,-3492,614890,0,4028,-2708,-8540,2,-942384,-935736,341105,-132860,0,-3400,0,-1188,0,-39284,-33423,-137208,3196,173760,-453180,-2216,370706,-139268,0,-882476
2023:Q1,-349470,-413920,247632,-41024,-13264,-23232,1204,423640,0,2572,11056,-113320,-0,-183182,-349470,-351129,52364,0,-3399,0,-1316,0,-62880,-62452,-196132,-696,-268836,-280602,68,204368,213732,0,407440
2023:Q2,122039,-413652,509160,564,-11976,-27176,404,630384,0,496,21716,-105252,-0,26531,122039,-394511,56708,0,-3400,0,5244,0,-18976,-55152,-182608,13616,178464,-360950,376,439340,88168,0,355720
2023:Q3,28230,-439004,370936,3664,-10512,-22692,-1392,420714,0,-9396,17016,-26468,2,96298,28230,372667,54640,0,-3399,0,4668,0,-34140,-59784,-119952,22884,36984,-283652,-40,274978,-58568,0,-179056
2023:Q4,-391267,-1216624,838676,2696,-11164,-22848,-3668,914049,0,5336,-68,-45656,-1,-13319,-391267,-548417,60780,0,-3399,0,1552,0,16976,-82845,-161000,9824,-99700,-342055,-200,680981,11100,0,65136
2024:Q1,468688,-632000,774900,-66068,-18912,-44692,456,992372,0,-144,-22416,-65696,-0,325788,468688,132714,56124,0,-3398,0,43764,0,-101752,-19294,-166160,10560,-103240,-597534,0,799808,25184,0,391912
