1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016:Q2,5843118,1943993,1297521,367137,23575,1237010,221150,755253,-2521,6759071,2642923,2727317,592036,734415,62380,-915953,531361,-2318,-15164,-367110,-220815,646643,-20208,-847250,361559,728,134953,17743,3916,3836,-50236,1820,-31140,-7176,-1184,-12556,172409,6188,98328,67894,-3520,844,1200,21821,62876,-5012,1208809,0,0,0,739743,663088,468,76187,297480,0,297480,780,56937,113869,-146295,313749,1161000
2016:Q3,5914792,1972518,1320126,375514,23517,1248092,223072,754607,-2654,6834089,2668281,2747687,612989,742134,62998,-919297,533918,-1915,-14015,-369449,-247105,646890,11180,-905175,409212,6600,4570,-21085,5096,16152,177392,7660,85464,62832,2168,19268,165512,26548,98191,40772,-3480,80,1200,35545,16841,4788,1314387,0,0,-2200,829114,800740,-772,29146,103746,0,103746,64,56572,327091,-122344,272339,1177514
2016:Q4,5959948,1993195,1326366,353426,24489,1261516,212187,791771,-3002,6878903,2680996,2771166,617682,748135,60924,-918955,538195,-974,-8385,-371401,43481,656249,12955,-625723,437050,5814,14946,14423,6692,6012,245748,2852,134772,66364,3316,38444,102602,18416,96678,-12491,-3440,108,1200,17355,29514,-3924,1062774,0,0,0,616435,633164,384,-17113,2788,0,2788,8,90626,352917,-414882,319910,945633
2017:Q1,5960626,2004238,1336928,266907,24007,1282559,247131,803032,-4176,6909466,2689905,2800498,607970,751740,59353,-948840,542362,-2479,-10160,-393839,-443515,663191,12973,-1119679,-907617,-1070,-1022566,-11151,-2652,11028,90736,5232,42048,31172,808,11476,95711,13684,98129,-16101,-3396,3340,1200,-21124,-30910,-16764,212062,0,0,0,-139319,-70928,-924,-67467,-33756,0,-33756,-1140,28433,357843,49676,-938724,180955
2017:Q2,5926005,2012301,1353480,279589,24787,1294889,228009,737475,-4525,6912634,2695724,2811341,584020,763507,58042,-986629,546989,-2452,-11958,-425230,-346407,674720,13425,-1034552,197782,500,316966,10963,-1508,248,-39088,116,-14684,-13568,-892,-10060,39707,-4048,98929,-55174,-3920,136,1200,18590,-127200,-18812,1232334,0,0,0,947768,964168,652,-17052,-136429,0,-136429,-508,76281,345222,-78823,263504,1298056
2017:Q3,6032428,2055064,1371966,295695,25059,1310092,217587,761414,-4449,7003229,2715851,2845320,607146,773000,61912,-970801,552396,-2347,21639,-437697,-148033,683035,7168,-838236,35166,-270,-96654,21878,2996,5136,47836,2436,24832,15476,148,4944,82455,16676,97772,-31992,-3440,2548,1200,22285,-30168,-20636,873402,0,0,-1000,562939,576408,-92,-13377,435757,0,435757,648,76404,-201346,-289664,37542,875778
2017:Q4,6150045,2123711,1393513,296924,25853,1329081,211539,773284,-3860,7090325,2761375,2859775,626654,782329,60192,-940280,557805,-1310,-947236,566071,972443,704762,14802,252879,1475340,-6094,111784,36363,2388,19228,194336,9120,87968,70996,1936,24316,153187,31652,90315,31220,-3400,0,1200,5501,964589,-3740,1222461,0,0,0,844188,747820,108,96260,-86320,0,-86320,308,67682,396603,-406372,1363641,1110762
2018:Q1,6142598,2071599,1423291,270359,24881,1349090,209562,796986,-3170,7192839,2801299,2914567,626576,791693,58704,-1050241,564900,-2366,-15576,-467399,-363605,712577,15740,-1091922,501312,-92,448098,-3582,-4996,-11576,-6048,-5488,1588,-14868,220,12500,52769,-16248,95025,-26008,12556,0,1200,17840,6820,-11676,1593234,0,0,0,1470273,1553596,1068,-84391,169902,0,169902,416,121269,-168626,-103794,527728,1619650
2018:Q2,6171974,2058107,1440928,289505,25658,1359026,205873,795842,-2965,7282118,2839147,2939990,630078,814667,58236,-1110144,572907,-1654,-8858,-526725,-181365,731567,15646,-928578,566585,12470,139976,1462,-2508,16824,187984,7976,77492,63452,1596,37468,120288,30676,95411,-5799,-3396,5112,1200,36470,49780,924,1495163,0,0,0,1004771,1005728,-4604,3647,223821,0,223821,-616,57363,209824,-345360,495920,1424498
2018:Q3,6283771,2085263,1463592,287142,25465,1375708,223081,827970,-4450,7375597,2885521,2960895,634010,837340,57831,-1091826,578650,-2491,-16159,-494526,-340182,740564,16343,-1097089,549725,-856,171984,21531,-2032,11472,141856,5440,77652,42176,1872,14716,95851,21368,87900,-13417,-3480,200,1200,56847,81099,-25948,1646814,0,0,-1064,934000,928288,-2756,8468,103150,0,103150,724,159252,450752,-154344,484802,1581890
2018:Q4,6306689,2081642,1500564,293330,26949,1384327,221192,806466,-7781,7479477,2912959,2979529,645593,862888,78508,-1172788,584753,-1673,-9308,-577054,-667468,737888,11877,-1417233,-45508,8402,-96418,12737,1176,-12124,-183160,-5748,-101388,-68280,-1560,-6184,30996,-13800,84436,-39640,-3400,0,1200,21855,63407,109820,1371725,0,0,0,953248,1038896,472,-86120,19198,0,19198,252,148932,250094,90414,106780,1524013
2019:Q1,6376099,2156670,1507481,273329,25777,1416777,205041,803963,-12939,7606600,2939184,3071269,645616,881474,69057,-1230501,590825,-3105,-4712,-631859,-527330,765363,11657,-1304350,63105,760,-80812,28197,3528,-1348,82348,-640,133168,-2660,-1564,-45956,93706,1108,87768,4830,-3400,0,1200,4163,-11193,-54044,1367455,0,0,0,866662,936548,-2956,-66930,-9453,0,-9453,2036,149462,358749,-104528,-55725,1248625
2019:Q2,6504725,2222161,1519178,285120,26551,1424061,217193,825162,-14701,7713866,2998080,3105924,656892,894097,58873,-1209141,596318,-951,-9885,-601987,-815384,770085,16176,-1601645,-344342,9334,-282096,27121,5948,-8436,-63216,-4000,-17032,-21872,-1932,-18380,31264,-26064,91476,-34148,-3400,5396,1200,22424,-43852,-46028,1257303,0,0,0,848923,907480,-816,-57741,-150766,0,-150766,-412,76145,483414,213396,-286298,1315347
2019:Q3,6507110,2197940,1551999,272479,26757,1430576,196868,843377,-12886,7799229,3040110,3129402,660884,887634,81199,-1292119,600857,-2072,-9298,-679892,-497693,781366,15830,-1294889,488039,7392,433338,14794,9268,812,-4612,384,-12372,12732,-556,-4800,135466,12680,87867,34919,-3400,72,1200,15189,-50684,-70796,1782928,0,0,-2160,1405071,1382008,-2168,25231,525772,0,525772,1632,32959,-180346,-182199,465684,1760573
2019:Q4,6584022,2220394,1553813,304753,26838,1448383,206625,830740,-7524,7853408,3082281,3143452,673992,870984,82699,-1269386,604170,-2800,40486,-702902,-594782,783063,16675,-1394520,181838,844,-41636,10040,8292,3612,82040,1712,55592,21412,468,2856,152236,7200,64781,80255,-3400,0,1200,-884,33266,-63772,1576358,0,0,0,1118152,1024728,-976,94400,94275,0,94275,332,79959,283641,-108120,58799,1453319
2020:Q1,6629172,2255919,1562598,255408,28453,1473541,215737,838870,-1354,7955996,3139204,3199513,692775,843861,80643,-1326824,608848,-4215,-2609,-711152,-541663,804449,16880,-1362992,733358,-1038,658217,53048,28780,-8720,50856,-4132,11716,12304,96,30872,92332,-7516,83670,16178,-3400,5192,1200,-44924,-41950,-56236,2096350,0,0,0,1570533,1542228,-108,28413,221070,0,221070,-588,107398,197937,-169489,691096,2054087
2020:Q2,7024933,2111918,1420893,263508,26281,1402730,205816,1594859,-1072,11939730,3207003,5508514,1438336,809456,976421,-4914797,613321,-5024,-11551,-4284901,-5855275,814062,17332,-6686669,6989005,19764,4952667,18854,18256,51512,519660,-5568,697100,-199824,3924,24028,594425,18492,78375,497558,-3400,456040,1200,-38147,333875,64300,13675674,0,0,0,12104513,11992912,-660,112261,594559,0,594559,-40,98572,878071,1570374,6247603,12934273
2020:Q3,6769597,2263341,1535828,326383,26940,1452392,222816,947088,-5191,10278530,3179680,4395424,794400,800031,1108995,-3508933,620659,-3603,-12589,-2872082,-1978621,816306,6296,-2801223,430636,7226,220167,10584,1380,10000,-31648,4000,61960,-48704,1360,-50264,402023,9020,52215,340788,-3400,860,1200,42658,-281273,50860,3231860,0,0,-160,1712286,1539108,-3472,176650,158067,0,158067,1356,92928,1267383,-893461,288849,3090072
2020:Q4,6989246,2394744,1562736,333215,28946,1489658,209065,970571,311,9023896,3187264,3763553,803855,807858,461366,-2034650,628547,-1610,-14622,-1389871,-1729082,831059,17792,-2577933,129701,9786,-162596,-125979,6268,10000,188056,4000,242392,-49396,536,-9476,99628,13416,32712,53500,-3400,1296,1200,34521,57400,13520,2707633,0,0,0,2249132,2194752,224,54156,89961,0,89961,32,54826,313682,339211,-120064,2457869
2021:Q1,7239596,2577641,1581709,338882,30265,1505913,201910,1010562,-7286,11409780,3320033,6034971,840884,825865,388027,-4170184,638435,-373,214798,-3746174,-2479717,823817,-636,-3302898,-2120524,-8492,-2195443,35521,16280,10000,5548,4000,149664,-84600,4136,-67652,146993,12012,78483,56497,-3440,-244212,1200,51006,-31541,96056,1182374,0,0,0,1243450,1137616,-1520,107354,-59812,0,-59812,1136,162255,-164656,-1266457,-2302645,1000253
2021:Q2,8416733,2703921,1675148,378868,30300,1541754,227431,1868164,-8853,10929099,3337106,4344459,1696911,849314,701309,-2512366,652233,-4145,-21126,-1834862,-2010649,823082,18250,-2851981,-51826,1832,-806951,-72226,12188,10000,780004,4000,809736,-10440,2108,-25400,152878,12588,74002,66288,-3400,-46000,1200,73787,-235137,80000,2800156,0,0,0,2569477,2466144,-4,103337,211329,0,211329,-3392,136675,-113934,175787,-892122,1959859
2021:Q3,8030752,2789859,1685376,391523,31324,1579368,247786,1310328,-4812,10037252,3378145,4079659,1163769,867925,547754,-2006500,664756,1429,-19419,-1323754,-1558075,823385,636,-2382096,-1619946,450934,-2553238,-33711,11308,10000,318598,4002,330644,-34032,4752,13232,293825,15852,47967,230006,-3400,-53528,1200,38364,-137451,37153,762149,451336,0,-480,279054,183420,-1300,96934,-163425,0,-163425,3740,93588,98337,234321,-1976296,405799
2021:Q4,8179191,2901620,1745454,454000,32427,1626308,257647,1160582,1153,9476363,3429798,3887614,986352,878727,293872,-1297172,680575,-1623,-21171,-593803,-505978,836849,18723,-1361550,1176067,12038,724604,-48139,21444,10000,249636,4000,269848,-30240,4252,1776,124300,14160,21016,89124,-3440,-22404,1200,63158,-3502,47172,2537617,0,0,0,2625783,2658332,1144,-33693,303631,0,303631,-376,68645,-460067,-87825,1002167,2363717
2022:Q1,8609178,3162775,1783973,513939,34119,1668810,266561,1171015,7986,9406138,3473204,3891853,1003848,885207,152026,-796960,697952,-2526,-22705,-73777,-145067,848201,-305459,-687809,1798190,3702,1193333,5585,2556,10001,231422,4002,206020,41836,5536,-25972,282839,14868,40095,227876,-3400,1196,1200,47868,23372,-1483,2485999,0,0,0,2152274,2231800,-1560,-77966,356522,0,356522,884,53668,-77348,71291,1547470,2235279
2022:Q2,8704773,3157770,1812348,532297,34214,1690403,246079,1224069,7593,9571315,3557149,3919040,1038990,926018,130118,-866542,717435,-3888,-121976,-23243,699723,858527,1752,-160556,1339389,4608,633004,-72723,7060,10001,746103,4003,693524,48692,5992,-6108,208031,20668,68545,118818,-3400,-6988,1200,39693,-236244,9045,1499945,0,0,0,1208674,1154200,1296,53178,287963,0,287963,-296,42552,-38948,-722966,651542,812099
2022:Q3,8635580,3137041,1824004,529785,33396,1731910,180933,1194014,4497,9687913,3595511,3912132,1063895,997968,118407,-1052333,731810,-2957,24445,-342011,-972608,882344,-71439,-1783513,-459299,3264,-738621,-12435,10336,10002,236252,4004,185416,47316,6712,-7196,98803,27208,46522,25073,-3400,1340,1200,15327,-103361,21994,1324214,0,0,-1680,977700,992684,-1476,-13508,110520,0,110520,984,28279,208411,630597,-656920,1126593
2022:Q4,8605429,3095669,1820570,534125,33273,1738635,156020,1229471,-2334,9897003,3654444,4003880,1043935,1085499,109245,-1291574,742085,-1169,-63553,-484767,-641418,917964,18921,-1578303,-556121,11562,-858528,26162,19092,10003,170666,4005,154623,7159,7446,-2567,21735,21381,48670,-48315,-3400,-9500,1201,20976,59885,-25974,1022182,0,0,0,605408,771084,1788,-167464,285632,0,285632,-92,89309,41925,156650,-648866,929437
2023:Q1,8321421,2763673,1831057,561100,34530,1779942,142838,1215377,-7096,10058510,3702073,4032736,1070270,1152031,101400,-1737089,754095,-711,-3757,-978526,-1220374,941817,19745,-2181936,-592778,3070,-897221,5236,17152,10004,212484,4007,183205,13718,8066,3488,31611,14613,18777,-1779,-3399,1064,1201,-13179,57523,-18322,1589158,0,0,0,1204694,1166175,-224,38743,30440,0,30440,2048,55637,296339,241848,-783282,1398654
2023:Q2,8264908,2703839,1821592,554078,34860,1800077,142448,1218056,-10042,10115336,3695458,4049043,1068846,1202120,99869,-1850428,759689,-1401,6632,-1095970,-1769532,974350,19936,-2763818,862778,894,964196,45114,3448,10005,137873,4009,112996,6264,8808,5796,-112662,12152,22914,-147728,-3400,-1672,1200,3104,-147928,-37395,3626595,0,0,0,3239635,3155956,-7008,90687,292218,0,292218,-200,84530,10413,673562,738950,3502768
2023:Q3,8323934,2765325,1830717,566744,34399,1823306,147339,1167318,-11214,10201274,3790156,4020026,1008055,1279939,103098,-1877340,766937,-2636,432542,-1540309,-1640484,1004675,16333,-2661492,773194,1254,860124,-28606,4176,10007,48470,4011,64162,-2943,-8544,-8215,-157736,19786,-149418,-28104,-3399,2944,1201,40201,10313,-15756,3434686,0,0,0,2913933,2917599,6304,-9969,44892,0,44892,2868,124867,348126,100175,704680,3366172
2023:Q4,8478457,2792473,1847176,595121,35241,1831698,164101,1222933,-10286,10270820,3822650,4011502,1014204,1322512,99952,-1792363,774225,-597,37900,-1055441,-1386457,1049178,20141,-2455776,228187,-5748,418234,-5964,2264,10008,-2879,4013,16828,-4923,-9836,-8961,-103863,17783,7235,-128881,-3399,-26944,1201,-7357,-48975,1608,2683963,0,0,0,2252320,2286637,2440,-36757,590250,0,590250,544,62666,-221817,331016,264855,2720631
2024:Q1,8703484,2930182,1855199,621877,35938,1870014,164322,1235854,-9902,10486179,3877098,4174986,991003,1345877,97215,-1782695,782479,-2199,31424,-1029441,-593917,1060288,20211,-1674416,501456,-5230,219215,39515,3336,10010,26512,4015,19792,-2376,7591,-2510,87186,17407,78875,-9097,-3398,-2772,1202,2971,103901,19008,2175872,0,0,0,1786241,1689360,-924,97805,140722,0,140722,3660,56840,188410,-435524,467735,2142151
