1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q1,81548,0,6744,18668,0,16904,6100,2480,5412,2912,-1684,-13244,3948,0,4692,40792,4728,126206,34984,22259,67403,-1037,2597,72762,12322,13012,47369,53444,22662,9247,20034,-1037,2597,39324,17184,9072,10067,4065,-1064,3946,99614,20034,284,108,79404,59460,19944,541375,18.400263231777835,14.667176184906443,10.983144770260909,3.684031414645534
1966:Q2,76048,0,-5732,20432,0,18024,1216,13388,3428,-8,6456,-10908,1484,0,4564,41588,140,120353,33451,22450,64988,-1050,514,74289,12601,13213,48414,46064,20850,9237,16574,-1050,514,37746,13188,8700,5467,2551,7840,3967,88333,16574,328,108,71539,59936,11603,547242,16.141529392921314,13.072685992743697,10.952375731394886,2.1203102613488114
1966:Q3,83196,0,13468,9596,0,15276,4780,3804,500,6192,2108,-10280,1304,0,4628,42548,4548,122437,32109,22642,67414,-1058,1330,75894,12881,13403,49547,46543,19228,9239,17867,-1058,1330,23378,11672,6636,3635,1895,-460,3845,110207,17867,240,104,92204,61565,30639,558165,19.74443778865655,16.519047447090884,11.02989259448371,5.489154852607175
1966:Q4,63500,0,-7188,25788,0,8140,416,-800,9140,-616,5276,-20004,2088,0,4884,44188,328,120818,29341,22713,67695,-1063,2132,77571,13164,13584,50758,43247,16177,9129,16937,-1063,2132,25077,9768,4416,4563,2934,3396,3786,85456,16937,220,100,68399,66482,1917,569061,15.016963976881764,12.019570024388095,11.682754572884102,0.33681545150399206
1967:Q1,85480,0,13188,38044,0,-16072,-14460,-412,-5076,3876,4072,-9872,2068,0,5060,44196,4796,119557,28547,22329,66163,-1045,3563,78665,13209,13994,51392,40892,15338,8335,14771,-1045,3563,20955,9356,5088,3867,5308,-2664,3987,109404,14771,328,112,94417,72234,22183,579322,18.884868311070967,16.297878692171636,12.468713427075098,3.829165265096536
1967:Q2,75832,0,-3456,41428,0,-1656,4016,496,-6528,360,2148,-14468,-252,0,4948,45536,1604,125064,31996,22179,69310,-1052,2631,79836,13502,14180,52082,45228,18494,7999,17228,-1052,2631,31684,9020,9504,4127,3909,5124,3871,93247,17228,476,108,75651,69907,5744,586696,15.893500594705259,12.894332371298248,11.91537014058388,0.9789622307143688
1967:Q3,112560,0,23068,31860,0,9624,1680,276,3200,4468,3952,-14252,2364,0,4968,47032,3944,126166,33960,22044,69511,-1064,1715,81481,13807,14378,53222,44685,20153,7666,16289,-1064,1715,36183,17616,10276,5815,5532,-3056,4163,125225,16289,160,108,108884,73962,34922,597752,20.949311282494918,18.215568860888634,12.373358851162356,5.842210009726278
1967:Q4,100984,0,8892,28704,0,13592,8440,1300,-3404,7256,7128,-10492,-464,0,4884,48056,684,128796,36711,22328,70388,-1078,447,83458,14125,14592,54664,45338,22586,7736,15724,-1078,447,92074,17440,18328,6771,8023,41512,3891,58139,15724,64,120,42471,75875,-33404,607280,9.573625401751194,6.993596420062352,12.49423659596891,-5.500640175906558
1968:Q1,81660,0,4480,32540,0,1104,6628,-2740,-3476,692,1628,-14476,3188,0,4808,50368,-1980,138486,37677,22640,75686,-1142,3625,85716,14399,14875,56362,52770,23278,7765,19324,-1142,3625,-20196,16580,-3516,7764,396,-41420,3688,158314,19324,-116,132,139238,74193,65045,623954,25.372646355975675,22.315369697760488,11.890780410094335,10.424589287666151
1968:Q2,87580,0,-5636,20724,0,22576,10560,4200,2924,4892,9964,-19700,624,0,4736,52236,2056,143339,39102,22204,77769,-1124,5388,87743,14754,15152,57753,55596,24348,7052,20016,-1124,5388,54899,15168,11448,9612,9711,8960,4036,92314,20016,128,136,72306,76781,-4475,640688,14.408558204831538,11.28566531468844,11.984148290587617,-0.6984829758991782
1968:Q3,105732,0,29152,32220,0,-4568,-2032,-1332,-2200,996,8904,-26484,3508,0,4756,53420,4824,144552,39965,22489,81945,-1076,1229,89871,15135,15484,59166,54681,24830,7005,22779,-1076,1229,42812,17908,10276,10752,3404,472,4217,121818,22779,40,148,99147,68831,30316,649389,18.75888460903433,15.267756795043022,10.599348002506973,4.6684087925360505
1968:Q4,71348,0,8336,35188,0,-5224,-5972,-708,-3704,5160,2224,-32904,1500,0,4852,56720,656,146076,42147,23557,82208,-998,-838,92351,15540,15865,60856,53725,26607,7692,21352,-998,-838,58215,18616,10080,14900,7903,6716,4411,71269,21352,-64,160,50141,71889,-21748,661666,10.771129100334846,7.5779772684438305,10.864847218989642,-3.28686995054581
1969:Q1,86720,0,-7412,17684,0,34272,19032,-916,14988,1168,-12436,-19328,3416,0,4948,59764,5812,154462,44385,24573,83394,-837,2947,94497,16138,16133,62131,59965,28247,8440,21263,-837,2947,32337,18472,7248,12620,-3007,-2996,4562,118910,21263,104,192,97735,67448,30287,669756,17.754243825600284,14.592644676059255,10.070533149385746,4.522111526673508
1969:Q2,69664,0,-8592,16872,0,7988,-10192,8988,7644,1548,5264,-23656,1020,0,5012,62088,3668,155141,44523,25239,83799,-761,2341,96768,16564,16499,63606,58373,27959,8740,20193,-761,2341,56199,17072,14908,11760,2415,10044,4800,76638,20193,-428,212,57085,70609,-13524,684950,11.188803271769457,8.33414234761441,10.308635666836995,-1.974493319222586
1969:Q3,109248,0,7616,-4836,0,52012,27344,5544,11796,7328,-10508,-14252,4544,0,5076,65500,4096,154449,44326,26485,83966,-713,385,99012,16982,16789,65140,55437,27344,9696,18826,-713,385,41083,19032,13016,7628,-1265,2672,4549,128151,18826,700,220,108845,82471,26374,707480,18.113739143651188,15.384898752403378,11.657007971956805,3.7278907804465744
1969:Q4,101836,0,1808,5056,0,29572,9608,7124,8588,4252,17572,-27584,1684,0,5116,67104,1508,151499,41858,26966,84166,-701,-790,100960,17391,17021,66443,50539,24467,9945,17723,-701,-790,50514,16240,11760,7620,5882,9012,4589,106450,17723,-676,228,89631,83703,5928,721137,14.76136574149766,12.429076592556473,11.607087141555626,0.821989451000846
1970:Q1,107436,0,18592,5988,0,16128,3476,11632,3356,-2336,-4356,1592,1632,0,5364,57912,4584,152593,41881,26635,83257,-734,1554,102860,17447,17532,67769,49733,24434,9103,15488,-734,1554,11557,14385,-31081,5195,890,22168,4768,150381,15488,524,232,134601,88256,46345,737168,20.399783393208317,18.259158732344037,11.97230482061077,6.286853911733266
1970:Q2,123060,0,19740,40028,0,1164,-7576,3160,592,4988,-1224,-2308,-396,0,5100,58900,2056,152625,40762,27127,84553,-790,973,104449,17852,17785,68696,48176,22910,9342,15857,-790,973,30291,6212,13972,3231,1116,5760,4784,145730,15857,-236,228,130337,95407,34930,754520,19.3142485863601,17.27414361896361,12.644727773948999,4.629415845014608
1970:Q3,188492,0,39492,71032,0,5420,-12292,2980,-224,14956,6412,-5328,3268,0,5264,60784,2148,153329,41948,27615,85487,-872,-849,106298,18270,18118,69792,47031,23678,9497,15695,-872,-849,43450,12616,18216,6347,4415,1856,4676,196749,15695,336,236,180954,102739,78215,774022,25.419098417283532,23.378458745542936,13.273395329848507,10.10506341569443
1970:Q4,66476,0,-47088,57292,0,-13936,-23960,780,-4124,13368,11128,-9336,-264,0,5632,62412,636,150626,46559,27287,81132,-976,-3376,108468,18699,18529,71118,42158,27860,8758,10014,-976,-3376,48798,17690,15686,2943,4863,7616,4828,64664,10014,-412,240,55302,103948,-48646,782186,8.26709395299501,7.070191937361899,13.289422209039795,-6.219230271677895
1971:Q1,176192,0,34900,98480,0,-33908,-34944,-3884,-4048,8968,1168,-10116,1572,0,5996,63396,14704,171755,50245,27850,91053,-1143,3750,111188,19385,18774,72897,60567,30860,9076,18156,-1143,3750,60753,23522,10606,18265,4660,3700,4954,180960,18156,36,296,163064,107689,55375,805328,22.470367284333093,20.24816713731225,13.372067033556515,6.8761001037557365
1971:Q2,180548,0,18604,70148,0,20764,15808,-7352,1224,11084,-5680,-1712,128,0,6336,64920,7040,182570,56192,28957,93781,-1234,4874,114039,19827,19261,74814,68531,36365,9696,18967,-1234,4874,68104,19315,20577,11161,5867,11184,5035,186011,18967,-468,332,167844,114204,53640,826350,22.509900247730418,20.31143712677683,13.820294064258487,6.491143062518343
1971:Q3,171960,0,28476,52488,0,17736,5460,3264,-852,9864,-5932,-2408,-988,0,6520,66788,9280,187237,59851,29371,96059,-1295,3251,116447,20264,19765,76279,70790,39587,9606,19780,-1295,3251,70154,29069,20543,15013,3705,1824,5450,178046,19780,-156,340,158762,113741,45021,838808,21.226068370932925,18.927091727887078,13.55983729292043,5.367254434966648
1971:Q4,83024,0,-28056,55584,0,-27684,-29944,2660,-1020,620,11764,-10396,608,0,6552,68188,6464,189262,63097,29757,99643,-1323,-1912,118204,20693,20273,77094,71058,42404,9484,22549,-1323,-1912,89587,33088,18700,17893,6266,13640,7749,72244,22549,-316,344,50355,112064,-61709,853832,8.461115937063953,5.897496864459505,13.124830177365101,-7.227333312905597
1972:Q1,187764,0,24544,74568,0,-5276,-2128,-7128,2516,1464,3144,-1856,1172,0,6676,74504,10288,199994,68183,31202,101793,-1274,90,120330,21697,20205,78276,79664,46486,10997,23517,-1274,90,79775,36234,13610,16546,10997,2388,7737,195391,23517,-88,380,172342,107356,64986,866754,22.542792159150284,19.883560127916507,12.385982643287484,7.4975774846290255
1972:Q2,197640,0,16196,72396,0,20004,21012,-4664,1836,1820,1228,-5496,-2644,0,6824,79060,10072,208322,69823,31534,104884,-1270,3351,123252,22184,20752,80159,85070,47639,10782,24725,-1270,3351,104648,30629,29415,20738,6902,16964,6024,184086,24725,-248,368,159977,102435,57542,880815,20.899505641991688,18.162381501281093,11.629570341104545,6.532811160176549
1972:Q3,175068,0,-200,83424,0,-4608,-3484,-2872,-728,2476,-4624,628,-644,0,6940,82556,11596,213041,71312,32124,108125,-1268,2748,126070,22720,21343,81844,86971,48592,10781,26281,-1268,2748,88703,41120,23700,16938,4493,2452,6435,179771,26281,300,372,153562,108686,44876,905843,19.845756406703234,16.952429417368435,11.998326420803606,4.95410299656483
1972:Q4,167400,0,14372,69188,0,-20696,-14564,-8264,3224,-1092,17104,-4896,-3524,0,7056,81640,7156,222517,76177,34206,113482,-1272,-76,129066,23307,21978,83613,93451,52870,12228,29869,-1272,-76,119610,44000,30472,23834,2624,18680,7020,148261,29869,-148,376,118916,127638,-8722,949861,15.608721087219962,12.519321690887237,13.437545072384275,-0.9182233814970386
1973:Q1,208816,0,20932,87140,0,8036,-424,-1436,8868,1028,612,-8344,-1584,0,7216,80300,14508,235100,79809,36367,122194,-1290,-1980,132016,24599,21993,85248,103084,55210,14374,36946,-1290,-1980,116348,45235,18933,24978,6630,20572,7256,202808,36946,-272,516,166650,121706,44944,968678,20.936569713044126,17.203853578270756,12.564133798847502,4.639719779423254
1973:Q2,213480,0,29108,60512,0,34024,31596,-276,3444,-740,4428,-8052,-2756,0,7416,79216,9584,243075,77616,38525,121715,-1307,6526,135926,25359,22692,87691,107149,52257,15833,34024,-1307,6526,94728,38832,17080,25582,-2910,16144,6116,232017,34024,-340,544,198877,132657,66220,995679,23.30240167087006,19.974019732514428,13.323269849017604,6.6507498834968235
1973:Q3,173040,0,-14812,59872,0,34408,13676,4060,8812,7860,-7400,2744,64,0,7452,81024,9688,239497,76888,39270,121256,-1331,3414,140185,26222,23450,90320,99312,50666,15820,30936,-1331,3414,81876,41680,-5620,19286,2822,23708,6312,196788,30936,16,552,166388,136625,29763,1018430,19.322691912055284,16.337705216847954,13.415256816865176,2.92244839998278
1973:Q4,141136,0,16424,44984,0,-6392,-10676,-4612,5100,3796,16328,-24844,-4608,0,7304,82864,9076,236470,74724,38588,118847,-1360,5671,144200,27191,24254,92553,92270,47533,14334,26294,-1360,5671,73686,44262,-13746,19990,628,22552,6720,166440,26294,-88,556,140790,152260,-11470,1050700,15.8409144932332,13.39968483681367,14.49129151993909,-1.0916066831254183
1974:Q1,207644,0,14136,83484,1052,18608,13844,-10364,7672,7456,2732,-14748,12,0,7128,84100,11140,224306,71466,37882,117644,-1397,-1289,148705,28048,25333,95118,75601,43418,12549,22526,-1397,-1289,99505,41785,19463,14340,3353,20564,6720,190461,22526,-196,576,168707,148705,20002,1064035,17.899863497376213,15.855381877880612,13.975574111753843,1.8798077661267705
1974:Q2,196304,0,8412,67792,1228,29464,9116,4912,4052,11384,8684,-20720,-1900,0,6928,87120,9296,230649,70229,37659,121295,-1428,2894,152700,29203,26190,97090,77949,41026,11469,24205,-1428,2894,119432,35082,31618,13472,3968,35292,6408,161229,24205,-36,564,137624,139623,-1999,1083985,14.873725739472587,12.696112580618912,12.880528789605023,-0.1844162089861102
1974:Q3,155988,0,-10620,31136,3264,57756,9272,22428,16300,9756,1592,-26564,-3808,0,7016,91132,5084,234068,70122,38201,126628,-1456,573,158255,30451,27031,100544,75813,39671,11170,26084,-1456,573,111147,35417,33647,9660,7791,24632,6164,126819,26084,-408,560,101703,140248,-38545,1114191,11.382140436676128,9.127948830389593,12.58742890581597,-3.4594800754263764
1974:Q4,175304,0,10392,46592,3972,19248,-16352,8632,488,26480,9452,-16500,92,0,7404,92476,2176,213893,62623,39451,118105,-1479,-4807,165338,31789,27850,105455,48555,30834,11601,12650,-1479,-4807,87256,31221,24331,-1688,5776,27616,5900,142503,12650,-556,576,130985,156540,-25555,1140869,12.49074383875703,11.481162545900446,13.721119602688828,-2.239957056788382
1975:Q1,252480,0,-13772,108544,4964,684,-17804,-5152,9412,14228,22688,12356,3440,0,12188,94988,6400,224917,60563,38954,122134,-1506,4772,169675,32155,29713,107575,55242,28408,9241,14559,-1506,4772,64245,31363,17345,2113,5124,8300,5948,249425,14559,4268,588,231186,148643,82543,1160434,21.49415306206385,19.922413523236134,12.809259294367454,7.113154228868683
1975:Q2,289060,0,46936,74892,164,27624,46288,-11060,-1176,-6428,7128,19476,-124,0,9396,97824,5744,229029,63393,39425,126680,-1508,1039,173914,33349,30484,109836,55115,30044,8941,16844,-1508,1039,71855,34050,15966,-2651,7570,16920,6465,278785,16844,496,592,262037,188469,73568,1228887,22.685970442408006,21.3231112047401,15.336560643899725,5.986550560840376
1975:Q3,224884,0,-13944,65432,188,53604,32916,-4340,6928,18100,-6664,14372,-4112,0,8236,101544,6228,243813,68255,40532,136037,-1494,483,178288,34353,31183,112495,65525,33902,9349,23542,-1494,483,87070,41511,10793,11773,7437,15556,6717,210056,23542,-716,584,187814,158872,28942,1233647,17.02727008727516,15.224323215114808,12.878238264268466,2.3460849508463424
1975:Q4,254952,0,-11600,86340,-252,30536,6804,-392,8156,15968,24892,8628,-1888,0,11080,98692,8524,256633,72480,41384,142157,-1465,2077,182016,35167,31828,114755,74617,37313,9556,27402,-1465,2077,120017,49033,12231,19845,8824,30084,6662,216215,27402,1644,584,187753,160138,27615,1264165,17.103361502043295,14.851914894994374,12.66749198087275,2.184422914121625
1976:Q1,258748,0,24848,112832,-352,-26808,-26424,-4392,15768,-11760,17716,14924,-1712,0,7952,101844,7504,271974,79910,41912,150389,-1414,1177,187200,35966,32229,118763,84774,43944,9683,31626,-1414,1177,114766,62492,20116,19262,11788,1108,6806,235563,31626,-496,628,205061,156308,48753,1293610,18.209702150401405,15.851804484180517,12.083085319377556,3.768719164802963
1976:Q2,298088,0,25816,94028,-864,48904,24288,2456,12272,9888,-3340,16792,-3864,0,9840,99564,11212,279632,84252,43048,152786,-1365,911,191512,36743,32946,121571,88120,47509,10102,31215,-1365,911,114301,49129,15163,18102,11003,20904,7065,278972,31215,1032,624,247349,154796,92553,1311899,21.264733864698805,18.854258668056378,11.799383946477587,7.054874721578791
1976:Q3,220472,0,-11796,86628,-76,11012,-5636,-2332,2848,16132,-3296,10972,-3920,0,8884,109160,12904,287727,84164,44523,156419,-1315,3936,195831,37672,33799,124098,91896,46492,10724,32321,-1315,3936,116544,61526,16330,19762,10902,8024,7173,202996,32321,-468,644,171787,155408,16379,1342259,15.123491654707296,12.798381523205105,11.578093348601127,1.2202881746039773
1976:Q4,282452,0,12320,107408,-892,-19364,-46836,13840,-6688,20320,32108,14216,-2120,0,10104,113764,14908,300975,96203,45824,161586,-1266,-1372,200633,38750,34791,126820,100342,57453,11033,34766,-1266,-1372,149409,67095,17165,30734,9167,25248,7900,241285,34766,812,660,206367,151034,55333,1372140,17.584566379278467,15.039782319342892,11.007185855670704,4.0325964636721885
1977:Q1,300468,0,49868,144224,-640,-13296,-8124,-16876,6868,4836,-2988,-15088,-2476,0,9200,119564,12100,318179,101599,47588,169694,-1202,500,208274,40960,34934,132129,109905,60639,12654,37565,-1202,500,169096,80538,22118,28264,15408,22768,14162,255439,37565,-824,716,219414,141851,77563,1400016,18.24545542940963,15.67227055152252,10.132098490302969,5.540172061219552
1977:Q2,242320,0,10904,82576,312,21600,8680,444,13328,-852,2180,-18176,2244,0,9728,113088,17864,345076,115751,49452,174576,-1182,6479,214207,42273,36144,135529,130869,73478,13308,39047,-1182,6479,181364,89280,24844,40920,10200,16120,7874,199700,39047,104,752,161301,150380,10921,1437330,13.893785351822304,11.222234629302076,10.462454690293809,0.7597799390082667
1977:Q3,261184,0,17432,102584,-244,7664,10036,1372,-6268,2524,-9716,-12236,2864,0,9740,123940,19156,355046,119074,51261,178976,-1186,6921,219733,43638,37472,138352,135313,75436,13789,40624,-1186,6921,178753,97305,22651,36092,7221,15484,7653,225397,40624,-4,772,185549,160424,25125,1479197,15.237792412034503,12.543898360059005,10.845343791259717,1.6985545687992887
1977:Q4,248468,0,-7644,89676,964,2656,-17280,1656,9904,8376,34100,-17268,-968,0,11256,115624,20072,369737,121185,53941,185170,-1214,10655,226242,45057,38913,141991,143495,76128,15028,43179,-1214,10655,187762,98263,23637,37884,9866,18112,7415,211616,43179,-28,796,169261,171127,-1866,1528880,13.841216808062509,11.070888201500843,11.192964784678981,-0.12207658317813798
1978:Q1,344388,0,55652,115048,6148,-8,-22168,616,28604,-7060,19656,-16604,2020,0,10624,131668,20184,365101,125927,54112,184116,-1266,2212,235349,48030,38988,148065,129752,77897,15124,36051,-1266,2212,203749,99815,24985,39675,18286,20988,7168,277559,36051,40,844,242312,177612,64700,1566088,17.723063977610607,15.472424166820922,11.34112514750129,4.1312990193196315
1978:Q2,302292,0,21464,76612,5264,53636,32460,-204,24712,-3332,4112,-11208,-2316,0,12272,122676,19780,398348,135929,60002,200857,-1327,2887,242348,49661,40548,151863,156000,86268,19454,48994,-1327,2887,246166,99995,29681,60227,24563,31700,7096,219222,48994,1272,864,169820,167649,2171,1615146,13.572911944461048,10.514241087461123,10.379804674004703,0.13443641345642074
1978:Q3,304396,0,16968,92500,4660,25040,19336,176,19872,-14344,13320,-11576,52,0,11456,132240,19736,413369,141224,63556,201371,-1381,8599,250356,51404,42147,156517,163013,89820,21409,44854,-1381,8599,241221,117501,29479,45191,22834,26216,7196,233385,44854,-516,877,189924,176504,13420,1656310,14.090638662828365,11.466673342326766,10.656459237703086,0.8102141046236794
1978:Q4,303284,0,-14304,92236,6852,-14104,-54932,2352,34216,4260,70092,-5500,-708,0,11880,138112,18728,418734,144651,67171,206536,-1425,1801,258518,53257,43793,161167,160216,91394,23378,45369,-1425,1801,237381,123672,33004,40559,454,39692,7296,233415,45369,936,873,187983,178495,9488,1698742,13.740482678099111,11.066032997099876,10.507481418602707,0.5585515784971694
1979:Q1,320488,0,34668,90992,27060,18524,-9252,5620,25744,-3588,6076,-20028,-2836,0,10528,135796,19708,426740,143959,70294,208077,-1476,5886,266161,55866,44838,165170,160579,88093,25456,42907,-1476,5886,240855,121928,29348,45223,10748,33608,7448,247660,42907,-724,927,206404,194837,11567,1751557,14.139417183359523,11.784027093285376,11.123645990395973,0.6603811028894032
1979:Q2,359472,0,39180,47604,27952,99856,77024,-744,25420,-1844,-2496,-22616,-288,0,11572,138480,20228,428992,146220,71982,206981,-1512,5321,274983,57921,46509,170253,154009,88299,25473,36728,-1512,5321,273746,111864,53564,44711,32983,30624,7312,247047,36728,700,914,210533,184929,25604,1783199,13.85416504506313,11.806496781453742,10.370631656926681,1.4358651245270604
1979:Q3,331404,0,44676,77636,28564,28016,33468,4140,14136,-23728,17372,-28672,-3080,0,10384,138028,18480,444911,149049,75489,215210,-1550,6713,283877,60042,48185,175335,161034,89007,27304,39875,-1550,6713,274911,122368,52504,45931,18624,35484,7464,224991,39875,-196,929,186241,182102,4139,1836048,12.254072216621916,10.143560944585454,9.9181502880099,0.22541065657555462
1979:Q4,380852,0,-27528,77876,38548,114168,89180,-4092,11728,17352,33812,-27552,-2688,0,11240,145080,17896,435623,146633,76041,213456,-1592,1085,292024,62230,49860,179602,143599,84403,26181,33854,-1592,1085,258165,108002,51210,37379,11374,50200,7940,274226,33854,1108,947,240211,185432,54779,1884378,14.552602963209512,12.747498042646868,9.84048847948766,2.907009563159206
1980:Q1,326099,0,9304,99652,58328,21680,16044,26268,10120,-30752,-41220,-17405,-6660,0,9832,183364,9224,428898,138914,75569,215664,-1642,393,301278,63873,52158,184926,127620,75041,23411,30738,-1642,393,221526,98420,49496,17909,29793,25908,8168,240361,30738,-1240,989,211852,197029,14823,1948375,12.336467109138443,10.873247759680561,10.112478347340732,0.7607694123398285
1980:Q2,415442,0,-3216,92132,61896,82384,78716,-4424,5268,2824,-10340,-26274,2744,0,10752,198228,7136,379433,115564,72283,196948,-1678,-3684,311501,66158,53699,191307,67932,49406,18584,5641,-1678,-3684,130827,57713,58979,-25283,14870,24548,8716,361263,5641,-504,1000,357126,224950,132176,1978594,18.258572688769657,18.049484821324395,11.369184380423675,6.6803004409007185
1980:Q3,449876,0,61536,141088,744,-2340,-4524,-3392,3472,2104,21000,-12204,1156,0,9668,218316,10912,390431,121953,74283,209444,-1706,-13543,319383,68495,55085,195450,71048,53458,19198,13994,-1706,-13543,194076,104602,46254,5961,19247,18012,9296,336144,13994,-1196,1021,324367,234792,89575,2047035,16.420994755514428,15.845674841590144,11.46985762334303,4.3758172182471125
1980:Q4,460303,0,-3652,175332,-21340,26520,36040,6188,6784,-22492,30220,-17657,396,0,10740,229836,29908,427574,136663,79054,219544,-1722,-5965,326625,70885,56315,199056,100949,65778,22739,20488,-1722,-5965,235679,109204,39440,15125,36434,35476,8932,334505,20488,824,1050,314243,242814,71429,2125789,15.735570500240097,14.782418517611532,11.422300143617264,3.360118373994266
1981:Q1,373551,0,57764,8872,133384,-17432,-53520,-17388,61888,-8412,-14088,-30425,4496,0,9168,193268,28544,456003,136318,83619,228761,-1764,9069,333514,70477,60231,202447,122489,65841,23388,26314,-1764,9069,166559,76842,43694,21285,15190,9548,8652,338133,26314,-1516,1162,314497,235639,78858,2177067,15.5315750884006,14.445894215924007,10.823690772952785,3.6222034429712218
1981:Q2,452445,0,26684,98944,41152,86600,55520,1720,26024,3336,14392,-48591,5620,0,10596,188020,29028,455170,134024,89592,224009,-1763,9308,340131,72748,61313,205695,115039,61276,28279,18314,-1763,9308,200730,86649,36715,22921,23717,30728,9124,375877,18314,-212,1168,358943,239765,119178,2215467,16.966049739004244,16.201696218956325,10.822323239298983,5.379372979657345
1981:Q3,484281,0,28140,113872,115952,57536,37736,-3344,28264,-5120,-4312,-62219,2740,0,8824,196728,27020,465909,124951,94769,234226,-1761,13724,347471,74945,62313,209821,118438,50006,32456,24405,-1761,13724,160269,59481,33435,27865,13352,26136,9508,451958,24405,-1616,1174,430343,280546,149797,2300120,19.64931894810006,18.70958536898245,12.197015807870894,6.512569561111553
1981:Q4,560327,0,81460,167459,70488,4960,-19256,2764,1064,20388,42380,-26160,5112,0,9712,176620,28296,440553,113602,100885,220204,-1760,7622,354190,77066,63241,213474,86363,36536,37644,6730,-1760,7622,167544,48388,54720,7281,20827,36328,9764,488910,6730,-148,1168,483496,298258,185238,2337014,20.920271949934296,20.688608810560723,12.762354012427824,7.926254798132895
1982:Q1,554067,0,28864,221842,27648,87866,21064,-1936,73880,-5142,15260,-32460,3812,0,7668,189252,4316,434310,108663,97456,226609,-1878,3460,354641,76091,67114,211038,79669,32572,30342,15571,-1878,3460,153362,61269,45303,22625,-5039,29204,11476,491850,15571,-2768,1200,480247,290071,190176,2372184,20.734053767872503,20.24492644891242,12.228014353018148,8.016912095894273
1982:Q2,544958,0,-8656,176922,46212,109315,73292,1684,57836,-23497,17972,-21114,968,0,8136,209836,5368,432381,106686,94775,229171,-1872,3621,359508,77698,67849,213546,72873,28988,26926,15625,-1872,3621,182031,44854,59962,20689,12626,43900,10336,446135,15625,1020,1190,430680,298901,131779,2409803,18.513358673234507,17.872019941396257,12.403545020070105,5.468474921326154
1982:Q3,612820,0,58304,107021,108156,105680,64592,-7536,34576,14048,-4188,-17305,3500,0,6580,234940,10132,436674,107385,91127,231820,-1864,8206,363703,78944,68385,215944,72971,28441,22742,15876,-1864,8206,170063,39885,65919,9769,18074,36416,10004,525733,15876,-152,1189,511198,301016,210182,2460346,21.3682403951054,20.777469828689128,12.23470194842514,8.542767880263991
1982:Q4,411998,0,17480,227318,-53608,-58868,-65304,-4880,1412,9904,64512,-55540,5668,0,8852,234524,21660,448830,116471,88898,243084,-1852,2229,366462,79829,68712,217476,82368,36642,20186,25608,-1852,2229,218648,71093,53551,22261,21919,49824,8596,284314,25608,-376,1189,260271,274809,-14538,2496537,11.38833303234889,10.425279009917016,11.007607738239008,-0.5823287283219918
1983:Q1,576579,436,91848,240573,-125576,141668,79176,-2760,79216,-13964,-16340,-50886,21800,0,7652,242576,22828,459800,137237,85541,247051,-1938,-8091,364357,79871,69316,214738,95443,57366,16225,32313,-1938,-8091,207851,94761,70963,23876,10051,8200,8284,472455,32313,-2760,1258,444160,279101,165059,2542271,18.58398399281499,17.471002725278993,10.978412608254589,6.492590117024408
1983:Q2,625586,-184,19488,201804,-45684,133862,87620,572,62136,-16466,3248,-27100,30052,0,9472,278544,22084,490983,153601,85027,266047,-1947,-11745,368331,80559,69619,217707,122652,73042,15408,48340,-1947,-11745,259192,101541,55799,37940,29128,34784,8432,497478,48340,2680,1260,447718,253221,194497,2583834,19.25347974241297,17.327659430426987,9.800203883066791,7.527455547360194
1983:Q3,680822,444,8812,235043,16116,140425,58260,7744,41496,32925,-9764,-27638,20256,0,8172,261740,27216,504805,169523,88130,277786,-1980,-28654,372700,81414,70098,220728,132105,88109,18032,57058,-1980,-28654,281696,126639,60181,52892,10192,31792,8884,540114,57058,-1676,1256,485988,252838,233150,2656772,20.329723078082022,18.292438734525255,9.516736852089679,8.775701882435577
1983:Q4,462602,568,-45268,150202,8072,-38647,-39472,-164,-1208,2197,33784,-1880,18828,0,9776,292980,34188,555437,178206,92522,293320,-2039,-6572,378209,82436,70748,224550,177228,95770,21774,68770,-2039,-6572,338114,135895,67529,77932,6306,50452,7560,309276,68770,3540,1246,238212,273544,-35332,2732466,11.318565333021148,8.71783763869668,10.010883941465329,-1.2930463027686472
