1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q1,1388927,155129,1233797,1127083,106715,69,-1498,14585,144025,3170,263722,291589,191278,123535,57363,11444,-1064,100311,108392,-155,-23546,-44359,8455,19707,10399,-13406,-3940,26653,20201,22206,-2005,0,-68606,16951,48750,7779,118834,1067,3314,8081,688,5337,13803,-17507,-1080,7606,2516,1938,118,-27867
1993:Q2,1407721,160802,1246919,1144495,102424,528,10468,18543,145379,4327,252078,258427,197244,128213,58670,11429,-1068,61182,129563,-93,19760,-23382,-9288,-21180,-6773,-33340,-6612,25545,18939,21004,-2065,0,-25661,7661,45591,9094,104316,1069,2737,68380,1233,65088,53642,11400,-3011,543,2514,1939,120,-6349
1993:Q3,1418105,165401,1252703,1161532,91172,-84,-2265,19071,147521,4272,255672,287137,202377,130272,61548,11633,-1075,84760,171779,-655,25295,-15543,-3220,5567,-2079,-4858,-14129,26633,-2192,-90,-2102,0,-12067,11101,50185,9286,99023,1067,3933,87019,-72,85033,50186,24006,-2059,10384,2516,1938,120,-31465
1993:Q4,1438112,167421,1270691,1178413,92278,179,-4485,21567,149630,4786,263352,273986,210231,134287,65360,11670,-1086,63756,155607,-177,32207,-40302,9387,34904,42322,-19239,-21477,33298,5213,7308,-2095,0,-39580,10912,45599,9600,84877,1069,1898,91851,-788,90577,38777,43501,-2693,7755,3237,1939,123,-10634
1994:Q1,1450536,166353,1284183,1195972,88211,-142,-2223,21448,151912,333,263319,414800,214050,135883,67708,11565,-1105,200750,233632,-41,-23245,962,13533,102989,36702,56247,-9153,19193,6018,8019,-2001,0,-16718,9967,21913,6965,106868,1147,3274,32881,665,30926,30278,-2293,1696,1447,-201,1152,138,-151481
1994:Q2,1476595,173874,1302721,1212535,90185,235,10898,22481,153746,5326,250424,271050,219393,138167,70553,11796,-1123,51657,137807,1131,-9892,-32548,-6093,82817,26544,21785,10445,24044,-1888,245,-2133,0,-32858,16389,8768,7237,101192,1145,2406,86150,1107,83743,45165,34704,2015,2060,-201,1152,148,-20626
1994:Q3,1493055,175067,1317987,1231439,86548,173,-2254,23209,156060,4909,263335,276633,221038,140610,69877,11695,-1145,55595,145373,510,-10154,17593,9806,30549,26118,17024,-22802,10209,715,2874,-2159,0,-41332,10995,12250,17471,91394,1147,4429,89778,469,88015,46429,41373,457,-44,-200,1153,141,-13297
1994:Q4,1520733,177777,1342956,1250703,92253,244,-3933,26523,158557,4898,276612,265412,225226,145807,68814,11776,-1171,40187,161268,1494,15013,-14422,20519,115979,58626,29120,-7632,35865,2046,4221,-2175,0,-10513,8205,-45852,6292,58063,1147,3296,121081,945,118841,44895,61215,2251,10683,-202,1151,144,11200
1995:Q1,1543526,179148,1364378,1260641,103737,174,-1484,22623,160472,4830,283659,334598,220894,143193,66789,12110,-1198,113705,144474,1477,-19938,46170,20370,-27996,6806,-27478,-23650,16325,5100,7156,-2056,0,-2527,11738,-1891,11522,92846,977,6626,30769,377,27732,25990,3377,1354,-2956,-33,2479,181,-50939
1995:Q2,1560799,186402,1374397,1281014,93383,1224,11627,22038,162941,4764,263195,277601,219850,144498,64311,12252,-1211,57751,150613,2137,4671,36444,28804,-30646,-1457,6329,-28435,-7083,2384,4476,-2092,0,-18652,4696,4686,13863,94610,977,6638,92861,488,89704,46407,38580,2653,2098,-33,2479,190,-14407
1995:Q3,1580259,189459,1390800,1298857,91943,725,-2578,24379,164732,5151,279206,272938,225947,148100,66771,12283,-1207,46991,161411,-358,-33663,32172,13291,36060,-9843,20650,-5043,30295,1434,3526,-2092,0,-19640,3100,19599,7772,101403,979,-737,114420,-639,112386,51502,46472,2575,11871,-33,2479,194,6268
1995:Q4,1598774,193398,1405376,1315400,89976,609,-4863,25496,166329,4162,283111,342673,230178,150336,68723,12306,-1187,112495,208249,1309,2662,16187,26466,-6387,-9622,27667,-25841,1408,20565,22367,-1802,0,8595,1900,31051,9406,92082,977,3435,95754,-5,93086,30166,58561,6790,-2398,-33,2478,195,-59562
1996:Q1,1627677,197399,1430278,1334436,95842,432,-2471,25940,167754,5389,287050,410492,234452,151774,71604,12288,-1214,176041,234488,2665,-13740,71443,52972,-9253,-7576,-5093,-8146,11562,10623,12549,-1926,0,-35811,-2725,60597,3680,91470,1734,833,58447,1257,54675,45331,-5952,-6964,21430,831,2333,182,-123443
1996:Q2,1659658,210027,1449631,1358121,91510,1363,12448,27963,169993,5742,272639,269052,242577,155571,75615,12568,-1177,26475,127562,1672,-18247,15062,-10530,51535,-30130,56499,-1884,27050,-5490,-3463,-2027,0,-48074,1369,44159,7709,85531,1734,1131,101086,1591,96964,53344,34372,6552,1865,832,2333,198,3587
1996:Q3,1678207,212495,1465712,1372988,92724,358,-2504,27704,171454,6034,288710,266900,244646,156272,76369,13148,-1143,22253,121368,4000,-17213,35144,22122,14716,21677,36427,-21870,-21518,-1705,367,-2072,0,-64504,-415,24799,14221,85124,1734,3345,99115,1164,95424,57154,33267,2628,1543,832,2333,194,21811
1996:Q4,1700658,217162,1483496,1393633,89863,720,-4685,28619,173436,5946,291376,349225,246965,158632,75613,13831,-1111,102260,202858,4028,-10229,15557,32026,-4060,693,20782,-12147,-13389,38623,40689,-2066,0,-36057,-1789,38212,14440,107785,1734,2588,100598,2069,96007,49278,44031,-5531,7398,832,2333,189,-57849
1997:Q1,1730545,222822,1507723,1414529,93194,423,-1858,31530,174788,6420,295373,285538,251851,162324,75929,14756,-1158,33687,76163,2811,-26749,41570,41409,-50208,-10883,5962,-4955,-40332,-10626,-8614,-2012,0,-61019,-7346,34348,11550,95287,1876,3260,42476,1083,38920,42333,-19702,8340,7073,876,2406,67,9835
1997:Q2,1750825,229033,1521792,1425615,96177,866,12962,27820,177045,6581,282365,274220,251723,160253,77213,15422,-1165,22497,119443,346,-4996,25883,-8269,-22277,-57008,14451,8904,11376,15250,17084,-1834,0,-63447,-6032,50398,12717,114561,1876,3433,96945,3006,91460,51396,23862,4023,11304,876,2406,73,8145
1997:Q3,1779102,236549,1542553,1453958,88596,147,-3051,33134,178424,6879,296472,300012,260238,166279,78726,16445,-1211,39774,161339,1555,-33628,61575,28521,7547,-24216,6377,-2366,27752,1973,3705,-1732,0,-94538,-5344,66664,13676,105934,1876,5528,121565,715,118366,85050,27767,-13460,18133,876,2406,78,-3540
1997:Q4,1813505,243417,1570088,1476290,93798,232,-5039,35098,180482,7095,307554,347988,265981,169587,80607,17084,-1297,82007,179107,1821,29321,22171,30616,-10830,-41112,36038,12900,-18655,18896,20996,-2100,0,-74693,-717,54757,8155,97702,1876,32,97100,2327,92282,37299,38360,12166,3581,876,2406,85,-40434
1998:Q1,1854118,246730,1607388,1492170,115218,64,-1624,34530,183006,7645,326796,386571,270710,170780,83275,17991,-1336,115861,172682,-362,-34928,26893,61748,9004,7268,-34976,-1201,37912,24080,26323,-2243,0,-120315,-8880,73580,6774,130329,2465,2294,56821,4013,50966,55246,-20122,3586,9720,2536,1881,-39,-59775
1998:Q2,1886101,255554,1630547,1521633,108914,2013,13494,40472,185174,8032,315047,336403,282626,178081,87241,18742,-1438,53777,194271,968,4942,-11310,15241,93318,-19237,35094,20597,56864,12470,14779,-2309,0,-104010,-15760,49503,10505,135663,2465,276,140493,3952,134359,78668,43701,-2129,11583,2536,1881,301,-21356
1998:Q3,1912603,262057,1650545,1545971,104574,260,-3344,42504,187659,8205,330136,358993,290022,181740,90864,18943,-1524,68971,185811,1715,-10744,9602,72171,9380,-10890,62606,-15162,-27174,37014,39191,-2177,0,-61839,-3634,-10726,8964,128206,2465,3236,116840,1138,114321,76710,32974,3879,-1778,2536,1881,-500,-28858
1998:Q4,1935536,268079,1667457,1571575,95883,735,-5423,50104,190259,8512,333892,317642,302590,191033,93642,19511,-1595,15052,162521,-1775,58802,55784,60340,-67091,-35793,20646,-6626,-45318,-4495,-6083,1588,0,-102929,-11584,45235,20608,106646,2465,514,147468,2655,144066,92649,40554,6234,2093,2536,1881,-1134,16249
1999:Q1,1959161,264973,1694189,1589533,104656,340,-3699,48163,192472,8825,340505,265300,302803,190354,94412,19658,-1622,-37502,50882,1643,-11775,-12048,57913,35449,-33163,3413,6499,58700,-1330,-3149,1819,0,-119511,-8159,18601,10328,79250,721,-199,88385,2021,83684,79249,1127,-2345,4821,832,1475,1205,75205
1999:Q2,1974201,274150,1700051,1624236,75815,1027,14707,54608,195208,9156,302796,95310,313320,198446,96547,19980,-1654,-218009,-61520,1118,-28315,-271,-20687,3003,-34967,32713,14607,-9350,1762,292,1470,0,-152656,-22690,46674,14835,93992,721,994,156490,2821,152111,96550,29183,2130,23416,832,1475,83,207486
1999:Q3,2001996,282564,1719432,1651155,68277,390,-2503,55988,198854,8650,317362,185143,318692,202251,97866,20237,-1662,-133549,28286,684,-15881,44530,32799,-6696,-21983,30483,-11150,-4047,22423,20642,1781,0,-126269,-18660,-13582,7196,94660,721,6361,161835,2703,157613,118035,40314,-5590,4022,832,1475,44,132219
1999:Q4,2043240,290229,1753011,1685942,67069,628,-5212,54646,202744,9638,320661,299203,321552,203443,99381,20374,-1647,-22349,150512,-511,34990,49157,96110,-65773,81853,5120,6263,-159009,46910,45339,1571,0,-179998,-21786,58091,17357,115273,721,-30,172861,2868,167737,83248,41727,-1167,43097,832,1475,781,21458
2000:Q1,2102093,297023,1805070,1725723,79347,-707,-3583,68083,206725,8987,348044,374512,340424,219371,101667,21058,-1672,34088,162847,4491,-34663,90781,65647,-82064,-55570,-8885,2082,-19691,56825,56573,252,0,-127730,-6841,71386,12301,104964,2528,5222,128759,775,127215,62226,143,2477,59557,2812,1512,-743,-26468
2000:Q2,2137430,308597,1828833,1751114,77719,487,16298,60505,210907,8979,324342,235558,337280,214858,102173,21917,-1669,-101721,44929,691,-36533,41813,-27778,-23644,-106743,27582,23497,32020,-16411,-16630,219,0,-27664,-8545,15202,8183,109658,2528,7428,146650,3400,141545,112366,48006,-2761,-18878,2812,1512,193,88783
2000:Q3,2177934,313490,1864443,1781930,82513,-24,-3511,59758,214715,8846,351628,246396,339749,217175,101526,22750,-1702,-93353,82107,-1332,-37978,45723,49181,-50340,-60736,15883,-8383,2895,16208,16041,167,0,-84877,5463,8306,11895,109355,2528,7976,175461,413,173684,113927,54202,-5313,8056,2812,1512,-148,105232
2000:Q4,2203840,317218,1886621,1809380,77241,426,-5651,58339,217500,8828,350328,570010,342275,218167,102797,23082,-1772,227736,365700,3762,9144,94557,88394,80621,31570,-3537,699,51889,59343,59162,181,0,-83402,-12560,-12959,11878,122619,2528,1775,137964,1171,134471,94962,74194,5713,-43210,2812,1512,810,-219682
2001:Q1,2243845,319856,1923989,1828746,95244,34,-4421,57544,220145,9038,368350,497291,344663,218207,105147,23138,-1830,152629,207732,2519,23198,162633,133650,-195411,-48901,-132750,15456,-29216,-19724,-21279,1555,0,-70958,6070,14827,27409,117407,225,5887,55103,1155,54921,84580,8457,-11008,-29696,2588,-150,-823,-128941
2001:Q2,2253093,326578,1926515,1840468,86047,1596,15533,53284,224383,7087,342690,318609,346045,216481,108493,22993,-1922,-27436,175257,-2331,-23171,61170,-3138,-44687,-92579,6488,32239,9165,7203,5784,1419,0,-37732,-4528,71414,26388,107738,225,16706,202693,3668,199445,160836,34525,-5646,7142,2588,-150,-270,24081
2001:Q3,2249279,283894,1965385,1847263,118122,-135,-1802,52415,227765,5554,394415,397761,349695,217519,111089,23087,-2000,48066,302653,-71,-1486,61880,65928,39748,24430,55499,-1360,-38821,93677,92202,1475,0,-107109,-6007,-32019,3916,163397,225,20573,254587,2138,251806,148282,30102,7641,63193,2588,-150,793,-3346
2001:Q4,2246923,308718,1938205,1874464,63741,239,-5553,67433,230500,8663,358803,494994,367009,234469,111007,23598,-2065,127985,257825,288,79277,4605,75060,-25311,4987,-43988,3207,10483,-41100,-42323,1223,0,15097,-8276,40747,21449,88256,225,7508,129840,6866,123273,114442,77475,-13319,-57913,2588,-150,-149,-136191
2002:Q1,2258182,263069,1995113,1839172,155941,-218,3088,61024,232004,8626,437037,379591,365878,229007,114442,24467,-2038,13713,148697,-905,-60618,161944,-30735,-14794,-12776,-12543,17099,-6574,-6745,-8543,1798,0,-77333,-47991,59317,24558,133350,1185,7464,134984,2112,128209,137493,-8311,-2050,-1304,2381,4331,332,57446
2002:Q2,2282977,257627,2025350,1892104,133245,9,12767,59280,235080,8143,406705,315833,370376,229276,117920,25255,-2075,-54543,135366,448,-7251,14328,-51207,72797,-41306,-23079,44104,93078,-27078,-28399,1321,0,-38367,-8517,28317,25041,110436,1185,15234,189909,3185,182523,176718,34128,-10627,-20077,2381,4331,-130,90872
2002:Q3,2294167,257036,2037131,1914323,122808,-266,-11437,62457,238678,8419,426696,193131,377142,234982,118717,25544,-2101,-184010,39004,1562,1308,116296,-28375,-19445,-17219,-55770,8401,45143,1243,-581,1824,0,-143019,-5811,-39768,16336,124849,1185,12642,223014,1434,216529,194479,33964,-1255,-13040,2381,4331,720,233564
2002:Q4,2314726,274446,2040280,2000675,39604,-2852,-663,56116,242953,3875,332610,500757,377659,231319,122813,25641,-2114,123099,371449,156,42615,7255,73194,27870,-45546,-44119,25845,91690,-6069,-7843,1774,0,82935,-10074,17082,-322,128600,1185,7023,248351,5838,238200,197479,45399,-6550,-509,2381,4331,-18,-168147
2003:Q1,2326678,259633,2067045,1921482,145563,-1952,3144,52782,245442,3689,435002,230798,380016,228630,127733,25760,-2107,-149217,39741,1691,-31194,131542,-48041,-120823,12479,-94269,-10099,-28935,16022,15013,1009,0,-122072,-25273,22785,19405,181988,1085,12627,188959,4090,182542,174199,-7885,1060,13690,1478,1636,691,204203
2003:Q2,2352174,250865,2101309,1983412,117898,-65,13803,59044,248121,3088,408107,522207,390560,236439,129943,26289,-2111,131647,519686,2487,9569,68838,-30649,-58569,-14885,-33615,41625,-51693,100324,98703,1621,0,167033,25567,85436,19740,117997,1085,10827,388039,3770,382292,258156,32808,2983,86867,1478,1636,341,-114100
2003:Q3,2384413,228822,2155591,2019442,136149,-509,-11780,64836,251727,3018,460965,391882,407677,244405,138547,26843,-2118,-15794,241212,-2969,-41030,54560,-50282,5347,-3772,100423,-13627,-77678,1228,1035,193,0,74295,24860,20113,21632,113309,1085,19064,257007,2766,252587,244369,37745,-6899,-24107,1478,1636,18,69082
2003:Q4,2418489,264220,2154269,2113986,40283,523,-1241,63505,256225,3708,358070,559623,416473,245648,145660,27294,-2129,143150,384090,1695,30481,30020,-37212,16204,9898,56276,9045,-59015,-3702,-4702,1000,0,121082,8321,53018,11699,130965,1085,20434,240940,3180,236220,197387,43257,33977,-39879,1478,1636,-96,-201554
2004:Q1,2442756,254053,2188703,2046678,142025,-1038,2897,64539,260796,3427,459998,570251,425085,249150,151041,27128,-2234,145166,329559,2363,-13592,129580,-40301,48222,5337,-5962,26773,22074,22999,20885,2114,0,-26111,-31431,77112,1688,148999,2408,7624,184394,2138,178235,174814,-6460,-1492,10184,1189,4095,-74,-110253
2004:Q2,2483684,249622,2234062,2105554,128508,-63,12903,61700,266211,3465,439988,250831,434372,249559,159433,27603,-2222,-183541,133018,2685,-24657,102671,-43208,-47006,-41027,-47897,52180,-10261,33565,31346,2219,0,-55175,32152,-42383,13754,150636,2408,7575,316559,5540,306150,270542,18067,-84,16436,1189,4095,774,189157
2004:Q3,2518471,256107,2262364,2136498,125866,115,-13931,63055,271699,-8766,483432,490866,443838,254024,164144,27846,-2176,47029,312718,975,-16334,51779,-42265,70735,-49774,64024,31040,25445,-4700,-6690,1990,0,-36812,27555,44793,12076,184955,2408,17553,265689,1285,259974,230319,50335,-20931,-938,1189,4095,335,-7434
2004:Q4,2570963,288962,2282001,2261350,20651,15,2524,66292,275901,3335,357001,477464,454325,259175,169159,28087,-2096,23139,379736,2900,53534,89747,1753,81493,70345,122342,39801,-150995,63192,60515,2677,0,-176343,11554,58334,13221,155982,2408,21962,356598,4223,347810,253749,55244,-1340,38968,1189,4095,470,-120463
2005:Q1,2573141,290747,2282394,2168456,113938,-29,-42,63607,280603,3652,454509,408259,460282,259054,175549,28019,-2340,-52023,157774,5638,-5547,132322,-42871,-31860,-44491,-36653,20780,28504,-9926,-12728,2802,0,-60270,-58672,54130,4460,154440,2468,13461,209797,3119,202488,229841,-15145,-12207,-1986,1985,3926,264,46250
2005:Q2,2614523,292869,2321654,2252728,68926,733,15089,67029,285937,3491,404045,493385,473364,265578,181922,28125,-2260,20021,355684,-2853,-39377,106939,-24020,106064,-49943,85689,43550,26768,6278,4022,2256,0,-5131,645,35056,2253,158368,2468,8993,335663,2266,328761,290672,27415,7725,964,1985,3926,710,-89340
2005:Q3,2655464,303144,2352320,2301199,51121,-500,-8932,66864,292476,-29104,447997,400894,484333,268821,189014,28729,-2232,-83438,278343,2035,-56404,161728,17639,-105859,-32209,-47406,18489,-44733,-2247,-3459,1212,0,41221,-8551,56331,10334,132429,2468,27219,361781,5974,352620,298283,45996,835,5521,1985,3926,-739,47102
2005:Q4,2702977,325696,2377281,2402088,-24807,-181,-1450,55955,297324,186,329555,577421,479218,260170,192329,28973,-2254,98204,399410,-2737,14239,62467,70976,58346,-55982,37076,29434,47818,293,496,-203,0,-34792,-16413,50214,3506,155352,2468,35490,301206,3359,293281,262385,42170,5838,-19097,1985,3926,640,-247866
2006:Q1,2776085,335904,2440180,2313975,126206,-484,6601,63608,301169,5046,478852,523181,491185,269614,193867,30093,-2389,31996,347236,4032,5811,191581,1740,105644,106860,-1964,-11839,12587,16924,21237,-2860,-1453,-206401,-50002,90960,24642,157865,2026,2414,315240,2094,308865,299646,-28476,12561,20720,4414,4082,199,-44329
2006:Q2,2814451,330408,2484043,2402334,81709,-39,15298,59463,305790,3809,427816,380141,482786,268474,185753,31008,-2449,-102645,274846,4787,-15938,73263,38586,4634,-60732,-74328,56256,83438,28498,32178,-5042,1362,-41617,9732,10085,5127,153335,2026,2328,377491,8490,364738,307125,30726,10774,11699,4414,4082,181,47675
2006:Q3,2837737,329059,2508677,2427545,81133,-463,-15099,59392,309773,3932,461002,399358,475872,271110,175659,31673,-2570,-76515,251774,-917,-40589,130933,67425,-45432,-30359,47173,-1208,-61038,-2950,-734,-6800,4584,-35356,9342,16336,16136,133644,2026,1177,328289,133,324017,240040,61829,7447,10287,4414,4082,57,61645
2006:Q4,2873725,361591,2512133,2525231,-13097,-338,-2202,58732,313686,3933,357252,452982,470653,273187,167964,32253,-2751,-17671,260304,-1803,18265,74488,96355,-193886,-103221,-65283,16249,-41631,3921,7075,-4649,1495,38449,-15942,84033,18789,118602,2026,17007,277975,5554,268175,153642,56028,20399,33692,4414,4082,164,-95730
2007:Q1,2933561,373699,2559861,2444253,115609,130,7112,60079,316638,804,484540,582421,466457,276181,160165,32780,-2669,115964,306479,3588,22844,194237,51061,-6918,10584,67952,19292,-104746,22881,23975,-4056,2962,-188773,-62125,121441,10732,129854,2474,5184,190515,2588,183175,206275,-16543,-9369,-425,3237,4216,536,-97881
2007:Q2,2975504,365010,2610493,2525530,84963,-17,15355,58997,319922,1326,447184,136744,460829,277744,152451,33442,-2808,-324084,-22643,6395,-75777,64397,62712,-67421,-68766,65965,40785,-105405,54233,58878,-4606,-39,-304490,55,61836,16275,152543,2474,4125,301441,7342,289853,200590,36793,449,48784,3237,4216,30,310439
2007:Q3,2995354,362865,2632489,2544312,88177,-339,-16069,57767,323278,1155,483797,1001795,452633,279188,141785,34532,-2871,549162,796331,4914,-94889,137768,215101,412697,-28262,214782,-9510,235687,27846,27313,-3438,3971,-87805,947,30901,6190,127138,2474,13049,247169,1692,240795,190581,76040,15326,-44389,3237,4216,466,-517998
2007:Q4,3027699,390914,2636785,2662110,-25325,-209,-1681,56488,325850,3947,354539,849110,442073,280064,129132,35735,-2859,407037,616105,2879,50503,134481,173005,151864,-18037,124048,-21814,67667,114319,116378,-2861,802,-257303,-13170,77063,14612,146335,2474,19043,209068,11084,193768,118020,53924,6875,11712,3237,4216,0,-494571
2008:Q1,3067283,390962,2676321,2580096,96225,-652,7405,47404,326919,3545,458945,724753,423276,271993,117493,36579,-2788,301477,442142,-3657,12072,188477,219254,72399,116851,-10336,-19098,-15018,100738,99356,-2259,3641,-212295,-137352,31378,11352,144354,1876,13546,140665,2960,130062,91487,-7469,5496,38365,2183,6307,1336,-265808
2008:Q2,3153575,379396,2774180,2634039,140140,-147,15640,41026,329476,4311,490545,388363,414298,268272,111128,37615,-2716,-25935,-38086,-5557,20382,-105755,-73507,139869,23396,63719,33574,19180,-130,-7174,6943,101,-195094,-77964,91069,14559,144519,1876,7647,-12151,10471,-29321,17568,18445,-17915,-49602,2183,6307,392,102181
2008:Q3,3115486,362814,2752672,2627766,124906,-484,-16253,29628,330388,-5876,506566,710239,398226,258389,104099,38401,-2662,312013,460678,-7982,18606,145487,-96,380198,102048,144145,-12940,146945,-5288,-16681,8306,3087,-159147,-76727,-54740,22524,178370,1876,17597,148665,-2583,145122,3476,23361,32622,83480,2183,6307,-181,-203673
2008:Q4,3089336,374330,2715006,2624804,90203,-619,-1963,7223,331242,5518,424493,870462,365740,237679,92415,38273,-2626,504721,291878,-634,258985,-357,244974,311388,143958,3011,42196,122223,-219966,-222167,2644,-443,-270241,-80798,-138862,27884,140593,1876,17036,-212843,-1209,-219566,-33458,-24,-1519,-186748,2183,6307,1625,-445969
2009:Q1,3008196,304234,2703962,2493349,210613,138,4564,6795,330629,3979,539632,650252,354929,237380,82446,37737,-2634,295323,246148,-4377,-18786,-9814,-27933,273037,190007,-177336,59340,201026,-73460,-79776,4861,1455,35246,-52889,-5493,18299,112734,-202,-214,-49175,641,-59298,45689,-65647,-13989,-22903,-2448,9975,-493,-110620
2009:Q2,3019332,273729,2745603,2553192,192411,-678,14749,4832,329515,3527,507805,338671,346159,235069,76265,37436,-2610,-7489,22398,72,46150,-56967,-120694,-387967,-42362,-349850,29580,-25335,8828,7072,4610,-2854,237067,-5441,146368,2418,148177,-202,4589,29887,3543,18023,26831,-35069,14801,13908,-2448,9975,-1654,169134
2009:Q3,3005891,271754,2734137,2581458,152679,-808,-16732,14204,329159,-22548,534514,495999,358826,244617,79545,37247,-2582,137173,196463,428,-31765,12077,-163119,67123,181123,-22683,28456,-119773,17512,13886,4363,-737,13889,-762,137450,1461,132984,-202,9387,59290,1773,47924,5876,9839,17771,16886,-2448,9975,-382,38515
2009:Q4,3032262,302660,2729602,2660368,69234,41,2378,9763,329342,-13056,419057,633333,354007,239677,80524,36355,-2550,279326,333890,-3291,54312,168667,-84407,-54687,93811,-117393,54408,-85513,-1860,-2096,4494,-4258,-30475,1677,103494,11470,151806,-202,17386,54564,1121,45823,14339,-3695,11148,26479,-2448,9975,-2355,-214275
2010:Q1,3072185,295969,2776216,2566368,209848,-730,102,9107,328433,-13934,560489,717132,349813,238165,78695,35492,-2539,367319,241195,-4252,-97874,71524,-208556,224522,108781,28709,34161,52871,4055,-1084,3233,1906,-43196,18064,122133,1073,165191,1516,-13005,-126124,933,-122614,-80963,-65560,28842,-5186,253,-6945,2502,-156643
2010:Q2,3128010,295341,2832669,2650669,181999,-275,15345,14455,327860,-2552,511246,585652,358898,243486,82591,35325,-2505,226755,206621,2869,18264,-50952,-104236,161497,224291,-34578,10166,-38382,8731,8718,1696,-1683,-80696,51059,39173,1807,161240,1516,-3651,-20134,-2210,-11875,-19922,-14604,8501,13897,253,-6945,896,-74406
2010:Q3,3159574,303290,2856284,2668139,188145,-922,-15132,16984,327428,874,545893,573642,354058,245474,75439,35618,-2473,219584,190012,2534,-33032,105384,-3785,-202823,12769,31254,-3614,-243232,10565,14015,2004,-5454,12648,51375,58935,13396,173237,1516,62,-29572,-2629,-17098,-36731,25272,-13555,7663,253,-6945,-2900,-27748
2010:Q4,3196859,343019,2853840,2762407,91433,-799,4608,23139,327952,-4801,441918,770798,362594,251543,77136,36361,-2445,408204,432426,3396,116058,14341,-6331,11272,-79951,16599,37773,36851,14680,22187,-1535,-5972,4145,58970,40288,322,168398,1516,5371,24222,1484,27530,-18724,26738,2419,16844,253,-6945,2153,-328881
2011:Q1,3284541,356789,2927751,2671387,256364,-732,2016,23961,329987,878,606686,656285,364986,254006,76796,36614,-2431,291299,302767,2337,81560,106143,-52240,-42511,-138510,174018,5628,-83647,-3942,-4261,1547,-1228,-28900,11445,77077,15935,127535,3636,4692,11468,-156,6290,-1179,-18502,-8190,32711,1450,4960,374,-49599
2011:Q2,3312304,352719,2959584,2768778,190807,-487,13823,20961,332211,454,529215,716414,366054,252833,77670,37954,-2403,350360,340366,-4312,-5664,150629,-26135,34346,-128768,23255,3324,136535,41650,41761,973,-1084,-105640,48859,56044,18329,124070,3636,4554,-9994,-658,-14777,-24032,24768,-15767,-1196,1450,4960,481,-187199
2011:Q3,3348139,363105,2985033,2781487,203547,-1404,-10220,20567,334819,-138,567885,841662,370536,254666,78893,39350,-2373,471126,495361,-914,132249,26386,-28139,299448,133016,26967,-7090,146555,-3775,-5452,2578,-901,-196032,43756,27690,32738,137333,3636,20985,24235,-4855,25380,-19057,49098,8520,-14631,1450,4960,-1250,-273777
2011:Q4,3364588,381078,2983510,2857945,125566,-674,-1209,24353,336576,1175,485855,704504,378224,259722,80805,40038,-2340,326280,356043,-7022,88356,86434,27436,-55941,22099,-96777,9411,9326,-53154,-53112,998,-1040,27142,54741,14568,21587,120202,3636,28058,29763,-1464,26337,-14392,54050,11345,-26116,1450,4960,-70,-218649
2012:Q1,3430096,376286,3053810,2781776,272033,-860,7684,32491,337055,1698,631337,583824,392663,268026,85596,41352,-2310,191161,164107,-1103,35572,117439,-63666,-187560,-39922,-118523,-21525,-7590,17115,23212,-3060,-3037,-31572,-17672,146001,-8349,160683,2259,-5040,-27054,-1720,-28033,-33247,-11183,-9452,23662,2187,863,1836,47513
2012:Q2,3462965,361239,3101726,2850741,250985,-523,13185,29380,339881,2062,604477,662484,393502,266957,86774,42057,-2285,268982,280945,-5560,-44726,53225,-49474,193510,148688,74269,7518,-36965,13429,17564,-3608,-527,-33216,10606,50525,-13892,105783,2259,-1524,11963,-4831,14060,-27691,47427,140,-8003,2187,863,1871,-58007
2012:Q3,3452962,364895,3088067,2850278,237789,-729,-16003,30445,341920,2686,622741,742899,398053,268869,89896,41558,-2270,344847,393709,1340,-1034,21154,47100,65576,-58417,19371,-43986,148608,-3397,3170,-3091,-3476,43187,6575,78593,3837,126169,2259,2350,48862,-3621,51210,-16055,59985,502,4591,2187,863,410,-120159
2012:Q4,3571772,407094,3164678,2948959,215719,-498,-232,34675,344033,-11257,605418,803525,409293,274024,95776,41759,-2266,394232,394922,-2557,131539,114654,103640,-60481,107990,-54020,-38464,-75987,14404,19588,-3175,-2009,-123086,8771,52834,7835,129933,2259,15177,690,-4229,7507,-29917,62452,2146,-29361,2187,863,-3451,-198107
2013:Q1,3476222,396042,3080180,2843994,236186,-494,7362,37474,346713,4551,607966,695419,422930,277561,100769,46958,-2357,272489,270255,3219,46780,12217,-76293,-175701,-3375,-84306,-587,-87433,-20430,-18296,-346,-1788,176357,-1681,173423,285,124573,1415,6091,-2234,-1479,-1162,-22589,868,-291,18776,2074,-590,997,-87454
2013:Q2,3509270,409403,3099867,2924824,175043,-257,15890,35264,350423,4808,539774,452428,426713,277065,105608,46355,-2315,25715,72914,3812,22555,38379,-34984,-315332,-66146,-39009,-12215,-197962,55647,58065,-640,-1778,96147,55132,4937,5976,129185,1415,10045,47199,-3140,49027,-13449,46420,4754,9228,2074,-590,1902,87347
