1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q4,220931,25128,195803,169560,26244,-239,-146,2504,22005,1207,49452,53023,30067,20283,8076,1952,-244,22957,31958,0,1397,15162,0,-1137,-3289,208,-1398,3342,2091,2221,-130,0,-2551,-700,151,1408,15467,0,670,9001,0,8732,3668,2236,1860,800,168,159,110,-3571
1971:Q1,225915,24183,201732,174410,27322,-184,-568,4539,22566,1239,53572,66696,33252,22763,8762,2013,-286,33443,36195,0,283,23662,0,-3851,-4054,-992,-1047,2242,-883,-135,-748,0,-2485,1309,349,1499,15656,0,656,2752,0,2475,3577,412,-2339,547,278,189,88,-13123
1971:Q2,231766,24949,206817,178037,28781,488,787,4742,23163,1259,55128,57576,35065,23445,9826,2102,-309,22511,36161,0,5614,15579,0,-2584,-3794,-1839,278,2771,-485,-188,-297,0,-372,-606,-24,1584,16835,0,620,13650,0,13425,5771,4840,1725,1159,-70,149,76,-2449
1971:Q3,235279,25734,209545,181267,28278,-316,89,4945,23649,1363,55105,61459,36341,24015,10461,2190,-324,25118,37862,0,1896,13160,0,5079,1599,825,189,2466,-1326,-169,-1157,0,-481,1232,-368,1630,16420,0,620,12744,0,12351,7459,4553,-839,943,235,319,74,-6354
1971:Q4,239825,26840,212985,185442,27543,-214,20,5637,23973,1937,54982,56138,37896,24911,10983,2333,-331,18242,34527,0,5551,15174,0,-4617,-4856,678,-594,155,1966,2789,-823,0,-2820,-297,373,1638,16912,0,647,16285,0,15986,7256,5778,1521,1300,131,219,80,-1156
1972:Q1,246635,28432,218203,189850,28353,-229,-913,5879,24387,1934,57369,73421,39456,25448,11780,2546,-319,33965,41211,0,-1246,20268,0,1071,1900,-1784,589,366,-409,-728,319,0,-97,924,-74,1669,18419,0,686,7246,0,6967,6584,-396,-1693,2258,214,159,120,-16052
1972:Q2,251046,30672,220374,194595,25779,644,606,6181,24996,1506,55488,55767,40607,26221,12038,2666,-318,15161,34842,0,266,18022,0,-2740,-2382,-1163,350,455,1544,1028,516,0,-1451,-3095,-584,1706,20471,0,703,19681,0,19367,8424,7375,1728,1654,186,169,145,-279
1972:Q3,257530,31853,225677,199289,26388,-263,98,6570,25571,1609,56560,72788,41772,27031,12335,2723,-317,31016,46467,0,4164,19717,0,653,487,-725,272,619,-719,-990,271,0,214,-113,-218,1735,20301,0,733,15451,0,15124,9946,5307,-1205,862,214,179,148,-16228
1972:Q4,269247,32683,236564,205556,31009,-198,583,7467,26185,1755,62124,69235,44160,28371,13298,2810,-318,25075,44196,0,10276,15287,0,-1828,4,-2060,501,-273,2754,2878,-124,0,-1571,-2982,-534,1764,20249,0,781,19121,0,18665,9144,7228,1858,282,153,329,127,-7111
1973:Q1,273769,30713,243056,211743,31313,-274,-1340,9237,26778,1814,66580,78563,47185,30549,14140,2818,-323,31378,42403,0,-2178,23186,0,4596,2673,-361,2027,257,-1059,-1532,473,0,-1726,-2082,-756,1804,19869,0,749,11025,61,10813,8800,1007,1446,-716,276,40,111,-11983
1973:Q2,281215,32213,249002,215756,33247,633,1013,8506,27589,1529,67432,70036,46841,30429,13896,2842,-327,23195,42103,0,3675,14947,0,694,30,-65,914,-185,2415,2031,384,0,-2080,-66,-622,1854,20522,0,764,18908,83,18428,10264,8870,372,-1111,33,299,98,-2604
1973:Q3,288130,34060,254070,220451,33619,-351,420,7734,28458,1578,67461,79690,46665,30314,13858,2826,-333,33026,52119,0,585,13867,0,10437,4810,1009,2653,1965,-974,-366,-608,0,722,4973,-20,1863,19901,0,765,19093,111,18710,10320,6297,1624,232,237,179,93,-12229
1973:Q4,297665,35421,262244,224610,37634,-179,449,6574,29239,1680,71139,76687,45669,29712,13503,2795,-340,31018,47431,0,10270,9514,0,1709,947,-1149,962,949,3018,3394,-376,0,-6540,7140,-823,1826,20559,0,758,16413,145,15961,10084,6285,-164,-310,66,209,98,-5548
1974:Q1,301707,35021,266686,228833,37854,-266,-525,5632,30114,1680,72178,79875,44737,29411,12896,2779,-349,35139,39388,0,-4215,21873,263,7494,6731,-2594,1493,1864,-786,-1726,940,0,-3321,-4880,-363,1782,20808,0,733,4249,178,3658,7640,-2520,-1646,-107,291,259,154,-7698
1974:Q2,308222,37275,270947,236091,34857,737,1349,6051,30846,1602,69539,55139,45536,30324,12768,2802,-357,9602,30393,0,-1144,16500,307,-510,-5958,1232,1370,2846,3647,2868,779,0,-5256,-7727,-399,1732,22526,0,717,20791,209,19969,10581,6317,2642,398,31,428,185,14401
1974:Q3,317276,39361,277915,243486,34429,-484,18,6521,31953,1541,70860,65145,47082,31657,12956,2833,-364,18064,36483,0,2100,6594,816,16346,3807,5605,4495,2439,1505,517,988,0,-6624,-8159,-969,1754,22401,0,719,18419,241,17806,10942,4464,1335,818,247,179,193,5715
1974:Q4,324614,39392,285222,246082,39140,-286,-273,3163,33429,1475,74244,75136,43839,29526,11847,2835,-370,31297,44670,0,8747,10713,993,7884,-665,2159,-230,6620,1495,839,656,0,-4432,-6617,330,1851,22972,0,734,13373,272,12644,8141,685,3241,535,42,279,178,-892
1975:Q1,329606,37310,292296,252948,39348,830,-748,3640,34207,1487,77286,97717,44703,30534,11808,2738,-377,53014,52218,0,-12637,28077,1241,3579,-311,-1291,1624,3557,3983,1517,2466,0,3457,-3393,492,3047,23510,0,862,-796,303,-1318,4854,-6014,-1023,653,212,47,172,-20431
1975:Q2,337489,30219,307270,260105,47166,908,1311,4211,35005,1616,84363,88867,46656,31670,12652,2712,-377,42211,58941,0,9924,18624,41,-1418,2493,-2760,456,-1607,3541,1129,2412,0,4787,-5062,51,2349,25240,0,864,16730,334,16120,10262,2721,2435,685,17,103,173,-4505
1975:Q3,346620,39567,307053,268694,38359,-607,48,5886,35884,1679,77794,90376,50234,34009,13847,2752,-374,40141,60513,0,2220,15220,47,15259,9704,-1088,2118,4525,-225,-2850,2625,0,3556,-2589,-991,2059,24958,0,999,20372,366,19661,11938,5250,1339,852,282,180,165,-12581
1975:Q4,355677,40512,315165,276007,39158,292,-24,6851,36644,1666,81303,96951,52817,35539,14841,2803,-366,44135,67896,0,1817,21577,-63,10656,5129,-97,1632,3992,5268,4250,1018,0,1908,-1612,-223,2770,24554,0,1244,23761,397,23053,12672,5813,3565,992,11,163,148,-15649
1976:Q1,364028,40137,323891,284326,39566,-396,-778,7907,37818,1702,83971,97025,56522,37597,16398,2880,-354,40503,49281,0,-4577,28641,-88,-2813,-1724,-1097,2948,-2940,1788,1274,514,0,4074,-5480,-771,1988,25189,0,1330,8778,431,8052,10555,-2088,-2369,1766,188,137,158,-13055
1976:Q2,370309,42387,327922,289276,38646,1082,1534,7804,38736,1766,82967,92978,58126,38197,17321,2950,-341,34852,61604,0,5724,23306,-216,3431,-3779,621,4117,2472,817,74,743,0,4130,-4350,-898,2460,25715,0,1485,26752,444,26223,13996,8240,2059,1757,171,-58,143,-10010
1976:Q3,379597,44481,335116,296713,38403,-583,74,8080,39624,1793,83656,90975,59163,39105,17329,3058,-329,31812,56972,0,1993,20125,-19,4223,-307,-591,1088,4033,728,-101,829,0,2689,-2429,-926,2221,26824,0,1543,25160,507,24414,17131,7540,-1430,1032,141,88,151,-7319
1976:Q4,388714,45666,343048,305277,37772,117,-192,8692,40601,1975,85398,108268,63104,40397,19848,3175,-317,45165,73299,0,7710,26750,-223,-1646,-8083,3460,-2103,5080,6752,6841,-89,0,3333,-1460,-309,2526,28355,0,1511,28134,618,27343,15952,8273,1865,1192,61,-6,179,-22871
1977:Q1,397204,45799,351405,314541,36864,-517,-728,9391,42263,3541,85188,103871,66503,42424,21000,3380,-301,37368,54417,0,-134,35929,-160,970,3446,-4193,508,1209,-4297,-5033,736,0,-3460,-7112,-931,2300,29580,0,1732,17049,753,15982,14237,53,514,1028,150,107,207,-18683
1977:Q2,408255,48726,359530,321738,37792,882,1683,9762,43475,1969,88260,80016,70803,43644,23933,3521,-296,9213,47946,0,3339,20419,78,-4088,-8550,89,4586,-213,2564,1739,825,0,-4594,-3831,611,2432,29128,0,1888,38733,910,37547,22781,12893,49,1589,235,40,236,8244
1977:Q3,419437,50647,368790,329693,39097,-502,-45,10156,44569,1913,91452,102027,72652,44744,24589,3615,-297,29376,67560,0,7917,25584,-61,2798,2974,325,-1132,631,-526,-1368,842,0,-3127,-646,784,2435,30484,0,1918,38184,928,36976,25820,10905,-476,577,150,38,242,-10575
1977:Q4,434339,52708,381631,339438,42193,-51,-151,10795,45894,1854,97128,104050,74660,46293,24958,3713,-304,29390,67324,0,3836,20196,241,4079,-439,428,1996,2094,7279,7196,83,0,-4511,2752,-48,2814,28862,0,1824,37934,809,36712,23086,11939,414,1048,225,189,224,-6922
1978:Q1,444521,51720,392801,347119,45682,-346,-1455,9013,47851,1792,101862,118538,75233,46029,25837,3684,-317,43306,66863,0,-302,29418,1537,5306,988,192,5891,-1765,536,-777,1313,0,-3909,-2987,263,2656,32561,0,1784,23557,708,22386,18672,2079,-1094,2465,264,213,250,-16676
1978:Q2,459558,55812,403746,361874,41871,1202,1718,12249,49252,1774,101082,91145,81500,50214,27709,3909,-332,9644,60003,0,6740,19085,1316,2861,-3584,-112,7390,-833,3257,660,2597,0,-2812,-6228,-569,3068,31553,0,1732,50359,623,49217,27015,17555,1037,3284,326,263,256,9937
1978:Q3,473152,59770,413382,369952,43431,-633,150,11214,50878,1799,102941,110038,82499,50343,28522,3979,-345,27539,75108,0,7111,23998,1165,6689,4662,48,5565,-3586,5120,2517,2603,0,-2933,-3254,52,2864,32556,0,1740,47569,608,46539,30915,13496,-600,2746,-18,153,269,-7097
1978:Q4,486490,62347,424143,380062,44081,210,451,11342,52514,1824,105872,114480,84176,51634,28852,4046,-356,30305,74473,0,3123,18203,1713,513,-9164,607,8005,1065,15816,14746,1070,0,-1568,-2619,16,2970,34504,0,1802,44168,661,43063,29735,13283,2254,-2469,260,154,290,-8609
1979:Q1,501296,62171,439125,389180,49945,-561,-1118,10727,54000,1862,113366,120056,84006,52019,28265,4091,-369,36050,63163,0,-5978,23296,6765,11621,5918,1448,5152,-897,-3468,-5831,2363,0,-4868,-1439,-848,2632,33569,0,1881,27113,698,25860,24333,2514,-1346,281,78,239,316,-6690
1979:Q2,511299,65108,446192,399568,46624,1087,2121,9182,55760,1828,108703,104653,83835,51745,28386,4082,-378,20819,68447,0,11606,11590,6988,13927,7250,-322,7460,-461,1720,-1538,3258,0,-5599,-12003,-127,2893,35532,0,1920,47628,720,46421,29816,13500,-971,4040,36,142,345,4050
1979:Q3,527719,69528,458191,413487,44705,-547,156,9969,57526,1866,109630,111777,86396,53803,28746,4235,-388,25381,75788,0,13237,20789,7141,5493,6064,1073,4288,-5932,6215,3103,3112,0,-7218,-7707,-720,2596,34009,0,1953,50407,736,49285,32506,14209,-206,2539,237,36,350,-2147
1979:Q4,542395,72107,470288,424737,45552,243,-230,8464,59093,1985,111596,130832,85518,53364,28234,4318,-398,45315,89803,0,1000,12105,9637,34479,28752,-968,2357,4338,6912,6320,592,0,-7032,-7797,-528,2810,36236,0,1981,44488,746,43082,29832,13088,811,-757,108,328,332,-19236
1980:Q1,558300,70071,488229,437837,50393,-649,-1136,7685,60932,2042,117454,126009,84839,53916,26830,4504,-411,41170,60602,0,-9366,24729,15066,11583,12393,6544,334,-7688,-11873,-11846,-27,0,-4008,-13751,-1859,2458,45502,0,2121,19432,739,18125,19922,-4954,-371,3577,-49,257,311,-8555
1980:Q2,567692,72903,494789,438411,56378,886,2054,1410,63004,2179,117446,126963,75527,49237,22319,4391,-420,51435,69684,0,-135,19042,15403,3176,1412,-1550,2608,706,-1016,-2968,1952,0,-6173,-15946,437,2688,50569,0,1639,18249,717,17075,17732,-4025,600,2456,312,172,285,-9517
1980:Q3,587308,76197,511111,453061,58050,-744,-241,3499,64486,2324,123207,149478,79926,52361,23525,4467,-427,69551,105550,0,18875,31136,75,6214,4224,-680,2144,526,7372,3377,3995,0,-3329,-13382,428,2417,54134,0,1610,35999,764,34592,27414,4699,-864,2888,455,344,299,-26271
1980:Q4,611161,80342,530819,470744,60075,-22,338,5122,65803,2233,128407,161068,85296,54886,26283,4557,-431,75772,118222,0,3789,49182,-5637,11329,13781,1846,1325,-5623,4949,4491,458,0,-4875,-2541,404,2685,57231,0,1706,42450,880,40817,25152,7708,1993,6040,-76,401,352,-32661
1981:Q1,626991,81302,545689,485357,60332,-675,-2098,6579,67036,2163,133207,155539,87426,57190,26055,4622,-441,68113,77358,0,2973,1701,34156,193,-6173,-4382,12851,-2103,-7508,-9632,2124,0,-7196,-178,902,2292,48021,0,2002,9245,934,7730,14064,-4142,-1614,-771,193,162,419,-22333
1981:Q2,639535,85089,554446,493926,60520,970,2486,4579,68206,2281,129508,137298,85922,56002,25591,4770,-441,51375,88775,0,7939,20835,10042,5125,-3707,-17,8015,834,3149,-3333,6482,0,-11725,-425,1099,2649,48028,0,2059,37400,929,35679,23564,7708,1625,2509,273,291,501,-7790
1981:Q3,664252,88890,575362,504894,70468,-872,479,6101,69569,2377,142411,182339,87077,58557,23944,5018,-440,95261,126249,0,9970,25103,28834,20628,14298,-723,8333,-1280,-724,-4726,4002,0,-15903,4531,930,2206,48714,0,1960,30988,1097,29237,17695,10318,-391,1332,283,168,486,-39928
1981:Q4,672419,90499,581920,509689,72231,-296,301,1683,70786,2441,141662,204879,81972,55051,21947,5414,-440,122908,149639,0,25309,48179,17212,6236,-32,1060,111,5097,6679,4483,2196,0,-7025,3300,1561,2428,43896,0,1864,26731,1440,24569,11664,5954,2820,4085,46,345,377,-63218
1982:Q1,681175,86137,595038,520528,74510,-653,-1079,3893,70445,2869,146404,187612,83111,56652,21260,5668,-470,104501,107591,0,-6148,55499,10275,14707,4412,-774,12355,-1286,87,-4294,4381,0,-7517,-10632,600,1917,47352,0,1450,3090,1760,901,8724,-4345,-2072,-2279,873,150,279,-41208
1982:Q2,692385,87759,604626,527726,76900,1184,3113,3906,71315,2584,147609,165599,83703,57293,21061,5817,-468,81896,106108,0,1537,40792,10496,17944,6834,-152,17136,-5874,3703,837,2866,0,-4897,-20205,-1,2034,53388,0,1317,24212,2054,21807,11351,7350,1001,1723,382,158,193,-17991
1982:Q3,702624,90908,611716,539833,71884,-688,-105,3969,72123,2501,144891,198605,84724,57955,21322,5913,-466,113881,137003,0,13034,23048,25983,32974,20783,-1927,10606,3512,969,-2308,3277,0,-4723,-16801,1239,1645,58085,0,1550,23122,2272,20475,11624,5928,-645,3402,166,220,155,-53714
1982:Q4,713278,89940,623338,555432,67906,-412,-737,6402,72683,2149,145167,161655,89525,60771,23190,6028,-463,72130,109122,0,11828,61535,-14652,-4573,-8564,-314,1829,2476,14033,6565,7468,0,-14468,-10959,1649,2213,58313,0,4202,36992,2414,34113,15728,9903,2259,5783,440,299,166,-16488
1983:Q1,723286,84664,638622,565793,72830,-333,-1852,8078,72135,2071,152491,180292,94666,61763,27305,6083,-485,85626,98813,109,5399,59197,-22383,16530,9510,-862,11373,-3491,-8529,-7186,-1343,0,-11766,-12261,6504,1913,61001,0,3099,13187,2709,9751,15083,-4808,-3630,1570,1536,577,150,-27800
1983:Q2,735847,86872,648975,582653,66322,992,2947,12085,73069,2108,147412,185852,102810,66512,30560,6225,-487,83042,134142,-46,6950,44976,-13675,30612,16767,-202,18163,-4116,2416,783,1633,0,-6508,-15069,8395,2368,69958,0,3765,51100,3154,47269,27493,11928,120,6447,1281,532,145,-38440
1983:Q3,750551,89941,660610,600984,59627,-796,30,14265,74064,2221,144908,203052,109176,69447,33754,6470,-495,93876,151689,111,-342,56098,259,41726,17244,1695,14556,8231,1153,1838,-685,0,-7143,-16006,4116,2043,65058,0,4616,57813,3072,54000,33817,16774,-354,1520,2243,601,140,-58144
1983:Q4,772031,91402,680629,614731,65899,583,130,17193,75309,1890,156962,171921,115112,73330,35545,6747,-510,56809,119409,142,-1772,43034,-969,2680,96,717,1318,549,3348,2707,641,0,-1459,-9448,3718,2444,72943,0,4748,62600,2465,59265,28816,24266,2948,800,2435,721,149,-14958
1984:Q1,794059,89848,704212,626490,77722,705,-1699,19276,76958,2177,174183,184176,119903,76723,36957,6732,-509,64273,99667,253,-15199,63958,13960,14057,16286,1265,8440,-11934,-3289,-3532,243,0,-21268,-7493,5278,1258,53270,0,-5118,35394,2368,32498,27441,7132,-3079,-2409,3413,678,-150,-9993
1984:Q2,814664,92896,721768,641629,80140,1835,3703,20542,78294,2053,175054,203003,123296,78999,37966,6862,-532,79707,145658,90,7532,69017,2814,52788,26524,1472,19407,5385,1009,-407,1416,0,-25146,-20058,4433,1520,49059,0,2600,65951,2281,63200,34521,27789,-2372,1249,2013,819,-349,-27948
1984:Q3,833158,96507,736651,651796,84855,5,-112,19321,80017,2048,182261,188865,123398,79185,37856,6912,-556,65467,121204,-254,-1691,51978,932,33656,16755,2943,16034,-2076,4725,2599,2126,0,-19732,-18499,6458,1356,59856,0,2419,55737,2563,52783,33820,22040,-2498,-1675,1096,736,-345,-6604
1984:Q4,846797,98666,748131,664536,83595,317,-556,20933,81432,2082,184750,213740,126434,81909,38160,6947,-581,87306,154386,-91,21341,61569,26668,990,-4928,7506,318,-1906,5722,8380,-2658,0,-15289,-15486,3246,1903,61068,0,2745,67080,2959,63371,31797,24745,4913,1526,390,897,-147,-28989
1985:Q1,862876,106370,756506,685117,71390,807,-1670,22553,83982,2227,178175,229791,130406,85783,38262,6953,-593,99385,148873,115,-5641,43315,7271,68150,25794,-5920,27389,20887,2335,-9474,11809,0,-28843,-10810,10533,2110,58297,0,2041,49488,2464,46443,36437,9439,-1282,140,1709,618,-37,-51616
1985:Q2,873239,97151,776088,697412,78676,409,4866,22266,85828,2148,180165,167782,131955,87005,38543,7027,-621,35827,114420,-205,10665,26509,5535,13634,-22330,13494,13010,9460,17094,15070,2024,0,-35264,-16108,17451,2843,65523,0,6743,78593,2378,75245,38306,23569,5705,7539,126,861,109,12383
1985:Q3,885420,106286,779134,716288,62846,-20,-584,26346,87535,2341,174949,160809,138232,92413,39475,6994,-651,22578,114588,395,11670,28966,-3582,31911,16060,-4911,16475,4287,-6361,-2694,-3667,0,-24159,-8516,17524,2813,53503,0,10424,92010,1837,89009,58877,26313,-3720,6961,578,1065,99,14140
1985:Q4,901357,108007,793350,723322,70028,335,-1188,22116,89227,2219,180675,207516,136785,89453,40784,7231,-682,70731,185204,511,-5213,27515,2521,39744,-11585,-10303,47913,13719,16745,22654,-5909,0,-30966,16117,28915,3767,73705,0,11842,114473,23484,90490,48085,24669,5802,11135,799,569,-70,-26841
1986:Q1,917177,106511,810666,735036,75630,872,-938,22559,91948,2377,189570,242245,141775,92144,42998,7312,-679,100470,125062,161,12734,27090,20312,-5069,-22694,-3225,4004,16846,2391,3450,-1059,0,-28201,-3264,32990,3926,57840,0,4152,24592,-2636,26752,26703,-3775,-1104,3379,1549,717,-241,-52675
1986:Q2,927286,108359,818927,742337,76590,724,5816,24959,93718,2490,187685,213260,148569,95830,46023,7426,-709,64691,131359,174,33422,15903,10994,10513,-21226,3291,13344,15104,-4940,-5160,220,0,-34418,-565,32632,4591,58267,0,4786,66668,-305,66826,49375,21092,-7895,1143,3111,567,-420,-25576
1986:Q3,938730,110494,828236,758991,69246,220,-968,32289,95928,2621,196031,221802,159153,104868,47326,7697,-738,62649,149638,321,18878,34305,16007,-752,20017,820,-13394,-8195,3624,6023,-2399,0,-33420,174,30319,4568,69657,0,5957,86989,806,86229,62137,21997,-4085,3814,2366,373,-419,-25771
1986:Q4,948001,112443,835558,768311,67247,480,-2458,28870,98793,2533,195315,289788,159324,103792,48084,8214,-766,130464,217750,120,52139,48610,-3602,34738,12081,1212,13915,7530,15254,15588,-334,0,-52013,-4843,34153,5159,82514,0,5521,87286,-827,87752,61158,16467,9833,2661,-2367,605,-244,-94473
1987:Q1,960755,117502,843253,775562,67692,206,-1635,22215,100518,2679,189587,225896,154734,98314,48683,8524,-787,71162,89364,-66,-35926,19802,12194,12836,-25449,-3711,23885,18111,3982,-1700,5682,0,-40741,-6914,49351,7065,60231,0,7550,18202,-33,15453,44088,-22038,-4197,-5216,2816,2811,-29,-36309
1987:Q2,975317,128255,847062,793166,53896,495,5959,25459,102639,2643,173887,194753,160897,103155,49640,8909,-807,33856,129941,-162,12773,32911,-2051,57521,16148,-1043,28574,13842,1462,1376,86,0,-45329,-9875,11983,6382,57276,0,7050,96085,-151,95279,71142,15996,922,6325,894,617,340,-20866
1987:Q3,993026,120577,872450,809662,62788,922,-1284,28777,104867,2730,195908,258256,166705,108191,50247,9087,-821,91551,172828,-125,4743,40295,5380,55521,11860,1668,27281,14712,5377,1993,3384,0,-22812,-6185,1439,7306,75269,0,6620,81277,-240,81103,53723,19324,6128,2167,-239,104,310,-62348
1987:Q4,1017710,123255,894455,818239,76216,-506,-1515,24451,107199,2525,206349,245503,165323,105703,51657,8793,-830,80179,142952,222,13883,56190,9966,29026,18932,6300,27105,-23311,-7471,-11150,3679,0,-30532,-5443,-15161,10478,73630,0,8165,62773,125,60616,53068,19003,1084,-15353,2814,1131,901,-39153
1988:Q1,1038292,121767,916525,838879,77646,164,-2222,27425,108525,2646,213335,281352,169224,109409,50966,9683,-834,112128,146393,-35,-8793,49056,23992,1196,-6036,-2743,7981,1994,7457,7309,148,0,-18543,-6061,3401,5961,83449,694,4619,34265,105,33661,36308,-4908,1760,-1538,2039,636,-137,-68017
1988:Q2,1057860,124402,933458,854359,79099,746,7130,26698,110287,2596,207103,220787,170997,110056,52559,9226,-844,49789,135602,406,4543,37204,-18057,32208,27201,-5497,15824,-5320,4593,4108,485,0,-9046,-4917,1124,7214,75331,718,4281,85813,107,84987,66533,16396,-691,1437,1312,664,55,-13683
1988:Q3,1081191,128444,952747,872406,80341,60,-1011,24107,112673,2926,215265,257803,170686,109397,53224,8924,-858,87116,170624,188,-1194,44248,-2269,39583,23105,4007,16658,-4187,3494,2738,756,0,8346,-7837,-4337,6150,78170,730,5353,83508,704,81979,57508,15710,3047,4402,1312,664,161,-42537
1988:Q4,1102677,131326,971351,891327,80024,379,-2223,25824,115143,2947,220646,281652,175326,113065,54090,9050,-879,106326,180908,353,15237,37620,9257,47721,20785,21390,18098,-12552,4058,2455,1603,0,-23300,-10418,-2507,8504,87420,730,6232,74582,575,73018,55282,19368,-3903,2363,-92,640,349,-61006
1989:Q1,1133439,136647,996792,906578,90215,-72,-1555,24684,116958,2887,230452,229196,175600,113155,53626,9716,-896,53596,87858,445,-19570,26995,25714,-145,12438,-4391,-1142,-7049,5455,4972,483,0,-29008,-890,-759,3828,70880,1492,3421,34262,-293,30577,35750,-9113,4526,-2806,2220,4072,-94,1256
1989:Q2,1147007,141817,1005190,923482,81708,869,7758,24513,119273,3147,215458,192697,176140,114758,52319,9993,-929,16557,105004,-121,-3801,-836,21314,21110,18423,-6599,6055,3230,10071,7775,2296,0,-32852,-10437,7256,8556,79538,1516,3689,88447,246,84040,57617,16424,1232,7052,1715,4052,109,22761
1989:Q3,1160830,143928,1016902,937932,78970,-70,-1588,25973,121171,1797,225835,225827,179234,117618,52064,10520,-968,46593,130965,236,-2729,27343,32071,26872,1631,10584,10076,4580,-2928,-5283,2355,0,-32224,-11465,8586,5673,73308,1504,4719,84372,954,79244,64200,14590,-2263,1167,1550,4048,126,8
1989:Q4,1179734,145343,1034391,949868,84522,522,-2908,21173,123226,2956,229395,280986,174901,114419,51141,10354,-1012,106085,207467,205,17151,26378,14436,45641,359,24727,15006,5549,21378,18515,2863,0,-22408,-8655,13448,11417,82326,1464,4687,101382,2244,94402,67309,25078,547,-256,1724,4063,673,-51591
1990:Q1,1203856,143647,1060208,971117,89092,-76,-2458,26213,124713,3400,238999,316064,182080,120535,51951,10625,-1032,133985,173063,-119,-14411,16317,26809,-5009,-19802,3002,15169,-3378,37091,33843,3248,0,-1134,5073,7727,6681,83993,1491,8554,39078,167,36449,45653,-16965,1456,4576,1729,2815,-353,-77065
1990:Q2,1224379,148541,1075838,982657,93181,502,8119,20213,127130,4683,228224,239417,176296,116563,50066,10734,-1067,63120,136228,557,8672,-4971,-14471,41056,4655,15594,14611,6196,9010,6454,2556,0,-17065,4471,10824,7736,87410,1443,1555,73108,813,69463,60518,6392,-513,1510,1556,2818,14,-11192
1990:Q3,1239727,151484,1088243,999272,88971,4,-1235,17826,128755,3892,232900,286273,173051,115431,47600,11111,-1091,113222,176805,637,-298,4296,23058,47446,37955,9659,-97,-71,13037,10299,2738,0,-13862,8037,-709,7291,81628,1441,4804,63582,570,60225,51349,13590,-1832,-4620,1738,2826,-39,-53373
1990:Q4,1245338,150996,1094342,1004955,89387,415,-2460,13697,130282,3781,232459,314188,167624,112479,45070,11181,-1106,146564,213250,335,16934,25533,6798,60045,9552,7608,6102,36783,26537,24160,2377,0,-34107,5909,11909,6446,80887,1485,4539,66687,1429,61927,42546,12089,1167,3863,2262,2838,493,-81729
1991:Q1,1249443,142818,1106625,1007064,99561,-8,-2516,10259,131886,3882,240332,302200,163518,110316,43041,11226,-1065,138682,164603,532,10992,3274,47311,-26174,-22426,-12242,-4081,12575,9366,8240,1126,0,17792,4816,14922,6208,72887,1008,1669,25921,-199,23995,39881,-22184,2545,1577,2176,2251,-126,-61868
1991:Q2,1265083,146566,1118517,1020807,97710,799,9298,9677,133616,3741,228763,205990,166368,111147,44928,11359,-1066,39622,104986,-2,1907,-47344,-21226,42121,7217,3007,20565,11332,2485,634,1851,0,-1522,4273,21625,8783,90642,1044,2200,65364,1430,61889,60958,-901,-1825,1466,2191,2268,-223,22773
1991:Q3,1278078,149174,1128904,1032622,96282,233,-1620,11009,134714,4120,239736,271483,170735,113273,47146,11382,-1065,100748,142959,452,5354,-19949,-4136,15287,6870,4430,16182,-12195,13980,13334,646,0,-2469,11766,25808,4621,88962,1052,2231,42211,2102,38061,23853,1194,475,10346,2193,2271,-223,-31747
1991:Q4,1297309,150344,1146965,1039555,107410,490,-3112,8419,135985,2709,252708,291940,170417,111664,48241,11575,-1064,121523,201773,46,29092,-15920,2752,8028,2117,-993,2412,4492,24771,26498,-1727,0,7293,10026,33355,6501,90868,1036,3925,80250,484,77641,49776,13081,1392,11212,2180,2255,-130,-39232
1992:Q1,1324323,146720,1177603,1063778,113825,-293,-2133,12691,136647,3935,261068,348398,178124,116320,51110,11763,-1069,170275,190605,1,13269,-39579,21847,37566,31347,13292,-812,-6261,-13537,-12078,-1459,0,34369,8733,31661,7528,84138,617,3992,20331,1076,18146,40397,-22228,1256,-2943,1664,1166,-57,-87330
1992:Q2,1347823,152609,1195214,1077803,117411,852,9824,13029,137810,3740,255537,230330,182052,117447,53682,11990,-1067,48279,92382,387,7857,-34404,-18805,-10105,8227,-12328,-7722,1717,7259,8817,-1558,0,-6391,7737,32392,4659,96625,617,4554,44103,1233,41719,32968,-1021,1208,6900,1665,1166,-15,25207
1992:Q3,1362916,155456,1207459,1096989,110470,239,-2120,14541,139367,-6107,272844,327517,185067,120050,54156,11927,-1065,142450,210308,551,23500,-28753,-8648,24829,21153,15708,600,-12632,2127,3718,-1591,0,27906,13316,40194,9525,100372,619,4771,67858,-384,67043,54634,9601,-569,1713,1664,1166,33,-54673
1992:Q4,1382433,158016,1224417,1115626,108791,344,-3434,16144,140898,4111,265499,293157,190172,122622,56917,11695,-1063,102986,176252,234,63285,-30336,-14936,-1867,21129,505,-33497,9996,4041,6227,-2186,0,7630,2414,36327,8080,96616,619,4145,73267,455,71559,45024,22836,1335,700,1664,1166,87,-27658
