date,FU766000105.Q,FU765013005.Q,FU764090005.Q,FU763025000.Q,FU763013005.Q,FU762050005.Q,FU764022005.Q,FU763069175.Q,FU763061100.Q,FU763061705.Q,FU763061805.Q,FU763061503.Q,FU763061603.Q,FU763061403.Q,FU763061795.Q,FU763062000.Q,FU763063005.Q,FU763063673.Q,FU763063653.Q,FU763063663.Q,FU763063693.Q,FU763063095.Q,FU764023005.Q,FU763068005.Q,FU763069005.Q,FU763065005.Q,FU763066000.Q,FU763092305.Q,FU763064103.Q,FU763092100.Q,FU763094905.Q,FU763064203.Q,FU763040005.Q,FU763090005.Q,FU764194005.Q,FU764190005.Q,FU764110005.Q,FU713022003.Q,FU713068715.Q,FU764112005.Q,FU764116005.Q,FU763127005.Q,FU763123005.Q,FU763128000.Q,FU763129205.Q,FU763122605.Q,FU763130005.Q,FU762150005.Q,FU764122005.Q,FU763169175.Q,FU763163005.Q,FU763169305.Q,FU763178000.Q,FU763190005.Q,FU763194705.Q,FU763193005.Q,FU763181105.Q,FU763164105.Q,FU763194603.Q,FU767005005.Q,FU763066303.Q,FU763139105.Q
1953:Q2,292,102,-457,40,-587,-455,-2275,-94,-1813,-437,1,0,0,0,-438,-15,84,0,0,0,0,84,2588,148,-22,1770,692,0,21,2,19,0,0,190,-813,-813,-782,-209,-636,35,28,-2254,-1896,354,-644,-68,2697,-579,-22,-22,0,107,-86,106,0,106,0,0,0,-166,0,ND
1953:Q3,313,106,6435,60,-252,188,4072,100,3501,207,18,0,0,0,189,168,96,0,0,0,0,96,2401,477,70,1647,207,1,22,2,8,0,0,-67,6124,6124,774,84,275,358,57,2981,2236,-518,1302,-39,1551,189,70,70,0,83,110,366,0,366,0,0,0,-104,0,ND
1953:Q4,306,104,4586,-138,851,-217,2938,46,919,1816,-7,0,0,0,1823,158,-1,0,0,0,0,-1,717,-914,46,1489,96,0,28,3,11,0,0,393,4456,4456,-732,250,-316,-441,-225,2845,-1724,714,3956,-101,2663,-196,47,47,0,151,233,-555,0,-555,0,0,0,72,0,ND
1954:Q1,294,97,-2257,118,-966,107,-1386,153,-2796,395,11,0,0,0,384,635,227,0,0,0,0,227,-146,-951,6,1237,-438,0,32,2,40,0,0,-58,-2508,-2508,-631,-400,119,-282,-68,-4335,914,399,-5594,-54,2627,37,6,6,0,-322,-126,236,0,236,0,0,0,-54,0,ND
1954:Q2,313,96,5556,30,-183,-111,2379,-16,2756,-826,-10,0,0,0,-816,583,-118,0,0,0,0,-118,2817,311,7,1906,593,0,38,3,19,0,0,564,5144,5144,178,32,-110,295,-39,1755,531,-21,1194,51,3218,-49,7,7,0,45,-158,148,0,148,0,0,0,-195,0,ND
1954:Q3,324,98,5234,170,-680,234,2880,137,3687,-1370,2,0,0,0,-1372,448,-22,0,0,0,0,-22,2521,338,16,2182,-15,0,38,3,11,0,0,57,5014,5014,386,-56,152,300,-10,1665,-1471,-947,4304,-221,1939,302,16,16,0,14,191,501,0,501,0,0,0,6,0,ND
1954:Q4,443,98,7528,-361,545,-210,3495,-44,1567,1730,-25,0,0,0,1755,279,-37,0,0,0,0,-37,3579,782,211,2368,218,0,32,4,23,0,0,421,7032,7032,-575,297,-164,-640,-68,5352,52,925,4024,351,2367,-311,214,214,0,178,64,-257,0,-257,0,0,0,-152,0,ND
1955:Q1,468,118,-689,361,-488,654,-4157,-76,-4570,118,18,0,0,0,100,474,-103,0,0,0,0,-103,3036,411,-52,2148,529,0,26,3,39,0,0,-163,-764,-764,334,-256,588,-48,50,-3539,-102,-113,-3089,-235,2062,653,-54,-54,0,-165,-210,155,0,155,0,0,0,275,0,ND
1955:Q2,461,126,3800,-149,-322,-542,-2369,-129,-938,-888,4,0,0,0,-892,-217,-197,0,0,0,0,-197,6667,2582,-122,2907,1300,0,22,3,26,0,0,464,3510,3510,-12,298,-523,251,-38,1068,1008,489,-495,66,2529,-613,-122,-122,0,315,-205,550,0,550,0,0,0,45,0,ND
1955:Q3,469,135,4482,279,409,348,-1912,23,-1214,-542,9,0,0,0,-551,43,-222,0,0,0,0,-222,5152,1617,13,2859,663,1,19,3,11,0,0,172,4235,4235,847,-62,574,316,19,743,-858,-735,2387,-51,1295,417,12,12,0,258,49,614,0,614,0,0,0,88,0,ND
1955:Q4,605,141,5395,-278,530,-300,-187,-68,-586,738,18,0,0,0,720,-150,-121,0,0,0,0,-121,5829,3063,-23,2105,684,0,17,4,17,0,0,-237,5086,5086,-215,797,-542,-354,-116,3849,-511,730,3504,126,2172,-434,-24,-24,0,142,-9,-395,0,-395,0,0,0,155,0,ND
1956:Q1,536,104,711,208,-423,646,-2679,36,-2758,30,48,0,0,0,-18,119,-106,0,0,0,0,-106,2734,608,14,1868,244,0,15,3,60,0,0,147,444,444,-110,-792,599,-26,109,-2413,2461,362,-5342,106,2003,789,16,16,0,-279,-42,480,0,480,0,0,0,165,0,ND
1956:Q2,545,107,1743,-617,-139,-574,-2667,-51,-2082,-527,13,0,0,0,-540,44,-51,0,0,0,0,-51,5596,2044,19,2338,1195,0,11,4,27,0,0,102,1223,1223,-350,413,-474,-106,-183,-840,-938,818,-794,74,3049,-736,19,19,0,35,-63,109,0,109,0,0,0,-81,0,ND
1956:Q3,611,110,4836,827,213,468,327,86,328,-226,8,0,0,0,-234,134,5,0,0,0,0,5,3058,402,97,2385,174,0,11,4,10,0,0,-82,4445,4445,982,-146,341,630,157,680,-122,-1569,2469,-98,1391,693,97,97,0,-31,243,390,0,390,0,0,0,110,0,ND
1956:Q4,768,112,5443,161,403,-540,1501,-28,1404,382,-20,0,0,0,402,-65,-192,0,0,0,0,-192,3892,1797,130,1741,224,0,13,6,17,0,0,-10,5272,5272,-437,605,-548,-417,-77,4305,-1377,565,4922,195,2461,-747,132,132,0,86,167,-695,0,-695,0,0,0,486,0,ND
1957:Q1,634,134,1209,-351,-709,621,941,-18,384,260,63,0,0,0,197,176,139,0,0,0,0,139,899,-409,41,1118,149,1,14,3,49,0,0,-259,980,980,-675,-858,567,-304,-80,-2791,2652,37,-5157,-323,3447,891,41,41,0,-267,-79,413,0,413,0,0,0,271,0,ND
1957:Q2,558,134,2313,40,278,-166,-3193,-49,-3377,-190,20,0,0,0,-210,240,183,0,0,0,0,183,4737,2312,-32,1610,847,0,14,5,19,0,0,579,1990,1990,289,222,232,-7,-158,-1621,-1895,1170,-1404,508,3458,-279,-32,-32,0,118,-108,165,0,165,0,0,0,100,0,ND
1957:Q3,562,138,5562,90,-34,-45,3494,83,3107,-52,36,0,0,0,-88,195,161,0,0,0,0,161,2147,-292,175,1925,339,0,16,5,11,0,0,-122,5116,5116,436,-44,-48,546,-18,1764,1840,-1899,1825,-2,1891,36,176,176,0,40,138,635,0,635,0,0,0,-22,0,ND
1957:Q4,664,136,3580,295,440,-343,686,94,-806,744,-1,0,0,0,745,413,241,0,0,0,0,241,2457,580,88,1677,112,0,18,5,18,0,0,4,3127,3127,-955,439,-726,-604,-64,1917,-2432,936,3296,117,3099,-666,89,89,0,146,130,-633,0,-633,0,0,0,75,0,ND
1958:Q1,526,139,2303,-445,-608,614,3366,363,1267,801,39,0,0,0,762,629,306,0,0,0,0,306,-942,-2009,177,1250,-360,0,23,3,54,0,0,238,1803,1803,-1375,-720,68,-842,119,-2840,1662,-64,-4104,-334,5596,567,179,179,0,-569,61,184,0,184,0,0,0,-113,0,ND
1958:Q2,444,134,9701,127,142,-62,4355,40,3026,-490,-40,0,0,0,-450,1304,475,0,0,0,0,475,4056,1304,-141,2448,445,0,31,3,17,0,0,1032,9311,9311,-285,92,10,-368,-19,4169,3900,1347,-1327,249,5343,0,-142,-142,0,233,-196,189,0,189,0,0,0,-80,0,ND
1958:Q3,446,132,3073,123,-467,63,2818,0,2180,304,-6,0,0,0,310,547,-213,0,0,0,0,-213,1459,-1674,-57,2913,277,0,28,3,12,0,0,-966,2658,2658,1256,153,209,977,-83,-2352,-5240,-1682,4965,-395,2383,330,-58,-58,0,81,75,943,0,943,0,0,0,-101,0,ND
1958:Q4,659,137,8834,109,403,-657,1800,-195,1593,307,-9,0,0,0,316,154,-59,0,0,0,0,-59,6597,3403,-70,2941,323,1,13,3,19,0,0,546,8695,8695,-74,347,-291,36,-166,6611,30,634,5496,451,3070,-897,-70,-70,0,288,35,-268,0,-268,0,0,0,383,0,ND
1959:Q1,535,141,-1048,-159,-310,833,-3136,-44,-2824,-350,46,0,0,0,-396,230,-148,0,0,0,0,-148,1721,-1029,-112,2294,568,0,4,3,69,0,0,-73,-1193,-1193,361,-550,526,181,204,-5281,-660,961,-5475,-107,2037,1089,-113,-113,0,-211,-121,1046,0,1046,0,0,0,249,0,ND
1959:Q2,560,146,6201,170,-6,-81,-2720,-166,-2450,-290,28,0,0,0,-318,146,40,0,0,0,0,40,8262,3529,-57,3397,1393,0,-17,4,23,0,0,566,5821,5821,679,100,320,294,-35,907,830,-21,-66,164,3283,255,-58,-58,0,450,-242,547,0,547,0,0,0,35,0,ND
1959:Q3,604,151,4064,-20,-428,-343,-1517,96,-1735,93,34,0,0,0,59,92,-63,0,0,0,0,-63,6386,1862,-23,3333,1214,0,-19,3,11,0,0,-9,3666,3666,20,105,-563,573,-95,2090,1720,-661,1138,-107,1156,-553,-23,-23,0,258,-43,761,0,761,0,0,0,55,0,ND
1959:Q4,615,151,4697,-228,414,-479,-1053,-41,-817,-3,-33,0,0,0,30,-68,-124,0,0,0,0,-124,7439,3950,158,2715,616,0,-17,4,18,0,0,-1401,4337,4337,314,639,124,-542,93,3356,-1090,251,4149,46,1991,-689,159,159,0,339,-53,-1080,0,-1080,0,0,0,104,0,ND
1960:Q1,546,156,-2964,348,-458,981,-4888,44,-5055,263,69,0,0,0,194,-25,-115,0,0,0,0,-115,1804,-838,172,1816,654,0,-21,4,95,0,0,-829,-3212,-3212,-328,-767,362,-88,165,-6532,-640,148,-5601,-439,1763,1734,174,174,0,-614,120,471,0,471,0,0,0,142,0,ND
1960:Q2,572,155,5693,130,-188,-12,-504,71,-317,3,10,0,0,0,-7,-243,-18,0,0,0,0,-18,6023,2402,13,2495,1113,0,3,3,18,0,0,220,5040,5040,-305,45,-548,-70,268,2436,2620,-188,-264,268,3910,-429,13,13,0,250,177,-1012,0,-1012,0,0,0,-237,0,ND
1960:Q3,575,150,7851,50,530,-209,4162,133,3390,173,-19,0,0,0,192,384,82,0,0,0,0,82,3098,-621,228,2890,601,1,15,3,11,0,0,190,7392,7392,998,119,326,445,108,2067,410,-121,1747,31,3844,-334,231,231,0,-34,365,255,0,255,0,0,0,-34,0,ND
1960:Q4,557,143,8370,-194,-977,-628,4300,155,3163,512,-11,0,0,0,523,446,24,0,0,0,0,24,4861,1949,288,2431,193,0,19,4,21,0,0,964,7549,7549,-182,881,-568,-317,-178,3950,-1495,377,4804,264,5194,-989,290,290,0,245,337,-1296,0,-1296,0,0,0,-407,0,ND
1961:Q1,569,141,312,284,-1089,997,599,207,-704,182,1,0,0,0,181,894,20,0,0,0,0,20,694,-2291,163,2019,803,0,11,4,104,0,0,-1292,43,43,-1271,-1092,81,-338,78,-6149,-1785,29,-4850,457,5409,1227,164,164,0,-504,-93,1260,0,1260,0,0,0,159,0,ND
1961:Q2,535,148,7839,-727,724,-1002,1574,92,1967,-11,32,0,0,0,-43,-333,-141,0,0,0,0,-141,4474,990,32,3264,188,0,13,5,15,0,0,2763,6969,6969,163,416,-71,-251,69,1683,2202,146,-561,-104,6432,-1025,33,33,0,392,-412,-297,0,-297,0,0,0,-483,0,ND
1961:Q3,536,155,11148,967,-406,1122,6011,284,4367,-59,19,0,0,0,-78,1526,-107,0,0,0,0,-107,5002,1009,121,3517,355,0,17,4,15,0,0,-1584,10697,10697,691,129,47,548,-33,3952,1388,-210,2640,134,3586,1307,122,122,0,255,-181,965,0,965,0,0,0,-69,0,ND
1961:Q4,536,170,10724,-181,1077,-1156,1931,322,507,550,-14,0,0,0,564,694,-142,0,0,0,0,-142,8321,4174,208,3419,520,0,24,4,20,0,0,684,9894,9894,967,1000,33,282,-348,5529,-1804,603,6280,450,4612,-1346,211,211,0,538,-206,-411,0,-411,0,0,0,-464,0,ND
1962:Q1,583,186,1455,211,-601,1299,104,-111,-1538,389,24,0,0,0,365,1326,38,0,0,0,0,38,1499,-1242,-148,2866,23,1,31,4,13,0,0,-1106,1523,1523,-2208,-1382,55,-1002,121,-6757,314,-510,-6859,298,8177,1421,-150,-150,0,-511,131,1420,0,1420,0,0,0,465,0,ND
1962:Q2,644,193,9493,-715,420,-1044,997,-221,-296,311,17,0,0,0,294,1399,-196,0,0,0,0,-196,7917,1908,-124,4618,1515,0,40,4,9,0,0,1865,8910,8910,269,544,-127,-111,-37,2362,3294,82,-944,-70,7321,-1131,-126,-126,0,616,33,-434,0,-434,0,0,0,-132,0,ND
1962:Q3,664,187,8599,1085,-101,666,656,139,-95,-266,38,0,0,0,-304,909,-31,0,0,0,0,-31,6669,1349,-49,4753,616,0,42,5,6,0,0,-429,8381,8381,1725,179,719,831,-4,102,-1464,-305,2321,-450,4541,829,-49,-49,0,279,233,721,0,721,0,0,0,259,0,ND
1962:Q4,660,171,15652,249,349,-565,4632,41,2098,1074,4,0,0,0,1070,1331,88,0,0,0,0,88,10532,5130,295,4391,716,0,36,5,13,0,0,401,14680,14680,-1008,1262,-725,-1046,-499,8897,-932,562,8891,376,7908,-718,298,298,0,433,99,-1229,0,-1229,0,0,0,-483,0,ND
1963:Q1,643,182,1151,-309,-1044,1239,160,115,-799,0,-3,0,0,0,3,823,21,0,0,0,0,21,2323,-2325,-49,3989,708,0,32,5,15,0,0,-1270,1104,1104,-1370,-1680,157,-451,604,-8007,172,72,-7981,-270,8385,1512,-49,-49,0,-965,103,1495,0,1495,0,0,0,413,0,ND
1963:Q2,623,173,11939,-727,555,-978,-65,-54,-1377,65,9,0,0,0,56,1465,-164,0,0,0,0,-164,10599,3169,87,5763,1580,1,29,4,10,0,0,2511,11236,11236,220,415,-98,155,-252,4062,3730,253,-255,334,7242,-1093,87,87,0,756,-298,260,0,260,0,0,0,-253,0,ND
1963:Q3,631,184,7977,1067,-344,704,-639,-137,-1656,232,74,0,0,0,158,1131,-209,0,0,0,0,-209,8080,1226,9,5681,1164,0,27,5,22,0,0,-945,8136,8136,779,-203,369,630,-17,-799,-2210,-631,2060,-18,4757,762,45,10,35,754,-20,1858,0,1858,0,0,0,607,0,ND
1963:Q4,686,213,14597,-291,428,-584,2318,94,1367,137,-18,0,0,0,155,1006,-286,0,0,0,0,-286,11598,5229,145,5012,1212,0,27,5,28,0,0,1068,14022,14022,-103,1165,-434,-422,-412,7053,-2302,1430,7647,278,8256,-837,344,146,198,760,-153,-1298,0,-1298,0,0,0,-102,0,ND
1964:Q1,792,196,2058,241,-438,1163,-354,160,-1262,-503,16,0,0,0,-519,772,479,0,0,0,0,479,1449,-3602,170,4013,868,0,25,6,29,0,0,-63,1639,1639,-1426,-1103,24,-336,-11,-6388,1322,756,-8561,95,7266,1399,358,171,187,-616,200,846,0,846,0,0,0,177,0,ND
1964:Q2,835,234,12254,39,362,-961,-1434,-90,-2292,261,9,0,0,0,252,644,43,0,0,0,0,43,13911,6467,37,5364,2043,0,22,5,17,0,0,293,11250,11250,-293,136,24,-142,-311,4062,2387,-1369,2719,325,7427,-896,151,38,113,601,-68,266,0,266,0,0,0,-403,0,ND
1964:Q3,862,265,10310,241,148,783,2996,211,1531,43,44,0,0,0,-1,1263,-52,0,0,0,0,-52,5633,-1175,21,5452,1335,1,24,5,16,0,0,463,10132,10132,918,-66,14,1001,-31,1626,-1057,8,2479,196,5829,485,166,22,144,68,40,1000,0,1000,0,0,0,420,0,ND
1964:Q4,902,282,16119,-248,729,-624,3955,172,2258,842,5,0,0,0,837,834,-151,0,0,0,0,-151,12226,6457,168,4673,928,0,30,5,21,0,0,25,15138,15138,-108,1039,63,-1127,-83,6679,-2690,929,8223,217,8813,-108,265,169,96,488,49,-940,0,-940,0,0,0,-361,0,ND
