1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q4,770574,365875,283678,115671,17882,83542,14247,5350,770574,109442,363695,104997,85186,66799,40455,164,16246,14736,1023,40,447,2787,2486,39,13,25,0,3543,3608,11544,220204,24807
1982:Q1,760019,356648,276831,118603,19009,85814,13780,7936,760019,107714,360727,100376,84909,65326,40967,178,14834,13312,1013,40,469,2920,2592,45,12,53,0,3328,4587,12418,226609,-21466
1982:Q2,754173,350693,274295,121249,19553,87983,13713,7936,754173,107512,353443,95721,90111,66276,41110,174,15451,13969,986,39,457,2872,2550,44,12,51,0,3241,4544,12171,229171,-4166
1982:Q3,744557,342561,270370,123689,19696,90144,13849,7936,744557,108938,345286,91657,90224,67177,41275,169,16307,14860,963,38,446,2795,2482,41,11,49,0,3167,4484,11770,231820,5798
1982:Q4,752813,348920,270195,125762,19681,91992,14089,7936,752813,116869,340166,90100,94559,69193,41926,167,17415,15994,945,38,438,2745,2436,40,11,49,0,3113,4421,11529,243084,-39820
1983:Q1,765292,358325,269717,129352,20751,94150,14451,7897,765292,133551,333654,90879,96932,67781,42495,138,13601,12270,861,32,438,2905,2580,54,14,162,0,5821,5723,11497,247051,-35060
1983:Q2,788507,364636,282191,133783,21972,96841,14970,7897,788507,147141,336968,93334,99803,67249,44012,141,14801,13443,878,33,447,2930,2602,51,13,165,0,6007,5900,11402,266047,-7672
1983:Q3,830963,386791,297365,138910,23582,99705,15623,7897,830963,160898,350702,98218,104157,70334,46654,149,16111,14692,918,34,467,3065,2722,53,14,173,0,6302,6222,11843,277786,-4204
1983:Q4,872963,398069,322806,144192,24775,103083,16334,7897,872963,169165,371746,103624,108456,69943,50029,159,17634,16115,983,36,500,3240,2879,54,14,185,0,6784,6625,12455,293320,23932
1984:Q1,901999,416365,329625,149221,25848,106183,17190,6787,901999,174752,383576,107693,110789,73320,51869,133,15954,14478,941,34,501,3434,3047,72,20,275,0,8420,7377,13137,306893,72982
1984:Q2,939043,433839,343944,154473,27110,109610,17753,6787,939043,179313,402275,113128,113391,76079,54857,139,17045,15494,989,35,527,3619,3212,77,21,290,0,8841,7756,13857,315995,69321
1984:Q3,961268,442886,351642,159953,28722,113155,18076,6787,961268,179073,414453,116773,114041,79713,57215,144,18007,16405,1021,37,544,3759,3336,80,23,300,0,9126,8070,14370,316741,71338
1984:Q4,989159,449109,367802,165461,30456,116831,18174,6787,989159,180424,423246,120716,124154,81242,59377,148,19028,17386,1047,37,558,3870,3434,83,24,306,0,9391,8360,14733,327635,47979
1985:Q1,1001911,460928,365278,170306,31569,120759,17978,5399,1001911,180861,427487,124104,125145,83130,61184,195,17352,15593,1123,39,597,4706,4166,102,24,447,0,9858,9214,15120,343131,16230
1985:Q2,1023788,468146,375413,174830,32595,124006,18229,5399,1023788,182281,432891,126841,130753,87641,63381,199,18842,17056,1141,39,606,4772,4225,102,24,454,0,10067,9388,15308,348021,21646
1985:Q3,1032109,472250,376320,178141,32860,126633,18648,5399,1032109,185876,428484,127150,136879,89376,64344,196,20268,18502,1128,39,599,4720,4180,101,24,449,0,9963,9310,15133,369652,16303
1985:Q4,1053006,481293,384311,182004,33727,128887,19390,5399,1053006,192058,437454,129383,137340,89240,67531,201,22487,20681,1153,40,613,4822,4269,103,25,459,0,10195,9519,15451,357812,33119
1986:Q1,1062055,493241,372279,184593,34210,129966,20417,11941,1062055,201239,433956,128852,135007,93989,69012,214,19273,17412,1177,43,641,5088,4506,122,29,547,0,12469,11289,15475,368575,30397
1986:Q2,1074018,492492,382205,187380,35155,130929,21296,11941,1074018,213793,426617,129716,138351,96092,69449,209,20643,18801,1164,42,636,4924,4360,112,27,542,0,12579,11131,14922,383318,15663
1986:Q3,1088525,495434,391219,189931,35636,132512,21783,11941,1088525,220093,422208,130597,147447,98227,69953,207,21490,19657,1159,42,632,4868,4312,110,28,539,0,12586,11079,14734,419472,-7019
1986:Q4,1098055,498136,394880,193098,36456,134619,22023,11941,1098055,225190,424829,133538,146742,96492,71264,211,22049,20190,1175,43,641,4942,4377,111,28,547,0,12790,11262,14947,415168,-12759
1987:Q1,1090877,501185,386041,196482,37638,136985,21859,7169,1090877,228828,410764,134238,147528,100126,69393,217,20049,18150,1165,54,680,4956,4432,118,32,398,0,12086,12336,14769,393257,27973
1987:Q2,1111520,507827,396683,199841,39029,139042,21770,7169,1111520,234197,416522,136171,152899,100557,71174,222,20647,18706,1191,55,695,5067,4531,120,33,406,0,12385,12667,15096,412618,16524
1987:Q3,1133794,518053,405187,203385,40502,141079,21804,7169,1133794,237336,428099,135731,155378,102967,74283,229,22088,20092,1224,57,715,5256,4700,127,36,419,0,12702,13097,15629,432765,1017
1987:Q4,1142470,527722,399955,207624,41990,143549,22085,7169,1142470,241800,433541,131339,153969,105124,76697,233,23948,21951,1226,56,715,5346,4780,132,38,419,0,12673,13288,15840,422812,63082
1988:Q1,1145138,518761,406969,211543,43218,145436,22889,7865,1145138,242597,430594,143773,147424,106101,74649,203,21020,18682,1438,67,833,5363,4893,122,43,348,0,13606,13365,15686,437634,16956
1988:Q2,1173070,533908,416033,215263,44731,148071,22461,7865,1173070,247140,448229,140390,147561,110633,79117,209,23897,21493,1478,70,856,5525,5043,125,44,358,0,13993,13769,16154,440223,19648
1988:Q3,1181927,533689,421183,219190,46561,150233,22396,7865,1181927,248591,455900,137240,147459,110641,82096,211,26164,23736,1493,70,865,5584,5098,127,46,361,0,14198,14003,16304,437587,18181
1988:Q4,1207391,541352,432982,225193,48521,152448,24224,7865,1207391,252558,467505,138151,149513,114273,85391,216,28158,25677,1525,71,885,5702,5207,128,46,369,0,14564,14372,16629,452260,19144
1989:Q1,1221156,542991,438072,229935,51004,154432,24499,10158,1221156,253368,475355,142439,149391,114415,86188,232,25057,22440,1599,65,953,6610,6069,133,45,335,0,16857,14097,16753,452618,48137
1989:Q2,1232026,539971,446991,234906,53869,155977,25060,10158,1232026,249246,480887,143418,149387,117849,91239,236,28718,26052,1629,66,971,6740,6187,134,47,341,0,17281,14504,17051,459032,36257
1989:Q3,1261678,549465,461479,240576,56935,157877,25764,10158,1261678,250337,498423,145192,155034,120009,92683,244,27878,25128,1681,68,1001,7007,6429,141,50,352,0,17808,15081,17693,470471,9826
1989:Q4,1254905,549772,448782,246193,59416,160461,26316,10158,1254905,245977,504535,140622,151066,124582,88123,243,23458,20744,1659,67,988,7021,6446,143,51,348,0,17592,15154,17667,457675,16553
1990:Q1,1283726,566178,459816,250836,60576,163480,26780,6897,1283726,250303,519805,136528,156129,130713,90248,252,27751,25868,1160,48,675,7659,7118,122,59,296,0,17468,12961,16562,482141,13954
1990:Q2,1269336,556318,451159,254962,61639,166085,27238,6897,1269336,243201,520688,129646,158378,129938,87485,250,25516,23665,1141,47,663,7630,7101,122,59,291,604,16541,12904,16467,466250,33700
1990:Q3,1270494,546142,460830,256625,60866,167903,27856,6897,1270494,234843,530927,125058,160168,131407,88091,252,25607,23728,1157,48,674,7672,7143,122,60,296,610,16782,12959,16588,461725,21866
1990:Q4,1253532,528156,458701,259778,63148,168330,28300,6897,1253532,225002,528461,119707,158151,136594,85617,250,23435,21576,1145,47,667,7590,7074,118,58,291,648,16751,13013,16389,449916,-11335
1991:Q1,1231206,512931,443385,265025,64987,171365,28673,9865,1231206,217067,526062,114942,156076,135041,82018,282,23614,21768,1144,53,649,7459,7254,100,62,286,729,14677,12256,15299,441262,-15520
1991:Q2,1240584,517521,443007,270191,65941,175138,29112,9865,1240584,225145,524525,114151,160180,135829,80754,281,22719,20893,1131,52,643,7395,7224,97,61,283,1780,13556,12219,15139,444589,-18033
1991:Q3,1242672,515876,445502,271429,66201,175538,29690,9865,1242672,234110,519645,111775,157937,138102,81103,279,23647,21836,1122,52,637,7265,7115,92,58,280,1164,14234,12156,14813,453091,843
1991:Q4,1240864,517641,437812,275546,67286,178146,30114,9865,1240864,239266,521384,108657,153003,140206,78348,278,21109,19314,1112,51,632,7217,7091,91,58,278,-218,15609,12157,14678,446655,31133
1992:Q1,1256081,531891,434856,275860,67465,177920,30475,13474,1256081,251492,521308,106663,154720,144791,77107,315,25789,23340,1542,65,842,8317,8173,81,70,282,-300,12942,5954,15484,465279,246
1992:Q2,1287001,539289,456157,278080,68353,178714,31013,13474,1287001,262687,539207,107380,156037,141088,80602,325,27751,25208,1601,67,875,8541,8381,81,71,294,961,12193,6110,15894,469788,23209
1992:Q3,1297784,538182,466643,279485,69824,178335,31326,13474,1297784,264328,549924,109024,156915,137220,80373,331,26515,23921,1633,69,892,8711,8528,83,72,299,-768,14192,6214,16196,480200,20512
1992:Q4,1330317,555186,477987,283670,72054,179643,31973,13474,1330317,274448,564047,113842,157904,135795,84281,341,28822,26149,1682,72,919,8977,8775,86,75,308,1040,12802,6384,16671,490489,21344
1993:Q1,1336377,557466,486457,285769,74060,179082,32627,6684,1336377,275229,569368,119000,152452,136036,84292,687,19062,16911,1356,65,730,7594,7552,83,88,520,3,23071,10987,14645,494138,35940
1993:Q2,1363569,567754,501022,288109,75374,179583,33152,6684,1363569,280395,575546,124121,151340,141853,90314,707,23556,21342,1395,68,751,7748,7694,83,88,535,199,23584,11225,14895,512852,24104
1993:Q3,1379927,583392,501111,288740,76582,178527,33631,6684,1379927,292721,581939,127307,148060,142613,87287,713,19817,17583,1408,68,758,7843,7771,83,88,540,-799,24821,11342,15068,521086,6598
1993:Q4,1431707,607240,527163,290620,77137,179303,34180,6684,1431707,308118,605105,131775,150867,144309,91533,745,21379,19045,1471,71,792,8127,8028,88,93,564,1974,23118,11789,15628,537148,16612
1994:Q1,1440005,606322,533462,291768,77566,179278,34924,8453,1440005,317090,613049,131055,141584,142108,95119,862,22653,20157,1557,88,851,9536,9275,88,65,504,-742,29842,8559,14477,543530,45362
1994:Q2,1473831,630271,540320,294787,78284,180889,35614,8453,1473831,329398,625007,134228,144128,146165,94905,873,21232,18697,1581,90,864,9748,9472,92,67,511,429,28959,8708,14814,552666,81411
1994:Q3,1500590,636302,555922,299913,79398,184080,36435,8453,1500590,326290,640335,136470,149443,152622,95430,891,20402,17821,1611,91,879,9895,9626,94,70,522,771,29256,8866,15037,562440,53223
1994:Q4,1533068,643397,576731,304487,79901,187144,37442,8453,1533068,322359,669517,141635,146289,154355,98913,930,20953,18258,1681,95,919,10228,9940,96,71,544,2081,29314,9206,15550,583228,75142
1995:Q1,1573376,649727,606944,311660,81252,191846,38562,5045,1573376,315595,703844,149217,150124,156845,97751,1518,21971,19301,1662,88,920,10258,9890,102,73,406,-154,29601,8381,15705,572772,61179
1995:Q2,1580625,650431,607313,317837,82888,195128,39821,5045,1580625,306252,715155,151902,149102,161293,96921,1530,20311,17613,1678,90,930,10387,10024,104,75,410,2247,27371,8481,15981,577992,33759
1995:Q3,1599041,665203,604022,324771,85117,198703,40951,5045,1599041,316217,721848,155753,147104,160014,98105,1538,20878,18166,1688,90,934,10494,10141,107,77,412,1115,28622,8554,16167,592401,11326
1995:Q4,1622974,673680,614944,329305,86884,201019,41402,5045,1622974,324116,735377,157192,144506,161764,100019,1569,21273,18514,1716,91,952,10712,10349,108,78,420,4142,26242,8717,16409,601343,18431
1996:Q1,1665288,688525,636956,338235,89321,205951,42963,1572,1665288,335567,750856,157531,155745,161071,104518,1585,24261,20819,2114,120,1208,7844,7836,100,72,537,150,37131,8405,16597,607095,6881
1996:Q2,1705620,716121,642952,344975,91838,208977,44160,1572,1705620,352733,766319,159663,151918,165835,109152,1621,27049,23528,2162,123,1236,8037,8026,102,73,549,18594,19496,8601,17004,622283,30521
1996:Q3,1744301,729733,660655,352340,94730,212502,45108,1572,1744301,358066,790295,162072,148976,172045,112847,1674,27985,24349,2232,128,1276,8301,8284,106,76,567,1042,38389,8882,17541,625089,51070
1996:Q4,1769651,748399,660049,359631,99054,215707,44870,1572,1769651,357775,811590,164496,142562,181686,111542,1713,24549,20822,2289,130,1308,8573,8543,111,80,582,7016,33061,9128,18186,634528,34725
1997:Q1,1791973,751977,658789,374911,108020,221828,45063,6296,1791973,362739,828833,168111,140522,178793,112975,1779,30651,26360,2619,150,1522,8501,8429,113,80,441,389,36394,9082,17116,649297,49745
1997:Q2,1825817,760265,676529,382726,112149,224779,45798,6296,1825817,370539,847379,171850,142676,181297,112076,1820,27856,23483,2667,154,1552,8694,8618,113,80,449,5335,32382,9266,17463,641012,88374
1997:Q3,1888780,783081,708801,390602,116322,228059,46221,6296,1888780,380683,880995,177723,146975,184489,117915,1906,29733,25149,2797,161,1626,9110,9005,118,83,471,5384,34100,9700,18305,665114,67935
1997:Q4,1898546,793456,701823,396970,121225,228431,47314,6296,1898546,390764,876709,177799,144710,186959,121605,1904,33100,28509,2800,162,1629,9200,9084,120,85,470,5684,33679,9757,18522,678349,77652
1998:Q1,1938462,804746,718954,405824,124970,233026,47828,8938,1938462,405063,892604,179985,144422,186816,129572,1802,28366,23228,3087,186,1865,10943,10205,134,91,433,1083,45460,12298,18757,683119,105100
1998:Q2,1999500,844765,731157,414639,129329,237351,47959,8938,1999500,423931,908615,185796,146789,194278,140091,1857,36196,30908,3178,191,1919,11276,10513,141,95,446,3808,43650,12680,19429,712322,37340
1998:Q3,2043382,870117,738972,425355,134830,242171,48354,8938,2043382,439227,922794,188177,152369,201811,139004,1875,33785,28444,3209,193,1939,11476,10702,143,96,451,16240,31605,12864,19767,726958,52420
1998:Q4,2086468,883905,757757,435869,140772,245867,49230,8938,2086468,452608,938492,194747,147127,202394,151100,1926,42508,37015,3300,199,1994,11864,11041,145,98,464,-3351,52787,13253,20365,764133,60017
1999:Q1,2126737,895220,772922,446131,147042,249129,49960,12464,2126737,456281,960480,201215,150298,206771,151692,2405,38192,32797,3210,179,2006,12418,11049,131,100,342,218,53422,14161,19254,761416,83394
1999:Q2,2175742,906562,791404,465313,159673,255558,50082,12464,2175742,466107,985904,207271,153523,208989,153948,2455,36942,31413,3289,183,2057,12898,11455,131,101,351,-442,55532,14607,19918,793785,35112
1999:Q3,2223260,919935,809701,481161,167837,262053,51271,12464,2223260,472412,1011577,212377,155779,214262,156853,2508,36613,30951,3368,189,2105,13324,11824,133,102,360,-883,57325,15021,20526,809002,40516
1999:Q4,2253145,942432,804210,494039,172197,269119,52723,12464,2253145,479021,1020641,216442,159832,224458,152751,2512,32246,26573,3375,189,2109,13452,11963,135,104,360,-1235,57313,15131,20770,813773,84241
2000:Q1,2323648,968511,824900,510617,178056,278150,54411,19620,2323648,490900,1061455,224140,156893,232262,157998,1593,39968,34448,3253,171,2096,13746,12195,109,123,394,-1722,55755,17751,18086,877483,16157
2000:Q2,2371160,980928,849674,520938,183544,281580,55814,19620,2371160,496361,1102644,229231,156980,228838,157106,1652,35074,29352,3372,177,2173,14208,12563,114,129,409,-2233,58082,18357,18751,859432,90443
2000:Q3,2388941,992650,848008,528663,184505,288133,56025,19620,2388941,497103,1118582,230925,156349,229855,156127,1677,33073,27274,3418,179,2202,14327,12708,119,134,414,-1358,57459,18568,19006,868700,57232
2000:Q4,2407105,1006137,843613,537736,189568,292200,55968,19620,2407105,503518,1122929,230329,159331,234891,156107,1684,32644,26816,3435,180,2213,14476,12840,121,136,416,-1113,56973,18696,19234,872669,54343
2001:Q1,2402841,1016640,823615,539954,191368,293460,55126,22633,2402841,513142,1103327,228526,159610,241267,156969,1090,35946,29806,3549,192,2399,15817,13082,123,117,414,1510,52098,18676,18096,872829,-30630
2001:Q2,2403511,1053284,789577,538019,188068,295562,54389,22633,2403511,525943,1077454,227438,163465,255453,153758,1073,36362,30344,3478,188,2352,15458,12840,125,119,405,5588,45719,18292,17777,865924,-11560
2001:Q3,2378507,1057154,765393,533328,184116,294843,54369,22633,2378507,536703,1061039,228083,164404,239077,149201,1062,34354,28409,3435,186,2324,15183,12630,124,119,401,-1044,50806,18026,17540,870077,-30116
2001:Q4,2355175,1043941,761017,527584,178407,294309,54868,22633,2355175,538419,1019789,227035,167893,256362,145677,1018,33665,27953,3302,178,2232,14708,12259,115,110,385,552,48567,17407,16891,937877,-80830
2002:Q1,2347084,1051901,742410,527792,178274,293580,55938,24981,2347084,555632,982895,230811,173621,261097,143028,589,28285,22383,3325,185,2392,14640,11211,76,78,523,-106,53124,13784,20824,916028,293
2002:Q2,2350563,1052941,740561,532080,179100,295998,56982,24981,2350563,572699,958268,234640,179928,258522,146506,583,32618,26798,3279,182,2359,14581,11168,74,76,516,25,52528,13623,20714,917105,21168
2002:Q3,2354830,1048652,743241,537956,182087,297503,58366,24981,2354830,577042,947064,236232,186278,260788,147426,581,33445,27659,3259,181,2346,14664,11224,72,73,513,227,52244,13579,20804,939928,25433
2002:Q4,2363999,1073389,730046,535582,174900,301525,59157,24981,2363999,593813,938353,236773,188779,265692,140589,568,29345,23679,3192,177,2297,14224,10914,71,72,501,219,51191,13273,20211,925276,33004
2003:Q1,2391251,1099870,723108,541464,175747,304712,61005,26809,2391251,613970,945756,237747,189848,267263,136667,597,31088,25050,3311,184,2543,18184,10970,69,76,534,2942,41655,11970,18582,914518,26080
2003:Q2,2437165,1115516,745520,549319,177314,309045,62960,26809,2437165,624927,974371,241140,194401,263890,138436,610,30275,24087,3392,188,2608,18516,11176,71,78,548,238,45740,12237,18947,945754,-6488
2003:Q3,2512936,1163453,762285,560389,184832,312226,63331,26809,2512936,661558,987168,248614,196549,272521,146526,626,35285,28946,3475,193,2671,19152,11537,73,80,561,233,46835,12574,19570,977620,439
2003:Q4,2567380,1196986,776857,566727,187972,315396,63359,26809,2567380,691815,998060,253692,199855,272559,151399,635,38372,31931,3532,196,2713,19447,11711,74,82,570,218,47643,12770,19877,982592,36345
2004:Q1,2582348,1221083,769080,568824,188768,317086,62970,23362,2582348,712674,986221,255582,201077,273244,153550,765,39380,32452,3676,201,3051,17033,12030,174,192,675,214,52577,13500,17010,996601,46025
2004:Q2,2671888,1270431,804050,574045,189687,321160,63198,23362,2671888,748143,1012142,264875,206233,277038,163457,785,45556,38414,3788,209,3145,17388,12285,178,198,696,209,54904,13865,17393,998234,73989
2004:Q3,2744200,1305370,827530,587938,197640,326122,64176,23362,2744200,767958,1043435,273360,212001,278093,169353,815,47469,40066,3929,215,3259,18049,12736,187,207,721,199,56556,14368,18046,1016096,64167
2004:Q4,2815120,1339855,854196,597706,200400,331201,66105,23362,2815120,788980,1077451,279953,214365,282763,171608,835,46437,38830,4036,221,3350,18445,13017,192,213,741,198,58346,14730,18454,1036701,72089
2005:Q1,2885152,1385013,865456,611857,201912,341871,68074,22826,2885152,814273,1113570,287385,216379,285182,168363,523,46631,39809,3521,204,3097,15683,11903,146,196,728,196,62533,13352,16472,1036216,102477
2005:Q2,2957870,1424057,886854,624132,208569,346117,69446,22826,2957870,840186,1142322,295483,220491,289740,169648,536,44756,37761,3611,208,3176,16134,12231,150,202,747,182,64061,13705,16944,1062312,28835
2005:Q3,3036054,1470209,909868,633151,211401,351312,70438,22826,3036054,870973,1173855,303556,224783,292548,170339,547,42521,35351,3701,214,3255,16448,12466,154,207,765,178,65764,14008,17281,1075285,12354
2005:Q4,3082896,1506046,919333,634691,211698,351611,71382,22826,3082896,885207,1195261,309699,226399,297622,168708,558,39643,32333,3773,218,3319,16602,12554,161,217,780,164,66396,14188,17445,1040679,86388
2006:Q1,3171211,1545693,958020,644462,214727,358509,71226,23037,3171211,895837,1245855,317408,232206,307479,172426,763,44617,36656,3862,247,3852,15506,11994,86,180,821,168,65754,16410,16127,1078456,78214
2006:Q2,3185552,1539526,967748,655241,218337,365724,71180,23037,3185552,867042,1276056,319356,236035,315778,171285,781,41611,33436,3967,253,3955,15806,12224,90,190,844,160,66410,16738,16431,1073897,75513
2006:Q3,3180742,1509620,974965,673120,223111,379060,70949,23037,3180742,829327,1305086,320196,233381,316696,176056,799,44198,35832,4058,260,4048,16143,12498,94,198,863,140,67258,17091,16774,1084440,78755
2006:Q4,3193927,1493137,986828,690926,228680,390813,71433,23037,3193927,800867,1323871,323230,240944,321053,183962,815,50234,41716,4132,264,4122,16470,12761,96,202,879,115,67876,17405,17109,1092747,43476
2007:Q1,3217207,1495198,996337,700947,236618,392960,71369,24725,3217207,771777,1348045,329018,241450,332834,194083,897,46241,38814,3825,82,3520,17177,12966,109,306,1368,107,70072,22782,22058,1104724,21372
2007:Q2,3246636,1498891,1014835,708186,237623,399697,70866,24725,3246636,743572,1379713,337108,250647,338997,196599,924,46544,38909,3933,85,3617,17422,13155,114,323,1406,108,71027,23192,22384,1110974,42224
2007:Q3,3237022,1485543,1013839,712916,240849,401966,70101,24725,3237022,705265,1396974,338800,251885,344089,200009,949,48697,40884,4025,87,3701,17693,13347,120,342,1439,110,71022,23544,22746,1116753,44923
2007:Q4,3223472,1454951,1017005,726791,246211,411276,69304,24725,3223472,659468,1413650,340516,256166,352027,201645,970,48900,40941,4099,89,3771,18022,13599,125,355,1468,110,70995,23920,23181,1120257,27282
2008:Q1,3192019,1413533,1015504,744500,257543,418689,68268,18483,3192019,616285,1433292,336399,259104,352541,194398,627,58512,51617,2847,188,3860,18181,13226,171,335,1838,51,52015,20576,28866,1087970,-16673
2008:Q2,3190434,1407738,1009331,754882,261559,426370,66953,18483,3190434,594972,1445374,334823,271211,356376,187678,632,51750,44797,2871,190,3892,18337,13342,173,342,1854,90,51304,20725,29129,1073086,-22252
2008:Q3,3151808,1389940,991597,751789,263999,422190,65600,18483,3151808,569996,1432868,329927,276369,361372,181276,631,46375,39434,2865,190,3886,18354,13345,174,344,1850,109,50242,20689,29163,1033557,-15825
2008:Q4,3011536,1337190,910453,745409,258769,421902,64738,18483,3011536,522748,1378874,307879,280073,361334,160628,605,33378,26720,2748,182,3728,17664,12850,168,338,1775,124,45803,19829,28094,950715,-62215
2009:Q1,2805922,1243433,810718,725616,256642,405356,63618,26154,2805922,480733,1259621,280494,276507,363541,145026,731,35753,29553,2608,160,3432,18058,13114,168,289,1145,76,20315,25903,29474,949520,-150996
2009:Q2,2706181,1160850,783012,736165,260090,412864,63211,26154,2706181,454803,1194910,263275,281148,365382,146663,710,39988,34073,2488,153,3274,17792,12927,159,267,1092,76,19510,25097,29045,940275,-196001
2009:Q3,2690366,1129337,792656,742219,263089,415634,63496,26154,2690366,467165,1174112,257538,284568,360376,146607,705,39890,34078,2445,149,3218,17798,12924,156,254,1074,83,19756,24892,29075,978468,-204006
2009:Q4,2690909,1086700,814928,763126,271434,427244,64448,26154,2690909,467517,1177235,253696,288263,351851,152347,715,43547,37730,2447,150,3220,18154,13179,155,245,1074,90,20357,25156,29675,958709,-52084
2010:Q1,2672576,1041004,870571,753248,265616,421586,66046,7753,2672576,456749,1182835,247738,292029,341149,152076,570,37044,32271,2049,94,2630,15261,11252,218,299,3602,49,37119,19999,26663,952658,-1238
2010:Q2,2760112,1084733,914654,752972,260528,423267,69177,7753,2760112,471663,1234758,253481,298625,349400,152185,577,34433,29532,2103,98,2700,15311,11293,220,305,3698,57,39216,20294,26781,973945,36707
2010:Q3,2773013,1050174,951387,763699,264290,428653,70756,7753,2773013,444229,1275769,249312,297863,351552,154288,593,32684,27650,2160,99,2775,15655,11545,225,309,3801,63,41236,20822,27355,981896,112897
2010:Q4,2818535,1062550,969405,778827,269036,438332,71459,7753,2818535,453987,1310843,250975,300480,346916,155334,605,31366,26230,2204,101,2831,15952,11775,229,315,3877,0,42104,21231,27880,1006170,67302
2011:Q1,2813236,1029650,986799,790554,277266,444027,69261,6233,2813236,453641,1312606,247767,298211,341140,159871,467,30779,25572,2518,90,2599,15906,11893,275,328,3151,0,48151,18784,30137,1016024,32078
2011:Q2,2872584,1060463,1002328,803561,286177,449138,68246,6233,2872584,462495,1357734,253574,297283,338996,162502,482,29964,24582,2603,92,2687,16411,12255,284,342,3258,0,49009,19380,31117,1011332,61047
2011:Q3,2969985,1092996,1053388,817369,296238,453016,68115,6233,2969985,472971,1424560,265374,295137,339975,171968,504,32802,27138,2739,98,2827,17147,12771,298,360,3429,0,51820,20299,32538,1018665,-12032
2011:Q4,3035869,1125091,1074109,830436,304663,457073,68700,6233,3035869,483369,1469034,269799,292031,343700,177936,520,34885,29047,2823,101,2914,17664,13138,307,372,3534,0,53082,20904,33530,1038888,103957
2012:Q1,3114314,1168717,1089739,834435,307644,456866,69925,21423,3114314,507790,1513758,278491,289228,337613,187434,650,36532,30300,3058,105,3069,18993,14070,520,589,3321,0,60776,16976,35007,1072102,80278
2012:Q2,3172556,1188497,1119286,843349,314763,458507,70079,21423,3172556,515321,1553281,285313,290089,337009,191543,666,36690,30287,3141,108,3154,19472,14404,533,605,3412,0,62435,17409,35917,1067829,91406
2012:Q3,3179118,1192008,1118536,847151,315246,461587,70318,21423,3179118,525817,1550817,289704,287333,332095,193352,665,38588,32194,3137,108,3149,19454,14404,532,603,3407,0,62434,17395,35870,1075475,84429
2012:Q4,3220306,1204570,1135049,859264,323715,465147,70402,21423,3220306,550140,1554393,304588,282508,328250,200427,675,42545,36052,3186,109,3198,19836,14678,542,612,3459,0,63863,17706,36511,1096094,28734
2013:Q1,3260480,1212738,1153298,876405,332297,473950,70158,18040,3260480,590908,1552634,323347,273253,326031,194307,512,30116,24289,2459,106,3262,21231,16411,188,200,3887,0,70601,18916,32245,1110242,85223
2013:Q2,3297079,1254823,1151100,873115,324351,478293,70471,18040,3297079,607850,1565652,332597,269338,330192,191450,507,28550,22753,2446,105,3246,20928,16217,184,196,3866,0,70476,18716,31810,1108259,82692
2013:Q3,3360163,1299880,1154458,887786,331897,485439,70450,18040,3360163,622368,1601323,338044,270822,333636,193970,517,29145,23241,2491,107,3306,21332,16535,188,201,3937,0,70615,19065,32435,1112286,136649
2013:Q4,3421002,1311669,1193371,897921,337414,490312,70195,18040,3421002,624795,1643874,350416,270411,333643,197863,529,28402,22343,2556,111,3392,21805,16897,191,205,4040,0,73119,19512,33163,1117809,117343
2014:Q1,3462437,1344041,1189027,906680,343129,491937,71614,22688,3462437,629306,1698778,343217,262839,328829,199468,618,29022,22866,2642,104,3410,21042,16533,205,224,3286,0,78587,19942,30009,1119762,51995
2014:Q2,3567282,1398052,1223716,922826,350010,499893,72923,22688,3567282,648535,1758988,346972,267470,338470,206847,634,32041,25712,2717,106,3506,21555,16934,209,230,3381,0,80688,20436,30739,1153789,97754
2014:Q3,3648463,1430795,1254861,940118,358268,507744,74106,22688,3648463,666670,1798867,361833,267253,343097,210743,649,31288,24804,2783,108,3593,22078,17342,213,234,3462,0,83056,20934,31487,1169578,103935
2014:Q4,3703893,1472381,1251246,957579,360030,522594,74955,22688,3703893,687586,1813670,372276,269578,347785,212998,654,33396,26872,2800,110,3614,22178,17462,215,236,3484,0,82709,21042,31622,1183255,85485
2015:Q1,3720629,1480446,1239393,960173,361740,522489,75944,40616,3720629,703054,1804146,380329,266977,346611,219512,646,34349,25721,3178,146,5304,24698,19337,301,306,2238,0,85558,22775,29304,1185409,175242
2015:Q2,3772548,1519442,1245137,967352,363706,526751,76895,40616,3772548,725025,1801314,386939,271606,361086,226578,650,40726,32059,3193,146,5328,24819,19436,302,307,2247,0,85759,22890,29442,1209944,151248
2015:Q3,3814467,1533761,1260052,980038,368311,534044,77683,40616,3814467,748206,1806280,388958,271320,366338,233365,655,45635,36905,3216,147,5367,25013,19604,305,310,2264,0,86799,23079,29701,1218331,126851
2015:Q4,3803516,1519530,1247041,996330,377777,539954,78599,40616,3803516,761000,1795675,377836,274215,359571,235219,659,47762,39036,3215,147,5364,25188,19754,312,316,2263,0,85791,23236,29938,1218848,107150
2016:Q1,3830844,1533334,1230877,1016089,390945,545094,80050,50543,3830844,786399,1790992,363539,275730,373115,241069,710,49094,39334,3241,168,6351,25092,20182,412,429,1495,0,85686,26253,31716,1231864,62320
