1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,28267,28267,0,0,28267,6757,0,0,625,50,16872,0,28,225,3497,16,11,0,0,0,186,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,33422,33422,0,0,33422,7274,0,0,710,100,19821,0,54,302,4943,25,16,0,0,0,177,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q3,1289107,1211497,8322,69288,1289107,78158,1861,12593,22678,37547,714464,0,1150,7020,14159,3559,3845,90598,269261,0,31974,240,ND,ND,ND,ND,ND,16329
1984:Q4,1321526,1243294,8446,69786,1321526,68107,1397,13294,23513,39157,724234,0,1185,7534,14120,3737,3842,94426,282953,11000,32786,241,ND,ND,ND,ND,ND,17127
1985:Q1,1385660,1304981,8736,71943,1385660,91582,7555,13707,23717,40634,730639,0,1221,7788,14041,4040,3835,99584,297096,19153,30821,247,ND,ND,ND,ND,ND,17466
1985:Q2,1428061,1343287,9355,75419,1428061,94379,7437,14012,23767,41994,742196,0,1239,8821,14219,3805,3801,102889,313763,20969,34512,258,ND,ND,ND,ND,ND,18410
1985:Q3,1477181,1402164,7203,67814,1477181,91452,8262,14050,24155,43552,759106,0,1251,10041,14435,3626,3766,104812,335965,21561,40879,268,ND,ND,ND,ND,ND,18618
1985:Q4,1526876,1450249,7325,69302,1526876,91590,9526,13875,24403,45042,773548,0,1265,11086,13637,4466,3741,111639,360508,24016,38218,316,ND,ND,ND,ND,ND,19726
1986:Q1,1557666,1476952,6995,73719,1557666,92904,10853,13375,24241,46845,771714,0,1275,13622,13883,4388,3647,111517,385169,25472,38433,328,ND,ND,ND,ND,ND,20537
1986:Q2,1616328,1525857,7397,83074,1616328,94221,10258,14275,23753,47986,782260,0,1285,15128,13803,4337,3506,108912,419545,27637,49082,340,ND,ND,ND,ND,ND,21006
1986:Q3,1683521,1587994,7621,87906,1683521,92555,10735,14975,23508,48637,793551,0,1295,17255,14448,4132,3344,107951,465354,30032,55404,345,ND,ND,ND,ND,ND,21699
1986:Q4,1730129,1649024,7332,73773,1730129,91921,13031,14093,24058,48963,801323,0,1320,19325,14128,3981,3173,105943,519520,16617,52421,312,ND,ND,ND,ND,ND,22915
1987:Q1,1770490,1681564,8307,80619,1770490,99248,16428,13381,23883,49147,790833,0,1343,22046,13996,2316,3253,103920,561534,18500,50338,324,ND,ND,ND,ND,ND,24146
1987:Q2,1843953,1752706,8052,83195,1843953,102131,17389,12247,23733,48816,818316,0,1378,24928,13975,1857,3160,101270,600095,21444,52889,325,ND,ND,ND,ND,ND,25113
1987:Q3,1898660,1802929,8365,87366,1898660,101700,20652,11466,20588,49100,840954,0,1416,27623,13961,1611,3354,102506,631037,27262,45111,319,ND,ND,ND,ND,ND,26299
1987:Q4,1928861,1829012,8464,91385,1928861,103282,19852,11827,20750,50127,843355,0,1462,29872,14926,1407,3456,102840,652892,27800,44671,342,ND,ND,ND,ND,ND,27004
1988:Q1,1975292,1875971,8254,91067,1975292,104081,16983,9641,20818,51066,882556,0,1512,31520,11879,1625,3562,106069,660006,29241,44376,357,ND,ND,ND,ND,ND,27956
1988:Q2,2045358,1942504,8829,94025,2045358,105205,12800,21201,20836,51251,908241,0,1562,34063,12067,1913,3587,108749,676706,30749,56069,359,ND,ND,ND,ND,ND,28808
1988:Q3,2106338,2000012,9401,96925,2106338,106632,17582,17519,20751,51251,943510,0,1612,36377,12228,2293,3414,108159,701023,32782,50820,385,ND,ND,ND,ND,ND,28896
1988:Q4,2163251,2055294,9606,98351,2163251,108384,18832,17607,21045,52613,965952,0,1662,38060,12990,2836,3384,109044,723602,34865,51950,425,ND,ND,ND,ND,ND,29328
1989:Q1,2197391,2089337,9534,98520,2197391,109165,17631,19503,21045,53775,974141,0,1712,40753,13091,3698,2924,108372,747328,36027,47813,413,ND,ND,ND,ND,ND,29979
1989:Q2,2255839,2146954,9595,99290,2255839,111794,20759,17263,21242,55285,993608,0,1762,42912,13339,4005,3088,109892,769788,36869,53825,409,ND,ND,ND,ND,ND,31388
1989:Q3,2322095,2211154,9868,101073,2322095,114311,24073,14689,21329,56470,1005085,0,1812,44352,13617,4898,3236,112360,801394,33685,70383,402,ND,ND,ND,ND,ND,31951
1989:Q4,2370023,2260581,9423,100019,2370023,117379,27768,12079,21319,57312,1005653,0,1862,26964,14054,5456,3429,114121,843800,43325,75092,410,ND,ND,ND,ND,ND,16135
1990:Q1,2450635,2335399,10439,104797,2450635,120603,29504,9987,25179,57934,1045733,0,1918,27613,14413,5128,3457,116565,878320,38165,75710,406,ND,ND,ND,ND,ND,17159
1990:Q2,2517657,2395917,11607,110133,2517657,123256,31598,9761,31009,58676,1054066,0,1992,29117,14808,5319,3512,114468,917021,42863,79786,404,ND,ND,ND,ND,ND,17930
1990:Q3,2567754,2447266,11246,109242,2567754,126129,32450,9780,35345,59667,1050524,0,2046,31183,15260,5415,3473,115825,951547,47260,81446,403,ND,ND,0,ND,ND,18729
1990:Q4,2607360,2489811,10564,106985,2607360,128643,33412,9527,37940,60900,1031434,0,2043,32747,15535,5478,3508,119462,991084,55029,80211,407,214685,175301,0,20147,68,19169
1991:Q1,2642100,2529692,9411,102997,2642100,129531,34311,9089,39443,61796,1017547,0,2074,32733,14543,5146,3664,122760,1023310,59430,86370,352,216610,177501,0,20499,110,18500
1991:Q2,2701075,2590650,8863,101562,2701075,131312,35739,8592,41300,62038,1014830,0,2029,34456,14314,4703,3592,125485,1058760,72495,91055,375,220573,180578,0,20919,179,18897
1991:Q3,2723333,2614503,8484,100346,2723333,131856,36396,9025,44224,62580,994396,0,1982,36624,13849,4398,3856,125887,1097340,84444,76119,357,222130,181800,0,21109,261,18960
1991:Q4,2775228,2667879,8044,99305,2775228,130107,36447,8876,37087,62901,991961,0,2000,36914,12603,4009,3730,130700,1130351,96732,90455,355,221994,181596,0,21374,359,18665
1992:Q1,2814898,2708276,7759,98863,2814898,128382,36632,8550,38389,62710,985186,0,2155,35619,13802,3793,3344,138227,1154063,106805,96906,334,219229,178500,0,21310,462,18957
1992:Q2,2846334,2741243,7386,97705,2846334,126680,36770,8313,37978,62340,972089,0,2423,38762,13419,3536,3662,142379,1193954,116694,86823,513,218756,178048,0,21140,578,18990
1992:Q3,2899641,2795878,6974,96789,2899641,125000,36555,8719,35656,62574,974182,0,2725,38344,13389,3393,3508,148618,1219206,132056,94919,797,219991,178411,0,21326,736,19518
1992:Q4,2942617,2840902,6437,95278,2942617,122723,36152,9444,36573,62293,968764,0,2981,39838,13083,3200,3428,161047,1248186,142265,91534,1105,217107,176286,0,20525,883,19413
1993:Q1,2952698,2854704,5632,92362,2952698,120496,34870,8816,35342,62176,960157,0,3320,40555,11763,3224,3391,166021,1276567,145921,78729,1350,215572,174839,0,20438,995,19300
1993:Q2,3006984,2908346,5621,93017,3006984,118244,33525,8621,32836,58670,980583,0,3672,41038,11747,3153,3456,183355,1278722,153845,93807,1709,215442,175380,0,20144,1145,18773
1993:Q3,3059398,2958532,5917,94949,3059398,115967,32202,8486,31391,57795,989906,0,3974,41277,11384,3262,3445,193292,1308202,164005,92799,2011,214378,174558,0,19992,1324,18504
1993:Q4,3101618,2999676,6003,95939,3101618,113690,30992,8194,30639,56444,1003984,0,4136,41782,10374,3186,3487,201093,1334286,167899,89239,2194,210376,171146,0,19268,1461,18501
1994:Q1,3133136,3029953,6048,97135,3133136,111462,31366,7811,28966,55703,990135,0,4261,43112,10307,3310,3553,206572,1376967,179616,77180,2815,208700,169575,0,19018,1676,18431
1994:Q2,3180691,3075116,6332,99243,3180691,109210,31837,8488,28797,55650,1010397,0,4280,44088,10345,3534,3699,206827,1410106,181026,68672,3734,214092,174130,0,19438,1805,18719
1994:Q3,3231431,3121544,6967,102920,3231431,106933,32338,8584,29326,56627,1037465,0,4358,45502,10367,3753,3802,206185,1432867,182173,66469,4682,219102,177354,0,20448,1936,19364
1994:Q4,3279108,3166443,7286,105379,3279108,104656,32798,8925,28063,57674,1067725,0,4769,47025,10480,3720,3915,204067,1449589,183002,67739,4961,221795,179139,0,20861,2062,19733
1995:Q1,3307245,3192436,7061,107748,3307245,102429,33090,8633,27518,58916,1087530,0,4837,48591,10623,3886,4044,202815,1457651,185999,65016,5666,224620,180337,0,21852,2214,20217
1995:Q2,3357165,3238836,7019,111310,3357165,100177,33382,8501,25699,59953,1109289,0,5340,48830,10803,4052,4166,203073,1475137,189046,73588,6129,232082,186862,0,22059,2370,20791
1995:Q3,3413969,3290338,7351,116280,3413969,97900,33669,8289,25075,60426,1131678,0,5351,50146,11141,4218,4295,207233,1501933,189468,76394,6752,236441,189575,0,22947,2499,21420
1995:Q4,3446997,3320508,7171,119318,3446997,95909,33962,8155,23577,61241,1127798,0,5719,50986,10905,4385,4429,209497,1543402,193759,66496,6777,237465,190546,0,22870,2678,21371
1996:Q1,3509533,3378859,7334,123340,3509533,93678,30155,8006,21748,61572,1138900,0,5849,65384,10500,4551,4563,204128,1571858,201074,80523,7044,237781,189797,0,23181,2899,21904
1996:Q2,3569098,3432208,7931,128959,3569098,91447,28509,7796,21259,61963,1153047,0,6084,68650,10118,4717,4702,204200,1614335,208206,77050,7015,248020,197703,0,23557,3131,23629
1996:Q3,3633992,3489362,8842,135788,3633992,89216,26617,7725,20565,62823,1176253,0,6393,70310,9366,4883,4844,203072,1648231,213851,82829,7014,253915,201245,0,23398,3348,25924
1996:Q4,3683264,3538631,8284,136349,3683264,86985,24644,7645,20830,63647,1189341,0,6339,73064,8967,4957,4990,202918,1678786,215357,86950,7844,262553,206093,0,25476,3499,27485
1997:Q1,3728933,3580947,7639,140347,3728933,84754,25870,7383,19512,64286,1200243,0,6185,74511,8936,5157,5141,199191,1706181,224576,88452,8555,268787,209775,0,26449,3775,28788
1997:Q2,3783521,3632394,8045,143082,3783521,82523,27206,7281,19545,65018,1230122,0,6124,77585,9091,5369,5296,197408,1726919,229072,84941,10021,280835,219541,0,27202,4007,30085
1997:Q3,3876180,3717470,8341,150369,3876180,80292,28605,7139,18902,66008,1252309,0,6224,81384,9016,5600,5456,196864,1754275,243766,109226,11114,290615,226142,0,28186,4418,31869
1997:Q4,3918025,3754709,8594,154722,3918025,78061,30034,7028,19028,66805,1264016,0,6408,82977,9209,5733,5622,198229,1788052,253804,89328,13691,296982,229411,0,29002,4798,33771
1998:Q1,3986575,3809955,8787,167833,3986575,75830,29406,7708,18809,67645,1288701,0,6693,84575,8884,5778,5975,199413,1808089,268984,94793,15292,298023,228670,0,29264,5239,34850
1998:Q2,4077342,3888624,9074,179644,4077342,73599,28783,8388,18676,68639,1289346,0,7077,88656,8716,5831,6618,199675,1868500,287717,99207,17914,301718,231379,0,29485,5819,35035
1998:Q3,4168997,3965333,9670,193994,4168997,71370,28106,9068,18582,64005,1292722,0,7307,91197,8412,5980,6880,199440,1931146,307746,109394,17642,305882,232023,0,29896,6399,37564
1998:Q4,4276380,4057983,9966,208431,4276380,73143,27369,9748,18751,67739,1327356,0,7466,93345,8711,5838,7171,203861,1970167,321869,119371,14475,309933,232793,0,29741,6900,40499
1999:Q1,4366339,4137208,10315,218816,4366339,74916,25713,9535,18496,68329,1314264,0,6947,95115,9083,6016,7294,198401,2061639,334008,123547,13036,311110,232626,0,30286,7358,40840
1999:Q2,4474911,4233758,10803,230350,4474911,76689,24008,9322,18284,68559,1331703,0,7538,100039,9526,6194,7670,196222,2129994,345311,131125,12727,313676,233828,0,30527,7818,41503
1999:Q3,4606935,4351793,11523,243619,4606935,78462,22240,9109,18604,68745,1384216,0,7805,104681,9730,6372,7634,195029,2191289,348527,141649,12843,326274,241766,0,32568,8113,43827
1999:Q4,4701746,4435042,12101,254603,4701746,80235,20325,8896,18364,70132,1424495,0,8065,107112,8854,6550,8220,193454,2234749,353744,147407,11144,334344,249214,0,33423,8410,43297
2000:Q1,4772940,4497268,12597,263075,4772940,82008,20602,8837,18310,70336,1460574,0,8425,109858,8358,6814,7765,193464,2263011,354338,152492,7748,349285,261819,0,35742,8070,43654
2000:Q2,4897127,4609634,13141,274352,4897127,83781,20923,8778,18274,69943,1522966,0,8976,114660,8296,7076,7949,201549,2294135,355761,166700,7360,370280,277721,0,37675,9322,45562
2000:Q3,5021227,4722334,13793,285100,5021227,85554,21255,8719,16550,70016,1558500,0,9363,118135,8186,7379,7014,204646,2351364,368991,178400,7155,389117,291974,0,39994,9693,47456
2000:Q4,5125483,4817296,14078,294109,5125483,87327,21578,8661,16459,69483,1555570,0,9104,119937,7962,7666,7128,209580,2425625,384835,186901,7667,407940,307765,0,40720,10497,48958
2001:Q1,5222334,4901876,14947,305511,5222334,89100,21961,8963,16352,69161,1582566,0,7072,121741,7840,6775,7078,210690,2464923,402816,197400,7896,411452,308804,0,41406,11503,49739
2001:Q2,5394405,5062712,15608,316085,5394405,90873,22352,9266,16199,69757,1610965,0,7515,126145,8060,5923,6654,217118,2561685,419771,214500,7622,428584,322525,0,42201,12228,51630
2001:Q3,5554045,5210994,15998,327053,5554045,92640,22777,9569,15946,68626,1605624,0,7648,133581,8216,5209,6816,221119,2681500,441525,225001,8248,440924,330172,0,45300,12772,52680
2001:Q4,5678531,5325436,16178,336917,5678531,94162,23112,9871,15866,69049,1641030,0,8173,135657,8311,4614,6863,231241,2748518,463899,209701,8464,438935,336530,0,44935,12438,45032
2002:Q1,5826000,5462929,16136,346935,5826000,95684,23580,9815,15702,68256,1620279,0,8196,140308,8287,4055,6852,235721,2870618,494656,215201,8790,452147,347535,0,44223,14607,45782
2002:Q2,6013893,5639647,16327,357919,6013893,97206,24052,9758,15309,67418,1666498,0,8628,145152,8459,3556,7483,243980,2954972,520664,230000,10758,477666,368569,0,46686,14845,47566
2002:Q3,6222906,5834126,16814,371966,6222906,98728,24589,9701,15172,66229,1765758,0,9159,148718,8462,3174,7725,256993,2996036,542262,256200,14000,497930,382789,0,48127,15853,51161
2002:Q4,6434852,6031605,16868,386379,6434852,100250,25002,9645,14951,66229,1849099,0,9653,151963,7224,2780,7871,276813,3063697,545462,285600,18613,500724,381774,0,47951,15028,55971
2003:Q1,6605708,6205804,17232,382672,6605708,101772,25296,9656,14685,66195,1903782,0,10563,154808,7148,2408,7283,299877,3131919,570346,282800,17170,516650,398172,0,47390,15161,55927
2003:Q2,6847633,6463960,17660,366013,6847633,103294,25594,9666,14439,67511,1994265,0,11104,159673,6649,2082,8207,331377,3190784,585258,313800,23930,536416,411716,0,48444,15082,61174
2003:Q3,7077085,6708329,18110,350646,7077085,104816,25855,9677,14192,69114,2058018,0,11531,167708,6972,1846,8965,366451,3264639,616540,320500,30261,559473,431028,0,49385,15385,63675
2003:Q4,7260855,6915404,18801,326650,7260855,106338,26174,9687,14094,72556,2050966,0,12176,172911,8951,1658,6358,519127,3233511,669041,320200,37107,593376,461600,0,51673,16123,63980
2004:Q1,7466661,7090218,19830,356613,7466661,107860,29603,10097,13959,75097,2147518,0,12735,176197,8986,1462,5271,518086,3241227,743121,333000,42442,618927,480521,0,53461,18186,66759
2004:Q2,7758075,7360760,20830,376485,7758075,109382,33020,10507,13813,73337,2261593,0,13830,186328,8935,1453,6392,514961,3258248,835473,378300,52503,674414,522834,0,57146,19980,74454
2004:Q3,8025045,7605927,22225,396893,8025045,110900,36503,10916,13704,79810,2350466,0,14709,193637,8912,1454,5320,511066,3273410,954877,393200,66161,729984,570060,0,61494,20645,77785
2004:Q4,8292590,7859676,23496,409418,8292590,112900,39984,11326,13621,74312,2440830,0,15565,198646,8594,1429,5126,508610,3277346,1059205,422000,103096,775931,604764,0,63865,23608,83694
2005:Q1,8537513,8089517,25000,422996,8537513,115400,40229,11807,13501,74777,2510881,0,20343,203370,8520,1411,4280,498023,3301814,1194255,428800,110102,805480,627227,0,65579,27329,85345
2005:Q2,8849066,8380189,27049,441828,8849066,117400,40476,12288,13445,79434,2613577,0,20270,211755,8600,1400,4195,485593,3338254,1342584,438800,120995,854580,666371,0,69331,31349,87529
2005:Q3,9167151,8678472,28948,459731,9167151,118400,40722,12769,13295,87424,2694861,0,20459,219691,8608,1390,3448,470659,3382026,1508777,454099,130523,885345,684447,0,73304,36796,90798
2005:Q4,9448965,8940857,31127,476981,9448965,117900,40972,13251,13193,88297,2730186,0,16314,226092,7930,1380,4076,453866,3446357,1671454,489800,127897,917952,700659,0,75872,43461,97960
2006:Q1,9773256,9240016,33705,499535,9773256,115900,39724,13112,13179,84512,2800324,0,15773,231110,8336,1372,4358,454842,3527445,1818834,508890,135545,950107,714939,0,77914,54503,102751
2006:Q2,10103985,9547141,35945,520899,10103985,111900,38481,12973,13395,88170,2891034,0,18129,240786,9053,1362,4771,456117,3594720,1964970,520503,137621,1002574,752128,0,81821,64023,104602
2006:Q3,10364214,9787181,37939,539094,10364214,106900,37199,12834,13372,92682,2920618,0,17046,248747,9611,1353,5557,456652,3673577,2094416,539542,134108,1039498,772380,0,85918,72819,108381
2006:Q4,10531341,9940823,39358,551160,10531341,102900,35925,12695,13346,97532,2933474,0,17236,252506,10915,1327,5194,457587,3749120,2196026,541449,104109,1069421,791182,0,86888,83079,108272
2007:Q1,10749431,10142989,40995,565447,10749431,99400,33222,13364,13298,103427,2949414,0,16701,255326,10464,1293,5703,455227,3866021,2286422,529685,110464,1083101,797595,0,86972,90347,108187
2007:Q2,10955209,10337839,41100,576270,10955209,96400,30512,14034,13379,100089,2993549,0,17460,263965,10296,1279,6306,453856,3987383,2354889,512293,99519,1104530,823140,0,88927,87801,104662
2007:Q3,11144494,10519990,41933,582571,11144494,93287,27766,14704,13440,105862,3043823,0,17815,272110,10052,1284,6952,456689,4162092,2322420,505835,90363,1128836,851115,0,92175,80715,104831
2007:Q4,11252848,10625531,42229,585088,11252848,90787,25023,15374,13601,106464,3068927,0,21522,280213,9997,1219,9762,447861,4371759,2234065,475648,80626,1138004,872720,0,94129,72423,98732
2008:Q1,11323482,10697160,41485,584837,11323482,88787,23702,15106,13715,105509,3081698,0,22060,287846,9712,1259,9216,450945,4509951,2176418,461439,66119,1135801,878518,0,94510,65649,97124
2008:Q2,11295679,10683435,38813,573431,11295679,95187,22556,14839,14318,104389,3020263,0,22071,298644,9464,1288,6161,450970,4665549,2086289,423164,60527,1136731,891467,0,95319,58985,90960
2008:Q3,11252409,10654438,36346,561625,11252409,103959,21418,14572,13349,101759,2947461,8401,22393,307035,9136,1371,5580,434338,4799492,2005964,400810,55371,1127586,888287,1214,97175,53312,87598
2008:Q4,11151470,10577810,32717,540943,11151470,106627,20258,14304,13502,97077,2887388,6968,22901,312193,9209,1331,4745,456647,4863990,1919104,381037,34189,1124438,894711,812,98685,47016,83214
2009:Q1,11141003,10577598,30018,533387,11141003,109295,19659,14196,13937,93145,2882985,6185,23017,313473,9385,1739,4578,469826,4943534,1853661,374003,8385,1106632,884741,893,97011,42056,81931
2009:Q2,11097179,10547401,26776,523002,11097179,111963,19045,14087,14130,100776,2837041,5216,22938,315469,9581,1811,4307,450019,5068631,1751307,361538,9320,1084495,870941,291,96088,37824,79351
2009:Q3,11019336,10490047,23319,505970,11019336,114631,18430,13978,14394,104477,2736552,1218,22950,317179,9846,1919,4316,440459,5192139,1667206,350614,9028,1061002,854362,298,94958,34336,77048
2009:Q4,10961631,10441897,20326,499408,10961631,117299,17816,13870,14822,106181,2700616,920,22619,316943,9870,2047,4058,433446,5266500,1592736,333076,8812,1041287,841444,255,94571,31817,73200
2010:Q1,10830912,10311197,18398,501317,10830912,119967,17588,14245,15135,108858,2656845,1134,22250,316160,9023,2046,4170,4783934,926934,1500559,321117,10947,1022112,829574,282,92704,28802,70750
2010:Q2,10763471,10243641,15938,503892,10763471,122635,17358,14620,15867,106006,2626472,1120,20812,317317,8934,2203,4243,4763409,988722,1437599,307316,8838,1004016,817596,269,91798,26588,67765
2010:Q3,10691284,10165260,14785,511239,10691284,125306,17123,14995,20180,110774,2616486,1108,20453,317684,9076,1979,4348,4711756,1034669,1377506,299140,8701,983654,802065,302,90288,24924,66075
2010:Q4,10524022,9992875,13560,517587,10524022,124444,16899,15370,21189,114567,2618295,1069,20124,316961,9745,1946,4110,4690718,1074964,1315244,169528,8849,928694,783277,295,88206,23010,33906
2011:Q1,10459955,9952354,12383,495218,10459955,123582,16817,14847,21355,113264,2531112,1056,18778,316808,9564,1717,3998,4723822,1118630,1261052,163306,20247,905282,764364,290,86553,21414,32661
2011:Q2,10391499,9889295,11362,490842,10391499,122720,16744,14325,22124,110527,2512346,1076,18223,317790,9602,1657,4049,4688305,1161807,1211687,158963,19554,884978,747760,275,84937,20213,31793
2011:Q3,10333739,9835149,10697,487893,10333739,121858,16692,13802,22742,108794,2522679,1276,17937,318936,9698,1562,4849,4631976,1200611,1165505,155243,19579,869198,734961,279,83808,19102,31048
2011:Q4,10281878,9786082,10196,485600,10281878,120996,16618,13280,23223,113260,2538827,1319,17766,320502,9704,1629,4564,4587726,1222902,1120236,149731,19595,853678,723149,263,82180,18140,29946
2012:Q1,10216719,9717886,9938,488895,10216719,120134,16333,13063,24054,111629,2507194,1431,17325,321621,10628,1706,4011,4583096,1243161,1074184,146050,21099,831836,705336,278,79819,17193,29210
2012:Q2,10153472,9650372,9926,493174,10153472,119272,16051,12845,24442,110282,2512846,1316,17072,323953,11535,1668,3795,4530002,1281819,1025254,137196,24124,812445,690118,240,78298,16350,27439
2012:Q3,10105853,9598336,9944,497573,10105853,118410,15774,12628,24674,113441,2512076,1577,16907,326389,12388,1619,3713,4498932,1307147,981042,134903,24233,792453,672682,248,77190,15352,26981
2012:Q4,10048370,9537717,9706,500947,10048370,117548,15518,12411,24326,110644,2501988,1804,19790,327848,11777,1569,3749,4475578,1326581,938426,132553,26260,771765,654767,222,75658,14608,26510
2013:Q1,10000524,9488732,9401,502391,10000524,116686,15732,12501,25330,114528,2465776,1760,19724,327978,11645,1514,3375,4479370,1344713,903766,129682,26444,747980,633995,262,73980,13807,25936
2013:Q2,9965798,9450591,9552,505655,9965798,115824,15999,12591,24605,113333,2438807,1562,18863,332115,11822,1456,3228,4492827,1369785,857733,126243,29005,730523,619940,245,72473,12616,25249
2013:Q3,9975832,9456978,9749,509105,9975832,114959,16233,12680,24069,113518,2407172,1365,18854,340375,12249,1400,2689,4533723,1403680,821536,122071,29259,715413,605740,338,72475,12446,24414
2013:Q4,9960344,9437773,9960,512611,9960344,112308,16468,12770,25329,117021,2385878,1285,18723,345892,12256,1356,2310,4546391,1423935,792596,114733,31093,702998,595912,326,71951,11862,22947
2014:Q1,9924577,9395149,10375,519053,9924577,109657,16759,12736,25604,117849,2373718,1532,18174,350385,12994,1325,2649,4533351,1435287,768390,111511,32656,690688,585301,330,71411,11344,22302
2014:Q2,9914793,9378116,10868,525809,9914793,107006,17046,12702,25400,115750,2392769,1789,18122,357161,13732,1387,3412,4516095,1443921,744475,109069,34957,684434,579740,328,71708,10844,21814
2014:Q3,9925209,9381871,11244,532094,9925209,104355,17340,12668,25656,111546,2392051,2283,17446,366474,14650,1457,2758,4527778,1461923,718917,106683,41224,679598,574274,319,73295,10373,21337
2014:Q4,9937429,9388069,11491,537869,9937429,101704,17637,12634,26622,114621,2390616,2885,17288,372468,15850,1363,2935,4538046,1474761,699607,104623,43769,673054,568200,409,73619,9901,20925
2015:Q1,9910394,9352444,11989,545961,9910394,99053,21211,13269,27456,117791,2395717,2770,16279,377094,15994,1481,3139,4527068,1468885,679318,101142,42727,660764,557512,401,73201,9422,20228
2015:Q2,9955464,9388877,12496,554091,9955464,96402,24705,13905,28007,116651,2419562,2822,16081,387094,17176,1449,3305,4537512,1491089,654097,96575,49032,652763,550006,398,74059,8985,19315
2015:Q3,10005143,9430309,12925,561909,10005143,93751,28239,14540,28476,114558,2419703,2576,15891,397688,18374,1417,3389,4564221,1536482,625146,92854,47838,643351,541088,397,74813,8482,18571
2015:Q4,10077475,9493968,13440,570067,10077475,91100,31768,15175,28369,119118,2433592,1526,15665,404865,20268,1384,2886,4570998,1568836,602610,123427,45888,641913,533088,406,75660,8073,24686
2016:Q1,10077281,9484266,13953,579062,10077281,88449,28360,14996,28892,119808,2442440,1423,15507,402982,20877,1389,3032,4568328,1587741,583643,120604,48810,630694,523414,318,75256,7585,24121
2016:Q2,10138295,9536321,14356,587618,10138295,85798,24965,14817,29066,120582,2484674,1131,15287,416732,21786,1393,3305,4572539,1614763,564534,115998,50925,624900,516434,309,78189,6768,23200
2016:Q3,10222132,9610103,14978,597051,10222132,83144,21567,14638,29002,123843,2509551,1124,15144,430379,22649,1397,6544,4597735,1648377,541919,113275,61844,614051,506640,318,78093,6345,22655
2016:Q4,10280296,9660274,15188,604834,10280296,82272,18153,14459,29879,125057,2510000,1172,14968,439413,23981,1401,5232,4644775,1684649,518039,106777,60069,600750,494813,322,78277,5982,21356
2017:Q1,10339895,9707915,15458,616522,10339895,81400,18520,15217,28939,127285,2492212,1147,14749,447317,24627,1471,3740,4688119,1720838,507657,104918,61739,590391,483340,310,78779,6978,20984
2017:Q2,10418837,9775709,15567,627561,10418837,80528,18906,15975,29436,127334,2525626,1134,14581,458839,25517,1540,2976,4703391,1755769,493063,100529,63693,584447,475988,302,81302,6749,20106
2017:Q3,10512509,9857084,15905,639520,10512509,79656,19279,16732,29103,128371,2545075,1116,14468,471582,25923,1610,1495,4736057,1796559,482952,99043,63488,576707,467778,293,82432,6395,19809
2017:Q4,10597961,9930828,16125,651008,10597961,78784,19651,17490,29032,132254,2556959,1064,15277,481373,26489,1679,2484,4775581,1825684,474164,95223,64773,569883,460376,271,84142,6049,19045
2018:Q1,10642017,9968009,16428,657580,10642017,77912,19939,17584,29027,129917,2557451,1068,14915,491238,27968,1634,2678,4797501,1848742,466107,96884,61452,555118,446370,253,83362,5756,19377
2018:Q2,10730483,10049913,16669,663901,10730483,77040,20231,17678,29004,133314,2570068,1354,14645,503710,29633,1589,3393,4821625,1878218,472515,94829,61637,546762,435826,246,85999,5725,18966
2018:Q3,10833670,10145563,17105,671002,10833670,76168,20523,17772,29094,135630,2588032,1540,14346,514519,31382,1545,4515,4856526,1915188,472789,89902,64199,538213,427316,240,86976,5701,17980
2018:Q4,10899909,10206576,17079,676254,10899909,75296,20814,17866,29201,133182,2585948,1606,14079,523013,32991,1500,4438,4883889,1948715,467799,87083,72489,533307,420198,231,89477,5984,17417
2019:Q1,10929974,10232885,17332,679757,10929974,74424,21138,18021,29262,132910,2581097,1552,13774,527362,34622,1490,3482,4898141,1964254,466474,88868,73103,523957,409434,224,89855,6670,17774
2019:Q2,11017661,10318605,17229,681827,11017661,73552,21462,18175,28992,131207,2614967,1551,13610,538905,35796,1480,3226,4918449,1982790,467505,86993,79001,518980,402027,225,92727,6602,17399
