1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q4,6719,0,0,0,0,0,0,3920,3920,3836,0,0,84,0,0,0,0,2799,2136,663,0,0,0,6719,84,0,0,0,84,0,84,0,0,0,6635,2136,2136,0,4499,0,663,3836,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-2715,1784,-4499,2799,0
1964:Q1,6627,0,0,0,0,0,0,3676,3676,3592,0,0,84,0,0,0,0,2951,2264,687,0,0,0,6627,84,0,0,0,84,0,84,0,0,0,6543,2264,2264,0,4279,0,687,3592,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-2867,1412,-4279,2951,0
1964:Q2,7341,0,0,0,0,0,0,3992,3992,3920,0,0,72,0,0,0,0,3349,2624,725,0,0,0,7341,72,0,0,0,72,0,72,0,0,0,7269,2624,2624,0,4645,0,725,3920,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,-72,0,-3277,1368,-4645,3349,0
1964:Q3,7835,0,0,0,0,0,0,4408,4408,4324,0,0,84,0,0,0,0,3427,2668,759,0,0,0,7835,84,0,0,0,84,0,84,0,0,0,7751,2668,2668,0,5083,0,759,4324,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-3343,1740,-5083,3427,0
1964:Q4,7673,0,0,0,0,0,0,4180,4180,4096,0,0,84,0,0,0,0,3493,2712,781,0,0,0,7673,84,0,0,0,84,0,84,0,0,0,7589,2712,2712,0,4877,0,781,4096,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-3409,1468,-4877,3493,0
1965:Q1,7682,0,0,0,0,0,0,4088,4088,4004,0,0,84,0,0,0,0,3594,2808,786,0,0,0,7682,84,0,0,0,84,0,84,0,0,0,7598,2808,2808,0,4790,0,786,4004,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-3510,1280,-4790,3594,0
1965:Q2,7446,0,0,0,0,0,0,4024,4024,3928,0,0,96,0,0,0,0,3422,2632,790,0,0,0,7446,96,0,0,0,96,0,96,0,0,0,7350,2632,2632,0,4718,0,790,3928,0,0,0,0,0,0,0,0,-96,0,0,0,0,0,0,0,0,0,-96,0,-3326,1392,-4718,3422,0
1965:Q3,7542,0,0,0,0,0,0,3928,3928,3864,0,0,64,0,0,0,0,3614,2816,798,0,0,0,7542,64,0,0,0,64,0,64,0,0,0,7478,2816,2816,0,4662,0,798,3864,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,-64,0,-3550,1112,-4662,3614,0
1965:Q4,7902,0,0,0,0,0,0,4100,4100,4020,0,0,80,0,0,0,0,3802,3004,798,0,0,0,7902,80,0,0,0,80,0,80,0,0,0,7822,3004,3004,0,4818,0,798,4020,0,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,-80,0,-3722,1096,-4818,3802,0
1966:Q1,8286,0,0,0,0,0,0,4340,4340,4260,0,0,80,0,0,0,0,3946,3148,798,0,0,0,8286,80,0,0,0,80,0,80,0,0,0,8206,3148,3148,0,5058,0,798,4260,0,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,-80,0,-3866,1192,-5058,3946,0
1966:Q2,8359,0,0,0,0,0,0,4392,4392,4292,0,0,100,0,0,0,0,3967,3144,823,0,0,0,8359,100,0,0,0,100,0,100,0,0,0,8259,3144,3144,0,5115,0,823,4292,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100,0,-3867,1248,-5115,3967,0
1966:Q3,8293,0,0,0,0,0,0,4448,4448,4384,0,0,64,0,0,0,0,3845,2992,853,0,0,0,8293,64,0,0,0,64,0,64,0,0,0,8229,2992,2992,0,5237,0,853,4384,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,-64,0,-3781,1456,-5237,3845,0
1966:Q4,8154,0,0,0,0,0,0,4368,4368,4280,0,0,88,0,0,0,0,3786,2900,886,0,0,0,8154,88,0,0,0,88,0,88,0,0,0,8066,2900,2900,0,5166,0,886,4280,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,-88,0,-3698,1468,-5166,3786,0
1967:Q1,8287,0,0,0,0,0,0,4300,4300,4212,0,0,88,0,0,0,0,3987,3088,899,0,0,0,8287,88,0,0,0,88,0,88,0,0,0,8199,3088,3088,0,5111,0,899,4212,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,-88,0,-3899,1212,-5111,3987,0
1967:Q2,7287,0,0,0,0,0,0,3416,3416,3332,0,0,84,0,0,0,0,3871,2960,911,0,0,0,7287,84,0,0,0,84,0,84,0,0,0,7203,2960,2960,0,4243,0,911,3332,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-3787,456,-4243,3871,0
1967:Q3,8659,0,0,0,0,0,0,4496,4496,4412,0,0,84,0,0,0,0,4163,3244,919,0,0,0,8659,84,0,0,0,84,0,84,0,0,0,8575,3244,3244,0,5331,0,919,4412,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-4079,1252,-5331,4163,0
1967:Q4,8719,0,0,0,0,0,0,4828,4828,4744,0,0,84,0,0,0,0,3891,2968,923,0,0,0,8719,84,0,0,0,84,0,84,0,0,0,8635,2968,2968,0,5667,0,923,4744,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,-84,0,-3807,1860,-5667,3891,0
1968:Q1,9588,0,0,0,0,0,0,5900,5900,5800,0,0,100,0,0,0,0,3688,2776,912,0,0,0,9588,100,0,0,0,100,0,100,0,0,0,9488,2776,2776,0,6712,0,912,5800,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-100,0,-3588,3124,-6712,3688,0
1968:Q2,9504,0,0,0,0,0,0,5468,5468,5352,0,0,116,0,0,0,0,4036,3092,944,0,0,0,9504,116,0,0,0,116,0,116,0,0,0,9388,3092,3092,0,6296,0,944,5352,0,0,0,0,0,0,0,0,-116,0,0,0,0,0,0,0,0,0,-116,0,-3920,2376,-6296,4036,0
1968:Q3,10553,0,0,0,0,0,0,6336,6336,6192,0,0,144,0,0,0,0,4217,3244,973,0,0,0,10553,144,0,0,0,144,0,144,0,0,0,10409,3244,3244,0,7165,0,973,6192,0,0,0,0,0,0,0,0,-144,0,0,0,0,0,0,0,0,0,-144,0,-4073,3092,-7165,4217,0
1968:Q4,10679,0,0,0,0,0,0,6268,6268,6180,0,0,88,0,0,0,0,4411,3400,1011,0,0,0,10679,88,0,0,0,88,0,88,0,0,0,10591,3400,3400,0,7191,0,1011,6180,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,-88,0,-4323,2868,-7191,4411,0
1969:Q1,10466,0,0,0,0,0,0,5904,5904,5820,0,0,80,0,4,0,0,4562,3464,1098,0,0,0,10466,80,0,0,0,80,0,80,0,0,0,10382,3464,3464,0,6918,0,1098,5820,0,0,0,0,4,4,0,0,-80,0,0,0,0,0,0,0,0,0,-80,0,-4478,2440,-6918,4562,-4
1969:Q2,10636,0,0,0,0,0,0,5836,5836,5760,0,0,76,0,0,0,0,4800,3688,1112,0,0,0,10636,76,0,0,0,76,0,76,0,0,0,10560,3688,3688,0,6872,0,1112,5760,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,0,0,0,-76,0,-4724,2148,-6872,4800,0
1969:Q3,10221,0,0,0,0,0,0,5672,5672,5596,0,0,72,0,4,0,0,4549,3540,1009,0,0,0,10221,72,0,0,0,72,0,72,0,0,0,10145,3540,3540,0,6605,0,1009,5596,0,0,0,0,4,4,0,0,-72,0,0,0,0,0,0,0,0,0,-72,0,-4473,2132,-6605,4549,-4
1969:Q4,10617,0,0,0,0,0,0,6028,6028,5948,0,0,80,0,0,0,0,4589,3560,1029,0,0,0,10617,80,0,0,0,80,0,80,0,0,0,10537,3560,3560,0,6977,0,1029,5948,0,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,-80,0,-4509,2468,-6977,4589,0
1970:Q1,10448,0,0,0,0,0,0,5680,5680,5576,0,0,104,0,0,0,0,4768,3752,1016,0,0,0,10448,104,0,0,0,104,0,104,0,0,0,10344,3752,3752,0,6592,0,1016,5576,0,0,0,0,0,0,0,0,-104,0,0,0,0,0,0,0,0,0,-104,0,-4664,1928,-6592,4768,0
1970:Q2,10144,0,0,0,0,0,0,5360,5360,5228,0,0,128,0,4,0,0,4784,3700,1084,0,0,0,10144,128,0,0,0,128,0,128,0,0,0,10012,3700,3700,0,6312,0,1084,5228,0,0,0,0,4,4,0,0,-128,0,0,0,0,0,0,0,0,0,-128,0,-4652,1660,-6312,4784,-4
1970:Q3,9604,0,0,0,0,0,0,4928,4928,4816,0,0,108,0,4,0,0,4676,3552,1124,0,0,0,9604,108,0,0,0,108,0,108,0,0,0,9492,3552,3552,0,5940,0,1124,4816,0,0,0,0,4,4,0,0,-108,0,0,0,0,0,0,0,0,0,-108,0,-4564,1376,-5940,4676,-4
1970:Q4,9900,0,0,0,0,0,0,5072,5072,4900,0,0,160,0,12,0,0,4828,3724,1104,0,0,0,9900,160,0,0,0,160,0,160,0,0,0,9728,3724,3724,0,6004,0,1104,4900,0,0,0,0,12,12,0,0,-160,0,0,0,0,0,0,0,0,0,-160,0,-4656,1348,-6004,4828,-12
1971:Q1,10594,0,0,0,0,0,0,5640,5640,5464,0,0,164,0,12,0,0,4954,3784,1170,0,0,0,10594,164,0,0,0,164,0,164,0,0,0,10418,3784,3784,0,6634,0,1170,5464,0,0,0,0,12,12,0,0,-164,0,0,0,0,0,0,0,0,0,-164,0,-4778,1856,-6634,4954,-12
1971:Q2,11479,0,0,0,0,0,0,6444,6444,6312,0,0,120,0,12,0,0,5035,3840,1195,0,0,0,11479,120,0,0,0,120,0,120,0,0,0,11347,3840,3840,0,7507,0,1195,6312,0,0,0,0,12,12,0,0,-120,0,0,0,0,0,0,0,0,0,-120,0,-4903,2604,-7507,5035,-12
1971:Q3,11346,0,0,0,0,0,0,5896,5896,5756,0,0,124,0,16,0,0,5450,4136,1314,0,0,0,11346,124,0,0,0,124,0,124,0,0,0,11206,4136,4136,0,7070,0,1314,5756,0,0,0,0,16,16,0,0,-124,0,0,0,0,0,0,0,0,0,-124,0,-5310,1760,-7070,5450,-16
1971:Q4,13565,0,0,0,0,0,0,5816,5816,5644,0,0,148,0,24,0,0,7749,6592,1157,0,0,0,13565,148,0,0,0,148,0,148,0,0,0,13393,6592,6592,0,6801,0,1157,5644,0,0,0,0,24,24,0,0,-148,0,0,0,0,0,0,0,0,0,-148,0,-7577,-776,-6801,7749,-24
1972:Q1,13601,0,0,0,0,0,0,5864,5864,5668,0,0,172,0,24,0,0,7737,6400,1337,0,0,0,13601,172,0,0,0,172,0,172,0,0,0,13405,6400,6400,0,7005,0,1337,5668,0,0,0,0,24,24,0,0,-172,0,0,0,0,0,0,0,0,0,-172,0,-7541,-536,-7005,7737,-24
1972:Q2,11476,0,0,0,0,0,0,5452,5452,5216,0,0,212,0,24,0,0,6024,4612,1412,0,0,0,11476,212,0,0,0,212,0,212,0,0,0,11240,4612,4612,0,6628,0,1412,5216,0,0,0,0,24,24,0,0,-212,0,0,0,0,0,0,0,0,0,-212,0,-5788,840,-6628,6024,-24
1972:Q3,13463,0,0,0,0,0,0,7028,7028,6724,0,0,268,0,36,0,0,6435,4992,1443,0,0,0,13463,268,0,0,0,268,0,268,0,0,0,13159,4992,4992,0,8167,0,1443,6724,0,0,0,0,36,36,0,0,-268,0,0,0,0,0,0,0,0,0,-268,0,-6131,2036,-8167,6435,-36
1972:Q4,12880,0,0,0,0,0,0,5860,5860,5700,0,0,124,0,36,0,0,7020,5440,1580,0,0,0,12880,124,0,0,0,124,0,124,0,0,0,12720,5440,5440,0,7280,0,1580,5700,0,0,0,0,36,36,0,0,-124,0,0,0,0,0,0,0,0,0,-124,0,-6860,420,-7280,7020,-36
1973:Q1,13188,0,0,0,0,0,0,5932,5932,5740,0,0,156,0,36,0,0,7256,5664,1592,0,0,0,13188,156,0,0,0,156,0,156,0,0,0,12996,5664,5664,0,7332,0,1592,5740,0,0,0,0,36,36,0,0,-156,0,0,0,0,0,0,0,0,0,-156,0,-7064,268,-7332,7256,-36
1973:Q2,12508,0,0,0,0,0,0,6392,6392,6208,0,0,148,0,36,0,0,6116,4680,1436,0,0,0,12508,148,0,0,0,148,0,148,0,0,0,12324,4680,4680,0,7644,0,1436,6208,0,0,0,0,36,36,0,0,-148,0,0,0,0,0,0,0,0,0,-148,0,-5932,1712,-7644,6116,-36
1973:Q3,11844,0,0,0,0,0,0,5532,5532,5344,0,0,148,0,40,0,0,6312,4812,1500,0,0,0,11844,148,0,0,0,148,0,148,0,0,0,11656,4812,4812,0,6844,0,1500,5344,0,0,0,0,40,40,0,0,-148,0,0,0,0,0,0,0,0,0,-148,0,-6124,720,-6844,6312,-40
1973:Q4,12852,0,0,0,0,0,0,6132,6132,5920,0,0,176,0,36,0,0,6720,5212,1508,0,0,0,12852,176,0,0,0,176,0,176,0,0,0,12640,5212,5212,0,7428,0,1508,5920,0,0,0,0,36,36,0,0,-176,0,0,0,0,0,0,0,0,0,-176,0,-6508,920,-7428,6720,-36
1974:Q1,14712,0,0,0,0,0,0,7992,7992,7760,0,0,196,0,36,0,0,6720,5240,1480,0,0,0,14712,196,0,0,0,196,0,196,0,0,0,14480,5240,5240,0,9240,0,1480,7760,0,0,0,0,36,36,0,0,-196,0,0,0,0,0,0,0,0,0,-196,0,-6488,2752,-9240,6720,-36
1974:Q2,15248,0,0,0,0,0,0,8840,8840,8572,0,0,232,0,36,0,0,6408,4888,1520,0,0,0,15248,232,0,0,0,232,0,232,0,0,0,14980,4888,4888,0,10092,0,1520,8572,0,0,0,0,36,36,0,0,-232,0,0,0,0,0,0,0,0,0,-232,0,-6140,3952,-10092,6408,-36
1974:Q3,12908,0,0,0,0,0,0,6744,6744,6496,0,0,212,0,36,0,0,6164,4636,1528,0,0,0,12908,212,0,0,0,212,0,212,0,0,0,12660,4636,4636,0,8024,0,1528,6496,0,0,0,0,36,36,0,0,-212,0,0,0,0,0,0,0,0,0,-212,0,-5916,2108,-8024,6164,-36
1974:Q4,14028,0,0,0,0,0,0,8128,8128,7840,0,0,252,0,36,0,0,5900,4416,1484,0,0,0,14028,252,0,0,0,252,0,252,0,0,0,13740,4416,4416,0,9324,0,1484,7840,0,0,0,0,36,36,0,0,-252,0,0,0,0,0,0,0,0,0,-252,0,-5612,3712,-9324,5900,-36
1975:Q1,14904,0,0,0,0,0,0,8956,8956,8652,0,0,256,0,48,0,0,5948,4476,1472,0,0,0,14904,256,0,0,0,256,0,256,0,0,0,14600,4476,4476,0,10124,0,1472,8652,0,0,0,0,48,48,0,0,-256,0,0,0,0,0,0,0,0,0,-256,0,-5644,4480,-10124,5948,-48
1975:Q2,14565,0,0,0,0,0,0,8100,8100,7804,0,0,236,0,60,0,0,6465,4932,1533,0,0,0,14565,236,0,0,0,236,0,236,0,0,0,14269,4932,4932,0,9337,0,1533,7804,0,0,0,0,60,60,0,0,-236,0,0,0,0,0,0,0,0,0,-236,0,-6169,3168,-9337,6465,-60
1975:Q3,17785,0,0,0,0,0,0,11068,11068,10772,0,0,236,0,60,0,0,6717,5144,1573,0,0,0,17785,236,0,0,0,236,0,236,0,0,0,17489,5144,5144,0,12345,0,1573,10772,0,0,0,0,60,60,0,0,-236,0,0,0,0,0,0,0,0,0,-236,0,-6421,5924,-12345,6717,-60
1975:Q4,17382,0,0,0,0,0,0,10720,10720,10424,0,0,236,0,60,0,0,6662,4996,1666,0,0,0,17382,236,0,0,0,236,0,236,0,0,0,17086,4996,4996,0,12090,0,1666,10424,0,0,0,0,60,60,0,0,-236,0,0,0,0,0,0,0,0,0,-236,0,-6366,5724,-12090,6662,-60
1976:Q1,17114,0,0,0,0,0,0,10308,10308,10012,0,0,236,0,60,0,0,6806,5220,1586,0,0,0,17114,236,0,0,0,236,0,236,0,0,0,16818,5220,5220,0,11598,0,1586,10012,0,0,0,0,60,60,0,0,-236,0,0,0,0,0,0,0,0,0,-236,0,-6510,5088,-11598,6806,-60
1976:Q2,17077,0,0,0,0,0,0,10012,10012,9760,0,0,204,0,48,0,0,7065,5496,1569,0,0,0,17077,204,0,0,0,204,0,204,0,0,0,16825,5496,5496,0,11329,0,1569,9760,0,0,0,0,48,48,0,0,-204,0,0,0,0,0,0,0,0,0,-204,0,-6813,4516,-11329,7065,-48
1976:Q3,17993,0,0,0,0,0,0,10820,10820,10592,0,0,180,0,48,0,0,7173,5492,1681,0,0,0,17993,180,0,0,0,180,0,180,0,0,0,17765,5492,5492,0,12273,0,1681,10592,0,0,0,0,48,48,0,0,-180,0,0,0,0,0,0,0,0,0,-180,0,-6945,5328,-12273,7173,-48
1976:Q4,19228,0,0,0,0,0,0,11328,11328,11108,0,0,172,0,48,0,0,7900,6124,1776,0,0,0,19228,172,0,0,0,172,0,172,0,0,0,19008,6124,6124,0,12884,0,1776,11108,0,0,0,0,48,48,0,0,-172,0,0,0,0,0,0,0,0,0,-172,0,-7680,5204,-12884,7900,-48
1977:Q1,25042,0,0,0,0,0,0,10880,10880,10716,0,0,112,0,52,0,0,14162,12028,2134,0,0,0,25042,112,0,0,0,112,0,112,0,0,0,24878,12028,12028,0,12850,0,2134,10716,0,0,0,0,52,52,0,0,-112,0,0,0,0,0,0,0,0,0,-112,0,-13998,-1148,-12850,14162,-52
1977:Q2,18810,0,0,0,0,0,0,10936,10936,10652,0,0,224,0,60,0,0,7874,5488,2386,0,0,0,18810,224,0,0,0,224,0,224,0,0,0,18526,5488,5488,0,13038,0,2386,10652,0,0,0,0,60,60,0,0,-224,0,0,0,0,0,0,0,0,0,-224,0,-7590,5448,-13038,7874,-60
1977:Q3,19709,0,0,0,0,0,0,12056,12056,11804,0,0,180,0,72,0,0,7653,5688,1965,0,0,0,19709,180,0,0,0,180,0,180,0,0,0,19457,5688,5688,0,13769,0,1965,11804,0,0,0,0,72,72,0,0,-180,0,0,0,0,0,0,0,0,0,-180,0,-7401,6368,-13769,7653,-72
1977:Q4,18315,0,0,0,0,0,0,10900,10900,10700,0,0,128,0,72,0,0,7415,5424,1991,0,0,0,18315,128,0,0,0,128,0,128,0,0,0,18115,5424,5424,0,12691,0,1991,10700,0,0,0,0,72,72,0,0,-128,0,0,0,0,0,0,0,0,0,-128,0,-7215,5476,-12691,7415,-72
1978:Q1,18364,0,0,0,0,0,0,11196,11196,10968,0,0,144,0,84,0,0,7168,5296,1872,0,0,0,18364,144,0,0,0,144,0,144,0,0,0,18136,5296,5296,0,12840,0,1872,10968,0,0,0,0,84,84,0,0,-144,0,0,0,0,0,0,0,0,0,-144,0,-6940,5900,-12840,7168,-84
1978:Q2,18876,0,0,0,0,0,0,11780,11780,11528,0,0,168,0,84,0,0,7096,5144,1952,0,0,0,18876,168,0,0,0,168,0,168,0,0,0,18624,5144,5144,0,13480,0,1952,11528,0,0,0,0,84,84,0,0,-168,0,0,0,0,0,0,0,0,0,-168,0,-6844,6636,-13480,7096,-84
1978:Q3,19368,0,0,0,0,0,0,12172,12172,11908,0,0,180,0,84,0,0,7196,5140,2056,0,0,0,19368,180,0,0,0,180,0,180,0,0,0,19104,5140,5140,0,13964,0,2056,11908,0,0,0,0,84,84,0,0,-180,0,0,0,0,0,0,0,0,0,-180,0,-6932,7032,-13964,7196,-84
1978:Q4,20084,0,0,0,0,0,0,12788,12788,12528,0,0,164,0,96,0,0,7296,5268,2028,0,0,0,20084,164,0,0,0,164,0,164,0,0,0,19824,5268,5268,0,14556,0,2028,12528,0,0,0,0,96,96,0,0,-164,0,0,0,0,0,0,0,0,0,-164,0,-7036,7520,-14556,7296,-96
1979:Q1,21336,0,0,0,0,0,0,13888,13888,13592,0,0,200,0,96,0,0,7448,5408,2040,0,0,0,21336,200,0,0,0,200,0,200,0,0,0,21040,5408,5408,0,15632,0,2040,13592,0,0,0,0,96,96,0,0,-200,0,0,0,0,0,0,0,0,0,-200,0,-7152,8480,-15632,7448,-96
1979:Q2,20696,0,0,0,0,0,0,13384,13384,13048,0,0,228,0,108,0,0,7312,5344,1968,0,0,0,20696,228,0,0,0,228,0,228,0,0,0,20360,5344,5344,0,15016,0,1968,13048,0,0,0,0,108,108,0,0,-228,0,0,0,0,0,0,0,0,0,-228,0,-6976,8040,-15016,7312,-108
1979:Q3,22132,0,0,0,0,0,0,14668,14668,14292,0,0,268,0,108,0,0,7464,5400,2064,0,0,0,22132,268,0,0,0,268,0,268,0,0,0,21756,5400,5400,0,16356,0,2064,14292,0,0,0,0,108,108,0,0,-268,0,0,0,0,0,0,0,0,0,-268,0,-7088,9268,-16356,7464,-108
1979:Q4,24088,0,0,0,0,0,0,16148,16148,15752,0,0,276,0,120,0,0,7940,5824,2116,0,0,0,24088,276,0,0,0,276,0,276,0,0,0,23692,5824,5824,0,17868,0,2116,15752,0,0,0,0,120,120,0,0,-276,0,0,0,0,0,0,0,0,0,-276,0,-7544,10324,-17868,7940,-120
1980:Q1,24840,0,0,0,0,0,0,16672,16672,16260,0,0,292,0,120,0,0,8168,6032,2136,0,0,0,24840,292,0,0,0,292,0,292,0,0,0,24428,6032,6032,0,18396,0,2136,16260,0,0,0,0,120,120,0,0,-292,0,0,0,0,0,0,0,0,0,-292,0,-7756,10640,-18396,8168,-120
1980:Q2,25664,0,0,0,0,0,0,16948,16948,16536,0,0,284,0,128,0,0,8716,6484,2232,0,0,0,25664,284,0,0,0,284,0,284,0,0,0,25252,6484,6484,0,18768,0,2232,16536,0,0,0,0,128,128,0,0,-284,0,0,0,0,0,0,0,0,0,-284,0,-8304,10464,-18768,8716,-128
1980:Q3,25548,0,0,0,0,0,0,16252,16252,15916,0,0,204,0,132,0,0,9296,6964,2332,0,0,0,25548,204,0,0,0,204,0,204,0,0,0,25212,6964,6964,0,18248,0,2332,15916,0,0,0,0,132,132,0,0,-204,0,0,0,0,0,0,0,0,0,-204,0,-8960,9288,-18248,9296,-132
1980:Q4,26016,0,0,0,0,0,0,17084,17084,16628,0,0,324,0,132,0,0,8932,6576,2356,0,0,0,26016,324,0,0,0,324,0,324,0,0,0,25560,6576,6576,0,18984,0,2356,16628,0,0,0,0,132,132,0,0,-324,0,0,0,0,0,0,0,0,0,-324,0,-8476,10508,-18984,8932,-132
1981:Q1,25060,0,0,0,0,0,0,16408,16408,16092,0,0,188,0,128,0,0,8652,6348,2304,0,0,0,25060,188,0,0,0,188,0,188,0,0,0,24744,6348,6348,0,18396,0,2304,16092,0,0,0,0,128,128,0,0,-188,0,0,0,0,0,0,0,0,0,-188,0,-8336,10060,-18396,8652,-128
1981:Q2,25116,0,0,0,0,0,0,15992,15992,15716,0,0,156,0,120,0,0,9124,6724,2400,0,0,0,25116,156,0,0,0,156,0,156,0,0,0,24840,6724,6724,0,18116,0,2400,15716,0,0,0,0,120,120,0,0,-156,0,0,0,0,0,0,0,0,0,-156,0,-8848,9268,-18116,9124,-120
1981:Q3,24640,0,0,0,0,0,0,15132,15132,14828,0,0,184,0,120,0,0,9508,7124,2384,0,0,0,24640,184,0,0,0,184,0,184,0,0,0,24336,7124,7124,0,17212,0,2384,14828,0,0,0,0,120,120,0,0,-184,0,0,0,0,0,0,0,0,0,-184,0,-9204,8008,-17212,9508,-120
1981:Q4,25176,0,0,0,0,0,0,15412,15412,15012,0,0,280,0,120,0,0,9764,7368,2396,0,0,0,25176,280,0,0,0,280,0,280,0,0,0,24776,7368,7368,0,17408,0,2396,15012,0,0,0,0,120,120,0,0,-280,0,0,0,0,0,0,0,0,0,-280,0,-9364,8044,-17408,9764,-120
1982:Q1,25712,0,0,0,0,0,0,14236,14236,13852,0,0,264,0,120,0,0,11476,9028,2448,0,0,0,25712,264,0,0,0,264,0,264,0,0,0,25328,9028,9028,0,16300,0,2448,13852,0,0,0,0,120,120,0,0,-264,0,0,0,0,0,0,0,0,0,-264,0,-11092,5208,-16300,11476,-120
1982:Q2,25244,0,0,0,0,0,0,14908,14908,14552,0,0,240,0,116,0,0,10336,7756,2580,0,0,0,25244,240,0,0,0,240,0,240,0,0,0,24888,7756,7756,0,17132,0,2580,14552,0,0,0,0,116,116,0,0,-240,0,0,0,0,0,0,0,0,0,-240,0,-9980,7152,-17132,10336,-116
1982:Q3,24820,0,0,0,0,0,0,14816,14816,14544,0,0,164,0,108,0,0,10004,7328,2676,0,0,0,24820,164,0,0,0,164,0,164,0,0,0,24548,7328,7328,0,17220,0,2676,14544,0,0,0,0,108,108,0,0,-164,0,0,0,0,0,0,0,0,0,-164,0,-9732,7488,-17220,10004,-108
1982:Q4,23316,0,0,0,0,0,0,14720,14720,14484,0,0,128,0,108,0,0,8596,5948,2648,0,0,0,23316,128,0,0,0,128,0,128,0,0,0,23080,5948,5948,0,17132,0,2648,14484,0,0,0,0,108,108,0,0,-128,0,0,0,0,0,0,0,0,0,-128,0,-8360,8772,-17132,8596,-108
1983:Q1,24356,0,0,0,0,0,0,16072,16072,15900,0,0,64,0,108,0,0,8284,5556,2728,0,0,0,24356,64,0,0,0,64,0,64,0,0,0,24184,5556,5556,0,18628,0,2728,15900,0,0,0,0,108,108,0,0,-64,0,0,0,0,0,0,0,0,0,-64,0,-8112,10516,-18628,8284,-108
1983:Q2,22776,0,0,0,0,0,0,14344,14344,14200,0,0,40,0,104,0,0,8432,5804,2628,0,0,0,22776,40,0,0,0,40,0,40,0,0,0,22632,5804,5804,0,16828,0,2628,14200,0,0,0,0,104,104,0,0,-40,0,0,0,0,0,0,0,0,0,-40,0,-8288,8540,-16828,8432,-104
1983:Q3,24920,0,0,0,0,0,0,16036,16036,15904,0,0,36,0,96,0,0,8884,6468,2416,0,0,0,24920,36,0,0,0,36,0,36,0,0,0,24788,6468,6468,0,18320,0,2416,15904,0,0,0,0,96,96,0,0,-36,0,0,0,0,0,0,0,0,0,-36,0,-8752,9568,-18320,8884,-96
1983:Q4,23436,0,0,0,0,0,0,15876,15876,15768,0,0,12,0,96,0,0,7560,5264,2296,0,0,0,23436,12,0,0,0,12,0,12,0,0,0,23328,5264,5264,0,18064,0,2296,15768,0,0,0,0,96,96,0,0,-12,0,0,0,0,0,0,0,0,0,-12,0,-7452,10612,-18064,7560,-96
