date,FU316010105.Q,FU316210001.Q,FU316240001.Q,FU316231001.Q,FU316231061.Q,FU316601001.Q,FU316150105.Q,FU316403105.Q,FU316402101.Q,FU316900005.Q,FU316901001.Q,FU316404001.Q,FU316403001.Q,FU316130001.Q,FU316402001.Q,FU316006005.Q,FU316300001.Q,FU313154015.Q,FU315440095.Q,FU316000105.Q,FU315090005.Q,FU315019001.Q,FU315420003.Q,FU315000005.Q,FU314090005.Q,FU313011005.Q,FU313020005.Q,FU313030003.Q,FU314022005.Q,FU313061703.Q,FU313063763.Q,FU314023005.Q,FU313069005.Q,FU313065005.Q,FU313066220.Q,FU313064105.Q,FU313081115.Q,FU313070000.Q,FU313078000.Q,FU313091105.Q,FU314190005.Q,FU313111303.Q,FU713014003.Q,FU313112003.Q,FU314122005.Q,FU313161105.Q,FU313161705.Q,FU314123005.Q,FU313165403.Q,FU313169005.Q,FU313169205.Q,FU313140003.Q,FU313170005.Q,FU313190005.Q,FU343073045.Q,FU313172003.Q,FU313190015.Q,FU317005005.Q,FU314000105.Q
1965:Q1,28636,12290,3902,6284,49,5229,828,221,-167,29667,15312,6864,2327,4539,625,-1032,4918,-79,320,3645,4711,6566,149,-2003,1434,-44,1986,-12,6,6,0,753,787,-34,0,0,0,36,-1150,-141,3437,0,0,34,-507,-593,86,452,24,428,428,31,7,3420,3368,0,52,-1066,1811
1965:Q2,31031,12946,4231,7085,51,5886,842,229,-239,30530,16007,6626,2979,4620,298,500,4974,498,348,4628,8925,6567,39,2320,3177,532,3131,0,7,7,0,676,789,-113,0,0,-5,128,-1386,94,857,0,0,37,-3544,-3202,-342,1120,26,1094,1094,34,48,3162,3000,0,162,-4297,3296
1965:Q3,29484,12801,3428,6753,53,5634,851,240,-276,33257,17412,7273,2443,4668,1461,-3774,5034,-51,278,1033,1857,6799,129,-5070,-2232,-169,-4510,-10,22,22,0,484,453,31,0,0,-5,198,1643,114,2838,0,0,48,-1218,-1520,302,401,-15,416,416,35,259,3313,3399,0,-86,-824,-4199
1965:Q4,31277,13030,3866,7480,53,5993,801,247,-193,32487,17765,6952,2400,4765,605,-1210,5088,-91,274,3694,-2287,6767,156,-9209,851,-58,-2182,0,-2,-2,0,994,897,97,0,0,0,26,2124,-51,10060,0,0,115,5975,5573,402,264,-16,280,280,34,258,3414,3602,0,-188,5981,-2073
1966:Q1,31332,13490,3067,7129,54,6728,904,249,-289,33520,17567,7469,3072,4860,552,-2189,5142,-92,298,2747,3859,7252,254,-3646,650,-204,266,0,22,22,0,1189,974,215,0,0,52,208,-792,-91,4296,0,0,178,375,-65,440,177,-15,192,192,29,-13,3550,3687,0,-137,-1112,-347
1966:Q2,35303,14499,4053,7852,54,7911,938,253,-257,34916,18506,7209,3834,5002,365,387,5224,516,312,4782,10559,7187,137,3236,3530,53,6264,-10,39,39,0,647,435,212,0,0,38,163,-3753,90,294,0,0,301,-5030,-6549,1519,1781,-15,1796,1796,28,95,3119,3310,0,-191,-5777,6196
1966:Q3,34730,15060,3506,7300,60,7970,986,256,-408,38487,20489,7486,3207,5122,2183,-3757,5300,-104,364,1283,1832,7778,184,-6129,-386,-128,-4309,-10,441,441,0,1466,1173,293,0,0,14,471,1541,128,5743,0,0,197,1463,2170,-707,-88,-15,-73,-73,26,271,3874,3775,0,99,-549,-4418
1966:Q4,36023,15553,3823,7498,60,8011,1058,261,-241,37451,19924,8183,3239,5280,825,-1429,5383,-52,367,3639,-1864,7872,69,-9804,859,24,-2577,-10,808,808,0,606,289,317,0,0,-110,407,1573,138,10663,0,0,223,5660,5557,103,511,-17,528,528,24,430,3815,3947,0,-132,5503,-1830
1967:Q1,34556,15283,3372,6630,59,8212,1081,228,-309,40036,21075,9214,3630,5387,730,-5480,5462,-90,303,-231,2841,7966,13,-5138,1722,-469,1148,30,414,414,0,1569,1407,162,0,0,33,497,-1059,-441,6860,0,0,213,2927,1463,1464,-454,-13,-441,-441,24,-108,4258,4098,0,160,-3072,978
1967:Q2,36917,15540,3914,7205,60,9150,1130,238,-320,40571,21917,9164,3744,5406,340,-3655,5559,577,114,1214,4908,7739,-133,-2699,-4921,203,939,20,-32,-32,0,824,725,99,0,0,17,567,-7586,127,-2222,0,0,218,-8010,-9621,1611,1047,-15,1062,1062,24,418,4081,3658,0,423,-3694,423
1967:Q3,36514,16595,3727,6743,62,8379,1137,248,-377,43055,22320,9318,3880,5477,2060,-6541,5664,-144,313,-1046,-1059,8194,240,-9493,3163,247,11,-10,-392,-392,0,1442,1129,313,0,0,80,311,1514,-40,12656,0,0,166,8129,8310,-181,268,-17,285,285,20,11,4062,4125,0,-63,13,1311
1967:Q4,38270,16967,4151,7541,67,8361,1196,254,-267,42120,22746,9379,3679,5661,655,-3850,5778,-86,465,1549,-4740,8046,-351,-12436,1952,635,-1617,7,-78,-78,0,733,381,352,0,0,41,93,1994,144,14388,0,0,86,9870,8609,1261,484,-18,502,502,12,331,3605,4061,0,-456,6289,-1548
1968:Q1,38479,16887,3846,7613,71,8748,1328,245,-259,43944,23565,10228,3693,5876,582,-5466,5893,-208,781,-146,1174,7812,-528,-6110,4204,387,-407,63,-16,-16,0,1556,1155,401,0,0,40,227,2484,-130,10314,0,0,224,5572,5215,357,150,-18,168,168,2,-283,4649,4246,0,403,-1320,-222
1968:Q2,42259,17850,4250,8765,76,9961,1374,243,-260,45795,24072,10660,4632,6093,338,-3536,5982,510,594,1342,4526,7842,-225,-3091,-1634,392,50,-9,407,407,0,1180,829,351,0,0,54,182,-3991,102,1457,0,0,60,-3899,-4820,921,1483,-18,1501,1501,-8,-154,3975,3799,0,176,-3184,-543
1968:Q3,43942,20542,4219,8249,83,9530,1441,234,-355,47933,24415,10685,3920,6242,2671,-3991,6087,-194,773,1517,525,7787,-224,-7038,5400,335,3160,29,-17,-17,0,1384,1018,366,0,0,-146,61,595,-1,12438,0,0,46,7714,6695,1019,24,-14,38,38,-8,49,4613,4450,0,163,992,4011
1968:Q4,45898,21156,4557,8964,89,9659,1393,231,-151,46672,24792,10844,4139,6341,556,-775,6193,-111,717,4813,-1892,7678,62,-9631,-1813,785,-5071,18,-240,-240,0,998,672,326,0,0,-120,105,1746,-34,7818,0,0,86,2553,1690,863,260,-16,276,276,0,372,4547,4566,0,-19,6704,-4438
1969:Q1,45826,22090,4112,8089,95,10144,1366,241,-311,46556,24180,11508,3892,6415,561,-731,6299,-157,610,5115,6789,8109,10,-1331,3298,10,739,-18,-299,-299,0,1134,888,246,0,0,22,436,1504,-230,4629,0,0,46,85,-127,212,77,-19,96,96,11,-343,4753,4646,0,107,-1673,301
1969:Q2,49609,23231,4628,8819,98,11482,1433,248,-330,48613,25011,11628,4969,6666,339,996,6408,378,537,6489,11019,7584,44,3390,-3869,423,1357,2,-630,-630,0,1032,757,275,0,0,55,353,-6559,98,-7259,0,0,58,-12465,-11956,-509,1063,-25,1088,1088,20,-34,4099,4375,0,-276,-4530,805
1969:Q3,47662,23030,4435,7892,101,10891,1487,252,-426,51589,25734,11456,4435,6956,3008,-3928,6501,-37,533,2077,1285,7775,30,-6521,3081,462,407,-52,-118,-118,0,1096,898,198,0,0,50,263,914,59,9602,0,0,32,4577,6241,-1664,245,-12,257,257,22,-161,4887,4810,0,77,793,1913
1969:Q4,48738,23349,4637,8245,100,10797,1549,257,-196,50225,25538,11749,4910,7427,601,-1487,6611,-259,617,4766,-1526,7260,19,-8805,1431,699,-950,-89,-250,-250,0,1174,923,251,0,0,57,-133,939,-16,10236,0,0,136,4546,4889,-343,236,-25,261,261,13,460,4845,5112,0,-267,6291,-2561
1970:Q1,45500,22505,4241,6300,96,10957,1618,254,-471,51452,25509,12634,5126,7881,302,-5952,6738,-56,482,360,2289,7689,-24,-5376,3428,-200,1941,-31,16,16,0,903,816,87,0,0,66,-168,921,-20,8804,867,400,63,2289,2741,-452,-334,-17,-317,-317,69,-165,5615,5722,0,-107,-1929,1146
1970:Q2,48008,22799,4650,7193,95,12022,1679,255,-685,55217,25643,14734,6231,8220,389,-7209,6856,533,415,-1301,2945,7622,-80,-4597,-4357,-606,1751,22,-3,-3,0,703,573,130,0,0,50,-194,-6117,37,240,0,0,24,-6177,-5691,-486,1747,-24,1771,1771,12,-532,5166,5044,0,122,-4246,1342
1970:Q3,45929,22018,4492,6832,92,11329,1700,226,-760,57761,25597,14071,5879,8568,3646,-11832,6966,-185,344,-5025,-4341,7481,-31,-11791,2070,-548,453,158,-4,-4,0,786,738,48,0,0,48,-162,1383,-44,13861,0,0,71,7321,7420,-99,163,-26,189,189,11,-120,6415,6165,0,250,-684,793
1970:Q4,45690,21531,4698,6797,91,11196,1703,224,-550,55513,25594,14918,5924,8661,416,-9823,7074,-239,337,-2848,-7691,7669,-135,-15225,478,-401,-615,103,-106,-106,0,500,463,37,0,0,69,-253,1137,43,15703,0,0,64,8542,8463,79,893,-8,901,901,14,-221,6411,6137,0,274,4843,-527
1971:Q1,45098,20505,4692,6887,89,11766,1702,229,-772,57845,26300,15991,6418,8686,450,-12747,7182,-184,464,-5845,-2631,6911,-584,-8958,736,59,-3128,17,0,0,0,1129,1218,-89,0,0,35,-436,3140,-80,9694,717,0,98,930,1637,-707,1135,-14,1149,1149,17,-2,6799,6482,0,317,-3214,-3647
1971:Q2,48689,21047,4886,8095,91,13257,1725,229,-641,61019,26823,17386,7546,8689,575,-12330,7253,488,651,-6216,-2864,6898,46,-9808,-423,-493,4139,37,-7,-7,0,874,914,-40,0,0,49,-860,-4083,-79,9385,0,0,143,1681,1916,-235,1847,-21,1868,1868,18,-393,6089,5707,0,382,-3352,4316
1971:Q3,47582,21730,4666,7401,91,12620,1745,231,-902,61860,26812,16527,6729,8852,2940,-14279,7300,-316,440,-7103,-6668,7220,58,-13946,1698,-1135,1144,13,0,0,0,515,584,-69,0,0,99,-236,1304,-6,15644,0,0,114,8304,8745,-441,816,-18,834,834,19,-79,6470,6704,0,-234,-435,1289
1971:Q4,49338,22521,4748,7716,96,12687,1799,239,-468,60877,26745,16987,7461,9008,676,-11539,7329,-214,-194,-3802,-10187,6770,40,-16997,2610,13,1345,-10,25,25,0,288,470,-182,0,0,64,-172,1074,-17,19607,0,0,135,11768,11435,333,1237,-19,1256,1256,17,-649,7099,6736,0,363,6385,1227
1972:Q1,50032,23557,4344,7350,99,13308,1724,258,-608,64172,28071,18426,7911,9132,632,-14141,7402,-229,-134,-6375,-3317,7115,64,-10496,1227,674,-3395,-20,-21,-21,0,823,737,86,0,0,44,4,3226,-108,11723,710,0,173,3295,3209,86,666,-25,691,691,30,-283,7132,7241,0,-109,-3059,-2603
1972:Q2,55297,25430,4748,8611,102,14980,1722,276,-572,67346,28709,18042,10450,9296,849,-12049,7466,644,210,-5437,1020,7698,63,-6741,-4796,-65,1536,-8,-1,-1,0,123,168,-45,0,0,69,10,-6446,-14,1945,0,0,153,-6820,-6805,-15,2914,-18,2932,2932,39,-433,6092,5986,0,106,-6456,878
1972:Q3,55491,26549,4611,8190,102,14637,1749,289,-636,66730,27683,17103,8242,9473,4229,-11239,7630,-263,509,-3855,-3808,7072,-92,-10788,1569,-37,-575,118,0,0,0,868,979,-111,0,0,48,-173,1334,-14,12357,0,0,111,4216,3754,462,973,-21,994,994,42,242,6773,7068,0,-295,-47,19
1972:Q4,58189,27221,4778,9225,100,15333,1796,297,-561,69771,27833,20249,11087,9729,873,-11583,7705,-198,105,-3784,-11569,7464,-749,-18284,2423,-22,1456,-4,5,5,0,35,658,-623,0,0,110,-660,1533,-30,20707,0,0,96,11244,10878,366,1517,-22,1539,1539,41,675,7134,6806,0,328,7784,1392
1973:Q1,57198,25238,4704,8950,97,16711,1924,312,-738,70322,28253,21387,9621,10236,825,-13124,7790,-274,67,-5128,-910,8168,-1308,-7770,7987,-98,1646,164,5,5,0,2168,2329,-161,0,0,90,110,3872,30,15757,0,0,88,7336,7075,261,664,-22,686,686,43,-246,7872,7639,0,233,-4218,2254
1973:Q2,63094,26634,4997,10389,96,19327,2051,322,-722,72462,28862,21339,10542,10661,1058,-9368,7945,633,428,-2484,-848,8109,-288,-8669,-6554,-1,161,-40,-7,-7,0,-595,435,-1030,0,0,76,333,-6506,25,2115,0,0,193,-7564,-7147,-417,3221,-18,3239,3239,47,67,6151,6097,0,54,-1636,-369
1973:Q3,63482,28282,5017,9594,92,19057,2146,203,-909,72838,28390,20981,9577,11049,2841,-9356,8200,-351,180,-985,-1034,7680,-1201,-7513,-1616,5,-5200,-140,-2,-2,0,1987,1027,960,0,0,103,-98,1760,-31,5897,0,0,64,-1513,-1955,442,82,-16,98,98,46,241,6977,7808,0,-831,49,-5271
1973:Q4,65472,29427,5081,9986,93,19451,2239,211,-1016,71933,29028,21995,9140,11345,425,-6461,8419,-179,230,1907,-3219,7694,-408,-10505,4805,29,1637,-151,2,2,0,298,656,-358,0,0,104,-71,2378,579,15310,0,0,77,6093,5949,144,760,-15,775,775,39,728,7613,7432,0,181,5126,1713
1974:Q1,64093,29205,4786,8439,90,19851,2360,251,-889,75812,29670,24460,9314,11546,822,-11718,8498,-266,688,-3642,-3617,8299,-941,-10976,-162,234,-1865,151,2,2,0,-1564,-1490,-74,0,0,97,209,2393,181,10814,0,0,100,2589,2232,357,361,-20,381,381,33,-301,8032,8074,0,-42,-25,-1531
1974:Q2,71041,31254,5112,10468,91,22112,2497,271,-764,79644,30119,25664,11186,11844,831,-8603,8658,737,988,-1670,-691,8841,-3485,-6047,-3961,312,1271,-144,-8,-8,0,1531,656,875,0,0,142,224,-6697,-591,2086,0,0,97,-6758,-6729,-29,4590,-22,4612,4612,27,121,4009,4921,0,-912,-979,374
1974:Q3,72685,33070,5123,11082,92,21187,2596,280,-745,80362,30961,26395,10164,12215,627,-7677,8994,-484,527,1274,1734,9103,54,-7423,4419,920,-1179,44,0,0,0,1749,1397,352,0,0,82,357,2590,-144,11842,0,0,103,5163,5371,-208,-1710,-31,-1679,-1679,26,528,7732,8368,0,-636,-460,-471
1974:Q4,70682,32996,5043,9576,94,20935,2610,279,-851,84032,32420,28083,10239,12379,911,-13350,9232,-286,928,-4760,-6896,9422,-1302,-15016,3897,-94,-2782,-13,0,0,0,4635,3090,1545,0,0,216,208,1713,13,18913,0,0,145,9864,10114,-250,529,-33,562,562,29,-904,9250,7667,0,1583,2136,-2953
1975:Q1,65219,30879,4710,6973,100,20722,2582,274,-1020,89569,32594,31757,11351,12573,1294,-24350,9456,830,1120,-16844,-14466,9403,-193,-23676,3906,300,686,173,0,0,0,2279,2011,268,0,0,152,97,248,-29,27582,0,0,167,16055,16348,-293,3256,-4,3260,3260,1144,-877,7837,8214,0,-377,-2378,-124
1975:Q2,63083,23605,5527,9220,108,22866,2631,275,-1149,95285,33422,34048,13891,12867,1057,-32202,9572,908,792,-24330,-19178,9264,-152,-28290,-1328,21,2340,-158,0,0,0,4112,1991,2121,0,0,119,522,-8291,7,26962,0,100,211,16478,16527,-49,5379,-42,5421,5421,379,597,3818,3675,0,143,-5152,1284
1975:Q3,73462,32775,5812,10918,122,22022,2663,276,-1126,93386,33569,33816,11858,13259,884,-19924,9776,-607,1481,-11022,-12486,10435,-63,-22858,8940,241,1645,158,0,0,0,3683,1675,2008,0,0,200,391,2668,-45,31798,0,0,199,24277,24286,-9,-1881,-17,-1864,-1864,39,879,8285,8650,0,-365,1464,1691
1975:Q4,75071,33472,6028,11066,141,22444,2760,281,-1121,96519,34291,34698,12661,13768,1101,-21448,9940,292,1431,-13231,-18453,10751,-25,-29179,5355,123,-1933,-78,0,0,0,3348,1236,2112,0,0,183,180,3456,76,34534,0,0,260,24706,24708,-2,1081,-27,1108,1108,719,175,7593,7703,0,-110,5221,22
1976:Q1,74765,32770,5002,10881,164,23450,2948,315,-765,99687,34278,37244,12642,14218,1305,-24921,10174,-396,1272,-15623,-14940,10889,-210,-25619,9007,536,-1168,48,0,0,0,3440,2749,691,0,0,155,4,5940,52,34626,0,0,148,22160,22104,56,1403,-22,1425,1425,-99,1758,9256,8825,0,431,-683,-786
1976:Q2,82133,34737,5502,13071,180,26109,3007,297,-770,99305,35051,35667,13003,14523,1061,-17172,10265,1082,1129,-9118,-9035,10905,-750,-19190,1449,1196,7505,104,0,0,0,-1569,-432,-1137,0,0,364,383,-6384,-150,20639,0,0,339,7291,7249,42,8304,-22,8326,8326,334,1010,3361,2872,0,489,-83,7136
1976:Q3,82634,36581,5514,12630,186,25063,3097,296,-733,100816,34687,35959,14032,14860,1278,-18181,10498,-583,1332,-8432,-6283,11407,-1084,-16606,10912,568,2310,-154,0,0,0,4368,3574,794,0,0,344,102,3391,-17,27518,0,300,-101,16551,16266,285,186,-32,218,218,53,1879,8650,9192,0,-542,-2149,1162
1976:Q4,83055,37509,5356,12125,184,25163,3041,315,-638,103677,36030,37126,13934,15295,1292,-20621,10734,117,1301,-11305,-15800,11553,-343,-27010,718,125,-4793,161,0,0,0,1700,1628,72,0,0,238,-35,3340,-18,27728,0,400,103,13537,13941,-404,4354,-15,4369,4369,311,443,8580,8019,0,561,4495,-4357
1977:Q1,82663,37416,5265,11124,177,25965,3179,316,-779,105994,36170,39328,13507,15511,1478,-23331,10992,-517,-287,-11535,-13365,11919,36,-25320,1567,399,-3027,-141,0,0,0,1412,1195,217,0,0,185,-181,2988,-68,26887,0,0,-11,14412,14566,-154,2090,-33,2123,2123,52,1319,9025,9550,0,-525,1830,-2351
1977:Q2,92981,40046,5665,15350,174,29029,3253,351,-887,107581,37744,37877,14668,15944,1348,-14600,11243,882,1362,-5601,-1103,12390,-234,-13259,-3088,105,7152,220,0,0,0,753,-449,1202,0,0,227,-185,-11457,98,10171,0,0,117,-4430,-4352,-78,4838,-30,4868,4868,167,914,8565,8352,0,213,-4498,6997
1977:Q3,93708,41665,6012,15256,181,27824,3289,439,-958,109872,38133,38288,15338,16445,1668,-16165,11404,-502,1592,-5851,-5589,12511,-866,-17233,11323,-93,2807,-50,0,0,0,4552,3269,1283,0,0,243,454,3453,-43,28556,0,0,99,15921,16419,-498,9662,-25,9687,9687,99,993,1782,2496,0,-714,-262,2975
1977:Q4,94519,43386,5781,13948,195,28260,3283,471,-805,113869,39089,39529,15494,17361,2396,-19351,11630,-51,1369,-9039,-18656,12384,-357,-30683,-826,-76,-7366,118,0,0,0,3148,1668,1480,0,0,215,-850,4005,-20,29857,0,50,45,16378,16421,-43,4023,-25,4048,4048,353,-21,9029,8928,0,101,9617,-6529
1978:Q1,92704,42061,5671,12948,217,28724,3583,507,-1007,117695,39290,41431,16546,18490,1938,-24991,11936,-346,1475,-14184,-13713,12563,21,-26297,5002,-250,-5576,-188,0,0,0,4802,3693,1109,0,0,292,1189,4689,43,31299,0,0,136,15254,15577,-323,3959,-24,3983,3983,53,1110,10787,10942,0,-155,-471,-6351
1978:Q2,106581,45777,6469,17455,235,33137,3853,545,-890,120301,41108,40502,17382,19335,1974,-13720,12352,1202,1659,-4229,2450,13488,-797,-10241,3941,-284,10944,361,0,0,0,2941,2084,857,0,0,142,460,-10611,-12,14182,0,0,97,974,1071,-97,2985,-27,3012,3012,306,616,9204,9868,0,-664,-6679,11614
1978:Q3,109536,49539,6538,16624,247,32618,4087,576,-693,121715,41412,41282,16827,20236,1958,-12179,12520,-633,1758,-784,2965,14084,263,-11382,14823,-136,4998,-105,0,0,0,6450,4468,1982,0,0,192,241,3205,-22,26205,0,50,129,11180,11732,-552,9820,-26,9846,9846,67,1102,3857,3849,0,8,-3749,4874
1978:Q4,115004,51821,6600,17367,255,34235,4430,600,-305,126155,42371,42187,17719,21051,2827,-11151,12860,210,1880,-381,-12242,14607,-126,-26723,1492,-2464,-5915,-4,0,0,0,3220,2347,873,0,0,241,835,5457,122,28215,0,0,112,3506,3869,-363,11834,-20,11854,11854,264,1571,10928,10393,0,535,11861,-18540
1979:Q1,112426,51662,6269,15094,257,34431,4646,613,-546,128767,42991,45166,16622,21891,2098,-16342,13116,-561,2120,-4785,-4928,14505,-636,-18797,3451,2399,-9526,-7,0,0,0,4094,2136,1958,0,0,163,239,6042,47,22248,1139,0,276,8965,9593,-628,-638,-26,-612,-612,-18,837,11687,11984,0,-297,143,-8244
1979:Q2,122116,54592,6346,17352,270,38736,4874,630,-683,131278,44651,44963,17101,22478,2086,-9162,13464,1087,2010,1205,9184,15039,-63,-5792,5659,-113,11079,38,0,0,0,6698,4988,1710,0,0,146,741,-12913,-17,11451,0,500,323,-598,-151,-447,-2418,-41,-2377,-2377,263,1017,12364,10253,0,2111,-7979,9701
1979:Q3,124708,58180,6480,16651,294,38013,5265,643,-818,134657,44660,47341,17615,23069,1973,-9949,13871,-547,2317,2152,5177,16252,-683,-10393,12964,-1269,6330,24,0,0,0,4675,3099,1576,0,0,133,332,2780,-41,23357,0,0,280,11093,11169,-76,8846,-25,8871,8871,2,1298,1838,2916,0,-1078,-3025,6775
1979:Q4,127773,60447,6589,16052,327,38618,5703,657,-620,139683,46533,48598,18488,24018,2047,-11911,14140,243,2581,-595,-11589,15945,-1468,-26066,468,393,-8668,10,0,0,0,3815,2458,1357,0,0,110,1089,3733,-14,26534,0,0,231,17222,17354,-132,1319,-26,1345,1345,271,-909,8400,10446,0,-2046,10994,-7634
1980:Q1,125095,58433,6454,15400,370,38444,6110,684,-800,148151,48174,52999,19090,25563,2325,-23056,14470,-649,2660,-10597,-6291,16993,-658,-22626,9760,2228,-6843,-98,0,0,0,6818,4322,2496,0,0,216,1525,6078,-164,32386,1152,1168,216,24451,24515,-64,-9029,-21,-9008,-9008,-32,842,13618,12664,0,954,-4306,-8123
1980:Q2,131306,60903,8575,13119,400,42050,6505,708,-954,152038,51317,53113,18630,26816,2162,-20732,14888,886,2616,-9346,-4316,17259,188,-21763,-3797,-255,6233,-151,0,0,0,6567,4478,2089,0,0,171,478,-16791,-49,17966,0,50,140,13023,13212,-189,-5436,-32,-5404,-5404,244,638,9307,10659,0,-1352,-5030,5584
1980:Q3,134808,63845,9335,14550,414,40544,6493,695,-1068,157740,51235,58589,18823,27017,2076,-22932,15251,-744,2322,-9259,-5712,17675,-475,-22912,16469,844,8054,230,0,0,0,5227,3973,1254,0,0,287,1127,709,-9,39381,0,250,76,28436,28548,-112,8861,-29,8890,8890,18,585,1155,1046,0,109,-3548,7134
1980:Q4,142487,67441,9299,15544,413,42593,6961,1055,-819,164527,53896,59138,20477,28133,2883,-22040,15784,-22,2627,-8861,-17030,18322,-3123,-32229,2923,2144,-9980,-191,0,0,0,5001,3334,1667,0,0,121,648,5200,-20,35152,0,-750,132,27172,27300,-128,-1203,-22,-1181,-1181,335,201,9265,10864,0,-1599,8169,-8433
1981:Q1,145920,68168,12212,13238,396,44430,7572,868,-963,172401,55517,62327,20251,31508,2798,-26481,16164,-675,2515,-12157,-12753,18775,51,-31579,19388,3231,2252,26,0,0,0,7639,6264,1375,0,0,195,642,5572,-168,50967,1093,300,110,36566,36620,-54,-5205,-30,-5175,-5175,-32,1429,16706,13637,0,3069,597,-1645
1981:Q2,156324,71671,13243,13116,384,49926,7990,745,-750,173563,58046,61412,19162,32384,2559,-17238,16667,970,2317,-3858,4011,19888,-1330,-14547,-10442,853,-2658,-66,0,0,0,7350,5812,1538,0,0,323,762,-17183,177,4105,0,250,99,-202,-43,-159,-936,-27,-909,-909,334,22,4538,11168,0,-6630,-7869,6596
1981:Q3,158883,75018,12267,13539,373,49093,8575,754,-736,178350,58808,64969,18148,33936,2489,-19467,17100,-872,2002,-3497,-3153,20544,-3264,-20433,12517,435,6854,-90,0,0,0,4810,4077,733,0,0,316,638,-415,-31,32950,0,250,108,21806,21868,-62,7473,-28,7501,7501,-24,-275,3612,-228,0,3840,-344,3040
1981:Q4,159934,76308,12207,11784,364,49561,9114,761,-164,184822,61187,66298,18511,35601,3225,-24887,17591,-296,2011,-9011,-28473,21217,-983,-48707,-1092,114,-6072,-12,0,0,0,4155,2862,1293,0,0,308,500,58,-143,47615,0,0,128,37529,37595,-66,-1557,-24,-1533,-1533,360,-637,11792,11022,0,770,19462,-8001
1982:Q1,149095,71811,10573,6783,334,49420,9508,988,-322,189631,62228,68540,18714,36700,3449,-40536,18115,-653,1302,-23070,-22916,21122,-883,-43155,5581,1019,995,129,0,0,0,3184,2611,573,0,0,213,1079,-1101,63,48736,0,250,104,32260,32858,-598,-2751,-26,-2725,-2725,35,1052,17786,14368,0,3418,-154,800
1982:Q2,157107,73242,10281,8873,332,54114,9765,1064,-564,191797,62915,69380,18537,37727,3238,-34690,18723,1184,1788,-18939,-11558,22538,-257,-33839,-7397,1093,-1767,174,0,0,0,5408,4375,1033,0,0,285,1256,-14071,225,26442,0,250,87,11090,11111,-21,-12,-32,20,20,364,1860,12803,11062,0,1741,-7381,-131
1982:Q3,156882,75805,9936,9419,330,51461,9756,1131,-956,196698,65534,71872,17298,38983,3011,-39816,19093,-688,1872,-21908,-23882,22724,-126,-46480,24718,836,17098,28,0,0,0,5212,5266,-54,0,0,257,-116,1352,52,71198,0,400,71,59857,59899,-42,9652,-30,9682,9682,10,1485,-277,-434,0,157,1975,16353
1982:Q4,155579,74738,10166,8767,376,51049,9583,1198,-298,207891,67707,76195,19853,39271,4865,-52312,19449,-412,2193,-34644,-50013,23567,-2426,-71154,-741,1488,-9897,141,0,0,0,2399,1587,812,0,0,252,2573,2282,21,70413,0,400,95,59671,59763,-92,3604,-31,3635,3635,437,356,5850,11016,0,-5166,15369,-9772
1983:Q1,148833,69330,9824,7325,288,51868,9507,1197,-506,208758,68208,78044,18599,39722,4185,-59925,19421,-333,2629,-42800,-39655,24061,10,-63726,6509,1504,-3928,-177,0,0,0,1230,1659,-429,0,0,415,1273,6115,77,70235,0,0,112,56156,56120,36,-3246,-15,-3231,-3231,28,221,16964,15211,0,1753,-3145,-3870
1983:Q2,162162,70804,11358,11707,311,57670,9505,1277,-470,212526,70080,78103,19082,40784,4477,-50363,20133,992,2135,-33357,-28447,24972,-3658,-49761,12194,281,12668,-201,0,0,0,3812,3023,789,0,0,225,1082,-5710,38,61955,0,0,133,40969,41012,-43,8173,-32,8205,8205,405,1926,10349,11044,0,-695,-4911,12623
1983:Q3,164697,72918,11542,13570,305,55907,9780,1326,-651,212999,72822,75235,18243,42513,4186,-48301,20668,-796,2392,-29229,-22927,26232,-1294,-47865,13352,-111,8654,35,0,0,0,2252,1890,362,0,0,349,291,1920,-38,61217,0,0,137,43806,43830,-24,15662,-14,15676,15676,52,1697,-137,-654,0,517,-6303,8439
1983:Q4,169073,73721,11659,14514,307,57623,10146,1420,-317,217661,68912,75836,20947,43952,8014,-48588,20902,583,2653,-30922,-42595,27071,-7,-69659,-18336,1219,-25657,-108,0,0,0,1679,1181,498,0,0,380,1120,3058,-27,51323,0,0,86,34427,34436,-9,3804,-20,3824,3824,473,1167,11366,10928,0,438,11673,-24324
1984:Q1,168049,71526,11458,13814,331,59535,10479,1524,-619,222397,70715,78427,20335,45700,7221,-54349,21524,705,2584,-36113,-31187,27499,-706,-57980,15762,539,2027,140,0,0,0,1590,1910,-320,0,0,324,1319,9572,252,73742,0,0,174,47493,47530,-37,-635,-37,-598,-598,86,2590,24034,16625,0,7409,-4926,1722
1984:Q2,181218,73934,11874,16812,332,66401,10942,1572,-650,222968,73976,78076,20077,47103,3737,-41751,21978,1835,2859,-24466,-28291,28370,-1558,-55103,-4500,613,67,25,0,0,0,2692,2449,243,0,0,311,2285,-10490,-3,50603,0,0,155,29116,29128,-12,5421,-24,5445,5445,454,2609,12848,11656,0,1192,3825,-242
1984:Q3,179796,77314,12065,14532,307,63824,11054,1586,-887,225350,74756,77525,19503,49697,3870,-45555,22907,5,3072,-25724,-23715,28660,-1079,-51296,19388,701,15705,98,0,0,0,3519,4153,-634,0,0,376,1262,-2402,130,70684,0,0,83,51193,51200,-7,15547,-28,15575,15575,53,1756,2052,1053,0,999,-2009,16835
