date,FU316010105.Q,FU316210001.Q,FU316240001.Q,FU316231001.Q,FU316231061.Q,FU316601001.Q,FU316150105.Q,FU316403105.Q,FU316402101.Q,FU316900005.Q,FU316901001.Q,FU316404001.Q,FU316403001.Q,FU316130001.Q,FU316402001.Q,FU316006005.Q,FU316300001.Q,FU313154015.Q,FU315440095.Q,FU316000105.Q,FU315090005.Q,FU315019001.Q,FU315420003.Q,FU315000005.Q,FU314090005.Q,FU313011005.Q,FU313020005.Q,FU313030003.Q,FU314022005.Q,FU313061703.Q,FU313063763.Q,FU314023005.Q,FU313069005.Q,FU313065005.Q,FU313066220.Q,FU313064105.Q,FU313081115.Q,FU313070000.Q,FU313078000.Q,FU313091105.Q,FU314190005.Q,FU313111303.Q,FU713014003.Q,FU313112003.Q,FU314122005.Q,FU313161105.Q,FU313161705.Q,FU314123005.Q,FU313165403.Q,FU313169005.Q,FU313169205.Q,FU313140003.Q,FU313170005.Q,FU313190005.Q,FU343073045.Q,FU313172003.Q,FU313190015.Q,FU317005005.Q,FU314000105.Q
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,62915,25375,9190,21421,0,6410,308,211,0,58412,37401,7894,5135,6534,1448,4503,7358,291,-289,11859,21187,12543,0,8644,16370,37,119,88,5,5,0,1318,690,628,0,0,-56,900,13956,3,7726,0,0,24,33,170,-137,239,0,239,239,173,1600,5657,5699,0,-42,-9328,197
1952:Q1,19776,10817,2347,4518,0,1956,83,55,0,15768,10876,1977,906,1682,327,4008,1963,77,-91,5985,8452,4162,0,4290,4410,3,3208,12,9,9,0,440,177,263,0,0,0,300,444,-6,120,0,0,15,-1404,-1367,-37,99,0,99,99,15,-200,1595,1674,0,-79,-2467,1985
1952:Q2,15027,6088,2509,4553,0,1738,84,55,0,16593,11466,1922,1156,1689,360,-1566,2021,186,-98,367,3698,4191,0,-493,711,29,30,27,-10,-10,0,311,274,37,0,0,0,400,-70,-6,1204,0,0,7,-484,-329,-155,315,0,315,315,20,-100,1446,1546,0,-100,-3331,631
1952:Q3,15638,6925,2552,4435,0,1580,89,57,0,17483,12251,2076,1177,1713,266,-1845,2105,84,-92,268,2711,4379,0,-1668,3460,8,115,8,-2,-2,0,429,362,67,0,0,0,200,2715,-13,5128,0,0,9,3180,2832,348,441,0,441,441,8,100,1390,1472,0,-82,-2443,273
1952:Q4,15369,6337,2713,4775,0,1393,92,59,0,18085,12999,2106,1013,1743,224,-2716,2177,41,-66,-514,499,4491,0,-3992,2252,-114,-982,26,0,0,0,395,202,193,0,0,0,51,2865,11,6244,0,0,6,3981,3756,225,195,0,195,195,0,275,1787,1869,0,-82,-1013,-1092
1953:Q1,21023,11290,2600,4938,0,2040,97,58,0,17828,12601,2204,950,1773,300,3195,2232,51,-137,5514,9133,4672,0,4461,3424,21,802,-6,52,52,0,350,162,188,0,0,0,326,1868,11,-1037,0,0,3,-3326,-3428,102,408,0,408,408,8,108,1762,1809,0,-47,-3619,237
1953:Q2,15836,5930,2710,5211,0,1824,102,59,0,18183,12813,2144,1197,1790,239,-2347,2310,137,-39,-135,3854,4825,0,-971,430,-72,-2223,-5,-34,-34,0,497,349,148,0,0,0,-87,2376,-22,1401,0,0,13,-55,390,-445,70,0,70,70,18,-204,1559,1625,0,-66,-3989,-1823
1953:Q3,17124,7569,2713,5027,0,1652,105,58,0,17783,12567,2098,1030,1820,268,-659,2330,82,-78,1667,3536,4735,0,-1199,7269,55,2753,4,-19,-19,0,666,577,89,0,0,0,24,3790,-4,8468,0,0,7,6579,6437,142,103,0,103,103,25,-12,1766,1812,0,-46,-1869,2774
1953:Q4,14624,6517,2684,3959,0,1307,100,57,0,18973,13623,2256,1088,1846,160,-4349,2377,58,-96,-1933,-1550,4439,0,-5989,-470,-90,-2864,-2,-1,-1,0,143,173,-30,0,0,0,-300,2642,2,5519,0,0,11,3624,1796,1828,147,0,147,147,23,-67,1781,1862,0,-81,-383,-2544
1954:Q1,19198,10466,2370,3869,0,2338,94,61,0,17746,12090,2606,984,1878,188,1451,2430,5,-86,3962,8526,4342,0,4184,2292,-42,1866,2,18,18,0,-83,-15,-68,0,0,-8,313,251,-25,-1892,0,0,22,-3956,-4614,658,70,0,70,70,-13,163,1822,1866,0,-44,-4564,1350
1954:Q2,13583,4813,2392,4117,0,2110,90,61,0,17322,11455,2707,916,1903,341,-3739,2490,47,-79,-1217,4334,4150,0,184,621,10,451,-9,-10,-10,0,-378,-367,-11,0,0,-21,-111,630,59,437,0,0,10,-1194,-285,-909,436,0,436,436,-59,-351,1595,1671,0,-76,-5551,667
1954:Q3,15097,6713,2295,4098,0,1849,83,59,0,17472,11666,2592,1072,1926,216,-2376,2542,-123,-75,364,769,3826,0,-3057,410,-175,-2068,9,-2,-2,0,63,-74,137,0,0,0,192,2324,67,3467,0,0,2,1665,3130,-1465,166,0,166,166,-100,-104,1838,1855,0,-17,-405,-1583
1954:Q4,14633,6076,2450,4491,0,1479,79,58,0,17963,11941,2775,1155,1939,153,-3330,2600,-81,-83,-567,-1221,3785,0,-5006,2345,38,-588,26,-5,-5,0,171,62,109,0,0,93,-163,2763,10,7351,0,0,2,5288,3487,1801,341,0,341,341,-127,58,1789,1862,0,-73,655,-128
1955:Q1,17881,8281,2384,4788,0,2294,71,63,0,17808,11481,2963,1165,1938,261,73,2624,-109,-76,2882,9136,3565,0,5571,3156,-81,-3,4,6,6,0,239,207,32,0,0,0,27,2862,102,-2415,0,0,3,-4302,-4559,257,187,0,187,187,-99,-146,1942,1931,0,11,-6254,223
1955:Q2,18512,7758,2658,5300,0,2659,76,61,0,17127,10858,2931,1090,1933,315,1384,2646,50,-33,4013,8694,3581,0,5113,4902,14,1423,-4,1,1,0,242,148,94,0,0,0,-139,3266,99,-211,0,0,-1,-2021,-976,-1045,374,0,374,374,-52,-75,1564,1695,0,-131,-4681,516
1955:Q3,17738,7652,2640,5186,0,2112,86,62,0,18155,12108,2772,1097,1992,186,-418,2700,10,-46,2318,2397,3516,0,-1119,2368,-37,-808,-18,-4,-4,0,87,66,21,0,0,0,-104,3177,75,3487,0,0,0,1552,2194,-642,267,0,267,267,1,21,1646,1704,0,-58,-79,-765
1955:Q4,16942,6779,2746,5547,0,1715,94,61,0,18550,12354,2836,1124,2058,178,-1608,2767,-7,-92,1257,405,3551,0,-3146,2475,-30,-882,5,16,16,0,95,45,50,0,0,0,45,3159,67,5621,0,0,0,3701,2998,703,124,0,124,124,-15,117,1694,1922,0,-228,852,-648
1956:Q1,19516,9059,2523,5106,0,2646,108,74,0,17907,11418,3094,1002,2076,317,1609,2842,65,-97,4483,9483,3608,0,5875,3739,-41,2481,-6,-5,-5,0,-44,-47,3,0,0,0,-8,1252,110,-2136,0,0,2,-4459,-4465,6,181,0,181,181,58,6,2076,2036,0,40,-5000,2593
1956:Q2,20234,8986,2675,5341,0,3041,118,73,0,18323,11688,3128,1082,2162,263,1911,2893,194,-150,4760,9499,3754,0,5745,2162,-51,-600,-20,-1,-1,0,244,235,9,0,0,-3,250,2222,121,-3583,0,0,3,-5688,-5222,-466,239,0,239,239,90,13,1760,1863,0,-103,-4740,-967
1956:Q3,18303,8367,2726,4834,0,2180,125,71,0,18388,11654,2998,1148,2229,359,-86,2948,84,-109,2887,3259,4070,0,-811,2368,155,-217,-1,-8,-8,0,29,32,-3,0,0,35,-23,2213,185,3179,0,0,5,740,974,-234,459,0,459,459,86,65,1824,1566,0,258,-372,-50
1956:Q4,17790,7501,3042,5266,0,1780,132,69,0,19818,12592,3080,1201,2378,567,-2028,3002,52,-103,1025,131,4329,0,-4198,1735,545,-1952,0,3,3,0,423,410,13,0,0,0,-143,2712,147,5933,0,0,9,3600,3161,439,-110,0,-110,-110,69,241,2124,2133,0,-9,894,-1524
1957:Q1,20795,9578,2750,5130,0,3124,142,71,0,19883,12604,3470,1089,2365,355,912,3094,35,1,3970,9216,4320,0,4896,5104,-58,3226,10,11,11,0,20,-31,51,0,0,75,105,1458,257,208,0,0,7,-1128,-1150,22,-520,0,-520,-520,46,-74,1877,2233,0,-356,-5246,2747
1957:Q2,21664,9901,2939,5138,0,3464,152,70,0,20024,12030,3737,1159,2445,653,1640,3142,94,-80,4768,8348,4214,0,4134,355,73,-1768,-14,-2,-2,0,-205,-247,42,0,0,-7,183,1800,295,-3779,0,0,11,-5882,-5430,-452,-162,0,-162,-162,22,-55,2287,2095,0,192,-3580,-1954
1957:Q3,19383,8823,2885,4915,0,2526,165,69,0,20570,12659,3516,1205,2495,695,-1187,3208,-6,-50,2077,3512,4503,0,-991,4965,254,1500,14,1,1,0,226,150,76,0,0,0,-70,2907,133,5956,0,0,8,4390,4612,-222,-394,48,-442,-442,12,-52,1992,2326,0,-334,-1435,1983
1957:Q4,17476,7692,2926,4678,0,1933,177,70,0,21466,13587,3808,1285,2593,193,-3990,3268,-17,11,-716,-298,4537,0,-4835,-64,35,-2822,-39,-6,-6,0,551,439,112,0,0,0,-307,2585,-61,4771,0,0,10,2149,1174,975,-252,48,-300,-300,7,342,2515,2356,0,159,-418,-2614
1958:Q1,18783,9147,2623,3716,0,3051,173,73,0,21016,12570,4451,1066,2475,454,-2234,3270,-29,155,910,5640,4514,0,1126,2216,94,1712,-31,42,42,0,275,207,68,0,0,0,-138,141,121,1090,0,0,16,-1187,-1783,596,361,126,235,235,7,-102,1995,2238,0,-243,-4730,1742
1958:Q2,19854,9308,2867,3966,0,3472,168,73,0,21641,12731,4791,1203,2459,457,-1788,3318,47,244,1239,4386,4611,0,-225,4688,13,3699,4,-29,-29,0,144,87,57,0,0,-4,-177,852,186,4913,0,0,12,2241,3294,-1053,317,125,192,192,11,-61,2393,2151,0,242,-3147,3653
1958:Q3,18907,8925,2713,4525,0,2527,145,72,0,22481,13307,4539,1338,2510,787,-3575,3387,85,234,-507,257,4768,0,-4511,-1490,-9,-5040,26,-19,-19,0,402,349,53,0,0,-6,-130,3180,106,3021,0,0,3,629,560,69,239,92,147,147,16,68,2066,2251,0,-185,-764,-5140
1958:Q4,18514,8105,2995,5229,0,1976,138,71,0,22976,13973,4410,1568,2601,424,-4463,3449,-74,370,-1310,-1042,5046,0,-6088,4030,-137,-63,27,-4,-4,0,623,391,232,0,0,0,-93,3751,-74,10118,0,0,7,7489,7182,307,45,93,-48,-48,22,158,2397,2360,0,37,-268,-78
1959:Q1,20122,9076,2812,5054,21,3024,206,68,-139,22035,12329,4826,1856,2832,192,-1914,3492,-35,474,1139,3440,5347,0,-1907,-321,-170,-467,-7,-1,-1,0,713,289,424,0,0,3,-31,-417,56,1586,0,0,6,-262,22,-284,-54,49,-103,-103,27,-30,1899,2351,0,-452,-2301,-477
1959:Q2,22441,9518,3139,6048,21,3528,223,70,-106,22526,13119,4630,1881,2741,155,-85,3543,45,301,3112,5472,5455,0,17,2912,315,928,11,4,4,0,794,370,424,0,0,3,-5,733,129,2895,0,0,15,640,928,-288,4,51,-47,-47,31,-123,2328,2212,0,116,-2360,539
1959:Q3,21665,9824,3036,5235,21,3387,284,67,-189,23367,13751,4473,1993,2875,275,-1703,3603,187,565,1148,2172,5611,143,-3582,2806,160,1465,-11,9,9,0,461,163,298,0,0,-7,15,886,-172,6388,0,0,5,4415,4502,-87,-119,107,-226,-226,28,-10,2069,2434,0,-365,-1024,1861
1959:Q4,22375,10048,3224,5236,21,3522,323,68,-67,22580,12601,4649,1901,2993,436,-205,3658,-133,378,3208,-1025,5364,141,-6530,-514,-236,-1268,-35,-13,-13,0,88,-36,124,0,0,2,20,929,-1,6016,0,0,13,3610,3600,10,-428,108,-536,-536,23,234,2564,2467,0,97,4233,-1311
1960:Q1,22878,10070,3134,5388,22,3805,587,70,-198,22495,12077,5030,1717,3492,179,383,3713,-75,210,3961,5221,5360,73,-212,-1381,-117,-349,-5,45,45,0,202,278,-76,0,0,0,100,-1398,141,-1169,0,0,13,-3668,-3697,29,16,100,-84,-84,21,205,2244,2482,0,-238,-1260,-593
1960:Q2,24163,10411,3503,5386,25,4297,583,73,-114,23333,12668,4986,1983,3492,204,830,3768,366,235,3997,6488,5335,130,1023,1997,-65,2865,10,-31,-31,0,291,247,44,0,0,82,-51,-1254,150,974,0,0,9,-2151,-2126,-25,556,102,454,454,18,-111,2653,2326,0,327,-2491,2582
1960:Q3,23147,10648,3095,4934,24,3987,622,77,-240,23533,13120,4934,1782,3457,240,-386,3819,-84,296,3221,2819,5621,134,-2936,1085,-77,291,-10,-12,-12,0,236,138,98,0,0,4,-10,568,95,4021,0,0,12,1344,1905,-561,162,101,61,61,17,81,2405,2526,0,-121,402,459
1960:Q4,23367,10710,3340,4842,24,3928,586,82,-144,24037,13113,5163,1801,3437,523,-670,3867,-153,116,3234,-677,5581,115,-6373,-777,-158,-1764,-18,33,33,0,267,138,129,0,0,79,29,613,142,5596,0,0,13,2416,2120,296,217,102,115,115,20,281,2649,2575,0,74,3911,-1609
1961:Q1,22173,10408,2957,4363,26,4005,565,86,-237,23982,12430,6076,1876,3423,177,-1809,3922,-127,266,1974,2477,6030,95,-3648,-2986,-47,-1760,38,-1,-1,0,621,536,85,0,0,0,2,-1917,77,662,0,0,5,-2416,-2662,246,485,54,431,431,21,85,2482,2615,0,-133,-503,-1683
1961:Q2,24190,10615,3474,5215,27,4452,564,86,-242,25290,13303,5949,2080,3437,521,-1100,3973,323,224,2326,4143,6033,140,-2030,1284,129,2156,-12,-23,-23,0,-151,-243,92,0,0,4,-43,-878,103,3314,0,0,16,28,306,-278,863,54,809,809,22,-233,2618,2368,0,250,-1817,2051
1961:Q3,23695,10806,3153,5280,28,4058,553,91,-274,24915,13394,5731,1901,3494,395,-1220,4038,-112,189,2741,3167,6220,154,-3207,4541,408,1909,12,24,24,0,736,605,131,0,0,-11,49,1400,14,7748,0,0,16,4827,5047,-220,410,57,353,353,24,154,2317,2711,0,-394,-426,1514
1961:Q4,25021,10865,3577,5946,31,4051,597,94,-139,25624,13607,5627,1922,3547,921,-603,4101,-137,225,3410,-797,6362,106,-7265,-183,-330,-2346,-16,-2,-2,0,456,315,141,0,0,172,-22,1838,67,7082,0,0,17,3724,3165,559,183,57,126,126,26,253,2879,2762,0,117,4208,-1834
1962:Q1,23999,10819,3244,5053,32,4351,613,95,-207,26366,13909,6175,2143,3630,509,-2367,4179,-120,287,1645,2796,6483,145,-3832,-297,-201,353,6,3,3,0,697,646,51,0,0,1,4,-1208,48,3535,0,0,8,395,96,299,361,80,281,281,29,-208,2950,2801,0,149,-1150,332
1962:Q2,26202,11398,3723,5587,36,4923,669,97,-230,26634,14562,5905,2165,3743,259,-432,4230,377,251,3170,7012,6507,177,328,3434,175,3282,10,-30,-30,0,583,588,-5,0,0,2,41,-780,151,3106,0,0,9,-240,-293,53,945,81,864,864,31,55,2306,2519,0,-213,-3841,3396
1962:Q3,25853,11945,3379,5389,37,4622,650,100,-269,27806,15547,5785,2036,3830,608,-1953,4330,-138,200,2315,3061,6780,138,-3857,-104,-464,-1009,-30,-3,-3,0,142,143,-1,0,0,-11,65,1131,75,3753,0,0,-8,293,892,-599,213,48,165,165,33,169,3053,2910,0,143,-746,-1569
1962:Q4,27132,12368,3785,5642,40,4729,661,102,-195,27751,15000,5937,2013,3904,897,-619,4431,-81,275,3618,-1911,6730,136,-8776,329,-123,-1673,-1,-5,-5,0,561,534,27,0,0,124,119,1355,-29,9105,0,0,11,5643,4853,790,258,51,207,207,32,417,2744,2928,0,-184,5528,-872
1963:Q1,26403,12279,3345,5159,44,4971,675,110,-180,27791,14549,6668,2214,3950,410,-1388,4495,-117,288,2936,3102,6449,102,-3449,264,53,552,-9,10,10,0,683,732,-49,0,0,2,287,-1363,50,3713,0,0,9,274,73,201,452,25,427,427,33,-87,3032,2968,0,64,-166,477
1963:Q2,28956,12543,3937,6202,48,5628,678,121,-201,27918,15080,6172,2397,4015,254,1038,4567,429,290,4887,8172,6600,175,1397,4311,69,3927,-6,49,49,0,110,453,-343,0,0,9,253,-366,266,2914,0,0,10,-983,-733,-250,1536,27,1509,1509,34,-206,2523,2632,0,-109,-3285,3608
1963:Q3,27803,12418,3505,5969,49,5266,703,114,-221,29371,16119,6010,2141,4101,1000,-1568,4622,-110,321,2843,3541,6988,175,-3622,-716,-136,-2434,-4,-18,-18,0,172,234,-62,0,0,-13,-45,1731,31,2906,0,0,9,-314,239,-553,102,4,98,98,33,167,2909,3028,0,-119,-698,-2061
1963:Q4,28175,11898,3899,6368,47,5241,718,118,-114,28419,15459,6118,2096,4188,558,-244,4669,-64,446,4043,-715,6631,75,-7421,-59,50,-2487,10,-12,-12,0,560,505,55,0,0,9,-10,1721,100,7362,0,0,18,3309,2878,431,588,6,582,582,31,456,2960,3085,0,-125,4759,-2379
1964:Q1,26473,11216,3413,5669,45,5302,873,114,-159,29160,15255,6712,2335,4273,585,-2687,4727,-111,353,1798,4206,6733,183,-2709,547,-15,1346,0,-8,-8,0,706,694,12,0,0,-14,63,-1463,-68,3256,0,0,19,178,309,-131,72,-3,75,75,28,-113,3072,3102,0,-30,-2409,1597
1964:Q2,28746,11375,4192,6434,45,5898,885,104,-187,29254,15766,6344,2512,4333,299,-508,4778,407,342,3521,7109,6774,235,101,2087,-175,2683,-3,-7,-7,0,642,699,-57,0,0,51,20,-1051,-73,1986,0,0,16,-1587,-1715,128,1136,-6,1142,1142,24,-354,2751,2854,0,-103,-3589,2198
1964:Q3,27765,11622,3686,6177,45,5376,922,191,-254,30737,16670,6208,2295,4418,1146,-2972,4824,-79,435,1496,2211,6834,243,-4865,1428,-96,-708,-17,6,6,0,791,794,-3,0,0,-44,102,1415,-22,6293,0,0,14,2509,2696,-187,380,18,362,362,24,174,3192,3171,0,21,-716,-1037
1964:Q4,28335,11772,4133,6279,48,5205,852,208,-162,29060,15448,6245,2211,4467,689,-725,4875,-90,367,3873,-1796,6777,-34,-8539,-464,123,-2860,32,-8,-8,0,646,647,-1,0,0,54,59,1308,182,8075,0,0,-25,4311,3266,1045,302,21,281,281,28,388,3071,3299,0,-228,5669,-2439
