1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q3,959539,8840,26692,25334,222877,4569,70679,34834,89994,22801,651754,186789,6602,353537,104826,46,3886,1147,2507,0,0,16456,926568,903689,-855,203835,616463,33308,10428,6668,3760,6736,93,894,32787,1900,30887,22879,5422,357,17100,0,0,ND
1972:Q4,1009605,8648,25647,27902,234080,5468,77289,37652,90998,22673,686371,202517,6898,367843,109113,49,4153,1217,2549,0,0,18989,977629,952835,-1289,226515,638377,34930,11094,6967,4127,7979,102,906,34221,2100,32121,24794,5501,393,18900,0,0,ND
1973:Q1,1036476,8889,26873,30076,229039,4375,71273,38710,91816,22865,713953,213491,6859,380251,113352,52,4139,1292,2750,0,0,19413,1000891,977059,-4529,211158,670281,40862,10987,6928,4059,8420,103,1242,38535,2100,36435,23832,4535,397,18900,0,0,ND
1973:Q2,1072682,7666,24818,30326,229148,4234,67225,42284,92934,22471,750039,226429,7237,396600,119773,55,4068,1372,2828,0,0,22362,1034955,1011131,-5753,217372,689939,44333,11268,7309,3959,11145,107,918,41802,2200,39602,23824,3613,411,19800,0,0,ND
1973:Q3,1102507,9671,30962,31384,227870,4699,63565,45158,93739,20709,776496,232673,8170,410989,124664,59,4329,1455,2918,0,0,17363,1062449,1038795,1575,212108,704776,47738,12192,8252,3940,14298,111,1024,44973,2150,42823,23654,3879,425,19350,0,0,ND
1973:Q4,1138963,10688,27060,33679,236303,4966,66964,47676,96762,19935,799557,242085,8892,420805,127775,62,4198,1545,2966,0,0,22905,1096375,1072736,-6552,239777,716793,50921,13116,8981,4135,15147,120,1027,42387,2250,40137,23639,2928,461,20250,0,0,ND
1974:Q1,1158028,9709,28410,39721,239845,5288,65941,49483,98922,20211,811694,245131,10166,428934,127463,66,4437,1640,3178,0,0,19328,1117268,1092241,-2865,219219,742706,55599,14468,10268,4200,14995,124,1318,46677,2400,44277,25027,2952,475,21600,0,0,ND
1974:Q2,1195668,8355,30086,41923,238524,5825,60363,50956,101695,19685,848908,262935,13174,441366,131433,70,4314,1741,3291,0,0,18456,1151550,1125468,-4097,224228,765395,61542,17616,13306,4310,17642,138,1004,42000,2600,39400,26082,2150,532,23400,0,0,ND
1974:Q3,1216050,10507,33256,44477,236059,5990,57940,51551,100909,19669,869374,268407,16035,450228,134704,75,3780,1847,3429,0,0,13246,1173792,1146812,1032,219160,776619,63110,20495,16195,4300,20772,153,1194,44277,2750,41527,26980,1642,588,24750,0,0,ND
1974:Q4,1237312,11640,25843,46942,244518,6391,61864,52893,102578,20792,884839,277743,18484,454595,134017,79,4020,1961,3521,0,0,13949,1193351,1165431,-10121,239790,795472,64751,22959,18669,4290,21804,175,1212,29389,2850,26539,27920,1597,673,25650,0,0,ND
1975:Q1,1243370,10562,30437,49013,255267,7369,67276,54755,102500,23367,872689,264601,18730,457838,131520,84,4449,2081,3579,0,0,15209,1200570,1170675,-13334,218844,822810,65466,23252,18917,4335,18164,190,1431,33852,3000,30852,29895,2166,729,27000,0,0,ND
1975:Q2,1269981,10084,25976,50238,275108,7208,77028,57701,104506,28665,884161,265422,17740,467438,133561,89,4783,2209,3562,0,0,13771,1226957,1195205,-23386,233580,844694,66262,22279,17917,4362,16803,191,933,33849,3200,30649,31752,2218,734,28800,0,0,ND
1975:Q3,1290307,11168,29363,39989,284750,8011,86171,59427,104984,26157,892796,259340,16790,478337,138329,95,4388,2345,3593,0,0,21820,1250434,1217250,-15312,228233,861883,58066,21438,16958,4480,17482,192,971,44297,3400,40897,33184,1845,739,30600,0,0,ND
1975:Q4,1329393,12252,26052,43923,298432,10171,96267,61154,105980,24860,913741,264307,18727,488890,141817,101,4474,2488,3634,0,0,24296,1285087,1250700,-24168,248490,884715,57935,23443,18914,4529,17845,180,1006,41254,3550,37704,34387,1745,692,31950,0,0,ND
1976:Q1,1347673,11257,28150,42856,311128,9500,103056,63348,104145,31079,916180,254363,18901,500558,142358,107,4767,2641,3772,0,0,26815,1303788,1268133,-25230,231457,914589,62025,23790,19090,4700,15757,181,1072,44492,3650,40842,35655,2108,697,32850,0,0,ND
1976:Q2,1383706,11981,27460,41848,317428,9640,106188,64327,107569,29704,948787,262515,19783,517625,148864,113,4650,2804,3798,0,0,24837,1339311,1302805,-28860,242554,936971,64503,24947,19981,4966,15274,188,1095,46133,3740,42393,36506,2124,722,33660,0,0,ND
1976:Q3,1416879,12287,29716,43649,324857,10945,108933,67298,108063,29618,970988,260461,19599,535498,155430,119,4525,2950,3829,0,0,23959,1371365,1333778,-26006,238603,957201,69254,24935,19795,5140,16062,194,1154,52381,3850,48531,37587,2189,748,34650,0,0,ND
1976:Q4,1470781,12121,25158,53271,338962,14190,118908,66538,109618,29708,1006642,272450,22523,551630,160039,128,4543,3158,3872,0,0,22926,1421042,1381491,-36297,262975,992370,76259,28049,22748,5301,15862,206,1214,40853,4004,36849,39551,2722,793,36036,0,0,ND
1977:Q1,1501840,12124,26883,53655,346098,11614,122392,69239,110840,32013,1025127,273370,22694,566240,162823,136,4501,3352,4165,0,0,25799,1454498,1413731,-36423,248491,1030758,79919,28271,22921,5350,14462,213,1300,46740,4140,42600,40767,2689,818,37260,0,0,ND
1977:Q2,1549827,12725,24562,51704,348328,11560,120088,71179,115121,30380,1070430,282560,23440,591209,173221,144,4741,3558,4198,0,0,29437,1501099,1459489,-35558,256675,1055163,83218,29711,23674,6037,15717,220,1406,52937,4240,48697,41610,2605,845,38160,0,0,ND
1977:Q3,1593674,11326,23953,53349,351472,11899,117939,72674,118599,30361,1112000,289318,23317,617043,182322,153,4840,3777,4242,0,0,28562,1545686,1503207,-34664,258718,1084311,87854,29844,23550,6294,17054,227,1516,58347,4340,54007,42479,2547,872,39060,0,0,ND
1977:Q4,1655484,13922,26870,61119,355686,14616,118547,74813,119183,28527,1157548,301003,25654,641224,189667,162,4956,4009,4324,0,0,26888,1603066,1557689,-45122,288266,1116191,92225,32921,25911,7010,20173,241,1613,51181,4645,46536,45377,2645,929,41803,0,0,ND
1978:Q1,1682998,11622,27900,57690,356889,11915,117151,77365,119567,30891,1183981,306631,24181,659322,193847,171,4941,4237,4786,0,0,30781,1632292,1586117,-46314,263516,1154015,98973,31488,24423,7065,21278,248,1702,61211,4720,56491,46175,2739,956,42480,0,0,ND
1978:Q2,1748476,11888,27920,56814,360833,12243,115402,80061,122865,30262,1241209,323273,24289,685393,208254,181,5085,4477,4874,0,0,35195,1696935,1648325,-41838,280122,1178943,100423,32121,24532,7589,25274,258,1787,71235,4949,66286,48610,3079,990,44541,0,0,ND
1978:Q3,1801005,12141,26830,54685,366681,13088,112122,84268,126223,30980,1280782,329149,21952,710992,218689,191,5206,4731,4987,0,0,44771,1748153,1698427,-34625,280306,1208808,103149,29929,22172,7757,29158,267,1867,79568,5045,74523,49726,3292,1025,45409,0,0,ND
1978:Q4,1869338,15470,31223,61596,371816,13821,109224,87332,130815,30624,1328809,345295,24938,733802,224774,202,4862,4999,5198,0,0,45163,1809996,1758927,-45850,314722,1237393,105459,33073,25220,7853,32670,284,1941,79235,5222,74013,51069,2977,1091,47001,0,0,ND
1979:Q1,1900207,12345,31714,64406,376811,13263,109844,89367,132535,31802,1353510,350854,25214,749422,228020,214,4967,5283,5583,0,0,45374,1844194,1792269,-29368,281374,1265973,119269,33545,25505,8040,31881,314,2021,87260,5282,81978,51925,3181,1210,47534,0,0,ND
