1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q2,965,965,0,0,0,7948,7948,0,0,11010,11010,33402,0,33402,0,102724,0,34494,37043,31187,0,0,0,0,0,5772,5772,0,0,52580,527122,276049,52580,527122,276049
1979:Q3,924,924,0,0,0,8271,8271,0,0,11360,11360,34132,0,34132,0,106427,0,35717,38469,32241,0,0,0,0,0,6095,6095,0,0,42354,529800,283565,42354,529800,283565
1979:Q4,942,942,0,0,0,9254,9254,0,0,11692,11692,34808,0,34808,0,110182,0,37022,39810,33350,0,0,0,0,0,6196,6196,0,0,43234,539904,293200,43234,539904,293200
1980:Q1,778,778,0,0,0,9684,9684,0,0,12003,12003,35352,0,35352,0,114012,0,38599,41113,34300,0,0,0,0,0,6240,6240,0,0,56611,552484,295170,56611,552484,295170
1980:Q2,729,729,0,0,0,10126,10126,0,0,12288,12288,35817,0,35817,0,117350,0,39773,42341,35236,0,0,0,0,0,6761,6761,0,0,51787,562984,289187,51787,562984,289187
1980:Q3,720,720,0,0,0,9498,9498,0,0,12587,12587,36274,0,36274,0,120571,0,40926,43500,36145,0,0,0,0,0,7241,7241,0,0,48684,563797,287601,48684,563797,287601
1980:Q4,1842,1842,0,0,0,10068,10068,0,0,12939,12939,36791,0,36791,0,123727,0,42115,44592,37020,0,0,0,0,0,7566,7566,0,0,52266,574353,287401,52266,574353,287401
1981:Q1,1674,1674,0,0,0,9694,9694,0,0,13358,13358,37559,0,37559,0,126814,0,43349,45644,37821,0,0,0,0,0,7697,7697,0,0,57201,587913,298732,57201,587913,298732
1981:Q2,1851,1851,0,0,0,9793,9793,0,0,13859,13859,38363,0,38363,0,129799,0,44604,46635,38560,0,0,0,0,0,7753,7753,0,0,66851,598883,307908,66851,598883,307908
1981:Q3,1820,1820,0,0,0,11801,11801,0,0,14345,14345,39184,0,39184,0,132592,0,45743,47556,39293,0,0,0,0,0,7600,7600,0,0,87724,598335,322720,87724,598335,322720
1981:Q4,1573,1573,0,0,0,11914,11914,0,0,14722,14722,39996,0,39996,0,135270,0,46795,48396,40079,0,0,0,0,0,7953,7953,0,0,82353,608916,329132,82353,608916,329132
1982:Q1,1636,1636,0,0,0,12590,12590,0,0,15001,15001,40905,0,40905,0,137461,0,47336,49168,40957,0,0,0,0,0,8215,8215,0,0,81198,623328,341656,81198,623328,341656
1982:Q2,1861,1861,0,0,0,12200,12200,0,0,15194,15194,41793,0,41793,0,139615,0,47765,49783,42067,0,0,0,0,0,8534,8534,0,0,78264,634294,351959,78264,634294,351959
1982:Q3,1913,1913,0,0,0,13813,13813,0,0,15349,15349,42711,0,42711,0,141792,0,48397,50408,42987,0,0,0,0,0,9410,9410,0,0,49748,633623,355716,49748,633623,355716
1982:Q4,1798,1798,0,0,0,14732,14732,0,0,15515,15515,43710,0,43710,0,146102,0,51600,51213,43289,0,0,0,0,0,9871,9871,0,0,39185,644261,358378,39185,644261,358378
1983:Q1,1875,1875,0,0,0,13782,13782,0,0,15665,15665,44623,0,44623,0,148572,0,53786,52012,42774,0,0,0,0,0,10730,10730,0,0,21446,659394,356934,21446,659394,356934
1983:Q2,1913,1913,0,0,0,13083,13083,0,0,15810,15810,45619,0,45619,0,150698,0,56555,52823,41320,0,0,0,0,0,11738,11738,0,0,-1955,670233,350784,-1955,670233,350784
1983:Q3,1875,1875,0,0,0,12440,12440,0,0,15950,15950,46642,0,46642,0,153812,0,60148,53717,39947,0,0,0,0,0,11868,11868,0,0,15610,669248,359060,15610,669248,359060
1983:Q4,1812,1812,0,0,0,11841,11841,0,0,16099,16099,47639,0,47639,0,158322,0,63899,54756,39667,0,0,0,0,0,12011,12011,0,0,33417,679718,365216,33417,679718,365216
1984:Q1,2064,2064,0,0,0,10901,10901,0,0,15949,15949,48683,0,48683,0,161848,0,57737,55868,48243,0,0,0,0,0,11629,11629,0,0,87897,696101,371789,87897,696101,371789
1984:Q2,2061,2061,0,0,0,12351,12351,0,0,15600,15600,49670,0,49670,0,165451,0,59350,57194,48907,0,0,0,0,0,11259,11259,0,0,129021,707154,374659,129021,707154,374659
1984:Q3,2191,2191,0,0,0,14942,14942,0,0,15255,15255,50638,0,50638,0,169030,0,60801,58571,49658,0,0,0,0,0,12189,12189,0,0,108145,707243,369917,108145,707243,369917
1984:Q4,2088,2088,0,0,0,18852,18852,0,0,15108,15108,51663,0,51663,0,173138,0,62521,59893,50724,0,0,0,0,0,12913,12913,0,0,95776,717345,375214,95776,717345,375214
1985:Q1,2158,2158,0,0,0,15404,15404,0,0,15071,15071,52569,0,52569,0,177502,0,63656,61120,52726,0,0,0,0,0,13761,13761,0,0,87247,724292,378998,87247,724292,378998
1985:Q2,1892,1892,0,0,0,20318,20318,0,0,15180,15180,53554,0,53554,0,186584,0,69414,62582,54588,0,0,0,0,0,14718,14718,0,0,74268,735026,381561,74268,735026,381561
1985:Q3,1874,1874,0,0,0,18136,18136,0,0,15279,15279,54547,0,54547,0,199049,0,78845,63671,56533,0,0,0,0,0,14545,14545,0,0,113637,735823,395471,113637,735823,395471
1985:Q4,1938,1938,0,0,0,23342,23342,0,0,15209,15209,55472,0,55472,0,210175,0,89762,64155,56258,0,0,131774,131774,0,18707,18707,0,0,-23995,737035,382476,-23995,737035,382476
1986:Q1,1916,1916,0,0,0,25662,25662,0,0,14968,14968,56471,0,56471,0,219607,0,92915,68584,58108,0,0,138808,138808,0,18707,18707,0,0,-64626,757662,377061,-64626,757662,377061
1986:Q2,1873,1873,0,0,0,23325,23325,0,0,14548,14548,57462,0,57462,0,229527,0,96710,72687,60130,0,0,140989,140989,0,18707,18707,0,0,-56677,769775,375671,-56677,769775,375671
1986:Q3,920,920,0,0,0,25041,25041,30,30,14129,14129,58397,0,58397,0,241131,0,101732,77366,62033,0,0,141730,141730,0,18712,18712,0,0,1994,775820,390751,1994,775820,390751
1986:Q4,927,927,0,0,0,26954,26954,30,30,13885,13885,59229,0,59229,0,252382,0,106421,83082,62879,0,0,146862,146862,0,18742,18742,0,0,9988,778161,381204,9988,778161,381204
1987:Q1,1080,1080,0,0,0,25191,25191,30,30,13856,13856,60504,0,60504,0,262972,0,112696,87788,62488,0,0,161214,161214,0,19042,19042,0,0,-86034,796638,351184,-86034,796638,351184
1987:Q2,921,921,0,0,0,21327,21327,30,30,14196,14196,61917,0,61917,0,273839,0,118333,94771,60735,0,0,171248,171248,0,19492,19492,0,0,-97887,806245,348526,-97887,806245,348526
1987:Q3,925,925,0,0,0,18127,18127,30,30,14506,14506,63224,0,63224,0,284329,0,123646,101819,58864,0,0,184348,184348,0,20142,20142,0,0,-114791,807810,345351,-114791,807810,345351
1987:Q4,781,781,0,0,0,20351,20351,30,30,15407,15407,65590,0,65590,0,293788,0,129445,106590,57753,0,0,186265,186265,0,20250,20250,0,0,83228,808941,394000,83228,808941,394000
1988:Q1,673,673,0,0,0,24544,24544,30,30,15270,15270,67443,0,67443,0,302176,0,132211,112532,57433,0,0,184762,184762,0,19750,19750,0,0,99993,828746,389616,99993,828746,389616
1988:Q2,650,650,0,0,0,20268,20268,30,30,15325,15325,68998,0,68998,0,309455,0,134937,117084,57434,0,0,187501,187501,0,19050,19050,0,0,97708,837649,390822,97708,837649,390822
1988:Q3,590,590,0,0,0,19706,19706,30,30,15486,15486,70179,0,70179,0,316433,0,139109,119672,57652,0,0,183436,183436,0,17800,17800,0,0,130712,840067,397908,130712,840067,397908
1988:Q4,729,729,0,0,0,19030,19030,30,30,15835,15835,71383,0,71383,0,323916,0,144137,121624,58155,0,0,186900,186900,0,19012,19012,0,0,142462,839008,402354,142462,839008,402354
1989:Q1,726,726,0,0,0,17674,17674,30,30,15741,15741,72546,0,72546,0,331848,0,146395,125944,59509,0,0,192621,192621,0,20696,20696,0,0,127866,859716,424821,127866,859716,424821
1989:Q2,673,673,0,0,0,21455,21455,30,30,15850,15850,73291,0,73291,0,340175,0,149339,129233,61603,0,0,196637,196637,0,22555,22555,0,0,110370,868248,432173,110370,868248,432173
1989:Q3,705,705,0,0,0,23333,23333,30,30,15976,15976,73965,0,73965,0,348311,0,153384,131720,63207,0,0,202090,202090,0,24454,24454,0,0,73171,871378,451886,73171,871378,451886
1989:Q4,586,586,0,0,0,25897,25897,30,30,16649,16649,76081,0,76081,0,355670,0,155955,135952,63763,0,0,204708,204708,0,26280,26280,0,0,88985,869421,486296,88985,869421,486296
1990:Q1,660,660,0,0,0,24378,24378,30,30,16296,16296,76644,0,76644,0,362296,0,163946,134930,63420,0,0,207757,207757,0,28004,28004,0,0,126999,890962,512280,126999,890962,512280
1990:Q2,646,646,0,0,0,23935,23935,30,30,16310,16310,77664,0,77664,0,368235,0,164481,141803,61951,0,0,210073,210073,0,29268,29268,0,0,99269,900232,518941,99269,900232,518941
1990:Q3,674,674,0,0,0,26665,26665,30,30,16271,16271,79077,0,79077,0,373891,0,167872,145553,60466,0,0,210651,210651,0,30642,30642,0,0,187151,902876,580906,187151,902876,580906
1990:Q4,628,628,0,0,0,30667,30667,30,30,16764,16764,81149,0,81149,0,379667,0,170339,149305,60023,0,0,214824,214824,0,32331,32331,0,0,174505,901166,583399,174505,901166,583399
1991:Q1,691,691,0,0,0,31142,31142,30,30,16638,16638,82444,0,82444,0,383448,0,170713,151970,60765,0,0,221275,221275,0,35015,35015,0,0,117842,924180,564848,117842,924180,564848
1991:Q2,893,893,0,0,0,31035,31035,30,30,16415,16415,83743,0,83743,0,385780,0,171614,151737,62429,0,0,227141,227141,0,38479,38479,0,0,129970,932065,592195,129970,932065,592195
1991:Q3,1330,1330,0,0,0,33479,33479,30,30,16192,16192,85040,0,85040,0,388067,0,172548,151344,64175,0,0,235003,235003,0,41713,41713,0,0,107362,934630,598101,107362,934630,598101
1991:Q4,1646,1646,0,0,0,31691,31691,30,30,16062,16062,86338,0,86338,0,391713,0,175175,151517,65021,0,0,244532,244532,0,44403,44403,0,0,85104,931179,600784,85104,931179,600784
1992:Q1,1714,1714,0,0,0,35309,35309,30,30,16005,16005,88282,0,88282,0,396645,0,177223,154157,65265,0,0,245603,245603,0,46813,46813,0,0,131380,955360,663367,131380,955360,663367
1992:Q2,1853,1853,0,0,0,34861,34861,30,30,15990,15990,90210,0,90210,0,402793,0,179849,158073,64871,0,0,246814,246814,0,49189,49189,0,0,134202,963704,717412,134202,963704,717412
1992:Q3,1624,1624,0,0,0,35858,35858,30,30,16023,16023,92117,0,92117,0,409039,0,182713,162119,64207,0,0,248455,248455,0,51659,51659,0,0,146233,966130,754070,146233,966130,754070
1992:Q4,1670,1670,0,0,0,30773,30773,30,30,16110,16110,94009,0,94009,0,414265,0,184966,165196,64103,0,0,247586,247586,0,54321,54321,0,0,122871,962834,779615,122871,962834,779615
1993:Q1,2001,2001,0,0,0,28736,28736,30,30,16228,16228,95606,0,95606,0,418557,0,186683,167383,64491,0,0,255081,255081,0,56975,56975,0,0,84635,987749,776760,84635,987749,776760
1993:Q2,2423,2423,0,0,0,24871,24871,30,30,16348,16348,97085,0,97085,0,422000,0,187941,168884,65175,0,0,257893,257893,0,59829,59829,0,0,96156,995101,789712,96156,995101,789712
1993:Q3,2985,2985,0,0,0,22755,22755,30,30,16468,16468,99843,0,99843,0,425370,0,189116,170263,65991,0,0,261806,261806,0,62933,62933,0,0,82355,997084,785565,82355,997084,785565
1993:Q4,1947,1947,0,0,0,23745,23745,30,30,16591,16591,100192,0,100192,0,429441,0,190665,172076,66700,0,0,267861,267861,0,66636,66636,0,0,70922,993027,795251,70922,993027,795251
1994:Q1,1911,1911,0,0,0,21916,21916,30,30,16729,16729,101836,0,101836,0,433000,0,192295,173475,67230,0,0,272422,272422,0,69970,69970,0,0,118264,1017886,839083,118264,1017886,839083
1994:Q2,2076,2076,0,0,0,18205,18205,30,30,16877,16877,102650,0,102650,0,436500,0,193887,174906,67707,0,0,278678,278678,0,73062,73062,0,0,109857,1025218,866907,109857,1025218,866907
1994:Q3,2410,2410,0,0,0,15410,15410,30,30,17018,17018,105459,0,105459,0,440000,0,195507,176338,68155,0,0,283400,283400,0,75948,75948,0,0,60705,1027945,870822,60705,1027945,870822
1994:Q4,2024,2024,0,0,0,15994,15994,0,0,17162,17162,106994,0,106994,0,443988,0,197268,177973,68747,0,0,297926,297926,0,78325,78325,0,0,37631,1023064,882917,37631,1023064,882917
1995:Q1,2027,2027,0,0,0,14796,14796,0,0,17343,17343,109311,0,109311,0,453000,0,201577,181602,69821,0,0,303617,303617,0,79682,79682,0,0,-6900,1048955,860559,-6900,1048955,860559
1995:Q2,2039,2039,0,0,0,17927,17927,0,0,17533,17533,111687,0,111687,0,461890,0,205839,185187,70864,0,0,309154,309154,0,81041,81041,0,0,-53242,1056692,839206,-53242,1056692,839206
1995:Q3,2281,2281,0,0,0,16922,16922,0,0,17727,17727,112394,0,112394,0,459591,0,204395,184349,70847,0,0,315759,315759,0,82398,82398,0,0,-84240,1059800,818310,-84240,1059800,818310
1995:Q4,2262,2262,0,0,0,19254,19254,0,0,17922,17922,113399,0,113399,0,464792,0,206825,186470,71497,0,0,322167,322167,0,83757,83757,0,0,-94243,1072200,812269,-94243,1072200,812269
1996:Q1,2409,2409,0,0,0,17505,17505,0,0,18104,18104,112869,0,112869,0,467493,0,208188,187576,71729,0,0,326999,326999,0,85114,85114,0,0,-108812,1085043,799730,-108812,1085043,799730
1996:Q2,2148,2148,0,0,0,14856,14856,0,0,18302,18302,113230,0,113230,0,468940,0,208958,188180,71802,0,0,332133,332133,0,86471,86471,0,0,-122940,1090964,790165,-122940,1090964,790165
1996:Q3,2065,2065,0,0,0,15357,15357,0,0,18496,18496,113913,0,113913,0,474150,0,211620,190281,72249,0,0,340885,340885,0,87829,87829,0,0,-129576,1095147,796823,-129576,1095147,796823
1996:Q4,2124,2124,0,0,0,18025,18025,0,0,18685,18685,118543,0,118543,0,471354,0,209578,189302,72474,0,0,429552,370915,58637,89185,89185,0,0,-160068,1086595,770459,-160068,1086595,770459
1997:Q1,2149,2149,0,0,0,15240,15240,0,0,18752,18752,120684,0,120684,0,473775,0,210697,190296,72782,0,0,423782,362427,61355,91610,91610,0,0,-127008,1114041,783230,-127008,1114041,783230
1997:Q2,2160,2160,0,0,0,13037,13037,59,59,18825,18825,123484,0,123484,0,475131,0,211330,190882,72919,0,0,445345,377741,67604,93059,93059,0,0,-242401,1121982,680411,-242401,1121982,680411
1997:Q3,2189,2189,0,0,0,15324,15324,92,92,18903,18903,126269,0,126269,0,480640,0,214073,193115,73452,0,0,459895,387588,72307,94508,94508,0,0,-300985,1123725,612536,-300985,1123725,612536
1997:Q4,2068,2068,0,0,0,18025,18025,92,92,18988,18988,128796,0,128796,0,476153,0,211578,191399,73176,0,0,465024,389827,75197,97572,97572,0,0,-274569,1115424,626080,-274569,1115424,626080
1998:Q1,2090,2090,0,0,0,22330,22330,99,99,18949,18949,129806,0,129806,0,480131,0,212862,193133,74136,0,0,485699,403924,81775,101929,101929,0,0,-358076,1144381,530337,-358076,1144381,530337
1998:Q2,2116,2116,0,0,0,21615,21615,581,581,19250,19250,130210,0,130210,0,481274,0,212734,193737,74803,0,0,481068,395905,85163,106429,106429,0,0,-294536,1152409,548195,-294536,1152409,548195
1998:Q3,1978,1978,0,0,0,22799,22799,858,858,18750,18750,132492,0,132492,0,484650,0,213688,195209,75753,0,0,457579,373469,84110,110976,110976,0,0,-123471,1155577,734308,-123471,1155577,734308
1998:Q4,1918,1918,0,0,0,24873,24873,917,917,17616,17616,136162,0,136162,0,480414,0,210532,193658,76224,0,0,484610,391642,92968,110453,110453,0,0,-297769,1146745,574204,-297769,1146745,574204
1999:Q1,2040,2040,0,0,0,21497,21497,2091,2091,18893,18893,136451,0,136451,0,480882,0,210421,193977,76484,0,0,490004,394833,95171,107339,107339,0,0,-283671,1175476,568067,-283671,1175476,568067
1999:Q2,2152,2152,0,0,0,17323,17323,3699,3699,18976,18976,136156,0,136156,0,483829,0,211710,195212,76907,0,0,498549,399477,99072,103373,103373,0,0,-325880,1183812,509514,-325880,1183812,509514
1999:Q3,2269,2269,0,0,0,15885,15885,4230,4230,19020,19020,140736,0,140736,0,487850,0,213491,196864,77495,0,0,494549,395647,98902,98336,98336,0,0,-211753,1187522,635487,-211753,1187522,635487
1999:Q4,2570,2570,0,0,0,17078,17078,4230,4230,19801,19801,160680,6051,151095,15636,647920,45289,266856,195025,77309,148919,5100,511516,405519,105997,92083,92083,0,0,-376726,1179048,473553,-376726,1179048,473553
2000:Q1,2276,2276,0,0,0,15054,15054,4951,4951,19058,19058,162753,6467,152511,16709,656391,48282,270662,195467,77508,155461,5575,516521,409332,107189,90069,90069,0,0,-454190,1207858,452829,-454190,1207858,452829
2000:Q2,2335,2335,0,0,0,12870,12870,8025,8025,19251,19251,165541,6882,154642,17781,667490,51275,275959,196955,77795,162005,6051,499597,394385,105212,83290,83290,0,0,-373002,1215849,533434,-373002,1215849,533434
2000:Q3,2436,2436,0,0,0,13577,13577,9542,9542,19103,19103,169784,7296,158229,18851,676858,54268,280348,197784,77922,168547,6525,489583,385545,104038,77999,77999,0,0,-347068,1220196,547531,-347068,1220196,547531
2000:Q4,2594,2594,0,0,0,17100,17100,11682,11682,19913,19913,172482,7711,160270,19923,677180,57261,280082,195059,77211,175089,7000,462076,362336,99740,72991,72991,0,0,-193582,1230917,717031,-193582,1230917,717031
2001:Q1,2494,2494,0,0,0,29883,29883,14479,14479,19090,19090,171268,8161,158344,21085,692829,63375,287895,195984,77632,187143,7550,422393,328472,93921,70761,70761,0,0,2716,1241562,927675,2716,1241562,927675
2001:Q2,2520,2520,0,0,0,26113,26113,20408,20408,18820,18820,178125,8610,164489,22246,713123,69491,298456,198713,78145,199199,8101,437558,342603,94955,64343,64343,0,0,-16822,1249947,880161,-16822,1249947,880161
2001:Q3,2550,2550,0,0,0,29415,29415,23499,23499,19613,19613,184045,9060,169697,23408,743436,75605,313821,205465,79854,211251,8650,384492,295447,89045,57207,57207,0,0,193667,1255418,1129451,193667,1255418,1129451
2001:Q4,2522,2522,0,0,0,25661,25661,26405,26405,19464,19464,185168,9508,170108,24568,757589,81719,320918,205886,79999,223305,9200,415955,324502,91453,48408,48408,0,0,111656,1246535,1047386,111656,1246535,1047386
2002:Q1,2530,2530,0,0,0,28432,28432,34473,34473,19796,19796,186590,9868,170960,25498,770655,84339,327530,209029,80861,227874,9700,437616,346591,91025,53365,53365,0,0,131644,1277087,1050112,131644,1277087,1050112
2002:Q2,2489,2489,0,0,0,26257,26257,39684,39684,19666,19666,192632,10228,176433,26427,789694,86959,337291,214551,82168,232442,10201,403802,317034,86768,50993,50993,0,0,249617,1286502,1247362,249617,1286502,1247362
2002:Q3,2593,2593,0,0,0,28644,28644,43261,43261,20386,20386,195255,10586,178486,27355,810482,89578,347880,220785,83686,237009,10700,355816,274306,81510,55347,55347,0,0,390092,1292352,1395461,390092,1292352,1395461
2002:Q4,2627,2627,0,0,0,27610,27610,46323,46323,20368,20368,196187,10946,178849,28284,823570,92198,354540,223980,84471,241577,11200,373699,290926,82773,49933,49933,15369,15369,339673,1282824,1444468,339673,1282824,1444468
2003:Q1,2627,2627,0,0,0,30492,30492,52107,52107,21732,21732,198906,11278,181044,29140,841746,94487,364247,230183,86123,243904,11776,369030,283598,85432,53470,53470,16094,16094,359412,1314075,1435130,359412,1314075,1435130
2003:Q2,2627,2627,0,0,0,30843,30843,58645,58645,22073,22073,201400,11609,183013,29996,855754,96777,371982,234740,87227,246232,12350,413914,321082,92832,49917,49917,17217,17217,185466,1322898,1437565,185466,1322898,1437565
2003:Q3,2627,2627,0,0,0,28438,28438,62627,62627,22091,22091,208431,11940,189520,30851,876857,99066,383311,242099,89028,248559,12926,431442,333945,97497,48597,48597,18445,18445,153647,1331993,1438703,153647,1331993,1438703
2003:Q4,2627,2627,0,0,0,20505,20505,67713,67713,21995,21995,209717,12271,190282,31706,881685,101355,386448,243024,89183,250885,13500,475847,371095,104752,49764,49764,34980,34980,28157,1325844,1344134,28157,1325844,1344134
2004:Q1,2627,2627,0,0,0,24894,24894,75183,75183,21921,21921,212771,12609,192801,32579,893412,101629,392060,247427,90575,251487,13492,474415,366462,107953,47487,47487,34473,34473,18130,1359468,1402470,18130,1359468,1402470
2004:Q2,2627,2627,0,0,0,19064,19064,79927,79927,22695,22695,212990,12946,192486,33450,907458,101904,399127,252720,91941,252089,13485,481474,370970,110504,50887,50887,35296,35296,44832,1371913,1417415,44832,1371913,1417415
2004:Q3,2627,2627,0,0,0,17869,17869,83523,83523,23030,23030,216418,13283,195379,34322,933370,102177,413219,262686,93475,252690,13477,470083,357932,112151,47904,47904,35864,35864,108207,1377886,1616644,108207,1377886,1616644
2004:Q4,2627,2627,0,0,0,18384,18384,86462,86462,23500,23500,222383,13620,200810,35193,933998,102451,413242,262692,93755,253291,13469,508050,390055,117995,46648,46648,52372,52372,34223,1366573,1416534,34223,1366573,1416534
2005:Q1,2627,2627,0,0,0,18186,18186,93275,93275,23764,23764,224337,13578,202674,35241,950404,108743,422925,265682,94643,261095,14802,503777,384726,119051,45497,45497,54286,54286,68097,1399693,1490682,68097,1399693,1490682
2005:Q2,2627,2627,0,0,0,17819,17819,95812,95812,24474,24474,225795,13535,204042,35288,969200,115036,433934,269582,95684,268902,16134,509664,388188,121476,43906,43906,50902,50902,47210,1425659,1562363,47210,1425659,1562363
2005:Q3,2627,2627,0,0,0,19142,19142,98724,98724,23735,23735,230899,13492,209057,35334,1005647,121328,454167,280374,98261,276706,17467,522900,397767,125133,46226,46226,52873,52873,-2809,1432429,1616296,-2809,1432429,1616296
2005:Q4,2627,2627,0,0,0,19164,19164,101399,101399,23296,23296,230160,13449,208228,35381,1023716,127620,464834,283910,99283,284510,18799,533151,405228,127923,44763,44763,75388,75388,-30193,1424602,1596028,-30193,1424602,1596028
2006:Q1,2627,2627,0,0,0,21526,21526,105633,105633,23495,23495,237731,13739,214895,36575,1018851,124907,461778,285340,100275,278186,18179,540639,408263,132376,63258,63258,74191,74191,5852,1459253,1464580,5852,1459253,1464580
2006:Q2,2627,2627,0,0,0,18599,18599,117027,117027,23676,23676,242628,14028,218888,37768,1018659,122194,461111,288595,101725,271861,17561,531772,398039,133733,63754,63754,73193,73193,71195,1475064,1575258,71195,1475064,1575258
2006:Q3,2627,2627,0,0,0,18210,18210,119134,119134,23733,23733,246055,14318,221411,38962,1017961,119481,460218,291655,103092,265536,16941,536249,398517,137732,64249,64249,72740,72740,35061,1480283,1577389,35061,1480283,1577389
2006:Q4,2627,2627,0,0,0,18972,18972,123354,123354,23897,23897,248314,14607,222766,40155,1009122,116767,455141,291492,103725,259210,16321,547845,404781,143064,64745,64745,93469,93469,-16275,1469890,1542639,-16275,1469890,1542639
2007:Q1,2627,2627,0,0,0,22741,22741,125838,125838,24433,24433,252824,14892,226857,40859,1012637,116106,457427,294515,104831,255699,16271,556772,411508,145264,65879,65879,92276,92276,-19253,1505889,1609925,-19253,1505889,1609925
2007:Q2,2627,2627,0,0,0,21125,21125,130167,130167,24463,24463,254534,15177,228149,41562,1016220,115444,459757,297584,105917,252186,16220,579235,426550,152685,67015,67015,112870,112870,-78058,1536896,1450326,-78058,1536896,1450326
2007:Q3,2627,2627,0,0,0,24555,24555,133003,133003,24929,24929,260989,15462,234185,42266,1019877,114782,461958,300713,107146,248673,16169,590810,435938,154872,68150,68150,117682,117682,-92943,1541213,1528190,-92943,1541213,1528190
2007:Q4,26627,2627,24000,0,0,20893,20893,133270,133270,24929,24929,263871,15746,236649,42968,1013250,114120,458875,299812,107405,245160,16118,588726,433876,154850,69286,69286,137344,137344,-28350,1518489,1629406,-28350,1518489,1629406
2008:Q1,23627,2627,21000,0,0,26682,26682,132037,132037,26265,26265,273256,16164,245585,43835,1023459,115164,462914,303140,109512,246825,16232,556603,411169,145434,72970,72970,136915,136915,144142,1554164,1831732,144142,1554164,1831732
2008:Q2,64627,2627,62000,0,0,20127,20127,136767,136767,26657,26657,272885,16581,244764,44702,1036739,116208,469774,307786,110552,248489,16346,553490,405652,147838,76654,76654,138523,138523,213194,1568220,1897917,213194,1568220,1897917
2008:Q3,290890,2627,288263,0,0,27091,27091,124829,124829,26476,26476,275256,16997,246686,45567,1054647,117251,478953,314025,112309,250153,16458,513931,377878,136053,80338,80338,145019,145019,391616,1570023,2236710,391616,1570023,2236710
2008:Q4,556355,2627,553728,0,0,15496,15496,117107,117107,28101,28101,275455,17414,246436,46433,1050083,118295,477412,310921,111656,251817,16572,455987,338332,117655,84024,84024,163846,163846,687525,1537310,2694876,687525,1537310,2694876
2009:Q1,312544,2627,309917,0,0,18991,18991,106493,106493,27608,27608,278374,17527,249034,46867,1046066,117243,478801,309569,108875,249048,17016,460221,346531,113690,81872,81872,159645,159645,802432,1584719,2890792,802432,1584719,2890792
2009:Q2,117211,2626,114585,0,0,18162,18162,99628,99628,25954,25954,280182,17639,250521,47300,1043572,116191,480734,308920,106368,246281,17460,512307,385051,127256,79721,79721,160814,160814,665291,1604494,2846822,665291,1604494,2846822
2009:Q3,59383,2627,56756,0,0,14653,14653,91398,91398,25572,25572,286216,17750,256235,47731,1042369,115138,483285,308768,104041,243511,17902,566086,426147,139939,77570,77570,161936,161936,506611,1612734,2654314,506611,1612734,2654314
2009:Q4,12899,2627,10272,0,0,15897,15897,84515,84515,23217,23217,285530,17862,255228,48164,1037025,114086,483201,306954,101868,240742,18346,596447,451641,144806,75419,75419,180413,180413,465983,1573923,2616665,465983,1573923,2616665
2010:Q1,2627,2627,0,0,0,21140,21140,82420,82420,25719,25719,286698,18192,255931,48959,1032637,112736,470569,308805,109125,237725,19149,606930,457304,149626,79264,79264,179337,179337,440704,1639197,2665080,440704,1639197,2665080
2010:Q2,3872,2627,1245,0,0,17805,17805,75644,75644,26615,26615,291454,18523,260222,49755,1035810,111386,461483,313748,117306,234707,19952,579466,438545,140921,83110,83110,180481,180481,598883,1683982,2909890,598883,1683982,2909890
2010:Q3,2688,2627,61,0,0,19687,19687,73462,73462,23715,23715,297898,18852,266201,50549,1036783,110036,451643,317768,124964,231690,20754,605423,453977,151446,86957,86957,184404,184404,506972,1715944,2876043,506972,1715944,2876043
2010:Q4,2702,2627,75,0,0,14401,14401,70386,70386,25868,25868,299405,19181,267243,51343,1029419,108685,437479,318558,131839,228671,21557,626105,466228,159877,90802,90802,202897,202897,437182,1703039,2854169,437182,1703039,2854169
2011:Q1,2627,2627,0,0,0,15011,15011,70261,70261,26242,26242,302295,19529,269593,52231,1031839,109631,439907,317845,129549,230297,23872,687455,483559,203896,91542,91542,202811,202811,381223,1738948,2813194,381223,1738948,2813194
2011:Q2,2627,2627,0,0,0,14106,14106,67925,67925,26723,26723,304924,19875,271681,53118,1047977,110577,448717,322688,129038,231923,26188,692082,488666,203416,92282,92282,196467,196467,394064,1847196,2840732,394064,1847196,2840732
2011:Q3,3127,2627,500,0,0,16264,16264,62829,62829,25473,25473,311562,20223,277779,54006,1058371,111521,454623,325277,127943,233546,28503,669137,475402,193735,93022,93022,205448,205448,601144,1761805,3169702,601144,1761805,3169702
2011:Q4,102450,2627,99823,0,0,12564,12564,63185,63185,25403,25403,314091,20569,279768,54892,1076250,112467,464712,330775,127240,235172,30818,686458,488614,197844,93762,93762,221428,221428,497490,1718816,3131069,497490,1718816,3131069
2012:Q1,49109,2627,46482,0,0,16831,16831,61932,61932,27239,27239,316248,21122,281513,55857,1073724,113418,459079,329270,130143,237453,31197,704744,502627,202117,90682,90682,220276,220276,366427,1756943,2936590,366427,1756943,2936590
