1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q2,30596,2627,27969,0,0,13043,13043,64388,64388,29110,29110,314520,21673,279373,56820,1079413,114368,456842,331252,134378,239732,31577,695591,498409,197182,87601,87601,223129,223129,421525,1772370,3035278,421525,1772370,3035278
2012:Q3,15177,2626,12551,0,0,12522,12522,65501,65501,29520,29520,321439,22225,285880,57784,1084027,115318,454354,332834,138191,242011,31955,705707,506583,199124,84521,84521,221460,221460,356944,1774388,3006260,356944,1774388,3006260
2012:Q4,11516,2627,8889,0,0,13721,13721,62514,62514,26069,26069,321014,22776,285043,58747,1098856,116268,457054,338536,142910,244290,32334,707191,508528,198663,81441,81441,234774,234774,377162,1764821,2999908,377162,1764821,2999908
2013:Q1,10682,2626,8056,0,0,13376,13376,63524,63524,27066,27066,322448,23260,285970,59738,1094388,116556,463354,335582,135877,242868,33263,718787,517634,201153,80822,80822,233638,233638,387073,1774725,3109771,387073,1774725,3109771
2013:Q2,4305,2626,1679,0,0,11972,11972,56625,56625,28968,28968,325269,23742,288284,60727,1098177,116843,473470,335955,129958,241443,34194,715252,516311,198941,80205,80205,231253,231253,521440,1883154,3337783,521440,1883154,3337783
2013:Q3,3137,2626,511,0,0,10457,10457,55425,55425,27963,27963,331949,24226,294458,61717,1098229,117130,481927,334792,123497,240020,35123,722672,523370,199302,79587,79587,230988,230988,577031,1920992,3451092,577031,1920992,3451092
2013:Q4,2898,2626,272,0,0,10555,10555,53492,53492,29072,29072,333549,24708,295551,62706,1095926,117417,489363,332621,116712,238595,36052,735479,531723,203756,78969,78969,246931,246931,591307,1751125,3532375,591307,1751125,3532375
2014:Q1,3033,2626,407,0,0,10438,10438,50427,50427,30052,30052,339521,25125,300767,63879,1097384,118376,487655,334208,119300,238633,35964,734224,534142,200082,78253,78253,246245,246245,574307,1775259,3607366,574307,1775259,3607366
2014:Q2,2750,2626,124,0,0,9045,9045,54349,54349,31426,31426,345066,25543,305556,65053,1105459,119337,488483,338671,123094,238672,35876,738132,539400,198732,77536,77536,248999,248999,518625,1784024,3562130,518625,1784024,3562130
2014:Q3,2866,2626,240,0,0,9312,9312,57320,57320,30767,30767,347879,25958,307614,66223,1112191,120296,488744,342521,126724,238710,35788,734079,536176,197903,76820,76820,248839,248839,551812,1776066,3675799,551812,1776066,3675799
2014:Q4,4154,2626,1528,0,0,9064,9064,61141,61141,30297,30297,348670,26375,307649,67396,1110497,121255,485053,342854,129399,238747,35699,735452,538852,196600,76104,76104,257309,257309,503426,1727755,3721721,503426,1727755,3721721
2015:Q1,3436,2626,810,0,0,10158,10158,64185,64185,31407,31407,352100,26896,310639,68357,1110203,122383,489071,341491,126064,239546,36414,737546,540624,196922,79894,79894,253237,253237,488353,1796980,3736244,488353,1796980,3736244
2015:Q2,3261,2626,635,0,0,9239,9239,63365,63365,32272,32272,351976,27417,310076,69317,1118988,123511,497358,343640,124025,240345,37131,734799,537847,196952,83685,83685,250593,250593,524858,1881742,3800225,524858,1881742,3800225
2015:Q3,3307,2626,681,0,0,8253,8253,59418,59418,32052,32052,356370,27938,314030,70278,1130195,124638,507099,346572,122175,241141,37846,718966,524772,194194,87475,87475,251029,251029,651500,1925234,4053858,651500,1925234,4053858
2015:Q4,3623,2626,997,0,0,8533,8533,64021,64021,32021,32021,356171,28458,313392,71237,1130485,125766,511362,345159,119229,241940,38561,722690,526972,195718,91266,91266,264694,264694,608286,1732207,4074315,608286,1732207,4074315
2016:Q1,2772,2626,146,0,0,8279,8279,63174,63174,33205,33205,362041,26334,318464,69911,1140942,128786,519105,346551,118224,246988,38860,729265,530849,198416,93472,93472,262972,262972,600526,1762585,4135226,600526,1762585,4135226
2016:Q2,5620,2626,2994,0,0,8661,8661,64921,64921,34025,34025,367786,24212,323411,68587,1154244,131807,528095,349073,117688,252037,39158,735490,537164,198326,95677,95677,264982,264982,583221,1777502,4163581,583221,1777502,4163581
2016:Q3,9629,2626,7003,0,0,8780,8780,65288,65288,33060,33060,370134,22087,324962,67259,1170195,134826,538098,352750,117633,257084,39456,743803,545394,198409,97884,97884,264977,264977,557116,1775492,4160240,557116,1775492,4160240
2016:Q4,8189,2626,5563,0,0,8089,8089,70694,70694,31698,31698,372870,19963,326900,65933,1174401,137846,542421,351720,116220,262132,39754,768405,546470,221935,100090,100090,277560,277560,581514,1710065,4220476,581514,1710065,4220476
2017:Q1,7701,2626,5075,0,0,8534,8534,73252,73252,33072,33072,379841,19798,332730,66909,1178073,143203,542804,349096,115587,271440,42349,773876,552485,221391,104882,104882,275312,275312,505953,1766006,4176608,505953,1766006,4176608
2017:Q2,5696,2626,3070,0,0,9338,9338,77034,77034,33494,33494,382100,19632,333847,67885,1202079,148561,552799,354732,117419,280747,44943,779376,555752,223624,109673,109673,273309,273309,460273,1850837,4149571,460273,1850837,4149571
2017:Q3,6246,2626,3620,0,0,7954,7954,84432,84432,33551,33551,385068,19467,335674,68861,1257641,153918,579746,372621,121600,290055,47537,790304,560358,229946,114464,114464,275338,275338,402061,1742346,4089287,402061,1742346,4089287
2017:Q4,14693,2626,12067,0,0,7789,7789,82649,82649,33479,33479,390933,19300,340398,69835,1250189,159275,574037,365682,120253,299361,50131,805402,565133,240269,119256,119256,287115,287115,325772,1694972,4014352,325772,1694972,4014352
2018:Q1,7637,2626,5011,0,0,8238,8238,85346,85346,35913,35913,401056,18934,349028,70962,1258974,159728,577910,367541,119292,301550,52409,800601,563927,236674,110618,110618,286786,286786,397445,1711008,4078427,397445,1711008,4078427
2018:Q2,3717,2626,1091,0,0,8074,8074,86775,86775,35764,35764,402886,18568,349365,72089,1271295,160182,582630,371006,119414,303741,54686,805889,567450,238439,101979,101979,288144,288144,396755,1732789,4111729,396755,1732789,4111729
2018:Q3,2700,2626,74,0,0,8235,8235,87582,87582,36611,36611,410154,18201,355141,73214,1291700,160634,591664,377626,120152,305929,56963,821697,574231,247466,93340,93340,287328,287328,338180,1721594,4118192,338180,1721594,4118192
2018:Q4,6833,2626,4207,0,0,7560,7560,85736,85736,35378,35378,417338,17834,360832,74340,1294249,161087,591939,377098,118941,308118,59240,788346,555735,232611,84701,84701,301023,301023,600966,1658770,4487872,600966,1658770,4487872
2019:Q1,3991,2626,1365,0,0,8329,8329,89115,89115,36838,36838,423083,18032,365951,75164,1300004,162456,592587,378658,120736,310736,59743,813602,570233,243369,83557,83557,297297,297297,452876,1724313,4338624,452876,1724313,4338624
2019:Q2,2643,2626,17,0,0,8946,8946,88658,88658,36143,36143,426534,18230,368775,75989,1314384,163824,597194,383762,123651,313354,60247,819237,573940,245297,82414,82414,297601,297601,431678,1826632,4265817,431678,1826632,4265817
2019:Q3,3599,2626,973,0,0,10773,10773,89714,89714,37017,37017,429623,18428,371238,76813,1321349,165193,597790,386031,126000,315971,60750,815747,572879,242868,81269,81269,298787,298787,466617,1717969,4311172,466617,1717969,4311172
2019:Q4,6355,2627,3728,0,0,10404,10404,91766,91766,36896,36896,436159,18625,377148,77636,1338228,166561,603941,392120,128887,318588,61253,826091,580119,245972,80125,80125,315397,315397,413854,1646927,4160188,413854,1646927,4160188
2020:Q1,360301,2627,357674,0,0,15053,15053,98118,98118,39417,39417,438340,20077,378580,79837,1345377,165743,606061,394891,129899,319547,60722,794854,556102,238752,79440,79440,313640,313640,748471,1680398,4724341,748471,1680398,4724341
2020:Q2,229511,2627,226884,0,0,15793,15793,102538,102538,38464,38464,443910,21530,383402,82038,1364161,164926,613539,402448,132399,320508,60193,828122,583452,244670,78755,78755,310696,310696,449808,1713670,4413403,449808,1713670,4413403
2020:Q3,26522,2627,23895,0,0,14926,14926,110608,110608,38054,38054,451266,22981,390009,84238,1393451,164107,626686,414101,135643,321466,59662,846451,596811,249640,78070,78070,310763,310763,339590,1700269,4317641,339590,1700269,4317641
2020:Q4,20510,2627,17883,0,0,15340,15340,114919,114919,36964,36964,455009,24433,393004,86438,1393453,163289,625240,414128,135818,322425,59131,874727,619528,255199,77384,77384,323633,323633,127729,1637161,3928889,127729,1637161,3928889
2021:Q1,5137,2627,2510,0,0,17641,17641,126030,126030,39090,39090,458658,24991,396182,87467,1425077,167345,637794,424585,140144,329274,60625,880405,622286,258119,75758,75758,322181,322181,150099,1663873,3891100,150099,1663873,3891100
2021:Q2,3195,2627,568,0,0,15576,15576,141460,141460,38260,38260,459921,25550,396974,88497,1451477,171402,647056,433124,144458,336123,62118,902231,636805,265426,74130,74130,325741,325741,49296,1671841,3715586,49296,1671841,3715586
2021:Q3,2954,2626,328,0,0,15550,15550,152177,152177,38238,38238,466415,26108,402997,89526,1500662,175457,667709,450765,151063,342971,63611,901213,633609,267604,72503,72503,328588,328588,124721,1703602,3817462,124721,1703602,3817462
2021:Q4,5966,2626,3340,0,0,14303,14303,155406,155406,38434,38434,471997,26665,408108,90554,1504668,179513,666091,450243,152924,349819,65104,914546,640441,274105,70876,70876,345080,345080,53437,1550849,3535310,53437,1550849,3535310
2022:Q1,2992,2626,366,0,0,14107,14107,169914,169914,40193,40193,473896,26307,410863,89340,1523424,182716,677107,453776,153262,356505,65490,896621,621024,275597,70168,70168,346811,346811,279680,1566325,3483445,279680,1566325,3483445
2022:Q2,2973,2626,347,0,0,13298,13298,172014,172014,39390,39390,471418,25949,409240,88127,1562785,185920,696694,465933,157011,363192,65875,864077,591170,272907,69505,69505,353339,353339,656890,1563542,3650943,656890,1563542,3650943
2022:Q3,2926,2626,300,0,0,11990,11990,171257,171257,39403,39403,473077,25589,411755,86911,1609926,189122,720665,481007,161241,369875,66260,853744,580312,273432,69160,69160,357568,357568,806363,1532526,3639135,806363,1532526,3639135
2022:Q4,3038,2626,412,0,0,10365,10365,173726,173726,36961,36961,474557,25231,414091,85697,1624691,192325,728075,483318,162417,376561,66645,871763,593469,278294,69007,69007,383550,383550,720086,1390515,3205038,720086,1390515,3205038
2023:Q1,3213,2625,588,0,0,15129,15129,175791,175791,37982,37982,480684,25151,420197,85638,1658550,193699,745366,494998,164352,380343,67190,888790,605775,283015,67844,67844,382771,382771,616279,1455420,3130117,616279,1455420,3130117
2023:Q2,2844,2625,219,0,0,13314,13314,178315,178315,37998,37998,482577,25071,422070,85578,1686873,195072,757994,504974,167118,384124,67735,899834,614065,285769,67042,67042,386358,386358,541773,1434566,3076469,541773,1434566,3076469
2023:Q3,2854,2625,229,0,0,13256,13256,182299,182299,38687,38687,483951,24989,423423,85517,1717341,196445,771983,515768,169851,387905,68279,892776,606484,286292,66644,66644,386270,386270,654773,1410305,3261528,654773,1410305,3261528
2023:Q4,3983,2626,1357,0,0,13150,13150,183479,183479,39372,39372,488432,24909,427884,85457,1729420,197818,776912,519176,170640,391686,68824,917523,626360,291163,65597,65597,413362,413362,458035,1212971,3024753,458035,1212971,3024753
2024:Q1,2813,2626,187,0,0,12835,12835,197673,197673,40964,40964,497752,25326,436190,86888,1765925,201994,796580,529291,171817,399954,70277,935501,639494,296007,65081,65081,411638,411638,359936,1239435,2922738,359936,1239435,2922738
